"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2015WAG-ST02","","","","","","","","","GHP2015WAG-ST02-00011","","","","61","40","34","27","34","27","2","7","7","9","1","1","14.95","1.95","6.65","16.9","23.55","101","0.245081967","0.04875","0.167326733","3.740740741","2.970588235","2.259259259","1.794117647","0.625925926","0.497058824","0.246296296","0.195588235","60.3960396","71.76220807","79.41176471","14.65686275","18.45679012","16.56862745","20.86419753","6.519607843","8.209876543","23.08823529","29.07407407"
"","","GHP2015WAG-ST02","","","","","","","","","GHP2015WAG-ST02-00012","","","","36","85","34","29","34","29","2","7","4","8","2","2","5.45","3.5","5.55","8.95","14.5","121","0.151388889","0.041176471","0.073966942","4.172413793","3.558823529","1.24137931","1.058823529","0.30862069","0.263235294","0.19137931","0.163235294","29.75206612","61.72413793","85.29411765","5.343137255","6.264367816","8.774509804","10.28735632","5.441176471","6.379310345","14.21568627","16.66666667"
"","","GHP2015WAG-ST02","","","","","","","","","GHP2015WAG-ST02-00013","","","","11","37","31","22","34","19","2","6","5","5","4","4","2.05","1.2","2.95","3.25","6.2","48","0.186363636","0.032432432","0.067708333","2.181818182","1.411764706","0.5","0.323529412","0.147727273","0.095588235","0.134090909","0.086764706","22.91666667","52.41935484","64.70588235","2.009803922","3.106060606","3.18627451","4.924242424","2.892156863","4.46969697","6.078431373","9.393939394"
"","","GHP2015WAG-ST02","","","","","","","","","GHP2015WAG-ST02-00014","","","","43","10","33","25","34","25","1","6","6","8","3","2","9.5","0.75","3.75","10.25","14","53","0.220930233","0.075","0.193396226","2.12","1.558823529","1.72","1.264705882","0.41","0.301470588","0.15","0.110294118","81.13207547","73.21428571","73.52941176","9.31372549","12.66666667","10.04901961","13.66666667","3.676470588","5","13.7254902","18.66666667"
"","","GHP2015WAG-ST02","","","","","","","","","GHP2015WAG-ST02-00015","","","","0","50","33","23","34","20","3","5","4","6","2","1","0","1.9","4.75","1.9","6.65","50","","0.038","0.038","2.173913043","1.470588235","0","0","0.082608696","0.055882353","0.206521739","0.139705882","0","28.57142857","67.64705882","0","0","1.862745098","2.753623188","4.656862745","6.884057971","6.519607843","9.637681159"
"","","GHP2015WAG-ST02","","","","","","","","","GHP2015WAG-ST02-00016","","","","22","57","34","22","34","22","4","6","5","6","1","1","3.6","4.7","2.55","8.3","10.85","79","0.163636364","0.08245614","0.105063291","3.590909091","2.323529412","1","0.647058824","0.377272727","0.244117647","0.115909091","0.075","27.84810127","76.49769585","64.70588235","3.529411765","5.454545455","8.137254902","12.57575758","2.5","3.863636364","10.6372549","16.43939394"
"","","GHP2015WAG-ST02","","","","","","","","","GHP2015WAG-ST02-00017","","","","8","41","31","25","34","23","3","5","5","7","4","4","1.4","1.95","4.05","3.35","7.4","49","0.175","0.047560976","0.068367347","1.96","1.441176471","0.32","0.235294118","0.134","0.098529412","0.162","0.119117647","16.32653061","45.27027027","73.52941176","1.37254902","1.866666667","3.284313725","4.466666667","3.970588235","5.4","7.254901961","9.866666667"
"","","GHP2015WAG-ST02","","","","","","","","","GHP2015WAG-ST02-00018","","","","46","34","30","27","34","27","1","7","6","9","1","1","11.65","1.75","6.55","13.4","19.95","80","0.25326087","0.051470588","0.1675","2.962962963","2.352941176","1.703703704","1.352941176","0.496296296","0.394117647","0.242592593","0.192647059","57.5","67.1679198","79.41176471","11.42156863","14.38271605","13.1372549","16.54320988","6.421568627","8.086419753","19.55882353","24.62962963"
"","","GHP2015WAG-ST02","","","","","","","","","GHP2015WAG-ST02-00019","","","","15","40","31","22","34","22","1","6","4","6","2","2","2.9","1.4","7.1","4.3","11.4","55","0.193333333","0.035","0.078181818","2.5","1.617647059","0.681818182","0.441176471","0.195454545","0.126470588","0.322727273","0.208823529","27.27272727","37.71929825","64.70588235","2.843137255","4.393939394","4.215686275","6.515151515","6.960784314","10.75757576","11.17647059","17.27272727"
"","","GHP2015WAG-ST02","","","","","","","","","GHP2015WAG-ST02-00020","","","","45","65","33","26","34","26","2","6","6","8","1","1","9.7","3.7","9.18","13.4","22.58","110","0.215555556","0.056923077","0.121818182","4.230769231","3.235294118","1.730769231","1.323529412","0.515384615","0.394117647","0.353076923","0.27","40.90909091","59.3445527","76.47058824","9.509803922","12.43589744","13.1372549","17.17948718","9","11.76923077","22.1372549","28.94871795"
"","","GHP2015WAG-ST02","","","","","","","","","GHP2015WAG-ST02-00021","","","","52","14","34","23","34","23","2","6","8","9","1","1","13.55","0.6","8.16","14.15","22.31","66","0.260576923","0.042857143","0.214393939","2.869565217","1.941176471","2.260869565","1.529411765","0.615217391","0.416176471","0.354782609","0.24","78.78787879","63.42447333","67.64705882","13.28431373","19.63768116","13.87254902","20.50724638","8","11.82608696","21.87254902","32.33333333"
"","","GHP2015WAG-ST02","","","","","","","","","GHP2015WAG-ST02-00022","","","","14","79","30","23","34","22","3","6","6","6","2","3","3.15","2.6","8.2","5.75","13.95","93","0.225","0.032911392","0.061827957","4.043478261","2.735294118","0.608695652","0.411764706","0.25","0.169117647","0.356521739","0.241176471","15.05376344","41.21863799","67.64705882","3.088235294","4.565217391","5.637254902","8.333333333","8.039215686","11.88405797","13.67647059","20.2173913"
"","","GHP2015WAG-ST02","","","","","","","","","GHP2015WAG-ST02-00023","","","","42","74","34","31","34","31","2","6","5","7","3","3","5.4","2.6","3.9","8","11.9","116","0.128571429","0.035135135","0.068965517","3.741935484","3.411764706","1.35483871","1.235294118","0.258064516","0.235294118","0.125806452","0.114705882","36.20689655","67.22689076","91.17647059","5.294117647","5.806451613","7.843137255","8.602150538","3.823529412","4.193548387","11.66666667","12.79569892"
"","","GHP2015WAG-ST02","","","","","","","","","GHP2015WAG-ST02-00024","","","","22","94","31","28","34","28","4","6","5","8","1","1","4.2","7.45","8.68","11.65","20.33","116","0.190909091","0.079255319","0.100431034","4.142857143","3.411764706","0.785714286","0.647058824","0.416071429","0.342647059","0.31","0.255294118","18.96551724","57.30447614","82.35294118","4.117647059","5","11.42156863","13.86904762","8.509803922","10.33333333","19.93137255","24.20238095"
