"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00019","","","","","0","2.2333968","1.3302543","19.1","2","50.5","1.4067281","3.2909777","1","31","55","3","29","29","30","25","1","8","5.7580633","1","68.9044113","3","37.82178218","5","5","7.2693801","9","1","3","7.9","2.5","17.2","10.4","27.6","86","0.25483871","0.045454545","0.120930233","2.965517241","2.866666667","1.068965517","1.033333333","0.35862069","0.346666667","0.593103448","0.573333333","36.04651163","37.68115942","96.66666667","3.933465347","8.777777778","9.08045977","11.55555556","11.95402299","19.11111111","19.77011494","4.370517052","4.521224536","30.66666667","31.72413793"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00002","","","","1","","2.6300976","1.5437504","12.3","2","50.3","4.0120144","6.1740594","1","38","30","3","22","22","30","16","5","8","6.9290414","2","42.5612755","3","24.45328032","5","3","24.0657139","7","4","4","7.1","1.2","4.2","8.3","12.5","68","0.186842105","0.04","0.122058824","3.090909091","2.266666667","1.727272727","1.266666667","0.377272727","0.276666667","0.190909091","0.14","55.88235294","66.4","73.33333333","2.029622266","7.888888889","10.75757576","9.222222222","12.57575758","4.666666667","6.363636364","2.255135852","3.075185252","13.88888889","18.93939394"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00020","","","","3","0","2.1418691","1.2660844","17.1","2","50.7","1.3586903","2.4342711","1","26","36","4","25","25","30","23","5","3","5.5972919","1","68.838623","3","33.72781065","6","3","7.1841836","8","3","3","5.7","1.7","15.8","7.4","23.2","62","0.219230769","0.047222222","0.119354839","2.48","2.066666667","1.04","0.866666667","0.296","0.246666667","0.632","0.526666667","41.93548387","31.89655172","83.33333333","2.495857988","6.333333333","7.6","8.222222222","9.866666667","17.55555556","21.06666667","2.773175542","3.327810651","25.77777778","30.93333333"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00021","","","","3","0","2.2810097","1.2789426","17.6","3","50.7","1.5686119","2.7600188","2","34","30","4","25","25","30","25","8","7","5.8553047","3","65.3020172","3","34.71400394","6","3","8.8735771","6","4","4","9.3","2.2","6.8","11.5","18.3","64","0.273529412","0.073333333","0.1796875","2.56","2.133333333","1.36","1.133333333","0.46","0.383333333","0.272","0.226666667","53.125","62.84153005","83.33333333","3.992110454","10.33333333","12.4","12.77777778","15.33333333","7.555555556","9.066666667","4.435678282","5.322813938","20.33333333","24.4"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00022","","","","2","0","2.1255016","1.1699986","21.21","3","50.99","1.4748112","2.4352434","2","15","54","4","28","28","30","27","5","3","6.4356289","2","67.7947845","3","41.59639145","5","3","8.6765575","7","4","4","2.9","3.2","8.4","6.1","14.5","69","0.193333333","0.059259259","0.088405797","2.464285714","2.3","0.535714286","0.5","0.217857143","0.203333333","0.3","0.28","21.73913043","42.06896552","93.33333333","2.537379878","3.222222222","3.452380952","6.777777778","7.261904762","9.333333333","10","2.819310976","3.020690331","16.11111111","17.26190476"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00023","","","","1","0","1.9490085","1.0423046","20.84","3","50.64","1.6260836","2.5001173","2","32","27","3","18","18","30","16","6","5","5.4784236","2","69.1728668","3","41.15323855","6","3","6.9571271","9","1","3","11.4","1.9","7.4","13.3","20.7","59","0.35625","0.07037037","0.225423729","3.277777778","1.966666667","1.777777778","1.066666667","0.738888889","0.443333333","0.411111111","0.246666667","54.23728814","64.25120773","60","5.473380727","12.66666667","21.11111111","14.77777778","24.62962963","8.222222222","13.7037037","6.081534141","10.13589023","23","38.33333333"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00024","","","","1","0","2.1550844","1.1500127","20.19","2","50.7","1.8495946","2.6884909","1","54","36","3","24","24","30","24","9","8","6.2755966","1","66.6021652","3","39.82248521","7","9","9.2045145","9","3","3","15.4","2.1","11.4","17.5","28.9","90","0.285185185","0.058333333","0.194444444","3.75","3","2.25","1.8","0.729166667","0.583333333","0.475","0.38","60","60.55363322","80","6.968934911","17.11111111","21.38888889","19.44444444","24.30555556","12.66666667","15.83333333","7.743261012","9.679076266","32.11111111","40.13888889"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00025","","","","1","0","2.3823051","1.2828832","19.62","3","50.67","1.9027346","3.0577419","1","47","31","2","27","27","30","25","5","3","7.5648689","1","62.9273682","8","38.72113677","5","5","9.6698246","7","3","5","8.2","2.3","3.4","10.5","13.9","78","0.174468085","0.074193548","0.134615385","2.888888889","2.6","1.740740741","1.566666667","0.388888889","0.35","0.125925926","0.113333333","60.25641026","75.53956835","90","4.065719361","9.111111111","10.12345679","11.66666667","12.96296296","3.777777778","4.197530864","4.517465956","5.019406618","15.44444444","17.16049383"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00026","","","","1","0","2.1835957","1.0417674","18.5","3","50.24","2.48944","3.8373909","1","32","43","2","30","30","30","29","5","3","5.6307435","2","62.4366798","8","36.82324841","5","3","12.8666019","8","3","4","5.7","2.1","8.2","7.8","16","75","0.178125","0.048837209","0.104","2.5","2.5","1.066666667","1.066666667","0.26","0.26","0.273333333","0.273333333","42.66666667","48.75","100","2.872213376","6.333333333","6.333333333","8.666666667","8.666666667","9.111111111","9.111111111","3.191348195","3.191348195","17.77777778","17.77777778"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00027","","","","1","0","1.8299595","0.8895998","20.6","3","50.28","2.7451594","3.8851657","3","51","120","3","30","30","30","30","8","6","4.920105","3","65.8096695","8","40.97056484","7","3","9.8732815","7","1","4","10.2","6.1","5.4","16.3","21.7","171","0.2","0.050833333","0.095321637","5.7","5.7","1.7","1.7","0.543333333","0.543333333","0.18","0.18","29.8245614","75.11520737","100","6.678202068","11.33333333","11.33333333","18.11111111","18.11111111","6","6","7.42022452","7.42022452","24.11111111","24.11111111"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00028","","","","1","0","1.8732771","1.029423","20.61","3","50.09","1.7576935","2.9781756","1","13","10","3","23","23","30","11","5","8","5.2277484","1","67.1727524","3","41.14593731","5","8","6.4980402","6","5","6","2.1","0.5","2.8","2.6","5.4","23","0.161538462","0.05","0.113043478","1","0.766666667","0.565217391","0.433333333","0.113043478","0.086666667","0.12173913","0.093333333","56.52173913","48.14814815","76.66666667","1.06979437","2.333333333","3.043478261","2.888888889","3.768115942","3.111111111","4.057971014","1.188660411","1.550426623","6","7.826086957"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00029","","","","1","0","1.5631138","0.8904101","21.23","3","50.48","2.0067637","3.1447799","1","29","43","3","28","28","30","26","5","8","4.3808823","2","69.5078964","3","42.0562599","4","3","4.6887956","6","3","5","2.7","1.3","1.2","4","5.2","72","0.093103448","0.030232558","0.055555556","2.571428571","2.4","1.035714286","0.966666667","0.142857143","0.133333333","0.042857143","0.04","40.27777778","76.92307692","93.33333333","1.682250396","3","3.214285714","4.444444444","4.761904762","1.333333333","1.428571429","1.869167107","2.002679043","5.777777778","6.19047619"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00003","","","","4","","3.1275463","1.8496397","12.1","2","50.6","3.5241158","5.6939149","1","22","14","3","22","22","30","16","9","8","8.2709475","1","45.885273","3","23.91304348","5","9","20.9465523","8","3","1","7.7","0.8","15.4","8.5","23.9","36","0.35","0.057142857","0.236111111","1.636363636","1.2","1","0.733333333","0.386363636","0.283333333","0.7","0.513333333","61.11111111","35.56485356","73.33333333","2.032608696","8.555555556","11.66666667","9.444444444","12.87878788","17.11111111","23.33333333","2.258454106","3.079710145","26.55555556","36.21212121"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00030","","","","1","0","1.7092108","0.9271286","20.87","2","50.44","2.5422437","4.0347743","2","20","26","2","27","27","30","24","1","8","4.2048907","1","66.818779","3","41.37589215","5","5","6.9593081","9","3","4","4.2","1.1","10.2","5.3","15.5","46","0.21","0.042307692","0.115217391","1.703703704","1.533333333","0.740740741","0.666666667","0.196296296","0.176666667","0.377777778","0.34","43.47826087","34.19354839","90","2.192922284","4.666666667","5.185185185","5.888888889","6.543209877","11.33333333","12.59259259","2.436580315","2.707311462","17.22222222","19.13580247"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00004","","","","3","0","1.7668943","1.0075309","20.7","2","50.7","1.3497082","2.3382306","1","24","28","4","23","23","30","22","5","3","5.5139594","1","70.3693619","5","40.82840237","5","3","5.7854261","8","3","3","4.4","1.7","12.4","6.1","18.5","52","0.183333333","0.060714286","0.117307692","2.260869565","1.733333333","1.043478261","0.8","0.265217391","0.203333333","0.539130435","0.413333333","46.15384615","32.97297297","76.66666667","2.490532544","4.888888889","6.376811594","6.777777778","8.84057971","13.77777778","17.97101449","2.767258383","3.609467456","20.55555556","26.8115942"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00005","","","","1","0","1.7946795","0.9771315","21.1","4","50.6","1.2361194","2.2634768","1","43","51","3","28","28","30","25","1","8","4.973248","1","71.2092133","5","41.69960474","6","5","6.2651715","9","1","3","10.2","2.5","15.8","12.7","28.5","94","0.237209302","0.049019608","0.135106383","3.357142857","3.133333333","1.535714286","1.433333333","0.453571429","0.423333333","0.564285714","0.526666667","45.74468085","44.56140351","93.33333333","5.295849802","11.33333333","12.14285714","14.11111111","15.11904762","17.55555556","18.80952381","5.884277558","6.304583098","31.66666667","33.92857143"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00006","","","","3","0","1.982414","1.1268266","22.4","4","50.3","1.6229038","2.8295386","2","79","45","2","27","27","30","27","5","3","6.8953867","1","68.7700272","5","44.53280318","5","5","6.794548","8","4","3","17.8","2.6","5.6","20.4","26","124","0.225316456","0.057777778","0.164516129","4.592592593","4.133333333","2.925925926","2.633333333","0.755555556","0.68","0.207407407","0.186666667","63.70967742","78.46153846","90","9.084691849","19.77777778","21.97530864","22.66666667","25.18518519","6.222222222","6.913580247","10.09410205","11.21566895","28.88888889","32.09876543"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00007","","","","1","","2.2179344","0.9930677","15.2","4","50.7","3.5422361","5.0420275","2","44","41","3","26","26","30","26","5","3","5.026896","2","61.5587387","3","29.98027613","6","3","12.4424562","9","3","4","8.2","2.1","12","10.3","22.3","85","0.186363636","0.051219512","0.121176471","3.269230769","2.833333333","1.692307692","1.466666667","0.396153846","0.343333333","0.461538462","0.4","51.76470588","46.18834081","86.66666667","3.087968442","9.111111111","10.51282051","11.44444444","13.20512821","13.33333333","15.38461538","3.431076046","3.9589339","24.77777778","28.58974359"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00008","","","","1","15.3472748","2.2295549","1.0814832","16.5","3","50","2.9935532","4.0454154","1","20","25","3","20","20","30","12","5","8","6.1534896","1","63.6549644","3","33","5","8","10.3932924","9","6","3","5.2","1.2","10.6","6.4","17","45","0.26","0.048","0.142222222","2.25","1.5","1","0.666666667","0.32","0.213333333","0.53","0.353333333","44.44444444","37.64705882","66.66666667","2.112","5.777777778","8.666666667","7.111111111","10.66666667","11.77777778","17.66666667","2.346666667","3.52","18.88888889","28.33333333"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00009","","","","1","","2.1021521","0.9527798","15.7","4","50.8","4.1368542","5.5697794","1","25","54","3","23","23","30","22","6","5","4.542932","1","61.5590782","3","30.90551181","5","3","10.9365683","7","4","4","2.9","1.9","2.6","4.8","7.4","79","0.116","0.035185185","0.060759494","3.434782609","2.633333333","1.086956522","0.833333333","0.208695652","0.16","0.113043478","0.086666667","31.64556962","64.86486486","76.66666667","1.483464567","3.222222222","4.202898551","5.333333333","6.956521739","2.888888889","3.768115942","1.648293963","2.149948648","8.222222222","10.72463768"
