"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00001","","","","1","","2.839119","1.6091754","11.8","4","50.8","6.4714389","9.7065687","1","51","57","2","26","26","30","26","8","6","7.059051","2","46.0579834","3","23.22834646","7","3","15.2679272","7","1","3","11.4","3.8","3.2","15.2","18.4","108","0.223529412","0.066666667","0.140740741","4.153846154","3.6","1.961538462","1.7","0.584615385","0.506666667","0.123076923","0.106666667","47.22222222","82.60869565","86.66666667","3.530708661","12.66666667","14.61538462","16.88888889","19.48717949","3.555555556","4.102564103","3.923009624","4.526549566","20.44444444","23.58974359"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00010","","","","2","0","1.7732887","0.8884415","17.7","2","50.8","1.9735665","3.3702641","2","45","40","4","25","25","30","25","8","7","3.7098343","1","67.5602798","9","34.84251969","5","3","10.0984898","7","4","4","9.4","1.9","5.2","11.3","16.5","85","0.208888889","0.0475","0.132941176","3.4","2.833333333","1.8","1.5","0.452","0.376666667","0.208","0.173333333","52.94117647","68.48484848","83.33333333","3.937204724","10.44444444","12.53333333","12.55555556","15.06666667","5.777777778","6.933333333","4.374671916","5.249606299","18.33333333","22"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00011","","","","1","0","2.0534284","1.047369","19.1","2","50.7","1.2545695","2.2755935","1","18","24","3","12","12","30","10","5","8","5.4462729","1","68.6798401","9","37.67258383","4","3","8.3133879","6","5","5","2.6","0.9","4.2","3.5","7.7","42","0.144444444","0.0375","0.083333333","3.5","1.4","1.5","0.6","0.291666667","0.116666667","0.35","0.14","42.85714286","45.45454545","40","1.318540434","2.888888889","7.222222222","3.888888889","9.722222222","4.666666667","11.66666667","1.465044927","3.662612316","8.555555556","21.38888889"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00012","","","","1","0","1.9466082","0.9507995","19.7","3","50.8","1.5950803","2.9420197","3","74","61","3","28","28","30","28","8","6","4.6148696","4","68.164566","9","38.77952756","6","3","10.0030689","7","3","3","15.2","3.1","4.8","18.3","23.1","135","0.205405405","0.050819672","0.135555556","4.821428571","4.5","2.642857143","2.466666667","0.653571429","0.61","0.171428571","0.16","54.81481481","79.22077922","93.33333333","7.096653543","16.88888889","18.0952381","20.33333333","21.78571429","5.333333333","5.714285714","7.885170604","8.448397075","25.66666667","27.5"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00013","","","","1","0","1.673826","0.7869478","16.9","3","50.5","2.3870502","3.5227823","2","32","12","3","20","20","30","17","9","8","3.4540887","1","68.5025253","5","33.46534653","5","9","8.2554502","9","3","3","10.1","0.9","9.2","11","20.2","44","0.315625","0.075","0.25","2.2","1.466666667","1.6","1.066666667","0.55","0.366666667","0.46","0.306666667","72.72727273","54.45544554","66.66666667","3.681188119","11.22222222","16.83333333","12.22222222","18.33333333","10.22222222","15.33333333","4.090209021","6.135313531","22.44444444","33.66666667"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00014","","","","1","0","1.8000404","0.9542941","16.4","3","50.5","1.8194557","2.9989893","2","11","38","3","22","22","30","20","6","5","3.9701915","1","67.677002","5","32.47524752","4","3","8.7120972","8","6","4","1.8","1.4","3.6","3.2","6.8","49","0.163636364","0.036842105","0.065306122","2.227272727","1.633333333","0.5","0.366666667","0.145454545","0.106666667","0.163636364","0.12","22.44897959","47.05882353","73.33333333","1.039207921","2","2.727272727","3.555555556","4.848484848","4","5.454545455","1.154675468","1.574557456","7.555555556","10.3030303"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00015","","","","1","0","1.8872426","1.0039587","18.3","3","50.6","1.9454021","3.0026512","1","20","27","2","27","27","30","24","5","8","5.3007283","1","67.4221573","5","36.16600791","4","8","7.0987525","7","6","5","4.1","1.6","8.8","5.7","14.5","47","0.205","0.059259259","0.121276596","1.740740741","1.566666667","0.740740741","0.666666667","0.211111111","0.19","0.325925926","0.293333333","42.55319149","39.31034483","90","2.061462451","4.555555556","5.061728395","6.333333333","7.037037037","9.777777778","10.86419753","2.290513834","2.545015371","16.11111111","17.90123457"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00016","","","","2","0","1.707619","0.8774538","18.7","4","50.4","4.2827587","6.2376742","1","61","36","3","30","30","30","29","5","3","3.569576","1","66.4128036","3","37.1031746","5","5","5.8304577","8","3","4","15.8","2.2","5.6","18","23.6","97","0.259016393","0.061111111","0.18556701","3.233333333","3.233333333","2.033333333","2.033333333","0.6","0.6","0.186666667","0.186666667","62.88659794","76.27118644","100","6.678571429","17.55555556","17.55555556","20","20","6.222222222","6.222222222","7.420634921","7.420634921","26.22222222","26.22222222"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00017","","","","2","0","2.2406328","1.1796038","20.4","4","50.4","3.9836504","5.8388715","1","33","46","3","30","30","30","29","5","3","6.7639918","1","63.363121","3","40.47619048","5","3","6.2440929","8","3","3","6.2","3.1","8.6","9.3","17.9","79","0.187878788","0.067391304","0.117721519","2.633333333","2.633333333","1.1","1.1","0.31","0.31","0.286666667","0.286666667","41.7721519","51.95530726","100","3.764285714","6.888888889","6.888888889","10.33333333","10.33333333","9.555555556","9.555555556","4.182539683","4.182539683","19.88888889","19.88888889"
"","","GHP2014OHW-AT01","","","","","","","","","GHP2014OHW-AT01-00018","","","","1","0","1.6381735","0.8786017","20.3","3","50.4","4.7181554","6.8458781","2","36","26","4","21","21","30","21","8","7","3.7237973","1","66.7635345","3","40.27777778","6","3","4.9444904","8","3","4","12.6","2","7.6","14.6","22.2","62","0.35","0.076923077","0.235483871","2.952380952","2.066666667","1.714285714","1.2","0.695238095","0.486666667","0.361904762","0.253333333","58.06451613","65.76576577","70","5.880555556","14","20","16.22222222","23.17460317","8.444444444","12.06349206","6.533950617","9.334215168","24.66666667","35.23809524"
