"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014NYK-AT02","","","","","","","","","GHP2014NYK-AT02-00001","","","","2","32.61","2.45","1.34","10.7","50.79","4.1","5.57","1","9","54","33","26","34","26","8","6","3.46","2","47.11","3","21.0671392","5","4","21.32","6","2","1.3","3.3","2.3","4.6","6.9","63","0.144444444","0.061111111","0.073015873","2.423076923","1.852941176","0.346153846","0.264705882","0.176923077","0.135294118","0.088461538","0.067647059","14.28571429","66.66666667","76.47058824","0.969088403","1.274509804","1.666666667","4.509803922","5.897435897","2.254901961","2.948717949","0.95008667","1.24242103","6.764705882","8.846153846"
"","","GHP2014NYK-AT02","","","","","","","","","GHP2014NYK-AT02-00010","","","","1","21.85","2.04","1.01","13.91","50.38","2.42","3.3","1","64","47","33","30","34","29","8","6","3.92","2","57.31","3","27.61016276","6","5","15.52","5","5","9.7","1","4.4","10.7","15.1","111","0.1515625","0.021276596","0.096396396","3.7","3.264705882","2.133333333","1.882352941","0.356666667","0.314705882","0.146666667","0.129411765","57.65765766","70.86092715","88.23529412","2.954287416","9.509803922","10.77777778","10.49019608","11.88888889","4.31372549","4.888888889","2.896360211","3.282541573","14.80392157","16.77777778"
"","","GHP2014NYK-AT02","","","","","","","","","GHP2014NYK-AT02-00011","","","","2","18.56","2","0.98","15.43","50.6","1.84","2.15","1","16","25","26","24","34","21","8","6","3.68","2","56.66","3","30.49407115","5","5","17.41","5","2","3.3","1","2.2","4.3","6.5","41","0.20625","0.04","0.104878049","1.708333333","1.205882353","0.666666667","0.470588235","0.179166667","0.126470588","0.091666667","0.064705882","39.02439024","66.15384615","70.58823529","1.311245059","3.235294118","4.583333333","4.215686275","5.972222222","2.156862745","3.055555556","1.285534372","1.821173693","6.37254902","9.027777778"
"","","GHP2014NYK-AT02","","","","","","","","","GHP2014NYK-AT02-00012","","","","2","18.57","2.02","1.04","14.98","50.92","1.95","2.75","2","32","21","27","18","34","18","8","6","4.36","2","61.24","3","29.41869599","6","6","10.92","6","2","7.3","1.9","5.5","9.2","14.7","53","0.228125","0.09047619","0.173584906","2.944444444","1.558823529","1.777777778","0.941176471","0.511111111","0.270588235","0.305555556","0.161764706","60.37735849","62.58503401","52.94117647","2.706520031","7.156862745","13.51851852","9.019607843","17.03703704","5.392156863","10.18518519","2.653451011","5.012074132","14.41176471","27.22222222"
"","","GHP2014NYK-AT02","","","","","","","","","GHP2014NYK-AT02-00013","","","","3","2.13","1.77","0.96","19.45","50.8","1.35","2.06","1","7","45","31","23","34","21","3","8","3.27","2","69.36","3","38.28740157","4","4","6.05","8","3","0.8","1.5","3.1","2.3","5.4","52","0.114285714","0.033333333","0.044230769","2.260869565","1.529411765","0.304347826","0.205882353","0.1","0.067647059","0.134782609","0.091176471","13.46153846","42.59259259","67.64705882","0.880610236","0.784313725","1.15942029","2.254901961","3.333333333","3.039215686","4.492753623","0.863343369","1.276246719","5.294117647","7.826086957"
"","","GHP2014NYK-AT02","","","","","","","","","GHP2014NYK-AT02-00014","","","","2","0","1.63","0.92","18.43","50.52","0.76","1.1","1","39","49","30","26","34","26","3","8","3.23","2","72.94","3","36.48060174","5","5","3.75","7","2","5","3.2","2.4","8.2","10.6","88","0.128205128","0.065306122","0.093181818","3.384615385","2.588235294","1.5","1.147058824","0.315384615","0.241176471","0.092307692","0.070588235","44.31818182","77.35849057","76.47058824","2.991409343","4.901960784","6.41025641","8.039215686","10.51282051","2.352941176","3.076923077","2.932754258","3.835140183","10.39215686","13.58974359"
"","","GHP2014NYK-AT02","","","","","","","","","GHP2014NYK-AT02-00015","","","","2","1.75","1.78","1.01","18.82","50.45","1.07","1.72","2","41","52","29","23","34","23","3","8","3.43","2","71.11","3","37.30426165","5","4","3.9","5","4","2.8","2.2","1.3","5","6.3","93","0.068292683","0.042307692","0.053763441","4.043478261","2.735294118","1.782608696","1.205882353","0.217391304","0.147058824","0.056521739","0.038235294","44.08602151","79.36507937","67.64705882","1.865213082","2.745098039","4.057971014","4.901960784","7.246376812","1.274509804","1.884057971","1.828640277","2.703207366","6.176470588","9.130434783"
"","","GHP2014NYK-AT02","","","","","","","","","GHP2014NYK-AT02-00016","","","","2","16.62","2.01","0.88","13.99","50.28","3.93","5.16","2","15","26","32","25","34","23","8","3","3.09","2","61.25","3","27.82418457","5","6","9.32","5","2","3.7","1.2","1.6","4.9","6.5","41","0.246666667","0.046153846","0.119512195","1.64","1.205882353","0.6","0.441176471","0.196","0.144117647","0.064","0.047058824","36.58536585","75.38461538","73.52941176","1.363385044","3.62745098","4.933333333","4.803921569","6.533333333","1.568627451","2.133333333","1.336652004","1.817846725","6.37254902","8.666666667"
"","","GHP2014NYK-AT02","","","","","","","","","GHP2014NYK-AT02-00017","","","","2","17.49","1.89","0.83","13.42","50.54","4.27","5.55","3","46","78","33","29","34","29","8","3","2.51","3","60.62","3","26.55322517","5","7","8.55","7","1","10.6","4.5","9.3","15.1","24.4","124","0.230434783","0.057692308","0.121774194","4.275862069","3.647058824","1.586206897","1.352941176","0.520689655","0.444117647","0.320689655","0.273529412","37.09677419","61.8852459","85.29411765","4.009537","10.39215686","12.18390805","14.80392157","17.35632184","9.117647059","10.68965517","3.930918628","4.608663219","23.92156863","28.04597701"
"","","GHP2014NYK-AT02","","","","","","","","","GHP2014NYK-AT02-00018","","","","2","17.51","1.99","0.87","13.78","50.31","4.71","5.88","2","60","87","31","26","34","26","8","3","2.65","2","59.04","3","27.39018088","6","5","8.55","8","2","9.3","3.3","7.8","12.6","20.4","147","0.155","0.037931034","0.085714286","5.653846154","4.323529412","2.307692308","1.764705882","0.484615385","0.370588235","0.3","0.229411765","40.81632653","61.76470588","76.47058824","3.451162791","9.117647059","11.92307692","12.35294118","16.15384615","7.647058824","10","3.383492932","4.42456768","20","26.15384615"
