"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2013DVG-AT02","","","","","","","","","GHP2013DVG-AT02-00001","","","","1","4","10","13","34","10","34","10","2","3","2","5","4","4","1","0.7","5","1.7","6.7","23","0.1","0.053846154","0.073913043","2.3","0.676470588","1","0.294117647","0.17","0.05","0.5","0.147058824","43.47826087","25.37313433","29.41176471","0.980392157","3.333333333","1.666666667","5.666666667","4.901960784","16.66666667","6.568627451","22.33333333"
"","","GHP2013DVG-AT02","","","","","","","","","GHP2013DVG-AT02-00010","","","","1","2","20","21","34","29","34","26","1","5","4","5","3","3","2.4","1","22","3.4","25.4","41","0.12","0.047619048","0.082926829","1.413793103","1.205882353","0.689655172","0.588235294","0.117241379","0.1","0.75862069","0.647058824","48.7804878","13.38582677","85.29411765","2.352941176","2.75862069","3.333333333","3.908045977","21.56862745","25.28735632","24.90196078","29.1954023"
"","","GHP2013DVG-AT02","","","","","","","","","GHP2013DVG-AT02-00011","","","","1","2","49","56","34","26","34","25","2","5","4","5","6","6","5.7","2.3","20","8","28","105","0.116326531","0.041071429","0.076190476","4.038461538","3.088235294","1.884615385","1.441176471","0.307692308","0.235294118","0.769230769","0.588235294","46.66666667","28.57142857","76.47058824","5.588235294","7.307692308","7.843137255","10.25641026","19.60784314","25.64102564","27.45098039","35.8974359"
"","","GHP2013DVG-AT02","","","","","","","","","GHP2013DVG-AT02-00012","","","","1","3","6","31","34","29","34","26","2","5","4","4","3","3","0.9","1.2","17","2.1","19.1","37","0.15","0.038709677","0.056756757","1.275862069","1.088235294","0.206896552","0.176470588","0.072413793","0.061764706","0.586206897","0.5","16.21621622","10.9947644","85.29411765","0.882352941","1.034482759","2.058823529","2.413793103","16.66666667","19.54022989","18.7254902","21.95402299"
"","","GHP2013DVG-AT02","","","","","","","","","GHP2013DVG-AT02-00013","","","","1","2","5","15","34","9","34","9","1","2","2","6","3","3","0.5","0.7","5","1.2","6.2","20","0.1","0.046666667","0.06","2.222222222","0.588235294","0.555555556","0.147058824","0.133333333","0.035294118","0.555555556","0.147058824","25","19.35483871","26.47058824","0.490196078","1.851851852","1.176470588","4.444444444","4.901960784","18.51851852","6.078431373","22.96296296"
"","","GHP2013DVG-AT02","","","","","","","","","GHP2013DVG-AT02-00014","","","","1","3","10","14","34","28","34","9","2","5","4","4","4","5","1.3","0.5","14.5","1.8","16.3","24","0.13","0.035714286","0.075","0.857142857","0.705882353","0.357142857","0.294117647","0.064285714","0.052941176","0.517857143","0.426470588","41.66666667","11.04294479","82.35294118","1.274509804","1.547619048","1.764705882","2.142857143","14.21568627","17.26190476","15.98039216","19.4047619"
"","","GHP2013DVG-AT02","","","","","","","","","GHP2013DVG-AT02-00015","","","","1","2","8","17","34","27","34","12","1","5","6","5","3","3","1.5","0.8","21.5","2.3","23.8","25","0.1875","0.047058824","0.092","0.925925926","0.735294118","0.296296296","0.235294118","0.085185185","0.067647059","0.796296296","0.632352941","32","9.663865546","79.41176471","1.470588235","1.851851852","2.254901961","2.839506173","21.07843137","26.54320988","23.33333333","29.38271605"
"","","GHP2013DVG-AT02","","","","","","","","","GHP2013DVG-AT02-00016","","","","1","3","0","20","34","27","34","6","2","4","1","6","3","3","0","0.9","21","0.9","21.9","20","","0.045","0.045","0.740740741","0.588235294","0","0","0.033333333","0.026470588","0.777777778","0.617647059","0","4.109589041","79.41176471","0","0","0.882352941","1.111111111","20.58823529","25.92592593","21.47058824","27.03703704"
"","","GHP2013DVG-AT02","","","","","","","","","GHP2013DVG-AT02-00017","","","","2","2","21","25","32","23","34","16","2","6","6","4","6","6","4","1.3","15.5","5.3","20.8","46","0.19047619","0.052","0.115217391","2","1.352941176","0.913043478","0.617647059","0.230434783","0.155882353","0.673913043","0.455882353","45.65217391","25.48076923","67.64705882","3.921568627","5.797101449","5.196078431","7.68115942","15.19607843","22.46376812","20.39215686","30.14492754"
"","","GHP2013DVG-AT02","","","","","","","","","GHP2013DVG-AT02-00018","","","","1","3","3","36","34","28","34","12","1","5","2","6","3","5","0.4","1.5","24","1.9","25.9","39","0.133333333","0.041666667","0.048717949","1.392857143","1.147058824","0.107142857","0.088235294","0.067857143","0.055882353","0.857142857","0.705882353","7.692307692","7.335907336","82.35294118","0.392156863","0.476190476","1.862745098","2.261904762","23.52941176","28.57142857","25.39215686","30.83333333"
"","","GHP2013DVG-AT02","","","","","","","","","GHP2013DVG-AT02-00019","","","","1","2","23","40","34","30","34","28","2","5","5","5","4","3","3.4","2.1","15","5.5","20.5","63","0.147826087","0.0525","0.087301587","2.1","1.852941176","0.766666667","0.676470588","0.183333333","0.161764706","0.5","0.441176471","36.50793651","26.82926829","88.23529412","3.333333333","3.777777778","5.392156863","6.111111111","14.70588235","16.66666667","20.09803922","22.77777778"
"","","GHP2013DVG-AT02","","","","","","","","","GHP2013DVG-AT02-00002","","","","1","2","7","16","34","27","34","20","2","5","5","5","3","3","1.2","1","21","2.2","23.2","23","0.171428571","0.0625","0.095652174","0.851851852","0.676470588","0.259259259","0.205882353","0.081481481","0.064705882","0.777777778","0.617647059","30.43478261","9.482758621","79.41176471","1.176470588","1.481481481","2.156862745","2.716049383","20.58823529","25.92592593","22.74509804","28.64197531"
"","","GHP2013DVG-AT02","","","","","","","","","GHP2013DVG-AT02-00020","","","","1","1","22","26","34","27","34","23","2","5","6","5","4","4","4.8","1.8","17","6.6","23.6","48","0.218181818","0.069230769","0.1375","1.777777778","1.411764706","0.814814815","0.647058824","0.244444444","0.194117647","0.62962963","0.5","45.83333333","27.96610169","79.41176471","4.705882353","5.925925926","6.470588235","8.148148148","16.66666667","20.98765432","23.1372549","29.13580247"
"","","GHP2013DVG-AT02","","","","","","","","","GHP2013DVG-AT02-00021","","","","1","3","11","22","32","27","34","19","1","5","3","5","1","1","2","1.2","19","3.2","22.2","33","0.181818182","0.054545455","0.096969697","1.222222222","0.970588235","0.407407407","0.323529412","0.118518519","0.094117647","0.703703704","0.558823529","33.33333333","14.41441441","79.41176471","1.960784314","2.469135802","3.137254902","3.950617284","18.62745098","23.45679012","21.76470588","27.40740741"
"","","GHP2013DVG-AT02","","","","","","","","","GHP2013DVG-AT02-00022","","","","1","2","10","18","34","11","34","11","1","4","3","6","1","3","1.3","1.1","15","2.4","17.4","28","0.13","0.061111111","0.085714286","2.545454545","0.823529412","0.909090909","0.294117647","0.218181818","0.070588235","1.363636364","0.441176471","35.71428571","13.79310345","32.35294118","1.274509804","3.939393939","2.352941176","7.272727273","14.70588235","45.45454545","17.05882353","52.72727273"
"","","GHP2013DVG-AT02","","","","","","","","","GHP2013DVG-AT02-00023","","","","1","3","11","18","34","28","34","15","1","4","4","6","3","3","1.8","0.9","30","2.7","32.7","29","0.163636364","0.05","0.093103448","1.035714286","0.852941176","0.392857143","0.323529412","0.096428571","0.079411765","1.071428571","0.882352941","37.93103448","8.256880734","82.35294118","1.764705882","2.142857143","2.647058824","3.214285714","29.41176471","35.71428571","32.05882353","38.92857143"
"","","GHP2013DVG-AT02","","","","","","","","","GHP2013DVG-AT02-00024","","","","1","4","2","9","33","25","34","6","2","2","3","4","1","1","0.4","0.5","12","0.9","12.9","11","0.2","0.055555556","0.081818182","0.44","0.323529412","0.08","0.058823529","0.036","0.026470588","0.48","0.352941176","18.18181818","6.976744186","73.52941176","0.392156863","0.533333333","0.882352941","1.2","11.76470588","16","12.64705882","17.2"
