"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014KMD-AT04","","","","","","","","","GHP2014KMD-AT04-00019","","","","1","0","1.73","0.91","19.79","50.47","1.96","3.06","1","39","46","37","37","45","35","5","6","3.69","2","71.78","2","39.21141272","5","7","4.52","8","3","3","11.4","3.7","15","15.1","30.1","85","0.292307692","0.080434783","0.177647059","2.297297297","1.888888889","1.054054054","0.866666667","0.408108108","0.335555556","0.405405405","0.333333333","45.88235294","50.16611296","82.22222222","5.920923321","8.444444444","10.27027027","11.18518519","13.6036036","11.11111111","13.51351351","4.385869127","5.334165154","22.2962963","27.11711712"
"","","GHP2014KMD-AT04","","","","","","","","","GHP2014KMD-AT04-00002","","","","2","0","1.7","0.87","17.4","50.37","2.46","3.98","1","53","43","35","35","45","33","5","6","3.45","2","69.4","2","34.54437165","4","7","6.33","7","3","3","12.1","2.1","10.6","14.2","24.8","96","0.228301887","0.048837209","0.147916667","2.742857143","2.133333333","1.514285714","1.177777778","0.405714286","0.315555556","0.302857143","0.235555556","55.20833333","57.25806452","77.77777778","4.905300774","8.962962963","11.52380952","10.51851852","13.52380952","7.851851852","10.0952381","3.633556129","4.671715023","18.37037037","23.61904762"
"","","GHP2014KMD-AT04","","","","","","","","","GHP2014KMD-AT04-00020","","","","2","0","1.89","1.03","20.87","50.13","1.38","2.72","1","56","54","42","42","45","37","1","8","3.82","2","73.74","3","41.63175743","6","7","6.66","8","3","3","12.4","2.3","29","14.7","43.7","110","0.221428571","0.042592593","0.133636364","2.619047619","2.444444444","1.333333333","1.244444444","0.35","0.326666667","0.69047619","0.644444444","50.90909091","33.63844394","93.33333333","6.119868342","9.185185185","9.841269841","10.88888889","11.66666667","21.48148148","23.01587302","4.533235809","4.857038367","32.37037037","34.68253968"
"","","GHP2014KMD-AT04","","","","","","","","","GHP2014KMD-AT04-00021","","","","1","0","2.14","0.98","18.76","50.71","2.54","4.02","1","78","79","35","35","45","34","5","8","5.52","2","68.35","5","36.99467561","4","6","7.04","7","3","4","13.7","3.2","5.6","16.9","22.5","157","0.175641026","0.040506329","0.107643312","4.485714286","3.488888889","2.228571429","1.733333333","0.482857143","0.375555556","0.16","0.124444444","49.68152866","75.11111111","77.77777778","6.252100177","10.14814815","13.04761905","12.51851852","16.0952381","4.148148148","5.333333333","4.631185317","5.954381121","16.66666667","21.42857143"
"","","GHP2014KMD-AT04","","","","","","","","","GHP2014KMD-AT04-00022","","","","4","0","2.24","1.22","20.53","50.84","1.37","2.47","1","7","7","13","13","45","5","5","3","6.78","2","68.75","5","40.3815893","5","5","5.93","5","6","6","1.4","1.6","1","3","4","14","0.2","0.228571429","0.214285714","1.076923077","0.311111111","0.538461538","0.155555556","0.230769231","0.066666667","0.076923077","0.022222222","50","75","28.88888889","1.211447679","1.037037037","3.58974359","2.222222222","7.692307692","0.740740741","2.564102564","0.897368651","3.1062761","2.962962963","10.25641026"
"","","GHP2014KMD-AT04","","","","","","","","","GHP2014KMD-AT04-00023","","","","2","4.91","1.76","0.83","17.66","50.23","2.09","3.22","1","40","73","41","41","45","39","6","2","2.86","3","70.33","5","35.15827195","5","6","8.77","6","1","3","7.6","3.5","5.8","11.1","16.9","113","0.19","0.047945205","0.098230088","2.756097561","2.511111111","0.975609756","0.888888889","0.270731707","0.246666667","0.141463415","0.128888889","35.39823009","65.68047337","91.11111111","3.902568186","5.62962963","6.178861789","8.222222222","9.024390244","4.296296296","4.715447154","2.890791249","3.172819664","12.51851852","13.7398374"
"","","GHP2014KMD-AT04","","","","","","","","","GHP2014KMD-AT04-00024","","","","3","","2.85","1.48","10.91","50.58","5.68","8.79","1","34","44","28","28","45","28","8","6","4.48","4","46.36","2","21.56979043","4","7","23.06","5","4","5","10.6","3.1","2","13.7","15.7","78","0.311764706","0.070454545","0.175641026","2.785714286","1.733333333","1.214285714","0.755555556","0.489285714","0.304444444","0.071428571","0.044444444","43.58974359","87.2611465","62.22222222","2.955061289","7.851851852","12.61904762","10.14814815","16.30952381","1.481481481","2.380952381","2.188934288","3.517930106","11.62962963","18.69047619"
"","","GHP2014KMD-AT04","","","","","","","","","GHP2014KMD-AT04-00025","","","","2","0","1.85","0.78","22.75","50.28","1.96","3.02","1","11","25","33","33","45","18","5","9","4.03","2","72.68","2","45.24661893","4","4","6.4","5","5","4","2.3","1.6","8.2","3.9","12.1","36","0.209090909","0.064","0.108333333","1.090909091","0.8","0.333333333","0.244444444","0.118181818","0.086666667","0.248484848","0.182222222","30.55555556","32.23140496","73.33333333","1.764618138","1.703703704","2.323232323","2.888888889","3.939393939","6.074074074","8.282828283","1.307124547","1.782442564","8.962962963","12.22222222"
"","","GHP2014KMD-AT04","","","","","","","","","GHP2014KMD-AT04-00026","","","","4","0.98","1.62","0.85","19.57","50.24","2.25","3.13","1","62","67","39","39","45","28","5","6","3.05","4","72.07","2","38.95302548","5","7","4.11","8","3","3","12.5","5.3","13.8","17.8","31.6","129","0.201612903","0.079104478","0.137984496","3.307692308","2.866666667","1.58974359","1.377777778","0.456410256","0.395555556","0.353846154","0.306666667","48.0620155","56.32911392","86.66666667","6.933638535","9.259259259","10.68376068","13.18518519","15.21367521","10.22222222","11.79487179","5.136028544","5.926186782","23.40740741","27.00854701"
"","","GHP2014KMD-AT04","","","","","","","","","GHP2014KMD-AT04-00027","","","","4","0","1.59","0.85","19.76","50.14","1.62","2.61","1","52","54","44","44","45","41","1","8","2.85","3","73.63","3","39.40965297","5","5","6.79","7","4","4","12.2","3.1","12.6","15.3","27.9","106","0.234615385","0.057407407","0.144339623","2.409090909","2.355555556","1.181818182","1.155555556","0.347727273","0.34","0.286363636","0.28","49.05660377","54.83870968","97.77777778","6.029676905","9.037037037","9.242424242","11.33333333","11.59090909","9.333333333","9.545454545","4.466427337","4.567937049","20.66666667","21.13636364"
"","","GHP2014KMD-AT04","","","","","","","","","GHP2014KMD-AT04-00028","","","","2","0","1.6","0.84","20.44","50.4","1.99","3.38","1","12","34","34","34","45","19","5","3","4.13","2","72.13","3","40.55555556","5","8","4.44","6","6","5","2.8","2.2","8","5","13","46","0.233333333","0.064705882","0.108695652","1.352941176","1.022222222","0.352941176","0.266666667","0.147058824","0.111111111","0.235294118","0.177777778","26.08695652","38.46153846","75.55555556","2.027777778","2.074074074","2.745098039","3.703703704","4.901960784","5.925925926","7.843137255","1.502057613","1.988017429","9.62962963","12.74509804"
"","","GHP2014KMD-AT04","","","","","","","","","GHP2014KMD-AT04-00029","","","","2","0","1.63","0.91","22.36","50.05","1.39","2.47","1","40","44","35","35","45","30","2","6","4.25","2","75.14","9","44.67532468","4","5","2.35","8","4","4","11.5","3","15.6","14.5","30.1","84","0.2875","0.068181818","0.172619048","2.4","1.866666667","1.142857143","0.888888889","0.414285714","0.322222222","0.445714286","0.346666667","47.61904762","48.17275748","77.77777778","6.477922078","8.518518519","10.95238095","10.74074074","13.80952381","11.55555556","14.85714286","4.798460798","6.169449598","22.2962963","28.66666667"
"","","GHP2014KMD-AT04","","","","","","","","","GHP2014KMD-AT04-00003","","","","2","0","1.54","0.86","22.33","50.31","1.47","2.32","1","36","25","38","38","45","31","2","6","3.19","3","75.71","9","44.38481415","5","6","3.03","6","4","4","7.6","1.5","6.8","9.1","15.9","61","0.211111111","0.06","0.149180328","1.605263158","1.355555556","0.947368421","0.8","0.239473684","0.202222222","0.178947368","0.151111111","59.01639344","57.2327044","84.44444444","4.039018088","5.62962963","6.666666667","6.740740741","7.98245614","5.037037037","5.964912281","2.99186525","3.542998323","11.77777778","13.94736842"
"","","GHP2014KMD-AT04","","","","","","","","","GHP2014KMD-AT04-00030","","","","","0","1.9","0.91","20.27","50.22","2.72","3.86","","13","7","14","14","45","10","2","6","3.94","","71.21","3","40.36240542","","","3.81","5","4","4","2.4","0.6","2","3","5","20","0.184615385","0.085714286","0.15","1.428571429","0.444444444","0.928571429","0.288888889","0.214285714","0.066666667","0.142857143","0.044444444","65","60","31.11111111","1.210872162","1.777777778","5.714285714","2.222222222","7.142857143","1.481481481","4.761904762","0.896942343","2.883028958","3.703703704","11.9047619"
"","","GHP2014KMD-AT04","","","","","","","","","GHP2014KMD-AT04-00004","","","","3","0","1.64","0.72","21","50.66","2.26","3.54","1","18","31","26","26","45","17","5","3","4.15","4","72.53","3","41.45282274","5","5","4.15","4","6","6","3.3","1.6","3.6","4.9","8.5","49","0.183333333","0.051612903","0.1","1.884615385","1.088888889","0.692307692","0.4","0.188461538","0.108888889","0.138461538","0.08","36.73469388","57.64705882","57.77777778","2.031188314","2.444444444","4.230769231","3.62962963","6.282051282","2.666666667","4.615384615","1.504583936","2.604087582","6.296296296","10.8974359"
"","","GHP2014KMD-AT04","","","","","","","","","GHP2014KMD-AT04-00005","","","","2","0","2.02","1.14","20.13","50.68","1.71","3.15","1","75","60","36","36","45","35","5","8","5.76","2","71.52","5","39.71981058","4","7","4.49","6","3","4","15","2.4","5.8","17.4","23.2","135","0.2","0.04","0.128888889","3.75","3","2.083333333","1.666666667","0.483333333","0.386666667","0.161111111","0.128888889","55.55555556","75","80","6.91124704","11.11111111","13.88888889","12.88888889","16.11111111","4.296296296","5.37037037","5.119442252","6.399302815","17.18518519","21.48148148"
"","","GHP2014KMD-AT04","","","","","","","","","GHP2014KMD-AT04-00006","","","","3","","2.7","1.45","8.91","50.88","9.91","14.8","2","56","50","34","34","45","34","8","6","3.52","5","40.22","2","17.51179245","4","7","17.05","6","4","5","10.4","2.1","3.2","12.5","15.7","106","0.185714286","0.042","0.117924528","3.117647059","2.355555556","1.647058824","1.244444444","0.367647059","0.277777778","0.094117647","0.071111111","52.83018868","79.61783439","75.55555556","2.188974057","7.703703704","10.19607843","9.259259259","12.25490196","2.37037037","3.137254902","1.621462264","2.146052997","11.62962963","15.39215686"
"","","GHP2014KMD-AT04","","","","","","","","","GHP2014KMD-AT04-00007","","","","2","0.46","1.88","0.9","21.34","50.59","2.44","3.65","1","25","42","37","37","45","29","2","6","3.42","2","70.02","3","42.18224946","5","6","4.95","7","3","4","7.3","3.1","7","10.4","17.4","67","0.292","0.073809524","0.155223881","1.810810811","1.488888889","0.675675676","0.555555556","0.281081081","0.231111111","0.189189189","0.155555556","37.31343284","59.77011494","82.22222222","4.386953943","5.407407407","6.576576577","7.703703704","9.369369369","5.185185185","6.306306306","3.249595514","3.95221076","12.88888889","15.67567568"
"","","GHP2014KMD-AT04","","","","","","","","","GHP2014KMD-AT04-00008","","","","2","6.03","1.8","0.83","18.09","50.54","2.24","3.18","1","60","42","28","28","45","25","6","2","2.85","3","69.48","5","35.79343095","5","6","8.41","6","3","3","10.7","1.9","6","12.6","18.6","102","0.178333333","0.045238095","0.123529412","3.642857143","2.266666667","2.142857143","1.333333333","0.45","0.28","0.214285714","0.133333333","58.82352941","67.74193548","62.22222222","4.509972299","7.925925926","12.73809524","9.333333333","15","4.444444444","7.142857143","3.340720222","5.369014642","13.77777778","22.14285714"
"","","GHP2014KMD-AT04","","","","","","","","","GHP2014KMD-AT04-00009","","","","4","0","1.77","0.89","19.65","50.18","1.82","3","1","29","25","23","23","45","20","5","3","3.76","2","71.98","5","39.1590275","6","7","7.4","5","6","4","8.2","1.6","6","9.8","15.8","54","0.282758621","0.064","0.181481481","2.347826087","1.2","1.260869565","0.644444444","0.426086957","0.217777778","0.260869565","0.133333333","53.7037037","62.02531646","51.11111111","3.837584695","6.074074074","11.88405797","7.259259259","14.20289855","4.444444444","8.695652174","2.84265533","5.561716949","11.7037037","22.89855072"
