"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root secondary defects estimating 1-18| CO_331:0000810","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00023","","","","0","1.758835","0.747483","0.82226","1.5886019","1","1","3","3","2","1","1","","4","3","4.7721119","1","72.8290558","9","43.67088608","2","3","12.336669","8","4","3","0.4","","0.5","","","","0.4","","","","0.5","","0.25","","","","6.666666667","","8.333333333","","","","0.333333333","","0.166666667","66.66666667","4.444444444","","5.555555556","",""
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00024","","","","0","1.71754","0.904744","0.495391","1.589201","1","1","3","3","2","2","2","","4","3","4.3821111","1","74.1240845","5","42.17011129","4","5","10.7988758","5","5","5","0.3","","1","","","","0.15","","","","1","","0.5","","","","5","","16.66666667","","","","0.666666667","","0.333333333","66.66666667","3.333333333","","11.11111111","",""
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00025","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00026","","","","0","1.596584","0.519258","1.253907","2.4821191","1","1","3","3","3","3","7","2","9","9","3.3334241","1","74.6490555","14","43.04897314","4","5","12.8533573","5","6","6","0.8","0.02","1.5","0.82","2.32","9","0.114285714","0.01","0.091111111","3","2.333333333","0.273333333","0.5","77.77777778","35.34482759","0.35300158","8.888888889","9.111111111","16.66666667","3.922239775","25.77777778","3","2.333333333","0.273333333","0.5","100","8.888888889","9.111111111","16.66666667","3.922239775","25.77777778"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00027","","","","0","1.376451","0.787235","0.738698","1.440643","1","1","3","3","2","2","4","","3","8","4.572453","1","75.9665375","5","43.44442227","3","5","9.3561878","7","1","3","1","","0.1","","","","0.25","","","","2","","0.05","","","","16.66666667","","1.666666667","","","","1.333333333","","0.033333333","66.66666667","11.11111111","","1.111111111","",""
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00028","","","","","","","","","1","1","3","3","3","3","3","5","","","","1","","9","","5","5","","6","1","3","0.3","0.04","4.5","0.34","4.84","8","0.1","0.008","0.0425","2.666666667","1","0.113333333","1.5","37.5","7.024793388","","3.333333333","3.777777778","50","","53.77777778","2.666666667","1","0.113333333","1.5","100","3.333333333","3.777777778","50","","53.77777778"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00029","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00003","","","","0","1.824928","0.849108","0.91987","2.2396791","1","1","3","3","3","3","17","5","4","7","4.4074192","1","73.7718201","1","40.49570258","2","3","8.6060028","8","1","2","2","0.2","13.5","2.2","15.7","22","0.117647059","0.04","0.1","7.333333333","5.666666667","0.733333333","4.5","77.27272727","14.01273885","0.890905457","22.22222222","24.44444444","150","9.89894952","174.4444444","7.333333333","5.666666667","0.733333333","4.5","100","22.22222222","24.44444444","150","9.89894952","174.4444444"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00030","","","","0","1.545897","0.723772","0.745623","1.500772","1","1","3","3","3","3","11","5","4","8","3.2404881","1","76.7612381","1","41.16600791","3","3","9.6612768","7","3","6","3.2","0.1","2.5","3.3","5.8","16","0.290909091","0.02","0.20625","5.333333333","3.666666667","1.1","0.833333333","68.75","56.89655172","1.358478261","35.55555556","36.66666667","27.77777778","15.0942029","64.44444444","5.333333333","3.666666667","1.1","0.833333333","100","35.55555556","36.66666667","27.77777778","15.0942029","64.44444444"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00031","","","","0","1.682425","0.84881","0.475501","1.580498","1","1","3","3","3","3","11","2","6","6","4.0494499","2","73.3035583","5","39.67908082","4","3","12.7538052","7","1","3","1.5","0.02","1.5","1.52","3.02","13","0.136363636","0.01","0.116923077","4.333333333","3.666666667","0.506666667","0.5","84.61538462","50.33112583","0.603122028","16.66666667","16.88888889","16.66666667","6.701355872","33.55555556","4.333333333","3.666666667","0.506666667","0.5","100","16.66666667","16.88888889","16.66666667","6.701355872","33.55555556"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00032","","","","0","1.513173","0.807146","0.272709","1.639621","1","1","3","3","3","3","9","2","3","3","3.1769941","1","74.0176163","5","35.81108011","2","3","12.4162569","7","3","2","1.8","0.08","2","1.88","3.88","11","0.2","0.04","0.170909091","3.666666667","3","0.626666667","0.666666667","81.81818182","48.45360825","0.673248306","20","20.88888889","22.22222222","7.480536734","43.11111111","3.666666667","3","0.626666667","0.666666667","100","20","20.88888889","22.22222222","7.480536734","43.11111111"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00033","","","","0","1.5674","0.869147","1.414155","2.747123","3","1","3","3","3","3","9","","4","7","3.81547","1","73.8469391","8","38.29956297","4","5","10.5669708","5","1","4","1","","1","","","","0.111111111","","","","3","","0.333333333","","","","11.11111111","","11.11111111","","","","3","","0.333333333","100","11.11111111","","11.11111111","",""
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00034","","","","0","1.632813","0.86131","0.137547","1.281371","5","1","3","3","3","3","7","1","4","3","4.7186642","1","74.947525","10","39.38193344","3","5","11.4795256","7","1","3","1.1","0.02","1.5","1.12","2.62","8","0.157142857","0.02","0.14","2.666666667","2.333333333","0.373333333","0.5","87.5","42.7480916","0.441077655","12.22222222","12.44444444","16.66666667","4.900862828","29.11111111","2.666666667","2.333333333","0.373333333","0.5","100","12.22222222","12.44444444","16.66666667","4.900862828","29.11111111"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00035","","","","0","1.6315989","0.940524","0.821701","1.9950531","1","1","3","3","2","2","6","","4","3","4.2009411","1","74.2153397","8","37.59968102","3","5","7.377459","8","3","3","0.5","","3.5","","","","0.083333333","","","","3","","1.75","","","","8.333333333","","58.33333333","","","","2","","1.166666667","66.66666667","5.555555556","","38.88888889","",""
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00036","","","","","1.868988","0.847637","1.710692","3.032958","1","1","3","3","3","3","6","6","7","4","3.077879","1","69.4549561","1","35.63787639","3","3","11.6521511","5","3","4","0.8","0.1","2.5","0.9","3.4","12","0.133333333","0.016666667","0.075","4","2","0.3","0.833333333","50","26.47058824","0.320740888","8.888888889","10","27.77777778","3.563787639","37.77777778","4","2","0.3","0.833333333","100","8.888888889","10","27.77777778","3.563787639","37.77777778"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00037","","","","0","1.582904","0.793519","0.875896","1.4327869","1","1","3","3","2","2","5","4","6","3","3.0984271","3","70.9410629","8","38.67943347","4","5","13.3888187","8","3","3","0.1","0.05","3.5","0.15","3.65","9","0.02","0.0125","0.016666667","4.5","2.5","0.075","1.75","55.55555556","4.109589041","0.05801915","1.666666667","2.5","58.33333333","0.966985837","60.83333333","3","1.666666667","0.05","1.166666667","66.66666667","1.111111111","1.666666667","38.88888889","0.644657225","40.55555556"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00038","","","","0","1.563687","0.854455","0.54893","1.417169","1","3","3","3","3","3","7","5","3","3","3.035069","3","76.8381271","8","40.94896332","4","3","9.796731","7","1","3","2","0.1","2.5","2.1","4.6","12","0.285714286","0.02","0.175","4","2.333333333","0.7","0.833333333","58.33333333","45.65217391","0.85992823","22.22222222","23.33333333","27.77777778","9.554758108","51.11111111","4","2.333333333","0.7","0.833333333","100","22.22222222","23.33333333","27.77777778","9.554758108","51.11111111"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00039","","","","0","1.450628","0.69565","0.207952","0.878063","1","1","3","3","3","3","7","","4","3","3.7635331","1","76.8124542","10","43.11688312","4","5","11.8277531","5","1","3","1","","0.5","","","","0.142857143","","","","2.333333333","","0.166666667","","","","11.11111111","","5.555555556","","","","2.333333333","","0.166666667","100","11.11111111","","5.555555556","",""
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00004","","","","","","","","","3","1","3","3","3","1","","","","","","1","","1","","5","7","","3","6","7","","","0.1","","","","","","","","","","0.033333333","","","","","","1.111111111","","","","","","0.033333333","100","","","1.111111111","",""
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00040","","","","1.8915138","1.760186","0.899332","1.42261","2.988919","1","1","3","3","3","3","9","4","5","8","2.8937681","1","72.6345139","8","37.15814507","3","3","10.2523117","6","1","3","1.9","0.1","4.5","2","6.5","13","0.211111111","0.025","0.153846154","4.333333333","3","0.666666667","1.5","69.23076923","30.76923077","0.743162901","21.11111111","22.22222222","50","8.257365571","72.22222222","4.333333333","3","0.666666667","1.5","100","21.11111111","22.22222222","50","8.257365571","72.22222222"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00041","","","","0","1.803699","0.880497","0.566757","1.440747","1","1","3","3","3","3","6","2","4","3","4.0314999","1","70.0106888","1","34.86293206","4","5","14.2949219","5","4","5","1.1","0.05","0.5","1.15","1.65","8","0.183333333","0.025","0.14375","2.666666667","2","0.383333333","0.166666667","75","69.6969697","0.400923719","12.22222222","12.77777778","5.555555556","4.454707985","18.33333333","2.666666667","2","0.383333333","0.166666667","100","12.22222222","12.77777778","5.555555556","4.454707985","18.33333333"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00042","","","","0","1.47082","0.820107","0.793778","1.72264","1","1","3","3","3","3","7","","4","6","3.8766711","1","74.4817352","10","38.851618","3","5","10.5888901","5","4","6","0.6","","1","","","","0.085714286","","","","2.333333333","","0.333333333","","","","6.666666667","","11.11111111","","","","2.333333333","","0.333333333","100","6.666666667","","11.11111111","",""
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00043","","","","","1.731586","0.783277","1.2666481","2.332165","1","1","3","3","3","3","11","6","6","6","3.798218","1","71.5186768","8","38.68728931","2","5","12.5883532","5","3","4","1","0.1","4","1.1","5.1","17","0.090909091","0.016666667","0.064705882","5.666666667","3.666666667","0.366666667","1.333333333","64.70588235","21.56862745","0.425560182","11.11111111","12.22222222","44.44444444","4.728446471","56.66666667","5.666666667","3.666666667","0.366666667","1.333333333","100","11.11111111","12.22222222","44.44444444","4.728446471","56.66666667"
