"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root secondary defects estimating 1-18| CO_331:0000810","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00001","","","","0","1.900272","1.093027","0.66208","1.710135","1","1","3","3","3","3","5","2","4","3","5.1831932","2","72.8612213","1","38.44933571","4","3","8.4865847","7","1","3","2.5","0.1","5.5","2.6","8.1","7","0.5","0.05","0.371428571","2.333333333","1.666666667","0.866666667","1.833333333","71.42857143","32.09876543","0.999682728","27.77777778","28.88888889","61.11111111","11.10758587","90","2.333333333","1.666666667","0.866666667","1.833333333","100","27.77777778","28.88888889","61.11111111","11.10758587","90"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00010","","","","0","1.539269","0.782553","1.040592","2.2619829","3","1","3","3","3","3","5","2","5","7","4.1150298","1","72.0331039","1","39.54183267","3","3","8.5587931","6","1","4","1.1","0.1","1","1.2","2.2","7","0.22","0.05","0.171428571","2.333333333","1.666666667","0.4","0.333333333","71.42857143","54.54545455","0.474501992","12.22222222","13.33333333","11.11111111","5.272244356","24.44444444","2.333333333","1.666666667","0.4","0.333333333","100","12.22222222","13.33333333","11.11111111","5.272244356","24.44444444"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00100","","","","","","","","","1","1","3","3","3","3","12","6","4","","","1","","13","","3","5","","7","3","3","1.3","0.2","2.5","1.5","4","18","0.108333333","0.033333333","0.083333333","6","4","0.5","0.833333333","66.66666667","37.5","","14.44444444","16.66666667","27.77777778","","44.44444444","6","4","0.5","0.833333333","100","14.44444444","16.66666667","27.77777778","","44.44444444"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00101","","","","","","","","","1","1","3","3","3","3","6","2","4","","","1","","6","","5","5","","7","3","3","1","0.1","1.5","1.1","2.6","8","0.166666667","0.05","0.1375","2.666666667","2","0.366666667","0.5","75","42.30769231","","11.11111111","12.22222222","16.66666667","","28.88888889","2.666666667","2","0.366666667","0.5","100","11.11111111","12.22222222","16.66666667","","28.88888889"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00102","","","","","","","","","1","1","3","3","3","3","4","","","","","1","","5","","5","3","","6","1","3","1.3","","3.5","","","","0.325","","","","1.333333333","","1.166666667","","","","14.44444444","","38.88888889","","","","1.333333333","","1.166666667","100","14.44444444","","38.88888889","",""
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00103","","","","","","","","","3","3","3","3","1","1","1","","","","","4","","5","","6","3","","","6","5","0.7","","1","","","","0.7","","","","1","","1","","","","23.33333333","","33.33333333","","","","0.333333333","","0.333333333","33.33333333","7.777777778","","11.11111111","",""
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00104","","","","0","1.250142","0.675268","1.203914","2.3634169","1","1","3","3","3","3","5","1","4","7","3.6994951","1","73.624733","1","42.08661417","4","5","9.0747375","6","4","3","0.4","0.1","1","0.5","1.5","6","0.08","0.1","0.083333333","2","1.666666667","0.166666667","0.333333333","83.33333333","33.33333333","0.210433071","4.444444444","5.555555556","11.11111111","2.338145232","16.66666667","2","1.666666667","0.166666667","0.333333333","100","4.444444444","5.555555556","11.11111111","2.338145232","16.66666667"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00105","","","","0.2932453","1.5463279","0.823567","0.869201","1.752689","1","3","3","3","3","3","8","","7","6","3.3750899","3","73.7898865","8","38.61386139","3","1","9.182456","6","1","3","2.4","","3","","","","0.3","","","","2.666666667","","1","","","","26.66666667","","33.33333333","","","","2.666666667","","1","100","26.66666667","","33.33333333","",""
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00106","","","","0.7247562","1.628141","0.709548","0.629505","1.505558","1","1","3","3","3","2","4","1","3","7","3.0505259","1","75.2053528","13","45.46178344","4","3","10.4735994","5","7","6","0.2","0.1","0.5","0.3","0.8","5","0.05","0.1","0.06","1.666666667","1.333333333","0.1","0.166666667","80","37.5","0.13638535","2.222222222","3.333333333","5.555555556","1.515392781","8.888888889","1.666666667","1.333333333","0.1","0.166666667","100","2.222222222","3.333333333","5.555555556","1.515392781","8.888888889"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00107","","","","","","","","","1","1","3","2","2","1","1","","","","","1","","12","","4","5","","6","3","6","0.1","","1.5","","","","0.1","","","","0.5","","0.75","","","","1.666666667","","25","","","","0.333333333","","0.5","66.66666667","1.111111111","","16.66666667","",""
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00108","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00109","","","","0.4451866","1.545512","0.641597","0.634368","1.287902","1","1","3","2","1","1","3","","3","7","2.702913","1","74.9996338","6","41.01701622","6","5","9.862627","5","3","6","0.5","","0.5","","","","0.166666667","","","","3","","0.5","","","","16.66666667","","16.66666667","","","","1","","0.166666667","33.33333333","5.555555556","","5.555555556","",""
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00011","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","1.7","","","","","","","","","","","","","","","","","","","","","","","","","","18.88888889","","","",""
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00012","","","","0","1.679188","0.745183","0.283481","1.247636","1","1","3","3","3","3","10","","2","4","4.7660332","1","74.9293213","1","39.81882631","2","3","10.6844053","6","1","3","1.6","","0.5","","","","0.16","","","","3.333333333","","0.166666667","","","","17.77777778","","5.555555556","","","","3.333333333","","0.166666667","100","17.77777778","","5.555555556","",""
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00013","","","","","","","","","1","1","3","3","3","3","1","2","","","","2","","1","","6","3","","4","5","6","0.7","0.1","0.1","0.8","0.9","3","0.7","0.05","0.266666667","1","0.333333333","0.266666667","0.033333333","33.33333333","88.88888889","","7.777777778","8.888888889","1.111111111","","10","1","0.333333333","0.266666667","0.033333333","100","7.777777778","8.888888889","1.111111111","","10"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00014","","","","","","","","","","1","3","3","","","","","","","","","","","","","","","7","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00015","","","","0","1.847499","0.900933","0.501879","1.984328","1","1","3","3","3","3","7","1","4","8","3.603796","1","74.5268021","1","38.82399525","3","3","13.3550529","7","4","1","1.5","0.1","2.5","1.6","4.1","8","0.214285714","0.1","0.2","2.666666667","2.333333333","0.533333333","0.833333333","87.5","39.02439024","0.621183924","16.66666667","17.77777778","27.77777778","6.9020436","45.55555556","2.666666667","2.333333333","0.533333333","0.833333333","100","16.66666667","17.77777778","27.77777778","6.9020436","45.55555556"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00016","","","","0","1.733649","0.957781","0.500216","1.3226399","1","1","3","3","2","2","5","3","4","6","3.9363289","1","71.9429321","9","36.22754491","2","1","12.0037975","4","4","6","4.2","0.08","3.5","4.28","7.78","8","0.84","0.026666667","0.535","4","2.5","2.14","1.75","62.5","55.01285347","1.550538922","70","71.33333333","58.33333333","25.84231537","129.6666667","2.666666667","1.666666667","1.426666667","1.166666667","66.66666667","46.66666667","47.55555556","38.88888889","17.22821025","86.44444444"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00017","","","","","","","","","","","3","3","1","0","0","0","","","","","","","","","","","5","6","3","0","0","4","0","4","0","","","","0","0","0","4","","0","","0","0","133.3333333","","133.3333333","0","0","0","1.333333333","33.33333333","0","0","44.44444444","","44.44444444"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00018","","","","1.8738937","1.602667","0.600123","0.988925","2.141454","1","1","3","3","3","3","6","3","2","6","2.8477969","1","76.0812836","9","44.1535079","2","5","13.7155924","7","3","3","0.9","0.04","0.5","0.94","1.44","9","0.15","0.013333333","0.104444444","3","2","0.313333333","0.166666667","66.66666667","65.27777778","0.415042974","10","10.44444444","5.555555556","4.611588603","16","3","2","0.313333333","0.166666667","100","10","10.44444444","5.555555556","4.611588603","16"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00019","","","","0","1.855291","0.843743","0.748903","1.764521","1","1","3","3","3","3","10","3","4","8","4.1466918","1","71.9741974","9","38.87457896","2","3","12.4341354","8","3","3","1.4","0.04","4.5","1.44","5.94","13","0.14","0.013333333","0.110769231","4.333333333","3.333333333","0.48","1.5","76.92307692","24.24242424","0.559793937","15.55555556","16","50","6.219932634","66","4.333333333","3.333333333","0.48","1.5","100","15.55555556","16","50","6.219932634","66"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00002","","","","0","1.874146","0.705892","1.038725","2.482487","1","1","3","3","3","3","4","","9","9","3.6699431","1","73.2033844","1","46.79044045","4","5","12.1607294","4","4","5","0.6","","1","","","","0.15","","","","1.333333333","","0.333333333","","","","6.666666667","","11.11111111","","","","1.333333333","","0.333333333","100","6.666666667","","11.11111111","",""
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00020","","","","","2.058836","1.1849639","1.291193","2.493567","1","1","3","3","3","3","8","7","8","6","3.2644329","1","56.0033264","4","26.39856659","4","1","24.0245152","6","1","3","3","0.1","8.3","3.1","11.4","15","0.375","0.014285714","0.206666667","5","2.666666667","1.033333333","2.766666667","53.33333333","27.19298246","0.818355564","33.33333333","34.44444444","92.22222222","9.092839603","126.6666667","5","2.666666667","1.033333333","2.766666667","100","33.33333333","34.44444444","92.22222222","9.092839603","126.6666667"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00021","","","","0","1.335409","0.633632","1.203649","1.981033","1","1","3","3","3","3","8","3","3","5","3.4281099","1","76.0929184","1","41.63501899","2","2","10.3565912","6","3","3","1.6","0.06","1.5","1.66","3.16","11","0.2","0.02","0.150909091","3.666666667","2.666666667","0.553333333","0.5","72.72727273","52.53164557","0.691141315","17.77777778","18.44444444","16.66666667","7.679347947","35.11111111","3.666666667","2.666666667","0.553333333","0.5","100","17.77777778","18.44444444","16.66666667","7.679347947","35.11111111"
"","","GHP2017FMS-OT01","","","","","","","","","GHP2017FMS-OT01-00022","","","","0","1.75521","0.926384","0.653269","1.513285","1","1","3","3","2","2","2","","4","3","5.3075352","2","71.4008179","8","38.71672626","4","5","10.4901352","6","3","4","0.4","","2.1","","","","0.2","","","","1","","1.05","","","","6.666666667","","35","","","","0.666666667","","0.7","66.66666667","4.444444444","","23.33333333","",""
