"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00044","","","","3","0","1.773336053","0.820933998","17.9","48.67","0.961305976","2.256381989","2.297085047","73.59922028","1","20","14","10","10","10","10","1","8","36.77830286","3","5","11.8412323","5","2","5","3.4","0.8","2.4","4.2","6.6","34","0.17","0.057142857","0.123529412","3.4","3.4","2","2","0.42","0.42","0.24","0.24","58.82352941","63.63636364","100","1.54468872","11.33333333","11.33333333","14","14","8","8","5.1489624","5.1489624","22","22"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00045","","","","3","3.3605576","2.022176981","0.839828014","18.56","49.05","1.614881992","3.167500019","1.990767002","67.71298218","1","23","7","10","10","10","10","3","2","37.83893986","3","3","17.09098434","7","2","2","5.4","0.5","4.3","5.9","10.2","30","0.234782609","0.071428571","0.196666667","3","3","2.3","2.3","0.59","0.59","0.43","0.43","76.66666667","57.84313725","100","2.232497452","18","18","19.66666667","19.66666667","14.33333333","14.33333333","7.441658172","7.441658172","34","34"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00046","","","","3","16.6047134","1.912495971","0.719035983","14.87","48.53","4.64675808","6.993177891","2.528433084","59.57313919","1","16","23","10","10","10","10","1","3","30.64084072","5","3","14.70054436","8","2","2","3.2","1.2","5.3","4.4","9.7","39","0.2","0.052173913","0.112820513","3.9","3.9","1.6","1.6","0.44","0.44","0.53","0.53","41.02564103","45.36082474","100","1.348196992","10.66666667","10.66666667","14.66666667","14.66666667","17.66666667","17.66666667","4.493989972","4.493989972","32.33333333","32.33333333"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00047","","","","3","0","1.726212978","0.803297997","19","48.32","1.064424992","2.024758101","2.287815094","66.47479248","1","7","15","10","10","10","9","1","3","39.32119205","5","5","17.09429932","6","4","6","1.1","0.7","1.3","1.8","3.1","22","0.157142857","0.046666667","0.081818182","2.2","2.2","0.7","0.7","0.18","0.18","0.13","0.13","31.81818182","58.06451613","100","0.707781457","3.666666667","3.666666667","6","6","4.333333333","4.333333333","2.359271523","2.359271523","10.33333333","10.33333333"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00048","","","","5","9.1603012","1.732794046","0.632704973","16.97","49.15","4.876492977","6.999752045","2.05964303","63.79962921","1","24","19","9","9","10","9","3","3","34.52695829","3","1","11.4245224","7","2","2","4.3","0.8","4.7","5.1","9.8","43","0.179166667","0.042105263","0.118604651","4.777777778","4.3","2.666666667","2.4","0.566666667","0.51","0.522222222","0.47","55.81395349","52.04081633","90","1.760874873","14.33333333","15.92592593","17","18.88888889","15.66666667","17.40740741","5.869582909","6.521758788","32.66666667","36.2962963"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00049","","","","3","","","","","","","","","","1","3","6","10","9","10","","1","","","5","7","","6","3","3","0.5","0.3","1.4","0.8","2.2","9","0.166666667","0.05","0.088888889","1","0.9","0.333333333","0.3","0.088888889","0.08","0.155555556","0.14","33.33333333","36.36363636","90","","1.666666667","1.851851852","2.666666667","2.962962963","4.666666667","5.185185185","","","7.333333333","8.148148148"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00005","","","","5","0","2.012809992","0.921414018","18.57","48.48","1.026257038","2.389950037","3.521486044","69.28147888","1","3","2","5","5","10","5","1","5","38.30445545","5","3","10.14888954","8","4","3","1.6","0.1","4.1","1.7","5.8","5","0.533333333","0.05","0.34","1","0.5","0.6","0.3","0.34","0.17","0.82","0.41","60","29.31034483","50","0.651175743","5.333333333","10.66666667","5.666666667","11.33333333","13.66666667","27.33333333","2.170585809","4.341171617","19.33333333","38.66666667"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00050","","","","","","","","","","","","","","","","","0","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00051","","","","3","10.4536228","2.335342884","0.946328998","19.07","48.31","2.84415102","4.955842018","2.864159107","66.03878784","1","9","12","10","9","10","6","1","3","39.47422894","5","5","13.68714046","9","1","1","1.3","0.5","0.6","1.8","2.4","21","0.144444444","0.041666667","0.085714286","2.333333333","2.1","1","0.9","0.2","0.18","0.066666667","0.06","42.85714286","75","90","0.710536121","4.333333333","4.814814815","6","6.666666667","2","2.222222222","2.368453736","2.631615263","8","8.888888889"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00052","","","","3","","","","","","","","","","1","8","3","9","7","10","7","1","","","3","5","","4","1","3","1.1","0.2","0.7","1.3","2","11","0.1375","0.066666667","0.118181818","1.571428571","1.1","1.142857143","0.8","0.185714286","0.13","0.1","0.07","72.72727273","65","70","","3.666666667","5.238095238","4.333333333","6.19047619","2.333333333","3.333333333","","","6.666666667","9.523809524"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00053","","","","3","8.7220345","3.044965029","1.145730019","23.15","48.53","0.926563025","2.575644016","4.184518814","69.21096039","1","8","5","10","7","10","7","1","2","47.70245209","5","5","18.36163902","5","1","2","1.2","0.4","1.8","1.6","3.4","13","0.15","0.08","0.123076923","1.857142857","1.3","1.142857143","0.8","0.228571429","0.16","0.257142857","0.18","61.53846154","47.05882353","70","0.763239233","4","5.714285714","5.333333333","7.619047619","6","8.571428571","2.544130778","3.63447254","11.33333333","16.19047619"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00054","","","","3","23.6595116","2.005306005","0.962096989","16.89","49.01","2.78274703","5.091414928","4.13797617","67.22285461","1","26","16","10","9","10","9","1","5","34.46235462","3","1","13.48627186","7","1","1","9","0.6","9.2","9.6","18.8","42","0.346153846","0.0375","0.228571429","4.666666667","4.2","2.888888889","2.6","1.066666667","0.96","1.022222222","0.92","61.9047619","51.06382979","90","3.308386044","30","33.33333333","32","35.55555556","30.66666667","34.07407407","11.02795348","12.25328164","62.66666667","69.62962963"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00055","","","","","","","","","","","","","","","","","3","3","10","1","","","","","","","4","3","7","","","5.4","","","","","","","","","","","","","1.8","0.54","","","30","","","","","","18","60","","","",""
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00056","","","","3","9.5431499","2.105982065","0.875172973","18.89","48.8","2.367893934","3.999792099","3.231868982","66.41598511","1","13","8","10","10","10","10","1","3","38.70901639","5","3","13.14149094","9","1","1","2.1","0.4","9.7","2.5","12.2","21","0.161538462","0.05","0.119047619","2.1","2.1","1.3","1.3","0.25","0.25","0.97","0.97","61.9047619","20.49180328","100","0.96772541","7","7","8.333333333","8.333333333","32.33333333","32.33333333","3.225751366","3.225751366","40.66666667","40.66666667"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00057","","","","3","0","1.949489951","0.891560018","21.7","48.56","0.623938978","1.95331502","3.485646963","74.23962402","1","17","2","9","9","10","8","3","2","44.68698517","5","1","11.69771671","7","2","3","5","0.2","2.2","5.2","7.4","19","0.294117647","0.1","0.273684211","2.111111111","1.9","1.888888889","1.7","0.577777778","0.52","0.244444444","0.22","89.47368421","70.27027027","90","2.323723229","16.66666667","18.51851852","17.33333333","19.25925926","7.333333333","8.148148148","7.745744097","8.60638233","24.66666667","27.40740741"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00058","","","","3","22.2535553","2.273236036","1.06695497","14.21","48.74","3.47240901","5.784097195","2.583184958","56.28215027","1","19","23","10","8","10","8","1","2","29.1546984","3","3","20.87940407","6","1","1","3.9","1.1","4.3","5","9.3","42","0.205263158","0.047826087","0.119047619","5.25","4.2","2.375","1.9","0.625","0.5","0.5375","0.43","45.23809524","53.76344086","80","1.45773492","13","16.25","16.66666667","20.83333333","14.33333333","17.91666667","4.8591164","6.0738955","31","38.75"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00059","","","","3","0","2.054388046","0.93759799","22.5","49.09","2.180119038","3.577219009","4.471720219","71.02662659","1","8","4","10","7","10","7","1","","45.83418211","3","5","8.832547188","5","1","3","1.1","0.3","1.2","1.4","2.6","12","0.1375","0.075","0.116666667","1.714285714","1.2","1.142857143","0.8","0.2","0.14","0.171428571","0.12","66.66666667","53.84615385","70","0.64167855","3.666666667","5.238095238","4.666666667","6.666666667","4","5.714285714","2.138928499","3.055612141","8.666666667","12.38095238"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00006","","","","","","","","","","","","","","","","","0","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00060","","","","3","7.4583969","1.908138037","0.677358985","18.2","48.54","3.501760006","5.068553925","2.565768957","65.77831268","1","17","11","10","9","10","9","1","3","37.49484961","5","5","11.84379101","7","5","5","2.7","0.5","2.3","3.2","5.5","28","0.158823529","0.045454545","0.114285714","3.111111111","2.8","1.888888889","1.7","0.355555556","0.32","0.255555556","0.23","60.71428571","58.18181818","90","1.199835187","9","10","10.66666667","11.85185185","7.666666667","8.518518519","3.999450625","4.443834028","18.33333333","20.37037037"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00061","","","","3","7.6210194","1.774670959","0.70588398","15.7","48.47","5.761310101","8.123771667","1.745097995","64.19896698","1","23","8","9","9","10","9","1","3","32.3911698","3","3","9.656370163","6","1","2","3.7","0.5","3.2","4.2","7.4","31","0.160869565","0.0625","0.135483871","3.444444444","3.1","2.555555556","2.3","0.466666667","0.42","0.355555556","0.32","74.19354839","56.75675676","90","1.360429131","12.33333333","13.7037037","14","15.55555556","10.66666667","11.85185185","4.534763771","5.038626413","24.66666667","27.40740741"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00062","","","","3","9.1579533","1.868633986","0.908742011","16.89","49.05","0.951493979","2.135618925","1.887189984","69.05102539","1","26","10","10","10","10","10","1","5","34.43425076","3","1","18.16352844","7","1","1","4.6","0.6","3.6","5.2","8.8","36","0.176923077","0.06","0.144444444","3.6","3.6","2.6","2.6","0.52","0.52","0.36","0.36","72.22222222","59.09090909","100","1.79058104","15.33333333","15.33333333","17.33333333","17.33333333","12","12","5.968603466","5.968603466","29.33333333","29.33333333"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00063","","","","5","","","","","","","","","","1","7","8","8","8","10","8","1","","","5","3","","5","3","7","1.1","0.4","2.4","1.5","3.9","15","0.157142857","0.05","0.1","1.875","1.5","0.875","0.7","0.1875","0.15","0.3","0.24","46.66666667","38.46153846","80","","3.666666667","4.583333333","5","6.25","8","10","","","13","16.25"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00064","","","","3","2.4220505","1.884574056","0.816007018","19.08","48.28","1.298910022","2.25522995","2.421360016","72.03103638","1","23","16","10","10","10","10","1","2","39.51946976","3","1","11.37924957","8","1","1","6.5","0.7","3.8","7.2","11","39","0.282608696","0.04375","0.184615385","3.9","3.9","2.3","2.3","0.72","0.72","0.38","0.38","58.97435897","65.45454545","100","2.845401823","21.66666667","21.66666667","24","24","12.66666667","12.66666667","9.484672742","9.484672742","36.66666667","36.66666667"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00065","","","","3","","","","","","","","","","1","31","12","10","10","10","10","1","2","","3","1","","7","1","2","8.9","0.4","2.5","9.3","11.8","43","0.287096774","0.033333333","0.21627907","4.3","4.3","3.1","3.1","0.93","0.93","0.25","0.25","72.09302326","78.81355932","100","","29.66666667","29.66666667","31","31","8.333333333","8.333333333","","","39.33333333","39.33333333"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00066","","","","3","4.738596","2.040755033","0.833757997","17.88","49.05","3.057111025","4.812497139","2.257683039","65.22293854","1","9","14","10","10","10","10","1","2","36.45259939","5","7","14.93444538","5","3","6","3.5","0.8","0.5","4.3","4.8","23","0.388888889","0.057142857","0.186956522","2.3","2.3","0.9","0.9","0.43","0.43","0.05","0.05","39.13043478","89.58333333","100","1.567461774","11.66666667","11.66666667","14.33333333","14.33333333","1.666666667","1.666666667","5.224872579","5.224872579","16","16"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00067","","","","","","","","","","","","","","","","","0","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00068","","","","3","45.0680351","1.781386971","0.613830984","9.88","48.63","13.54513645","18.21003532","0.981014013","46.28107452","1","37","12","10","10","10","10","1","","20.31667695","3","1","6.08062315","6","1","1","13.1","1.1","4.3","14.2","18.5","49","0.354054054","0.091666667","0.289795918","4.9","4.9","3.7","3.7","1.42","1.42","0.43","0.43","75.51020408","76.75675676","100","2.884968127","43.66666667","43.66666667","47.33333333","47.33333333","14.33333333","14.33333333","9.616560422","9.616560422","61.66666667","61.66666667"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00069","","","","3","0","2.022046089","0.967037022","18.7","48.26","0.924432993","2.278208017","3.61778307","69.57550049","1","2","2","9","10","10","3","1","5","38.74844592","5","7","10.76019096","9","3","6","0.5","0.4","2.1","0.9","3","4","0.25","0.2","0.225","0.4","0.4","0.2","0.2","0.09","0.09","0.21","0.21","50","30","100","0.348736013","1.666666667","1.666666667","3","3","7","7","1.162453378","1.162453378","10","10"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00007","","","","5","0","1.998201013","0.972824991","16.85","48.62","0.63073498","2.113243103","4.035802841","70.65856934","1","6","3","6","6","10","5","1","2","34.65651995","3","5","13.1119442","6","5","4","1","0.1","1","1.1","2.1","9","0.166666667","0.033333333","0.122222222","1.5","0.9","1","0.6","0.183333333","0.11","0.166666667","0.1","66.66666667","52.38095238","60","0.381221719","3.333333333","5.555555556","3.666666667","6.111111111","3.333333333","5.555555556","1.270739065","2.117898441","7","11.66666667"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00070","","","","3","21.5973473","2.145844936","0.895345986","15.83","48.68","6.906672001","9.739273071","2.763814926","58.79898834","1","6","12","7","7","10","7","1","2","32.51848809","3","5","9.475308418","4","5","8","1.3","0.8","2.3","2.1","4.4","18","0.216666667","0.066666667","0.116666667","2.571428571","1.8","0.857142857","0.6","0.3","0.21","0.328571429","0.23","33.33333333","47.72727273","70","0.68288825","4.333333333","6.19047619","7","10","7.666666667","10.95238095","2.276294166","3.251848809","14.66666667","20.95238095"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00071","","","","3","","","","","","","","","","1","","","","","10","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00072","","","","5","0","1.982885003","0.922051013","20.21","48.53","0.296941012","1.481330991","4.066191196","72.5459671","1","28","8","10","10","10","10","1","","41.6443437","3","1","13.42809677","8","1","1","8.9","0.7","8.2","9.6","17.8","36","0.317857143","0.0875","0.266666667","3.6","3.6","2.8","2.8","0.96","0.96","0.82","0.82","77.77777778","53.93258427","100","3.997856996","29.66666667","29.66666667","32","32","27.33333333","27.33333333","13.32618999","13.32618999","59.33333333","59.33333333"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00073","","","","3","0","1.880676985","0.878347993","19.01","48.4","1.097190022","2.406076908","3.024209976","71.43912506","1","26","19","10","7","10","7","1","","39.2768595","5","5","11.83404922","7","1","1","5.8","1.2","12.1","7","19.1","45","0.223076923","0.063157895","0.155555556","6.428571429","4.5","3.714285714","2.6","1","0.7","1.728571429","1.21","57.77777778","36.64921466","70","2.749380165","19.33333333","27.61904762","23.33333333","33.33333333","40.33333333","57.61904762","9.164600551","13.0922865","63.66666667","90.95238095"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00074","","","","3","6.6477623","2.154500961","0.933174014","18.93","48.88","5.578213215","8.544640541","4.354866028","60.22212601","1","6","9","10","8","10","8","1","2","38.72749591","5","5","9.597453117","6","3","5","1.6","0.8","1.1","2.4","3.5","15","0.266666667","0.088888889","0.16","1.875","1.5","0.75","0.6","0.3","0.24","0.1375","0.11","40","68.57142857","80","0.929459902","5.333333333","6.666666667","8","10","3.666666667","4.583333333","3.098199673","3.872749591","11.66666667","14.58333333"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00075","","","","","","","","","","","","","","","","","0","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00076","","","","5","4.0578079","2.332531929","0.954828978","19.9","49.01","2.340477943","3.762032986","3.953840017","68.08542633","1","1","12","10","5","10","4","1","","40.60395838","5","7","9.878225327","8","2","1","0.5","0.7","13.2","1.2","14.4","13","0.5","0.058333333","0.092307692","2.6","1.3","0.2","0.1","0.24","0.12","2.64","1.32","7.692307692","8.333333333","50","0.487247501","1.666666667","3.333333333","4","8","44","88","1.624158335","3.24831667","48","96"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00077","","","","3","2.3339539","2.285907984","0.991264999","7.92","20.22","0.949724972","2.338419914","4.289150238","69.57054138","1","8","9","10","9","10","9","1","","39.16913947","7","5","17.16694069","8","1","1","1.6","0.8","5.3","2.4","7.7","17","0.2","0.088888889","0.141176471","1.888888889","1.7","0.888888889","0.8","0.266666667","0.24","0.588888889","0.53","47.05882353","31.16883117","90","0.940059347","5.333333333","5.925925926","8","8.888888889","17.66666667","19.62962963","3.133531157","3.481701286","25.66666667","28.51851852"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00078","","","","3","0.5084553","1.514860034","0.663729012","21.88","48.29","0.946771979","1.944334984","2.514478922","74.01329041","1","9","5","10","7","10","6","1","","45.30958791","3","3","11.61811447","8","1","1","2.9","0.6","15.3","3.5","18.8","14","0.322222222","0.12","0.25","2","1.4","1.285714286","0.9","0.5","0.35","2.185714286","1.53","64.28571429","18.61702128","70","1.585835577","9.666666667","13.80952381","11.66666667","16.66666667","51","72.85714286","5.286118589","7.551597984","62.66666667","89.52380952"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00079","","","","","","","","","","","","","","","","","0","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00008","","","","3","3.288063","2.007960081","0.88311398","16.95","48.57","4.488091946","6.472224236","2.328811884","67.89266968","1","12","8","9","7","10","6","1","8","34.89808524","3","1","8.243401527","7","4","2","2.5","0.3","4.7","2.8","7.5","20","0.208333333","0.0375","0.14","2.857142857","2","1.714285714","1.2","0.4","0.28","0.671428571","0.47","60","37.33333333","70","0.977146387","8.333333333","11.9047619","9.333333333","13.33333333","15.66666667","22.38095238","3.257154622","4.653078032","25","35.71428571"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00080","","","","3","0","2.229968071","0.970049024","20.52","48.88","0.526731014","1.846228004","3.026163101","70.66985321","1","18","9","9","9","10","9","1","3","41.98036007","3","3","16.57555008","6","2","2","4.1","0.8","1.7","4.9","6.6","27","0.227777778","0.088888889","0.181481481","3","2.7","2","1.8","0.544444444","0.49","0.188888889","0.17","66.66666667","74.24242424","90","2.057037643","13.66666667","15.18518519","16.33333333","18.14814815","5.666666667","6.296296296","6.856792144","7.618657938","22","24.44444444"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00081","","","","5","5.800457","1.967355967","0.695439994","18.46","48.84","4.273999214","6.465397835","2.634901047","64.93733215","1","2","10","7","5","10","5","1","3","37.7968878","5","7","13.98681831","5","3","3","0.7","0.9","0.7","1.6","2.3","12","0.35","0.09","0.133333333","2.4","1.2","0.4","0.2","0.32","0.16","0.14","0.07","16.66666667","69.56521739","50","0.604750205","2.333333333","4.666666667","5.333333333","10.66666667","2.333333333","4.666666667","2.015834016","4.031668032","7.666666667","15.33333333"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00082","","","","5","21.9741669","2.08217597","0.925698996","17.23","48.36","2.857980013","4.82582283","3.469604015","62.26869202","1","25","16","9","9","10","9","3","3","35.62861869","7","5","16.6901226","7","1","1","4.2","0.8","0.6","5","5.6","41","0.168","0.05","0.12195122","4.555555556","4.1","2.777777778","2.5","0.555555556","0.5","0.066666667","0.06","60.97560976","89.28571429","90","1.781430935","14","15.55555556","16.66666667","18.51851852","2","2.222222222","5.938103116","6.597892351","18.66666667","20.74074074"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00083","","","","3","10.7952766","2.020256996","0.802792013","16.91","49.1","4.87386179","7.042228222","2.615037918","60.10417175","1","5","7","10","6","10","5","1","2","34.43991853","3","5","14.5162096","8","3","2","1.8","0.5","3.5","2.3","5.8","12","0.36","0.071428571","0.191666667","2","1.2","0.833333333","0.5","0.383333333","0.23","0.583333333","0.35","41.66666667","39.65517241","60","0.792118126","6","10","7.666666667","12.77777778","11.66666667","19.44444444","2.640393754","4.400656257","19.33333333","32.22222222"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00084","","","","3","0.5055752","1.938416958","0.821457982","15.68","48.86","1.090533972","2.277091026","2.674815893","66.96302795","1","23","27","10","9","10","9","1","2","32.09169054","3","3","14.08914471","6","1","3","4.1","1.1","2.3","5.2","7.5","50","0.17826087","0.040740741","0.104","5.555555556","5","2.555555556","2.3","0.577777778","0.52","0.255555556","0.23","46","69.33333333","90","1.668767908","13.66666667","15.18518519","17.33333333","19.25925926","7.666666667","8.518518519","5.562559694","6.180621883","25","27.77777778"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00085","","","","","","","","","","","","","","","","","0","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00086","","","","3","11.8315029","1.912580013","0.743044019","15.3","48.4","4.239528179","6.155786037","2.666400909","59.74586105","1","11","10","10","9","10","8","1","3","31.61157025","5","5","13.11547184","7","1","2","2.3","0.6","3.9","2.9","6.8","21","0.209090909","0.06","0.138095238","2.333333333","2.1","1.222222222","1.1","0.322222222","0.29","0.433333333","0.39","52.38095238","42.64705882","90","0.916735537","7.666666667","8.518518519","9.666666667","10.74074074","13","14.44444444","3.055785124","3.395316804","22.66666667","25.18518519"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00087","","","","3","11.5425587","1.992565989","0.705421984","16.05","40.73","4.504518986","6.876912117","1.817361951","64.57039642","1","14","8","10","10","10","9","1","3","39.40584336","3","3","15.12795734","7","1","2","3.7","0.5","2.42","4.2","6.62","22","0.264285714","0.0625","0.190909091","2.2","2.2","1.4","1.4","0.42","0.42","0.242","0.242","63.63636364","63.44410876","100","1.655045421","12.33333333","12.33333333","14","14","8.066666667","8.066666667","5.51681807","5.51681807","22.06666667","22.06666667"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00088","","","","3","13.7511406","2.327464104","1.051071048","18.88","48.76","3.151588917","5.384373188","2.505592108","61.33982849","1","5","16","8","8","10","7","1","3","38.72026251","3","7","19.39816856","5","2","3","0.6","0.5","0.4","1.1","1.5","21","0.12","0.03125","0.052380952","2.625","2.1","0.625","0.5","0.1375","0.11","0.05","0.04","23.80952381","73.33333333","80","0.425922888","2","2.5","3.666666667","4.583333333","1.333333333","1.666666667","1.419742959","1.774678698","5","6.25"
"","","GHP2016NYK-PT01","","","","","","","","","GHP2016NYK-PT01-00089","","","","3","0","1.852530003","0.835224986","20.89","48.51","0.742851019","1.901636004","2.744549036","75.34876251","1","43","7","10","10","10","10","1","2","43.06328592","1","1","10.60015297","6","1","1","13.2","0.5","2.9","13.7","16.6","50","0.306976744","0.071428571","0.274","5","5","4.3","4.3","1.37","1.37","0.29","0.29","86","82.53012048","100","5.899670171","44","44","45.66666667","45.66666667","9.666666667","9.666666667","19.66556724","19.66556724","55.33333333","55.33333333"
