"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00042","","","","2","10.1773462","17.84","50.34","","0.1163571","1","25","21","14","10","14","10","3","5","","1","71.9555817","5","6","","5","2","3","1.2","0.7","5.5","1.9","7.4","46","0.048","0.033333333","0.041304348","4.6","3.285714286","2.5","1.785714286","0.19","0.135714286","0.55","0.392857143","54.34782609","25.67567568","71.42857143","35.4390147","0.673341279","2.857142857","4","4.523809524","6.333333333","13.0952381","18.33333333","1.603193522","2.244470931","17.61904762","24.66666667"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00043","","","","2","","","","1.8146486","","1","6","25","13","9","14","9","","","0.9297291","2","","5","3","","4","3","4","0.9","1.3","1.5","2.2","3.7","31","0.15","0.052","0.070967742","3.444444444","2.214285714","0.666666667","0.428571429","0.244444444","0.157142857","0.166666667","0.107142857","19.35483871","59.45945946","64.28571429","","","2.142857143","3.333333333","5.238095238","8.148148148","3.571428571","5.555555556","","","8.80952381","13.7037037"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00044","","","","2","6.6092062","16.91","50.44","4.1844525","2.6266849","1","26","66","14","10","14","10","3","8","","4","69.8983994","6","6","1.8937922","6","4","4","6.5","1.5","4.5","8","12.5","92","0.25","0.022727273","0.086956522","9.2","6.571428571","2.6","1.857142857","0.8","0.571428571","0.45","0.321428571","28.26086957","64","71.42857143","33.52498017","2.681998414","15.47619048","21.66666667","19.04761905","26.66666667","10.71428571","15","6.385710509","8.939994713","29.76190476","41.66666667"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00045","","","","4","","","","2.6669071","","4","6","46","13","10","14","10","","","1.1842333","5","","6","6","","2","6","6","1.2","2.6","2","3.8","5.8","52","0.2","0.056521739","0.073076923","5.2","3.714285714","0.6","0.428571429","0.38","0.271428571","0.2","0.142857143","11.53846154","65.51724138","71.42857143","","","2.857142857","4","9.047619048","12.66666667","4.761904762","6.666666667","","","13.80952381","19.33333333"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00046","","","","3","12.5119972","16.02","50.67","1.1931925","0.9287255","1","24","13","14","10","14","10","5","2","","4","69.8015213","5","7","","5","4","5","5.9","1.4","3.5","7.3","10.8","37","0.245833333","0.107692308","0.197297297","3.7","2.642857143","2.4","1.714285714","0.73","0.521428571","0.35","0.25","64.86486486","67.59259259","71.42857143","31.61634103","2.307992895","14.04761905","19.66666667","17.38095238","24.33333333","8.333333333","11.66666667","5.495221179","7.693309651","25.71428571","36"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00047","","","","3","17.3097744","11.85","50.6","1.6763759","6.8636532","1","12","46","14","10","14","9","7","2","1.4418451","4","50.6265869","4","5","6.92","4","5","5","1.8","3","3","4.8","7.8","58","0.15","0.065217391","0.082758621","5.8","4.142857143","1.2","0.857142857","0.48","0.342857143","0.3","0.214285714","20.68965517","61.53846154","71.42857143","23.41897233","1.124110672","4.285714286","6","11.42857143","16","7.142857143","10","2.676453981","3.747035573","18.57142857","26"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00048","","","","2","13.0760527","15.17","50.65","0.931922","2.1537385","1","27","34","14","10","14","10","4","2","0.5530027","2","66.3046036","5","5","1.4106853","4","4","5","4.7","1.7","3.5","6.4","9.9","61","0.174074074","0.05","0.104918033","6.1","4.357142857","2.7","1.928571429","0.64","0.457142857","0.35","0.25","44.26229508","64.64646465","71.42857143","29.95064166","1.916841066","11.19047619","15.66666667","15.23809524","21.33333333","8.333333333","11.66666667","4.5639073","6.38947022","23.57142857","33"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00049","","","","2","17.7465305","13.38","50.81","2.0445087","1.0552341","1","15","37","14","9","14","8","6","5","1.1808208","2","60.51297","4","5","","5","4","5","3.2","2.1","4.5","5.3","9.8","52","0.213333333","0.056756757","0.101923077","5.777777778","3.714285714","1.666666667","1.071428571","0.588888889","0.378571429","0.5","0.321428571","28.84615385","54.08163265","64.28571429","26.33339894","1.395670144","7.619047619","11.85185185","12.61904762","19.62962963","10.71428571","16.66666667","3.323024152","5.16914868","23.33333333","36.2962963"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00050","","","","4","7.4502487","15.38","50.93","2.5315852","4.9544811","4","12","51","14","10","14","10","3","8","1.2469145","4","63.9350891","7","6","4.5712981","3","4","5","2.2","2.4","3","4.6","7.6","63","0.183333333","0.047058824","0.073015873","6.3","4.5","1.2","0.857142857","0.46","0.328571429","0.3","0.214285714","19.04761905","60.52631579","71.42857143","30.19831141","1.389122325","5.238095238","7.333333333","10.95238095","15.33333333","7.142857143","10","3.307434107","4.630407749","18.0952381","25.33333333"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00051","","","","4","17.2553864","11.34","50.42","4.3529577","4.319489","4","27","32","14","9","14","9","6","6","0.0677546","4","56.0045738","9","9","3.5560496","4","4","5","6","2.1","3","8.1","11.1","59","0.222222222","0.065625","0.137288136","6.555555556","4.214285714","3","1.928571429","0.9","0.578571429","0.333333333","0.214285714","45.76271186","72.97297297","64.28571429","22.49107497","1.821777073","14.28571429","22.22222222","19.28571429","30","7.142857143","11.11111111","4.337564459","6.747322491","26.42857143","41.11111111"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00052","","","","3","","","","12.27","","1","6","44","14","10","14","10","","","1.0124272","3","","5","5","","4","5","5","1.5","2.7","1","4.2","5.2","50","0.25","0.061363636","0.084","5","3.571428571","0.6","0.428571429","0.42","0.3","0.1","0.071428571","12","80.76923077","71.42857143","","","3.571428571","5","10","14","2.380952381","3.333333333","","","12.38095238","17.33333333"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00053","","","","3","9.3585196","17.47","50.28","","0.3604779","1","12","47","14","10","14","10","3","2","","3","72.5856247","4","4","","4","5","5","1.8","2.2","0.5","4","4.5","59","0.15","0.046808511","0.06779661","5.9","4.214285714","1.2","0.857142857","0.4","0.285714286","0.05","0.035714286","20.33898305","88.88888889","71.42857143","34.74542562","1.389817025","4.285714286","6","9.523809524","13.33333333","1.19047619","1.666666667","3.309088154","4.632723416","10.71428571","15"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00054","","","","3","18.1769466","10.52","50.65","0.6558672","5.9380226","1","18","23","14","10","14","10","6","6","1.2036895","5","52.4279518","6","8","5.6770396","5","5","5","5.5","3.2","4","8.7","12.7","41","0.305555556","0.139130435","0.212195122","4.1","2.928571429","1.8","1.285714286","0.87","0.621428571","0.4","0.285714286","43.90243902","68.50393701","71.42857143","20.76999013","1.806989141","13.0952381","18.33333333","20.71428571","29","9.523809524","13.33333333","4.302355098","6.023297137","30.23809524","42.33333333"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00055","","","","3","9.6901989","20.68","50.45","","0.3485483","2","47","26","14","10","14","10","3","8","0.5293829","2","73.3087006","8","7","","5","2","3","5.5","1.3","2.5","6.8","9.3","73","0.117021277","0.05","0.093150685","7.3","5.214285714","4.7","3.357142857","0.68","0.485714286","0.25","0.178571429","64.38356164","73.11827957","71.42857143","40.99108028","2.787393459","13.0952381","18.33333333","16.19047619","22.66666667","5.952380952","8.333333333","6.636651093","9.29131153","22.14285714","31"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00056","","","","2","14.3149576","16.06","50.74","","0.4439532","1","13","47","14","10","14","10","2","2","0.1787435","2","65.332901","5","4","","4","4","4","2.1","2.5","2.5","4.6","7.1","60","0.161538462","0.053191489","0.076666667","6","4.285714286","1.3","0.928571429","0.46","0.328571429","0.25","0.178571429","21.66666667","64.78873239","71.42857143","31.65155696","1.45597162","5","7","10.95238095","15.33333333","5.952380952","8.333333333","3.466599095","4.853238733","16.9047619","23.66666667"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00057","","","","2","","","","","","1","12","45","14","10","14","10","","","2.4255188","4","","6","6","","4","3","4","2.4","3.8","2.5","6.2","8.7","57","0.2","0.084444444","0.10877193","5.7","4.071428571","1.2","0.857142857","0.62","0.442857143","0.25","0.178571429","21.05263158","71.26436782","71.42857143","","","5.714285714","8","14.76190476","20.66666667","5.952380952","8.333333333","","","20.71428571","29"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00058","","","","4","","","","0.0906267","","4","13","28","14","10","14","10","","","","4","","8","8","","4","5","5","3.2","2.2","3","5.4","8.4","41","0.246153846","0.078571429","0.131707317","4.1","2.928571429","1.3","0.928571429","0.54","0.385714286","0.3","0.214285714","31.70731707","64.28571429","71.42857143","","","7.619047619","10.66666667","12.85714286","18","7.142857143","10","","","20","28"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00059","","","","3","","","","","","2","10","30","14","10","14","9","","","","4","","5","5","","3","6","6","1.4","1.4","1.5","2.8","4.3","40","0.14","0.046666667","0.07","4","2.857142857","1","0.714285714","0.28","0.2","0.15","0.107142857","25","65.11627907","71.42857143","","","3.333333333","4.666666667","6.666666667","9.333333333","3.571428571","5","","","10.23809524","14.33333333"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00060","","","","2","9.4711885","18.48","50.17","0.5870884","","1","3","19","14","9","14","8","1","8","","3","73.4644394","5","2","","4","3","5","0.4","1.3","2.5","1.7","4.2","22","0.133333333","0.068421053","0.077272727","2.444444444","1.571428571","0.333333333","0.214285714","0.188888889","0.121428571","0.277777778","0.178571429","13.63636364","40.47619048","64.28571429","36.83476181","0.626190951","0.952380952","1.481481481","4.047619048","6.296296296","5.952380952","9.259259259","1.490930835","2.319225744","10","15.55555556"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00061","","","","2","","","","0.1551039","","1","7","30","14","10","14","9","","","1.3244797","2","","4","4","","4","5","6","1.1","1.8","2","2.9","4.9","37","0.157142857","0.06","0.078378378","3.7","2.642857143","0.7","0.5","0.29","0.207142857","0.2","0.142857143","18.91891892","59.18367347","71.42857143","","","2.619047619","3.666666667","6.904761905","9.666666667","4.761904762","6.666666667","","","11.66666667","16.33333333"
"","","GHP2012KMD-PT01","","","","","","","","","GHP2012KMD-PT01-00062","","","","3","10.7488832","8.85","50.9","","15.02","1","6","77","14","10","14","10","7","4","","4","37.79","5","5","6.92","5","3","3","0.8","5.3","2.5","6.1","8.6","83","0.133333333","0.068831169","0.073493976","8.3","5.928571429","0.6","0.428571429","0.61","0.435714286","0.25","0.178571429","7.228915663","70.93023256","71.42857143","17.3870334","1.060609037","1.904761905","2.666666667","14.52380952","20.33333333","5.952380952","8.333333333","2.525259613","3.535363458","20.47619048","28.66666667"
