"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2011FMS-AT01","","","","","","","","","GHP2011FMS-AT01-00039","","","","2","","","","","1","0","0","34","29","34","0","1","","3","2","5","6","7","0","0","36","0","36","0","","","","0","0","0","0","0","0","1.24137931","1.058823529","","0","85.29411765","","","0","0","0","0","35.29411765","41.37931034","","","35.29411765","41.37931034"
"","","GHP2011FMS-AT01","","","","","","","","","GHP2011FMS-AT01-00004","","","","1","","","","","2","11","47","34","26","34","16","1","","4","3","5","8","8","1.8","2.2","29.4","4","33.4","58","0.163636364","0.046808511","0.068965517","2.230769231","1.705882353","0.423076923","0.323529412","0.153846154","0.117647059","1.130769231","0.864705882","18.96551724","11.9760479","76.47058824","","","1.764705882","2.307692308","3.921568627","5.128205128","28.82352941","37.69230769","","","32.74509804","42.82051282"
"","","GHP2011FMS-AT01","","","","","","","","","GHP2011FMS-AT01-00040","","","","3","","","","","2","27","20","34","26","34","23","1","","4","7","7","5","5","9.6","1.3","9","10.9","19.9","47","0.355555556","0.065","0.231914894","1.807692308","1.382352941","1.038461538","0.794117647","0.419230769","0.320588235","0.346153846","0.264705882","57.44680851","54.77386935","76.47058824","","","9.411764706","12.30769231","10.68627451","13.97435897","8.823529412","11.53846154","","","19.50980392","25.51282051"
"","","GHP2011FMS-AT01","","","","","","","","","GHP2011FMS-AT01-00041","","","","2","18.74","50","2.15","3.4","1","14","82","34","30","34","28","2","71.19","5","3","7","1","4","2.1","2.9","18","5","23","96","0.15","0.035365854","0.052083333","3.2","2.823529412","0.466666667","0.411764706","0.166666667","0.147058824","0.6","0.529411765","14.58333333","21.73913043","88.23529412","37.48","1.874","2.058823529","2.333333333","4.901960784","5.555555556","17.64705882","20","1.837254902","2.082222222","22.54901961","25.55555556"
"","","GHP2011FMS-AT01","","","","","","","","","GHP2011FMS-AT01-00042","","","","2","11.01","50","5.74","9.07","2","45","32","34","27","34","21","3","46.49","5","8","8","3","5","16.5","2.3","12","18.8","30.8","77","0.366666667","0.071875","0.244155844","2.851851852","2.264705882","1.666666667","1.323529412","0.696296296","0.552941176","0.444444444","0.352941176","58.44155844","61.03896104","79.41176471","22.02","4.13976","16.17647059","20.37037037","18.43137255","23.20987654","11.76470588","14.81481481","4.058588235","5.110814815","30.19607843","38.02469136"
"","","GHP2011FMS-AT01","","","","","","","","","GHP2011FMS-AT01-00005","","","","2","20","50","1.37","2.44","2","19","28","34","28","34","24","2","69.96","5","5","9","1","4","5.2","2.1","25","7.3","32.3","47","0.273684211","0.075","0.155319149","1.678571429","1.382352941","0.678571429","0.558823529","0.260714286","0.214705882","0.892857143","0.735294118","40.42553191","22.6006192","82.35294118","40","2.92","5.098039216","6.19047619","7.156862745","8.69047619","24.50980392","29.76190476","2.862745098","3.476190476","31.66666667","38.45238095"
"","","GHP2011FMS-AT01","","","","","","","","","GHP2011FMS-AT01-00006","","","","2","10.5","50","2.84","5.17","2","57","37","34","27","34","27","3","48.79","5","7","7","1","4","19","3.2","11.6","22.2","33.8","94","0.333333333","0.086486486","0.236170213","3.481481481","2.764705882","2.111111111","1.676470588","0.822222222","0.652941176","0.42962963","0.341176471","60.63829787","65.68047337","79.41176471","21","4.662","18.62745098","23.45679012","21.76470588","27.40740741","11.37254902","14.32098765","4.570588235","5.755555556","33.1372549","41.72839506"
"","","GHP2011FMS-AT01","","","","","","","","","GHP2011FMS-AT01-00007","","","","2","16.1","50","1.41","2.72","1","35","40","34","29","34","28","1","67.79","5","6","6","6","8","7.9","2.7","6.2","10.6","16.8","75","0.225714286","0.0675","0.141333333","2.586206897","2.205882353","1.206896552","1.029411765","0.365517241","0.311764706","0.213793103","0.182352941","46.66666667","63.0952381","85.29411765","32.2","3.4132","7.745098039","9.08045977","10.39215686","12.18390805","6.078431373","7.126436782","3.34627451","3.923218391","16.47058824","19.31034483"
"","","GHP2011FMS-AT01","","","","","","","","","GHP2011FMS-AT01-00008","","","","1","20.5","50","0","0.82","1","41","47","34","30","34","29","1","73.5","6","6","9","1","4","8","2.8","28.6","10.8","39.4","88","0.195121951","0.059574468","0.122727273","2.933333333","2.588235294","1.366666667","1.205882353","0.36","0.317647059","0.953333333","0.841176471","46.59090909","27.41116751","88.23529412","41","4.428","7.843137255","8.888888889","10.58823529","12","28.03921569","31.77777778","4.341176471","4.92","38.62745098","43.77777778"
"","","GHP2011FMS-AT01","","","","","","","","","GHP2011FMS-AT01-00009","","","","2","18.5","50","1.68","2.58","1","40","36","34","28","34","28","2","67.97","4","7","9","3","4","12","2.5","10","14.5","24.5","76","0.3","0.069444444","0.190789474","2.714285714","2.235294118","1.428571429","1.176470588","0.517857143","0.426470588","0.357142857","0.294117647","52.63157895","59.18367347","82.35294118","37","5.365","11.76470588","14.28571429","14.21568627","17.26190476","9.803921569","11.9047619","5.259803922","6.386904762","24.01960784","29.16666667"
