"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014KPV-AT02","","","","","","","","","GHP2014KPV-AT02-00019","","","","3","0","1.87","1.11","19.57","2","50.65","0.59","1.68","2","30","33","3","35","35","45","24","5","3","4.17","4","66.94","3","38.63770977","6","8","7.07","5","4","4","7.3","2.2","20","9.5","29.5","63","0.243333333","0.066666667","0.150793651","1.8","1.4","0.857142857","0.666666667","0.271428571","0.211111111","0.571428571","0.444444444","47.61904762","32.20338983","77.77777778","3.670582428","5.407407407","6.952380952","7.037037037","9.047619048","14.81481481","19.04761905","2.718949947","3.495792789","21.85185185","28.0952381"
"","","GHP2014KPV-AT02","","","","","","","","","GHP2014KPV-AT02-00002","","","","3","6.12","1.98","1.11","16.8","4","50.4","1.25","1.9","1","17","63","5","39","39","45","33","6","3","3.26","2","62.01","3","33.33333333","4","5","12.85","5","1","4","3.1","3.4","7.5","6.5","14","80","0.182352941","0.053968254","0.08125","2.051282051","1.777777778","0.435897436","0.377777778","0.166666667","0.144444444","0.192307692","0.166666667","21.25","46.42857143","86.66666667","2.166666667","2.296296296","2.64957265","4.814814815","5.555555556","5.555555556","6.41025641","1.604938272","1.851851852","10.37037037","11.96581197"
"","","GHP2014KPV-AT02","","","","","","","","","GHP2014KPV-AT02-00020","","","","2","0","1.71","1.04","20.26","3","50.3","0.97","2.11","1","21","29","3","36","36","45","24","5","3","3.96","4","67.68","3","40.27833002","5","4","5.37","5","3","5","2.4","1.3","25.5","3.7","29.2","50","0.114285714","0.044827586","0.074","1.388888889","1.111111111","0.583333333","0.466666667","0.102777778","0.082222222","0.708333333","0.566666667","42","12.67123288","80","1.490298211","1.777777778","2.222222222","2.740740741","3.425925926","18.88888889","23.61111111","1.103924601","1.379905751","21.62962963","27.03703704"
"","","GHP2014KPV-AT02","","","","","","","","","GHP2014KPV-AT02-00021","","","","4","0","1.8","1.03","18.58","2","50.31","0.83","1.49","3","18","46","3","36","36","45","33","5","7","3.58","3","65.57","3","36.93102763","6","6","7.83","5","1","3","3.7","2.6","10.5","6.3","16.8","64","0.205555556","0.056521739","0.0984375","1.777777778","1.422222222","0.5","0.4","0.175","0.14","0.291666667","0.233333333","28.125","37.5","80","2.326654741","2.740740741","3.425925926","4.666666667","5.833333333","7.777777778","9.722222222","1.723447956","2.154309945","12.44444444","15.55555556"
"","","GHP2014KPV-AT02","","","","","","","","","GHP2014KPV-AT02-00022","","","","3","0","1.71","0.95","20.25","2","50.54","1.2","2.06","2","29","24","4","37","37","45","33","3","8","3.78","3","67.43","3","40.06727345","6","7","5.09","5","3","4","8.3","1.7","9","10","19","53","0.286206897","0.070833333","0.188679245","1.432432432","1.177777778","0.783783784","0.644444444","0.27027027","0.222222222","0.243243243","0.2","54.71698113","52.63157895","82.22222222","4.006727345","6.148148148","7.477477477","7.407407407","9.009009009","6.666666667","8.108108108","2.967946181","3.609664274","14.07407407","17.11711712"
"","","GHP2014KPV-AT02","","","","","","","","","GHP2014KPV-AT02-00023","","","","3","0","1.69","1.05","20.46","2","50.03","0.47","1.35","2","27","27","4","29","29","45","26","5","3","3.92","2","68.73","3","40.89546272","5","5","5.84","5","5","5","4.8","1.6","9.5","6.4","15.9","54","0.177777778","0.059259259","0.118518519","1.862068966","1.2","0.931034483","0.6","0.220689655","0.142222222","0.327586207","0.211111111","50","40.25157233","64.44444444","2.617309614","3.555555556","5.517241379","4.740740741","7.356321839","7.037037037","10.91954023","1.938747862","3.008401855","11.77777778","18.27586207"
"","","GHP2014KPV-AT02","","","","","","","","","GHP2014KPV-AT02-00024","","","","2","0","1.64","1.08","22.27","2","50.72","0.3","1.12","1","7","16","2","26","26","45","21","3","8","3.81","2","69.47","3","43.90772871","4","4","5.01","6","3","5","1","0.8","15","1.8","16.8","23","0.142857143","0.05","0.07826087","0.884615385","0.511111111","0.269230769","0.155555556","0.069230769","0.04","0.576923077","0.333333333","30.43478261","10.71428571","57.77777778","0.790339117","0.740740741","1.282051282","1.333333333","2.307692308","11.11111111","19.23076923","0.585436383","1.013255278","12.44444444","21.53846154"
"","","GHP2014KPV-AT02","","","","","","","","","GHP2014KPV-AT02-00025","","","","2","7.98","1.94","1.09","18.85","2","50.4","0.75","1.32","1","21","50","3","42","42","45","39","6","3","3.5","2","65.48","3","37.40079365","6","6","8.38","5","1","4","3.3","2.2","12.5","5.5","18","71","0.157142857","0.044","0.077464789","1.69047619","1.577777778","0.5","0.466666667","0.130952381","0.122222222","0.297619048","0.277777778","29.57746479","30.55555556","93.33333333","2.057043651","2.444444444","2.619047619","4.074074074","4.365079365","9.259259259","9.920634921","1.523736038","1.632574326","13.33333333","14.28571429"
"","","GHP2014KPV-AT02","","","","","","","","","GHP2014KPV-AT02-00026","","","","3","0","1.77","1.01","18.22","2","50.33","1.25","2.35","2","40","50","3","34","34","45","29","5","8","3.68","2","65.79","2","36.20107292","6","7","7.62","7","1","4","6.3","2.3","12.5","8.6","21.1","90","0.1575","0.046","0.095555556","2.647058824","2","1.176470588","0.888888889","0.252941176","0.191111111","0.367647059","0.277777778","44.44444444","40.75829384","75.55555556","3.113292271","4.666666667","6.176470588","6.37037037","8.431372549","9.259259259","12.25490196","2.306142423","3.052247325","15.62962963","20.68627451"
"","","GHP2014KPV-AT02","","","","","","","","","GHP2014KPV-AT02-00027","","","","4","0","1.79","1.07","20.25","2","50.53","0.6","1.55","2","10","10","3","24","24","45","18","5","3","4.32","3","66.82","3","40.07520285","5","5","6.42","5","1","4","2","1","16.5","3","19.5","20","0.2","0.1","0.15","0.833333333","0.444444444","0.416666667","0.222222222","0.125","0.066666667","0.6875","0.366666667","50","15.38461538","53.33333333","1.202256085","1.481481481","2.777777778","2.222222222","4.166666667","12.22222222","22.91666667","0.890560063","1.669800119","14.44444444","27.08333333"
"","","GHP2014KPV-AT02","","","","","","","","","GHP2014KPV-AT02-00028","","","","2","0","","","","","","","","1","0","18","3","20","20","45","8","5","9","","2","","3","","3","3","","4","3","3","0","0.9","14.5","0.9","15.4","18","","0.05","0.05","0.9","0.4","0","0","0.045","0.02","0.725","0.322222222","0","5.844155844","44.44444444","","0","0","0.666666667","1.5","10.74074074","24.16666667","","","11.40740741","25.66666667"
"","","GHP2014KPV-AT02","","","","","","","","","GHP2014KPV-AT02-00029","","","","3","","3.23","1.81","10.67","2","50.79","4.52","6.89","3","39","54","4","28","28","45","28","8","6","5.88","3","41.12","3","21.00807246","5","8","22.2","4","1","3","6.7","2.5","9","9.2","18.2","93","0.171794872","0.046296296","0.098924731","3.321428571","2.066666667","1.392857143","0.866666667","0.328571429","0.204444444","0.321428571","0.2","41.93548387","50.54945055","62.22222222","1.932742666","4.962962963","7.976190476","6.814814815","10.95238095","6.666666667","10.71428571","1.431661234","2.300884126","13.48148148","21.66666667"
"","","GHP2014KPV-AT02","","","","","","","","","GHP2014KPV-AT02-00003","","","","2","0","1.74","1.04","19.33","3","50.59","0.89","1.95","2","71","120","3","43","43","45","42","5","8","3.66","3","66.26","2","38.20913224","4","7","7.74","6","1","2","16.3","7.2","8","23.5","31.5","191","0.229577465","0.06","0.123036649","4.441860465","4.244444444","1.651162791","1.577777778","0.546511628","0.522222222","0.186046512","0.177777778","37.17277487","74.6031746","95.55555556","8.979146076","12.07407407","12.63565891","17.40740741","18.21705426","5.925925926","6.201550388","6.651219316","6.960578354","23.33333333","24.41860465"
"","","GHP2014KPV-AT02","","","","","","","","","GHP2014KPV-AT02-00030","","","","4","0","1.88","1.07","20.57","2","50.93","0.17","0.99","2","29","14","3","32","32","45","29","1","8","4.89","3","71.66","3","40.3887689","6","6","5.28","7","1","4","4.3","1.4","20","5.7","25.7","43","0.148275862","0.1","0.13255814","1.34375","0.955555556","0.90625","0.644444444","0.178125","0.126666667","0.625","0.444444444","67.44186047","22.17898833","71.11111111","2.302159827","3.185185185","4.479166667","4.222222222","5.9375","14.81481481","20.83333333","1.705303576","2.398083153","19.03703704","26.77083333"
"","","GHP2014KPV-AT02","","","","","","","","","GHP2014KPV-AT02-00004","","","","4","0","1.76","1.04","20.7","3","50.61","0.43","1.18","1","22","29","4","29","29","45","14","5","3","3.95","3","67.14","3","40.90100771","6","5","7.54","5","4","5","4.7","1.7","5.5","6.4","11.9","51","0.213636364","0.05862069","0.125490196","1.75862069","1.133333333","0.75862069","0.488888889","0.220689655","0.142222222","0.189655172","0.122222222","43.1372549","53.78151261","64.44444444","2.617664493","3.481481481","5.402298851","4.740740741","7.356321839","4.074074074","6.32183908","1.939010736","3.008809762","8.814814815","13.67816092"
"","","GHP2014KPV-AT02","","","","","","","","","GHP2014KPV-AT02-00005","","","","1","0","1.77","1","20.57","2","50.76","1.12","2.11","1","30","51","3","44","44","45","39","3","8","3.97","2","66.87","2","40.52403467","4","7","5.2","6","3","4","9.1","3.1","9","12.2","21.2","81","0.303333333","0.060784314","0.150617284","1.840909091","1.8","0.681818182","0.666666667","0.277272727","0.271111111","0.204545455","0.2","37.03703704","57.54716981","97.77777778","4.94393223","6.740740741","6.893939394","9.037037037","9.242424242","6.666666667","6.818181818","3.662172022","3.745403205","15.7037037","16.06060606"
"","","GHP2014KPV-AT02","","","","","","","","","GHP2014KPV-AT02-00006","","","","2","","3.06","1.61","9.27","3","50.22","6.63","9.76","2","9","46","4","25","25","45","22","8","6","4.33","4","39","3","18.45878136","4","5","19.9","4","1","3","1.6","1.9","2.5","3.5","6","55","0.177777778","0.041304348","0.063636364","2.2","1.222222222","0.36","0.2","0.14","0.077777778","0.1","0.055555556","16.36363636","58.33333333","55.55555556","0.646057348","1.185185185","2.133333333","2.592592593","4.666666667","1.851851852","3.333333333","0.478560998","0.861409797","4.444444444","8"
"","","GHP2014KPV-AT02","","","","","","","","","GHP2014KPV-AT02-00007","","","","2","0","2.23","1.35","20.43","4","50.08","0.13","1.17","1","3","14","2","22","22","45","11","3","8","6.49","2","65.13","3","40.79472843","2","3","5.7","5","5","5","0.8","1","14.5","1.8","16.3","17","0.266666667","0.071428571","0.105882353","0.772727273","0.377777778","0.136363636","0.066666667","0.081818182","0.04","0.659090909","0.322222222","17.64705882","11.04294479","48.88888889","0.734305112","0.592592593","1.212121212","1.333333333","2.727272727","10.74074074","21.96969697","0.543929712","1.112583503","12.07407407","24.6969697"
"","","GHP2014KPV-AT02","","","","","","","","","GHP2014KPV-AT02-00008","","","","4","0","2.22","1.29","19.97","4","50.56","1.04","1.91","2","22","90","4","40","40","45","38","5","7","5.94","4","64.35","3","39.49762658","4","5","3.98","7","3","3","3.6","6.5","15","10.1","25.1","112","0.163636364","0.072222222","0.090178571","2.8","2.488888889","0.55","0.488888889","0.2525","0.224444444","0.375","0.333333333","19.64285714","40.23904382","88.88888889","3.989260285","2.666666667","3","7.481481481","8.416666667","11.11111111","12.5","2.955007618","3.324383571","18.59259259","20.91666667"
"","","GHP2014KPV-AT02","","","","","","","","","GHP2014KPV-AT02-00009","","","","3","0","1.65","0.98","20.45","2","50.39","0.64","1.56","1","6","53","3","33","33","45","22","5","3","3.86","4","68.83","3","40.5834491","5","5","5.72","6","1","3","1.3","3","16","4.3","20.3","59","0.216666667","0.056603774","0.072881356","1.787878788","1.311111111","0.181818182","0.133333333","0.13030303","0.095555556","0.484848485","0.355555556","10.16949153","21.18226601","73.33333333","1.745088311","0.962962963","1.313131313","3.185185185","4.343434343","11.85185185","16.16161616","1.292658008","1.762715466","15.03703704","20.50505051"
