"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003 "
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01106","","","","3","1","1","0","1","0","0.12","0.5","3","0.12","0.62","1","","0.12","0.12","1","0","0.12","0.5","0","19.35483871","0","4","16.66666667","20.66666667","0.333333333","0","0.04","0.166666667","33.33333333","0","1.333333333","5.555555556","6.888888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01107","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01108","","","","3","3","3","0","3","0","0.14","7","3","0.14","7.14","3","","0.046666667","0.046666667","1","0","0.046666667","2.333333333","0","1.960784314","0","1.555555556","77.77777778","79.33333333","1","0","0.046666667","2.333333333","100","0","1.555555556","77.77777778","79.33333333"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01109","","","","3","1","1","0","2","0","0.12","6","3","0.12","6.12","2","","0.06","0.06","2","0","0.12","6","0","1.960784314","0","4","200","204","0.666666667","0","0.04","2","33.33333333","0","1.333333333","66.66666667","68"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01110","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01111","","","","3","1","0","0","0","0","0","0.5","8","0","0.5","0","","","","0","0","0","0.5","","0","0","0","16.66666667","16.66666667","0","0","0","0.166666667","33.33333333","0","0","5.555555556","5.555555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01112","","","","3","3","3","5","0","1.7","0","8","3","1.7","9.7","5","0.34","","0.34","1.666666667","1.666666667","0.566666667","2.666666667","100","17.5257732","18.88888889","18.88888889","88.88888889","107.7777778","1.666666667","1.666666667","0.566666667","2.666666667","100","18.88888889","18.88888889","88.88888889","107.7777778"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01113","","","","3","2","1","0","1","0","0.02","0.5","5","0.02","0.52","1","","0.02","0.02","0.5","0","0.01","0.25","0","3.846153846","0","0.333333333","8.333333333","8.666666667","0.333333333","0","0.006666667","0.166666667","66.66666667","0","0.222222222","5.555555556","5.777777778"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01114","","","","3","2","2","0","2","0","0.16","0.5","5","0.16","0.66","2","","0.08","0.08","1","0","0.08","0.25","0","24.24242424","0","2.666666667","8.333333333","11","0.666666667","0","0.053333333","0.166666667","66.66666667","0","1.777777778","5.555555556","7.333333333"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01115","","","","3","2","2","1","1","0.18","0.1","0.5","5","0.28","0.78","2","0.18","0.1","0.14","1","0.5","0.14","0.25","50","35.8974359","3","4.666666667","8.333333333","13","0.666666667","0.333333333","0.093333333","0.166666667","66.66666667","2","3.111111111","5.555555556","8.666666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01116","","","","3","2","2","2","0","0.22","0","0.5","5","0.22","0.72","2","0.11","","0.11","1","1","0.11","0.25","100","30.55555556","3.666666667","3.666666667","8.333333333","12","0.666666667","0.666666667","0.073333333","0.166666667","66.66666667","2.444444444","2.444444444","5.555555556","8"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01117","","","","3","1","0","0","0","0","0","0.5","8","0","0.5","0","","","","0","0","0","0.5","","0","0","0","16.66666667","16.66666667","0","0","0","0.166666667","33.33333333","0","0","5.555555556","5.555555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01118","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01119","","","","3","1","1","0","1","0","0.14","0.5","7","0.14","0.64","1","","0.14","0.14","1","0","0.14","0.5","0","21.875","0","4.666666667","16.66666667","21.33333333","0.333333333","0","0.046666667","0.166666667","33.33333333","0","1.555555556","5.555555556","7.111111111"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01120","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01121","","","","3","2","2","2","2","0.78","0.14","4","4","0.92","4.92","4","0.39","0.07","0.23","2","1","0.46","2","50","18.69918699","13","15.33333333","66.66666667","82","1.333333333","0.666666667","0.306666667","1.333333333","66.66666667","8.666666667","10.22222222","44.44444444","54.66666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01122","","","","3","2","2","2","0","0.48","0","3","4","0.48","3.48","2","0.24","","0.24","1","1","0.24","1.5","100","13.79310345","8","8","50","58","0.666666667","0.666666667","0.16","1","66.66666667","5.333333333","5.333333333","33.33333333","38.66666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01123","","","","3","2","1","1","2","0.2","0.12","4","5","0.32","4.32","3","0.2","0.06","0.106666667","1.5","0.5","0.16","2","33.33333333","7.407407407","3.333333333","5.333333333","66.66666667","72","1","0.333333333","0.106666667","1.333333333","66.66666667","2.222222222","3.555555556","44.44444444","48"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01124","","","","3","2","2","4","0","1.14","0","4","4","1.14","5.14","4","0.285","","0.285","2","2","0.57","2","100","22.17898833","19","19","66.66666667","85.66666667","1.333333333","1.333333333","0.38","1.333333333","66.66666667","12.66666667","12.66666667","44.44444444","57.11111111"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01125","","","","3","3","3","8","0","1.08","0","0.5","3","1.08","1.58","8","0.135","","0.135","2.666666667","2.666666667","0.36","0.166666667","100","68.35443038","12","12","5.555555556","17.55555556","2.666666667","2.666666667","0.36","0.166666667","100","12","12","5.555555556","17.55555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01126","","","","3","2","2","4","1","1.36","0.03","5","3","1.39","6.39","5","0.34","0.03","0.278","2.5","2","0.695","2.5","80","21.75273865","22.66666667","23.16666667","83.33333333","106.5","1.666666667","1.333333333","0.463333333","1.666666667","66.66666667","15.11111111","15.44444444","55.55555556","71"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01127","","","","3","3","1","0","2","0","0.12","0.5","6","0.12","0.62","2","","0.06","0.06","0.666666667","0","0.04","0.166666667","0","19.35483871","0","1.333333333","5.555555556","6.888888889","0.666666667","0","0.04","0.166666667","100","0","1.333333333","5.555555556","6.888888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01128","","","","3","3","1","0","3","0","0.12","0.5","7","0.12","0.62","3","","0.04","0.04","1","0","0.04","0.166666667","0","19.35483871","0","1.333333333","5.555555556","6.888888889","1","0","0.04","0.166666667","100","0","1.333333333","5.555555556","6.888888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01129","","","","3","2","2","4","0","0.4","0","1","5","0.4","1.4","4","0.1","","0.1","2","2","0.2","0.5","100","28.57142857","6.666666667","6.666666667","16.66666667","23.33333333","1.333333333","1.333333333","0.133333333","0.333333333","66.66666667","4.444444444","4.444444444","11.11111111","15.55555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01130","","","","3","3","3","3","0","0.46","0","1","5","0.46","1.46","3","0.153333333","","0.153333333","1","1","0.153333333","0.333333333","100","31.50684932","5.111111111","5.111111111","11.11111111","16.22222222","1","1","0.153333333","0.333333333","100","5.111111111","5.111111111","11.11111111","16.22222222"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01131","","","","3","2","2","3","2","0.52","0.12","1","6","0.64","1.64","5","0.173333333","0.06","0.128","2.5","1.5","0.32","0.5","60","39.02439024","8.666666667","10.66666667","16.66666667","27.33333333","1.666666667","1","0.213333333","0.333333333","66.66666667","5.777777778","7.111111111","11.11111111","18.22222222"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01132","","","","3","2","1","0","1","0","0.12","0.5","6","0.12","0.62","1","","0.12","0.12","0.5","0","0.06","0.25","0","19.35483871","0","2","8.333333333","10.33333333","0.333333333","0","0.04","0.166666667","66.66666667","0","1.333333333","5.555555556","6.888888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01133","","","","3","2","2","2","2","0.2","0.1","0.5","6","0.3","0.8","4","0.1","0.05","0.075","2","1","0.15","0.25","50","37.5","3.333333333","5","8.333333333","13.33333333","1.333333333","0.666666667","0.1","0.166666667","66.66666667","2.222222222","3.333333333","5.555555556","8.888888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01134","","","","3","1","0","0","0","0","0","0.5","4","0","0.5","0","","","","0","0","0","0.5","","0","0","0","16.66666667","16.66666667","0","0","0","0.166666667","33.33333333","0","0","5.555555556","5.555555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01201","","","","3","1","1","1","1","0.34","0.16","1","4","0.5","1.5","2","0.34","0.16","0.25","2","1","0.5","1","50","33.33333333","11.33333333","16.66666667","33.33333333","50","0.666666667","0.333333333","0.166666667","0.333333333","33.33333333","3.777777778","5.555555556","11.11111111","16.66666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01202","","","","3","2","0","0","0","0","0","5","4","0","5","0","","","","0","0","0","2.5","","0","0","0","83.33333333","83.33333333","0","0","0","1.666666667","66.66666667","0","0","55.55555556","55.55555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01203","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01204","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01205","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01206","","","","3","2","2","7","4","1.02","0.3","5","5","1.32","6.32","11","0.145714286","0.075","0.12","5.5","3.5","0.66","2.5","63.63636364","20.88607595","17","22","83.33333333","105.3333333","3.666666667","2.333333333","0.44","1.666666667","66.66666667","11.33333333","14.66666667","55.55555556","70.22222222"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01207","","","","3","3","3","6","5","1.32","0.34","5","4","1.66","6.66","11","0.22","0.068","0.150909091","3.666666667","2","0.553333333","1.666666667","54.54545455","24.92492492","14.66666667","18.44444444","55.55555556","74","3.666666667","2","0.553333333","1.666666667","100","14.66666667","18.44444444","55.55555556","74"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01208","","","","3","2","1","0","1","0","0.1","0.5","5","0.1","0.6","1","","0.1","0.1","0.5","0","0.05","0.25","0","16.66666667","0","1.666666667","8.333333333","10","0.333333333","0","0.033333333","0.166666667","66.66666667","0","1.111111111","5.555555556","6.666666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01209","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01210","","","","3","3","3","6","4","0.4","0.12","4","5","0.52","4.52","10","0.066666667","0.03","0.052","3.333333333","2","0.173333333","1.333333333","60","11.50442478","4.444444444","5.777777778","44.44444444","50.22222222","3.333333333","2","0.173333333","1.333333333","100","4.444444444","5.777777778","44.44444444","50.22222222"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01211","","","","3","2","1","1","0","0.2","0","4","5","0.2","4.2","1","0.2","","0.2","0.5","0.5","0.1","2","100","4.761904762","3.333333333","3.333333333","66.66666667","70","0.333333333","0.333333333","0.066666667","1.333333333","66.66666667","2.222222222","2.222222222","44.44444444","46.66666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01212","","","","3","2","2","3","1","0.6","0.18","5","5","0.78","5.78","4","0.2","0.18","0.195","2","1.5","0.39","2.5","75","13.49480969","10","13","83.33333333","96.33333333","1.333333333","1","0.26","1.666666667","66.66666667","6.666666667","8.666666667","55.55555556","64.22222222"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01213","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01214","","","","3","2","2","3","0","0.32","0","4","5","0.32","4.32","3","0.106666667","","0.106666667","1.5","1.5","0.16","2","100","7.407407407","5.333333333","5.333333333","66.66666667","72","1","1","0.106666667","1.333333333","66.66666667","3.555555556","3.555555556","44.44444444","48"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01215","","","","3","1","1","2","0","0.26","0","5","4","0.26","5.26","2","0.13","","0.13","2","2","0.26","5","100","4.942965779","8.666666667","8.666666667","166.6666667","175.3333333","0.666666667","0.666666667","0.086666667","1.666666667","33.33333333","2.888888889","2.888888889","55.55555556","58.44444444"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01216","","","","3","3","3","3","1","0.74","0.22","8","3","0.96","8.96","4","0.246666667","0.22","0.24","1.333333333","1","0.32","2.666666667","75","10.71428571","8.222222222","10.66666667","88.88888889","99.55555556","1.333333333","1","0.32","2.666666667","100","8.222222222","10.66666667","88.88888889","99.55555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01217","","","","3","2","2","4","0","0.54","0","5","3","0.54","5.54","4","0.135","","0.135","2","2","0.27","2.5","100","9.747292419","9","9","83.33333333","92.33333333","1.333333333","1.333333333","0.18","1.666666667","66.66666667","6","6","55.55555556","61.55555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01218","","","","3","3","3","5","1","1.16","","5","3","","","6","0.232","","","2","1.666666667","","1.666666667","83.33333333","","12.88888889","","55.55555556","","2","1.666666667","","1.666666667","100","12.88888889","","55.55555556",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01219","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01220","","","","3","2","1","1","0","0.78","0","7","4","0.78","7.78","1","0.78","","0.78","0.5","0.5","0.39","3.5","100","10.02570694","13","13","116.6666667","129.6666667","0.333333333","0.333333333","0.26","2.333333333","66.66666667","8.666666667","8.666666667","77.77777778","86.44444444"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01221","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01222","","","","3","2","2","1","3","0.6","0.28","5","4","0.88","5.88","4","0.6","0.093333333","0.22","2","0.5","0.44","2.5","25","14.96598639","10","14.66666667","83.33333333","98","1.333333333","0.333333333","0.293333333","1.666666667","66.66666667","6.666666667","9.777777778","55.55555556","65.33333333"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01223","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01224","","","","3","2","0","0","0","0","0","4","6","0","4","0","","","","0","0","0","2","","0","0","0","66.66666667","66.66666667","0","0","0","1.333333333","66.66666667","0","0","44.44444444","44.44444444"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01225","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01226","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01227","","","","3","2","2","6","4","1.89","0.44","8","4","2.33","10.33","10","0.315","0.11","0.233","5","3","1.165","4","60","22.55566312","31.5","38.83333333","133.3333333","172.1666667","3.333333333","2","0.776666667","2.666666667","66.66666667","21","25.88888889","88.88888889","114.7777778"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01228","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01229","","","","3","3","3","8","7","1.64","0.38","3","5","2.02","5.02","15","0.205","0.054285714","0.134666667","5","2.666666667","0.673333333","1","53.33333333","40.23904382","18.22222222","22.44444444","33.33333333","55.77777778","5","2.666666667","0.673333333","1","100","18.22222222","22.44444444","33.33333333","55.77777778"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01230","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01231","","","","3","3","2","3","0","0.4","0","3","5","0.4","3.4","3","0.133333333","","0.133333333","1","1","0.133333333","1","100","11.76470588","4.444444444","4.444444444","33.33333333","37.77777778","1","1","0.133333333","1","100","4.444444444","4.444444444","33.33333333","37.77777778"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01232","","","","3","2","0","0","0","0","0","0.5","6","0","0.5","0","","","","0","0","0","0.25","","0","0","0","8.333333333","8.333333333","0","0","0","0.166666667","66.66666667","0","0","5.555555556","5.555555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01233","","","","3","2","2","5","0","2.74","0","2.5","3","2.74","5.24","5","0.548","","0.548","2.5","2.5","1.37","1.25","100","52.29007634","45.66666667","45.66666667","41.66666667","87.33333333","1.666666667","1.666666667","0.913333333","0.833333333","66.66666667","30.44444444","30.44444444","27.77777778","58.22222222"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01234","","","","3","3","2","2","0","0.5","0","3","5","0.5","3.5","2","0.25","","0.25","0.666666667","0.666666667","0.166666667","1","100","14.28571429","5.555555556","5.555555556","33.33333333","38.88888889","0.666666667","0.666666667","0.166666667","1","100","5.555555556","5.555555556","33.33333333","38.88888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01301","","","","3","1","1","1","1","0.14","0.1","2","5","0.24","2.24","2","0.14","0.1","0.12","2","1","0.24","2","50","10.71428571","4.666666667","8","66.66666667","74.66666667","0.666666667","0.333333333","0.08","0.666666667","33.33333333","1.555555556","2.666666667","22.22222222","24.88888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01302","","","","3","2","2","2","3","0.48","0.14","0.5","5","0.62","1.12","5","0.24","0.046666667","0.124","2.5","1","0.31","0.25","40","55.35714286","8","10.33333333","8.333333333","18.66666667","1.666666667","0.666666667","0.206666667","0.166666667","66.66666667","5.333333333","6.888888889","5.555555556","12.44444444"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01303","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01304","","","","3","2","0","0","0","0","0","4","6","0","4","0","","","","0","0","0","2","","0","0","0","66.66666667","66.66666667","0","0","0","1.333333333","66.66666667","0","0","44.44444444","44.44444444"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01305","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01306","","","","3","3","3","4","2","0.74","0.1","4","4","0.84","4.84","6","0.185","0.05","0.14","2","1.333333333","0.28","1.333333333","66.66666667","17.3553719","8.222222222","9.333333333","44.44444444","53.77777778","2","1.333333333","0.28","1.333333333","100","8.222222222","9.333333333","44.44444444","53.77777778"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01307","","","","3","3","3","7","6","1","0.16","2","4","1.16","3.16","13","0.142857143","0.026666667","0.089230769","4.333333333","2.333333333","0.386666667","0.666666667","53.84615385","36.70886076","11.11111111","12.88888889","22.22222222","35.11111111","4.333333333","2.333333333","0.386666667","0.666666667","100","11.11111111","12.88888889","22.22222222","35.11111111"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01308","","","","3","1","0","0","0","0","0","0.5","6","0","0.5","0","","","","0","0","0","0.5","","0","0","0","16.66666667","16.66666667","0","0","0","0.166666667","33.33333333","0","0","5.555555556","5.555555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01309","","","","3","2","2","2","0","0.7","0","2","5","0.7","2.7","2","0.35","","0.35","1","1","0.35","1","100","25.92592593","11.66666667","11.66666667","33.33333333","45","0.666666667","0.666666667","0.233333333","0.666666667","66.66666667","7.777777778","7.777777778","22.22222222","30"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01310","","","","3","1","1","3","0","0.28","0","0.5","6","0.28","0.78","3","0.093333333","","0.093333333","3","3","0.28","0.5","100","35.8974359","9.333333333","9.333333333","16.66666667","26","1","1","0.093333333","0.166666667","33.33333333","3.111111111","3.111111111","5.555555556","8.666666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01311","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01312","","","","3","2","2","4","0","1.94","0","4","4","1.94","5.94","4","0.485","","0.485","2","2","0.97","2","100","32.65993266","32.33333333","32.33333333","66.66666667","99","1.333333333","1.333333333","0.646666667","1.333333333","66.66666667","21.55555556","21.55555556","44.44444444","66"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01313","","","","3","2","1","1","1","0.12","0.04","0.5","6","0.16","0.66","2","0.12","0.04","0.08","1","0.5","0.08","0.25","50","24.24242424","2","2.666666667","8.333333333","11","0.666666667","0.333333333","0.053333333","0.166666667","66.66666667","1.333333333","1.777777778","5.555555556","7.333333333"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01314","","","","3","2","2","3","0","0.76","0","5","4","0.76","5.76","3","0.253333333","","0.253333333","1.5","1.5","0.38","2.5","100","13.19444444","12.66666667","12.66666667","83.33333333","96","1","1","0.253333333","1.666666667","66.66666667","8.444444444","8.444444444","55.55555556","64"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01315","","","","3","3","3","7","3","1.4","0.1","4","4","1.5","5.5","10","0.2","0.033333333","0.15","3.333333333","2.333333333","0.5","1.333333333","70","27.27272727","15.55555556","16.66666667","44.44444444","61.11111111","3.333333333","2.333333333","0.5","1.333333333","100","15.55555556","16.66666667","44.44444444","61.11111111"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01316","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01317","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01318","","","","3","3","2","1","0","0.2","0","3","4","0.2","3.2","1","0.2","","0.2","0.333333333","0.333333333","0.066666667","1","100","6.25","2.222222222","2.222222222","33.33333333","35.55555556","0.333333333","0.333333333","0.066666667","1","100","2.222222222","2.222222222","33.33333333","35.55555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01319","","","","3","3","3","4","0","2.6","0","2.5","4","2.6","5.1","4","0.65","","0.65","1.333333333","1.333333333","0.866666667","0.833333333","100","50.98039216","28.88888889","28.88888889","27.77777778","56.66666667","1.333333333","1.333333333","0.866666667","0.833333333","100","28.88888889","28.88888889","27.77777778","56.66666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01320","","","","3","1","1","0","","0","0.12","0.5","6","0.12","0.62","","","","","","0","0.12","0.5","","19.35483871","0","4","16.66666667","20.66666667","","0","0.04","0.166666667","33.33333333","0","1.333333333","5.555555556","6.888888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01321","","","","3","2","2","3","0","0.16","0","0.5","5","0.16","0.66","3","0.053333333","","0.053333333","1.5","1.5","0.08","0.25","100","24.24242424","2.666666667","2.666666667","8.333333333","11","1","1","0.053333333","0.166666667","66.66666667","1.777777778","1.777777778","5.555555556","7.333333333"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01322","","","","3","2","2","0","5","0","0.12","0.5","6","0.12","0.62","5","","0.024","0.024","2.5","0","0.06","0.25","0","19.35483871","0","2","8.333333333","10.33333333","1.666666667","0","0.04","0.166666667","66.66666667","0","1.333333333","5.555555556","6.888888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01323","","","","3","2","1","0","1","0","0.1","2","4","0.1","2.1","1","","0.1","0.1","0.5","0","0.05","1","0","4.761904762","0","1.666666667","33.33333333","35","0.333333333","0","0.033333333","0.666666667","66.66666667","0","1.111111111","22.22222222","23.33333333"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-01324","","","","3","1","1","0","1","0","0.12","0.5","5","0.12","0.62","1","","0.12","0.12","1","0","0.12","0.5","0","19.35483871","0","4","16.66666667","20.66666667","0.333333333","0","0.04","0.166666667","33.33333333","0","1.333333333","5.555555556","6.888888889"
