"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003 "
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00527","","","","3","","2","4","0","1.96","0","3","4","1.96","4.96","4","0.49","","0.49","","","","","100","39.51612903","","","","","1.333333333","1.333333333","0.653333333","1","","21.77777778","21.77777778","33.33333333","55.11111111"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00528","","","","3","2","2","0","2","0","0.14","0.5","3","0.14","0.64","2","","0.07","0.07","1","0","0.07","0.25","0","21.875","0","2.333333333","8.333333333","10.66666667","0.666666667","0","0.046666667","0.166666667","66.66666667","0","1.555555556","5.555555556","7.111111111"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00529","","","","3","1","1","1","0","0.36","0","9","5","0.36","9.36","1","0.36","","0.36","1","1","0.36","9","100","3.846153846","12","12","300","312","0.333333333","0.333333333","0.12","3","33.33333333","4","4","100","104"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00530","","","","3","3","1","0","1","0","0.06","0.5","3","0.06","0.56","1","","0.06","0.06","0.333333333","0","0.02","0.166666667","0","10.71428571","0","0.666666667","5.555555556","6.222222222","0.333333333","0","0.02","0.166666667","100","0","0.666666667","5.555555556","6.222222222"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00531","","","","3","3","3","3","6","0.96","0.14","2","5","1.1","3.1","9","0.32","0.023333333","0.122222222","3","1","0.366666667","0.666666667","33.33333333","35.48387097","10.66666667","12.22222222","22.22222222","34.44444444","3","1","0.366666667","0.666666667","100","10.66666667","12.22222222","22.22222222","34.44444444"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00532","","","","3","1","1","2","0","0.52","0","0.5","6","0.52","1.02","2","0.26","","0.26","2","2","0.52","0.5","100","50.98039216","17.33333333","17.33333333","16.66666667","34","0.666666667","0.666666667","0.173333333","0.166666667","33.33333333","5.777777778","5.777777778","5.555555556","11.33333333"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00533","","","","3","2","2","8","0","1.72","0","0.5","5","1.72","2.22","8","0.215","","0.215","4","4","0.86","0.25","100","77.47747748","28.66666667","28.66666667","8.333333333","37","2.666666667","2.666666667","0.573333333","0.166666667","66.66666667","19.11111111","19.11111111","5.555555556","24.66666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00534","","","","3","2","1","2","0","1.4","0","3","4","1.4","4.4","2","0.7","","0.7","1","1","0.7","1.5","100","31.81818182","23.33333333","23.33333333","50","73.33333333","0.666666667","0.666666667","0.466666667","1","66.66666667","15.55555556","15.55555556","33.33333333","48.88888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00601","","","","3","1","1","0","1","0","0.1","0.5","6","0.1","0.6","1","","0.1","0.1","1","0","0.1","0.5","0","16.66666667","0","3.333333333","16.66666667","20","0.333333333","0","0.033333333","0.166666667","33.33333333","0","1.111111111","5.555555556","6.666666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00602","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00603","","","","3","2","2","7","2","2.58","0.06","5","4","2.64","7.64","9","0.368571429","0.03","0.293333333","4.5","3.5","1.32","2.5","77.77777778","34.55497382","43","44","83.33333333","127.3333333","3","2.333333333","0.88","1.666666667","66.66666667","28.66666667","29.33333333","55.55555556","84.88888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00604","","","","3","1","1","0","2","0","0.06","0.5","5","0.06","0.56","2","","0.03","0.03","2","0","0.06","0.5","0","10.71428571","0","2","16.66666667","18.66666667","0.666666667","0","0.02","0.166666667","33.33333333","0","0.666666667","5.555555556","6.222222222"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00605","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00606","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00607","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00608","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00609","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00610","","","","3","3","3","4","0","2.34","0","5","4","2.34","7.34","4","0.585","","0.585","1.333333333","1.333333333","0.78","1.666666667","100","31.88010899","26","26","55.55555556","81.55555556","1.333333333","1.333333333","0.78","1.666666667","100","26","26","55.55555556","81.55555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00611","","","","3","3","2","2","0","0.46","0","7","4","0.46","7.46","2","0.23","","0.23","0.666666667","0.666666667","0.153333333","2.333333333","100","6.166219839","5.111111111","5.111111111","77.77777778","82.88888889","0.666666667","0.666666667","0.153333333","2.333333333","100","5.111111111","5.111111111","77.77777778","82.88888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00612","","","","3","2","1","1","0","0.26","0","0.5","5","0.26","0.76","1","0.26","","0.26","0.5","0.5","0.13","0.25","100","34.21052632","4.333333333","4.333333333","8.333333333","12.66666667","0.333333333","0.333333333","0.086666667","0.166666667","66.66666667","2.888888889","2.888888889","5.555555556","8.444444444"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00613","","","","3","3","3","2","2","1.12","0.06","4","4","1.18","5.18","4","0.56","0.03","0.295","1.333333333","0.666666667","0.393333333","1.333333333","50","22.77992278","12.44444444","13.11111111","44.44444444","57.55555556","1.333333333","0.666666667","0.393333333","1.333333333","100","12.44444444","13.11111111","44.44444444","57.55555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00614","","","","3","3","3","0","3","0","0.12","0.5","4","0.12","0.62","3","","0.04","0.04","1","0","0.04","0.166666667","0","19.35483871","0","1.333333333","5.555555556","6.888888889","1","0","0.04","0.166666667","100","0","1.333333333","5.555555556","6.888888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00615","","","","3","3","3","5","5","0.42","0.1","3","6","0.52","3.52","10","0.084","0.02","0.052","3.333333333","1.666666667","0.173333333","1","50","14.77272727","4.666666667","5.777777778","33.33333333","39.11111111","3.333333333","1.666666667","0.173333333","1","100","4.666666667","5.777777778","33.33333333","39.11111111"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00616","","","","3","1","1","1","0","0.1","0","0.5","5","0.1","0.6","1","0.1","","0.1","1","1","0.1","0.5","100","16.66666667","3.333333333","3.333333333","16.66666667","20","0.333333333","0.333333333","0.033333333","0.166666667","33.33333333","1.111111111","1.111111111","5.555555556","6.666666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00617","","","","3","1","1","1","1","0.56","0.06","4","4","0.62","4.62","2","0.56","0.06","0.31","2","1","0.62","4","50","13.41991342","18.66666667","20.66666667","133.3333333","154","0.666666667","0.333333333","0.206666667","1.333333333","33.33333333","6.222222222","6.888888889","44.44444444","51.33333333"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00618","","","","3","1","1","5","3","0.8","0.14","3","4","0.94","3.94","8","0.16","0.046666667","0.1175","8","5","0.94","3","62.5","23.85786802","26.66666667","31.33333333","100","131.3333333","2.666666667","1.666666667","0.313333333","1","33.33333333","8.888888889","10.44444444","33.33333333","43.77777778"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00619","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00620","","","","3","1","0","0","0","0","0","0.5","5","0","0.5","0","","","","0","0","0","0.5","","0","0","0","16.66666667","16.66666667","0","0","0","0.166666667","33.33333333","0","0","5.555555556","5.555555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00621","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00622","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00623","","","","3","2","2","3","1","2.6","0.06","7","4","2.66","9.66","4","0.866666667","0.06","0.665","2","1.5","1.33","3.5","75","27.53623188","43.33333333","44.33333333","116.6666667","161","1.333333333","1","0.886666667","2.333333333","66.66666667","28.88888889","29.55555556","77.77777778","107.3333333"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00624","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00625","","","","3","2","2","2","0","0.3","0","0.5","4","0.3","0.8","2","0.15","","0.15","1","1","0.15","0.25","100","37.5","5","5","8.333333333","13.33333333","0.666666667","0.666666667","0.1","0.166666667","66.66666667","3.333333333","3.333333333","5.555555556","8.888888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00626","","","","3","3","2","6","2","2.15","0.18","0.5","4","2.33","2.83","8","0.358333333","0.09","0.29125","2.666666667","2","0.776666667","0.166666667","75","82.33215548","23.88888889","25.88888889","5.555555556","31.44444444","2.666666667","2","0.776666667","0.166666667","100","23.88888889","25.88888889","5.555555556","31.44444444"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00627","","","","3","1","1","0","1","0","0.1","0.5","5","0.1","0.6","1","","0.1","0.1","1","0","0.1","0.5","0","16.66666667","0","3.333333333","16.66666667","20","0.333333333","0","0.033333333","0.166666667","33.33333333","0","1.111111111","5.555555556","6.666666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00628","","","","3","2","2","0","3","0","0.22","0.5","5","0.22","0.72","3","","0.073333333","0.073333333","1.5","0","0.11","0.25","0","30.55555556","0","3.666666667","8.333333333","12","1","0","0.073333333","0.166666667","66.66666667","0","2.444444444","5.555555556","8"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00629","","","","3","1","1","1","0","0.14","0","0.5","6","0.14","0.64","1","0.14","","0.14","1","1","0.14","0.5","100","21.875","4.666666667","4.666666667","16.66666667","21.33333333","0.333333333","0.333333333","0.046666667","0.166666667","33.33333333","1.555555556","1.555555556","5.555555556","7.111111111"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00630","","","","3","1","1","2","0","0.3","0","0.5","3","0.3","0.8","2","0.15","","0.15","2","2","0.3","0.5","100","37.5","10","10","16.66666667","26.66666667","0.666666667","0.666666667","0.1","0.166666667","33.33333333","3.333333333","3.333333333","5.555555556","8.888888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00631","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00632","","","","3","3","2","4","4","0.96","0.22","5","3","1.18","6.18","8","0.24","0.055","0.1475","2.666666667","1.333333333","0.393333333","1.666666667","50","19.09385113","10.66666667","13.11111111","55.55555556","68.66666667","2.666666667","1.333333333","0.393333333","1.666666667","100","10.66666667","13.11111111","55.55555556","68.66666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00633","","","","3","3","3","11","9","3.08","0.24","4","4","3.32","7.32","20","0.28","0.026666667","0.166","6.666666667","3.666666667","1.106666667","1.333333333","55","45.35519126","34.22222222","36.88888889","44.44444444","81.33333333","6.666666667","3.666666667","1.106666667","1.333333333","100","34.22222222","36.88888889","44.44444444","81.33333333"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00634","","","","3","1","0","0","0","0","0","0.5","5","0","0.5","0","","","","0","0","0","0.5","","0","0","0","16.66666667","16.66666667","0","0","0","0.166666667","33.33333333","0","0","5.555555556","5.555555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00701","","","","3","1","1","0","2","0","0.06","0.5","5","0.06","0.56","2","","0.03","0.03","2","0","0.06","0.5","0","10.71428571","0","2","16.66666667","18.66666667","0.666666667","0","0.02","0.166666667","33.33333333","0","0.666666667","5.555555556","6.222222222"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00702","","","","3","1","1","0","3","0","0.2","0.5","5","0.2","0.7","3","","0.066666667","0.066666667","3","0","0.2","0.5","0","28.57142857","0","6.666666667","16.66666667","23.33333333","1","0","0.066666667","0.166666667","33.33333333","0","2.222222222","5.555555556","7.777777778"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00703","","","","3","1","0","0","0","0","0","5","3","0","5","0","","","","0","0","0","5","","0","0","0","166.6666667","166.6666667","0","0","0","1.666666667","33.33333333","0","0","55.55555556","55.55555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00704","","","","3","2","1","0","1","0","0.06","5","4","0.06","5.06","1","","0.06","0.06","0.5","0","0.03","2.5","0","1.185770751","0","1","83.33333333","84.33333333","0.333333333","0","0.02","1.666666667","66.66666667","0","0.666666667","55.55555556","56.22222222"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00705","","","","3","1","0","0","0","0","0","0.5","6","0","0.5","0","","","","0","0","0","0.5","","0","0","0","16.66666667","16.66666667","0","0","0","0.166666667","33.33333333","0","0","5.555555556","5.555555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00706","","","","3","3","3","8","3","1.69","0.14","10","4","1.83","11.83","11","0.21125","0.046666667","0.166363636","3.666666667","2.666666667","0.61","3.333333333","72.72727273","15.46914624","18.77777778","20.33333333","111.1111111","131.4444444","3.666666667","2.666666667","0.61","3.333333333","100","18.77777778","20.33333333","111.1111111","131.4444444"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00707","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00708","","","","3","3","3","5","1","1.58","0.06","4","5","1.64","5.64","6","0.316","0.06","0.273333333","2","1.666666667","0.546666667","1.333333333","83.33333333","29.07801418","17.55555556","18.22222222","44.44444444","62.66666667","2","1.666666667","0.546666667","1.333333333","100","17.55555556","18.22222222","44.44444444","62.66666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00709","","","","3","1","1","2","0","0.56","0","6","4","0.56","6.56","2","0.28","","0.28","2","2","0.56","6","100","8.536585366","18.66666667","18.66666667","200","218.6666667","0.666666667","0.666666667","0.186666667","2","33.33333333","6.222222222","6.222222222","66.66666667","72.88888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00710","","","","3","3","3","6","0","1.56","0","0.5","4","1.56","2.06","6","0.26","","0.26","2","2","0.52","0.166666667","100","75.72815534","17.33333333","17.33333333","5.555555556","22.88888889","2","2","0.52","0.166666667","100","17.33333333","17.33333333","5.555555556","22.88888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00711","","","","3","2","2","2","2","0.8","0.2","0.5","5","1","1.5","4","0.4","0.1","0.25","2","1","0.5","0.25","50","66.66666667","13.33333333","16.66666667","8.333333333","25","1.333333333","0.666666667","0.333333333","0.166666667","66.66666667","8.888888889","11.11111111","5.555555556","16.66666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00712","","","","3","2","2","3","0","2.26","0","4","4","2.26","6.26","3","0.753333333","","0.753333333","1.5","1.5","1.13","2","100","36.10223642","37.66666667","37.66666667","66.66666667","104.3333333","1","1","0.753333333","1.333333333","66.66666667","25.11111111","25.11111111","44.44444444","69.55555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00713","","","","3","2","1","2","0","0.68","0","4","4","0.68","4.68","2","0.34","","0.34","1","1","0.34","2","100","14.52991453","11.33333333","11.33333333","66.66666667","78","0.666666667","0.666666667","0.226666667","1.333333333","66.66666667","7.555555556","7.555555556","44.44444444","52"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00714","","","","3","2","2","4","1","1.04","0.06","8","3","1.1","9.1","5","0.26","0.06","0.22","2.5","2","0.55","4","80","12.08791209","17.33333333","18.33333333","133.3333333","151.6666667","1.666666667","1.333333333","0.366666667","2.666666667","66.66666667","11.55555556","12.22222222","88.88888889","101.1111111"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00715","","","","3","3","0","0","0","0","0","1","4","0","1","0","","","","0","0","0","0.333333333","","0","0","0","11.11111111","11.11111111","0","0","0","0.333333333","100","0","0","11.11111111","11.11111111"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00716","","","","3","2","2","0","4","0","0.12","0.5","5","0.12","0.62","4","","0.03","0.03","2","0","0.06","0.25","0","19.35483871","0","2","8.333333333","10.33333333","1.333333333","0","0.04","0.166666667","66.66666667","0","1.333333333","5.555555556","6.888888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00717","","","","3","3","3","1","2","0.2","0.06","4","4","0.26","4.26","3","0.2","0.03","0.086666667","1","0.333333333","0.086666667","1.333333333","33.33333333","6.103286385","2.222222222","2.888888889","44.44444444","47.33333333","1","0.333333333","0.086666667","1.333333333","100","2.222222222","2.888888889","44.44444444","47.33333333"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00718","","","","3","2","1","0","2","0","0.06","8","5","0.06","8.06","2","","0.03","0.03","1","0","0.03","4","0","0.744416873","0","1","133.3333333","134.3333333","0.666666667","0","0.02","2.666666667","66.66666667","0","0.666666667","88.88888889","89.55555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00719","","","","3","2","2","0","2","0","0.12","0.5","4","0.12","0.62","2","","0.06","0.06","1","0","0.06","0.25","0","19.35483871","0","2","8.333333333","10.33333333","0.666666667","0","0.04","0.166666667","66.66666667","0","1.333333333","5.555555556","6.888888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00720","","","","3","2","2","2","3","0.34","0.06","6","5","0.4","6.4","5","0.17","0.02","0.08","2.5","1","0.2","3","40","6.25","5.666666667","6.666666667","100","106.6666667","1.666666667","0.666666667","0.133333333","2","66.66666667","3.777777778","4.444444444","66.66666667","71.11111111"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00721","","","","3","2","2","4","2","0.52","0.07","10","3","0.59","10.59","6","0.13","0.035","0.098333333","3","2","0.295","5","66.66666667","5.571293673","8.666666667","9.833333333","166.6666667","176.5","2","1.333333333","0.196666667","3.333333333","66.66666667","5.777777778","6.555555556","111.1111111","117.6666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00722","","","","3","2","2","2","0","0.98","0","5","4","0.98","5.98","2","0.49","","0.49","1","1","0.49","2.5","100","16.38795987","16.33333333","16.33333333","83.33333333","99.66666667","0.666666667","0.666666667","0.326666667","1.666666667","66.66666667","10.88888889","10.88888889","55.55555556","66.44444444"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00723","","","","3","1","0","0","0","0","0","0.5","6","0","0.5","0","","","","0","0","0","0.5","","0","0","0","16.66666667","16.66666667","0","0","0","0.166666667","33.33333333","0","0","5.555555556","5.555555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00724","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00725","","","","3","3","1","3","0","0.38","0","13","3","0.38","13.38","3","0.126666667","","0.126666667","1","1","0.126666667","4.333333333","100","2.840059791","4.222222222","4.222222222","144.4444444","148.6666667","1","1","0.126666667","4.333333333","100","4.222222222","4.222222222","144.4444444","148.6666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00726","","","","3","1","0","0","0","0","0","0.5","6","0","0.5","0","","","","0","0","0","0.5","","0","0","0","16.66666667","16.66666667","0","0","0","0.166666667","33.33333333","0","0","5.555555556","5.555555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00727","","","","3","2","2","0","2","0","0.06","4","5","0.06","4.06","2","","0.03","0.03","1","0","0.03","2","0","1.477832512","0","1","66.66666667","67.66666667","0.666666667","0","0.02","1.333333333","66.66666667","0","0.666666667","44.44444444","45.11111111"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00728","","","","3","3","1","1","0","0.2","0","4","5","0.2","4.2","1","0.2","","0.2","0.333333333","0.333333333","0.066666667","1.333333333","100","4.761904762","2.222222222","2.222222222","44.44444444","46.66666667","0.333333333","0.333333333","0.066666667","1.333333333","100","2.222222222","2.222222222","44.44444444","46.66666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00729","","","","3","2","2","0","2","0","0.16","8","3","0.16","8.16","2","","0.08","0.08","1","0","0.08","4","0","1.960784314","0","2.666666667","133.3333333","136","0.666666667","0","0.053333333","2.666666667","66.66666667","0","1.777777778","88.88888889","90.66666667"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00730","","","","3","2","2","6","1","0.96","0.06","0.5","4","1.02","1.52","7","0.16","0.06","0.145714286","3.5","3","0.51","0.25","85.71428571","67.10526316","16","17","8.333333333","25.33333333","2.333333333","2","0.34","0.166666667","66.66666667","10.66666667","11.33333333","5.555555556","16.88888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00731","","","","3","3","3","11","0","3.22","0","5","3","3.22","8.22","11","0.292727273","","0.292727273","3.666666667","3.666666667","1.073333333","1.666666667","100","39.17274939","35.77777778","35.77777778","55.55555556","91.33333333","3.666666667","3.666666667","1.073333333","1.666666667","100","35.77777778","35.77777778","55.55555556","91.33333333"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00732","","","","3","1","0","0","0","0","0","0.5","4","0","0.5","0","","","","0","0","0","0.5","","0","0","0","16.66666667","16.66666667","0","0","0","0.166666667","33.33333333","0","0","5.555555556","5.555555556"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00733","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00734","","","","3","1","1","0","1","0","0.06","0.5","5","0.06","0.56","1","","0.06","0.06","1","0","0.06","0.5","0","10.71428571","0","2","16.66666667","18.66666667","0.333333333","0","0.02","0.166666667","33.33333333","0","0.666666667","5.555555556","6.222222222"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00801","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00802","","","","3","2","2","0","5","0","0.16","5","3","0.16","5.16","5","","0.032","0.032","2.5","0","0.08","2.5","0","3.100775194","0","2.666666667","83.33333333","86","1.666666667","0","0.053333333","1.666666667","66.66666667","0","1.777777778","55.55555556","57.33333333"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00803","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00804","","","","3","2","2","3","0","0.34","0","0.5","6","0.34","0.84","3","0.113333333","","0.113333333","1.5","1.5","0.17","0.25","100","40.47619048","5.666666667","5.666666667","8.333333333","14","1","1","0.113333333","0.166666667","66.66666667","3.777777778","3.777777778","5.555555556","9.333333333"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00805","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00806","","","","3","2","2","0","2","0","0.16","0.5","6","0.16","0.66","2","","0.08","0.08","1","0","0.08","0.25","0","24.24242424","0","2.666666667","8.333333333","11","0.666666667","0","0.053333333","0.166666667","66.66666667","0","1.777777778","5.555555556","7.333333333"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00807","","","","3","3","3","5","2","2.72","0.1","5","5","2.82","7.82","7","0.544","0.05","0.402857143","2.333333333","1.666666667","0.94","1.666666667","71.42857143","36.06138107","30.22222222","31.33333333","55.55555556","86.88888889","2.333333333","1.666666667","0.94","1.666666667","100","30.22222222","31.33333333","55.55555556","86.88888889"
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00808","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018FMS-ST02","","","","","","","","","GHP2018FMS-ST02-00809","","","","3","2","1","0","1","0","0.1","0.5","4","0.1","0.6","1","","0.1","0.1","0.5","0","0.05","0.25","0","16.66666667","0","1.666666667","8.333333333","10","0.333333333","0","0.033333333","0.166666667","66.66666667","0","1.111111111","5.555555556","6.666666667"
