"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014OHW-AT04","","","","","","","","","GHP2014OHW-AT04-00001","","","","5","0","2.06","1.26","20.28","50.53","0.14","0.94","3","52","59","44","44","45","42","1","8","7.14","4","69.11","3","40.13457352","6","8","6.12","9","3","4","17.4","3.9","21.5","21.3","42.8","111","0.334615385","0.066101695","0.191891892","2.522727273","2.466666667","1.181818182","1.155555556","0.484090909","0.473333333","0.488636364","0.477777778","46.84684685","49.76635514","97.77777778","8.54866416","12.88888889","13.18181818","15.77777778","16.13636364","15.92592593","16.28787879","6.332343822","6.476260727","31.7037037","32.42424242"
"","","GHP2014OHW-AT04","","","","","","","","","GHP2014OHW-AT04-00010","","","","4","0","2.16","1.25","22.91","50.43","0.78","1.78","2","29","50","42","42","45","36","5","9","5.14","2","67.29","2","45.42930795","5","4","8.77","6","1","3","4.5","0.9","10.5","5.4","15.9","79","0.155172414","0.018","0.06835443","1.880952381","1.755555556","0.69047619","0.644444444","0.128571429","0.12","0.25","0.233333333","36.70886076","33.96226415","93.33333333","2.453182629","3.333333333","3.571428571","4","4.285714286","7.777777778","8.333333333","1.817172318","1.946970341","11.77777778","12.61904762"
"","","GHP2014OHW-AT04","","","","","","","","","GHP2014OHW-AT04-00011","","","","2","0","1.99","1.17","20.12","50.22","0.97","1.79","3","38","90","44","44","45","44","4","7","5.08","4","67.33","3","40.06371963","5","7","4.46","7","1","3","8.6","7","13.5","15.6","29.1","128","0.226315789","0.077777778","0.121875","2.909090909","2.844444444","0.863636364","0.844444444","0.354545455","0.346666667","0.306818182","0.3","29.6875","53.60824742","97.77777778","6.249940263","6.37037037","6.515151515","11.55555556","11.81818182","10","10.22727273","4.62958538","4.734803229","21.55555556","22.04545455"
"","","GHP2014OHW-AT04","","","","","","","","","GHP2014OHW-AT04-00012","","","","3","0","1.91","1.15","20.06","50.81","0.78","1.82","2","102","95","42","42","45","42","5","8","5.14","3","66.95","3","39.48041724","5","6","7.78","6","1","3","23.9","5.7","6","29.6","35.6","197","0.234313725","0.06","0.150253807","4.69047619","4.377777778","2.428571429","2.266666667","0.704761905","0.657777778","0.142857143","0.133333333","51.77664975","83.14606742","93.33333333","11.6862035","17.7037037","18.96825397","21.92592593","23.49206349","4.444444444","4.761904762","8.656447039","9.274764685","26.37037037","28.25396825"
"","","GHP2014OHW-AT04","","","","","","","","","GHP2014OHW-AT04-00013","","","","2","","3.15","1.88","11.83","50.5","3.34","5.54","3","70","74","36","36","45","36","8","6","6.89","5","45.57","5","23.42574257","5","7","19.3","7","3","4","17.3","5.4","5","22.7","27.7","144","0.247142857","0.072972973","0.157638889","4","3.2","1.944444444","1.555555556","0.630555556","0.504444444","0.138888889","0.111111111","48.61111111","81.94945848","80","5.317643564","12.81481481","16.01851852","16.81481481","21.01851852","3.703703704","4.62962963","3.938995233","4.923744041","20.51851852","25.64814815"
"","","GHP2014OHW-AT04","","","","","","","","","GHP2014OHW-AT04-00014","","","","3","6","1.92","1.09","16.46","50.76","1.49","2.39","2","93","91","45","45","45","45","6","3","3.46","2","61.07","2","32.42710796","6","6","13.48","9","3","1","19.2","3.5","9","22.7","31.7","184","0.206451613","0.038461538","0.123369565","4.088888889","4.088888889","2.066666667","2.066666667","0.504444444","0.504444444","0.2","0.2","50.54347826","71.60883281","100","7.360953507","14.22222222","14.22222222","16.81481481","16.81481481","6.666666667","6.666666667","5.452558153","5.452558153","23.48148148","23.48148148"
"","","GHP2014OHW-AT04","","","","","","","","","GHP2014OHW-AT04-00015","","","","3","0","2.04","1.24","20.85","50.98","0.3","1.3","2","34","50","40","40","45","33","3","7","6.32","2","67.5","3","40.89839153","5","6","4.62","8","4","3","8.5","3.3","19.5","11.8","31.3","84","0.25","0.066","0.14047619","2.1","1.866666667","0.85","0.755555556","0.295","0.262222222","0.4875","0.433333333","40.47619048","37.69968051","88.88888889","4.8260102","6.296296296","7.083333333","8.740740741","9.833333333","14.44444444","16.25","3.57482237","4.021675167","23.18518519","26.08333333"
"","","GHP2014OHW-AT04","","","","","","","","","GHP2014OHW-AT04-00016","","","","3","0","1.75","0.98","19.97","50.59","1.28","2.08","2","60","15","40","40","45","40","3","7","3.77","3","66.29","5","39.47420439","5","8","7.73","6","3","4","6.8","1.6","13","8.4","21.4","75","0.113333333","0.106666667","0.112","1.875","1.666666667","1.5","1.333333333","0.21","0.186666667","0.325","0.288888889","80","39.25233645","88.88888889","3.315833169","5.037037037","5.666666667","6.222222222","7","9.62962963","10.83333333","2.456172717","2.763194307","15.85185185","17.83333333"
"","","GHP2014OHW-AT04","","","","","","","","","GHP2014OHW-AT04-00017","","","","3","0","1.78","1.13","21.13","50.79","0.04","0.84","2","50","59","39","39","45","37","1","8","4.7","4","70.8","3","41.60267769","5","8","5.97","9","4","4","17","4.3","18","21.3","39.3","109","0.34","0.072881356","0.195412844","2.794871795","2.422222222","1.282051282","1.111111111","0.546153846","0.473333333","0.461538462","0.4","45.87155963","54.19847328","86.66666667","8.861370348","12.59259259","14.52991453","15.77777778","18.20512821","13.33333333","15.38461538","6.563978036","7.573820811","29.11111111","33.58974359"
"","","GHP2014OHW-AT04","","","","","","","","","GHP2014OHW-AT04-00018","","","","4","0","1.75","0.99","21.75","50.3","0.68","1.6","2","40","44","42","42","45","37","5","9","3.4","2","68.1","3","43.24055666","5","5","8.84","6","3","3","6","2.3","13.5","8.3","21.8","84","0.15","0.052272727","0.098809524","2","1.866666667","0.952380952","0.888888889","0.197619048","0.184444444","0.321428571","0.3","47.61904762","38.0733945","93.33333333","3.588966203","4.444444444","4.761904762","6.148148148","6.587301587","10","10.71428571","2.658493484","2.848385875","16.14814815","17.3015873"
"","","GHP2014OHW-AT04","","","","","","","","","GHP2014OHW-AT04-00019","","","","3","0","1.81","1.08","20.06","50.05","0.57","1.42","2","42","70","32","32","45","29","5","3","4.64","4","68.94","2","40.07992008","6","8","6.61","8","5","4","12.1","4.2","6","16.3","22.3","112","0.288095238","0.06","0.145535714","3.5","2.488888889","1.3125","0.933333333","0.509375","0.362222222","0.1875","0.133333333","37.5","73.0941704","71.11111111","6.533026973","8.962962963","12.60416667","12.07407407","16.97916667","4.444444444","6.25","4.839279239","6.80523643","16.51851852","23.22916667"
"","","GHP2014OHW-AT04","","","","","","","","","GHP2014OHW-AT04-00002","","","","3","6.08","2.03","1.18","15.98","50.43","1.42","2.29","3","75","62","45","45","45","45","6","3","3.62","3","60.05","3","31.68748761","7","7","13.27","8","1","1","13.2","3.5","8","16.7","24.7","137","0.176","0.056451613","0.12189781","3.044444444","3.044444444","1.666666667","1.666666667","0.371111111","0.371111111","0.177777778","0.177777778","54.74452555","67.61133603","100","5.29181043","9.777777778","9.777777778","12.37037037","12.37037037","5.925925926","5.925925926","3.919859578","3.919859578","18.2962963","18.2962963"
