"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00019","","","","3","5.2462292","1.721379995","0.768639028","18.42","48.65","2.006596088","3.418271065","2","22","27","30","21","30","19","3.722661972","2","68.90729523","3","37.8622816","3","5","11.80533695","6","4","5","2.5","0.5","22.2","3","25.2","49","0.113636364","0.018518519","0.06122449","2.333333333","1.633333333","1.047619048","0.733333333","0.142857143","0.1","1.057142857","0.74","44.89795918","11.9047619","70","1.135868448","2.777777778","3.968253968","3.333333333","4.761904762","24.66666667","35.23809524","1.262076053","1.802965791","28","40"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00002","","","","3","3.0237083","1.504294991","0.836920977","15.24","48.79","3.840221882","5.54561615","1","23","46","30","28","30","28","2.758526087","3","61.21315384","2","31.235909","3","3","14.0073452","6","3","4","3.6","1.7","10.4","5.3","15.7","69","0.156521739","0.036956522","0.076811594","2.464285714","2.3","0.821428571","0.766666667","0.189285714","0.176666667","0.371428571","0.346666667","33.33333333","33.75796178","93.33333333","1.655503177","4","4.285714286","5.888888889","6.30952381","11.55555556","12.38095238","1.839447974","1.970837115","17.44444444","18.69047619"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00020","","","","4","1.6329594","1.69375205","0.923153996","14.88","48.29","1.889546037","3.351327896","3","26","33","30","24","30","24","3.298187017","4","64.62776947","2","30.81383309","3","3","15.55309963","7","3","3","5.7","1.3","18","7","25","59","0.219230769","0.039393939","0.118644068","2.458333333","1.966666667","1.083333333","0.866666667","0.291666667","0.233333333","0.75","0.6","44.06779661","28","80","2.156968316","6.333333333","7.916666667","7.777777778","9.722222222","20","25","2.396631463","2.995789328","27.77777778","34.72222222"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00021","","","","3","19.1453476","2.333836079","1.159986019","12.13","48.79","5.078363895","7.280274868","2","15","24","25","23","30","23","4.729977131","2","54.41855621","3","24.86165198","3","3","16.19666481","7","5","3","3.1","1","17.4","4.1","21.5","39","0.206666667","0.041666667","0.105128205","1.695652174","1.3","0.652173913","0.5","0.17826087","0.136666667","0.756521739","0.58","38.46153846","19.06976744","76.66666667","1.019327731","3.444444444","4.492753623","4.555555556","5.942028986","19.33333333","25.2173913","1.132586368","1.477286567","23.88888889","31.15942029"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00022","","","","3","0","1.90159595","0.833966017","18.31","49.02","1.597947955","2.432615042","1","22","40","30","24","30","24","4.206902027","2","66.42079163","3","37.35210118","3","5","14.51729679","5","4","5","3.7","1.7","11.6","5.4","17","62","0.168181818","0.0425","0.087096774","2.583333333","2.066666667","0.916666667","0.733333333","0.225","0.18","0.483333333","0.386666667","35.48387097","31.76470588","80","2.017013464","4.111111111","5.138888889","6","7.5","12.88888889","16.11111111","2.241126071","2.801407589","18.88888889","23.61111111"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00023","","","","3","3.6206169","1.904203057","0.945439994","16.42","48.31","1.96012795","3.603101015","1","20","12","30","21","30","18","3.58663702","2","70.44682312","2","33.98882219","3","5","11.81748104","6","3","4","2.2","0.6","10","2.8","12.8","32","0.11","0.05","0.0875","1.523809524","1.066666667","0.952380952","0.666666667","0.133333333","0.093333333","0.476190476","0.333333333","62.5","21.875","70","0.951687021","2.444444444","3.492063492","3.111111111","4.444444444","11.11111111","15.87301587","1.057430024","1.51061432","14.22222222","20.31746032"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00024","","","","3","0","2.394465923","1.067980051","17.91","48.32","1.886155963","3.758229971","2","7","18","16","12","30","12","4.608060837","2","60.84324646","2","37.06539735","3","5","19.45705795","5","4","6","1.1","1","6.4","2.1","8.5","25","0.157142857","0.055555556","0.084","2.083333333","0.833333333","0.583333333","0.233333333","0.175","0.07","0.533333333","0.213333333","28","24.70588235","40","0.778373344","1.222222222","3.055555556","2.333333333","5.833333333","7.111111111","17.77777778","0.864859272","2.162148179","9.444444444","23.61111111"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00025","","","","4","33.3130341","2.253070116","1.297996044","10.86","48.63","5.339203835","8.35303688","2","47","26","25","20","30","20","3.472141027","3","47.22709656","2","22.33189389","3","2","22.88050842","6","3","4","9.4","1.3","6","10.7","16.7","73","0.2","0.05","0.146575342","3.65","2.433333333","2.35","1.566666667","0.535","0.356666667","0.3","0.2","64.38356164","64.07185629","66.66666667","2.389512647","10.44444444","15.66666667","11.88888889","17.83333333","6.666666667","10","2.655014052","3.982521078","18.55555556","27.83333333"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00026","","","","4","7.7211742","2.182130098","1.127675056","15.81","48.57","1.605031967","2.809516907","2","13","19","26","20","30","18","5.462498188","3","62.41938782","2","32.55095738","3","3","14.4270153","5","6","6","2.5","0.9","2.6","3.4","6","32","0.192307692","0.047368421","0.10625","1.6","1.066666667","0.65","0.433333333","0.17","0.113333333","0.13","0.086666667","40.625","56.66666667","66.66666667","1.106732551","2.777777778","4.166666667","3.777777778","5.666666667","2.888888889","4.333333333","1.229702834","1.844554252","6.666666667","10"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00027","","","","3","0.1049004","1.924772978","0.898276985","18.2","48.9","1.194983006","2.137094975","2","31","22","30","22","30","22","3.076678991","2","68.59381104","3","37.21881391","3","3","15.93270111","6","3","4","5.3","1.1","10.6","6.4","17","53","0.170967742","0.05","0.120754717","2.409090909","1.766666667","1.409090909","1.033333333","0.290909091","0.213333333","0.481818182","0.353333333","58.49056604","37.64705882","73.33333333","2.38200409","5.888888889","8.03030303","7.111111111","9.696969697","11.77777778","16.06060606","2.646671211","3.609097106","18.88888889","25.75757576"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00028","","","","3","5.7286015","1.823923945","0.795614004","16.54","48.31","4.858095169","7.006948948","2","27","12","30","19","30","18","3.438044071","2","64.45737457","3","34.23721797","3","3","9.269591331","7","4","3","5.6","0.6","19.2","6.2","25.4","39","0.207407407","0.05","0.158974359","2.052631579","1.3","1.421052632","0.9","0.326315789","0.206666667","1.010526316","0.64","69.23076923","24.40944882","63.33333333","2.122707514","6.222222222","9.824561404","6.888888889","10.87719298","21.33333333","33.68421053","2.358563904","3.72404827","28.22222222","44.56140351"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00029","","","","3","19.4373169","2.515285969","1.233693004","12.42","48.66","5.074612141","7.076037884","2","21","31","30","21","30","21","4.88391304","3","56.90688705","3","25.52404439","3","3","12.93370056","5","4","5","2.8","0.9","9.6","3.7","13.3","52","0.133333333","0.029032258","0.071153846","2.476190476","1.733333333","1","0.7","0.176190476","0.123333333","0.457142857","0.32","40.38461538","27.81954887","70","0.944389642","3.111111111","4.444444444","4.111111111","5.873015873","10.66666667","15.23809524","1.049321825","1.499031178","14.77777778","21.11111111"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00003","","","","3","0","1.596883059","0.923219025","18.57","49.08","1.057026982","2.185378075","1","17","30","30","24","30","24","3.406162024","2","71.70879364","2","37.83618582","3","3","11.72268105","7","3","4","2.8","0.9","14.6","3.7","18.3","47","0.164705882","0.03","0.078723404","1.958333333","1.566666667","0.708333333","0.566666667","0.154166667","0.123333333","0.608333333","0.486666667","36.17021277","20.21857923","80","1.399938875","3.111111111","3.888888889","4.111111111","5.138888889","16.22222222","20.27777778","1.555487639","1.944359549","20.33333333","25.41666667"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00030","","","","3","0","1.97815001","1.007256985","19.26","48.78","0.981999993","2.126173019","1","26","34","30","25","30","25","4.370341778","2","71.70641327","2","39.48339483","3","3","10.78314686","7","3","4","4","1.1","21.8","5.1","26.9","60","0.153846154","0.032352941","0.085","2.4","2","1.04","0.866666667","0.204","0.17","0.872","0.726666667","43.33333333","18.95910781","83.33333333","2.013653137","4.444444444","5.333333333","5.666666667","6.8","24.22222222","29.06666667","2.237392374","2.684870849","29.88888889","35.86666667"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00031","","","","3","0","1.984887004","0.961476982","17.88","48.77","1.176753998","2.475449085","1","8","9","24","14","30","12","3.918036938","2","68.74995422","3","36.6618823","3","5","15.31335354","6","3","4","1.4","0.4","10.2","1.8","12","17","0.175","0.044444444","0.105882353","1.214285714","0.566666667","0.571428571","0.266666667","0.128571429","0.06","0.728571429","0.34","47.05882353","15","46.66666667","0.659913881","1.555555556","3.333333333","2","4.285714286","11.33333333","24.28571429","0.733237646","1.571223527","13.33333333","28.57142857"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00032","","","","3","1.3687916","1.697932005","0.95945102","16.38","48.77","1.46758604","2.787482977","2","28","45","30","29","30","29","3.201519012","3","68.12874603","2","33.58622104","3","3","14.17566776","6","3","3","4.8","1.5","21.8","6.3","28.1","73","0.171428571","0.033333333","0.08630137","2.517241379","2.433333333","0.965517241","0.933333333","0.217241379","0.21","0.751724138","0.726666667","38.35616438","22.41992883","96.66666667","2.115931925","5.333333333","5.517241379","7","7.24137931","24.22222222","25.05747126","2.351035473","2.432105661","31.22222222","32.29885057"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00033","","","","3","7.9569855","1.963562012","0.916276991","15.33","48.69","5.181429863","7.647787094","2","24","18","27","17","30","16","3.411550999","3","63.64541626","3","31.4849045","3","3","9.527835846","6","3","4","4.5","0.4","13.2","4.9","18.1","42","0.1875","0.022222222","0.116666667","2.470588235","1.4","1.411764706","0.8","0.288235294","0.163333333","0.776470588","0.44","57.14285714","27.0718232","56.66666667","1.54276032","5","8.823529412","5.444444444","9.607843137","14.66666667","25.88235294","1.714178134","3.025020236","20.11111111","35.49019608"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00034","","","","3","7.6277733","1.957227945","0.997254014","16.79","48.57","1.360164046","2.477293968","2","21","25","30","25","30","23","4.911940098","3","63.52095795","3","34.56866378","3","3","14.84242725","5","6","7","2.4","0.7","2.8","3.1","5.9","46","0.114285714","0.028","0.067391304","1.84","1.533333333","0.84","0.7","0.124","0.103333333","0.112","0.093333333","45.65217391","52.54237288","83.33333333","1.071628577","2.666666667","3.2","3.444444444","4.133333333","3.111111111","3.733333333","1.190698419","1.428838103","6.555555556","7.866666667"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00035","","","","4","38.0659523","2.552994967","1.397317052","8.53","48.64","6.015767097","9.473759651","3","45","25","30","17","30","17","3.628529072","3","40.33186722","3","17.53700658","3","1","27.90822411","7","4","4","14.2","1.1","8","15.3","23.3","70","0.315555556","0.044","0.218571429","4.117647059","2.333333333","2.647058824","1.5","0.9","0.51","0.470588235","0.266666667","64.28571429","65.66523605","56.66666667","2.683162007","15.77777778","27.84313725","17","30","8.888888889","15.68627451","2.981291118","5.261101974","25.88888889","45.68627451"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00036","","","","3","0","2.388758898","1.164502025","17.43","48.55","2.036895037","4.192866802","2","9","10","30","20","30","18","5.121777058","2","59.67462921","2","35.90113285","5","5","18.84795761","5","5","6","1.1","0.4","8.4","1.5","9.9","19","0.122222222","0.04","0.078947368","0.95","0.633333333","0.45","0.3","0.075","0.05","0.42","0.28","47.36842105","15.15151515","66.66666667","0.538516993","1.222222222","1.833333333","1.666666667","2.5","9.333333333","14","0.598352214","0.897528321","11","16.5"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00037","","","","3","0.5905685","1.512987971","0.72220701","16.66","48.57","2.031291962","3.157632113","1","10","10","29","19","30","16","3.358340979","2","67.4552002","3","34.30100885","5","5","11.99418736","6","4","5","1.2","0.4","21.6","1.6","23.2","20","0.12","0.04","0.08","1.052631579","0.666666667","0.526315789","0.333333333","0.084210526","0.053333333","1.136842105","0.72","50","6.896551724","63.33333333","0.548816142","1.333333333","2.105263158","1.777777778","2.807017544","24","37.89473684","0.609795713","0.962835336","25.77777778","40.70175439"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00038","","","","3","0","2.097229004","0.936267972","17.68","48.55","1.861341","2.860821962","1","23","29","30","30","30","28","4.747023106","2","67.55916595","2","36.41606591","3","3","13.32953167","7","4","3","4.1","1.6","22.4","5.7","28.1","52","0.17826087","0.055172414","0.109615385","1.733333333","1.733333333","0.766666667","0.766666667","0.19","0.19","0.746666667","0.746666667","44.23076923","20.28469751","100","2.075715757","4.555555556","4.555555556","6.333333333","6.333333333","24.88888889","24.88888889","2.306350841","2.306350841","31.22222222","31.22222222"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00039","","","","3","0","1.750833988","0.845604002","20.99","48.28","1.240568042","2.262707949","2","15","28","30","24","30","24","4.038277149","3","73.2060318","2","43.47555924","3","3","10.16370106","6","3","4","2.8","1.7","12.8","4.5","17.3","43","0.186666667","0.060714286","0.104651163","1.791666667","1.433333333","0.625","0.5","0.1875","0.15","0.533333333","0.426666667","34.88372093","26.01156069","80","1.956400166","3.111111111","3.888888889","5","6.25","14.22222222","17.77777778","2.173777962","2.717222452","19.22222222","24.02777778"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00004","","","","3","0","2.061817884","1.028316021","20.74","48.64","1.274369955","2.421343088","1","10","25","30","27","30","19","4.603733063","2","71.96193695","2","42.63980263","5","5","10.88454247","6","3","5","1.5","0.9","6.2","2.4","8.6","35","0.15","0.036","0.068571429","1.296296296","1.166666667","0.37037037","0.333333333","0.088888889","0.08","0.22962963","0.206666667","28.57142857","27.90697674","90","1.023355263","1.666666667","1.851851852","2.666666667","2.962962963","6.888888889","7.654320988","1.137061404","1.263401559","9.555555556","10.61728395"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00040","","","","3","3.6945744","2.333723068","1.108271003","17.64","48.99","1.786463976","3.189549923","1","10","8","30","20","30","11","4.909041882","2","68.74044037","2","36.00734844","3","3","10.84554958","6","3","4","2.2","0.3","14.2","2.5","16.7","18","0.22","0.0375","0.138888889","0.9","0.6","0.5","0.333333333","0.125","0.083333333","0.71","0.473333333","55.55555556","14.97005988","66.66666667","0.900183711","2.444444444","3.666666667","2.777777778","4.166666667","15.77777778","23.66666667","1.000204123","1.500306185","18.55555556","27.83333333"
"","","GHP2016KMD-AT02","","","","","","","","","GHP2016KMD-AT02-00041","","","","4","2.7493343","2.357544899","1.201192975","18.2","48.74","2.283185005","3.736155987","2","26","28","28","22","30","22","4.596834183","3","64.76744843","3","37.34099302","3","5","12.92636013","6","4","5","3.8","1","9","4.8","13.8","54","0.146153846","0.035714286","0.088888889","2.454545455","1.8","1.181818182","0.866666667","0.218181818","0.16","0.409090909","0.3","48.14814815","34.7826087","73.33333333","1.792367665","4.222222222","5.757575758","5.333333333","7.272727273","10","13.63636364","1.991519628","2.715708584","15.33333333","20.90909091"
