"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Virus symptoms estimating 1-9|CO_331:0000193","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00131","","","","2.01","67.22","2.5161495","1.43","0.64","14.64","49.01","4.01","5.68","10.6","3","29.87145481","12","12","12","10","8","10","1","1","1","4","3","2","1.22","0.46","2.05","1.68","3.73","18","0.1525","0.046","0.093333333","1.5","1.5","0.666666667","0.666666667","0.14","0.14","0.170833333","0.170833333","44.44444444","45.04021448","100","0.501840441","3.388888889","3.388888889","4.666666667","4.666666667","5.694444444","5.694444444","1.394001224","1.394001224","10.36111111","10.36111111"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00132","","","","","","","","","","","","","","","","12","12","5","0","0","0","","","","","","6","0","0","2.45","0","2.45","0","","","","0","0","0","0","0","0","0.49","0.204166667","","0","41.66666667","","0","0","0","0","6.805555556","16.33333333","","","6.805555556","16.33333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00133","","","","","","","","","","","","","","","","12","12","6","0","0","0","","","","","","2","0","0","1.5","0","1.5","0","","","","0","0","0","0","0","0","0.25","0.125","","0","50","","0","0","0","0","4.166666667","8.333333333","","","4.166666667","8.333333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00134","","","","5.67","63.09","11.346693","2.33","1.22","15.91","49.09","1.33","1.94","10.76","1","32.40985944","12","12","8","4","4","1","3","2","1","3","4","3","0.61","0.1","2.25","0.71","2.96","5","0.1525","0.1","0.142","0.625","0.416666667","0.5","0.333333333","0.08875","0.059166667","0.28125","0.1875","80","23.98648649","66.66666667","0.230110002","1.694444444","2.541666667","1.972222222","2.958333333","6.25","9.375","0.63919445","0.958791675","8.222222222","12.33333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00135","","","","3.4","64.51","29.2471848","1.94","1.12","15.18","48.26","1.76","3.73","17.77","3","31.4546208","12","12","12","9","10","28","1","1","1","4","4","3","0.81","0.76","7.05","1.57","8.62","38","0.081","0.027142857","0.041315789","3.166666667","3.166666667","0.833333333","0.833333333","0.130833333","0.130833333","0.5875","0.5875","26.31578947","18.21345708","100","0.493837547","2.25","2.25","4.361111111","4.361111111","19.58333333","19.58333333","1.371770963","1.371770963","23.94444444","23.94444444"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00136","","","","3.16","74.3","0.029314","1.54","0.8","19.13","48.99","0.89","2.51","13.5","3","39.04878547","12","10","6","4","3","6","2","1","1","3","4","4","0.28","0.14","2.5","0.42","2.92","9","0.093333333","0.023333333","0.046666667","1.5","0.75","0.5","0.25","0.07","0.035","0.416666667","0.208333333","33.33333333","14.38356164","50","0.164004899","0.777777778","1.555555556","1.166666667","2.333333333","6.944444444","13.88888889","0.455569164","0.911138328","8.111111111","16.22222222"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00137","","","","5.74","64.32","0","2.16","1.37","14.49","48.47","1.86","3.31","11.22","2","29.89478028","12","12","7","4","3","6","1","1","1","2","4","3","0.48","0.26","3.55","0.74","4.29","9","0.16","0.043333333","0.082222222","1.285714286","0.75","0.428571429","0.25","0.105714286","0.061666667","0.507142857","0.295833333","33.33333333","17.24941725","58.33333333","0.221221374","1.333333333","2.285714286","2.055555556","3.523809524","9.861111111","16.9047619","0.614503817","1.053435115","11.91666667","20.42857143"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00138","","","","","","","","","","","","","","","","12","12","8","5","2","7","1","1","1","4","5","3","0.28","0.22","3.85","0.5","4.35","9","0.14","0.031428571","0.055555556","1.125","0.75","0.25","0.166666667","0.0625","0.041666667","0.48125","0.320833333","22.22222222","11.49425287","66.66666667","","0.777777778","1.166666667","1.388888889","2.083333333","10.69444444","16.04166667","","","12.08333333","18.125"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00139","","","","","","","","","","","","","","","","12","12","8","1","0","1","1","1","1","6","","3","0","0.06","2.05","0.06","2.11","1","","0.06","0.06","0.125","0.083333333","0","0","0.0075","0.005","0.25625","0.170833333","0","2.843601896","66.66666667","","0","0","0.166666667","0.25","5.694444444","8.541666667","","","5.861111111","8.791666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00140","","","","3.23","66.27","0","2.11","1.03","15.36","48.34","1.71","3.16","15.52","3","31.7749276","12","12","12","2","2","0","1","1","1","2","6","5","0.22","0","5.7","0.22","5.92","2","0.11","","0.11","0.166666667","0.166666667","0.166666667","0.166666667","0.018333333","0.018333333","0.475","0.475","100","3.716216216","100","0.069904841","0.611111111","0.611111111","0.611111111","0.611111111","15.83333333","15.83333333","0.194180113","0.194180113","16.44444444","16.44444444"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00141","","","","","","","","","","","","","","","","12","12","11","5","0","4","1","1","1","3","7","2","0","0.16","3.56","0.16","3.72","4","","0.04","0.04","0.363636364","0.333333333","0","0","0.014545455","0.013333333","0.323636364","0.296666667","0","4.301075269","91.66666667","","0","0","0.444444444","0.484848485","9.888888889","10.78787879","","","10.33333333","11.27272727"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00142","","","","2.35","63.94","0.5949039","1.61","0.73","14.89","48.3","5.91","8.45","7.44","3","30.82815735","12","12","10","6","10","35","1","1","1","2","4","4","1.52","1.04","6.85","2.56","9.41","45","0.152","0.029714286","0.056888889","4.5","3.75","1","0.833333333","0.256","0.213333333","0.685","0.570833333","22.22222222","27.20510096","83.33333333","0.789200828","4.222222222","5.066666667","7.111111111","8.533333333","19.02777778","22.83333333","2.192224523","2.630669427","26.13888889","31.36666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00143","","","","5.6","57.81","22.7424164","2.32","1.41","13.48","48.9","4.39","6.46","9.5","4","27.56646217","12","12","8","4","2","4","1","1","1","4","5","5","0.22","0.18","3.7","0.4","4.1","6","0.11","0.045","0.066666667","0.75","0.5","0.25","0.166666667","0.05","0.033333333","0.4625","0.308333333","33.33333333","9.756097561","66.66666667","0.110265849","0.611111111","0.916666667","1.111111111","1.666666667","10.27777778","15.41666667","0.306294024","0.459441036","11.38888889","17.08333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00144","","","","2.67","79.96","19.7466507","1.42","0.88","15.56","48.72","0.31","2.74","20.4","2","31.93760263","12","12","11","6","9","8","1","1","1","2","3","3","1.08","0.34","7.35","1.42","8.77","17","0.12","0.0425","0.083529412","1.545454545","1.416666667","0.818181818","0.75","0.129090909","0.118333333","0.668181818","0.6125","52.94117647","16.19156214","91.66666667","0.453513957","3","3.272727273","3.944444444","4.303030303","20.41666667","22.27272727","1.259760993","1.374284719","24.36111111","26.57575758"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00145","","","","3.29","64.72","15.4453201","1.82","0.87","14.56","49.07","4.42","6.58","7.9","3","29.67189729","12","11","7","5","6","6","1","1","1","3","2","2","1.32","0.32","4.95","1.64","6.59","12","0.22","0.053333333","0.136666667","1.714285714","1","0.857142857","0.5","0.234285714","0.136666667","0.707142857","0.4125","50","24.8861912","58.33333333","0.486619116","3.666666667","6.285714286","4.555555556","7.80952381","13.75","23.57142857","1.351719765","2.317233884","18.30555556","31.38095238"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00146","","","","","","","","","","","","","","","","12","10","9","0","0","0","","","","","","4","0","0","3.65","0","3.65","0","","","","0","0","0","0","0","0","0.405555556","0.304166667","","0","75","","0","0","0","0","10.13888889","13.51851852","","","10.13888889","13.51851852"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00147","","","","","","","","","","","","","","","","12","12","11","3","0","11","1","1","1","6","8","2","0","0.16","6.3","0.16","6.46","11","","0.014545455","0.014545455","1","0.916666667","0","0","0.014545455","0.013333333","0.572727273","0.525","0","2.476780186","91.66666667","","0","0","0.444444444","0.484848485","17.5","19.09090909","","","17.94444444","19.57575758"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00148","","","","2.52","62.78","7.6734371","1.87","0.88","14.89","48.35","3.42","4.78","10.14","3","30.79627715","12","12","8","1","0","3","1","1","1","7","8","7","0","0.1","1.85","0.1","1.95","3","","0.033333333","0.033333333","0.375","0.25","0","0","0.0125","0.008333333","0.23125","0.154166667","0","5.128205128","66.66666667","0.030796277","0","0","0.277777778","0.416666667","5.138888889","7.708333333","0.085545214","0.128317821","5.416666667","8.125"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00149","","","","","","","","","","","","","","","","12","12","7","0","0","0","","","","","","4","0","0","2.85","0","2.85","0","","","","0","0","0","0","0","0","0.407142857","0.2375","","0","58.33333333","","0","0","0","0","7.916666667","13.57142857","","","7.916666667","13.57142857"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00150","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00151","","","","5.7","65.21","0","2.14","1.36","14.79","48.5","0.56","1.91","16.42","3","30.49484536","12","12","8","6","10","9","2","1","1","4","3","1","1.02","0.26","4.35","1.28","5.63","19","0.102","0.028888889","0.067368421","2.375","1.583333333","1.25","0.833333333","0.16","0.106666667","0.54375","0.3625","52.63157895","22.73534636","66.66666667","0.390334021","2.833333333","4.25","3.555555556","5.333333333","12.08333333","18.125","1.084261168","1.626391753","15.63888889","23.45833333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00152","","","","","","","","","","","","","","","","12","6","2","0","0","0","","","","","","2","0","0","1.35","0","1.35","0","","","","0","0","0","0","0","0","0.675","0.1125","","0","16.66666667","","0","0","0","0","3.75","22.5","","","3.75","22.5"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00153","","","","2.74","57.56","19.5010109","1.86","0.79","12.57","48.49","7.1","9.26","5.63","2","25.92287069","12","12","11","5","4","5","2","1","1","5","4","2","0.84","0.26","6.85","1.1","7.95","9","0.21","0.052","0.122222222","0.818181818","0.75","0.363636364","0.333333333","0.1","0.091666667","0.622727273","0.570833333","44.44444444","13.83647799","91.66666667","0.285151578","2.333333333","2.545454545","3.055555556","3.333333333","19.02777778","20.75757576","0.792087716","0.86409569","22.08333333","24.09090909"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00154","","","","4.32","62.47","0","2.13","1.08","16.62","48.4","1.99","3.54","11.97","3","34.33884298","12","10","8","2","0","2","1","1","1","6","6","2","0","0.12","5.3","0.12","5.42","2","","0.06","0.06","0.25","0.166666667","0","0","0.015","0.01","0.6625","0.441666667","0","2.21402214","66.66666667","0.041206612","0","0","0.333333333","0.5","14.72222222","22.08333333","0.11446281","0.171694215","15.05555556","22.58333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00155","","","","3.25","61.34","25.6587906","1.85","0.88","15.39","49.06","3.37","4.76","11.89","5","31.36975132","12","12","9","5","5","4","2","1","1","4","2","3","1.61","0.16","3.2","1.77","4.97","9","0.322","0.04","0.196666667","1","0.75","0.555555556","0.416666667","0.196666667","0.1475","0.355555556","0.266666667","55.55555556","35.61368209","75","0.555244598","4.472222222","5.962962963","4.916666667","6.555555556","8.888888889","11.85185185","1.542346107","2.056461476","13.80555556","18.40740741"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00156","","","","4.63","68.77","0","2.01","1.03","18.08","49.06","3.01","5.22","9.35","2","36.85283327","12","12","5","2","2","3","1","1","1","1","4","4","0.32","0.18","2.2","0.5","2.7","5","0.16","0.06","0.1","1","0.416666667","0.4","0.166666667","0.1","0.041666667","0.44","0.183333333","40","18.51851852","41.66666667","0.184264166","0.888888889","2.133333333","1.388888889","3.333333333","6.111111111","14.66666667","0.511844906","1.228427776","7.5","18"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00157","","","","4.11","65.31","0","1.74","1.16","15.66","48.83","1.47","2.45","14.04","3","32.07044849","12","12","10","8","8","2","1","1","1","2","2","2","1.78","0.12","6.65","1.9","8.55","10","0.2225","0.06","0.19","1","0.833333333","0.8","0.666666667","0.19","0.158333333","0.665","0.554166667","80","22.22222222","83.33333333","0.609338521","4.944444444","5.933333333","5.277777778","6.333333333","18.47222222","22.16666667","1.692607004","2.031128405","23.75","28.5"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00158","","","","4.8","60.56","19.5086441","2.25","1.22","14.52","48.81","2.88","3.97","9.82","2","29.74800246","12","12","8","8","7","9","1","3","2","3","1","3","1.5","0.58","5.9","2.08","7.98","16","0.214285714","0.064444444","0.13","2","1.333333333","0.875","0.583333333","0.26","0.173333333","0.7375","0.491666667","43.75","26.06516291","66.66666667","0.618758451","4.166666667","6.25","5.777777778","8.666666667","16.38888889","24.58333333","1.718773475","2.578160213","22.16666667","33.25"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00159","","","","3.53","64.82","0","1.97","1.05","16.53","48.86","1.14","2.11","14.63","4","33.83135489","12","10","10","6","3","5","1","1","1","4","2","2","0.92","0.38","12.75","1.3","14.05","8","0.306666667","0.076","0.1625","0.8","0.666666667","0.3","0.25","0.13","0.108333333","1.275","1.0625","37.5","9.252669039","83.33333333","0.439807614","2.555555556","3.066666667","3.611111111","4.333333333","35.41666667","42.5","1.221687816","1.466025379","39.02777778","46.83333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00160","","","","6.6","62.17","0","2.3","1.57","14.35","49.08","1.76","3.11","11.38","2","29.23797881","12","12","7","2","2","1","1","3","1","3","5","3","0.42","0.1","7.2","0.52","7.72","3","0.21","0.1","0.173333333","0.428571429","0.25","0.285714286","0.166666667","0.074285714","0.043333333","1.028571429","0.6","66.66666667","6.735751295","58.33333333","0.15203749","1.166666667","2","1.444444444","2.476190476","20","34.28571429","0.422326361","0.723988047","21.44444444","36.76190476"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00161","","","","3.57","62.91","30.5546494","1.96","1.15","13.51","48.35","3.42","5.74","12.84","3","27.94208893","12","7","5","2","3","0","1","1","1","2","5","3","0.64","0","4.75","0.64","5.39","3","0.213333333","","0.213333333","0.6","0.25","0.6","0.25","0.128","0.053333333","0.95","0.395833333","100","11.87384045","41.66666667","0.178829369","1.777777778","4.266666667","1.777777778","4.266666667","13.19444444","31.66666667","0.496748248","1.192195795","14.97222222","35.93333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00162","","","","5.17","69.15","0","1.96","1.27","15.76","48.55","2.07","3.82","6.95","3","32.46138002","12","8","6","4","5","5","1","1","1","3","4","2","0.7","0.24","4.6","0.94","5.54","10","0.14","0.048","0.094","1.666666667","0.833333333","0.833333333","0.416666667","0.156666667","0.078333333","0.766666667","0.383333333","50","16.96750903","50","0.305136972","1.944444444","3.888888889","2.611111111","5.222222222","12.77777778","25.55555556","0.847602701","1.695205401","15.38888889","30.77777778"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00163","","","","2.76","64.29","1.2218704","1.82","0.77","14.92","48.21","4.93","6.86","7.13","2","30.94793611","12","11","6","5","5","3","1","1","1","2","1","3","1.26","0.18","6.05","1.44","7.49","8","0.252","0.06","0.18","1.333333333","0.666666667","0.833333333","0.416666667","0.24","0.12","1.008333333","0.504166667","62.5","19.22563418","50","0.44565028","3.5","7","4","8","16.80555556","33.61111111","1.237917445","2.475834889","20.80555556","41.61111111"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00164","","","","","","","","","","","","","","","","12","9","2","0","0","0","","","","","","4","0","0","1.9","0","1.9","0","","","","0","0","0","0","0","0","0.95","0.158333333","","0","16.66666667","","0","0","0","0","5.277777778","31.66666667","","","5.277777778","31.66666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00165","","","","2.97","66.54","3.3033257","1.63","0.94","15.44","49.01","4.22","6.37","6.87","3","31.50377474","12","12","8","6","5","14","4","2","1","2","4","4","0.82","0.38","8.15","1.2","9.35","19","0.164","0.027142857","0.063157895","2.375","1.583333333","0.625","0.416666667","0.15","0.1","1.01875","0.679166667","26.31578947","12.8342246","66.66666667","0.378045297","2.277777778","3.416666667","3.333333333","5","22.63888889","33.95833333","1.050125825","1.575188737","25.97222222","38.95833333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00166","","","","","","","","","","","","","","","","12","12","6","0","0","0","","","","","","3","0","0","2.55","0","2.55","0","","","","0","0","0","0","0","0","0.425","0.2125","","0","50","","0","0","0","0","7.083333333","14.16666667","","","7.083333333","14.16666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00167","","","","","","","","","","","","","","","","12","8","7","0","0","0","","","","","","2","0","0","1.95","0","1.95","0","","","","0","0","0","0","0","0","0.278571429","0.1625","","0","58.33333333","","0","0","0","0","5.416666667","9.285714286","","","5.416666667","9.285714286"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00168","","","","6.01","64.24","21.3528442","2.29","1.29","16.05","48.66","1.37","2.3","14.6","2","32.98397041","12","12","11","1","0","1","1","1","1","5","7","4","0","0.24","4.85","0.24","5.09","1","","0.24","0.24","0.090909091","0.083333333","0","0","0.021818182","0.02","0.440909091","0.404166667","0","4.715127701","91.66666667","0.079161529","0","0","0.666666667","0.727272727","13.47222222","14.6969697","0.219893136","0.239883421","14.13888889","15.42424242"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00169","","","","","","","","","","","","","","","","12","12","3","0","0","0","","","","","","4","0","0","3.15","0","3.15","0","","","","0","0","0","0","0","0","1.05","0.2625","","0","25","","0","0","0","0","8.75","35","","","8.75","35"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00170","","","","","","","","","","","","","","","","12","9","3","3","0","3","1","1","1","5","4","4","0","0.16","0.15","0.16","0.31","3","","0.053333333","0.053333333","1","0.25","0","0","0.053333333","0.013333333","0.05","0.0125","0","51.61290323","25","","0","0","0.444444444","1.777777778","0.416666667","1.666666667","","","0.861111111","3.444444444"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00171","","","","3.08","63.59","5.0591927","1.84","0.83","16.62","48.88","3.62","5.08","9.41","4","34.00163666","12","12","11","11","8","11","1","1","1","3","3","4","1.06","0.34","8.8","1.4","10.2","19","0.1325","0.030909091","0.073684211","1.727272727","1.583333333","0.727272727","0.666666667","0.127272727","0.116666667","0.8","0.733333333","42.10526316","13.7254902","91.66666667","0.476022913","2.944444444","3.212121212","3.888888889","4.242424242","24.44444444","26.66666667","1.32228587","1.442493677","28.33333333","30.90909091"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00172","","","","3.67","70.67","0","1.51","0.96","17.97","48.72","2.21","4.17","10.9","3","36.88423645","12","12","11","4","15","30","2","4","3","2","1","4","2.04","0.96","5.25","3","8.25","45","0.136","0.032","0.066666667","4.090909091","3.75","1.363636364","1.25","0.272727273","0.25","0.477272727","0.4375","33.33333333","36.36363636","91.66666667","1.106527094","5.666666667","6.181818182","8.333333333","9.090909091","14.58333333","15.90909091","3.073686371","3.353112405","22.91666667","25"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00173","","","","","","","","","","","","","","","","12","10","8","1","0","1","3","1","2","3","4","3","0","0.06","1.25","0.06","1.31","1","","0.06","0.06","0.125","0.083333333","0","0","0.0075","0.005","0.15625","0.104166667","0","4.580152672","66.66666667","","0","0","0.166666667","0.25","3.472222222","5.208333333","","","3.638888889","5.458333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00174","","","","5.96","63.76","0","2.23","1.35","15.61","48.71","1.17","2.62","15.83","3","32.04680764","12","12","5","5","7","12","2","1","1","4","5","1","0.74","0.48","8.95","1.22","10.17","19","0.105714286","0.04","0.064210526","3.8","1.583333333","1.4","0.583333333","0.244","0.101666667","1.79","0.745833333","36.84210526","11.99606686","41.66666667","0.390971053","2.055555556","4.933333333","3.388888889","8.133333333","24.86111111","59.66666667","1.086030703","2.606473688","28.25","67.8"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00175","","","","3.64","65.07","0","1.53","0.99","15.35","48.64","3.04","4.93","10.59","3","31.55838816","12","8","8","2","1","1","1","1","2","4","4","2","0.14","0.06","2.4","0.2","2.6","2","0.14","0.06","0.1","0.25","0.166666667","0.125","0.083333333","0.025","0.016666667","0.3","0.2","50","7.692307692","66.66666667","0.063116776","0.388888889","0.583333333","0.555555556","0.833333333","6.666666667","10","0.175324379","0.262986568","7.222222222","10.83333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00176","","","","5.27","63.72","15.8224258","2.37","1.26","15.67","49.05","0.47","1.59","12.68","2","31.94699286","12","12","9","7","3","8","1","1","1","4","5","4","0.38","0.3","4.85","0.68","5.53","11","0.126666667","0.0375","0.061818182","1.222222222","0.916666667","0.333333333","0.25","0.075555556","0.056666667","0.538888889","0.404166667","27.27272727","12.2965642","75","0.217239551","1.055555556","1.407407407","1.888888889","2.518518519","13.47222222","17.96296296","0.603443199","0.804590931","15.36111111","20.48148148"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00177","","","","3.37","64.33","3.8337517","1.89","1.07","13.47","48.58","3.27","4.76","10.65","3","27.72745986","12","12","7","2","2","5","1","1","1","4","4","4","0.32","0.24","5.55","0.56","6.11","7","0.16","0.048","0.08","1","0.583333333","0.285714286","0.166666667","0.08","0.046666667","0.792857143","0.4625","28.57142857","9.165302782","58.33333333","0.155273775","0.888888889","1.523809524","1.555555556","2.666666667","15.41666667","26.42857143","0.431316042","0.73939893","16.97222222","29.0952381"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00178","","","","","","","","","","","","","","","","12","12","3","1","0","1","1","1","1","2","9","9","0","0.1","0.6","0.1","0.7","1","","0.1","0.1","0.333333333","0.083333333","0","0","0.033333333","0.008333333","0.2","0.05","0","14.28571429","25","","0","0","0.277777778","1.111111111","1.666666667","6.666666667","","","1.944444444","7.777777778"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00179","","","","3.83","64.15","0","1.77","0.99","15.26","48.25","4.2","5.8","8.38","3","31.62694301","12","12","8","4","1","6","1","1","1","4","5","1","0.12","0.18","5.06","0.3","5.36","7","0.12","0.03","0.042857143","0.875","0.583333333","0.125","0.083333333","0.0375","0.025","0.6325","0.421666667","14.28571429","5.597014925","66.66666667","0.094880829","0.333333333","0.5","0.833333333","1.25","14.05555556","21.08333333","0.263557858","0.395336788","14.88888889","22.33333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00180","","","","2.97","69.93","18.3684349","1.57","0.68","17.44","49.1","3.11","4.5","6.19","3","35.51934827","12","12","9","4","2","11","1","1","1","5","5","3","0.14","0.36","3.35","0.5","3.85","13","0.07","0.032727273","0.038461538","1.444444444","1.083333333","0.222222222","0.166666667","0.055555556","0.041666667","0.372222222","0.279166667","15.38461538","12.98701299","75","0.177596741","0.388888889","0.518518519","1.388888889","1.851851852","9.305555556","12.40740741","0.493324282","0.657765709","10.69444444","14.25925926"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00181","","","","5.07","67.57","0","1.93","1.06","17.61","48.59","0.61","1.41","15.3","3","36.24202511","12","12","12","10","13","13","1","1","1","2","4","1","1.58","0.52","7.15","2.1","9.25","26","0.121538462","0.04","0.080769231","2.166666667","2.166666667","1.083333333","1.083333333","0.175","0.175","0.595833333","0.595833333","50","22.7027027","100","0.761082527","4.388888889","4.388888889","5.833333333","5.833333333","19.86111111","19.86111111","2.114118131","2.114118131","25.69444444","25.69444444"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00182","","","","","","","","","","","","","","","","12","10","7","1","0","1","1","1","1","5","9","4","0","0.04","5.85","0.04","5.89","1","","0.04","0.04","0.142857143","0.083333333","0","0","0.005714286","0.003333333","0.835714286","0.4875","0","0.679117148","58.33333333","","0","0","0.111111111","0.19047619","16.25","27.85714286","","","16.36111111","28.04761905"
