"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2016KMD-ST01","","","","","","","","","GHP2016KMD-ST01-00001","","","","3","2","46","30","22","18","30","18","3","3","3","6","3","3","11.3","1.3","18.3","12.6","30.9","76","0.245652174","0.043333333","0.165789474","4.222222222","2.533333333","2.555555556","1.533333333","0.7","0.42","1.016666667","0.61","60.52631579","40.77669903","60","12.55555556","20.92592593","14","23.33333333","20.33333333","33.88888889","34.33333333","57.22222222"
"","","GHP2016KMD-ST01","","","","","","","","","GHP2016KMD-ST01-00010","","","","3","1","50","28","30","28","30","27","2","3","5","7","4","3","8","0.9","12.2","8.9","21.1","78","0.16","0.032142857","0.114102564","2.785714286","2.6","1.785714286","1.666666667","0.317857143","0.296666667","0.435714286","0.406666667","64.1025641","42.18009479","93.33333333","8.888888889","9.523809524","9.888888889","10.5952381","13.55555556","14.52380952","23.44444444","25.11904762"
"","","GHP2016KMD-ST01","","","","","","","","","GHP2016KMD-ST01-00011","","","","3","1","9","5","10","5","30","5","2","3","5","5","3","4","1.6","0.2","6.2","1.8","8","14","0.177777778","0.04","0.128571429","2.8","0.466666667","1.8","0.3","0.36","0.06","1.24","0.206666667","64.28571429","22.5","16.66666667","1.777777778","10.66666667","2","12","6.888888889","41.33333333","8.888888889","53.33333333"
"","","GHP2016KMD-ST01","","","","","","","","","GHP2016KMD-ST01-00012","","","","3","1","23","9","30","28","30","23","2","3","5","7","3","3","2.7","0.6","21.2","3.3","24.5","32","0.117391304","0.066666667","0.103125","1.142857143","1.066666667","0.821428571","0.766666667","0.117857143","0.11","0.757142857","0.706666667","71.875","13.46938776","93.33333333","3","3.214285714","3.666666667","3.928571429","23.55555556","25.23809524","27.22222222","29.16666667"
"","","GHP2016KMD-ST01","","","","","","","","","GHP2016KMD-ST01-00013","","","","3","1","40","34","30","27","30","27","2","3","5","7","4","4","6.7","1","15.2","7.7","22.9","74","0.1675","0.029411765","0.104054054","2.740740741","2.466666667","1.481481481","1.333333333","0.285185185","0.256666667","0.562962963","0.506666667","54.05405405","33.62445415","90","7.444444444","8.271604938","8.555555556","9.50617284","16.88888889","18.7654321","25.44444444","28.27160494"
"","","GHP2016KMD-ST01","","","","","","","","","GHP2016KMD-ST01-00014","","","","3","1","63","24","27","24","30","24","2","3","3","6","4","3","11.5","0.9","11","12.4","23.4","87","0.182539683","0.0375","0.142528736","3.625","2.9","2.625","2.1","0.516666667","0.413333333","0.458333333","0.366666667","72.4137931","52.99145299","80","12.77777778","15.97222222","13.77777778","17.22222222","12.22222222","15.27777778","26","32.5"
"","","GHP2016KMD-ST01","","","","","","","","","GHP2016KMD-ST01-00015","","","","3","1","72","50","30","28","30","28","2","3","3","6","2","4","18.2","2.2","14.6","20.4","35","122","0.252777778","0.044","0.167213115","4.357142857","4.066666667","2.571428571","2.4","0.728571429","0.68","0.521428571","0.486666667","59.01639344","58.28571429","93.33333333","20.22222222","21.66666667","22.66666667","24.28571429","16.22222222","17.38095238","38.88888889","41.66666667"
"","","GHP2016KMD-ST01","","","","","","","","","GHP2016KMD-ST01-00016","","","","3","1","30","1","30","17","30","17","2","3","3","9","3","2","5.6","0.1","37.2","5.7","42.9","31","0.186666667","0.1","0.183870968","1.823529412","1.033333333","1.764705882","1","0.335294118","0.19","2.188235294","1.24","96.77419355","13.28671329","56.66666667","6.222222222","10.98039216","6.333333333","11.17647059","41.33333333","72.94117647","47.66666667","84.11764706"
"","","GHP2016KMD-ST01","","","","","","","","","GHP2016KMD-ST01-00017","","","","3","1","50","46","30","26","30","26","2","3","3","8","3","3","9.3","2.1","30.4","11.4","41.8","96","0.186","0.045652174","0.11875","3.692307692","3.2","1.923076923","1.666666667","0.438461538","0.38","1.169230769","1.013333333","52.08333333","27.27272727","86.66666667","10.33333333","11.92307692","12.66666667","14.61538462","33.77777778","38.97435897","46.44444444","53.58974359"
"","","GHP2016KMD-ST01","","","","","","","","","GHP2016KMD-ST01-00018","","","","","","0","0","28","10","30","0","","","","7","4","3","0","0","16.8","0","16.8","0","","","","0","0","0","0","0","0","1.68","0.56","","0","33.33333333","0","0","0","0","18.66666667","56","18.66666667","56"
