"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00619","","","","4","3","3","2","2","2","0.2","0.08","0.86","0.28","1.14","4","0.1","0.04","0.07","1.333333333","0.666666667","0.093333333","0.286666667","50","24.56140351","2.222222222","3.111111111","9.555555556","12.66666667","1","0.5","0.07","0.215","75","1.666666667","2.333333333","7.166666667","9.5"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00602","","","","4","4","4","4","0","7","0","0.32","4.3","0.32","4.62","7","","0.045714286","0.045714286","1.75","0","0.08","1.075","0","6.926406926","0","2.666666667","35.83333333","38.5","1.75","0","0.08","1.075","100","0","2.666666667","35.83333333","38.5"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00620","","","","4","4","4","4","4","3","0.52","0.16","2.82","0.68","3.5","7","0.13","0.053333333","0.097142857","1.75","1","0.17","0.705","57.14285714","19.42857143","4.333333333","5.666666667","23.5","29.16666667","1.75","1","0.17","0.705","100","4.333333333","5.666666667","23.5","29.16666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00621","","","","4","4","3","3","7","4","1.22","0.14","2.2","1.36","3.56","11","0.174285714","0.035","0.123636364","3.666666667","2.333333333","0.453333333","0.733333333","63.63636364","38.20224719","13.55555556","15.11111111","24.44444444","39.55555556","2.75","1.75","0.34","0.55","75","10.16666667","11.33333333","18.33333333","29.66666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00622","","","","4","3","2","2","0","7","0","0.34","1.42","0.34","1.76","7","","0.048571429","0.048571429","3.5","0","0.17","0.71","0","19.31818182","0","5.666666667","23.66666667","29.33333333","1.75","0","0.085","0.355","50","0","2.833333333","11.83333333","14.66666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00623","","","","4","4","3","2","2","4","0.28","0.16","2.22","0.44","2.66","6","0.14","0.04","0.073333333","2","0.666666667","0.146666667","0.74","33.33333333","16.54135338","3.111111111","4.888888889","24.66666667","29.55555556","1.5","0.5","0.11","0.555","75","2.333333333","3.666666667","18.5","22.16666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00624","","","","4","4","4","4","2","2","0.24","0.14","1.72","0.38","2.1","4","0.12","0.07","0.095","1","0.5","0.095","0.43","50","18.0952381","2","3.166666667","14.33333333","17.5","1","0.5","0.095","0.43","100","2","3.166666667","14.33333333","17.5"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00625","","","","4","4","4","4","5","16","1.12","0.52","1.78","1.64","3.42","21","0.224","0.0325","0.078095238","5.25","1.25","0.41","0.445","23.80952381","47.95321637","9.333333333","13.66666667","14.83333333","28.5","5.25","1.25","0.41","0.445","100","9.333333333","13.66666667","14.83333333","28.5"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00626","","","","4","4","3","2","2","11","0.4","0.18","2","0.58","2.58","13","0.2","0.016363636","0.044615385","4.333333333","0.666666667","0.193333333","0.666666667","15.38461538","22.48062016","4.444444444","6.444444444","22.22222222","28.66666667","3.25","0.5","0.145","0.5","75","3.333333333","4.833333333","16.66666667","21.5"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00627","","","","4","4","4","4","4","19","0.44","0.38","4.84","0.82","5.66","23","0.11","0.02","0.035652174","5.75","1","0.205","1.21","17.39130435","14.48763251","3.666666667","6.833333333","40.33333333","47.16666667","5.75","1","0.205","1.21","100","3.666666667","6.833333333","40.33333333","47.16666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00628","","","","4","4","4","3","0","14","0","0.26","1.37","0.26","1.63","14","","0.018571429","0.018571429","3.5","0","0.065","0.3425","0","15.95092025","0","2.166666667","11.41666667","13.58333333","3.5","0","0.065","0.3425","100","0","2.166666667","11.41666667","13.58333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00603","","","","4","1","1","","0","2","0","0.08","0.98","0.08","1.06","2","","0.04","0.04","2","0","0.08","0.98","0","7.547169811","0","2.666666667","32.66666667","35.33333333","0.5","0","0.02","0.245","25","0","0.666666667","8.166666667","8.833333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00604","","","","4","4","3","0","0","0","0","0","1.48","0","1.48","0","","","","0","0","0","0.493333333","","0","0","0","16.44444444","16.44444444","0","0","0","0.37","75","0","0","12.33333333","12.33333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00605","","","","4","4","4","1","0","1","0","0.08","0.94","0.08","1.02","1","","0.08","0.08","0.25","0","0.02","0.235","0","7.843137255","0","0.666666667","7.833333333","8.5","0.25","0","0.02","0.235","100","0","0.666666667","7.833333333","8.5"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00606","","","","4","3","3","1","2","1","0.28","0.08","0.74","0.36","1.1","3","0.14","0.08","0.12","1","0.666666667","0.12","0.246666667","66.66666667","32.72727273","3.111111111","4","8.222222222","12.22222222","0.75","0.5","0.09","0.185","75","2.333333333","3","6.166666667","9.166666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00607","","","","4","2","2","2","2","3","0.46","0.12","2.08","0.58","2.66","5","0.23","0.04","0.116","2.5","1","0.29","1.04","40","21.80451128","7.666666667","9.666666667","34.66666667","44.33333333","1.25","0.5","0.145","0.52","50","3.833333333","4.833333333","17.33333333","22.16666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00608","","","","4","4","4","1","2","4","0.32","0.1","3.12","0.42","3.54","6","0.16","0.025","0.07","1.5","0.5","0.105","0.78","33.33333333","11.86440678","2.666666667","3.5","26","29.5","1.5","0.5","0.105","0.78","100","2.666666667","3.5","26","29.5"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00609","","","","4","4","4","4","4","7","0.62","0.2","1.64","0.82","2.46","11","0.155","0.028571429","0.074545455","2.75","1","0.205","0.41","36.36363636","33.33333333","5.166666667","6.833333333","13.66666667","20.5","2.75","1","0.205","0.41","100","5.166666667","6.833333333","13.66666667","20.5"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00701","","","","4","3","2","2","0","","0","","1","","","","","","","","0","","0.5","","","0","","16.66666667","","","0","","0.25","50","0","","8.333333333",""
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00710","","","","4","4","4","4","6","13","0.72","0.38","1.58","1.1","2.68","19","0.12","0.029230769","0.057894737","4.75","1.5","0.275","0.395","31.57894737","41.04477612","6","9.166666667","13.16666667","22.33333333","4.75","1.5","0.275","0.395","100","6","9.166666667","13.16666667","22.33333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00711","","","","4","4","3","3","4","13","0.52","0.44","1.24","0.96","2.2","17","0.13","0.033846154","0.056470588","5.666666667","1.333333333","0.32","0.413333333","23.52941176","43.63636364","5.777777778","10.66666667","13.77777778","24.44444444","4.25","1","0.24","0.31","75","4.333333333","8","10.33333333","18.33333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00712","","","","4","3","3","3","3","4","0.74","0.34","2.84","1.08","3.92","7","0.246666667","0.085","0.154285714","2.333333333","1","0.36","0.946666667","42.85714286","27.55102041","8.222222222","12","31.55555556","43.55555556","1.75","0.75","0.27","0.71","75","6.166666667","9","23.66666667","32.66666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00713","","","","4","4","4","4","3","11","0.3","0.34","2.04","0.64","2.68","14","0.1","0.030909091","0.045714286","3.5","0.75","0.16","0.51","21.42857143","23.88059701","2.5","5.333333333","17","22.33333333","3.5","0.75","0.16","0.51","100","2.5","5.333333333","17","22.33333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00714","","","","4","4","3","2","3","2","0.52","0.1","1.82","0.62","2.44","5","0.173333333","0.05","0.124","1.666666667","1","0.206666667","0.606666667","60","25.40983607","5.777777778","6.888888889","20.22222222","27.11111111","1.25","0.75","0.155","0.455","75","4.333333333","5.166666667","15.16666667","20.33333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00715","","","","4","4","4","3","5","6","0.8","0.2","2.48","1","3.48","11","0.16","0.033333333","0.090909091","2.75","1.25","0.25","0.62","45.45454545","28.73563218","6.666666667","8.333333333","20.66666667","29","2.75","1.25","0.25","0.62","100","6.666666667","8.333333333","20.66666667","29"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00716","","","","4","4","3","3","6","7","0.88","0.24","1.98","1.12","3.1","13","0.146666667","0.034285714","0.086153846","4.333333333","2","0.373333333","0.66","46.15384615","36.12903226","9.777777778","12.44444444","22","34.44444444","3.25","1.5","0.28","0.495","75","7.333333333","9.333333333","16.5","25.83333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00717","","","","4","4","4","4","7","14","0.7","0.4","4.44","1.1","5.54","21","0.1","0.028571429","0.052380952","5.25","1.75","0.275","1.11","33.33333333","19.85559567","5.833333333","9.166666667","37","46.16666667","5.25","1.75","0.275","1.11","100","5.833333333","9.166666667","37","46.16666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00718","","","","4","4","4","3","3","7","0.66","0.26","1.56","0.92","2.48","10","0.22","0.037142857","0.092","2.5","0.75","0.23","0.39","30","37.09677419","5.5","7.666666667","13","20.66666667","2.5","0.75","0.23","0.39","100","5.5","7.666666667","13","20.66666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00719","","","","4","4","4","2","0","9","0","0.18","1.08","0.18","1.26","9","","0.02","0.02","2.25","0","0.045","0.27","0","14.28571429","0","1.5","9","10.5","2.25","0","0.045","0.27","100","0","1.5","9","10.5"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00702","","","","4","4","4","3","4","8","0.56","0.3","2.64","0.86","3.5","12","0.14","0.0375","0.071666667","3","1","0.215","0.66","33.33333333","24.57142857","4.666666667","7.166666667","22","29.16666667","3","1","0.215","0.66","100","4.666666667","7.166666667","22","29.16666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00720","","","","4","4","4","4","6","12","0.94","0.32","2.02","1.26","3.28","18","0.156666667","0.026666667","0.07","4.5","1.5","0.315","0.505","33.33333333","38.41463415","7.833333333","10.5","16.83333333","27.33333333","4.5","1.5","0.315","0.505","100","7.833333333","10.5","16.83333333","27.33333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00721","","","","4","4","4","4","4","12","1.08","0.4","1.78","1.48","3.26","16","0.27","0.033333333","0.0925","4","1","0.37","0.445","25","45.39877301","9","12.33333333","14.83333333","27.16666667","4","1","0.37","0.445","100","9","12.33333333","14.83333333","27.16666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00722","","","","4","3","3","2","4","2","1.16","0.08","1.72","1.24","2.96","6","0.29","0.04","0.206666667","2","1.333333333","0.413333333","0.573333333","66.66666667","41.89189189","12.88888889","13.77777778","19.11111111","32.88888889","1.5","1","0.31","0.43","75","9.666666667","10.33333333","14.33333333","24.66666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00723","","","","4","4","3","3","7","6","1.12","0.22","1.74","1.34","3.08","13","0.16","0.036666667","0.103076923","4.333333333","2.333333333","0.446666667","0.58","53.84615385","43.50649351","12.44444444","14.88888889","19.33333333","34.22222222","3.25","1.75","0.335","0.435","75","9.333333333","11.16666667","14.5","25.66666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00724","","","","4","2","1","1","2","0","0.52","0","0.52","0.52","1.04","2","0.26","","0.26","2","2","0.52","0.52","100","50","17.33333333","17.33333333","17.33333333","34.66666667","0.5","0.5","0.13","0.13","25","4.333333333","4.333333333","4.333333333","8.666666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00725","","","","4","2","1","1","1","0","0.1","0","1.48","0.1","1.58","1","0.1","","0.1","1","1","0.1","1.48","100","6.329113924","3.333333333","3.333333333","49.33333333","52.66666667","0.25","0.25","0.025","0.37","25","0.833333333","0.833333333","12.33333333","13.16666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00726","","","","4","4","4","4","8","5","1.66","0.16","2.22","1.82","4.04","13","0.2075","0.032","0.14","3.25","2","0.455","0.555","61.53846154","45.04950495","13.83333333","15.16666667","18.5","33.66666667","3.25","2","0.455","0.555","100","13.83333333","15.16666667","18.5","33.66666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00727","","","","4","3","3","1","1","0","0.38","0","2.26","0.38","2.64","1","0.38","","0.38","0.333333333","0.333333333","0.126666667","0.753333333","100","14.39393939","4.222222222","4.222222222","25.11111111","29.33333333","0.25","0.25","0.095","0.565","75","3.166666667","3.166666667","18.83333333","22"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00728","","","","4","4","4","3","3","10","1.52","0.3","2.78","1.82","4.6","13","0.506666667","0.03","0.14","3.25","0.75","0.455","0.695","23.07692308","39.56521739","12.66666667","15.16666667","23.16666667","38.33333333","3.25","0.75","0.455","0.695","100","12.66666667","15.16666667","23.16666667","38.33333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00703","","","","4","3","3","2","3","16","0.6","0.32","2.44","0.92","3.36","19","0.2","0.02","0.048421053","6.333333333","1","0.306666667","0.813333333","15.78947368","27.38095238","6.666666667","10.22222222","27.11111111","37.33333333","4.75","0.75","0.23","0.61","75","5","7.666666667","20.33333333","28"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00704","","","","4","4","3","2","2","6","0.38","0.2","2.16","0.58","2.74","8","0.19","0.033333333","0.0725","2.666666667","0.666666667","0.193333333","0.72","25","21.16788321","4.222222222","6.444444444","24","30.44444444","2","0.5","0.145","0.54","75","3.166666667","4.833333333","18","22.83333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00705","","","","4","2","1","0","0","0","0","0","0.04","0","0.04","0","","","","0","0","0","0.04","","0","0","0","1.333333333","1.333333333","0","0","0","0.01","25","0","0","0.333333333","0.333333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00706","","","","4","4","4","3","3","9","0.26","0.28","0.94","0.54","1.48","12","0.086666667","0.031111111","0.045","3","0.75","0.135","0.235","25","36.48648649","2.166666667","4.5","7.833333333","12.33333333","3","0.75","0.135","0.235","100","2.166666667","4.5","7.833333333","12.33333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00707","","","","4","4","4","1","0","10","0","0.28","0.64","0.28","0.92","10","","0.028","0.028","2.5","0","0.07","0.16","0","30.43478261","0","2.333333333","5.333333333","7.666666667","2.5","0","0.07","0.16","100","0","2.333333333","5.333333333","7.666666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00708","","","","4","4","4","4","7","9","1.18","0.32","1.12","1.5","2.62","16","0.168571429","0.035555556","0.09375","4","1.75","0.375","0.28","43.75","57.2519084","9.833333333","12.5","9.333333333","21.83333333","4","1.75","0.375","0.28","100","9.833333333","12.5","9.333333333","21.83333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00709","","","","4","4","4","4","3","6","0.44","0.26","1.24","0.7","1.94","9","0.146666667","0.043333333","0.077777778","2.25","0.75","0.175","0.31","33.33333333","36.08247423","3.666666667","5.833333333","10.33333333","16.16666667","2.25","0.75","0.175","0.31","100","3.666666667","5.833333333","10.33333333","16.16666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00801","","","","4","4","3","3","4","9","0.42","0.32","1.86","0.74","2.6","13","0.105","0.035555556","0.056923077","4.333333333","1.333333333","0.246666667","0.62","30.76923077","28.46153846","4.666666667","8.222222222","20.66666667","28.88888889","3.25","1","0.185","0.465","75","3.5","6.166666667","15.5","21.66666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00810","","","","4","4","3","3","0","2","0","0.28","1.3","0.28","1.58","2","","0.14","0.14","0.666666667","0","0.093333333","0.433333333","0","17.72151899","0","3.111111111","14.44444444","17.55555556","0.5","0","0.07","0.325","75","0","2.333333333","10.83333333","13.16666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00819","","","","4","4","4","2","5","5","0.7","0.2","1.72","0.9","2.62","10","0.14","0.04","0.09","2.5","1.25","0.225","0.43","50","34.35114504","5.833333333","7.5","14.33333333","21.83333333","2.5","1.25","0.225","0.43","100","5.833333333","7.5","14.33333333","21.83333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00802","","","","4","4","4","4","4","6","0.62","0.26","2.36","0.88","3.24","10","0.155","0.043333333","0.088","2.5","1","0.22","0.59","40","27.16049383","5.166666667","7.333333333","19.66666667","27","2.5","1","0.22","0.59","100","5.166666667","7.333333333","19.66666667","27"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00820","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00821","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00822","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00823","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00824","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00825","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00828","","","","4","4","4","0","0","0","0","0","0.7","0","0.7","0","","","","0","0","0","0.175","","0","0","0","5.833333333","5.833333333","0","0","0","0.175","100","0","0","5.833333333","5.833333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00803","","","","4","4","3","3","0","","0","","0.72","","","","","","","","0","","0.24","","","0","","8","","","0","","0.18","75","0","","6",""
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00804","","","","4","2","3","0","0","0","0","0","0.58","0","0.58","0","","","","0","0","0","0.193333333","","0","0","0","6.444444444","6.444444444","0","0","0","0.145","75","0","0","4.833333333","4.833333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00805","","","","4","4","3","0","0","0","0","0","0.18","0","0.18","0","","","","0","0","0","0.06","","0","0","0","2","2","0","0","0","0.045","75","0","0","1.5","1.5"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00806","","","","4","4","3","0","0","0","0","0","0.24","0","0.24","0","","","","0","0","0","0.08","","0","0","0","2.666666667","2.666666667","0","0","0","0.06","75","0","0","2","2"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00807","","","","4","4","3","0","0","0","0","0","0.08","0","0.08","0","","","","0","0","0","0.026666667","","0","0","0","0.888888889","0.888888889","0","0","0","0.02","75","0","0","0.666666667","0.666666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00901","","","","4","3","3","3","0","3","0","0.12","0.34","0.12","0.46","3","","0.04","0.04","1","0","0.04","0.113333333","0","26.08695652","0","1.333333333","3.777777778","5.111111111","0.75","0","0.03","0.085","75","0","1","2.833333333","3.833333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00910","","","","4","4","4","4","4","7","0.46","0.12","0.42","0.58","1","11","0.115","0.017142857","0.052727273","2.75","1","0.145","0.105","36.36363636","58","3.833333333","4.833333333","3.5","8.333333333","2.75","1","0.145","0.105","100","3.833333333","4.833333333","3.5","8.333333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00911","","","","4","4","4","4","0","12","0","0.3","0.52","0.3","0.82","12","","0.025","0.025","3","0","0.075","0.13","0","36.58536585","0","2.5","4.333333333","6.833333333","3","0","0.075","0.13","100","0","2.5","4.333333333","6.833333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00912","","","","4","4","3","2","0","13","0","0.2","0.65","0.2","0.85","13","","0.015384615","0.015384615","4.333333333","0","0.066666667","0.216666667","0","23.52941176","0","2.222222222","7.222222222","9.444444444","3.25","0","0.05","0.1625","75","0","1.666666667","5.416666667","7.083333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00913","","","","4","4","2","2","1","3","0.44","0.18","0.32","0.62","0.94","4","0.44","0.06","0.155","2","0.5","0.31","0.16","25","65.95744681","7.333333333","10.33333333","5.333333333","15.66666667","1","0.25","0.155","0.08","50","3.666666667","5.166666667","2.666666667","7.833333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00914","","","","4","4","","","2","4","0.22","0.12","1.26","0.34","1.6","6","0.11","0.03","0.056666667","","","","","33.33333333","21.25","","","","","1.5","0.5","0.085","0.315","","1.833333333","2.833333333","10.5","13.33333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00915","","","","4","4","4","4","4","5","0.44","0.14","0.98","0.58","1.56","9","0.11","0.028","0.064444444","2.25","1","0.145","0.245","44.44444444","37.17948718","3.666666667","4.833333333","8.166666667","13","2.25","1","0.145","0.245","100","3.666666667","4.833333333","8.166666667","13"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00916","","","","4","4","4","4","1","7","0.24","0.22","0.62","0.46","1.08","8","0.24","0.031428571","0.0575","2","0.25","0.115","0.155","12.5","42.59259259","2","3.833333333","5.166666667","9","2","0.25","0.115","0.155","100","2","3.833333333","5.166666667","9"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00917","","","","4","4","4","4","2","6","0.34","0.2","0.34","0.54","0.88","8","0.17","0.033333333","0.0675","2","0.5","0.135","0.085","25","61.36363636","2.833333333","4.5","2.833333333","7.333333333","2","0.5","0.135","0.085","100","2.833333333","4.5","2.833333333","7.333333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00918","","","","4","3","3","3","2","5","0.24","0.21","0.32","0.45","0.77","7","0.12","0.042","0.064285714","2.333333333","0.666666667","0.15","0.106666667","28.57142857","58.44155844","2.666666667","5","3.555555556","8.555555556","1.75","0.5","0.1125","0.08","75","2","3.75","2.666666667","6.416666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00919","","","","4","4","3","3","0","3","0","0.08","0.21","0.08","0.29","3","","0.026666667","0.026666667","1","0","0.026666667","0.07","0","27.5862069","0","0.888888889","2.333333333","3.222222222","0.75","0","0.02","0.0525","75","0","0.666666667","1.75","2.416666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00902","","","","4","3","3","6","5","8","1.98","0.18","1.82","2.16","3.98","13","0.396","0.0225","0.166153846","4.333333333","1.666666667","0.72","0.606666667","38.46153846","54.27135678","22","24","20.22222222","44.22222222","3.25","1.25","0.54","0.455","75","16.5","18","15.16666667","33.16666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00920","","","","4","4","4","4","3","3","0.4","0.08","0.48","0.48","0.96","6","0.133333333","0.026666667","0.08","1.5","0.75","0.12","0.12","50","50","3.333333333","4","4","8","1.5","0.75","0.12","0.12","100","3.333333333","4","4","8"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00921","","","","4","4","4","3","4","8","0.28","0.26","0.52","0.54","1.06","12","0.07","0.0325","0.045","3","1","0.135","0.13","33.33333333","50.94339623","2.333333333","4.5","4.333333333","8.833333333","3","1","0.135","0.13","100","2.333333333","4.5","4.333333333","8.833333333"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00922","","","","4","4","4","4","1","8","0.12","0.26","0.3","0.38","0.68","9","0.12","0.0325","0.042222222","2.25","0.25","0.095","0.075","11.11111111","55.88235294","1","3.166666667","2.5","5.666666667","2.25","0.25","0.095","0.075","100","1","3.166666667","2.5","5.666666667"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00923","","","","4","4","3","3","0","5","0","0.28","0.44","0.28","0.72","5","","0.056","0.056","1.666666667","0","0.093333333","0.146666667","0","38.88888889","0","3.111111111","4.888888889","8","1.25","0","0.07","0.11","75","0","2.333333333","3.666666667","6"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00924","","","","4","4","3","3","1","5","0.15","0.24","0.24","0.39","0.63","6","0.15","0.048","0.065","2","0.333333333","0.13","0.08","16.66666667","61.9047619","1.666666667","4.333333333","2.666666667","7","1.5","0.25","0.0975","0.06","75","1.25","3.25","2","5.25"
"","","GHP2018NYK-SN01","","","","","","","","","GHP2018NYK-SN01-00925","","","","4","4","3","3","5","8","1.18","0.26","0.8","1.44","2.24","13","0.236","0.0325","0.110769231","4.333333333","1.666666667","0.48","0.266666667","38.46153846","64.28571429","13.11111111","16","8.888888889","24.88888889","3.25","1.25","0.36","0.2","75","9.833333333","12","6.666666667","18.66666667"
