"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014EJR-AT01","","","","","","","","","GHP2014EJR-AT01-00019","","","","3","22.4949131","2.2749059","0.9294769","12","50.05","8.5206079","11.731391","2","35","18","24","24","30","24","8","6","3.0888975","4","53.9195633","3","23.97602398","4","8","5.7395997","6","4","16.6","1.1","23.6","17.7","41.3","53","0.474285714","0.061111111","0.333962264","2.208333333","1.766666667","1.458333333","1.166666667","0.7375","0.59","0.983333333","0.786666667","66.03773585","42.85714286","80","4.243756244","18.44444444","23.05555556","19.66666667","24.58333333","26.22222222","32.77777778","4.715284715","5.894105894","45.88888889","57.36111111"
"","","GHP2014EJR-AT01","","","","","","","","","GHP2014EJR-AT01-00002","","","","2","8.7708817","2.0554793","0.8795575","15","50.02","3.6970668","4.9177499","1","50","34","15","15","30","15","4","9","2.9839983","5","64.3017578","5","29.9880048","4","8","6.7294273","6","3","15.7","4.1","39.8","19.8","59.6","84","0.314","0.120588235","0.235714286","5.6","2.8","3.333333333","1.666666667","1.32","0.66","2.653333333","1.326666667","59.52380952","33.22147651","50","5.93762495","17.44444444","34.88888889","22","44","44.22222222","88.44444444","6.597361056","13.19472211","66.22222222","132.4444444"
"","","GHP2014EJR-AT01","","","","","","","","","GHP2014EJR-AT01-00020","","","","4","41.5735626","2.9427214","1.5156859","8.2","50.52","6.3379045","8.8221054","2","80","82","29","29","30","29","8","6","3.2954061","5","43.1444588","3","16.23119557","4","8","17.1933861","6","4","22.7","4.9","18.2","27.6","45.8","162","0.28375","0.059756098","0.17037037","5.586206897","5.4","2.75862069","2.666666667","0.951724138","0.92","0.627586207","0.606666667","49.38271605","60.26200873","96.66666667","4.479809976","25.22222222","26.09195402","30.66666667","31.72413793","20.22222222","20.91954023","4.97756664","5.149206869","50.88888889","52.64367816"
"","","GHP2014EJR-AT01","","","","","","","","","GHP2014EJR-AT01-00021","","","","3","2.9496422","2.0359106","0.8640226","17","50.39","2.8536637","3.953413","3","47","34","22","22","30","20","3","9","3.1117337","2","63.7890244","3","33.73685255","5","8","8.3332758","6","4","11.6","2.7","33","14.3","47.3","81","0.246808511","0.079411765","0.17654321","3.681818182","2.7","2.136363636","1.566666667","0.65","0.476666667","1.5","1.1","58.02469136","30.23255814","73.33333333","4.824369915","12.88888889","17.57575758","15.88888889","21.66666667","36.66666667","50","5.360411016","7.309651386","52.55555556","71.66666667"
"","","GHP2014EJR-AT01","","","","","","","","","GHP2014EJR-AT01-00022","","","","2","1.3164583","1.7113671","0.7285764","19.21","50.36","2.4047911","3.2260926","1","73","50","29","29","30","29","5","3","2.9355977","2","69.1972733","2","38.14535346","5","7","5.2285156","5","4","19.3","3.1","30","22.4","52.4","123","0.264383562","0.062","0.182113821","4.24137931","4.1","2.517241379","2.433333333","0.772413793","0.746666667","1.034482759","1","59.3495935","42.7480916","96.66666667","8.544559174","21.44444444","22.18390805","24.88888889","25.74712644","33.33333333","34.48275862","9.493954638","9.821332384","58.22222222","60.22988506"
"","","GHP2014EJR-AT01","","","","","","","","","GHP2014EJR-AT01-00023","","","","1","3.5056777","1.8671033","0.7716227","16.36","50.78","4.2573371","5.7039886","2","22","49","29","29","30","26","1","9","3.5506508","1","63.0177574","3","32.21740843","6","8","7.8974776","8","4","4.7","3.4","53.8","8.1","61.9","71","0.213636364","0.069387755","0.114084507","2.448275862","2.366666667","0.75862069","0.733333333","0.279310345","0.27","1.855172414","1.793333333","30.98591549","13.08562197","96.66666667","2.609610083","5.222222222","5.402298851","9","9.310344828","59.77777778","61.83908046","2.899566759","2.999551819","68.77777778","71.14942529"
"","","GHP2014EJR-AT01","","","","","","","","","GHP2014EJR-AT01-00024","","","","2","19.6156616","2.2247503","0.8607227","12.37","50.27","5.9341331","7.8669043","2","40","30","21","21","30","20","8","6","3.5559301","4","57.0814095","3","24.60712154","4","8","10.2533922","7","5","13","2","38","15","53","70","0.325","0.066666667","0.214285714","3.333333333","2.333333333","1.904761905","1.333333333","0.714285714","0.5","1.80952381","1.266666667","57.14285714","28.30188679","70","3.691068232","14.44444444","20.63492063","16.66666667","23.80952381","42.22222222","60.31746032","4.101186924","5.858838463","58.88888889","84.12698413"
"","","GHP2014EJR-AT01","","","","","","","","","GHP2014EJR-AT01-00025","","","","3","11.2758045","2.2748649","1.0677475","14.34","50.19","3.6415844","4.8404365","2","74","78","13","13","30","13","6","4","3.7761447","3","59.3011093","3","28.57142857","5","8","9.1807804","7","4","19","5","35","24","59","152","0.256756757","0.064102564","0.157894737","11.69230769","5.066666667","5.692307692","2.466666667","1.846153846","0.8","2.692307692","1.166666667","48.68421053","40.6779661","43.33333333","6.857142857","21.11111111","48.71794872","26.66666667","61.53846154","38.88888889","89.74358974","7.619047619","17.58241758","65.55555556","151.2820513"
"","","GHP2014EJR-AT01","","","","","","","","","GHP2014EJR-AT01-00026","","","","3","1.1264758","1.9810736","0.9572123","16.49","50.13","1.0695283","1.7961433","3","60","52","26","26","30","26","5","2","3.6521919","2","67.5340424","3","32.89447437","6","8","8.023241","6","4","20.1","4.3","18.6","24.4","43","112","0.335","0.082692308","0.217857143","4.307692308","3.733333333","2.307692308","2","0.938461538","0.813333333","0.715384615","0.62","53.57142857","56.74418605","86.66666667","8.026251745","22.33333333","25.76923077","27.11111111","31.28205128","20.66666667","23.84615385","8.918057495","10.29006634","47.77777778","55.12820513"
"","","GHP2014EJR-AT01","","","","","","","","","GHP2014EJR-AT01-00027","","","","4","43.6836548","3.0089817","1.6599154","8.21","50.6","7.3121228","10.8874197","3","116","110","28","28","30","28","8","6","3.8363326","5","39.0240631","3","16.22529644","5","9","17.619957","6","4","32.6","5.2","23.2","37.8","61","226","0.281034483","0.047272727","0.167256637","8.071428571","7.533333333","4.142857143","3.866666667","1.35","1.26","0.828571429","0.773333333","51.32743363","61.96721311","93.33333333","6.133162055","36.22222222","38.80952381","42","45","25.77777778","27.61904762","6.814624506","7.301383399","67.77777778","72.61904762"
"","","GHP2014EJR-AT01","","","","","","","","","GHP2014EJR-AT01-00028","","","","2","9.4449615","1.68145","0.6313528","15.43","50.15","7.1477294","9.5886822","2","54","56","27","27","30","27","5","8","1.9829988","4","60.0738716","3","30.76769691","4","7","5.4800735","6","3","13.6","3.6","38.6","17.2","55.8","110","0.251851852","0.064285714","0.156363636","4.074074074","3.666666667","2","1.8","0.637037037","0.573333333","1.42962963","1.286666667","49.09090909","30.82437276","90","5.292043868","15.11111111","16.79012346","19.11111111","21.2345679","42.88888889","47.65432099","5.880048743","6.533387492","62","68.88888889"
"","","GHP2014EJR-AT01","","","","","","","","","GHP2014EJR-AT01-00029","","","","1","3.4485149","1.9852026","0.7464072","16.6","50.81","6.2026772","8.3915586","3","0","54","29","29","30","14","5","3","2.5331883","1","59.2310905","3","32.67073411","6","6","7.7773809","7","3","0","2.7","50.4","2.7","53.1","54","","0.05","0.05","1.862068966","1.8","0","0","0.093103448","0.09","1.737931034","1.68","0","5.084745763","96.66666667","0.882109821","0","0","3","3.103448276","56","57.93103448","0.980122023","1.013919334","59","61.03448276"
"","","GHP2014EJR-AT01","","","","","","","","","GHP2014EJR-AT01-00003","","","","2","9.1609793","1.7476579","0.6328916","16.1","50.32","6.7065711","9.0227728","2","58","45","29","29","30","29","4","8","2.060266","4","61.3552017","2","31.99523052","3","8","5.9733477","5","3","14.8","4.5","28.6","19.3","47.9","103","0.255172414","0.1","0.187378641","3.551724138","3.433333333","2","1.933333333","0.665517241","0.643333333","0.986206897","0.953333333","56.31067961","40.29227557","96.66666667","6.175079491","16.44444444","17.01149425","21.44444444","22.18390805","31.77777778","32.87356322","6.861199435","7.097792519","53.22222222","55.05747126"
"","","GHP2014EJR-AT01","","","","","","","","","GHP2014EJR-AT01-00030","","","","2","6.1408849","2.1067252","0.9733259","14.26","50.37","3.1436489","4.7993917","2","46","54","15","15","30","15","4","9","3.8604531","5","64.0595627","5","28.31050228","4","8","10.3934841","7","4","16.1","5.1","31","21.2","52.2","100","0.35","0.094444444","0.212","6.666666667","3.333333333","3.066666667","1.533333333","1.413333333","0.706666667","2.066666667","1.033333333","46","40.61302682","50","6.001826484","17.88888889","35.77777778","23.55555556","47.11111111","34.44444444","68.88888889","6.668696093","13.33739219","58","116"
"","","GHP2014EJR-AT01","","","","","","","","","GHP2014EJR-AT01-00004","","","","1","4.9151731","2.0762022","0.9617324","16.6","50.82","2.8324213","3.9187675","2","13","43","26","26","30","23","1","9","3.2322147","1","63.6317368","3","32.66430539","5","6","8.4523144","7","3","2.4","2.6","40.8","5","45.8","56","0.184615385","0.060465116","0.089285714","2.153846154","1.866666667","0.5","0.433333333","0.192307692","0.166666667","1.569230769","1.36","23.21428571","10.91703057","86.66666667","1.63321527","2.666666667","3.076923077","5.555555556","6.41025641","45.33333333","52.30769231","1.814683633","2.09386573","50.88888889","58.71794872"
"","","GHP2014EJR-AT01","","","","","","","","","GHP2014EJR-AT01-00005","","","","2","8.6519499","2.0873961","0.6924884","16.4","50.87","5.2603912","6.963645","2","63","28","29","29","30","28","4","2","3.3102994","2","61.0746841","8","32.23904069","4","7","9.0026798","6","4","19.7","2","22","21.7","43.7","91","0.312698413","0.071428571","0.238461538","3.137931034","3.033333333","2.172413793","2.1","0.748275862","0.723333333","0.75862069","0.733333333","69.23076923","49.65675057","96.66666667","6.99587183","21.88888889","22.64367816","24.11111111","24.94252874","24.44444444","25.28735632","7.773190922","8.041231989","48.55555556","50.22988506"
"","","GHP2014EJR-AT01","","","","","","","","","GHP2014EJR-AT01-00006","","","","1","3.2168741","1.7005028","0.7048597","20.3","50.64","3.2593381","4.4045725","1","66","54","30","30","30","30","5","3","2.2850087","2","68.1079865","2","40.08688784","5","6","5.8746152","6","4","15","4.8","20.6","19.8","40.4","120","0.227272727","0.088888889","0.165","4","4","2.2","2.2","0.66","0.66","0.686666667","0.686666667","55","49.00990099","100","7.937203791","16.66666667","16.66666667","22","22","22.88888889","22.88888889","8.819115324","8.819115324","44.88888889","44.88888889"
"","","GHP2014EJR-AT01","","","","","","","","","GHP2014EJR-AT01-00007","","","","3","37.9942322","2.7426276","1.3310593","9.4","50.65","8.8280401","12.6436462","3","76","106","30","30","30","30","8","6","3.6613302","5","44.9944725","3","18.55873643","4","8","10.3190594","6","4","23.4","5.9","20","29.3","49.3","182","0.307894737","0.055660377","0.160989011","6.066666667","6.066666667","2.533333333","2.533333333","0.976666667","0.976666667","0.666666667","0.666666667","41.75824176","59.43204868","100","5.437709773","26","26","32.55555556","32.55555556","22.22222222","22.22222222","6.041899748","6.041899748","54.77777778","54.77777778"
"","","GHP2014EJR-AT01","","","","","","","","","GHP2014EJR-AT01-00008","","","","1","3.282176","1.8150352","0.7604316","17.5","50.52","4.0420318","5.4482479","3","24","56","26","26","30","25","5","3","3.6231132","2","63.2015572","3","34.63974663","6","5","5.6057782","7","3","3.1","3","46.6","6.1","52.7","80","0.129166667","0.053571429","0.07625","3.076923077","2.666666667","0.923076923","0.8","0.234615385","0.203333333","1.792307692","1.553333333","30","11.57495256","86.66666667","2.113024545","3.444444444","3.974358974","6.777777778","7.820512821","51.77777778","59.74358974","2.34780505","2.709005827","58.55555556","67.56410256"
"","","GHP2014EJR-AT01","","","","","","","","","GHP2014EJR-AT01-00009","","","","2","11.2195406","2.278121","0.9366323","15.1","50.1","4.5171418","6.102572","1","40","79","14","14","30","14","6","4","3.7612224","2","60.0230827","3","30.13972056","6","9","7.5562077","7","1","13.4","3.6","27.8","17","44.8","119","0.335","0.04556962","0.142857143","8.5","3.966666667","2.857142857","1.333333333","1.214285714","0.566666667","1.985714286","0.926666667","33.61344538","37.94642857","46.66666667","5.123752495","14.88888889","31.9047619","18.88888889","40.47619048","30.88888889","66.19047619","5.693058328","12.1994107","49.77777778","106.6666667"
