"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root secondary defects estimating 1-18| CO_331:0000810","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00001","","","","0","1.944084","1.167902","0.411486","1.789379","5","3","30","30","14","13","13","9","4","4","4.9216628","6","68.8432846","8","40.44966176","5","5","11.9833956","8","4","3","3.2","0.5","12.4","3.7","16.1","22","0.246153846","0.055555556","0.168181818","1.571428571","0.928571429","0.264285714","0.885714286","59.09090909","22.98136646","1.496637485","7.619047619","8.80952381","29.52380952","3.563422584","38.33333333","0.733333333","0.433333333","0.123333333","0.413333333","46.66666667","3.555555556","4.111111111","13.77777778","1.662930539","17.88888889"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00010","","","","","","","","","","","30","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00011","","","","","","","","","3","1","30","30","13","13","14","19","","","","5","","8","","5","5","","6","3","6","1.4","0.8","5.8","2.2","8","33","0.1","0.042105263","0.066666667","2.538461538","1.076923077","0.169230769","0.446153846","42.42424242","27.5","","3.58974359","5.641025641","14.87179487","","20.51282051","1.1","0.466666667","0.073333333","0.193333333","43.33333333","1.555555556","2.444444444","6.444444444","","8.888888889"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00012","","","","","","","","","5","3","30","30","15","10","","12","","","","5","","8","","6","7","","6","5","6","","0.42","0.8","","","","","0.035","","","","","0.053333333","","","","","","1.777777778","","","","","","0.026666667","50","","","0.888888889","",""
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00013","","","","","","","","","7","1","30","11","5","2","1","11","","","","6","","8","","5","5","","5","4","6","0.5","0.5","1","1","2","12","0.5","0.045454545","0.083333333","2.4","0.2","0.2","0.2","8.333333333","50","","3.333333333","6.666666667","6.666666667","","13.33333333","0.4","0.033333333","0.033333333","0.033333333","16.66666667","0.555555556","1.111111111","1.111111111","","2.222222222"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00014","","","","3.1324062","2.091397","1.2159719","1.365546","2.7280879","5","1","30","23","13","10","8","16","2","8","4.4063721","5","66.7684097","8","32.49703674","5","5","18.8862724","6","4","5","1.2","0.5","4.1","1.7","5.8","24","0.15","0.03125","0.070833333","1.846153846","0.615384615","0.130769231","0.315384615","33.33333333","29.31034483","0.552449625","3.076923077","4.358974359","10.51282051","1.416537499","14.87179487","0.8","0.266666667","0.056666667","0.136666667","43.33333333","1.333333333","1.888888889","4.555555556","0.613832916","6.444444444"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00015","","","","","","","","","5","1","30","26","15","3","2","6","","","","5","","8","","5","5","","7","4","4","0.2","0.4","3.2","0.6","3.8","8","0.1","0.066666667","0.075","0.533333333","0.133333333","0.04","0.213333333","25","15.78947368","","0.444444444","1.333333333","7.111111111","","8.444444444","0.266666667","0.066666667","0.02","0.106666667","50","0.222222222","0.666666667","3.555555556","","4.222222222"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00016","","","","0","2.4338801","1.511771","0.584692","1.454417","3","1","30","30","19","19","22","22","3","3","7.1316371","5","60.6423416","5","29.69467172","4","3","19.635067","7","4","4","5.5","1.4","10.1","6.9","17","44","0.25","0.063636364","0.156818182","2.315789474","1.157894737","0.363157895","0.531578947","50","40.58823529","2.048932349","9.649122807","12.10526316","17.71929825","3.594618156","29.8245614","1.466666667","0.733333333","0.23","0.336666667","63.33333333","6.111111111","7.666666667","11.22222222","2.276591499","18.88888889"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00017","","","","0","2.3457949","1.354295","0","0.333691","3","1","30","30","15","10","8","9","2","7","6.7874432","5","69.3045959","8","40.9000793","5","5","13.0614586","9","4","3","1.5","0.6","21.5","2.1","23.6","17","0.1875","0.066666667","0.123529412","1.133333333","0.533333333","0.14","1.433333333","47.05882353","8.898305085","0.858901665","3.333333333","4.666666667","47.77777778","1.908670367","52.44444444","0.566666667","0.266666667","0.07","0.716666667","50","1.666666667","2.333333333","23.88888889","0.954335184","26.22222222"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00018","","","","0","2.1031289","1.49849","0.351524","1.709875","3","1","30","30","19","19","27","16","3","4","5.9266992","5","66.4485321","5","31.11418412","3","3","17.6929226","6","3","5","7.9","1.2","6","9.1","15.1","43","0.292592593","0.075","0.211627907","2.263157895","1.421052632","0.478947368","0.315789474","62.79069767","60.26490066","2.831390755","13.85964912","15.96491228","10.52631579","4.967352202","26.49122807","1.433333333","0.9","0.303333333","0.2","63.33333333","8.777777778","10.11111111","6.666666667","3.145989728","16.77777778"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00019","","","","0","2.810425","1.639601","0","0.679835","5","5","30","8","3","2","2","","4","8","9.8965111","6","60.7350464","11","35.10091017","5","5","16.978878","5","4","6","1.1","","1.1","","","","0.55","","","","0.666666667","","0.366666667","","","","12.22222222","","12.22222222","","","","0.066666667","","0.036666667","10","1.222222222","","1.222222222","",""
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00002","","","","22.4891624","2.7974739","1.720284","1.347893","3.0738201","7","3","30","30","20","20","10","25","7","5","7.078938","6","59.1371765","8","28.52888624","6","5","18.8575611","5","6","6","1","1.1","2.8","2.1","4.9","35","0.1","0.044","0.06","1.75","0.5","0.105","0.14","28.57142857","42.85714286","0.599106611","1.666666667","3.5","4.666666667","0.998511018","8.166666667","1.166666667","0.333333333","0.07","0.093333333","66.66666667","1.111111111","2.333333333","3.111111111","0.665674012","5.444444444"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00020","","","","0","2.0119519","1.120751","0.623555","1.825967","3","1","30","30","20","18","12","24","3","8","4.6169171","5","70.8272095","8","42.62718601","5","5","10.7278986","8","4","3","1.5","1.1","7.8","2.6","10.4","36","0.125","0.045833333","0.072222222","1.8","0.6","0.13","0.39","33.33333333","25","1.108306836","2.5","4.333333333","13","1.84717806","17.33333333","1.2","0.4","0.086666667","0.26","66.66666667","1.666666667","2.888888889","8.666666667","1.23145204","11.55555556"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00021","","","","0","2.0468559","1.102982","0.34883","1.422263","3","1","30","30","25","25","37","35","4","5","4.6986599","5","67.0813828","8","32.78041074","5","5","15.2865295","7","3","4","5.4","1.6","13.6","7","20.6","72","0.145945946","0.045714286","0.097222222","2.88","1.48","0.28","0.544","51.38888889","33.98058252","2.294628752","7.2","9.333333333","18.13333333","3.059505002","27.46666667","2.4","1.233333333","0.233333333","0.453333333","83.33333333","6","7.777777778","15.11111111","2.549587502","22.88888889"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00022","","","","","","","","","5","1","30","17","3","6","4","9","","","","5","","8","","5","7","","","","","0.5","0.5","3","1","4","13","0.125","0.055555556","0.076923077","4.333333333","1.333333333","0.333333333","1","30.76923077","25","","5.555555556","11.11111111","33.33333333","","44.44444444","0.433333333","0.133333333","0.033333333","0.1","10","0.555555556","1.111111111","3.333333333","","4.444444444"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00023","","","","4.1253662","2.514498","1.523489","2.4973879","4.260684","3","1","30","30","21","21","18","32","2","7","6.3027668","5","58.3034554","8","29.71744714","5","5","16.3962555","5","3","4","2.5","1.3","8","3.8","11.8","50","0.138888889","0.040625","0.076","2.380952381","0.857142857","0.180952381","0.380952381","36","32.20338983","1.129262991","3.968253968","6.031746032","12.6984127","1.792480939","18.73015873","1.666666667","0.6","0.126666667","0.266666667","70","2.777777778","4.222222222","8.888888889","1.254736657","13.11111111"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00024","","","","47.9541893","1.868619","1.256647","6.873342","10.4708166","5","1","30","26","19","14","10","15","8","5","3.573195","5","48.7064438","8","19.9360128","5","5","23.3863068","6","5","6","1.2","0.6","2.2","1.8","4","25","0.12","0.04","0.072","1.315789474","0.526315789","0.094736842","0.115789474","40","45","0.35884823","2.105263158","3.157894737","3.859649123","0.629558299","7.01754386","0.833333333","0.333333333","0.06","0.073333333","63.33333333","1.333333333","2","2.444444444","0.398720256","4.444444444"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00025","","","","37.5841179","2.639452","1.7583129","0.840018","2.194118","5","1","30","29","19","19","9","22","8","5","8.081686","5","51.0323219","8","23.51416035","5","5","26.3914928","6","5","5","0.9","0.9","1.2","1.8","3","31","0.1","0.040909091","0.058064516","1.631578947","0.473684211","0.094736842","0.063157895","29.03225806","60","0.423254886","1.578947368","3.157894737","2.105263158","0.742552432","5.263157895","1.033333333","0.3","0.06","0.04","63.33333333","1","2","1.333333333","0.470283207","3.333333333"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00026","","","","51.4606361","2.1562409","1.368955","8.2500124","11.9467554","5","3","30","29","24","24","26","46","7","6","3.6235869","5","40.4552879","8","18.1201357","3","3","23.0179405","7","3","3","5.6","1.7","3.9","7.3","11.2","72","0.215384615","0.036956522","0.101388889","3","1.083333333","0.304166667","0.1625","36.11111111","65.17857143","1.322769906","7.777777778","10.13888889","5.416666667","1.837180425","15.55555556","2.4","0.866666667","0.243333333","0.13","80","6.222222222","8.111111111","4.333333333","1.46974434","12.44444444"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00027","","","","","","","","","","","30","29","","","","","","","","","","","","","","","4","7","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00028","","","","0","2.1805229","1.4395649","1.267104","2.666116","5","1","30","20","11","8","8","11","2","8","5.717957","5","68.4389038","8","33.49234745","5","5","10.918581","5","5","6","0.7","0.5","3","1.2","4.2","19","0.0875","0.045454545","0.063157895","1.727272727","0.727272727","0.109090909","0.272727273","42.10526316","28.57142857","0.401908169","2.121212121","3.636363636","9.090909091","1.217903544","12.72727273","0.633333333","0.266666667","0.04","0.1","36.66666667","0.777777778","1.333333333","3.333333333","0.446564633","4.666666667"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00029","","","","0","1.874438","1.2156661","0.513811","1.2534781","3","1","30","30","16","10","7","12","4","4","4.798697","5","68.8774872","8","37.37873688","5","5","11.8953733","8","3","3","1.3","0.6","7.2","1.9","9.1","19","0.185714286","0.05","0.1","1.1875","0.4375","0.11875","0.45","36.84210526","20.87912088","0.710196001","2.708333333","3.958333333","15","1.479575002","18.95833333","0.633333333","0.233333333","0.063333333","0.24","53.33333333","1.444444444","2.111111111","8","0.789106667","10.11111111"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00003","","","","0","2.1939199","1.260586","0.464762","1.502932","5","3","30","30","19","19","19","15","3","4","6.4342208","6","63.243969","8","33.33998802","5","5","20.4703217","6","5","6","5.3","0.9","6.2","6.2","12.4","34","0.278947368","0.06","0.182352941","1.789473684","1","0.326315789","0.326315789","55.88235294","50","2.067079257","9.298245614","10.87719298","10.87719298","3.626454837","21.75438596","1.133333333","0.633333333","0.206666667","0.206666667","63.33333333","5.888888889","6.888888889","6.888888889","2.29675473","13.77777778"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00030","","","","","","","","","7","1","30","29","16","5","2","3","","","","5","","5","","5","7","","5","4","6","0.1","0.3","2","0.4","2.4","5","0.05","0.1","0.08","0.3125","0.125","0.025","0.125","40","16.66666667","","0.208333333","0.833333333","4.166666667","","5","0.166666667","0.066666667","0.013333333","0.066666667","53.33333333","0.111111111","0.444444444","2.222222222","","2.666666667"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00004","","","","0","1.751561","0.936042","0.157534","1.019282","3","1","30","30","25","23","16","10","2","8","4.5020661","5","74.1971817","4","43.30224251","5","5","10.9792805","9","3","3","3.9","0.8","21.2","4.7","25.9","26","0.24375","0.08","0.180769231","1.04","0.64","0.188","0.848","61.53846154","18.14671815","2.035205398","5.2","6.266666667","28.26666667","2.713607197","34.53333333","0.866666667","0.533333333","0.156666667","0.706666667","83.33333333","4.333333333","5.222222222","23.55555556","2.261339331","28.77777778"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00005","","","","4.8645611","2.5000319","1.469057","0.799249","1.844604","3","1","30","30","23","23","26","34","5","4","6.0769248","6","63.8140144","5","28.40954274","5","5","15.5662518","7","3","4","3.5","1.7","9.2","5.2","14.4","60","0.134615385","0.05","0.086666667","2.608695652","1.130434783","0.226086957","0.4","43.33333333","36.11111111","1.477296222","5.072463768","7.536231884","13.33333333","2.141009018","20.86956522","2","0.866666667","0.173333333","0.306666667","76.66666667","3.888888889","5.777777778","10.22222222","1.641440247","16"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00006","","","","0","2.0693281","1.274881","0.372355","1.6279089","5","1","30","28","24","24","30","8","3","4","5.2878718","5","69.7692184","7","37.00834327","5","5","13.9998856","6","5","6","4.8","0.5","3.2","5.3","8.5","38","0.16","0.0625","0.139473684","1.583333333","1.25","0.220833333","0.133333333","78.94736842","62.35294118","1.961442193","6.666666667","7.361111111","4.444444444","2.724225268","11.80555556","1.266666667","1","0.176666667","0.106666667","80","5.333333333","5.888888889","3.555555556","2.179380215","9.444444444"
"","","GHP2017OHW-ST01","","","","","","","","","GHP2017OHW-ST01-00007","","","","43.6446419","2.44187","1.608704","5.202322","8.504426","5","3","30","29","24","24","33","42","7","6","5.1757431","5","36.0266571","8","18.78364905","4","3","31.6883068","6","4","5","4.3","1.4","3","5.7","8.7","75","0.13030303","0.033333333","0.076","3.125","1.375","0.2375","0.125","44","65.51724138","1.070667996","5.972222222","7.916666667","4.166666667","1.487038883","12.08333333","2.5","1.1","0.19","0.1","80","4.777777778","6.333333333","3.333333333","1.189631107","9.666666667"
