"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00019","","","","3","0","1.65","0.77","18.63","50.35","2.38","4.1","3","50","31","30","25","30","24","4","4","3.88","2","74.97","5","37.00099305","5","8","7.84","6","4","7.8","1.8","8.8","9.6","18.4","81","0.156","0.058064516","0.118518519","3.24","2.7","2","1.666666667","0.384","0.32","0.352","0.293333333","61.72839506","52.17391304","83.33333333","3.552095333","8.666666667","10.4","10.66666667","12.8","9.777777778","11.73333333","3.946772592","4.73612711","20.44444444","24.53333333"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00002","","","","4","21.11","2.2","0.74","14.06","50.46","6.75","9.04","2","33","63","30","17","30","17","8","4","3.64","2","60.32","2","27.86365438","5","7","5.87","7","4","12.3","3.2","5","15.5","20.5","96","0.372727273","0.050793651","0.161458333","5.647058824","3.2","1.941176471","1.1","0.911764706","0.516666667","0.294117647","0.166666667","34.375","75.6097561","56.66666667","4.318866429","13.66666667","24.11764706","17.22222222","30.39215686","5.555555556","9.803921569","4.798740477","8.468365547","22.77777778","40.19607843"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00020","","","","3","0","1.97","0.88","19.29","50.18","1.91","3.39","3","14","10","26","3","30","19","5","3","5.41","3","68.65","8","38.4416102","6","7","6.8","7","4","4.2","2.1","4.8","6.3","11.1","24","0.3","0.21","0.2625","8","0.8","4.666666667","0.466666667","2.1","0.21","1.6","0.16","58.33333333","56.75675676","10","2.421821443","4.666666667","46.66666667","7","70","5.333333333","53.33333333","2.690912714","26.90912714","12.33333333","123.3333333"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00021","","","","4","24.7","2.52","1.03","12.99","50.68","7.68","10.73","2","47","40","22","18","30","18","8","4","4.24","3","55.51","2","25.63141279","5","6","4.94","7","4","8.6","1.4","6.8","10","16.8","87","0.182978723","0.035","0.114942529","4.833333333","2.9","2.611111111","1.566666667","0.555555556","0.333333333","0.377777778","0.226666667","54.02298851","59.52380952","60","2.563141279","9.555555556","15.92592593","11.11111111","18.51851852","7.555555556","12.59259259","2.847934754","4.746557923","18.66666667","31.11111111"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00022","","","","5","0","1.94","0.98","18.63","50.67","2.67","4.14","3","9","17","29","14","30","11","5","3","4.68","5","68.1","2","36.76731794","5","7","3.96","7","5","5.2","1.5","13","6.7","19.7","26","0.577777778","0.088235294","0.257692308","1.857142857","0.866666667","0.642857143","0.3","0.478571429","0.223333333","0.928571429","0.433333333","34.61538462","34.01015228","46.66666667","2.463410302","5.777777778","12.38095238","7.444444444","15.95238095","14.44444444","30.95238095","2.737122558","5.865262624","21.88888889","46.9047619"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00023","","","","4","0","1.6","0.79","19.47","50.7","1.91","2.96","2","20","32","30","27","30","27","1","8","2.95","3","74.26","3","38.40236686","5","6","3.96","7","3","6.4","1","11.8","7.4","19.2","52","0.32","0.03125","0.142307692","1.925925926","1.733333333","0.740740741","0.666666667","0.274074074","0.246666667","0.437037037","0.393333333","38.46153846","38.54166667","90","2.841775148","7.111111111","7.901234568","8.222222222","9.135802469","13.11111111","14.56790123","3.157527942","3.50836438","21.33333333","23.7037037"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00024","","","","5","35.18","2.94","1.49","9.34","50.43","8.06","11.78","4","58","46","30","22","30","21","8","6","5","5","46.94","3","18.52072179","4","7","11.7","6","4","8","1.7","7.6","9.7","17.3","104","0.137931034","0.036956522","0.093269231","4.727272727","3.466666667","2.636363636","1.933333333","0.440909091","0.323333333","0.345454545","0.253333333","55.76923077","56.06936416","73.33333333","1.796510014","8.888888889","12.12121212","10.77777778","14.6969697","8.444444444","11.51515152","1.996122238","2.72198487","19.22222222","26.21212121"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00003","","","","2","0","1.93","0.82","19.93","50.66","3.61","5.13","2","32","9","27","18","30","18","5","3","4.61","3","67.56","3","39.34070272","6","7","4.45","8","3","3.4","2","8.8","5.4","14.2","41","0.10625","0.222222222","0.131707317","2.277777778","1.366666667","1.777777778","1.066666667","0.3","0.18","0.488888889","0.293333333","78.04878049","38.02816901","60","2.124397947","3.777777778","6.296296296","6","10","9.777777778","16.2962963","2.360442163","3.934070272","15.77777778","26.2962963"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00004","","","","1","21.86","2.25","0.93","14.47","50.56","3.58","4.94","2","40","46","26","23","30","23","8","6","4.99","2","55.55","5","28.61946203","5","7","15.38","8","3","10.2","3.2","6.6","13.4","20","86","0.255","0.069565217","0.155813953","3.739130435","2.866666667","1.739130435","1.333333333","0.582608696","0.446666667","0.286956522","0.22","46.51162791","67","76.66666667","3.835007911","11.33333333","14.7826087","14.88888889","19.42028986","7.333333333","9.565217391","4.261119902","5.55798248","22.22222222","28.98550725"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00005","","","","3","0","1.8","0.74","18.52","50.33","4.81","6.9","2","35","28","30","19","30","19","4","4","3.33","2","69.35","5","36.79713888","5","8","3.91","7","4","9","3.8","9.4","12.8","22.2","63","0.257142857","0.135714286","0.203174603","3.315789474","2.1","1.842105263","1.166666667","0.673684211","0.426666667","0.494736842","0.313333333","55.55555556","57.65765766","63.33333333","4.710033777","10","15.78947368","14.22222222","22.45614035","10.44444444","16.49122807","5.233370863","8.263217153","24.66666667","38.94736842"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00006","","","","2","2.86","2.02","0.89","19.53","50.65","3.36","5.29","2","32","38","30","16","30","16","5","3","4.8","2","69.91","8","38.55873643","6","8","4.33","7","4","12.3","4","8.4","16.3","24.7","70","0.384375","0.105263158","0.232857143","4.375","2.333333333","2","1.066666667","1.01875","0.543333333","0.525","0.28","45.71428571","65.99190283","53.33333333","6.285074038","13.66666667","25.625","18.11111111","33.95833333","9.333333333","17.5","6.983415597","13.09390424","27.44444444","51.45833333"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00007","","","","3","42.35","1.97","0.76","18.23","50.28","3.79","5.53","2","37","34","22","20","30","20","9","9","4.44","2","63.67","2","36.25696102","6","6","7.28","7","3","7.4","2.5","8.8","9.9","18.7","71","0.2","0.073529412","0.13943662","3.55","2.366666667","1.85","1.233333333","0.495","0.33","0.44","0.293333333","52.11267606","52.94117647","66.66666667","3.589439141","8.222222222","12.33333333","11","16.5","9.777777778","14.66666667","3.988265712","5.982398568","20.77777778","31.16666667"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00008","","","","3","0","1.78","0.79","21.23","50.32","3.28","4.6","2","11","45","30","20","30","18","1","8","3.4","2","68.86","3","42.1899841","4","3","6.81","8","3","8.3","1.3","16.8","9.6","26.4","56","0.754545455","0.028888889","0.171428571","2.8","1.866666667","0.55","0.366666667","0.48","0.32","0.84","0.56","19.64285714","36.36363636","66.66666667","4.050238474","9.222222222","13.83333333","10.66666667","16","18.66666667","28","4.500264971","6.750397456","29.33333333","44"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00009","","","","4","2.91","2.03","0.83","18.58","50.84","6.64","9.45","2","10","6","27","18","30","13","5","3","4.37","4","59.97","3","36.54602675","4","4","4.37","8","4","5.2","1.4","9.4","6.6","16","16","0.52","0.233333333","0.4125","0.888888889","0.533333333","0.555555556","0.333333333","0.366666667","0.22","0.522222222","0.313333333","62.5","41.25","60","2.412037766","5.777777778","9.62962963","7.333333333","12.22222222","10.44444444","17.40740741","2.680041962","4.466736603","17.77777778","29.62962963"
