"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00001","","","","3","34.39","2.82","1.35","10.82","50.28","8.69","12.76","3","58","42","30","22","30","22","8","6","5.15","4","50.74","3","21.51949085","5","7","9.52","7","3","11.6","7","7.2","18.6","25.8","100","0.2","0.166666667","0.186","4.545454545","3.333333333","2.636363636","1.933333333","0.845454545","0.62","0.327272727","0.24","58","72.09302326","73.33333333","4.002625298","12.88888889","17.57575758","20.66666667","28.18181818","8","10.90909091","4.447361443","6.064583785","28.66666667","39.09090909"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00010","","","","3","43.67","2.05","0.68","18.1","50.88","5.3","7.27","3","22","18","25","20","30","20","9","9","3.75","3","60.3","2","35.57389937","4","4","8.48","8","3","7.3","2.9","5.2","10.2","15.4","40","0.331818182","0.161111111","0.255","2","1.333333333","1.1","0.733333333","0.51","0.34","0.26","0.173333333","55","66.23376623","66.66666667","3.628537736","8.111111111","12.16666667","11.33333333","17","5.777777778","8.666666667","4.031708595","6.047562893","17.11111111","25.66666667"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00011","","","","3","0","1.99","1.01","17.64","50.18","2.52","4.26","3","5","35","28","16","30","16","5","3","5.01","3","69.34","3","35.15344759","5","4","5.67","8","5","5.2","3","2.6","8.2","10.8","40","1.04","0.085714286","0.205","2.5","1.333333333","0.3125","0.166666667","0.5125","0.273333333","0.1625","0.086666667","12.5","75.92592593","53.33333333","2.882582702","5.777777778","10.83333333","9.111111111","17.08333333","2.888888889","5.416666667","3.202869669","6.00538063","12","22.5"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00012","","","","4","19.11","2.38","0.86","14.04","50.36","7.16","9.82","2","42","22","30","21","30","20","8","4","5.02","3","57.41","2","27.87926926","5","8","5.24","6","5","6.4","4","9.8","10.4","20.2","64","0.152380952","0.181818182","0.1625","3.047619048","2.133333333","2","1.4","0.495238095","0.346666667","0.466666667","0.326666667","65.625","51.48514851","70","2.899444003","7.111111111","10.15873016","11.55555556","16.50793651","10.88888889","15.55555556","3.221604448","4.602292069","22.44444444","32.06349206"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00013","","","","2","20.2","2.36","1.06","16.25","50.1","3.27","4.91","2","32","43","19","19","30","19","8","6","5.72","2","60.38","5","32.43512974","5","7","10.79","6","3","9.2","2.3","6.8","11.5","18.3","75","0.2875","0.053488372","0.153333333","3.947368421","2.5","1.684210526","1.066666667","0.605263158","0.383333333","0.357894737","0.226666667","42.66666667","62.84153005","63.33333333","3.73003992","10.22222222","16.14035088","12.77777778","20.1754386","7.555555556","11.92982456","4.1444888","6.543929684","20.33333333","32.10526316"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00014","","","","2","36.45","2.68","1.23","8.21","50.9","9.66","14.1","3","76","37","30","23","30","23","8","6","4.23","4","45.89","3","16.12966601","5","8","11.71","6","3","7","4.5","10.6","11.5","22.1","113","0.092105263","0.121621622","0.101769912","4.913043478","3.766666667","3.304347826","2.533333333","0.5","0.383333333","0.460869565","0.353333333","67.25663717","52.0361991","76.66666667","1.854911591","7.777777778","10.14492754","12.77777778","16.66666667","11.77777778","15.36231884","2.061012879","2.688277669","24.55555556","32.02898551"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00015","","","","2","0","1.95","0.89","19.91","50.44","2","3.23","2","33","46","30","23","30","23","1","8","4.26","3","73.06","5","39.47264076","5","5","3.85","7","3","6","2","22","8","30","79","0.181818182","0.043478261","0.101265823","3.434782609","2.633333333","1.434782609","1.1","0.347826087","0.266666667","0.956521739","0.733333333","41.7721519","26.66666667","76.66666667","3.157811261","6.666666667","8.695652174","8.888888889","11.5942029","24.44444444","31.88405797","3.508679179","4.576538059","33.33333333","43.47826087"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00016","","","","2","0","1.98","0.9","18.95","50.39","3.1","4.66","3","35","23","30","27","30","25","4","4","3.91","3","73.08","5","37.60666799","4","6","2.37","7","3","8.2","3","6","11.2","17.2","58","0.234285714","0.130434783","0.193103448","2.148148148","1.933333333","1.296296296","1.166666667","0.414814815","0.373333333","0.222222222","0.2","60.34482759","65.11627907","90","4.211946815","9.111111111","10.12345679","12.44444444","13.82716049","6.666666667","7.407407407","4.679940905","5.199934339","19.11111111","21.2345679"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00017","","","","2","22.5","2.35","1.04","15.63","50.76","3.09","4.54","3","76","62","30","29","30","29","8","6","5.39","2","57.75","8","30.79196217","6","7","12.89","7","3","13.2","3.5","7","16.7","23.7","138","0.173684211","0.056451613","0.121014493","4.75862069","4.6","2.620689655","2.533333333","0.575862069","0.556666667","0.24137931","0.233333333","55.07246377","70.46413502","96.66666667","5.142257683","14.66666667","15.17241379","18.55555556","19.1954023","7.777777778","8.045977011","5.713619648","5.910641015","26.33333333","27.24137931"
"","","GHP2014FMS-AT05","","","","","","","","","GHP2014FMS-AT05-00018","","","","3","42.69","2.59","1.16","16.49","50.33","3.28","5.14","3","40","57","27","24","30","24","9","9","7.31","2","60.44","1","32.76375919","6","5","7.09","6","4","6.5","2","3.2","8.5","11.7","97","0.1625","0.035087719","0.087628866","4.041666667","3.233333333","1.666666667","1.333333333","0.354166667","0.283333333","0.133333333","0.106666667","41.2371134","72.64957265","80","2.784919531","7.222222222","9.027777778","9.444444444","11.80555556","3.555555556","4.444444444","3.094355035","3.867943793","13","16.25"
