"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00212","","","","5","","","","","0","7","6","10","2","","4","","1","3","3","9","0","0.6","0.6","0.6","1.2","7","","0.085714286","0.085714286","1.166666667","0.7","0","0","0.1","0.06","0.1","0.06","0","50","60","","","0","0","2","3.333333333","2","3.333333333","","","4","6.666666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00213","","","","","","","","","0","0","0","10","0","","","","","","4","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00214","","","","3","21.55","50.45","0.600398","2.6248579","4","25","9","10","7","5","3","70.8539047","1","5","9","4","1.2","1.8","6.5","3","9.5","29","0.3","0.072","0.103448276","3.222222222","2.9","0.444444444","0.4","0.333333333","0.3","0.722222222","0.65","13.79310345","31.57894737","90","42.71555996","1.281466799","4","4.444444444","10","11.11111111","21.66666667","24.07407407","4.271555996","4.746173329","31.66666667","35.18518519"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00215","","","","6","","","","","0","9","3","10","3","","3","","1","2","6","5","0","0.7","1.7","0.7","2.4","9","","0.077777778","0.077777778","3","0.9","0","0","0.233333333","0.07","0.566666667","0.17","0","29.16666667","30","","","0","0","2.333333333","7.777777778","5.666666667","18.88888889","","","8","26.66666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00216","","","","4","","","","","0","20","5","10","5","","4","","1","2","4","5","0","1.4","0.9","1.4","2.3","20","","0.07","0.07","4","2","0","0","0.28","0.14","0.18","0.09","0","60.86956522","50","","","0","0","4.666666667","9.333333333","3","6","","","7.666666667","15.33333333"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00217","","","","5","","","","","0","42","9","10","8","","3","","1","3","5","6","0","2.9","1.1","2.9","4","42","","0.069047619","0.069047619","4.666666667","4.2","0","0","0.322222222","0.29","0.122222222","0.11","0","72.5","90","","","0","0","9.666666667","10.74074074","3.666666667","4.074074074","","","13.33333333","14.81481481"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00218","","","","6","","","","","0","33","10","10","10","","5","","1","4","6","6","0","2.9","1.4","2.9","4.3","33","","0.087878788","0.087878788","3.3","3.3","0","0","0.29","0.29","0.14","0.14","0","67.44186047","100","","","0","0","9.666666667","9.666666667","4.666666667","4.666666667","","","14.33333333","14.33333333"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00219","","","","5","","","","","0","24","8","10","7","","6","","1","3","5","8","0","2.5","1.1","2.5","3.6","24","","0.104166667","0.104166667","3","2.4","0","0","0.3125","0.25","0.1375","0.11","0","69.44444444","80","","","0","0","8.333333333","10.41666667","3.666666667","4.583333333","","","12","15"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00022","","","","3","","","","","16","15","8","10","8","","4","","1","6","5","5","3.3","1.5","2","4.8","6.8","31","0.20625","0.1","0.15483871","3.875","3.1","2","1.6","0.6","0.48","0.25","0.2","51.61290323","70.58823529","80","","","11","13.75","16","20","6.666666667","8.333333333","","","22.66666667","28.33333333"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00220","","","","6","","","","","0","28","10","10","9","","6","","1","3","4","8","0","1.9","1.1","1.9","3","28","","0.067857143","0.067857143","2.8","2.8","0","0","0.19","0.19","0.11","0.11","0","63.33333333","100","","","0","0","6.333333333","6.333333333","3.666666667","3.666666667","","","10","10"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00221","","","","4","","","","","7","26","9","10","8","","3","","1","4","4","8","1.1","1.4","1.2","2.5","3.7","33","0.157142857","0.053846154","0.075757576","3.666666667","3.3","0.777777778","0.7","0.277777778","0.25","0.133333333","0.12","21.21212121","67.56756757","90","","","3.666666667","4.074074074","8.333333333","9.259259259","4","4.444444444","","","12.33333333","13.7037037"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00222","","","","3","19.86","50.07","2.310756","4.592917","5","12","7","10","6","3","3","69.1543884","1","2","4","8","0.9","0.6","1.6","1.5","3.1","17","0.18","0.05","0.088235294","2.428571429","1.7","0.714285714","0.5","0.214285714","0.15","0.228571429","0.16","29.41176471","48.38709677","70","39.66446974","0.594967046","3","4.285714286","5","7.142857143","5.333333333","7.619047619","1.983223487","2.83317641","10.33333333","14.76190476"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00223","","","","4","17.34","50.78","2.8779831","4.9029908","3","35","10","10","9","4","2","66.3944473","1","5","5","7","1","2.6","1.1","3.6","4.7","38","0.333333333","0.074285714","0.094736842","3.8","3.8","0.3","0.3","0.36","0.36","0.11","0.11","7.894736842","76.59574468","100","34.14730209","1.229302875","3.333333333","3.333333333","12","12","3.666666667","3.666666667","4.09767625","4.09767625","15.66666667","15.66666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00224","","","","","","","","","0","0","0","10","0","","","","","","3","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00225","","","","5","","","","","0","4","9","10","1","","2","","1","1","3","8","0","0.3","0.8","0.3","1.1","4","","0.075","0.075","0.444444444","0.4","0","0","0.033333333","0.03","0.088888889","0.08","0","27.27272727","90","","","0","0","1","1.111111111","2.666666667","2.962962963","","","3.666666667","4.074074074"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00226","","","","3","","","","","0","74","10","10","10","","4","","1","4","6","5","0","5.8","1.3","5.8","7.1","74","","0.078378378","0.078378378","7.4","7.4","0","0","0.58","0.58","0.13","0.13","0","81.69014085","100","","","0","0","19.33333333","19.33333333","4.333333333","4.333333333","","","23.66666667","23.66666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00227","","","","4","18.13","50.1","1.074128","2.740464","20","26","9","10","9","4","3","70.1375809","1","7","7","4","5.1","2.1","3.5","7.2","10.7","46","0.255","0.080769231","0.156521739","5.111111111","4.6","2.222222222","2","0.8","0.72","0.388888889","0.35","43.47826087","67.28971963","90","36.18762475","2.605508982","17","18.88888889","24","26.66666667","11.66666667","12.96296296","8.68502994","9.650033267","35.66666667","39.62962963"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00228","","","","5","","","","","0","17","8","10","7","","3","","1","1","3","8","0","1","0.8","1","1.8","17","","0.058823529","0.058823529","2.125","1.7","0","0","0.125","0.1","0.1","0.08","0","55.55555556","80","","","0","0","3.333333333","4.166666667","2.666666667","3.333333333","","","6","7.5"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00229","","","","6","","","","","0","16","9","10","8","","4","","2","2","4","7","0","0.7","0.5","0.7","1.2","16","","0.04375","0.04375","1.777777778","1.6","0","0","0.077777778","0.07","0.055555556","0.05","0","58.33333333","90","","","0","0","2.333333333","2.592592593","1.666666667","1.851851852","","","4","4.444444444"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00023","","","","4","","","","","0","32","10","10","9","","5","","1","3","3","8","0","1.4","0.9","1.4","2.3","32","","0.04375","0.04375","3.2","3.2","0","0","0.14","0.14","0.09","0.09","0","60.86956522","100","","","0","0","4.666666667","4.666666667","3","3","","","7.666666667","7.666666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00230","","","","4","12.04","50.05","4.8861179","7.2283611","9","17","9","10","5","7","4","53.5531158","1","5","5","7","2","1.9","2.6","3.9","6.5","26","0.222222222","0.111764706","0.15","2.888888889","2.6","1","0.9","0.433333333","0.39","0.288888889","0.26","34.61538462","60","90","24.05594406","0.938181818","6.666666667","7.407407407","13","14.44444444","8.666666667","9.62962963","3.127272727","3.474747475","21.66666667","24.07407407"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00231","","","","5","","","","","1","9","8","10","4","","2","","1","2","4","7","0.4","0.6","0.8","1","1.8","10","0.4","0.066666667","0.1","1.25","1","0.125","0.1","0.125","0.1","0.1","0.08","10","55.55555556","80","","","1.333333333","1.666666667","3.333333333","4.166666667","2.666666667","3.333333333","","","6","7.5"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00232","","","","4","15.51","50.18","4.1134601","6.557375","26","28","10","10","10","7","3","59.5835838","1","6","6","6","6.2","2.3","3.5","8.5","12","54","0.238461538","0.082142857","0.157407407","5.4","5.4","2.6","2.6","0.85","0.85","0.35","0.35","48.14814815","70.83333333","100","30.90872858","2.627241929","20.66666667","20.66666667","28.33333333","28.33333333","11.66666667","11.66666667","8.757473097","8.757473097","40","40"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00233","","","","3","","","","","0","1","7","10","3","","","","","","7","5","0","0.1","4.2","0.1","4.3","1","","0.1","0.1","0.142857143","0.1","0","0","0.014285714","0.01","0.6","0.42","0","2.325581395","70","","","0","0","0.333333333","0.476190476","14","20","","","14.33333333","20.47619048"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00234","","","","4","","","","","22","22","9","10","9","","2","","1","7","5","6","4.3","1.5","1.3","5.8","7.1","44","0.195454545","0.068181818","0.131818182","4.888888889","4.4","2.444444444","2.2","0.644444444","0.58","0.144444444","0.13","50","81.69014085","90","","","14.33333333","15.92592593","19.33333333","21.48148148","4.333333333","4.814814815","","","23.66666667","26.2962963"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00235","","","","","","","","","0","0","0","10","0","","","","","","3","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00236","","","","5","","","","","0","8","8","10","5","","3","","1","2","4","8","0","0.5","0.1","0.5","0.6","8","","0.0625","0.0625","1","0.8","0","0","0.0625","0.05","0.0125","0.01","0","83.33333333","80","","","0","0","1.666666667","2.083333333","0.333333333","0.416666667","","","2","2.5"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00237","","","","5","","","","","0","51","10","10","10","","5","","1","3","4","8","0","1.8","0.2","1.8","2","51","","0.035294118","0.035294118","5.1","5.1","0","0","0.18","0.18","0.02","0.02","0","90","100","","","0","0","6","6","0.666666667","0.666666667","","","6.666666667","6.666666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00238","","","","4","","","","","0","9","8","10","4","","2","","1","1","4","8","0","0.3","0.2","0.3","0.5","9","","0.033333333","0.033333333","1.125","0.9","0","0","0.0375","0.03","0.025","0.02","0","60","80","","","0","0","1","1.25","0.666666667","0.833333333","","","1.666666667","2.083333333"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00239","","","","5","","","","","0","10","7","10","4","","5","","1","2","6","7","0","1.2","4","1.2","5.2","10","","0.12","0.12","1.428571429","1","0","0","0.171428571","0.12","0.571428571","0.4","0","23.07692308","70","","","0","0","4","5.714285714","13.33333333","19.04761905","","","17.33333333","24.76190476"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00024","","","","3","","","","","0","","5","10","2","","5","","1","1","5","6","0","","1.2","","","","","","","","","0","0","","","0.24","0.12","","","50","","","0","0","","","4","8","","","",""
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00240","","","","4","","","","","0","12","6","10","4","","3","","1","1","4","8","0","0.4","1","0.4","1.4","12","","0.033333333","0.033333333","2","1.2","0","0","0.066666667","0.04","0.166666667","0.1","0","28.57142857","60","","","0","0","1.333333333","2.222222222","3.333333333","5.555555556","","","4.666666667","7.777777778"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00241","","","","5","","","","","4","43","9","10","8","","3","","1","2","5","8","0.9","1.8","1.2","2.7","3.9","47","0.225","0.041860465","0.057446809","5.222222222","4.7","0.444444444","0.4","0.3","0.27","0.133333333","0.12","8.510638298","69.23076923","90","","","3","3.333333333","9","10","4","4.444444444","","","13","14.44444444"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00242","","","","","","","","","0","0","0","10","0","","","","","","2","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00243","","","","3","","","","","2","12","6","10","4","","2","","1","4","6","5","0.3","1.6","4.9","1.9","6.8","14","0.15","0.133333333","0.135714286","2.333333333","1.4","0.333333333","0.2","0.316666667","0.19","0.816666667","0.49","14.28571429","27.94117647","60","","","1","1.666666667","6.333333333","10.55555556","16.33333333","27.22222222","","","22.66666667","37.77777778"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00244","","","","4","","","","","2","27","10","10","9","","4","","1","2","3","8","0.4","1","1.2","1.4","2.6","29","0.2","0.037037037","0.048275862","2.9","2.9","0.2","0.2","0.14","0.14","0.12","0.12","6.896551724","53.84615385","100","","","1.333333333","1.333333333","4.666666667","4.666666667","4","4","","","8.666666667","8.666666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00245","","","","6","","","","","10","14","10","10","7","","3","","1","5","3","8","2","0.5","1.4","2.5","3.9","24","0.2","0.035714286","0.104166667","2.4","2.4","1","1","0.25","0.25","0.14","0.14","41.66666667","64.1025641","100","","","6.666666667","6.666666667","8.333333333","8.333333333","4.666666667","4.666666667","","","13","13"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00246","","","","3","","","","","0","13","6","10","4","","4","","1","3","2","9","0","0.6","0.5","0.6","1.1","13","","0.046153846","0.046153846","2.166666667","1.3","0","0","0.1","0.06","0.083333333","0.05","0","54.54545455","60","","","0","0","2","3.333333333","1.666666667","2.777777778","","","3.666666667","6.111111111"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00247","","","","4","","","","","6","15","7","10","6","","3","","1","4","7","7","1.7","0.7","2.2","2.4","4.6","21","0.283333333","0.046666667","0.114285714","3","2.1","0.857142857","0.6","0.342857143","0.24","0.314285714","0.22","28.57142857","52.17391304","70","","","5.666666667","8.095238095","8","11.42857143","7.333333333","10.47619048","","","15.33333333","21.9047619"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00248","","","","3","","","","","10","6","7","10","7","","3","","1","5","7","4","1.9","1.2","5","3.1","8.1","16","0.19","0.2","0.19375","2.285714286","1.6","1.428571429","1","0.442857143","0.31","0.714285714","0.5","62.5","38.27160494","70","","","6.333333333","9.047619048","10.33333333","14.76190476","16.66666667","23.80952381","","","27","38.57142857"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00249","","","","4","","","","","2","16","8","10","6","","2","","1","4","5","7","0.4","0.8","1.4","1.2","2.6","18","0.2","0.05","0.066666667","2.25","1.8","0.25","0.2","0.15","0.12","0.175","0.14","11.11111111","46.15384615","80","","","1.333333333","1.666666667","4","5","4.666666667","5.833333333","","","8.666666667","10.83333333"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00025","","","","4","","","","","0","13","9","10","4","","3","","1","1","4","7","0","0.3","0.5","0.3","0.8","13","","0.023076923","0.023076923","1.444444444","1.3","0","0","0.033333333","0.03","0.055555556","0.05","0","37.5","90","","","0","0","1","1.111111111","1.666666667","1.851851852","","","2.666666667","2.962962963"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00250","","","","6","","","","","0","13","8","10","4","","4","","1","2","4","8","0","0.6","0.8","0.6","1.4","13","","0.046153846","0.046153846","1.625","1.3","0","0","0.075","0.06","0.1","0.08","0","42.85714286","80","","","0","0","2","2.5","2.666666667","3.333333333","","","4.666666667","5.833333333"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00251","","","","4","19.58","50.59","0.638818","2.4067819","13","20","8","10","7","4","5","72.6366348","1","4","6","4","4","3.6","3.5","7.6","11.1","33","0.307692308","0.18","0.23030303","4.125","3.3","1.625","1.3","0.95","0.76","0.4375","0.35","39.39393939","68.46846847","80","38.70330105","2.94145088","13.33333333","16.66666667","25.33333333","31.66666667","11.66666667","14.58333333","9.804836265","12.25604533","37","46.25"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00252","","","","3","","","","","0","25","10","10","10","4","3","","1","4","5","7","0","3.4","1.1","3.4","4.5","25","","0.136","0.136","2.5","2.5","0","0","0.34","0.34","0.11","0.11","0","75.55555556","100","","","0","0","11.33333333","11.33333333","3.666666667","3.666666667","","","15","15"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00253","","","","4","15.46","50.21","1.0454566","3.233476","24","28","9","10","9","6","3","61.34456","1","6","6","4","7.4","3","3","10.4","13.4","52","0.308333333","0.107142857","0.2","5.777777778","5.2","2.666666667","2.4","1.155555556","1.04","0.333333333","0.3","46.15384615","77.6119403","90","30.79067915","3.202230631","24.66666667","27.40740741","34.66666667","38.51851852","10","11.11111111","10.6741021","11.86011345","44.66666667","49.62962963"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00254","","","","5","19.13","50.83","1.866109","4.2336478","10","50","10","10","10","9","3","62.010788","1","4","4","6","1.7","2.4","0.8","4.1","4.9","60","0.17","0.048","0.068333333","6","6","1","1","0.41","0.41","0.08","0.08","16.66666667","83.67346939","100","37.63525477","1.543045446","5.666666667","5.666666667","13.66666667","13.66666667","2.666666667","2.666666667","5.143484819","5.143484819","16.33333333","16.33333333"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00255","","","","5","","","","","7","35","9","10","9","","5","","2","5","6","6","1.9","3.5","2.5","5.4","7.9","42","0.271428571","0.1","0.128571429","4.666666667","4.2","0.777777778","0.7","0.6","0.54","0.277777778","0.25","16.66666667","68.35443038","90","","","6.333333333","7.037037037","18","20","8.333333333","9.259259259","","","26.33333333","29.25925926"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00256","","","","4","","","","","0","12","10","10","10","","3","","1","1","7","7","0","0.7","3","0.7","3.7","12","","0.058333333","0.058333333","1.2","1.2","0","0","0.07","0.07","0.3","0.3","0","18.91891892","100","","","0","0","2.333333333","2.333333333","10","10","","","12.33333333","12.33333333"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00257","","","","5","","","","","6","7","4","10","4","","4","","1","4","6","7","0.8","0.5","1.1","1.3","2.4","13","0.133333333","0.071428571","0.1","3.25","1.3","1.5","0.6","0.325","0.13","0.275","0.11","46.15384615","54.16666667","40","","","2.666666667","6.666666667","4.333333333","10.83333333","3.666666667","9.166666667","","","8","20"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00258","","","","4","","","","","2","11","5","10","4","","6","","1","2","4","7","0.2","0.6","0.4","0.8","1.2","13","0.1","0.054545455","0.061538462","2.6","1.3","0.4","0.2","0.16","0.08","0.08","0.04","15.38461538","66.66666667","50","","","0.666666667","1.333333333","2.666666667","5.333333333","1.333333333","2.666666667","","","4","8"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00259","","","","4","","","","","23","33","9","10","9","","4","","1","5","6","4","4.5","2.5","2.5","7","9.5","56","0.195652174","0.075757576","0.125","6.222222222","5.6","2.555555556","2.3","0.777777778","0.7","0.277777778","0.25","41.07142857","73.68421053","90","","","15","16.66666667","23.33333333","25.92592593","8.333333333","9.259259259","","","31.66666667","35.18518519"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00026","","","","4","18.45","50.74","0.371202","2.2777939","10","37","10","10","9","4","4","70.8907547","1","6","5","6","2.4","1.5","1.4","3.9","5.3","47","0.24","0.040540541","0.082978723","4.7","4.7","1","1","0.39","0.39","0.14","0.14","21.27659574","73.58490566","100","36.3618447","1.418111943","8","8","13","13","4.666666667","4.666666667","4.727039811","4.727039811","17.66666667","17.66666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00260","","","","5","","","","","1","17","7","10","6","","3","","1","2","3","8","0.2","0.9","0.2","1.1","1.3","18","0.2","0.052941176","0.061111111","2.571428571","1.8","0.142857143","0.1","0.157142857","0.11","0.028571429","0.02","5.555555556","84.61538462","70","","","0.666666667","0.952380952","3.666666667","5.238095238","0.666666667","0.952380952","","","4.333333333","6.19047619"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00261","","","","3","","","","","1","10","4","10","2","","3","","1","5","3","8","0.4","0.5","0.2","0.9","1.1","11","0.4","0.05","0.081818182","2.75","1.1","0.25","0.1","0.225","0.09","0.05","0.02","9.090909091","81.81818182","40","","","1.333333333","3.333333333","3","7.5","0.666666667","1.666666667","","","3.666666667","9.166666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00262","","","","4","","","","","0","9","8","10","6","","2","","1","1","3","8","0","0.4","0.5","0.4","0.9","9","","0.044444444","0.044444444","1.125","0.9","0","0","0.05","0.04","0.0625","0.05","0","44.44444444","80","","","0","0","1.333333333","1.666666667","1.666666667","2.083333333","","","3","3.75"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00263","","","","3","","","","","0","7","8","10","1","","2","","1","2","3","8","0","0.7","0.7","0.7","1.4","7","","0.1","0.1","0.875","0.7","0","0","0.0875","0.07","0.0875","0.07","0","50","80","","","0","0","2.333333333","2.916666667","2.333333333","2.916666667","","","4.666666667","5.833333333"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00264","","","","4","","","","","1","7","4","10","4","","4","","1","3","4","8","0.2","0.8","0.6","1","1.6","8","0.2","0.114285714","0.125","2","0.8","0.25","0.1","0.25","0.1","0.15","0.06","12.5","62.5","40","","","0.666666667","1.666666667","3.333333333","8.333333333","2","5","","","5.333333333","13.33333333"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00265","","","","4","","","","","0","8","9","10","3","","2","","1","2","3","8","0","0.3","0.7","0.3","1","8","","0.0375","0.0375","0.888888889","0.8","0","0","0.033333333","0.03","0.077777778","0.07","0","30","90","","","0","0","1","1.111111111","2.333333333","2.592592593","","","3.333333333","3.703703704"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00266","","","","6","","","","","0","10","9","10","7","","3","","1","1","3","8","0","0.4","0.9","0.4","1.3","10","","0.04","0.04","1.111111111","1","0","0","0.044444444","0.04","0.1","0.09","0","30.76923077","90","","","0","0","1.333333333","1.481481481","3","3.333333333","","","4.333333333","4.814814815"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00267","","","","4","","","","","9","6","8","10","8","","2","","1","4","4","7","1.4","0.3","1","1.7","2.7","15","0.155555556","0.05","0.113333333","1.875","1.5","1.125","0.9","0.2125","0.17","0.125","0.1","60","62.96296296","80","","","4.666666667","5.833333333","5.666666667","7.083333333","3.333333333","4.166666667","","","9","11.25"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00268","","","","6","","","","","0","5","4","10","2","","3","","1","2","3","8","0","0.5","0.4","0.5","0.9","5","","0.1","0.1","1.25","0.5","0","0","0.125","0.05","0.1","0.04","0","55.55555556","40","","","0","0","1.666666667","4.166666667","1.333333333","3.333333333","","","3","7.5"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00269","","","","4","18","50.41","1.335202","3.4963789","11","25","5","10","4","5","3","69.3333817","1","5","6","5","2.1","1.2","2.1","3.3","5.4","36","0.190909091","0.048","0.091666667","7.2","3.6","2.2","1.1","0.66","0.33","0.42","0.21","30.55555556","61.11111111","50","35.70720095","1.178337631","7","14","11","22","7","14","3.927792105","7.855584209","18","36"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00027","","","","2","","","","","0","12","10","10","4","","3","","1","1","1","9","0","0.3","0.5","0.3","0.8","12","","0.025","0.025","1.2","1.2","0","0","0.03","0.03","0.05","0.05","0","37.5","100","","","0","0","1","1","1.666666667","1.666666667","","","2.666666667","2.666666667"
"","","GHP2013KMD-PT01","","","","","","","","","GHP2013KMD-PT01-00270","","","","3","","","","","0","10","4","10","4","","2","","1","2","5","6","0","0.5","0.3","0.5","0.8","10","","0.05","0.05","2.5","1","0","0","0.125","0.05","0.075","0.03","0","62.5","40","","","0","0","1.666666667","4.166666667","1","2.5","","","2.666666667","6.666666667"
