"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Storage root dry matter content computing percent|CO_331:0000297","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Millipede damage estimating 1-9|CO_331:0000805","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Virus symptoms estimating 1-9|CO_331:0000193","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00361","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00362","","","","13.7636814","2.16","1.07","13","48.75","5.92","8.75","3.63","57.1","7.59","26.66666667","12","11","5","1","0","1","1","1","1","3","4","6","7","0","0.08","0.2","0.08","0.28","1","","0.08","0.08","0.2","0.083333333","0","0","0.016","0.006666667","0.04","0.016666667","0","28.57142857","41.66666667","0.021333333","0","0","0.222222222","0.533333333","0.555555556","1.333333333","0.059259259","0.142222222","0.777777778","1.866666667"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00363","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00364","","","","","","","","","","","","","","","12","11","9","2","0","2","1","1","1","","6","9","2","0","0.04","5.44","0.04","5.48","2","","0.02","0.02","0.222222222","0.166666667","0","0","0.004444444","0.003333333","0.604444444","0.453333333","0","0.729927007","75","","0","0","0.111111111","0.148148148","15.11111111","20.14814815","","","15.22222222","20.2962963"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00365","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00366","","","","12.2269268","1.71","0.8","15.12","48.91","4.12","5.82","2.29","62.57","11.22","30.91392353","12","5","3","2","3","2","1","1","1","3","5","2","1","0.65","0.15","2.74","0.8","3.54","5","0.216666667","0.075","0.16","1.666666667","0.416666667","1","0.25","0.266666667","0.066666667","0.913333333","0.228333333","60","22.59887006","25","0.247311388","1.805555556","7.222222222","2.222222222","8.888888889","7.611111111","30.44444444","0.686976079","2.747904314","9.833333333","39.33333333"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00367","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00368","","","","0","2.06","1.31","16","48.74","1.6","2.67","5.69","64.56","12.97","32.82724661","12","12","9","8","10","14","","1","","9","","","2","1.2","0.58","4.35","1.78","6.13","24","0.12","0.041428571","0.074166667","2.666666667","2","1.111111111","0.833333333","0.197777778","0.148333333","0.483333333","0.3625","41.66666667","29.03752039","75","0.58432499","3.333333333","4.444444444","4.944444444","6.592592593","12.08333333","16.11111111","1.623124972","2.164166629","17.02777778","22.7037037"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00369","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00370","","","","","","","","","","","","","","","12","12","6","2","0","3","","1","","","","","6","0","0.14","9.15","0.14","9.29","3","","0.046666667","0.046666667","0.5","0.25","0","0","0.023333333","0.011666667","1.525","0.7625","0","1.506996771","50","","0","0","0.388888889","0.777777778","25.41666667","50.83333333","","","25.80555556","51.61111111"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00371","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00372","","","","1.3104382","2.1","1.16","17.11","48.38","0.93","2.71","4.26","69.37","13.33","35.36585366","12","11","5","1","1","2","1","1","1","3","4","2","7","0.3","0.1","0.2","0.4","0.6","3","0.3","0.05","0.133333333","0.6","0.25","0.2","0.083333333","0.08","0.033333333","0.04","0.016666667","33.33333333","66.66666667","41.66666667","0.141463415","0.833333333","2","1.111111111","2.666666667","0.555555556","1.333333333","0.39295393","0.943089431","1.666666667","4"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00373","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00374","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00375","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00376","","","","","","","","","","","","","","","12","12","7","","","","","","","","","","4","","","2.76","","","","","","","","","","","","","0.394285714","0.23","","","58.33333333","","","","","","7.666666667","13.14285714","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00377","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00378","","","","","","","","","","","","","","","12","12","6","","","","","","","","","","7","","","3.62","","","","","","","","","","","","","0.603333333","0.301666667","","","50","","","","","","10.05555556","20.11111111","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00379","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00380","","","","0","1.81","1.04","16.29","48.28","1.41","3.17","3.67","64.95","16.03","33.74067937","12","12","9","9","24","17","1","1","1","3","4","4","2","3.78","0.7","10.06","4.48","14.54","41","0.1575","0.041176471","0.109268293","4.555555556","3.416666667","2.666666667","2","0.497777778","0.373333333","1.117777778","0.838333333","58.53658537","30.81155433","75","1.511582436","10.5","14","12.44444444","16.59259259","27.94444444","37.25925926","4.198840099","5.598453466","40.38888889","53.85185185"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00381","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00382","","","","","","","","","","","","","","","12","12","6","2","0","2","1","1","1","","5","7","7","0","0.06","1.64","0.06","1.7","2","","0.03","0.03","0.333333333","0.166666667","0","0","0.01","0.005","0.273333333","0.136666667","0","3.529411765","50","","0","0","0.166666667","0.333333333","4.555555556","9.111111111","","","4.722222222","9.444444444"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00383","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00384","","","","15.0159798","2.28","1.21","13.62","41.65","2.45","4.01","4.66","63.86","8.91","32.70108043","12","8","1","1","","","1","1","1","3","5","5","7","","","0.25","","","","","","","","","","","","","0.25","0.020833333","","","8.333333333","","","","","","0.694444444","8.333333333","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00385","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00386","","","","0","1.83","1.06","16.15","48.7","2.13","3.03","4.19","66.75","9.55","33.16221766","12","12","5","5","10","15","2","1","1","3","2","3","2","2.7","0.42","8.1","3.12","11.22","25","0.27","0.028","0.1248","5","2.083333333","2","0.833333333","0.624","0.26","1.62","0.675","40","27.80748663","41.66666667","1.034661191","7.5","18","8.666666667","20.8","22.5","54","2.874058864","6.897741273","31.16666667","74.8"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00387","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00388","","","","3.6877155","2.07","1.05","16.01","48.52","2.25","3.87","4.3","59.88","15.52","32.99670239","12","12","6","2","3","1","1","1","1","3","3","3","6","0.25","0.08","6.04","0.33","6.37","4","0.083333333","0.08","0.0825","0.666666667","0.333333333","0.5","0.25","0.055","0.0275","1.006666667","0.503333333","75","5.180533752","50","0.108889118","0.694444444","1.388888889","0.916666667","1.833333333","16.77777778","33.55555556","0.302469772","0.604939544","17.69444444","35.38888889"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00389","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00390","","","","","","","","","","","","","","","12","12","7","7","1","7","1","1","1","","4","4","6","0.15","0.15","8.38","0.3","8.68","8","0.15","0.021428571","0.0375","1.142857143","0.666666667","0.142857143","0.083333333","0.042857143","0.025","1.197142857","0.698333333","12.5","3.456221198","58.33333333","","0.416666667","0.714285714","0.833333333","1.428571429","23.27777778","39.9047619","","","24.11111111","41.33333333"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00391","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00392","","","","5.3049412","1.49","0.75","12.86","48.6","8.57","11.8","3.32","56.88","7.11","26.46090535","12","9","3","3","14","3","1","1","1","3","3","3","1","4.44","0.18","10","4.62","14.62","17","0.317142857","0.06","0.271764706","5.666666667","1.416666667","4.666666667","1.166666667","1.54","0.385","3.333333333","0.833333333","82.35294118","31.6005472","25","1.222493827","12.33333333","49.33333333","12.83333333","51.33333333","27.77777778","111.1111111","3.395816187","13.58326475","40.61111111","162.4444444"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00393","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00394","","","","1.7122593","2.28","1.7","14.6","48.28","0.89","2.11","4.46","65.34","12.08","30.24026512","12","12","10","6","6","5","1","1","1","3","4","4","2","0.75","0.25","2.84","1","3.84","11","0.125","0.05","0.090909091","1.1","0.916666667","0.6","0.5","0.1","0.083333333","0.284","0.236666667","54.54545455","26.04166667","83.33333333","0.302402651","2.083333333","2.5","2.777777778","3.333333333","7.888888889","9.466666667","0.840007364","1.008008837","10.66666667","12.8"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00395","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00396","","","","3.424799","2.05","1.06","14.63","48.89","1.91","2.92","4.27","63.87","15.02","29.9243199","12","6","5","5","5","5","1","1","1","3","4","3","2","1.48","0.2","4.75","1.68","6.43","10","0.296","0.04","0.168","2","0.833333333","1","0.416666667","0.336","0.14","0.95","0.395833333","50","26.12752722","41.66666667","0.502728574","4.111111111","9.866666667","4.666666667","11.2","13.19444444","31.66666667","1.396468262","3.351523829","17.86111111","42.86666667"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00397","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00398","","","","13.0990143","2.9","1.86","11.81","48.48","2.8","4.01","6.84","52.47","14.21","24.36056106","12","12","7","2","2","","1","2","1","3","6","5","5","0.3","0.08","3.06","0.38","3.44","","0.15","","","","","0.285714286","0.166666667","0.054285714","0.031666667","0.437142857","0.255","","11.04651163","58.33333333","0.092570132","0.833333333","1.428571429","1.055555556","1.80952381","8.5","14.57142857","0.257139256","0.440810152","9.555555556","16.38095238"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00399","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00400","","","","5.3762589","1.7","0.89","17.48","48.93","3.41","5.35","2.83","60.06","18.78","35.72450439","12","12","5","4","6","8","1","1","1","3","2","1","5","0.66","0.18","4.3","0.84","5.14","14","0.11","0.0225","0.06","2.8","1.166666667","1.2","0.5","0.168","0.07","0.86","0.358333333","42.85714286","16.34241245","41.66666667","0.300085837","1.833333333","4.4","2.333333333","5.6","11.94444444","28.66666667","0.833571769","2.000572246","14.27777778","34.26666667"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00401","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00402","","","","0","2.14","1.31","15.06","48.39","3.28","6.04","4.54","63.06","9.99","31.12213267","12","12","6","5","7","2","1","1","1","2","6","6","6","1.02","0.08","3.95","1.1","5.05","9","0.145714286","0.04","0.122222222","1.5","0.75","1.166666667","0.583333333","0.183333333","0.091666667","0.658333333","0.329166667","77.77777778","21.78217822","50","0.342343459","2.833333333","5.666666667","3.055555556","6.111111111","10.97222222","21.94444444","0.950954054","1.901908108","14.02777778","28.05555556"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00403","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00404","","","","","","","","","","","","","","","12","8","0","0","0","0","","","","","","","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00405","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00406","","","","","","","","","","","","","","","12","12","3","","","","","","","","","","7","","","0.64","","","","","","","","","","","","","0.213333333","0.053333333","","","25","","","","","","1.777777778","7.111111111","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00407","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00408","","","","","","","","","","","","","","","12","9","6","3","","","1","1","1","","2","4","2","","","4.35","","","","","","","","","","","","","0.725","0.3625","","","50","","","","","","12.08333333","24.16666667","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00409","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00410","","","","0","2.3","1.37","15.23","48.43","1.4","2.34","6.04","62.57","11.81","31.44744993","12","8","4","2","2","1","1","1","1","2","2","3","6","0.55","0.1","4.26","0.65","4.91","3","0.275","0.1","0.216666667","0.75","0.25","0.5","0.166666667","0.1625","0.054166667","1.065","0.355","66.66666667","13.23828921","33.33333333","0.204408425","1.527777778","4.583333333","1.805555556","5.416666667","11.83333333","35.5","0.567801179","1.703403538","13.63888889","40.91666667"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00411","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00412","","","","","","","","","","","","","","","12","6","3","3","1","2","1","1","1","","4","5","4","0.16","0.06","2.1","0.22","2.32","3","0.16","0.03","0.073333333","1","0.25","0.333333333","0.083333333","0.073333333","0.018333333","0.7","0.175","33.33333333","9.482758621","25","","0.444444444","1.777777778","0.611111111","2.444444444","5.833333333","23.33333333","","","6.444444444","25.77777778"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00413","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","0","","","","","","","","","","","","","","0","","","","","","","","","0","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00414","","","","","","","","","","","","","","","12","5","3","","","","","","","","","","3","","","1.62","","","","","","","","","","","","","0.54","0.135","","","25","","","","","","4.5","18","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00415","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","0","","","","","","","","","","","","","","0","","","","","","","","","0","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00416","","","","","","","","","","","","","","","12","12","10","10","10","10","1","1","1","","5","8","7","0.42","0.32","2.45","0.74","3.19","20","0.042","0.032","0.037","2","1.666666667","1","0.833333333","0.074","0.061666667","0.245","0.204166667","50","23.19749216","83.33333333","","1.166666667","1.4","2.055555556","2.466666667","6.805555556","8.166666667","","","8.861111111","10.63333333"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00417","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00418","","","","","","","","","","","","","","","12","6","4","1","1","2","1","1","1","","2","5","4","0.15","0.08","2.04","0.23","2.27","3","0.15","0.04","0.076666667","0.75","0.25","0.25","0.083333333","0.0575","0.019166667","0.51","0.17","33.33333333","10.13215859","33.33333333","","0.416666667","1.25","0.638888889","1.916666667","5.666666667","17","","","6.305555556","18.91666667"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00419","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00420","","","","","","","","","","","","","","","12","4","4","3","","","1","1","1","","2","4","9","","","2.6","","","","","","","","","","","","","0.65","0.216666667","","","33.33333333","","","","","","7.222222222","21.66666667","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00421","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00422","","","","28.9803619","2.63","1.57","11.63","48.21","5.83","8.94","6.13","55.16","8.3","24.1236258","12","10","6","3","1","5","","1","","3","","","3","0.18","0.14","2.65","0.32","2.97","6","0.18","0.028","0.053333333","1","0.5","0.166666667","0.083333333","0.053333333","0.026666667","0.441666667","0.220833333","16.66666667","10.77441077","50","0.077195603","0.5","1","0.888888889","1.777777778","7.361111111","14.72222222","0.214432229","0.428864459","8.25","16.5"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00423","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00424","","","","24.0416908","2.07","1.01","12.71","48.88","5.54","7.8","3.06","57.13","11.45","26.00245499","12","11","4","1","1","1","1","3","1","3","1","1","4","0.15","0.06","0.46","0.21","0.67","2","0.15","0.06","0.105","0.5","0.166666667","0.25","0.083333333","0.0525","0.0175","0.115","0.038333333","50","31.34328358","33.33333333","0.054605155","0.416666667","1.25","0.583333333","1.75","1.277777778","3.833333333","0.151680987","0.455042962","1.861111111","5.583333333"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00425","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00426","","","","","","","","","","","","","","","12","","2","","","","","","","","","","","","","2.48","","","","","","","","","","","","","1.24","0.206666667","","","16.66666667","","","","","","6.888888889","41.33333333","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00427","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00428","","","","","","","","","","","","","","","12","3","1","","","","","","","","","","4","","","1.1","","","","","","","","","","","","","1.1","0.091666667","","","8.333333333","","","","","","3.055555556","36.66666667","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00429","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00430","","","","5.0859051","2.53","1.79","13.39","48.28","1.06","3.37","5.76","60.75","17.35","27.73405137","12","10","10","2","1","2","1","1","1","3","4","5","6","0.2","0.1","1.76","0.3","2.06","3","0.2","0.05","0.1","0.3","0.25","0.1","0.083333333","0.03","0.025","0.176","0.146666667","33.33333333","14.5631068","83.33333333","0.083202154","0.555555556","0.666666667","0.833333333","1","4.888888889","5.866666667","0.231117095","0.277340514","5.722222222","6.866666667"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00431","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00432","","","","","","","","","","","","","","","12","5","3","","","","","","","","","","7","","","2.25","","","","","","","","","","","","","0.75","0.1875","","","25","","","","","","6.25","25","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00433","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00434","","","","","","","","","","","","","","","12","8","6","","","","","","","","","","7","","","1.94","","","","","","","","","","","","","0.323333333","0.161666667","","","50","","","","","","5.388888889","10.77777778","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00435","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00436","","","","","","","","","","","","","","","12","10","4","0","0","0","","","","","","","3","0","0","2.25","0","2.25","0","","","","0","0","0","0","0","0","0.5625","0.1875","","0","33.33333333","","0","0","0","0","6.25","18.75","","","6.25","18.75"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00437","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00438","","","","0","1.61","1.02","14.2","48.65","1.51","4.09","3.53","74.82","19.83","29.18807811","12","12","11","8","9","15","","1","","3","","","3","2.48","0.48","2.15","2.96","5.11","24","0.275555556","0.032","0.123333333","2.181818182","2","0.818181818","0.75","0.269090909","0.246666667","0.195454545","0.179166667","37.5","57.92563601","91.66666667","0.863967112","6.888888889","7.515151515","8.222222222","8.96969697","5.972222222","6.515151515","2.399908645","2.618082158","14.19444444","15.48484848"
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00439","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST01","","","","","","","","","GHP2017WCH-ST01-00440","","","","","","","","","","","","","","","12","11","6","1","0","2","1","1","1","","5","6","6","0","0.2","2.18","0.2","2.38","2","","0.1","0.1","0.333333333","0.166666667","0","0","0.033333333","0.016666667","0.363333333","0.181666667","0","8.403361345","50","","0","0","0.555555556","1.111111111","6.055555556","12.11111111","","","6.611111111","13.22222222"
