"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2015NYK-ST02","","","","","","","","","GHP2015NYK-ST02-00001","","","","54","44","34","30","34","30","1","6","7","7","1","1","13.98","2.16","12.14","16.14","28.28","98","0.258888889","0.049090909","0.164693878","3.266666667","2.882352941","1.8","1.588235294","0.538","0.474705882","0.404666667","0.357058824","55.10204082","57.07213579","88.23529412","13.70588235","15.53333333","15.82352941","17.93333333","11.90196078","13.48888889","27.7254902","31.42222222"
"","","GHP2015NYK-ST02","","","","","","","","","GHP2015NYK-ST02-00002","","","","44","47","34","24","34","24","1","7","7","6","2","2","10.68","2.6","9.68","13.28","22.96","91","0.242727273","0.055319149","0.145934066","3.791666667","2.676470588","1.833333333","1.294117647","0.553333333","0.390588235","0.403333333","0.284705882","48.35164835","57.83972125","70.58823529","10.47058824","14.83333333","13.01960784","18.44444444","9.490196078","13.44444444","22.50980392","31.88888889"
"","","GHP2015NYK-ST02","","","","","","","","","GHP2015NYK-ST02-00003","","","","9","21","29","20","34","15","1","7","3","3","4","4","0.76","0.46","3.54","1.22","4.76","30","0.084444444","0.021904762","0.040666667","1.5","0.882352941","0.45","0.264705882","0.061","0.035882353","0.177","0.104117647","30","25.6302521","58.82352941","0.745098039","1.266666667","1.196078431","2.033333333","3.470588235","5.9","4.666666667","7.933333333"
"","","GHP2015NYK-ST02","","","","","","","","","GHP2015NYK-ST02-00004","","","","8","20","18","18","34","12","1","6","5","6","2","2","1.6","1.02","5.18","2.62","7.8","28","0.2","0.051","0.093571429","1.555555556","0.823529412","0.444444444","0.235294118","0.145555556","0.077058824","0.287777778","0.152352941","28.57142857","33.58974359","52.94117647","1.568627451","2.962962963","2.568627451","4.851851852","5.078431373","9.592592593","7.647058824","14.44444444"
"","","GHP2015NYK-ST02","","","","","","","","","GHP2015NYK-ST02-00005","","","","23","22","31","25","34","25","1","7","3","3","4","4","1.86","0.6","3.68","2.46","6.14","45","0.080869565","0.027272727","0.054666667","1.8","1.323529412","0.92","0.676470588","0.0984","0.072352941","0.1472","0.108235294","51.11111111","40.06514658","73.52941176","1.823529412","2.48","2.411764706","3.28","3.607843137","4.906666667","6.019607843","8.186666667"
"","","GHP2015NYK-ST02","","","","","","","","","GHP2015NYK-ST02-00006","","","","42","71","34","29","34","29","1","7","6","4","1","3","7.76","3.46","6.84","11.22","18.06","113","0.184761905","0.048732394","0.099292035","3.896551724","3.323529412","1.448275862","1.235294118","0.386896552","0.33","0.235862069","0.201176471","37.16814159","62.12624585","85.29411765","7.607843137","8.91954023","11","12.89655172","6.705882353","7.862068966","17.70588235","20.75862069"
"","","GHP2015NYK-ST02","","","","","","","","","GHP2015NYK-ST02-00007","","","","55","38","34","29","34","29","1","7","8","7","1","1","13.64","2.4","12","16.04","28.04","93","0.248","0.063157895","0.172473118","3.206896552","2.735294118","1.896551724","1.617647059","0.553103448","0.471764706","0.413793103","0.352941176","59.13978495","57.20399429","85.29411765","13.37254902","15.67816092","15.7254902","18.43678161","11.76470588","13.79310345","27.49019608","32.22988506"
"","","GHP2015NYK-ST02","","","","","","","","","GHP2015NYK-ST02-00008","","","","27","49","33","27","34","27","1","6","5","6","2","1","4.68","2.2","5.96","6.88","12.84","76","0.173333333","0.044897959","0.090526316","2.814814815","2.235294118","1","0.794117647","0.254814815","0.202352941","0.220740741","0.175294118","35.52631579","53.58255452","79.41176471","4.588235294","5.777777778","6.745098039","8.49382716","5.843137255","7.358024691","12.58823529","15.85185185"
"","","GHP2015NYK-ST02","","","","","","","","","GHP2015NYK-ST02-00009","","","","24","41","27","23","34","22","1","6","7","6","3","2","5.12","2.16","10.6","7.28","17.88","65","0.213333333","0.052682927","0.112","2.826086957","1.911764706","1.043478261","0.705882353","0.316521739","0.214117647","0.460869565","0.311764706","36.92307692","40.71588367","67.64705882","5.019607843","7.420289855","7.137254902","10.55072464","10.39215686","15.36231884","17.52941176","25.91304348"
"","","GHP2015NYK-ST02","","","","","","","","","GHP2015NYK-ST02-00010","","","","12","16","25","16","34","15","2","6","5","6","4","3","2.14","0.52","7","2.66","9.66","28","0.178333333","0.0325","0.095","1.75","0.823529412","0.75","0.352941176","0.16625","0.078235294","0.4375","0.205882353","42.85714286","27.53623188","47.05882353","2.098039216","4.458333333","2.607843137","5.541666667","6.862745098","14.58333333","9.470588235","20.125"
"","","GHP2015NYK-ST02","","","","","","","","","GHP2015NYK-ST02-00011","","","","20","28","34","26","34","26","2","7","3","3","4","5","1.86","0.92","2.6","2.78","5.38","48","0.093","0.032857143","0.057916667","1.846153846","1.411764706","0.769230769","0.588235294","0.106923077","0.081764706","0.1","0.076470588","41.66666667","51.67286245","76.47058824","1.823529412","2.384615385","2.725490196","3.564102564","2.549019608","3.333333333","5.274509804","6.897435897"
"","","GHP2015NYK-ST02","","","","","","","","","GHP2015NYK-ST02-00012","","","","36","39","34","29","34","29","1","7","7","4","2","3","5.7","1.54","5.1","7.24","12.34","75","0.158333333","0.039487179","0.096533333","2.586206897","2.205882353","1.24137931","1.058823529","0.249655172","0.212941176","0.175862069","0.15","48","58.67098865","85.29411765","5.588235294","6.551724138","7.098039216","8.32183908","5","5.862068966","12.09803922","14.18390805"
"","","GHP2015NYK-ST02","","","","","","","","","GHP2015NYK-ST02-00013","","","","45","37","34","29","34","29","1","7","7","4","2","3","10.06","2.28","7.16","12.34","19.5","82","0.223555556","0.061621622","0.150487805","2.827586207","2.411764706","1.551724138","1.323529412","0.425517241","0.362941176","0.246896552","0.210588235","54.87804878","63.28205128","85.29411765","9.862745098","11.56321839","12.09803922","14.18390805","7.019607843","8.229885057","19.11764706","22.4137931"
"","","GHP2015NYK-ST02","","","","","","","","","GHP2015NYK-ST02-00014","","","","34","26","31","23","34","23","2","6","5","6","2","2","5.76","1.3","7.38","7.06","14.44","60","0.169411765","0.05","0.117666667","2.608695652","1.764705882","1.47826087","1","0.306956522","0.207647059","0.320869565","0.217058824","56.66666667","48.89196676","67.64705882","5.647058824","8.347826087","6.921568627","10.23188406","7.235294118","10.69565217","14.15686275","20.92753623"
"","","GHP2015NYK-ST02","","","","","","","","","GHP2015NYK-ST02-00015","","","","42","33","34","25","34","25","1","6","7","5","3","2","8.32","2.16","7.4","10.48","17.88","75","0.198095238","0.065454545","0.139733333","3","2.205882353","1.68","1.235294118","0.4192","0.308235294","0.296","0.217647059","56","58.61297539","73.52941176","8.156862745","11.09333333","10.2745098","13.97333333","7.254901961","9.866666667","17.52941176","23.84"
"","","GHP2015NYK-ST02","","","","","","","","","GHP2015NYK-ST02-00016","","","","17","60","24","17","34","17","1","6","6","7","2","1","3.16","3.3","10.1","6.46","16.56","77","0.185882353","0.055","0.083896104","4.529411765","2.264705882","1","0.5","0.38","0.19","0.594117647","0.297058824","22.07792208","39.00966184","50","3.098039216","6.196078431","6.333333333","12.66666667","9.901960784","19.80392157","16.23529412","32.47058824"
"","","GHP2015NYK-ST02","","","","","","","","","GHP2015NYK-ST02-00017","","","","36","36","32","29","34","29","1","6","6","4","2","2","5.76","1.96","4.2","7.72","11.92","72","0.16","0.054444444","0.107222222","2.482758621","2.117647059","1.24137931","1.058823529","0.266206897","0.227058824","0.144827586","0.123529412","50","64.76510067","85.29411765","5.647058824","6.620689655","7.568627451","8.873563218","4.117647059","4.827586207","11.68627451","13.70114943"
"","","GHP2015NYK-ST02","","","","","","","","","GHP2015NYK-ST02-00018","","","","14","26","29","21","34","21","1","7","4","3","4","4","1.56","0.6","4.76","2.16","6.92","40","0.111428571","0.023076923","0.054","1.904761905","1.176470588","0.666666667","0.411764706","0.102857143","0.063529412","0.226666667","0.14","35","31.21387283","61.76470588","1.529411765","2.476190476","2.117647059","3.428571429","4.666666667","7.555555556","6.784313725","10.98412698"
"","","GHP2015NYK-ST02","","","","","","","","","GHP2015NYK-ST02-00019","","","","46","37","27","27","34","27","1","6","7","7","1","1","10.14","2.2","18.6","12.34","30.94","83","0.220434783","0.059459459","0.148674699","3.074074074","2.441176471","1.703703704","1.352941176","0.457037037","0.362941176","0.688888889","0.547058824","55.42168675","39.88364577","79.41176471","9.941176471","12.51851852","12.09803922","15.2345679","18.23529412","22.96296296","30.33333333","38.19753086"
"","","GHP2015NYK-ST02","","","","","","","","","GHP2015NYK-ST02-00020","","","","48","34","33","27","34","27","1","7","8","6","1","1","11.98","2.2","9.8","14.18","23.98","82","0.249583333","0.064705882","0.172926829","3.037037037","2.411764706","1.777777778","1.411764706","0.525185185","0.417058824","0.362962963","0.288235294","58.53658537","59.13261051","79.41176471","11.74509804","14.79012346","13.90196078","17.50617284","9.607843137","12.09876543","23.50980392","29.60493827"
"","","GHP2015NYK-ST02","","","","","","","","","GHP2015NYK-ST02-00021","","","","6","8","15","11","34","8","1","6","5","4","3","2","0.98","0.2","2.6","1.18","3.78","14","0.163333333","0.025","0.084285714","1.272727273","0.411764706","0.545454545","0.176470588","0.107272727","0.034705882","0.236363636","0.076470588","42.85714286","31.21693122","32.35294118","0.960784314","2.96969697","1.156862745","3.575757576","2.549019608","7.878787879","3.705882353","11.45454545"
"","","GHP2015NYK-ST02","","","","","","","","","GHP2015NYK-ST02-00022","","","","23","42","34","29","34","29","1","7","6","4","3","4","3.36","1.7","6.8","5.06","11.86","65","0.146086957","0.04047619","0.077846154","2.24137931","1.911764706","0.793103448","0.676470588","0.174482759","0.148823529","0.234482759","0.2","35.38461538","42.66441821","85.29411765","3.294117647","3.862068966","4.960784314","5.816091954","6.666666667","7.816091954","11.62745098","13.63218391"
