"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2016NYK-AT01","","","","","","","","","GHP2016NYK-AT01-00001","","","","3","0.197113","2.327548981","1.09","19.89","48.64","1.201025009","2.430337906","1","18","25","28","28","28","14","4.77334404","1","67.92","3","40.89226974","5","7","9.795495987","8","1","2","1.6","0.9","32.8","2.5","35.3","43","0.088888889","0.036","0.058139535","1.535714286","1.535714286","0.642857143","0.642857143","0.089285714","0.089285714","1.171428571","1.171428571","41.86046512","7.082152975","100","1.022306743","1.904761905","1.904761905","2.976190476","2.976190476","39.04761905","39.04761905","1.217031837","1.217031837","42.02380952","42.02380952"
"","","GHP2016NYK-AT01","","","","","","","","","GHP2016NYK-AT01-00010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016NYK-AT01","","","","","","","","","GHP2016NYK-AT01-00011","","","","5","5.0392208","2.188076019","1.15","19.16","48.99","1.882462025","3.450742006","1","12","20","30","30","30","19","3.515990973","1","65.9","3","39.11002245","5","7","13.05015755","7","1","2","1.1","0.9","17.9","2","19.9","32","0.091666667","0.045","0.0625","1.066666667","1.066666667","0.4","0.4","0.066666667","0.066666667","0.596666667","0.596666667","37.5","10.05025126","100","0.782200449","1.222222222","1.222222222","2.222222222","2.222222222","19.88888889","19.88888889","0.86911161","0.86911161","22.11111111","22.11111111"
"","","GHP2016NYK-AT01","","","","","","","","","GHP2016NYK-AT01-00012","","","","5","1.9477921","2.199233055","0.99","21.22","49.09","1.104979992","2.243207932","1","12","13","24","14","30","6","4.05849123","1","69.3","3","43.22672642","5","5","9.12019825","9","2","2","1.1","0.6","14.4","1.7","16.1","25","0.091666667","0.046153846","0.068","1.785714286","0.833333333","0.857142857","0.4","0.121428571","0.056666667","1.028571429","0.48","48","10.55900621","46.66666667","0.734854349","1.222222222","2.619047619","1.888888889","4.047619048","16","34.28571429","0.816504832","1.749653212","17.88888889","38.33333333"
"","","GHP2016NYK-AT01","","","","","","","","","GHP2016NYK-AT01-00013","","","","5","","","","","","","","1","0","0","28","25","30","0","","1","","","","","","","8","1","2","0","0","10.6","0","10.6","0","","","","0","0","0","0","0","0","0.424","0.353333333","","0","83.33333333","","0","0","0","0","11.77777778","14.13333333","","","11.77777778","14.13333333"
"","","GHP2016NYK-AT01","","","","","","","","","GHP2016NYK-AT01-00014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016NYK-AT01","","","","","","","","","GHP2016NYK-AT01-00015","","","","5","24.3810654","2.514978886","1.29","12.69","48.34","4.495368004","7.343282223","3","44","18","25","12","30","12","3.598143101","5","50.77","2","26.25155151","3","1","21.48217392","7","1","2","11.1","0.62","9","11.72","20.72","62","0.252272727","0.034444444","0.189032258","5.166666667","2.066666667","3.666666667","1.466666667","0.976666667","0.390666667","0.75","0.3","70.96774194","56.56370656","40","3.076681837","12.33333333","30.83333333","13.02222222","32.55555556","10","25","3.418535374","8.546338436","23.02222222","57.55555556"
"","","GHP2016NYK-AT01","","","","","","","","","GHP2016NYK-AT01-00016","","","","5","","","","","","","","1","9","11","20","18","30","8","","1","","","","5","5","","8","2","2","0.8","0.3","16.7","1.1","17.8","20","0.088888889","0.027272727","0.055","1.111111111","0.666666667","0.5","0.3","0.061111111","0.036666667","0.927777778","0.556666667","45","6.179775281","60","","0.888888889","1.481481481","1.222222222","2.037037037","18.55555556","30.92592593","","","19.77777778","32.96296296"
"","","GHP2016NYK-AT01","","","","","","","","","GHP2016NYK-AT01-00017","","","","5","","","","","","","","1","1","5","21","11","30","4","","5","","","","5","5","","8","3","2","0.1","0.2","4.86","0.3","5.16","6","0.1","0.04","0.05","0.545454545","0.2","0.090909091","0.033333333","0.027272727","0.01","0.441818182","0.162","16.66666667","5.813953488","36.66666667","","0.111111111","0.303030303","0.333333333","0.909090909","5.4","14.72727273","","","5.733333333","15.63636364"
"","","GHP2016NYK-AT01","","","","","","","","","GHP2016NYK-AT01-00018","","","","5","3.645649","2.290390968","1.11","19.9","48.46","1.343127966","2.558084011","1","20","19","17","14","30","10","3.168391943","1","68.86","3","41.06479571","3","3","12.02098179","7","2","2","2.8","1","5.86","3.8","9.66","39","0.14","0.052631579","0.097435897","2.785714286","1.3","1.428571429","0.666666667","0.271428571","0.126666667","0.418571429","0.195333333","51.28205128","39.33747412","46.66666667","1.560462237","3.111111111","6.666666667","4.222222222","9.047619048","6.511111111","13.95238095","1.73384693","3.715386278","10.73333333","23"
