"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root secondary defects estimating 1-18| CO_331:0000810","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00108","","","","","","","","","3","1","3","3","3","3","4","4","","","","1","","13","","3","5","","4","","7","0.2","0.1","0.5","0.3","0.8","8","0.05","0.025","0.0375","2.666666667","1.333333333","0.1","0.166666667","50","37.5","","2.222222222","3.333333333","5.555555556","","8.888888889","2.666666667","1.333333333","0.1","0.166666667","100","2.222222222","3.333333333","5.555555556","","8.888888889"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00109","","","","","2.3050399","1.182138","4.3116889","6.4108162","3","1","3","3","3","3","4","2","6","5","5.9982381","1","64.3108292","8","36.99203187","6","5","9.0888014","7","3","3","0.4","0.1","1.5","0.5","2","6","0.1","0.05","0.083333333","2","1.333333333","0.166666667","0.5","66.66666667","25","0.184960159","4.444444444","5.555555556","16.66666667","2.055112882","22.22222222","2","1.333333333","0.166666667","0.5","100","4.444444444","5.555555556","16.66666667","2.055112882","22.22222222"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00011","","","","","","","","","1","1","3","2","1","1","1","1","","","","1","","13","","1","3","","5","3","6","0.3","0.04","0.2","0.34","0.54","2","0.3","0.04","0.17","2","1","0.34","0.2","50","62.96296296","","10","11.33333333","6.666666667","","18","0.666666667","0.333333333","0.113333333","0.066666667","33.33333333","3.333333333","3.777777778","2.222222222","","6"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00012","","","","","","","","","3","5","3","3","3","3","3","","","","","1","","13","","3","5","","4","6","7","0.1","","0.5","","","","0.033333333","","","","1","","0.166666667","","","","1.111111111","","5.555555556","","","","1","","0.166666667","100","1.111111111","","5.555555556","",""
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00013","","","","0","2.1048751","0.898777","1.31076","1.691659","3","1","3","3","3","3","2","6","2","4","5.8048692","1","67.725441","8","41.50158479","6","5","8.5505342","5","3","6","0.1","0.1","0.1","0.2","0.3","8","0.05","0.016666667","0.025","2.666666667","0.666666667","0.066666667","0.033333333","25","66.66666667","0.08300317","1.111111111","2.222222222","1.111111111","0.92225744","3.333333333","2.666666667","0.666666667","0.066666667","0.033333333","100","1.111111111","2.222222222","1.111111111","0.92225744","3.333333333"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00014","","","","","","","","","3","3","3","3","3","3","6","8","","","","5","","8","","4","5","","6","3","6","0.6","0.2","1","0.8","1.8","14","0.1","0.025","0.057142857","4.666666667","2","0.266666667","0.333333333","42.85714286","44.44444444","","6.666666667","8.888888889","11.11111111","","20","4.666666667","2","0.266666667","0.333333333","100","6.666666667","8.888888889","11.11111111","","20"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00015","","","","","","","","","5","3","3","3","1","1","2","2","","","","3","","8","","7","5","","6","5","5","0.1","0.06","0.5","0.16","0.66","4","0.05","0.03","0.04","4","2","0.16","0.5","50","24.24242424","","3.333333333","5.333333333","16.66666667","","22","1.333333333","0.666666667","0.053333333","0.166666667","33.33333333","1.111111111","1.777777778","5.555555556","","7.333333333"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00016","","","","","","","","","","","3","1","1","0","0","0","","","","","","","","","","","8","4","3","0","0","","0","","0","","","","0","0","0","","","","","0","0","","","","0","0","0","","33.33333333","0","0","","",""
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00017","","","","0","2.6030109","1.316623","0.320278","1.2948771","3","3","3","3","3","3","4","3","2","9","6.9211249","5","68.2031555","8","41.53601905","4","5","10.9572868","7","3","3","0.5","0.1","0.2","0.6","0.8","7","0.125","0.033333333","0.085714286","2.333333333","1.333333333","0.2","0.066666667","57.14285714","75","0.249216114","5.555555556","6.666666667","2.222222222","2.769067937","8.888888889","2.333333333","1.333333333","0.2","0.066666667","100","5.555555556","6.666666667","2.222222222","2.769067937","8.888888889"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00018","","","","0","2.1421289","1.028555","0.433364","0.813949","3","1","3","3","1","1","3","3","5","3","6.2523508","1","71.0586548","8","40.1850758","3","5","10.4454861","5","5","6","0.2","0.05","0.5","0.25","0.75","6","0.066666667","0.016666667","0.041666667","6","3","0.25","0.5","50","33.33333333","0.10046269","6.666666667","8.333333333","16.66666667","3.348756317","25","2","1","0.083333333","0.166666667","33.33333333","2.222222222","2.777777778","5.555555556","1.116252106","8.333333333"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00019","","","","2.2587318","2.6982591","1.354992","0.929931","1.684297","5","5","3","3","3","3","4","3","3","5","6.396976","1","63.6228561","11","31.00279664","4","5","13.325202","5","4","5","0.3","0.1","0.1","0.4","0.5","7","0.075","0.033333333","0.057142857","2.333333333","1.333333333","0.133333333","0.033333333","57.14285714","80","0.124011187","3.333333333","4.444444444","1.111111111","1.377902073","5.555555556","2.333333333","1.333333333","0.133333333","0.033333333","100","3.333333333","4.444444444","1.111111111","1.377902073","5.555555556"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00002","","","","","","","","","","","3","2","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00020","","","","","","","","","","","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00021","","","","0","1.9668781","1.074236","0.42318","1.783281","","","3","3","3","2","","","2","6","5.0987968","2","71.4524612","","40.14308426","5","4","8.4738894","5","6","7","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","",""
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00022","","","","","","","","","5","1","3","3","2","2","4","2","","","","1","","8","","4","5","","4","3","6","0.6","0.04","0.5","0.64","1.14","6","0.15","0.02","0.106666667","3","2","0.32","0.25","66.66666667","56.14035088","","10","10.66666667","8.333333333","","19","2","1.333333333","0.213333333","0.166666667","66.66666667","6.666666667","7.111111111","5.555555556","","12.66666667"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00023","","","","","","","","","7","1","3","3","2","2","2","2","","","","3","","11","","6","3","","4","3","6","0.5","0.1","1","0.6","1.6","4","0.25","0.05","0.15","2","1","0.3","0.5","50","37.5","","8.333333333","10","16.66666667","","26.66666667","1.333333333","0.666666667","0.2","0.333333333","66.66666667","5.555555556","6.666666667","11.11111111","","17.77777778"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00024","","","","0","2.2255869","1.236786","0.652134","1.9265389","3","1","3","3","3","2","4","4","5","6","6.1156392","","64.8562469","8","36.0419138","4","3","13.8671722","7","5","4","0.5","0.2","0.5","0.7","1.2","8","0.125","0.05","0.0875","2.666666667","1.333333333","0.233333333","0.166666667","50","58.33333333","0.252293397","5.555555556","7.777777778","5.555555556","2.803259962","13.33333333","2.666666667","1.333333333","0.233333333","0.166666667","100","5.555555556","7.777777778","5.555555556","2.803259962","13.33333333"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00025","","","","","","","","","3","1","3","3","3","3","8","1","","","","1","","8","","5","3","","7","1","3","1.9","0.1","1","2","3","9","0.2375","0.1","0.222222222","3","2.666666667","0.666666667","0.333333333","88.88888889","66.66666667","","21.11111111","22.22222222","11.11111111","","33.33333333","3","2.666666667","0.666666667","0.333333333","100","21.11111111","22.22222222","11.11111111","","33.33333333"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00026","","","","0","2.142709","1.130386","0.81336","1.714026","","","3","3","3","2","","","","","5.862236","","66.1414948","","","","","11.9343424","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","",""
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00027","","","","","","","","","","","3","3","","","","","","","","","","","","","","","3","6","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00028","","","","","","","","","3","1","3","3","2","2","2","","4","8","","1","","8","40.05988024","5","5","","7","3","4","0.2","","1","","","","0.1","","","","1","","0.5","","","","3.333333333","","16.66666667","","","","0.666666667","","0.333333333","66.66666667","2.222222222","","11.11111111","",""
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00029","","","","","3.1016159","1.89007","4.768631","7.2889032","3","1","3","3","3","3","5","2","7","6","7.8602629","1","45.4363327","8","22.03829278","5","3","18.4932671","8","1","3","1","0.1","2.5","1.1","3.6","7","0.2","0.05","0.157142857","2.333333333","1.666666667","0.366666667","0.833333333","71.42857143","30.55555556","0.242421221","11.11111111","12.22222222","27.77777778","2.693569118","40","2.333333333","1.666666667","0.366666667","0.833333333","100","11.11111111","12.22222222","27.77777778","2.693569118","40"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00003","","","","","","","","","5","1","3","3","3","2","2","3","","","","4","","10","","6","3","","6","5","4","0.2","0.02","0.1","0.22","0.32","5","0.1","0.006666667","0.044","1.666666667","0.666666667","0.073333333","0.033333333","40","68.75","","2.222222222","2.444444444","1.111111111","","3.555555556","1.666666667","0.666666667","0.073333333","0.033333333","100","2.222222222","2.444444444","1.111111111","","3.555555556"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00030","","","","","","","","","3","3","3","3","3","3","5","8","","","","3","","8","","6","5","","6","3","5","0.9","0.4","1","1.3","2.3","13","0.18","0.05","0.1","4.333333333","1.666666667","0.433333333","0.333333333","38.46153846","56.52173913","","10","14.44444444","11.11111111","","25.55555556","4.333333333","1.666666667","0.433333333","0.333333333","100","10","14.44444444","11.11111111","","25.55555556"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00031","","","","","","","","","3","1","3","3","3","3","2","3","","","","3","","8","","6","5","","5","1","5","0.5","0.3","0.5","0.8","1.3","5","0.25","0.1","0.16","1.666666667","0.666666667","0.266666667","0.166666667","40","61.53846154","","5.555555556","8.888888889","5.555555556","","14.44444444","1.666666667","0.666666667","0.266666667","0.166666667","100","5.555555556","8.888888889","5.555555556","","14.44444444"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00032","","","","0","1.9088171","1.052063","0.608385","1.614102","1","1","3","3","2","1","2","","2","6","5.05687","1","69.3029175","8","41.42516872","3","5","7.1436219","4","5","6","0.3","","0.2","","","","0.15","","","","1","","0.1","","","","5","","3.333333333","","","","0.666666667","","0.066666667","66.66666667","3.333333333","","2.222222222","",""
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00033","","","","0","1.966177","1.158072","1.136485","2.283464","","","3","3","3","3","3","1","5","2","5.0965772","1","69.5619659","","34.42525313","","","9.1543503","5","3","7","0.5","0.2","0.1","0.7","0.8","4","0.166666667","0.2","0.175","1.333333333","1","0.233333333","0.033333333","75","87.5","0.240976772","5.555555556","7.777777778","1.111111111","2.677519688","8.888888889","1.333333333","1","0.233333333","0.033333333","100","5.555555556","7.777777778","1.111111111","2.677519688","8.888888889"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00034","","","","0","2.0011671","1.036396","0.255152","1.278548","3","3","3","3","3","3","","","4","4","5.3773441","5","70.7497864","8","43.42131375","4","5","9.1626539","6","5","5","","","0.5","","","","","","","","","","0.166666667","","","","","","5.555555556","","","","","","0.166666667","100","","","5.555555556","",""
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00035","","","","0","1.878158","0.945395","0.956343","1.642764","3","1","3","3","3","3","6","10","3","7","5.3640251","4","70.2350464","13","40.01988072","5","5","9.4355268","7","1","6","0.6","0.4","1.5","1","2.5","16","0.1","0.04","0.0625","5.333333333","2","0.333333333","0.5","37.5","40","0.400198807","6.666666667","11.11111111","16.66666667","4.446653413","27.77777778","5.333333333","2","0.333333333","0.5","100","6.666666667","11.11111111","16.66666667","4.446653413","27.77777778"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00036","","","","","","","","","5","3","3","3","3","3","5","4","","","","1","","11","","5","5","","6","1","6","1","0.4","1.5","1.4","2.9","9","0.2","0.1","0.155555556","3","1.666666667","0.466666667","0.5","55.55555556","48.27586207","","11.11111111","15.55555556","16.66666667","","32.22222222","3","1.666666667","0.466666667","0.5","100","11.11111111","15.55555556","16.66666667","","32.22222222"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00037","","","","","","","","","1","1","3","3","1","1","1","0","","","","3","","11","","7","7","","7","3","6","0.2","0","0.1","0.2","0.3","1","0.2","","0.2","1","1","0.2","0.1","100","66.66666667","","6.666666667","6.666666667","3.333333333","","10","0.333333333","0.333333333","0.066666667","0.033333333","33.33333333","2.222222222","2.222222222","1.111111111","","3.333333333"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00038","","","","","","","","","","","3","3","1","0","0","0","","","","","","","","","","","2","6","7","0","0","0.5","0","0.5","0","","","","0","0","0","0.5","","0","","0","0","16.66666667","","16.66666667","0","0","0","0.166666667","33.33333333","0","0","5.555555556","","5.555555556"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00039","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00004","","","","","","","","","5","1","3","3","2","2","2","3","","","","3","","8","","6","7","","7","5","5","0.1","0.01","1","0.11","1.11","5","0.05","0.003333333","0.022","2.5","1","0.055","0.5","40","9.90990991","","1.666666667","1.833333333","16.66666667","","18.5","1.666666667","0.666666667","0.036666667","0.333333333","66.66666667","1.111111111","1.222222222","11.11111111","","12.33333333"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00040","","","","3.0051937","2.5175769","1.601795","0.501225","2.1240489","","","3","3","3","2","","","6","6","7.2078881","","61.6925011","","32.93093212","","","17.6297398","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","",""
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00041","","","","0","2.020319","1.0318789","6.0969739","8.2688713","3","1","3","3","3","2","2","4","5","8","5.1995912","1","62.9422569","8","34.44269397","6","7","4.3098841","6","3","6","0.4","0.3","1.5","0.7","2.2","6","0.2","0.075","0.116666667","2","0.666666667","0.233333333","0.5","33.33333333","31.81818182","0.241098858","4.444444444","7.777777778","16.66666667","2.678876198","24.44444444","2","0.666666667","0.233333333","0.5","100","4.444444444","7.777777778","16.66666667","2.678876198","24.44444444"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00042","","","","","","","","","1","1","3","3","3","2","","8","","","","1","","14","","6","7","","6","3","4","","0.3","0.5","","","","","0.0375","","","","","0.166666667","","","","","","5.555555556","","","","","","0.166666667","100","","","5.555555556","",""
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00043","","","","0","2.7988379","1.625257","0","0.663909","3","1","3","3","3","3","6","5","5","3","9.0927734","1","65.8065643","8","33.72184907","6","5","15.6913414","4","6","6","0.6","0.3","0.5","0.9","1.4","11","0.1","0.06","0.081818182","3.666666667","2","0.3","0.166666667","54.54545455","64.28571429","0.303496642","6.666666667","10","5.555555556","3.372184907","15.55555556","3.666666667","2","0.3","0.166666667","100","6.666666667","10","5.555555556","3.372184907","15.55555556"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00044","","","","","","","","","","","3","3","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00045","","","","0","2.6682551","1.668385","0","0.69367","3","1","3","2","2","2","2","7","4","3","7.9811988","1","66.52211","8","37.09134139","6","5","13.1096125","5","3","6","0.3","0.4","0.2","0.7","0.9","9","0.15","0.057142857","0.077777778","4.5","1","0.35","0.1","22.22222222","77.77777778","0.25963939","5","11.66666667","3.333333333","4.327323162","15","3","0.666666667","0.233333333","0.066666667","66.66666667","3.333333333","7.777777778","2.222222222","2.884882108","10"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00046","","","","0","1.926357","1.120422","0.225962","0.742653","5","1","3","3","2","1","2","","2","5","6.0031261","1","66.8957291","8","36.554872","6","5","11.4768791","6","1","4","0.5","","0.5","","","","0.25","","","","1","","0.25","","","","8.333333333","","8.333333333","","","","0.666666667","","0.166666667","66.66666667","5.555555556","","5.555555556","",""
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00047","","","","","","","","","3","1","3","3","3","3","7","2","","","","1","","8","","5","3","","5","4","5","0.8","0.2","0.5","1","1.5","9","0.114285714","0.1","0.111111111","3","2.333333333","0.333333333","0.166666667","77.77777778","66.66666667","","8.888888889","11.11111111","5.555555556","","16.66666667","3","2.333333333","0.333333333","0.166666667","100","8.888888889","11.11111111","5.555555556","","16.66666667"
"","","GHP2017OHW-OT01","","","","","","","","","GHP2017OHW-OT01-00048","","","","","","","","","5","1","3","3","3","3","9","12","","","","1","","11","","3","5","","6","3","4","0.9","0.5","0.5","1.4","1.9","21","0.1","0.041666667","0.066666667","7","3","0.466666667","0.166666667","42.85714286","73.68421053","","10","15.55555556","5.555555556","","21.11111111","7","3","0.466666667","0.166666667","100","10","15.55555556","5.555555556","","21.11111111"
