"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2016FMS-AT02","","","","","","","","","GHP2016FMS-AT02-00001","","","","5","35.9062958","3.436081886","2.047177076","9.12","48.59","3.149257898","5.594696999","3","76","52","30","28","30","28","7.333901882","3","43.31045151","3","18.76929409","3","5","27.41829491","7","3","4","41.6","2.3","10.5","43.9","54.4","128","0.547368421","0.044230769","0.34296875","4.571428571","4.266666667","2.714285714","2.533333333","1.567857143","1.463333333","0.375","0.35","59.375","80.69852941","93.33333333","8.239720107","46.22222222","49.52380952","48.77777778","52.26190476","11.66666667","12.5","9.155244563","9.809190604","60.44444444","64.76190476"
"","","GHP2016FMS-AT02","","","","","","","","","GHP2016FMS-AT02-00010","","","","4","22.3159142","2.663114071","1.339638948","11.89","48.22","1.91752696","3.408297062","2","51","14","30","30","30","30","4.401058197","4","60.53684616","3","24.65781833","4","4","17.6972599","7","3","4","10.4","0.54","8.5","10.94","19.44","65","0.203921569","0.038571429","0.168307692","2.166666667","2.166666667","1.7","1.7","0.364666667","0.364666667","0.283333333","0.283333333","78.46153846","56.27572016","100","2.697565326","11.55555556","11.55555556","12.15555556","12.15555556","9.444444444","9.444444444","2.997294806","2.997294806","21.6","21.6"
"","","GHP2016FMS-AT02","","","","","","","","","GHP2016FMS-AT02-00011","","","","5","0","2.977220058","1.236510992","18.87","48.67","1.641615033","3.405033112","2","55","53","30","30","30","29","7.616752148","4","62.72868729","2","38.77131703","5","5","12.34386635","7","3","5","8.24","2.4","7.5","10.64","18.14","108","0.149818182","0.045283019","0.098518519","3.6","3.6","1.833333333","1.833333333","0.354666667","0.354666667","0.25","0.25","50.92592593","58.65490628","100","4.125268132","9.155555556","9.155555556","11.82222222","11.82222222","8.333333333","8.333333333","4.583631258","4.583631258","20.15555556","20.15555556"
"","","GHP2016FMS-AT02","","","","","","","","","GHP2016FMS-AT02-00012","","","","4","0","2.281086922","1.026983976","21.5","48.47","0.883472979","1.407559037","2","86","60","30","28","30","28","5.557167053","3","72.98629761","2","44.35733443","5","5","7.695971966","9","1","1","14.2","2.4","19","16.6","35.6","146","0.165116279","0.04","0.11369863","5.214285714","4.866666667","3.071428571","2.866666667","0.592857143","0.553333333","0.678571429","0.633333333","58.90410959","46.62921348","93.33333333","7.363317516","15.77777778","16.9047619","18.44444444","19.76190476","21.11111111","22.61904762","8.181463907","8.765854186","39.55555556","42.38095238"
"","","GHP2016FMS-AT02","","","","","","","","","GHP2016FMS-AT02-00013","","","","3","0","1.930510998","0.939616978","20.85","48.49","0.176052004","0.851126015","1","8","29","30","30","30","30","4.13617897","2","72.48654938","3","42.9985564","5","6","10.3195858","9","3","3","1.3","1.5","35.4","2.8","38.2","37","0.1625","0.051724138","0.075675676","1.233333333","1.233333333","0.266666667","0.266666667","0.093333333","0.093333333","1.18","1.18","21.62162162","7.329842932","100","1.203959579","1.444444444","1.444444444","3.111111111","3.111111111","39.33333333","39.33333333","1.337732866","1.337732866","42.44444444","42.44444444"
"","","GHP2016FMS-AT02","","","","","","","","","GHP2016FMS-AT02-00014","","","","3","0","2.185740948","1.135077","16.09","48.45","0.458193004","1.456612945","1","104","80","30","30","30","30","4.862052917","3","64.59090424","2","33.20949432","4","4","15.20694923","9","1","1","18.2","3.4","35.5","21.6","57.1","184","0.175","0.0425","0.117391304","6.133333333","6.133333333","3.466666667","3.466666667","0.72","0.72","1.183333333","1.183333333","56.52173913","37.82837128","100","7.173250774","20.22222222","20.22222222","24","24","39.44444444","39.44444444","7.970278638","7.970278638","63.44444444","63.44444444"
"","","GHP2016FMS-AT02","","","","","","","","","GHP2016FMS-AT02-00015","","","","3","0","2.071880102","1.02602005","18.53","48.53","0.981952012","1.817476034","1","23","18","30","28","30","28","5.461716175","3","68.38977051","4","38.18256748","1","2","11.08463478","9","1","3","10.1","2","48.3","12.1","60.4","41","0.439130435","0.111111111","0.295121951","1.464285714","1.366666667","0.821428571","0.766666667","0.432142857","0.403333333","1.725","1.61","56.09756098","20.03311258","93.33333333","4.620090666","11.22222222","12.02380952","13.44444444","14.4047619","53.66666667","57.5","5.133434073","5.500107935","67.11111111","71.9047619"
"","","GHP2016FMS-AT02","","","","","","","","","GHP2016FMS-AT02-00016","","","","4","28.2702713","3.03679204","1.659417987","11.21","48.41","1.748357058","3.796444893","3","66","56","30","29","30","28","5.591189861","4","57.30001068","3","23.15637265","3","3","17.60117722","8","3","4","15.2","3.3","10.6","18.5","29.1","122","0.23030303","0.058928571","0.151639344","4.206896552","4.066666667","2.275862069","2.2","0.637931034","0.616666667","0.365517241","0.353333333","54.09836066","63.57388316","96.66666667","4.28392894","16.88888889","17.47126437","20.55555556","21.26436782","11.77777778","12.18390805","4.759921045","4.924056253","32.33333333","33.44827586"
"","","GHP2016FMS-AT02","","","","","","","","","GHP2016FMS-AT02-00017","","","","3","0","2.923897982","1.190081954","19.25","48.64","1.995913982","4.007139206","1","46","32","30","30","30","30","6.397740841","3","64.61177826","2","39.57648026","4","5","11.75553226","7","3","5","5.8","1.8","10.2","7.6","17.8","78","0.126086957","0.05625","0.097435897","2.6","2.6","1.533333333","1.533333333","0.253333333","0.253333333","0.34","0.34","58.97435897","42.69662921","100","3.0078125","6.444444444","6.444444444","8.444444444","8.444444444","11.33333333","11.33333333","3.342013889","3.342013889","19.77777778","19.77777778"
"","","GHP2016FMS-AT02","","","","","","","","","GHP2016FMS-AT02-00018","","","","4","0.0047951","1.867236972","0.79983902","21.15","48.64","1.268224001","2.082428932","2","63","61","30","30","30","30","3.387983084","3","73.82646179","2","43.48273026","4","4","7.572749138","9","1","1","12.2","2.4","15.4","14.6","30","124","0.193650794","0.039344262","0.117741935","4.133333333","4.133333333","2.1","2.1","0.486666667","0.486666667","0.513333333","0.513333333","50.80645161","48.66666667","100","6.348478618","13.55555556","13.55555556","16.22222222","16.22222222","17.11111111","17.11111111","7.053865132","7.053865132","33.33333333","33.33333333"
"","","GHP2016FMS-AT02","","","","","","","","","GHP2016FMS-AT02-00019","","","","3","0.5943642","1.889860988","0.823771","20.97","48.85","0.598959029","1.224972963","1","33","62","30","28","30","28","3.890969992","2","72.62689209","3","42.92732856","4","5","9.846437454","9","3","3","5","2.1","33","7.1","40.1","95","0.151515152","0.033870968","0.074736842","3.392857143","3.166666667","1.178571429","1.1","0.253571429","0.236666667","1.178571429","1.1","34.73684211","17.70573566","93.33333333","3.047840328","5.555555556","5.952380952","7.888888889","8.452380952","36.66666667","39.28571429","3.386489253","3.628381342","44.55555556","47.73809524"
"","","GHP2016FMS-AT02","","","","","","","","","GHP2016FMS-AT02-00002","","","","3","13.6553955","2.421731949","1.180047989","15.91","49.03","0.929720998","1.424875975","1","38","39","30","30","30","28","6.528309822","3","60.36957169","3","32.4495207","3","5","15.66685963","7","4","6","14.4","6.2","4.6","20.6","25.2","77","0.378947368","0.158974359","0.267532468","2.566666667","2.566666667","1.266666667","1.266666667","0.686666667","0.686666667","0.153333333","0.153333333","49.35064935","81.74603175","100","6.684601265","16","16","22.88888889","22.88888889","5.111111111","5.111111111","7.427334738","7.427334738","28","28"
