"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","treatment_dap90"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00011","","","","120","112","123.99","152","614","27.57","24.04","50.8","11","8.19","40.44","2.29","1.38","167.63","129.41","47.34","6.33","9.89","16.14","0.74","51.61","175.6","766","0.181381579","0.039153094","0.067375979","6.839285714","6.383333333","1.357142857","1.266666667","0.460803571","0.430083333","1.107053571","1.03325","19.84334204","29.39066059","93.33333333","21.65354331","11.1753937","10.21111111","10.94047619","19.11481481","20.48015873","45.92222222","49.20238095","4.139034704","4.43468004","65.03703704","69.68253968","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00012","","","","120","114","139.54","277","569","55.73","21.05","50.3","9.9","6.81","37.92","2.12","1.32","151.56","131.44","47.68","7.22","11.6","14.4","0.68","76.78","216.32","846","0.201191336","0.036994728","0.090756501","7.421052632","7.05","2.429824561","2.308333333","0.673508772","0.639833333","1.224035088","1.162833333","32.74231678","35.49371302","95","19.68190855","15.11176938","20.64074074","21.72709552","28.43703704","29.9337232","51.68148148","54.40155945","5.596951624","5.891528025","80.11851852","84.33528265","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00013","","","","120","114","161.05","6","21","1.13","0.36","50.6","16.6","8.23","1","1.92","1.36","22.95","80.47","73.11","0.16","1.29","6.08","0.14","1.49","162.54","27","0.188333333","0.017142857","0.055185185","0.236842105","0.225","0.052631579","0.05","0.013070175","0.012416667","1.412719298","1.342083333","22.22222222","0.916697428","95","32.80632411","0.488814229","0.418518519","0.440545809","0.551851852","0.580896686","59.64814815","62.78752437","0.181042307","0.19057085","60.2","63.36842105","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00014","","","","120","104","110.43","9","4","1.83","0.07","50.4","18","7.86","9.79","1.91","1.44","14.73","81.54","72.43","0.09","1.44","7.22","0.07","1.9","112.33","13","0.203333333","0.0175","0.146153846","0.125","0.108333333","0.086538462","0.075","0.018269231","0.015833333","1.061826923","0.92025","69.23076923","1.69144485","86.66666667","35.71428571","0.678571429","0.677777778","0.782051282","0.703703704","0.811965812","40.9","47.19230769","0.251322751","0.28998779","41.6037037","48.0042735","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00015","","","","120","108","181.94","93","122","21.8","4.94","51.3","15.1","7.1","0","1.84","1.5","90.42","101.98","69.78","0.5","2.07","9.05","0.24","26.74","208.68","215","0.234408602","0.040491803","0.124372093","1.990740741","1.791666667","0.861111111","0.775","0.247592593","0.222833333","1.68462963","1.516166667","43.25581395","12.81387771","90","29.43469786","7.870838207","8.074074074","8.971193416","9.903703704","11.00411523","67.38518519","74.87242798","2.915125262","3.239028069","77.28888889","85.87654321","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00016","","","","120","109","156.85","146","107","31.55","4.54","51.8","15.5","6.89","0","1.74","1.41","90.25","86.92","70.3","0.64","2.09","7.69","0.11","36.09","192.94","253","0.21609589","0.042429907","0.142648221","2.321100917","2.108333333","1.339449541","1.216666667","0.331100917","0.30075","1.438990826","1.307083333","57.70750988","18.70529698","90.83333333","29.92277992","10.79913127","11.68518519","12.86442406","13.36666667","14.71559633","58.09259259","63.95514781","3.99967825","4.403315504","71.45925926","78.67074414","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00017","","","","120","113","172.05","60","145","11.11","4.21","50.1","11.1","6.83","13.76","2.13","1.31","180.79","119.54","46.37","8.15","12.4","14.72","1.09","15.32","187.37","205","0.185166667","0.029034483","0.074731707","1.814159292","1.708333333","0.530973451","0.5","0.135575221","0.127666667","1.522566372","1.43375","29.26829268","8.176335593","94.16666667","22.15568862","3.394251497","4.114814815","4.369714848","5.674074074","6.025565388","63.72222222","67.66961652","1.257130184","1.335005505","69.3962963","73.69518191","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00018","","","","120","108","187.25","52","85","10.92","3.36","50.1","11.6","6.29","18.57","1.99","1.33","110.27","114.03","54.99","4.61","7.71","15.18","0.74","14.28","201.53","137","0.21","0.039529412","0.104233577","1.268518519","1.141666667","0.481481481","0.433333333","0.132222222","0.119","1.733796296","1.560416667","37.95620438","7.085793678","90","23.15369261","3.306347305","4.044444444","4.49382716","5.288888889","5.87654321","69.35185185","77.05761317","1.224573076","1.360636751","74.64074074","82.93415638","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00019","","","","120","114","158.65","244","252","59.82","10.34","50.6","14.7","6.43","0","1.8","1.32","106.51","103.3","68.72","1.07","2.75","8.28","0.06","70.16","228.81","496","0.245163934","0.041031746","0.141451613","4.350877193","4.133333333","2.140350877","2.033333333","0.615438596","0.584666667","1.391666667","1.322083333","49.19354839","30.6629955","95","29.0513834","20.38245059","22.15555556","23.32163743","25.98518519","27.35282651","58.75925926","61.85185185","7.549055775","7.9463745","84.74444444","89.20467836","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00020","","","","120","119","109.82","276","189","52.41","8.19","51.4","14.4","6.3","0","1.75","1.44","79.04","90.54","70.25","0.62","2.54","7.73","0.07","60.6","170.42","465","0.189891304","0.043333333","0.130322581","3.907563025","3.875","2.319327731","2.3","0.509243697","0.505","0.922857143","0.915166667","59.35483871","35.55920667","99.16666667","28.0155642","16.97743191","19.41111111","19.57422969","22.44444444","22.63305322","40.67407407","41.01587302","6.287937743","6.340777556","63.11851852","63.64892624","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00021","","","","120","114","147.87","2","2","0.13","0.04","41.7","11","13.25","0.51","3.18","2.1","63.74","102.62","61.31","0.82","1.65","10.44","0.66","0.17","148.04","4","0.065","0.02","0.0425","0.035087719","0.033333333","0.01754386","0.016666667","0.001491228","0.001416667","1.297105263","1.23225","50","0.114833829","95","26.37889688","0.044844125","0.048148148","0.050682261","0.062962963","0.066276803","54.76666667","57.64912281","0.016608935","0.01748309","54.82962963","57.71539961","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00022","","","","120","112","117.56","1","12","0.28","0.21","49.6","13.2","11.34","8.17","2.76","1.93","25.96","110.09","63.73","0.71","2.1","9.96","0.31","0.49","118.05","13","0.28","0.0175","0.037692308","0.116071429","0.108333333","0.008928571","0.008333333","0.004375","0.004083333","1.049642857","0.979666667","7.692307692","0.415078357","93.33333333","26.61290323","0.130403226","0.103703704","0.111111111","0.181481481","0.194444444","43.54074074","46.65079365","0.048297491","0.051747312","43.72222222","46.8452381","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00023","","","","120","96","192.91","12","74","1.38","2.05","50.6","10.8","7.99","32.12","2.5","1.6","187.28","137.39","50.1","6.08","9.48","13.56","0.9","3.43","196.34","86","0.115","0.027702703","0.039883721","0.895833333","0.716666667","0.125","0.1","0.035729167","0.028583333","2.009479167","1.607583333","13.95348837","1.746969543","80","21.34387352","0.732094862","0.511111111","0.638888889","1.27037037","1.587962963","71.44814815","89.31018519","0.271146245","0.338932806","72.71851852","90.89814815","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00024","","","","120","111","159.14","29","113","3.69","3.45","50.5","9.9","7.9","20.76","2.51","1.55","178.5","132.27","51.28","6.18","9.42","12.54","0.82","7.14","166.28","142","0.127241379","0.030530973","0.05028169","1.279279279","1.183333333","0.261261261","0.241666667","0.064324324","0.0595","1.433693694","1.326166667","20.42253521","4.293961992","92.5","19.6039604","1.399722772","1.366666667","1.477477477","2.644444444","2.858858859","58.94074074","63.71971972","0.518415842","0.560449558","61.58518519","66.57857858","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00025","","","","120","105","143.13","88","283","12.55","8.74","50.8","14.3","7.37","23.06","2.26","1.6","210.37","134.32","60.99","1.42","3.54","12.35","0.38","21.29","164.42","371","0.142613636","0.030883392","0.057385445","3.533333333","3.091666667","0.838095238","0.733333333","0.202761905","0.177416667","1.363142857","1.19275","23.71967655","12.94854641","87.5","28.1496063","5.993051181","4.648148148","5.312169312","7.885185185","9.011640212","53.01111111","60.58412698","2.219648586","2.536741241","60.8962963","69.5957672","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00026","","","","120","106","108.06","85","291","13.1","11.48","50.1","14.2","6.17","15.02","2.05","1.43","142.91","112.1","62.86","1.15","2.95","11.97","0.15","24.58","132.64","376","0.154117647","0.039450172","0.06537234","3.547169811","3.133333333","0.801886792","0.708333333","0.231886792","0.204833333","1.019433962","0.9005","22.60638298","18.53136309","88.33333333","28.34331337","6.966786427","4.851851852","5.492662474","9.103703704","10.30607966","40.02222222","45.3081761","2.580291269","2.921084456","49.12592593","55.61425577","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00027","","","","120","110","169.32","41","117","8.85","3.46","50.8","13.2","9.67","7.1","2.53","1.69","52.32","107.4","58.14","1.39","3.15","14.79","0.47","12.31","181.63","158","0.215853659","0.02957265","0.077911392","1.436363636","1.316666667","0.372727273","0.341666667","0.111909091","0.102583333","1.539272727","1.411","25.94936709","6.777514728","91.66666667","25.98425197","3.198661417","3.277777778","3.575757576","4.559259259","4.973737374","62.71111111","68.41212121","1.184689414","1.292388451","67.27037037","73.38585859","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00028","","","","120","94","93.01","34","77","5.46","3.12","50.4","12.2","10.05","0","2.61","1.68","44.89","110.58","60.71","1.35","2.92","11.23","0.48","8.58","101.59","111","0.160588235","0.040519481","0.077297297","1.180851064","0.925","0.361702128","0.283333333","0.091276596","0.0715","0.989468085","0.775083333","30.63063063","8.445713161","78.33333333","24.20634921","2.076904762","2.022222222","2.581560284","3.177777778","4.056737589","34.44814815","43.97635934","0.769223986","0.981988067","37.62592593","48.03309693","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00029","","","","120","108","154.679","3","216","0.5","4.22","50.1","14.4","6.78","5.77","1.82","1.28","23.21","82.98","64.73","1.97","3.99","9.5","0.45","4.72","159.399","219","0.166666667","0.019537037","0.021552511","2.027777778","1.825","0.027777778","0.025","0.043703704","0.039333333","1.432212963","1.288991667","1.369863014","2.961122717","90","28.74251497","1.356646707","0.185185185","0.205761317","1.748148148","1.942386831","57.28851852","63.65390947","0.502461743","0.558290826","59.03666667","65.5962963","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00030","","","","120","110","133.65","15","115","1.37","2.23","50","15.1","8.76","2.15","2.13","1.35","26.35","77.76","64.49","1.74","3.39","7.49","0.25","3.6","137.25","130","0.091333333","0.019391304","0.027692308","1.181818182","1.083333333","0.136363636","0.125","0.032727273","0.03","1.215","1.11375","11.53846154","2.62295082","91.66666667","30.2","1.0872","0.507407407","0.553535354","1.333333333","1.454545455","49.5","54","0.402666667","0.439272727","50.83333333","55.45454545","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00031","","","","120","116","157.05","103","733","11.38","16.55","50","12.8","6.33","","2.13","1.38","153.77","117.76","57.65","3.76","6.61","12.21","0.57","27.93","184.98","836","0.110485437","0.022578445","0.033409091","7.206896552","6.966666667","0.887931034","0.858333333","0.240775862","0.23275","1.35387931","1.30875","12.32057416","15.09892961","96.66666667","25.6","7.15008","4.214814815","4.360153257","10.34444444","10.70114943","58.16666667","60.17241379","2.648177778","2.739494253","68.51111111","70.87356322","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00032","","","","120","120","119.02","120","502","14.93","17.13","52.8","13.2","6.04","","2.04","1.39","191.38","121.66","63.49","1.46","3.43","10.04","0.2","32.06","151.08","622","0.124416667","0.034123506","0.051543408","5.183333333","5.183333333","1","1","0.267166667","0.267166667","0.991833333","0.991833333","19.2926045","21.22054541","100","25","8.015","5.52962963","5.52962963","11.87407407","11.87407407","44.08148148","44.08148148","2.968518519","2.968518519","55.95555556","55.95555556","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00033","","","","120","107","158.13","19","190","2.31","6.65","50.7","16.5","5.31","3.56","1.58","1.25","194.53","112.86","66.93","1.06","2.67","10.42","0.37","8.96","167.09","209","0.121578947","0.035","0.042870813","1.953271028","1.741666667","0.177570093","0.158333333","0.083738318","0.074666667","1.477850467","1.31775","9.090909091","5.362379556","89.16666667","32.5443787","2.915976331","0.855555556","0.959501558","3.318518519","3.721703011","58.56666667","65.68224299","1.079991234","1.211205122","61.88518519","69.403946","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00034","","","","120","86","138.5","30","187","5.63","5.66","49.9","16","7.16","4.65","1.99","1.43","290.43","131.79","64.45","0.93","2.52","10.29","0.4","11.29","149.79","217","0.187666667","0.03026738","0.05202765","2.523255814","1.808333333","0.348837209","0.25","0.13127907","0.094083333","1.610465116","1.154166667","13.82488479","7.537218773","71.66666667","32.06412826","3.62004008","2.085185185","2.909560724","4.181481481","5.834625323","51.2962963","71.57622739","1.340755585","1.870821747","55.47777778","77.41085271","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00035","","","","120","110","159.6","130","387","25.75","12.62","50.8","14.7","7.28","48.69","2.12","1.47","121.53","102.52","61.72","2.07","3.86","12.6","0.7","38.37","197.97","517","0.198076923","0.032609819","0.074216634","4.7","4.308333333","1.181818182","1.083333333","0.348818182","0.31975","1.450909091","1.33","25.1450677","19.3817245","91.66666667","28.93700787","11.10312992","9.537037037","10.4040404","14.21111111","15.5030303","59.11111111","64.48484848","4.112270341","4.486113099","73.32222222","79.98787879","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00036","","","","120","109","166.34","199","315","34.07","11.75","50","14.6","7.55","38.14","2.18","1.44","109.74","105.17","63.8","1.58","3.2","11.5","0.53","45.82","212.16","514","0.17120603","0.037301587","0.089143969","4.71559633","4.283333333","1.825688073","1.658333333","0.420366972","0.381833333","1.526055046","1.386166667","38.71595331","21.59690799","90.83333333","29.2","13.37944","12.61851852","13.89194699","16.97037037","18.68297655","61.60740741","67.82466871","4.955348148","5.455429154","78.57777778","86.50764526","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00037","","","","120","111","158.96","20","71","1.52","1.96","50.1","15.1","7.22","0","1.84","1.37","99.2","92.77","70.84","0.89","2.24","6.71","0.16","3.48","162.44","91","0.076","0.027605634","0.038241758","0.81981982","0.758333333","0.18018018","0.166666667","0.031351351","0.029","1.432072072","1.324666667","21.97802198","2.142329475","92.5","30.13972056","1.048862275","0.562962963","0.608608609","1.288888889","1.393393393","58.87407407","63.64764765","0.388467509","0.419964875","60.16296296","65.04104104","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00038","","","","120","107","160.04","14","72","1.46","1.76","50","15.2","6.18","0","1.73","1.31","53.39","83.39","69.19","1.3","2.92","8.05","0.31","3.22","163.26","86","0.104285714","0.024444444","0.03744186","0.803738318","0.716666667","0.130841121","0.116666667","0.030093458","0.026833333","1.495700935","1.333666667","16.27906977","1.9723141","89.16666667","30.4","0.97888","0.540740741","0.606438214","1.192592593","1.33748702","59.27407407","66.47559709","0.362548148","0.406596054","60.46666667","67.81308411","1"
"","","PEP2018CSR-ST03","","","","","","","","","PEP2018CSR-ST03-00039","","","","120","106","132.67","166","328","25.93","10.95","51.2","16","6.33","0","1.66","1.25","126.98","103.55","64.09","2.23","4.41","10.4","0.41","36.88","169.55","494","0.156204819","0.033384146","0.07465587","4.660377358","4.116666667","1.566037736","1.383333333","0.347924528","0.307333333","1.251603774","1.105583333","33.60323887","21.75169566","88.33333333","31.25","11.525","9.603703704","10.8721174","13.65925926","15.46331237","49.13703704","55.62683438","4.268518519","4.832285115","62.7962963","71.09014675","1"
