"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","treatment_dap120"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00041","","","","120","95","43.12","116","160","21.25","5.57","50.3","13.9","6.31","26.61","1.72","1.21","123.33","103.59","61","3.46","6.26","11.92","0.43","26.82","69.94","276","0.183189655","0.0348125","0.097173913","2.905263158","2.3","1.221052632","0.966666667","0.282315789","0.2235","0.453894737","0.359333333","42.02898551","38.3471547","79.16666667","27.63419483","7.411491054","7.87037037","9.941520468","9.933333333","12.54736842","15.97037037","20.17309942","2.744996687","3.467364236","25.9037037","32.72046784","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00042","","","","120","106","43.19","146","238","36.41","11.6","50","13.3","5.18","29.86","1.65","1.19","152.31","96.85","62.34","2.76","5.08","10.98","0.29","48.01","91.2","384","0.249383562","0.048739496","0.125026042","3.622641509","3.2","1.377358491","1.216666667","0.452924528","0.400083333","0.40745283","0.359916667","38.02083333","52.64254386","88.33333333","26.6","12.77066","13.48518519","15.26624738","17.78148148","20.12997904","15.9962963","18.10901468","4.729874074","5.354574423","33.77777778","38.23899371","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00043","","","","120","82","57.9","94","358","22.52","12.81","50.6","20.3","6.17","0","1.18","1.18","77.41","70.96","72.53","0.87","2.37","3.85","0","35.33","93.23","452","0.239574468","0.035782123","0.078163717","5.512195122","3.766666667","1.146341463","0.783333333","0.430853659","0.294416667","0.706097561","0.4825","20.79646018","37.89552719","68.33333333","40.11857708","14.17389328","8.340740741","12.20596206","13.08518519","19.14905149","21.44444444","31.38211382","5.249590104","7.682326981","34.52962963","50.53116531","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00044","","","","120","78","66.91","121","243","32.85","12.33","50.3","18.7","5.64","0","1.18","1.24","85.14","82.38","72.84","1.05","2.85","4.92","0.04","45.18","112.09","364","0.271487603","0.050740741","0.124120879","4.666666667","3.033333333","1.551282051","1.008333333","0.579230769","0.3765","0.857820513","0.557583333","33.24175824","40.30689624","65","37.17693837","16.79654076","12.16666667","18.71794872","16.73333333","25.74358974","24.78148148","38.12535613","6.220941021","9.570678493","41.51481481","63.86894587","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00045","","","","120","96","36.04","129","120","36.77","6.7","50.1","16","5.31","0","1.29","1.26","84.6","85.64","73.04","1.51","3.16","4.65","0.45","43.47","79.51","249","0.28503876","0.055833333","0.174578313","2.59375","2.075","1.34375","1.075","0.4528125","0.36225","0.375416667","0.300333333","51.80722892","54.67236826","80","31.93612774","13.88263473","13.61851852","17.02314815","16.1","20.125","13.34814815","16.68518519","5.141716567","6.427145709","29.44814815","36.81018519","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00046","","","","120","104","42.58","146","155","46.89","7.84","50.4","17.8","5.71","0","1.22","1.33","71.38","85.05","72.81","0.71","2.12","5.67","0.31","54.73","97.31","301","0.321164384","0.050580645","0.181827243","2.894230769","2.508333333","1.403846154","1.216666667","0.52625","0.456083333","0.409423077","0.354833333","48.50498339","56.24293495","86.66666667","35.31746032","19.32924603","17.36666667","20.03846154","20.27037037","23.38888889","15.77037037","18.1965812","7.158980012","8.260361552","36.04074074","41.58547009","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00047","","","","120","89","42.49","136","226","29.09","8.82","50","12.3","6.46","38.55","1.98","1.45","146.36","102.94","58.56","2.29","4.48","14.82","0.4","37.91","80.4","362","0.213897059","0.039026549","0.104723757","4.06741573","3.016666667","1.528089888","1.133333333","0.425955056","0.315916667","0.47741573","0.354083333","37.56906077","47.15174129","74.16666667","24.6","9.32586","10.77407407","14.52684145","14.04074074","18.93133583","15.73703704","21.2184769","3.454022222","4.657108614","29.77777778","40.14981273","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00048","","","","120","95","43.52","151","316","28.24","13.88","50.1","11.8","7.39","46.35","2.17","1.56","145.31","110.34","58.21","1.72","3.91","16.51","0.54","42.12","85.64","467","0.187019868","0.043924051","0.090192719","4.915789474","3.891666667","1.589473684","1.258333333","0.443368421","0.351","0.458105263","0.362666667","32.33404711","49.18262494","79.16666667","23.55289421","9.920479042","10.45925926","13.21169591","15.6","19.70526316","16.11851852","20.36023392","3.674251497","4.641159786","31.71851852","40.06549708","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00049","","","","120","78","48.96","89","95","22.58","4.72","50.1","18","4.66","13.03","1.31","1.2","50.26","67.47","75.29","0.43","1.83","4.83","0.12","27.3","76.26","184","0.253707865","0.049684211","0.148369565","2.358974359","1.533333333","1.141025641","0.741666667","0.35","0.2275","0.627692308","0.408","48.36956522","35.79858379","65","35.92814371","9.808383234","8.362962963","12.86609687","10.11111111","15.55555556","18.13333333","27.8974359","3.632734531","5.588822355","28.24444444","43.45299145","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00050","","","","120","93","52.02","127","134","28.98","7.35","50.3","16.5","4.94","12.03","1.31","1.2","71.9","70.08","75.56","0.41","1.76","4.64","0.09","36.33","88.35","261","0.228188976","0.054850746","0.139195402","2.806451613","2.175","1.365591398","1.058333333","0.390645161","0.30275","0.559354839","0.4335","48.65900383","41.12054329","77.5","32.80318091","11.91739563","10.73333333","13.84946237","13.45555556","17.36200717","19.26666667","24.86021505","4.413850232","5.695290622","32.72222222","42.22222222","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00051","","","","120","96","38.3","269","402","46.01","19.41","50.4","10.8","7.93","47.49","2.27","1.54","174.41","124.85","48.22","6.6","10.91","13.93","0.94","65.42","103.72","671","0.171040892","0.048283582","0.097496274","6.989583333","5.591666667","2.802083333","2.241666667","0.681458333","0.545166667","0.398958333","0.319166667","40.08941878","63.07365985","80","21.42857143","14.01857143","17.04074074","21.30092593","24.22962963","30.28703704","14.18518519","17.73148148","5.192063492","6.490079365","38.41481481","48.01851852","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00052","","","","120","97","36.96","235","466","61.71","19.19","50.3","10.3","7.05","36.04","2.14","1.41","154.76","119.93","46.59","6.66","10.68","15.79","0.82","80.9","117.86","701","0.262595745","0.041180258","0.115406562","7.226804124","5.841666667","2.422680412","1.958333333","0.834020619","0.674166667","0.381030928","0.308","33.5235378","68.64076022","80.83333333","20.47713718","16.56600398","22.85555556","28.27491409","29.96296296","37.06758305","13.68888889","16.9347079","6.135557028","7.590379829","43.65185185","54.00229095","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00053","","","","120","90","53.26","52","68","10.07","2.3","50.8","19.6","6.37","9.25","1.58","1.18","46.26","71.81","71.36","0.9","2.24","6.5","0.34","12.37","65.63","120","0.193653846","0.033823529","0.103083333","1.333333333","1","0.577777778","0.433333333","0.137444444","0.103083333","0.591777778","0.443833333","43.33333333","18.84808776","75","38.58267717","4.772677165","3.72962963","4.972839506","4.581481481","6.108641975","19.72592593","26.30123457","1.767658209","2.356877613","24.30740741","32.40987654","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00054","","","","120","86","93.44","54","80","11.73","3.67","50.5","19.3","5.48","13.15","1.44","1.23","33.87","76.7","76.87","0.01","1.82","4.25","0.14","15.4","108.84","134","0.217222222","0.045875","0.114925373","1.558139535","1.116666667","0.627906977","0.45","0.179069767","0.128333333","1.086511628","0.778666667","40.29850746","14.14920985","71.66666667","38.21782178","5.885544554","4.344444444","6.062015504","5.703703704","7.958656331","34.60740741","48.28940568","2.179831316","3.041625093","40.31111111","56.24806202","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00055","","","","120","82","58.64","125","96","41.17","5.54","50.2","14.9","4.98","0","1.2","1.15","99.44","85.94","67.37","2.8","4.91","7.66","0.34","46.71","105.35","221","0.32936","0.057708333","0.211357466","2.695121951","1.841666667","1.524390244","1.041666667","0.569634146","0.38925","0.715121951","0.488666667","56.56108597","44.33792121","68.33333333","29.6812749","13.86412351","15.24814815","22.31436314","17.3","25.31707317","21.71851852","31.78319783","5.134860558","7.514430085","39.01851852","57.100271","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00056","","","","120","71","52.94","109","95","41.9","6.92","50.2","15.3","4.79","0.74","1.17","1.18","116.1","90.69","67.88","2.57","4.9","8.2","0.19","48.82","101.76","204","0.38440367","0.072842105","0.239313725","2.873239437","1.7","1.535211268","0.908333333","0.687605634","0.406833333","0.745633803","0.441166667","53.43137255","47.97562893","59.16666667","30.47808765","14.87940239","15.51851852","26.228482","18.08148148","30.56025039","19.60740741","33.13928013","5.510889774","9.3141799","37.68888889","63.69953052","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00057","","","","120","96","64.97","83","312","14.85","9.7","50.6","12.2","7.32","","1.9","1.28","118.1","103.21","49.84","6.48","10.32","16.02","1.11","24.55","89.52","395","0.178915663","0.031089744","0.062151899","4.114583333","3.291666667","0.864583333","0.691666667","0.255729167","0.204583333","0.676770833","0.541416667","21.01265823","27.42403932","80","24.11067194","5.91916996","5.5","6.875","9.092592593","11.36574074","24.06296296","30.0787037","2.192285171","2.740356463","33.15555556","41.44444444","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00058","","","","120","95","62.61","82","215","20.78","10.4","50.5","12","7.37","","2.01","1.32","118.84","106.3","50.85","4.21","7.13","19.01","1.09","31.18","93.79","297","0.253414634","0.048372093","0.104983165","3.126315789","2.475","0.863157895","0.683333333","0.328210526","0.259833333","0.659052632","0.52175","27.60942761","33.24448235","79.16666667","23.76237624","7.409108911","7.696296296","9.721637427","11.54814815","14.5871345","23.18888889","29.29122807","2.744114411","3.466249783","34.73703704","43.87836257","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00059","","","","120","94","37.36","193","157","55.47","7.86","50.3","14.1","4.02","0.09","1.43","1.13","91.71","106.09","66.74","1.8","3.96","10.19","0.35","63.33","100.69","350","0.287409326","0.050063694","0.180942857","3.723404255","2.916666667","2.053191489","1.608333333","0.673723404","0.52775","0.397446809","0.311333333","55.14285714","62.89601748","78.33333333","28.03180915","17.75254473","20.54444444","26.22695035","23.45555556","29.94326241","13.83703704","17.6643026","6.575016567","8.393638171","37.29259259","47.60756501","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00060","","","","120","98","51.25","229","243","70.76","12.57","50.1","14.2","4.77","0","1.49","1.18","90.21","90.73","68.74","1.29","3.11","8.05","0.09","83.33","134.58","472","0.308995633","0.051728395","0.17654661","4.816326531","3.933333333","2.336734694","1.908333333","0.850306122","0.694416667","0.522959184","0.427083333","48.51694915","61.91856145","81.66666667","28.34331337","23.61848303","26.20740741","32.09070295","30.86296296","37.79138322","18.98148148","23.24263039","8.747586309","10.71133017","49.84444444","61.03401361","1"
