"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","treatment_dap120"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00061","","","","120","90","65.15","5","93","1.01","2.15","50","16.9","10.75","3.65","2.48","1.72","0","100.54","67.2","0.11","1.44","6.85","0.08","3.16","68.31","98","0.202","0.02311828","0.032244898","1.088888889","0.816666667","0.055555556","0.041666667","0.035111111","0.026333333","0.723888889","0.542916667","5.102040816","4.625969843","75","33.8","1.06808","0.374074074","0.498765432","1.17037037","1.560493827","24.12962963","32.17283951","0.395585185","0.527446914","25.3","33.73333333","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00062","","","","120","98","83.11","13","115","2.07","3.21","50.7","16.6","8.16","4.36","2.01","1.45","39.84","96.46","66.8","0.39","1.79","9.04","0","5.28","88.39","128","0.159230769","0.027913043","0.04125","1.306122449","1.066666667","0.132653061","0.108333333","0.053877551","0.044","0.848061224","0.692583333","10.15625","5.973526417","81.66666667","32.74161736","1.728757396","0.766666667","0.93877551","1.955555556","2.394557823","30.78148148","37.69160998","0.640280517","0.78401696","32.73703704","40.0861678","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00063","","","","120","88","43.69","106","161","19.93","6.69","50.7","12.2","4.29","36.55","1.46","0.96","121.35","89.93","51.58","7.97","12.24","10.83","0.58","26.62","70.31","267","0.188018868","0.041552795","0.099700375","3.034090909","2.225","1.204545455","0.883333333","0.3025","0.221833333","0.496477273","0.364083333","39.70037453","37.86090172","73.33333333","24.06311637","6.405601578","7.381481481","10.06565657","9.859259259","13.44444444","16.18148148","22.06565657","2.372445029","3.235152312","26.04074074","35.51010101","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00064","","","","120","83","80.6","57","156","10.37","7.29","50.3","11.6","5.32","27.49","1.82","1.13","156.47","107.9","53.69","6.44","10.09","10.77","0.61","17.66","98.26","213","0.181929825","0.046730769","0.082910798","2.56626506","1.775","0.686746988","0.475","0.212771084","0.147166667","0.971084337","0.671666667","26.76056338","17.97272542","69.16666667","23.06163022","4.072683897","3.840740741","5.552878179","6.540740741","9.456492637","29.85185185","43.15930388","1.508401443","2.180821364","36.39259259","52.61579652","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00065","","","","120","99","39.07","87","207","18.16","7.9","50.7","13.7","6.53","26.99","1.92","1.38","127.41","112.85","58.72","3.5","6.36","11.99","0.63","26.06","65.13","294","0.208735632","0.038164251","0.088639456","2.96969697","2.45","0.878787879","0.725","0.263232323","0.217166667","0.394646465","0.325583333","29.59183673","40.01228313","82.5","27.02169625","7.041854043","6.725925926","8.152637486","9.651851852","11.69921437","14.47037037","17.53984287","2.60809409","3.16132617","24.12222222","29.23905724","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00066","","","","120","105","46.08","120","240","26.36","11.17","50.8","14","6.41","19.42","1.87","1.34","142.49","111.04","60.23","2.28","4.61","13.19","0.46","37.53","83.61","360","0.219666667","0.046541667","0.10425","3.428571429","3","1.142857143","1","0.357428571","0.31275","0.438857143","0.384","33.33333333","44.88697524","87.5","27.55905512","10.34291339","9.762962963","11.15767196","13.9","15.88571429","17.06666667","19.5047619","3.830708661","4.377952756","30.96666667","35.39047619","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00067","","","","120","108","37.82","76","303","15.7","8.93","50","14.9","6.88","8.46","1.73","1.23","51.59","96.54","63.61","1.38","3.46","12.03","0.29","24.63","62.45","379","0.206578947","0.029471947","0.064986807","3.509259259","3.158333333","0.703703704","0.633333333","0.228055556","0.20525","0.350185185","0.315166667","20.05277045","39.43955164","90","29.8","7.33974","5.814814815","6.46090535","9.122222222","10.13580247","14.00740741","15.56378601","2.718422222","3.020469136","23.12962963","25.69958848","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00068","","","","120","108","57.4","103","172","26.27","7.31","50.3","14.9","7.18","19.23","1.77","1.3","76.41","98.09","63.8","1.23","3.33","12.71","0.28","33.58","90.98","275","0.255048544","0.0425","0.122109091","2.546296296","2.291666667","0.953703704","0.858333333","0.310925926","0.279833333","0.531481481","0.478333333","37.45454545","36.90921082","90","29.6222664","9.947157058","9.72962963","10.81069959","12.43703704","13.81893004","21.25925926","23.62139918","3.684132244","4.093480271","33.6962963","37.44032922","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00069","","","","120","94","37.29","92","525","11.77","12.25","50.8","18.1","5.87","6.97","1.39","1.13","53.33","89.25","68.51","1.64","3.82","6.7","0.34","24.02","61.31","617","0.127934783","0.023333333","0.038930308","6.563829787","5.141666667","0.978723404","0.766666667","0.255531915","0.200166667","0.396702128","0.31075","14.910859","39.17794813","78.33333333","35.62992126","8.558307087","4.359259259","5.56501182","8.896296296","11.356974","13.81111111","17.63120567","3.169743365","4.046480892","22.70740741","28.98817967","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00070","","","","120","71","55.87","49","388","7.05","13.55","50.7","16.4","4.6","0.58","1.3","1.02","48.98","69.95","69.1","2.13","4.26","6.22","0.22","20.6","76.47","437","0.143877551","0.03492268","0.047139588","6.154929577","3.641666667","0.690140845","0.408333333","0.290140845","0.171666667","0.786901408","0.465583333","11.21281465","26.93866876","59.16666667","32.34714004","6.663510848","2.611111111","4.41314554","7.62962963","12.89514867","20.69259259","34.97339593","2.467966981","4.171211799","28.32222222","47.8685446","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00071","","","","120","115","44.39","81","636","9.32","15.86","50.2","14","6.13","","1.73","1.21","127.07","92.53","60.46","4.11","7.04","9.49","0.61","25.18","69.57","717","0.115061728","0.024937107","0.03511855","6.234782609","5.975","0.704347826","0.675","0.218956522","0.209833333","0.386","0.369916667","11.29707113","36.19376168","95.83333333","27.88844622","7.022310757","3.451851852","3.601932367","9.325925926","9.731400966","16.44074074","17.15555556","2.600855836","2.713936524","25.76666667","26.88695652","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00072","","","","120","116","54.78","69","720","9.7","23.55","50.6","13.2","6.63","","1.94","1.32","101.18","98.47","61.85","2.33","4.35","10.33","0.51","33.25","88.03","789","0.14057971","0.032708333","0.042141952","6.801724138","6.575","0.594827586","0.575","0.286637931","0.277083333","0.472241379","0.4565","8.745247148","37.77121436","96.66666667","26.08695652","8.673913043","3.592592593","3.716475096","12.31481481","12.7394636","20.28888889","20.98850575","3.212560386","3.323338331","32.6037037","33.72796935","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00073","","","","120","71","51.67","80","99","12.59","3.24","50.6","16.1","6.34","17.38","1.57","1.27","159.47","98.93","63.27","1.16","2.9","13.96","0.41","15.83","67.5","179","0.157375","0.032727273","0.088435754","2.521126761","1.491666667","1.126760563","0.666666667","0.222957746","0.131916667","0.727746479","0.430583333","44.69273743","23.45185185","59.16666667","31.81818182","5.036818182","4.662962963","7.881064163","5.862962963","9.909233177","19.13703704","32.34428795","1.865488215","3.152937829","25","42.25352113","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00074","","","","120","74","57.17","90","158","18.63","7.5","51","15.6","6.38","8.05","1.61","1.26","175.96","99.4","62.7","1.34","3.17","13.67","0.52","26.13","83.3","248","0.207","0.047468354","0.105362903","3.351351351","2.066666667","1.216216216","0.75","0.353108108","0.21775","0.772567568","0.476416667","36.29032258","31.36854742","61.66666667","30.58823529","7.992705882","6.9","11.18918919","9.677777778","15.69369369","21.17407407","34.33633634","2.960261438","4.800423953","30.85185185","50.03003003","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00075","","","","120","98","50.92","102","288","18.81","9.96","50.3","13.8","6.06","42.02","1.82","1.29","112.36","94","61.19","3.4","5.99","11.56","0.8","28.77","79.69","390","0.184411765","0.034583333","0.073769231","3.979591837","3.25","1.040816327","0.85","0.293571429","0.23975","0.519591837","0.424333333","26.15384615","36.10239679","81.66666667","27.43538767","7.893161034","6.966666667","8.530612245","10.65555556","13.04761905","18.85925926","23.09297052","2.923392975","3.579664868","29.51481481","36.14058957","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00076","","","","120","104","44.3","104","335","21.93","13.37","49.8","14.4","4.59","40.21","1.59","1.08","112.99","89.71","63.71","2.96","5.06","10.4","0.61","35.3","79.6","439","0.210865385","0.039910448","0.080410023","4.221153846","3.658333333","1","0.866666667","0.339423077","0.294166667","0.425961538","0.369166667","23.69020501","44.34673367","86.66666667","28.91566265","10.20722892","8.122222222","9.371794872","13.07407407","15.08547009","16.40740741","18.93162393","3.780455154","4.362063639","29.48148148","34.01709402","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00077","","","","120","95","35.36","52","139","8.95","4.91","50.4","14.1","4.74","0","1.43","1.16","29.77","79.53","69.48","1.95","3.86","7.35","0.34","13.86","49.22","191","0.172115385","0.035323741","0.072565445","2.010526316","1.591666667","0.547368421","0.433333333","0.145894737","0.1155","0.372210526","0.294666667","27.22513089","28.15928484","79.16666667","27.97619048","3.8775","3.314814815","4.187134503","5.133333333","6.484210526","13.0962963","16.54269006","1.436111111","1.814035088","18.22962963","23.02690058","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00078","","","","120","80","65.05","37","69","6.04","3.53","51.2","14.7","5.22","0","1.43","1.23","61.15","86.52","69.62","2.1","4.12","5.88","0.18","9.57","74.62","106","0.163243243","0.05115942","0.090283019","1.325","0.883333333","0.4625","0.308333333","0.119625","0.07975","0.813125","0.542083333","34.90566038","12.8249799","66.66666667","28.7109375","2.747636719","2.237037037","3.355555556","3.544444444","5.316666667","24.09259259","36.13888889","1.017643229","1.526464844","27.63703704","41.45555556","1"
"","","PEP2018SAT-ST04","","","","","","","","","PEP2018SAT-ST04-00079","","","","120","101","43.55","197","401","35.37","13.54","51.8","17.5","5.06","2.94","1.32","1.16","60.32","86.52","71.92","1.7","3.75","5.37","0.42","48.91","92.46","598","0.179543147","0.033765586","0.081789298","5.920792079","4.983333333","1.95049505","1.641666667","0.484257426","0.407583333","0.431188119","0.362916667","32.94314381","52.89855072","84.16666667","33.78378378","16.52364865","13.1","15.56435644","18.11481481","21.52255226","16.12962963","19.16391639","6.11986987","7.271132519","34.24444444","40.68646865","1"
