"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Virus symptoms estimating 1-9|CO_331:0000193","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023 "
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00262","","","","30","24","18.39","34","11.33","0.65","151.14","28.51","5","","11.98","30.37","0.333235294","1.416666667","1.133333333","0.499166667","0.399333333","0.76625","0.613","39.44682252","80","18.86330554","2.259824004","16.78518519","20.98148148","17.74814815","22.18518519","27.24444444","34.05555556","3.347887414","4.184859267","44.99259259","56.24074074","4.61"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00263","","","","30","22","10.55","45","8.71","2.39","183.59","44.06","6","","11.1","21.65","0.193555556","2.045454545","1.5","0.504545455","0.37","0.479545455","0.351666667","51.27020785","73.33333333","23.99912849","2.663903263","12.9037037","17.5959596","16.44444444","22.42424242","15.62962963","21.31313131","3.946523352","5.381622753","32.07407407","43.73737374","3.03"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00264","","","","30","22","26.18","79","17.54","1.67","151.58","40.98","4","","19.21","45.39","0.222025316","3.590909091","2.633333333","0.873181818","0.640333333","1.19","0.872666667","42.32209738","73.33333333","27.03522892","5.193467476","25.98518519","35.43434343","28.45925926","38.80808081","38.78518519","52.88888889","7.69402589","10.49185349","67.24444444","91.6969697","10.5"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00265","","","","30","26","26.62","67","12.66","2.21","150.46","36.2","5","","14.87","41.49","0.188955224","2.576923077","2.233333333","0.571923077","0.495666667","1.023846154","0.887333333","35.83996144","86.66666667","24.05955071","3.577655191","18.75555556","21.64102564","22.02962963","25.41880342","39.43703704","45.5042735","5.300229912","6.115649899","61.46666667","70.92307692","12.39"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00266","","","","30","27","14.8","87","15.23","2","140.04","27.95","3","","17.23","32.03","0.175057471","3.222222222","2.9","0.638148148","0.574333333","0.548148148","0.493333333","53.79331876","90","19.95858326","3.438863896","22.56296296","25.06995885","25.52592593","28.36213992","21.92592593","24.36213992","5.094613179","5.66068131","47.45185185","52.72427984","14.37"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00267","","","","30","27","29.18","51","11.48","3.6","150.45","37.3","5","","15.08","44.26","0.225098039","1.888888889","1.7","0.558518519","0.502666667","1.080740741","0.972666667","34.07139629","90","24.7922898","3.738677301","17.00740741","18.89711934","22.34074074","24.82304527","43.22962963","48.03292181","5.538781187","6.154201319","65.57037037","72.85596708","10.5"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00268","","","","30","22","29.9","63","12.29","1.54","151.71","38.54","4","","13.83","43.73","0.195079365","2.863636364","2.1","0.628636364","0.461","1.359090909","0.996666667","31.62588612","73.33333333","25.4037308","3.51333597","18.20740741","24.82828283","20.48888889","27.93939394","44.2962963","60.4040404","5.204942178","7.097648424","64.78518519","88.34343434","4.61"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00269","","","","30","28","21.04","70","11.64","2.23","154.84","39.01","6","","13.87","34.91","0.166285714","2.5","2.333333333","0.495357143","0.462333333","0.751428571","0.701333333","39.73073618","93.33333333","25.19374839","3.494372901","17.24444444","18.47619048","20.54814815","22.01587302","31.17037037","33.3968254","5.176848742","5.546623652","51.71851852","55.41269841","11.03"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00270","","","","30","16","11.88","35","4.02","1.55","150.12","36.1","6","","5.57","17.45","0.114857143","2.1875","1.166666667","0.348125","0.185666667","0.7425","0.396","31.91977077","53.33333333","24.04742872","1.33944178","5.955555556","11.16666667","8.251851852","15.47222222","17.6","33","1.984358192","3.720671611","25.85185185","48.47222222",""
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00271","","","","30","20","17.08","30","5.43","0.96","154.26","33.97","5","","6.39","23.47","0.181","1.5","1","0.3195","0.213","0.854","0.569333333","27.22624627","66.66666667","22.0212628","1.407158693","8.044444444","12.06666667","9.466666667","14.2","25.3037037","37.95555556","2.084679545","3.127019318","34.77037037","52.15555556","7.76"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00272","","","","30","27","16.98","35","6.1","2.18","149.85","35.3","6","","8.28","25.26","0.174285714","1.296296296","1.166666667","0.306666667","0.276","0.628888889","0.566","32.77909739","90","23.55689022","1.950510511","9.037037037","10.04115226","12.26666667","13.62962963","25.15555556","27.95061728","2.889645201","3.21071689","37.42222222","41.58024691","11.03"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00273","","","","30","25","21.07","83","19.18","1.41","146.91","36.3","3","","20.59","41.66","0.231084337","3.32","2.766666667","0.8236","0.686333333","0.8428","0.702333333","49.42390783","83.33333333","24.70900551","5.087584235","28.41481481","34.09777778","30.5037037","36.60444444","31.21481481","37.45777778","7.53716183","9.044594196","61.71851852","74.06222222","0.12"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00274","","","","30","27","30.27","64","7.96","2.89","182.69","48.26","6","","10.85","41.12","0.124375","2.37037037","2.133333333","0.401851852","0.361666667","1.121111111","1.009","26.38618677","90","26.41633368","2.866172204","11.79259259","13.10288066","16.07407407","17.8600823","44.84444444","49.82716049","4.246181043","4.717978937","60.91851852","67.6872428","10.5"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00275","","","","30","27","19.67","83","18.75","1.43","147.72","30.26","3","","20.18","39.85","0.225903614","3.074074074","2.766666667","0.747407407","0.672666667","0.728518519","0.655666667","50.63989962","90","20.48470079","4.133812618","27.77777778","30.86419753","29.8962963","33.218107","29.14074074","32.37860082","6.124166842","6.804629825","59.03703704","65.59670782","0.02"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00276","","","","30","23","24.05","162","30.6","2.37","151.58","28.3","1","","32.97","57.02","0.188888889","7.043478261","5.4","1.433478261","1.099","1.045652174","0.801666667","57.82181691","76.66666667","18.67000924","6.155502045","45.33333333","59.13043478","48.84444444","63.71014493","35.62962963","46.47342995","9.119262289","11.89468994","84.47407407","110.1835749","3.76"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00277","","","","30","26","21.1","106","32.85","1.45","142.44","26.06","4","","34.3","55.4","0.30990566","4.076923077","3.533333333","1.319230769","1.143333333","0.811538462","0.703333333","61.9133574","86.66666667","18.29542263","6.275329963","48.66666667","56.15384615","50.81481481","58.63247863","31.25925926","36.06837607","9.296785131","10.72705977","82.07407407","94.7008547","10.5"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00278","","","","30","14","10.96","37","8.34","1.09","153.82","31.71","6","","9.43","20.39","0.225405405","2.642857143","1.233333333","0.673571429","0.314333333","0.782857143","0.365333333","46.24816086","46.66666667","20.61500455","1.943994929","12.35555556","26.47619048","13.97037037","29.93650794","16.23703704","34.79365079","2.879992488","6.171412473","30.20740741","64.73015873","12.39"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00279","","","","30","15","15.64","34","9.6","1.18","154.21","32.86","6","","10.78","26.42","0.282352941","2.266666667","1.133333333","0.718666667","0.359333333","1.042666667","0.521333333","40.80242241","50","21.30860515","2.297067635","14.22222222","28.44444444","15.97037037","31.94074074","23.17037037","46.34074074","3.403063163","6.806126326","39.14074074","78.28148148","0.69"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00280","","","","30","18","16.82","53","15.56","1.07","154.25","34.53","4","","16.63","33.45","0.293584906","2.944444444","1.766666667","0.923888889","0.554333333","0.934444444","0.560666667","49.71599402","60","22.38573744","3.722748136","23.05185185","38.41975309","24.63703704","41.0617284","24.91851852","41.5308642","5.515182424","9.191970707","49.55555556","82.59259259","0.69"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00281","","","","30","30","44.67","85","17.18","2.75","150.94","33.51","5","","19.93","64.6","0.202117647","2.833333333","2.833333333","0.664333333","0.664333333","1.489","1.489","30.85139319","100","22.20087452","4.424634292","25.45185185","25.45185185","29.52592593","29.52592593","66.17777778","66.17777778","6.555013766","6.555013766","95.7037037","95.7037037","10.5"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00282","","","","30","20","16.67","93","19.84","0.94","150.79","29.96","2","","20.78","37.45","0.213333333","4.65","3.1","1.039","0.692666667","0.8335","0.555666667","55.48731642","66.66666667","19.86869156","4.128714106","29.39259259","44.08888889","30.78518519","46.17777778","24.6962963","37.04444444","6.11661349","9.174920235","55.48148148","83.22222222","12.39"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00283","","","","30","17","14.33","56","11.36","0.64","152.64","41.79","6","","12","26.33","0.202857143","3.294117647","1.866666667","0.705882353","0.4","0.842941176","0.477666667","45.57538929","56.66666667","27.37814465","3.285377358","16.82962963","29.69934641","17.77777778","31.37254902","21.22962963","37.46405229","4.867225716","8.589221852","39.00740741","68.83660131","0.69"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00284","","","","30","15","9.84","37","8.5","0.71","138.07","34.22","6","","9.21","19.05","0.22972973","2.466666667","1.233333333","0.614","0.307","0.656","0.328","48.34645669","50","24.78452959","2.282655175","12.59259259","25.18518519","13.64444444","27.28888889","14.57777778","29.15555556","3.38171137","6.76342274","28.22222222","56.44444444","4.41"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00285","","","","30","20","17.57","84","15.75","1.48","151.45","32.2","5","1","17.23","34.8","0.1875","4.2","2.8","0.8615","0.574333333","0.8785","0.585666667","49.51149425","66.66666667","21.26114229","3.663294817","23.33333333","35","25.52592593","38.28888889","26.02962963","39.04444444","5.427103432","8.140655148","51.55555556","77.33333333","11.03"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00286","","","","30","23","16.88","55","17.4","0.89","150","31.78","3","","18.29","35.17","0.316363636","2.391304348","1.833333333","0.795217391","0.609666667","0.733913043","0.562666667","52.00454933","76.66666667","21.18666667","3.875041333","25.77777778","33.62318841","27.0962963","35.34299517","25.00740741","32.61835749","5.740801975","7.488002576","52.1037037","67.96135266","7.76"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00287","","","","30","26","15.87","142","31.84","3.64","153.11","26.94","2","","35.48","51.35","0.224225352","5.461538462","4.733333333","1.364615385","1.182666667","0.610384615","0.529","69.09444985","86.66666667","17.595193","6.242774476","47.17037037","54.42735043","52.56296296","60.64957265","23.51111111","27.12820513","9.248554779","10.67140936","76.07407407","87.77777778","7.23"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00288","","","","30","25","13.47","92","15.16","2.3","152.05","37.15","5","","17.46","30.93","0.164782609","3.68","3.066666667","0.6984","0.582","0.5388","0.449","56.4500485","83.33333333","24.43275238","4.265958566","22.45925926","26.95111111","25.86666667","31.04","19.95555556","23.94666667","6.319938617","7.58392634","45.82222222","54.98666667","10.5"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00289","","","","30","18","24.65","56","16.23","0.97","151.1","29.96","2","","17.2","41.85","0.289821429","3.111111111","1.866666667","0.955555556","0.573333333","1.369444444","0.821666667","41.09916368","60","19.82792852","3.410403706","24.04444444","40.07407407","25.48148148","42.4691358","36.51851852","60.86419753","5.052449935","8.420749892","62","103.3333333","7.76"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00290","","","","30","27","21.95","64","10.74","3.23","155.3","31.63","6","","13.97","35.92","0.1678125","2.37037037","2.133333333","0.517407407","0.465666667","0.812962963","0.731666667","38.89198218","90","20.36703155","2.845274308","15.91111111","17.67901235","20.6962963","22.99588477","32.51851852","36.13168724","4.215221197","4.683579107","53.21481481","59.12757202","11.03"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00291","","","","30","19","9.72","53","11.83","0.67","151.09","33.67","5","1","12.5","22.22","0.223207547","2.789473684","1.766666667","0.657894737","0.416666667","0.511578947","0.324","56.25562556","63.33333333","22.28473096","2.785591369","17.52592593","27.67251462","18.51851852","29.23976608","14.4","22.73684211","4.126802029","6.516003203","32.91851852","51.97660819","10.5"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00292","","","","30","20","28.44","84","17.79","2.76","126.65","23.14","5","","20.55","48.99","0.211785714","4.2","2.8","1.0275","0.685","1.422","0.948","41.94733619","66.66666667","18.27082511","3.75465456","26.35555556","39.53333333","30.44444444","45.66666667","42.13333333","63.2","5.5624512","8.3436768","72.57777778","108.8666667","7.23"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00293","","","","30","20","23.93","72","20.85","1.31","155.02","29.29","2","","22.16","46.09","0.289583333","3.6","2.4","1.108","0.738666667","1.1965","0.797666667","48.07984378","66.66666667","18.89433621","4.186984905","30.88888889","46.33333333","32.82962963","49.24444444","35.45185185","53.17777778","6.2029406","9.3044109","68.28148148","102.4222222",""
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00294","","","","30","26","27.28","85","22.24","2.45","151.84","34.06","3","","24.69","51.97","0.261647059","3.269230769","2.833333333","0.949615385","0.823","1.049230769","0.909333333","47.50817779","86.66666667","22.43150685","5.538339041","32.94814815","38.01709402","36.57777778","42.20512821","40.41481481","46.63247863","8.204946728","9.467246224","76.99259259","88.83760684","12.39"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00295","","","","30","24","20.58","89","22.82","1.46","151.66","32.07","3","","24.28","44.86","0.256404494","3.708333333","2.966666667","1.011666667","0.809333333","0.8575","0.686","54.12394115","80","21.14598444","5.134245022","33.80740741","42.25925926","35.97037037","44.96296296","30.48888889","38.11111111","7.606288921","9.507861151","66.45925926","83.07407407","7.76"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00296","","","","30","25","13.75","84","18.52","1.16","154.12","32.03","5","","19.68","33.43","0.22047619","3.36","2.8","0.7872","0.656","0.55","0.458333333","58.86927909","83.33333333","20.78250714","4.089997405","27.43703704","32.92444444","29.15555556","34.98666667","20.37037037","24.44444444","6.059255414","7.271106497","49.52592593","59.43111111","7.23"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00297","","","","30","25","16.93","89","17.94","2.86","172.09","33.84","3","","20.8","37.73","0.201573034","3.56","2.966666667","0.832","0.693333333","0.6772","0.564333333","55.12854492","83.33333333","19.66412923","4.090138881","26.57777778","31.89333333","30.81481481","36.97777778","25.08148148","30.09777778","6.059465009","7.27135801","55.8962963","67.07555556","7.76"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00298","","","","30","22","14.2","84","14.41","1.49","116.56","16.4","5","","15.9","30.1","0.171547619","3.818181818","2.8","0.722727273","0.53","0.645454545","0.473333333","52.82392027","73.33333333","14.07000686","2.237131091","21.34814815","29.11111111","23.55555556","32.12121212","21.03703704","28.68686869","3.314268283","4.51945675","44.59259259","60.80808081","14.37"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00299","","","","30","23","18.56","83","23.72","2.43","154.05","30.44","4","","26.15","44.71","0.285783133","3.608695652","2.766666667","1.136956522","0.871666667","0.806956522","0.618666667","58.488034","76.66666667","19.75981824","5.16719247","35.14074074","45.83574879","38.74074074","50.53140097","27.4962963","35.8647343","7.655099956","9.984912985","66.23703704","86.39613527","11.03"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00300","","","","30","26","25.22","94","23.88","1.64","154.72","36.2","3","","25.52","50.74","0.254042553","3.615384615","3.133333333","0.981538462","0.850666667","0.97","0.840666667","50.29562475","86.66666667","23.39710445","5.970941055","35.37777778","40.82051282","37.80740741","43.62393162","37.36296296","43.11111111","8.8458386","10.20673685","75.17037037","86.73504274","12.39"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00301","","","","30","29","32.14","67","12.59","4.08","153.44","30.62","6","","16.67","48.81","0.187910448","2.310344828","2.233333333","0.574827586","0.555666667","1.108275862","1.071333333","34.15283753","96.66666667","19.955683","3.326612357","18.65185185","19.29501916","24.6962963","25.54789272","47.61481481","49.25670498","4.928314602","5.098256485","72.31111111","74.8045977","7.23"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00302","","","","30","18","13.04","36","10.25","0.38","142.71","25.38","5","","10.63","23.67","0.284722222","2","1.2","0.590555556","0.354333333","0.724444444","0.434666667","44.90916772","60","17.78431785","1.890472987","15.18518519","25.30864198","15.74814815","26.24691358","19.31851852","32.19753086","2.800700722","4.667834536","35.06666667","58.44444444","4.61"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00303","","","","30","24","26.65","88","20.35","2.04","151.79","34.18","4","","22.39","49.04","0.23125","3.666666667","2.933333333","0.932916667","0.746333333","1.110416667","0.888333333","45.65660685","80","22.51795243","5.04176955","30.14814815","37.68518519","33.17037037","41.46296296","39.48148148","49.35185185","7.469288222","9.336610278","72.65185185","90.81481481","7.23"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00304","","","","30","18","4.52","52","16.15","0.72","151.47","31","2","1","16.87","21.39","0.310576923","2.888888889","1.733333333","0.937222222","0.562333333","0.251111111","0.150666667","78.8686302","60","20.4660989","3.452630884","23.92592593","39.87654321","24.99259259","41.65432099","6.696296296","11.16049383","5.115008717","8.525014528","31.68888889","52.81481481","12.39"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00305","","","","30","3","4.58","4","1.4","0.05","47.02","7.11","6","","1.45","6.03","0.35","1.333333333","0.133333333","0.483333333","0.048333333","1.526666667","0.152666667","24.04643449","10","15.12122501","0.219257763","2.074074074","20.74074074","2.148148148","21.48148148","6.785185185","67.85185185","0.324826315","3.24826315","8.933333333","89.33333333","7.23"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00306","","","","30","17","13.22","65","13.11","2.04","143.99","22.43","5","","15.15","28.37","0.201692308","3.823529412","2.166666667","0.891176471","0.505","0.777647059","0.440666667","53.40148044","56.66666667","15.57747066","2.359986805","19.42222222","34.2745098","22.44444444","39.60784314","19.58518519","34.5620915","3.496276748","6.169900143","42.02962963","74.16993464","3.03"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00307","","","","30","25","17.06","21","4.06","1.77","147.44","36.05","6","","5.83","22.89","0.193333333","0.84","0.7","0.2332","0.194333333","0.6824","0.568666667","25.4696374","83.33333333","24.45062398","1.425471378","6.014814815","7.217777778","8.637037037","10.36444444","25.27407407","30.32888889","2.111809449","2.534171339","33.91111111","40.69333333","7.76"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00308","","","","30","27","17.76","77","21.17","1.82","155.81","29.18","3","","22.99","40.75","0.274935065","2.851851852","2.566666667","0.851481481","0.766333333","0.657777778","0.592","56.41717791","90","18.72793787","4.305552917","31.36296296","34.84773663","34.05925926","37.8436214","26.31111111","29.2345679","6.378596914","7.087329905","60.37037037","67.0781893","3.03"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00309","","","","30","24","30.33","88","15.9","3.51","154.12","41.51","5","","19.41","49.74","0.180681818","3.666666667","2.933333333","0.80875","0.647","1.26375","1.011","39.02291918","80","26.93355827","5.227803659","23.55555556","29.44444444","28.75555556","35.94444444","44.93333333","56.16666667","7.74489431","9.681117888","73.68888889","92.11111111","4.61"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00310","","","","30","27","27.4","68","12.84","3.96","145.23","30.7","6","1","16.8","44.2","0.188823529","2.518518519","2.266666667","0.622222222","0.56","1.014814815","0.913333333","38.00904977","90","21.13888315","3.551332369","19.02222222","21.13580247","24.88888889","27.65432099","40.59259259","45.10288066","5.26123314","5.8458146","65.48148148","72.75720165","4.61"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00311","","","","30","22","18.77","30","5.71","3.16","149.06","27.16","6","","8.87","27.64","0.190333333","1.363636364","1","0.403181818","0.295666667","0.853181818","0.625666667","32.09117221","73.33333333","18.22085066","1.616189454","8.459259259","11.53535354","13.14074074","17.91919192","27.80740741","37.91919192","2.394354747","3.2650292","40.94814815","55.83838384","4.61"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00312","","","","30","24","17.15","84","18.47","2.02","148.95","29.37","3","1","20.49","37.64","0.219880952","3.5","2.8","0.85375","0.683","0.714583333","0.571666667","54.43676939","80","19.71802618","4.040223565","27.36296296","34.2037037","30.35555556","37.94444444","25.40740741","31.75925926","5.985516393","7.481895491","55.76296296","69.7037037","11.03"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00313","","","","30","17","12.33","36","12.85","1.37","149.3","32.1","5","","14.22","26.55","0.356944444","2.117647059","1.2","0.836470588","0.474","0.725294118","0.411","53.55932203","56.66666667","21.5003349","3.057347622","19.03703704","33.59477124","21.06666667","37.17647059","18.26666667","32.23529412","4.529403885","7.993065679","39.33333333","69.41176471","14.37"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00314","","","","30","29","14.3","78","23.79","0.97","151.17","30.88","4","","24.76","39.06","0.305","2.689655172","2.6","0.853793103","0.825333333","0.493103448","0.476666667","63.38965694","96.66666667","20.42733347","5.057807766","35.24444444","36.45977011","36.68148148","37.94636015","21.18518519","21.91570881","7.493048542","7.751429527","57.86666667","59.86206897","4.61"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00315","","","","30","26","16.5","29","4.2","2.51","172.76","34.45","6","","6.71","23.21","0.144827586","1.115384615","0.966666667","0.258076923","0.223666667","0.634615385","0.55","28.90995261","86.66666667","19.94095856","1.338038319","6.222222222","7.179487179","9.940740741","11.47008547","24.44444444","28.20512821","1.982278991","2.28724499","34.38518519","39.67521368","10.5"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00316","","","","30","27","17.65","62","14.65","1.04","153.37","37.78","4","","15.69","33.34","0.236290323","2.296296296","2.066666667","0.581111111","0.523","0.653703704","0.588333333","47.06058788","90","24.63323988","3.864955337","21.7037037","24.11522634","23.24444444","25.82716049","26.14814815","29.05349794","5.725859758","6.362066398","49.39259259","54.88065844","10.5"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00317","","","","30","18","9.51","40","15.73","0.56","146.15","37.43","2","","16.29","25.8","0.39325","2.222222222","1.333333333","0.905","0.543","0.528333333","0.317","63.13953488","60","25.61067397","4.171978789","23.3037037","38.83950617","24.13333333","40.22222222","14.08888889","23.48148148","6.180709317","10.30118219","38.22222222","63.7037037","5.49"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00318","","","","30","20","17.82","67","33.72","0.28","152.7","28.63","2","","34","51.82","0.503283582","3.35","2.233333333","1.7","1.133333333","0.891","0.594","65.61173292","66.66666667","18.7491814","6.374721676","49.95555556","74.93333333","50.37037037","75.55555556","26.4","39.6","9.444032113","14.16604817","76.77037037","115.1555556","14.37"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00319","","","","30","16","3.64","5","0.65","0.15","124.03","24.31","6","2","0.8","4.44","0.13","0.3125","0.166666667","0.05","0.026666667","0.2275","0.121333333","18.01801802","53.33333333","19.60009675","0.156800774","0.962962963","1.805555556","1.185185185","2.222222222","5.392592593","10.11111111","0.232297443","0.435557706","6.577777778","12.33333333","4.61"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00320","","","","30","26","33.47","99","20.32","2.22","150.07","36.15","3","","22.54","56.01","0.205252525","3.807692308","3.3","0.866923077","0.751333333","1.287307692","1.115666667","40.24281378","86.66666667","24.08875858","5.429606184","30.1037037","34.73504274","33.39259259","38.52991453","49.58518519","57.21367521","8.043861013","9.281378092","82.97777778","95.74358974","12.39"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00321","","","","30","22","29.13","77","16.48","1.33","154.49","35.23","3","","17.81","46.94","0.214025974","3.5","2.566666667","0.809545455","0.593666667","1.324090909","0.971","37.94205369","73.33333333","22.80406499","4.061403974","24.41481481","33.29292929","26.38518519","35.97979798","43.15555556","58.84848485","6.016894777","8.204856514","69.54074074","94.82828283","11.03"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00322","","","","30","24","17.4","85","16.69","1.74","151.9","45.17","3","","18.43","35.83","0.196352941","3.541666667","2.833333333","0.767916667","0.614333333","0.725","0.58","51.43734301","80","29.73666886","5.480468071","24.72592593","30.90740741","27.3037037","34.12962963","25.77777778","32.22222222","8.119211957","10.14901495","53.08148148","66.35185185","0.69"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00323","","","","30","23","20.58","60","15.9","0.8","142.94","35.21","3","","16.7","37.28","0.265","2.608695652","2","0.726086957","0.556666667","0.894782609","0.686","44.79613734","76.66666667","24.63271303","4.113663075","23.55555556","30.72463768","24.74074074","32.2705314","30.48888889","39.76811594","6.094315667","7.949107392","55.22962963","72.03864734","10.5"
"","","PEP2019HUA-PT03","","","","","","","","","PEP2019HUA-PT03-00324","","","","30","21","11.06","28","6.18","1.34","150.68","39.21","6","","7.52","18.58","0.220714286","1.333333333","0.933333333","0.358095238","0.250666667","0.526666667","0.368666667","40.47362756","70","26.02203345","1.956856915","9.155555556","13.07936508","11.14074074","15.91534392","16.38518519","23.40740741","2.899047282","4.141496117","27.52592593","39.32275132","0"
