"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Weight of vines per NET plot in kg|CO_331:0000227","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root dry matter content computing percent|CO_331:0000297","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00011","","","","20","0.74","7","2","6","0.29","0.09","31.16531165","4.7830353","1.8776822","1.2044144","99.2373047","105.0941315","32.7284241","55.8176422","4.0414581","6.7878451","13.5082417","0.4747791","0.38","1.12","8","0.145","0.015","0.0475","1.142857143","0.4","0.285714286","0.1","0.054285714","0.019","0.105714286","0.037","25","33.92857143","35","0.118428184","0.644444444","1.841269841","0.844444444","2.412698413","1.644444444","4.698412698","0.263173743","0.751924979","2.488888889","7.111111111"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00012","","","","20","1.5","12","9","14","0.8","0.23","38.50687623","6.2828979","1.8533273","1.315218","125.4672852","111.2014771","39.3852692","65.0815887","0.7701197","2.5735006","11.9791193","0.1842041","1.03","2.53","23","0.088888889","0.016428571","0.044782609","1.916666667","1.15","0.75","0.45","0.085833333","0.0515","0.125","0.075","39.13043478","40.71146245","60","0.396620825","1.777777778","2.962962963","2.288888889","3.814814815","3.333333333","5.555555556","0.881379611","1.468966019","5.622222222","9.37037037"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00013","","","","20","0.54","8","2","3","0.18","0.14","30.09950249","7.5659351","2.5379317","1.7311597","130.7629395","124.7421875","44.979126","53.00737","1.2603607","3.3781619","19.9560146","0.5752106","0.32","0.86","5","0.09","0.046666667","0.064","0.625","0.25","0.25","0.1","0.04","0.016","0.0675","0.027","40","37.20930233","40","0.096318408","0.4","1","0.711111111","1.777777778","1.2","3","0.214040907","0.535102266","1.911111111","4.777777778"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00014","","","","20","1.2","14","8","6","0.6","0.18","28.67132867","7.8381138","2.567023","1.7856574","131.6948242","124.6247101","46.3904266","54.9796371","1.2017307","3.2342615","18.3363953","0.6540356","0.78","1.98","14","0.075","0.03","0.055714286","1","0.7","0.571428571","0.4","0.055714286","0.039","0.085714286","0.06","57.14285714","39.39393939","70","0.223636364","1.333333333","1.904761905","1.733333333","2.476190476","2.666666667","3.80952381","0.496969697","0.70995671","4.4","6.285714286"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00015","","","","20","1.54","8","5","4","0.68","0.2","34.79125249","4.7390785","1.7090206","1.1679287","93.1228027","86.608017","31.8881073","66.5829849","2.2547855","4.3352051","6.1125031","0.0963593","0.88","2.42","9","0.136","0.05","0.097777778","1.125","0.45","0.625","0.25","0.11","0.044","0.1925","0.077","55.55555556","36.36363636","40","0.306163022","1.511111111","3.777777778","1.955555556","4.888888889","3.422222222","8.555555556","0.680362271","1.700905677","5.377777778","13.44444444"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00016","","","","20","2.2","11","11","14","1.05","0.24","36.6","6.8091516","1.9934187","1.3712101","77.869873","97.1244659","35.8912659","66.7075424","1.3721962","3.0602913","7.5379591","0.1557198","1.29","3.49","25","0.095454545","0.017142857","0.0516","2.272727273","1.25","1","0.55","0.117272727","0.0645","0.2","0.11","44","36.96275072","55","0.47214","2.333333333","4.242424242","2.866666667","5.212121212","4.888888889","8.888888889","1.0492","1.907636364","7.755555556","14.1010101"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00017","","","","20","4.4","13","9","6","1.87","0.26","29.48207171","5.4613857","2.1603179","1.3589816","89.4084473","115.9003143","51.7669525","57.9898682","0.8701515","2.5939364","16.5637684","0.1809673","2.13","6.53","15","0.207777778","0.043333333","0.142","1.153846154","0.75","0.692307692","0.45","0.163846154","0.1065","0.338461538","0.22","60","32.618683","65","0.627968127","4.155555556","6.393162393","4.733333333","7.282051282","9.777777778","15.04273504","1.395484728","2.146899581","14.51111111","22.32478632"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00018","","","","20","1.49","14","6","9","0.4","0.1","34.2","9.168354","2.5974314","1.5527701","50.5645752","115.483902","51.3573685","59.819088","1.029459","2.4197989","12.8800964","0.2136879","0.5","1.99","15","0.066666667","0.011111111","0.033333333","1.071428571","0.75","0.428571429","0.3","0.035714286","0.025","0.106428571","0.0745","40","25.12562814","70","0.171","0.888888889","1.26984127","1.111111111","1.587301587","3.311111111","4.73015873","0.38","0.542857143","4.422222222","6.317460317"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00019","","","","20","2.5","10","5","3","0.49","0.2","31.73652695","5.609478","2.2491469","1.4307394","133.6335449","126.3765106","42.9407425","53.2970963","2.4842396","4.9109812","14.9740648","0.044426","0.69","3.19","8","0.098","0.066666667","0.08625","0.8","0.4","0.5","0.25","0.069","0.0345","0.25","0.125","62.5","21.63009404","50","0.218982036","1.088888889","2.177777778","1.533333333","3.066666667","5.555555556","11.11111111","0.486626747","0.973253493","7.088888889","14.17777778"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00020","","","","20","3.18","9","9","8","5.7","0.59","29.36507937","3.8223896","1.9648561","1.2830653","185.3363037","141.6592255","32.158783","57.117775","3.2934713","5.7319274","12.1213379","0.2662306","6.29","9.47","17","0.633333333","0.07375","0.37","1.888888889","0.85","1","0.45","0.698888889","0.3145","0.353333333","0.159","52.94117647","66.42027455","45","1.847063492","12.66666667","28.14814815","13.97777778","31.0617284","7.066666667","15.7037037","4.104585539","9.121301197","21.04444444","46.7654321"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00021","","","","20","0.9","9","8","22","1.31","0.55","29.33333333","4.2610893","1.715673","1.2097669","72.9249268","96.8544312","40.8051834","61.4284172","0.9729204","2.8273511","16.8153305","0.2146788","1.86","2.76","30","0.16375","0.025","0.062","3.333333333","1.5","0.888888889","0.4","0.206666667","0.093","0.1","0.045","26.66666667","67.39130435","45","0.5456","2.911111111","6.469135802","4.133333333","9.185185185","2","4.444444444","1.212444444","2.694320987","6.133333333","13.62962963"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00022","","","","20","0.14","7","4","5","0.3","0.18","26.4940239","6.3182507","2.1702862","1.5442634","110.5252686","114.9384155","31.7710114","58.0691528","0.996644","2.2813764","17.808176","0.0606623","0.48","0.62","9","0.075","0.036","0.053333333","1.285714286","0.45","0.571428571","0.2","0.068571429","0.024","0.02","0.007","44.44444444","77.41935484","35","0.127171315","0.666666667","1.904761905","1.066666667","3.047619048","0.311111111","0.888888889","0.282602922","0.807436919","1.377777778","3.936507937"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00023","","","","20","3.1","11","0","18","0","0.29","","","","","","","","","","","","","0.29","3.39","18","","0.016111111","0.016111111","1.636363636","0.9","0","0","0.026363636","0.0145","0.281818182","0.155","0","8.554572271","55","","0","0","0.644444444","1.171717172","6.888888889","12.52525253","","","7.533333333","13.6969697"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00024","","","","20","2.3","14","0","9","0","0.17","","","","","","","","","","","","","0.17","2.47","9","","0.018888889","0.018888889","0.642857143","0.45","0","0","0.012142857","0.0085","0.164285714","0.115","0","6.882591093","70","","0","0","0.377777778","0.53968254","5.111111111","7.301587302","","","5.488888889","7.841269841"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00025","","","","20","0.3","8","4","4","0.55","0.16","33","6.2922964","2.1230674","1.4221044","119.3897705","117.3799286","29.8679352","60.3357391","1.8167582","4.2249818","10.8555994","0","0.71","1.01","8","0.1375","0.04","0.08875","1","0.4","0.5","0.2","0.08875","0.0355","0.0375","0.015","50","70.2970297","40","0.2343","1.222222222","3.055555556","1.577777778","3.944444444","0.666666667","1.666666667","0.520666667","1.301666667","2.244444444","5.611111111"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00026","","","","20","2.18","11","13","7","1.7","0.15","33.48314607","8.3004055","2.3436897","1.5057425","159.0081787","140.1517639","37.4657745","58.8343544","2.2045364","3.9269328","10.2839918","0","1.85","4.03","20","0.130769231","0.021428571","0.0925","1.818181818","1","1.181818182","0.65","0.168181818","0.0925","0.198181818","0.109","65","45.9057072","55","0.619438202","3.777777778","6.868686869","4.111111111","7.474747475","4.844444444","8.808080808","1.376529338","2.502780615","8.955555556","16.28282828"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00027","","","","20","0.7","14","6","11","0.69","0.28","32.20675944","3.7393379","1.6786857","1.1174922","71.701416","92.6827087","30.1582336","59.5772324","1.4373045","3.3127561","17.9654274","0.4371252","0.97","1.67","17","0.115","0.025454545","0.057058824","1.214285714","0.85","0.428571429","0.3","0.069285714","0.0485","0.05","0.035","35.29411765","58.08383234","70","0.312405567","1.533333333","2.19047619","2.155555556","3.079365079","1.555555556","2.222222222","0.694234592","0.991763703","3.711111111","5.301587302"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00028","","","","20","1.7","2","1","3","0.18","0.09","37.17693837","6.7708149","2.0402575","1.4187331","84.4041748","96.0755615","42.368187","62.3502464","0.5349407","2.1152387","13.8088999","0","0.27","1.97","4","0.18","0.03","0.0675","2","0.2","0.5","0.05","0.135","0.0135","0.85","0.085","25","13.70558376","10","0.100377734","0.4","4","0.6","6","3.777777778","37.77777778","0.22306163","2.230616302","4.377777778","43.77777778"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00029","","","","20","0.7","12","5","2","0.5","0.09","30.84479371","3.892849","1.5078168","1.0070219","66.9852295","86.8313904","34.2250214","59.8934708","3.5547247","6.0689292","11.7055531","0.1856718","0.59","1.29","7","0.1","0.045","0.084285714","0.583333333","0.35","0.416666667","0.25","0.049166667","0.0295","0.058333333","0.035","71.42857143","45.73643411","60","0.181984283","1.111111111","1.851851852","1.311111111","2.185185185","1.555555556","2.592592593","0.404409518","0.674015863","2.866666667","4.777777778"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00030","","","","20","3.18","14","4","8","0.6","0.18","29.28286853","5.9697018","2.0002937","1.3459034","88.3254395","108.7706451","29.4993439","55.8089027","2.1336908","4.4871454","15.8804102","0","0.78","3.96","12","0.15","0.0225","0.065","0.857142857","0.6","0.285714286","0.2","0.055714286","0.039","0.227142857","0.159","33.33333333","19.6969697","70","0.228406375","1.333333333","1.904761905","1.733333333","2.476190476","7.066666667","10.0952381","0.507569721","0.725099602","8.8","12.57142857"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00031","","","","20","2.6","14","13","24","2.5","0.74","30.75396825","3.8131084","1.6528897","1.2433763","129.052124","111.8266907","27.0123444","56.3222427","2.0143023","4.3688021","19.1419983","0.2926178","3.24","5.84","37","0.192307692","0.030833333","0.087567568","2.642857143","1.85","0.928571429","0.65","0.231428571","0.162","0.185714286","0.13","35.13513514","55.47945205","70","0.996428571","5.555555556","7.936507937","7.2","10.28571429","5.777777778","8.253968254","2.214285714","3.163265306","12.97777778","18.53968254"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00032","","","","20","3.2","12","17","9","3.7","0.44","30.53892216","4.3200283","1.7066803","1.3310461","206.4788818","121.1092682","25.2277985","58.0085258","2.008029","4.3520942","16.4682407","0.3606787","4.14","7.34","26","0.217647059","0.048888889","0.159230769","2.166666667","1.3","1.416666667","0.85","0.345","0.207","0.266666667","0.16","65.38461538","56.40326975","60","1.264311377","8.222222222","13.7037037","9.2","15.33333333","7.111111111","11.85185185","2.809580839","4.682634731","16.31111111","27.18518519"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00033","","","","20","3.16","11","6","7","0.68","0.25","32.67326733","4.7683601","1.8649502","1.3343067","176.0396729","126.9712524","41.1358795","58.9428329","1.2632828","3.1742506","16.7565098","0.3388577","0.93","4.09","13","0.113333333","0.035714286","0.071538462","1.181818182","0.65","0.545454545","0.3","0.084545455","0.0465","0.287272727","0.158","46.15384615","22.73838631","55","0.303861386","1.511111111","2.747474747","2.066666667","3.757575758","7.022222222","12.76767677","0.675247525","1.227722772","9.088888889","16.52525253"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00034","","","","20","1.2","9","0","4","0","0.09","","","","","","","","","","","","","0.09","1.29","4","","0.0225","0.0225","0.444444444","0.2","0","0","0.01","0.0045","0.133333333","0.06","0","6.976744186","45","","0","0","0.2","0.444444444","2.666666667","5.925925926","","","2.866666667","6.37037037"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00035","","","","20","4.31","15","24","13","5.84","1.31","35.98409543","5.3393764","1.8059797","1.2098756","93.5938721","106.6689453","13.2198334","66.2305756","0.8188639","2.4453034","10.78967","0.3777523","7.15","11.46","37","0.243333333","0.100769231","0.193243243","2.466666667","1.85","1.6","1.2","0.476666667","0.3575","0.287333333","0.2155","64.86486486","62.39092496","75","2.572862823","12.97777778","17.3037037","15.88888889","21.18518519","9.577777778","12.77037037","5.717472941","7.623297254","25.46666667","33.95555556"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00036","","","","20","3.2","14","11","20","1.06","0.2","35.32934132","5.2925911","1.8499413","1.2279387","101.1003418","104.9227905","20.6997833","65.0347137","0.5069361","2.0415096","11.0680599","0.0621881","1.26","4.46","31","0.096363636","0.01","0.040645161","2.214285714","1.55","0.785714286","0.55","0.09","0.063","0.228571429","0.16","35.48387097","28.25112108","70","0.445149701","2.355555556","3.365079365","2.8","4","7.111111111","10.15873016","0.989221557","1.413173653","9.911111111","14.15873016"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00037","","","","20","5.19","11","5","7","0.59","0.13","32.47524752","5.7542114","2.0406747","1.5034409","147.2454834","114.831604","17.9750061","63.2293587","1.1097078","3.2233953","12.4143953","0.1844282","0.72","5.91","12","0.118","0.018571429","0.06","1.090909091","0.6","0.454545455","0.25","0.065454545","0.036","0.471818182","0.2595","41.66666667","12.18274112","55","0.233821782","1.311111111","2.383838384","1.6","2.909090909","11.53333333","20.96969697","0.51960396","0.944734473","13.13333333","23.87878788"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00038","","","","20","5.03","9","0","3","0","0.07","","","","","","","","","","","","","0.07","5.1","3","","0.023333333","0.023333333","0.333333333","0.15","0","0","0.007777778","0.0035","0.558888889","0.2515","0","1.37254902","45","","0","0","0.155555556","0.345679012","11.17777778","24.83950617","","","11.33333333","25.18518519"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00039","","","","20","5.3","11","8","12","0.62","0.57","34.38113949","5.0405426","1.6850457","1.2155781","128.0395508","87.6086426","20.7640228","62.8326149","3.1751366","5.4124999","7.3928204","0","1.19","6.49","20","0.0775","0.0475","0.0595","1.818181818","1","0.727272727","0.4","0.108181818","0.0595","0.481818182","0.265","40","18.33590139","55","0.40913556","1.377777778","2.505050505","2.644444444","4.808080808","11.77777778","21.41414141","0.909190133","1.653072969","14.42222222","26.22222222"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00040","","","","20","0.6","8","0","4","0","0.11","33.2","4.0699043","1.5519748","1.1671314","159.5072021","92.7991638","18.8603973","64.2967758","3.30756","5.7162542","6.7128716","0.2099094","0.11","0.71","4","","0.0275","0.0275","0.5","0.2","0","0","0.01375","0.0055","0.075","0.03","0","15.49295775","40","0.03652","0","0","0.244444444","0.611111111","1.333333333","3.333333333","0.081155556","0.202888889","1.577777778","3.944444444"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00041","","","","20","0.6","8","0","4","0","0.13","","","","","","","","","","","","","0.13","0.73","4","","0.0325","0.0325","0.5","0.2","0","0","0.01625","0.0065","0.075","0.03","0","17.80821918","40","","0","0","0.288888889","0.722222222","1.333333333","3.333333333","","","1.622222222","4.055555556"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00042","","","","20","1.7","10","8","17","1.8","0.29","28.54291417","6.0163155","2.2924495","1.4747758","102.7097168","123.6746368","26.4800415","60.3032837","1.4843292","3.4743524","12.1555996","0.0232477","2.09","3.79","25","0.225","0.017058824","0.0836","2.5","1.25","0.8","0.4","0.209","0.1045","0.17","0.085","32","55.14511873","50","0.596546906","4","8","4.644444444","9.288888889","3.777777778","7.555555556","1.325659791","2.651319583","8.422222222","16.84444444"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00043","","","","20","0.32","6","0","3","0","0.12","","","","","","","","","","","","","0.12","0.44","3","","0.04","0.04","0.5","0.15","0","0","0.02","0.006","0.053333333","0.016","0","27.27272727","30","","0","0","0.266666667","0.888888889","0.711111111","2.37037037","","","0.977777778","3.259259259"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00044","","","","20","1.16","8","3","3","0.6","0.07","29.02584493","3.6969986","1.689425","1.2427626","143.2813721","103.8542786","20.1128845","61.7642212","1.9258318","4.1222544","11.6474152","0.1887245","0.67","1.83","6","0.2","0.023333333","0.111666667","0.75","0.3","0.375","0.15","0.08375","0.0335","0.145","0.058","50","36.61202186","40","0.194473161","1.333333333","3.333333333","1.488888889","3.722222222","2.577777778","6.444444444","0.43216258","1.08040645","4.066666667","10.16666667"
"","","PEP2013BEU-AT01","","","","","","","","","PEP2013BEU-AT01-00045","","","","20","0.1","3","0","0","0","0","","","","","","","","","","","","","0","0.1","0","","","","0","0","0","0","0","0","0.033333333","0.005","","0","15","","0","0","0","0","0.222222222","1.481481481","","","0.222222222","1.481481481"
