"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023 "
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01887","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01888","","","","3","1","6.68","5","1.01","0.3","6","26.2","1.31","7.99","0.202","5","1.666666667","1.31","0.436666667","6.68","2.226666667","16.39549437","33.33333333","0.34322","14.96296296","44.88888889","19.40740741","58.22222222","98.96296296","296.8888889","5.084740741","15.25422222","118.3703704","355.1111111","0.69"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01889","","","","3","1","6.74","5","2.33","0.06","6","23.9","2.39","9.13","0.466","5","1.666666667","2.39","0.796666667","6.74","2.246666667","26.17743702","33.33333333","0.57121","34.51851852","103.5555556","35.40740741","106.2222222","99.85185185","299.5555556","8.46237037","25.38711111","135.2592593","405.7777778","0.15"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01890","","","","3","2","5.11","2","1.02","0","6","27.8","1.02","6.13","0.51","1","0.666666667","0.51","0.34","2.555","1.703333333","16.63947798","66.66666667","0.28356","15.11111111","22.66666667","15.11111111","22.66666667","75.7037037","113.5555556","4.200888889","6.301333333","90.81481481","136.2222222",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01891","","","","3","2","2.8","3","0.49","0.31","5","22.2","0.8","3.6","0.163333333","1.5","1","0.4","0.266666667","1.4","0.933333333","22.22222222","66.66666667","0.1776","7.259259259","10.88888889","11.85185185","17.77777778","41.48148148","62.22222222","2.631111111","3.946666667","53.33333333","80","12.39"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01892","","","","3","2","6.96","3","2.7","0.24","6","21.3","2.94","9.9","0.9","1.5","1","1.47","0.98","3.48","2.32","29.6969697","66.66666667","0.62622","40","60","43.55555556","65.33333333","103.1111111","154.6666667","9.277333333","13.916","146.6666667","220","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01893","","","","3","1","2.62","2","0.37","0.44","6","29.3","0.81","3.43","0.185","2","0.666666667","0.81","0.27","2.62","0.873333333","23.61516035","33.33333333","0.23733","5.481481481","16.44444444","12","36","38.81481481","116.4444444","3.516","10.548","50.81481481","152.4444444","1.32"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01894","","","","3","1","4.29","0","0","0.09","7","","0.09","4.38","","0","0","0.09","0.03","4.29","1.43","2.054794521","33.33333333","","0","0","1.333333333","4","63.55555556","190.6666667","","","64.88888889","194.6666667","3.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01895","","","","3","1","11.34","3","1.81","0.1","6","22.5","1.91","13.25","0.603333333","3","1","1.91","0.636666667","11.34","3.78","14.41509434","33.33333333","0.42975","26.81481481","80.44444444","28.2962963","84.88888889","168","504","6.366666667","19.1","196.2962963","588.8888889","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01896","","","","3","1","1.61","2","0.6","0.15","6","22.5","0.75","2.36","0.3","2","0.666666667","0.75","0.25","1.61","0.536666667","31.77966102","33.33333333","0.16875","8.888888889","26.66666667","11.11111111","33.33333333","23.85185185","71.55555556","2.5","7.5","34.96296296","104.8888889","5.46"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01897","","","","3","1","6.46","3","1.4","0","6","21.7","1.4","7.86","0.466666667","3","1","1.4","0.466666667","6.46","2.153333333","17.81170483","33.33333333","0.3038","20.74074074","62.22222222","20.74074074","62.22222222","95.7037037","287.1111111","4.500740741","13.50222222","116.4444444","349.3333333","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01898","","","","3","1","4.21","1","0.19","0.06","6","27.9","0.25","4.46","0.19","1","0.333333333","0.25","0.083333333","4.21","1.403333333","5.605381166","33.33333333","0.06975","2.814814815","8.444444444","3.703703704","11.11111111","62.37037037","187.1111111","1.033333333","3.1","66.07407407","198.2222222","3.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01899","","","","3","2","1.32","3","0.59","0.16","6","25.5","0.75","2.07","0.196666667","1.5","1","0.375","0.25","0.66","0.44","36.23188406","66.66666667","0.19125","8.740740741","13.11111111","11.11111111","16.66666667","19.55555556","29.33333333","2.833333333","4.25","30.66666667","46","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01900","","","","3","1","5.37","4","1.51","0","6","29.1","1.51","6.88","0.3775","4","1.333333333","1.51","0.503333333","5.37","1.79","21.94767442","33.33333333","0.43941","22.37037037","67.11111111","22.37037037","67.11111111","79.55555556","238.6666667","6.509777778","19.52933333","101.9259259","305.7777778","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01901","","","","3","3","5.53","13","3.6","0.18","5","34.9","3.78","9.31","0.276923077","4.333333333","4.333333333","1.26","1.26","1.843333333","1.843333333","40.60150376","100","1.31922","53.33333333","53.33333333","56","56","81.92592593","81.92592593","19.544","19.544","137.9259259","137.9259259","0.69"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01902","","","","3","3","2.34","5","0.55","0.35","6","29.6","0.9","3.24","0.11","1.666666667","1.666666667","0.3","0.3","0.78","0.78","27.77777778","100","0.2664","8.148148148","8.148148148","13.33333333","13.33333333","34.66666667","34.66666667","3.946666667","3.946666667","48","48","4.61"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01903","","","","3","3","4.52","4","1.06","0.26","5","29.2","1.32","5.84","0.265","1.333333333","1.333333333","0.44","0.44","1.506666667","1.506666667","22.60273973","100","0.38544","15.7037037","15.7037037","19.55555556","19.55555556","66.96296296","66.96296296","5.710222222","5.710222222","86.51851852","86.51851852","0.69"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01904","","","","3","3","7.1","0","0","0.13","7","","0.13","7.23","","0","0","0.043333333","0.043333333","2.366666667","2.366666667","1.798063624","100","","0","0","1.925925926","1.925925926","105.1851852","105.1851852","","","107.1111111","107.1111111","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01905","","","","3","1","7.48","","","","7","","","","","","","","","7.48","2.493333333","","33.33333333","","","","","","110.8148148","332.4444444","","","","","5.49"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01906","","","","3","2","6.54","0","0","0","9","","0","6.54","","0","0","0","0","3.27","2.18","0","66.66666667","","0","0","0","0","96.88888889","145.3333333","","","96.88888889","145.3333333",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01907","","","","3","3","10.86","7","1.46","0.3","6","27.5","1.76","12.62","0.208571429","2.333333333","2.333333333","0.586666667","0.586666667","3.62","3.62","13.94611727","100","0.484","21.62962963","21.62962963","26.07407407","26.07407407","160.8888889","160.8888889","7.17037037","7.17037037","186.962963","186.962963","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01908","","","","3","3","10.05","3","1.28","0.08","5","33.1","1.36","11.41","0.426666667","1","1","0.453333333","0.453333333","3.35","3.35","11.91936897","100","0.45016","18.96296296","18.96296296","20.14814815","20.14814815","148.8888889","148.8888889","6.669037037","6.669037037","169.037037","169.037037","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01909","","","","3","1","8.02","0","0","0.04","7","","0.04","8.06","","0","0","0.04","0.013333333","8.02","2.673333333","0.496277916","33.33333333","","0","0","0.592592593","1.777777778","118.8148148","356.4444444","","","119.4074074","358.2222222","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01910","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01911","","","","3","2","3.32","8","3.8","0.23","5","26.6","4.03","7.35","0.475","4","2.666666667","2.015","1.343333333","1.66","1.106666667","54.82993197","66.66666667","1.07198","56.2962963","84.44444444","59.7037037","89.55555556","49.18518519","73.77777778","15.88118519","23.82177778","108.8888889","163.3333333","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01912","","","","3","2","5.66","4","1.67","0.08","5","27.3","1.75","7.41","0.4175","2","1.333333333","0.875","0.583333333","2.83","1.886666667","23.61673414","66.66666667","0.47775","24.74074074","37.11111111","25.92592593","38.88888889","83.85185185","125.7777778","7.077777778","10.61666667","109.7777778","164.6666667","0.69"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01913","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01914","","","","3","3","15.16","13","5.14","0.22","5","24.5","5.36","20.52","0.395384615","4.333333333","4.333333333","1.786666667","1.786666667","5.053333333","5.053333333","26.1208577","100","1.3132","76.14814815","76.14814815","79.40740741","79.40740741","224.5925926","224.5925926","19.45481481","19.45481481","304","304","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01915","","","","3","2","14.22","5","3.14","0.16","6","26.1","3.3","17.52","0.628","2.5","1.666666667","1.65","1.1","7.11","4.74","18.83561644","66.66666667","0.8613","46.51851852","69.77777778","48.88888889","73.33333333","210.6666667","316","12.76","19.14","259.5555556","389.3333333","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01916","","","","3","1","1.24","0","0","0.27","6","","0.27","1.51","","0","0","0.27","0.09","1.24","0.413333333","17.8807947","33.33333333","","0","0","4","12","18.37037037","55.11111111","","","22.37037037","67.11111111","3.96"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01917","","","","3","1","5.02","2","1.25","0.66","6","32.8","1.91","6.93","0.625","2","0.666666667","1.91","0.636666667","5.02","1.673333333","27.56132756","33.33333333","0.62648","18.51851852","55.55555556","28.2962963","84.88888889","74.37037037","223.1111111","9.281185185","27.84355556","102.6666667","308",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01918","","","","3","2","8.19","2","1.65","0.18","6","26.1","1.83","10.02","0.825","1","0.666666667","0.915","0.61","4.095","2.73","18.26347305","66.66666667","0.47763","24.44444444","36.66666667","27.11111111","40.66666667","121.3333333","182","7.076","10.614","148.4444444","222.6666667","5.46"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01919","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01920","","","","3","1","5.82","4","1.21","0","6","28.1","1.21","7.03","0.3025","4","1.333333333","1.21","0.403333333","5.82","1.94","17.21194879","33.33333333","0.34001","17.92592593","53.77777778","17.92592593","53.77777778","86.22222222","258.6666667","5.037185185","15.11155556","104.1481481","312.4444444","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01921","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01922","","","","3","2","3.62","8","3.76","0.11","5","24.3","3.87","7.49","0.47","4","2.666666667","1.935","1.29","1.81","1.206666667","51.66889186","66.66666667","0.94041","55.7037037","83.55555556","57.33333333","86","53.62962963","80.44444444","13.932","20.898","110.962963","166.4444444","5.46"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01923","","","","3","1","6.31","2","2.08","0.03","5","25.8","2.11","8.42","1.04","2","0.666666667","2.11","0.703333333","6.31","2.103333333","25.05938242","33.33333333","0.54438","30.81481481","92.44444444","31.25925926","93.77777778","93.48148148","280.4444444","8.064888889","24.19466667","124.7407407","374.2222222","6.12"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01924","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01925","","","","3","1","7.9","1","1.56","0.13","6","31","1.69","9.59","1.56","1","0.333333333","1.69","0.563333333","7.9","2.633333333","17.62252346","33.33333333","0.5239","23.11111111","69.33333333","25.03703704","75.11111111","117.037037","351.1111111","7.761481481","23.28444444","142.0740741","426.2222222","5.49"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01926","","","","3","2","5","7","4.45","0.27","6","25.5","4.72","9.72","0.635714286","3.5","2.333333333","2.36","1.573333333","2.5","1.666666667","48.55967078","66.66666667","1.2036","65.92592593","98.88888889","69.92592593","104.8888889","74.07407407","111.1111111","17.83111111","26.74666667","144","216","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01927","","","","3","1","5.9","1","0.15","0.02","6","41.4","0.17","6.07","0.15","1","0.333333333","0.17","0.056666667","5.9","1.966666667","2.800658979","33.33333333","0.07038","2.222222222","6.666666667","2.518518519","7.555555556","87.40740741","262.2222222","1.042666667","3.128","89.92592593","269.7777778","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01928","","","","3","2","8.42","2","0.72","0.4","6","30.2","1.12","9.54","0.36","1","0.666666667","0.56","0.373333333","4.21","2.806666667","11.74004193","66.66666667","0.33824","10.66666667","16","16.59259259","24.88888889","124.7407407","187.1111111","5.010962963","7.516444444","141.3333333","212","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01929","","","","3","2","6.1","5","1.91","0","6","28.9","1.91","8.01","0.382","2.5","1.666666667","0.955","0.636666667","3.05","2.033333333","23.84519351","66.66666667","0.55199","28.2962963","42.44444444","28.2962963","42.44444444","90.37037037","135.5555556","8.17762963","12.26644444","118.6666667","178","12.39"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01930","","","","3","1","3.69","2","0.44","0.18","6","24.6","0.62","4.31","0.22","2","0.666666667","0.62","0.206666667","3.69","1.23","14.38515081","33.33333333","0.15252","6.518518519","19.55555556","9.185185185","27.55555556","54.66666667","164","2.259555556","6.778666667","63.85185185","191.5555556","1.17"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01931","","","","3","3","10.84","2","0.6","0.21","6","","0.81","11.65","0.3","0.666666667","0.666666667","0.27","0.27","3.613333333","3.613333333","6.9527897","100","","8.888888889","8.888888889","12","12","160.5925926","160.5925926","","","172.5925926","172.5925926","3.96"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01932","","","","3","2","2.61","2","0.45","0.79","6","29.9","1.24","3.85","0.225","1","0.666666667","0.62","0.413333333","1.305","0.87","32.20779221","66.66666667","0.37076","6.666666667","10","18.37037037","27.55555556","38.66666667","58","5.492740741","8.239111111","57.03703704","85.55555556","3.96"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01933","","","","3","1","2.22","4","1.54","0","6","27.8","1.54","3.76","0.385","4","1.333333333","1.54","0.513333333","2.22","0.74","40.95744681","33.33333333","0.42812","22.81481481","68.44444444","22.81481481","68.44444444","32.88888889","98.66666667","6.342518519","19.02755556","55.7037037","167.1111111","7.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01934","","","","3","1","5.97","5","1.98","0","6","31.8","1.98","7.95","0.396","5","1.666666667","1.98","0.66","5.97","1.99","24.90566038","33.33333333","0.62964","29.33333333","88","29.33333333","88","88.44444444","265.3333333","9.328","27.984","117.7777778","353.3333333","0"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01935","","","","3","1","4.36","3","1.52","0.04","5","34.1","1.56","5.92","0.506666667","3","1","1.56","0.52","4.36","1.453333333","26.35135135","33.33333333","0.53196","22.51851852","67.55555556","23.11111111","69.33333333","64.59259259","193.7777778","7.880888889","23.64266667","87.7037037","263.1111111","1.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01936","","","","3","1","6.85","0","0","0.05","7","","0.05","6.9","","0","0","0.05","0.016666667","6.85","2.283333333","0.724637681","33.33333333","","0","0","0.740740741","2.222222222","101.4814815","304.4444444","","","102.2222222","306.6666667","0"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01937","","","","3","1","2.1","","","","7","","","","","","","","","2.1","0.7","","33.33333333","","","","","","31.11111111","93.33333333","","","","","3.76"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01938","","","","3","2","6.04","4","1.14","0.16","6","34.3","1.3","7.34","0.285","2","1.333333333","0.65","0.433333333","3.02","2.013333333","17.71117166","66.66666667","0.4459","16.88888889","25.33333333","19.25925926","28.88888889","89.48148148","134.2222222","6.605925926","9.908888889","108.7407407","163.1111111","1.17"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01939","","","","3","2","8.06","8","2.77","0.07","5","25.8","2.84","10.9","0.34625","4","2.666666667","1.42","0.946666667","4.03","2.686666667","26.05504587","66.66666667","0.73272","41.03703704","61.55555556","42.07407407","63.11111111","119.4074074","179.1111111","10.85511111","16.28266667","161.4814815","242.2222222","5.49"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01940","","","","3","1","4.43","2","0.45","0.16","5","35.8","0.61","5.04","0.225","2","0.666666667","0.61","0.203333333","4.43","1.476666667","12.1031746","33.33333333","0.21838","6.666666667","20","9.037037037","27.11111111","65.62962963","196.8888889","3.235259259","9.705777778","74.66666667","224","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01941","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01942","","","","3","2","9.75","6","2.31","0.92","6","32.9","3.23","12.98","0.385","3","2","1.615","1.076666667","4.875","3.25","24.8844376","66.66666667","1.06267","34.22222222","51.33333333","47.85185185","71.77777778","144.4444444","216.6666667","15.74325926","23.61488889","192.2962963","288.4444444","4.92"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01943","","","","3","1","0.65","4","0.85","0","5","25.6","0.85","1.5","0.2125","4","1.333333333","0.85","0.283333333","0.65","0.216666667","56.66666667","33.33333333","0.2176","12.59259259","37.77777778","12.59259259","37.77777778","9.62962963","28.88888889","3.223703704","9.671111111","22.22222222","66.66666667","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01944","","","","3","2","3.96","3","0.59","0.12","6","31.7","0.71","4.67","0.196666667","1.5","1","0.355","0.236666667","1.98","1.32","15.20342612","66.66666667","0.22507","8.740740741","13.11111111","10.51851852","15.77777778","58.66666667","88","3.33437037","5.001555556","69.18518519","103.7777778","0.69"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01945","","","","3","1","0.82","0","0","0","9","","0","0.82","","0","0","0","0","0.82","0.273333333","0","33.33333333","","0","0","0","0","12.14814815","36.44444444","","","12.14814815","36.44444444",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01946","","","","3","2","9.8","5","1.23","0.43","5","32.1","1.66","11.46","0.246","2.5","1.666666667","0.83","0.553333333","4.9","3.266666667","14.48516579","66.66666667","0.53286","18.22222222","27.33333333","24.59259259","36.88888889","145.1851852","217.7777778","7.894222222","11.84133333","169.7777778","254.6666667","0.02"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01947","","","","3","1","8.26","0","0","0.11","7","","0.11","8.37","","0","0","0.11","0.036666667","8.26","2.753333333","1.314217443","33.33333333","","0","0","1.62962963","4.888888889","122.3703704","367.1111111","","","124","372","0.69"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01948","","","","3","2","5.34","2","0.38","0.29","6","38.4","0.67","6.01","0.19","1","0.666666667","0.335","0.223333333","2.67","1.78","11.14808652","66.66666667","0.25728","5.62962963","8.444444444","9.925925926","14.88888889","79.11111111","118.6666667","3.811555556","5.717333333","89.03703704","133.5555556","1.17"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01949","","","","3","1","1.78","0","0","0.07","7","","0.07","1.85","","0","0","0.07","0.023333333","1.78","0.593333333","3.783783784","33.33333333","","0","0","1.037037037","3.111111111","26.37037037","79.11111111","","","27.40740741","82.22222222","4.61"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01950","","","","3","2","5.45","0","0","0","9","","0","5.45","","0","0","0","0","2.725","1.816666667","0","66.66666667","","0","0","0","0","80.74074074","121.1111111","","","80.74074074","121.1111111",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01951","","","","3","1","0.35","0","0","0.23","7","","0.23","0.58","","0","0","0.23","0.076666667","0.35","0.116666667","39.65517241","33.33333333","","0","0","3.407407407","10.22222222","5.185185185","15.55555556","","","8.592592593","25.77777778","0"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01952","","","","3","1","0.28","0","0","0.1","7","","0.1","0.38","","0","0","0.1","0.033333333","0.28","0.093333333","26.31578947","33.33333333","","0","0","1.481481481","4.444444444","4.148148148","12.44444444","","","5.62962963","16.88888889","0"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01953","","","","3","2","5.06","0","0","0.09","6","","0.09","5.15","","0","0","0.045","0.03","2.53","1.686666667","1.747572816","66.66666667","","0","0","1.333333333","2","74.96296296","112.4444444","","","76.2962963","114.4444444","3.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01954","","","","3","1","2.97","2","0.41","0.05","7","33.4","0.46","3.43","0.205","2","0.666666667","0.46","0.153333333","2.97","0.99","13.41107872","33.33333333","0.15364","6.074074074","18.22222222","6.814814815","20.44444444","44","132","2.276148148","6.828444444","50.81481481","152.4444444","12.39"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01955","","","","3","1","1.42","2","0.97","0","6","24.8","0.97","2.39","0.485","2","0.666666667","0.97","0.323333333","1.42","0.473333333","40.58577406","33.33333333","0.24056","14.37037037","43.11111111","14.37037037","43.11111111","21.03703704","63.11111111","3.563851852","10.69155556","35.40740741","106.2222222","11.03"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01956","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01957","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01958","","","","3","2","11.03","6","1.97","0.06","5","36.4","2.03","13.06","0.328333333","3","2","1.015","0.676666667","5.515","3.676666667","15.54364472","66.66666667","0.73892","29.18518519","43.77777778","30.07407407","45.11111111","163.4074074","245.1111111","10.94696296","16.42044444","193.4814815","290.2222222","0.69"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01959","","","","3","2","5.46","7","2.01","0.38","6","32.6","2.39","7.85","0.287142857","3.5","2.333333333","1.195","0.796666667","2.73","1.82","30.44585987","66.66666667","0.77914","29.77777778","44.66666667","35.40740741","53.11111111","80.88888889","121.3333333","11.54281481","17.31422222","116.2962963","174.4444444","10.5"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01960","","","","3","1","3.32","0","0","0.32","6","29.2","0.32","3.64","","0","0","0.32","0.106666667","3.32","1.106666667","8.791208791","33.33333333","0.09344","0","0","4.740740741","14.22222222","49.18518519","147.5555556","1.384296296","4.152888889","53.92592593","161.7777778","4.41"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01961","","","","3","3","8.74","6","1.5","0.72","6","34.3","2.22","10.96","0.25","2","2","0.74","0.74","2.913333333","2.913333333","20.25547445","100","0.76146","22.22222222","22.22222222","32.88888889","32.88888889","129.4814815","129.4814815","11.28088889","11.28088889","162.3703704","162.3703704","0.69"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01962","","","","3","0","0","0","0","0","","","0","0","","","0","","0","","0","","0","","0","","0","","0","","","","0","",""
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01963","","","","3","2","4.01","4","1.58","0.24","6","28.4","1.82","5.83","0.395","2","1.333333333","0.91","0.606666667","2.005","1.336666667","31.21783877","66.66666667","0.51688","23.40740741","35.11111111","26.96296296","40.44444444","59.40740741","89.11111111","7.657481481","11.48622222","86.37037037","129.5555556","0.69"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01964","","","","3","2","7.25","7","1.99","0","6","25.6","1.99","9.24","0.284285714","3.5","2.333333333","0.995","0.663333333","3.625","2.416666667","21.53679654","66.66666667","0.50944","29.48148148","44.22222222","29.48148148","44.22222222","107.4074074","161.1111111","7.547259259","11.32088889","136.8888889","205.3333333","1.32"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01965","","","","3","2","4.19","3","0.72","0","5","29.7","0.72","4.91","0.24","1.5","1","0.36","0.24","2.095","1.396666667","14.66395112","66.66666667","0.21384","10.66666667","16","10.66666667","16","62.07407407","93.11111111","3.168","4.752","72.74074074","109.1111111","0.12"
"","","PEP2017SAT-OT02","","","","","","","","","PEP2017SAT-OT02-01966","","","","3","2","5.35","9","4.41","0","6","27.8","4.41","9.76","0.49","4.5","3","2.205","1.47","2.675","1.783333333","45.18442623","66.66666667","1.22598","65.33333333","98","65.33333333","98","79.25925926","118.8888889","18.16266667","27.244","144.5925926","216.8888889","14.37"
