"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Weight of vines per NET plot in kg|CO_331:0000227","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root dry matter content computing percent|CO_331:0000297","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","PEP2012CSR-AT01","","","","","","","","","PEP2012CSR-AT01-00001","","","","20","1.6","18","37","24","6.93","0.86","5","24.65208748","3.305086","1.17154","0.944234","50.21838","89.67883","0","64.02397","5.760903","8.740439","4.7412","0.265023","7.79","9.39","61","0.187297297","0.035833333","0.127704918","3.388888889","3.05","2.055555556","1.85","0.432777778","0.3895","0.088888889","0.08","60.6557377","82.96059638","90","1.920397615","15.4","17.11111111","17.31111111","19.2345679","3.555555556","3.950617284","4.267550255","4.741722505","20.86666667","23.18518519"
"","","PEP2012CSR-AT01","","","","","","","","","PEP2012CSR-AT01-00002","","","","20","2.63","19","29","8","9.73","0.4","","23.96856582","3.475193","1.107706","0.94867","78.70593","100.7274","0","64.02578","6.117801","9.299363","5.042001","0.289703","10.13","12.76","37","0.335517241","0.05","0.273783784","1.947368421","1.85","1.526315789","1.45","0.533157895","0.5065","0.138421053","0.1315","78.37837838","79.38871473","95","2.428015718","21.62222222","22.76023392","22.51111111","23.69590643","5.844444444","6.152046784","5.395590483","5.67956893","28.35555556","29.84795322"
"","","PEP2012CSR-AT01","","","","","","","","","PEP2012CSR-AT01-00003","","","","20","1.53","16","20","10","2.47","0.4","4","35.91269841","6.503131","1.742764","1.305415","41.44824","99.7594","","68.62199","0","1.024643","9.291327","0","2.87","4.4","30","0.1235","0.04","0.095666667","1.875","1.5","1.25","1","0.179375","0.1435","0.095625","0.0765","66.66666667","65.22727273","80","1.030694444","5.488888889","6.861111111","6.377777778","7.972222222","3.4","4.25","2.290432099","2.863040123","9.777777778","12.22222222"
"","","PEP2012CSR-AT01","","","","","","","","","PEP2012CSR-AT01-00004","","","","20","2.53","17","18","11","2.72","0.3","","38.52295409","7.185198","1.838008","1.356582","62.52881","98.93199","","69.33329","0","0.922627","8.06779","0","3.02","5.55","29","0.151111111","0.027272727","0.104137931","1.705882353","1.45","1.058823529","0.9","0.177647059","0.151","0.148823529","0.1265","62.06896552","54.41441441","85","1.163393214","6.044444444","7.111111111","6.711111111","7.895424837","5.622222222","6.614379085","2.585318252","3.041550885","12.33333333","14.50980392"
"","","PEP2012CSR-AT01","","","","","","","","","PEP2012CSR-AT01-00005","","","","20","0.76","18","34","26","8.5","0.2","4","26.98412698","4.606052","1.570487","1.053154","57.479","99.90958","36.99299","59.33706","3.322855","5.445","13.67888","0.549398","8.7","9.46","60","0.25","0.007692308","0.145","3.333333333","3","1.888888889","1.7","0.483333333","0.435","0.042222222","0.038","56.66666667","91.96617336","90","2.347619047","18.88888889","20.98765432","19.33333333","21.48148148","1.688888889","1.87654321","5.216931216","5.79659024","21.02222222","23.35802469"
"","","PEP2012CSR-AT01","","","","","","","","","PEP2012CSR-AT01-00006","","","","20","4.75","17","37","19","11.15","0.75","","29.5049505","3.947964","1.383588","0.909123","78.92859","98.79597","33.12805","63.78898","3.158187","5.343349","10.42541","0.098148","11.9","16.65","56","0.301351351","0.039473684","0.2125","3.294117647","2.8","2.176470588","1.85","0.7","0.595","0.279411765","0.2375","66.07142857","71.47147147","85","3.51108911","24.77777778","29.1503268","26.44444444","31.11111111","10.55555556","12.41830065","7.802420243","9.179317933","37","43.52941176"
"","","PEP2012CSR-AT01","","","","","","","","","PEP2012CSR-AT01-00007","","","","20","2.05","16","22","31","2.66","1.25","5","18.86051081","4.87072","1.836391","1.118135","87.38635","126.6121","13.94743","47.09862","5.372942","8.917228","22.08923","0.470075","3.91","5.96","53","0.120909091","0.040322581","0.073773585","3.3125","2.65","1.375","1.1","0.244375","0.1955","0.128125","0.1025","41.50943396","65.60402685","80","0.737445973","5.911111111","7.388888889","8.688888889","10.86111111","4.555555556","5.694444444","1.638768828","2.048461035","13.24444444","16.55555556"
"","","PEP2012CSR-AT01","","","","","","","","","PEP2012CSR-AT01-00008","","","","20","2.17","16","22","25","2.43","0.91","","24.36149312","5.542799","1.90044","1.178594","177.5541","151.569","13.34448","52.59187","3.062253","6.337254","18.55497","0.25163","3.34","5.51","47","0.110454545","0.0364","0.07106383","2.9375","2.35","1.375","1.1","0.20875","0.167","0.135625","0.1085","46.80851064","60.61705989","80","0.81367387","5.4","6.75","7.422222222","9.277777778","4.822222222","6.027777778","1.808164156","2.260205195","12.24444444","15.30555556"
"","","PEP2012CSR-AT01","","","","","","","","","PEP2012CSR-AT01-00009","","","","20","1.64","16","30","14","4.76","0.39","5","26.08695652","4.017813","1.512628","1.1032","91.39539","103.4525","41.15942","60.03301","1.748545","3.44861","16.12614","0.139781","5.15","6.79","44","0.158666667","0.027857143","0.117045455","2.75","2.2","1.875","1.5","0.321875","0.2575","0.1025","0.082","68.18181818","75.84683358","80","1.343478261","10.57777778","13.22222222","11.44444444","14.30555556","3.644444444","4.555555556","2.985507246","3.731884058","15.08888889","18.86111111"
"","","PEP2012CSR-AT01","","","","","","","","","PEP2012CSR-AT01-00010","","","","20","1.33","14","21","11","4.03","0.11","","28.65612648","3.783487","1.38896","0.97189","96.22473","96.86124","40.64793","63.27892","2.578351","4.574275","11.06566","0.432921","4.14","5.47","32","0.191904762","0.01","0.129375","2.285714286","1.6","1.5","1.05","0.295714286","0.207","0.095","0.0665","65.625","75.68555759","70","1.186363636","8.955555556","12.79365079","9.2","13.14285714","2.955555556","4.222222222","2.636363636","3.766233766","12.15555556","17.36507937"
