"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","treatment_dap120"
"","","PEP2019HUA-ST02","","","","","","","","","PEP2019HUA-ST02-00002","","","","120","111","96.78","328","86.53","12.28","98.81","195.59","0.263810976","2.954954955","2.733333333","0.89018018","0.823416667","0.871891892","0.8065","50.51894269","92.5","32.04814815","34.64664665","36.5962963","39.56356356","35.84444444","38.75075075","72.44074074","78.31431431","3.9302025","41.5013123","1.3492727","0.9656425","144.956665","82.0161285","64.3253326","2.6218767","4.4597254","12.2115593","0.0998793","50.1","14.3","28.54291417","28.20325349","10.44564944","11.29259399","1"
"","","PEP2019HUA-ST02","","","","","","","","","PEP2019HUA-ST02-00004","","","","120","111","101.27","364","90.51","10.86","101.37","202.64","0.248653846","3.279279279","3.033333333","0.913243243","0.84475","0.912342342","0.843916667","50.0246743","92.5","33.52222222","36.24024024","37.54444444","40.58858859","37.50740741","40.54854855","75.05185185","81.13713714","4.8414402","46.7206726","1.583075","1.1464047","143.618042","99.6615448","64.451088","1.7803545","3.6788507","13.3869591","0.213273","52.1","14.2","27.25527831","27.62867562","10.23284282","11.06253278","1"
"","","PEP2019HUA-ST02","","","","","","","","","PEP2019HUA-ST02-00006","","","","120","96","108.05","205","48.39","7.58","55.97","164.02","0.23604878","2.135416667","1.708333333","0.583020833","0.466416667","1.125520833","0.900416667","34.12388733","80","17.92222222","22.40277778","20.72962963","25.91203704","40.01851852","50.02314815","60.74814815","75.93518519","4.3778248","3.5262451","1.1103783","1.0914507","100.864502","89.544693","73.0698853","1.0758429","2.7044401","5.5066643","0.0761194","50.5","18","35.64356436","19.94970297","7.388778878","9.235973597","1"
"","","PEP2019HUA-ST02","","","","","","","","","PEP2019HUA-ST02-00008","","","","120","85","131.93","218","44.92","11.52","56.44","188.37","0.206055046","2.564705882","1.816666667","0.664","0.470333333","1.552117647","1.099416667","29.96230822","70.83333333","16.63703704","23.4875817","20.9037037","29.51111111","48.86296296","68.98300654","69.76666667","98.49411765","4.8269806","4.9456787","1.0972571","1.1033044","72.5394287","86.6294708","71.8952103","1.4811039","3.2622142","6.07335","0","50.6","18.9","37.35177866","21.08134387","7.807905138","11.0229249","1"
"","","PEP2019HUA-ST02","","","","","","","","","PEP2019HUA-ST02-00010","","","","120","113","80.64","260","85.12","6.47","91.59","172.23","0.327384615","2.300884956","2.166666667","0.810530973","0.76325","0.713628319","0.672","53.1788887","94.16666667","31.52592593","33.47885939","33.92222222","36.02359882","29.86666667","31.71681416","63.78888889","67.74041298","4.8138714","13.6302185","1.2866659","1.1651096","101.9168701","96.243927","72.1099701","1.1671515","2.8806958","7.5964756","0.2206736","51.6","17.4","33.72093023","30.885","11.43888889","12.14749263","1"
"","","PEP2019HUA-ST02","","","","","","","","","PEP2019HUA-ST02-00012","","","","120","106","110.33","199","79.54","5.65","85.19","195.52","0.399698492","1.877358491","1.658333333","0.803679245","0.709916667","1.040849057","0.919416667","43.57099018","88.33333333","29.45925926","33.35010482","31.55185185","35.71907757","40.86296296","46.25995807","72.41481481","81.97903564","3.9483414","11.0476379","1.1843166","1.1152425","99.7548828","92.1711578","73.5078583","1.1386871","2.9426293","7.44841","0.2770472","51.6","17.2","33.33333333","28.39666667","10.51728395","11.90635919","1"
"","","PEP2019HUA-ST02","","","","","","","","","PEP2019HUA-ST02-00014","","","","120","110","102.64","335","77.95","10.13","88.08","190.72","0.232686567","3.045454545","2.791666667","0.800727273","0.734","0.933090909","0.855333333","46.18288591","91.66666667","28.87037037","31.49494949","32.62222222","35.58787879","38.01481481","41.47070707","70.63703704","77.05858586","7.4995461","61.3200378","2.1156721","1.3983865","156.2634277","104.841568","54.4521141","3.4297857","5.589448","18.0966816","0.4747648","51.7","11.8","22.82398453","20.10336557","7.445690952","8.122571948","1"
"","","PEP2019HUA-ST02","","","","","","","","","PEP2019HUA-ST02-00016","","","","120","116","79.99","365","88.61","11.63","100.24","180.23","0.242767123","3.146551724","3.041666667","0.864137931","0.835333333","0.689568966","0.666583333","55.61782167","96.66666667","32.81851852","33.95019157","37.12592593","38.40613027","29.62592593","30.64750958","66.75185185","69.05363985","6.1001911","58.8200989","2.021894","1.3975663","148.5072021","119.1981354","55.399292","2.8821659","5.3364429","19.3540993","0.6077604","51","11.1","21.76470588","21.81694118","8.080348584","8.358981294","1"
"","","PEP2019HUA-ST02","","","","","","","","","PEP2019HUA-ST02-00018","","","","120","105","78.61","166","38.28","5.46","43.74","122.35","0.23060241","1.580952381","1.383333333","0.416571429","0.3645","0.748666667","0.655083333","35.74989783","87.5","14.17777778","16.2031746","16.2","18.51428571","29.11481481","33.27407407","45.31481481","51.78835979","2.8256359","0","1.0101457","0.9031062","53.7120361","61.8777313","77.2769775","0.895772","2.1239505","5.303194","0.2704954","50.3","18","35.78528827","15.65248509","5.7972167","6.625390514","1"
"","","PEP2019HUA-ST02","","","","","","","","","PEP2019HUA-ST02-00020","","","","120","105","136.31","200","44.86","4.64","49.5","185.81","0.2243","1.904761905","1.666666667","0.471428571","0.4125","1.298190476","1.135916667","26.64011625","87.5","16.61481481","18.98835979","18.33333333","20.95238095","50.48518519","57.6973545","68.81851852","78.64973545","4.6544247","5.7254333","1.467535","1.1459308","78.9990234","91.1465607","76.3415146","0.7341938","2.3202429","5.4617805","0.2127266","50.7","17.2","33.92504931","16.79289941","6.219592373","7.10810557","1"
