"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00078","","","","30","23","3.43","26","2.84","1.36","5","4.2","7.63","0.109230769","1.130434783","0.866666667","0.182608696","0.14","0.149130435","0.114333333","55.04587156","76.66666667","4.207407407","5.487922705","6.222222222","8.115942029","5.081481481","6.628019324","11.3037037","14.74396135","51.4","11.6","4.4784164","32.9631348","1.8784385","1.3103905","244.2225952","131.2223358","56.3340073","4.7878742","7.3209291","11.7925901","0.7251358","22.56809339","0.947859922","1.404236922","1.831613376"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00102","","","","30","15","4.72","30","4.58","1.36","4","5.94","10.66","0.152666667","2","1","0.396","0.198","0.314666667","0.157333333","55.72232645","50","6.785185185","13.57037037","8.8","17.6","6.992592593","13.98518519","15.79259259","31.58518519","51.5","12.6","5.8324261","39.8084412","2.2812037","1.4756165","195.3771973","127.516983","53.3762283","2.4175348","4.0849643","17.7926655","0.691783","24.46601942","1.453281553","2.153009709","4.306019417"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00126","","","","30","16","5.2","21","2.58","1.16","6","3.74","8.94","0.122857143","1.3125","0.7","0.23375","0.124666667","0.325","0.173333333","41.8344519","53.33333333","3.822222222","7.166666667","5.540740741","10.38888889","7.703703704","14.44444444","13.24444444","24.83333333","50.1","13.3","6.4306002","75.4328613","2.1884367","1.4168711","189.5678101","134.5496521","57.3928757","1.9813652","3.9850235","14.902441","0.6622143","26.54690619","0.992854291","1.470895247","2.757928587"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00150","","","","30","19","10.06","34","4.09","1.66","5","5.75","15.81","0.120294118","1.789473684","1.133333333","0.302631579","0.191666667","0.529473684","0.335333333","36.36938646","63.33333333","6.059259259","9.567251462","8.518518519","13.4502924","14.9037037","23.53216374","23.42222222","36.98245614","50.8","11","5.8118324","84.4411621","2.0025392","1.4168377","212.3474121","129.3620758","52.0425301","3.525238","6.3160739","17.8398666","0.4254475","21.65354331","1.24507874","1.844561097","2.912464889"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00174","","","","30","28","8.2","76","13.04","2","4","15.04","23.24","0.171578947","2.714285714","2.533333333","0.537142857","0.501333333","0.292857143","0.273333333","64.71600688","93.33333333","19.31851852","20.6984127","22.28148148","23.87301587","12.14814815","13.01587302","34.42962963","36.88888889","50.4","11.4","4.2307415","61.8309326","1.5015488","1.0783815","165.8050537","86.1618652","56.9245834","4.3495626","6.6773458","16.9108467","0.5150356","22.61904762","3.401904762","5.039858907","5.399848828"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00007","","","","30","22","7","39","3.96","5.44","6","9.4","16.4","0.101538462","1.772727273","1.3","0.427272727","0.313333333","0.318181818","0.233333333","57.31707317","73.33333333","5.866666667","8","13.92592593","18.98989899","10.37037037","14.14141414","24.2962963","33.13131313","51.7","12.5","5.5896339","65.790741","1.9473996","1.4644852","163.3712158","124.4710541","49.7323074","2.7267389","5.1079521","21.7093582","0.7627869","24.17794971","2.272727273","3.367003367","4.591368228"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00031","","","","30","23","5.32","61","9.16","3.4","6","12.56","17.88","0.150163934","2.652173913","2.033333333","0.546086957","0.418666667","0.231304348","0.177333333","70.24608501","76.66666667","13.57037037","17.70048309","18.60740741","24.2705314","7.881481481","10.28019324","26.48888889","34.55072464","50.2","11.5","5.0076942","66.859314","1.9374242","1.3319125","199.1444702","127.6854553","54.941864","2.9197836","5.2614574","17.6753654","0.6339951","22.90836653","2.877290837","4.262653091","5.559982293"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00055","","","","30","21","7.42","23","2.12","4.72","6","6.84","14.26","0.092173913","1.095238095","0.766666667","0.325714286","0.228","0.353333333","0.247333333","47.96633941","70","3.140740741","4.486772487","10.13333333","14.47619048","10.99259259","15.7037037","21.12592593","30.17989418","51.1","14.8","5.9124546","65.5572815","1.8710999","1.3971052","229.0440063","120.4869995","60.8266106","1.9039221","3.948195","13.031126","0.3902416","28.962818","1.981056751","2.934898891","4.192712702"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00079","","","","30","23","4.82","22","2.54","1.76","5","4.3","9.12","0.115454545","0.956521739","0.733333333","0.186956522","0.143333333","0.209565217","0.160666667","47.14912281","76.66666667","3.762962963","4.90821256","6.37037037","8.309178744","7.140740741","9.314009662","13.51111111","17.62318841","50.5","12.4","6.6574287","73.4295654","1.970139","1.4364176","204.2403564","114.5604401","57.2013054","2.6198111","4.9954581","15.3209476","0.378418","24.55445545","1.055841584","1.564209754","2.040273593"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00103","","","","30","27","11.12","44","5.64","3.14","5","8.78","19.9","0.128181818","1.62962963","1.466666667","0.325185185","0.292666667","0.411851852","0.370666667","44.12060302","90","8.355555556","9.283950617","13.00740741","14.4526749","16.47407407","18.30452675","29.48148148","32.75720165","51","13.2","4.9482098","60.243103","1.8534775","1.3265328","246.5910645","131.7906952","54.2420998","4.4423351","7.2163148","14.2488842","0.840416","25.88235294","2.272470588","3.366623094","3.740692326"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00127","","","","30","28","10.46","43","8.4","5.48","6","13.88","24.34","0.195348837","1.535714286","1.433333333","0.495714286","0.462666667","0.373571429","0.348666667","57.02547247","93.33333333","12.44444444","13.33333333","20.56296296","22.03174603","15.4962963","16.6031746","36.05925926","38.63492063","50.5","13.3","4.4690075","39.4500122","1.5999937","1.0963764","247.5791626","130.4937897","60.4932518","4.0702047","6.8760686","10.7960653","0.8312664","26.33663366","3.655524752","5.415592226","5.802420242"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00151","","","","30","12","2.6","5","1.02","0.66","5","1.68","4.28","0.204","0.416666667","0.166666667","0.14","0.056","0.216666667","0.086666667","39.25233645","40","1.511111111","3.777777778","2.488888889","6.222222222","3.851851852","9.62962963","6.340740741","15.85185185","","","","","","","","","","","","","","","","",""
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00175","","","","30","21","5.6","66","13.54","3.1","4","16.64","22.24","0.205151515","3.142857143","2.2","0.792380952","0.554666667","0.266666667","0.186666667","74.82014388","70","20.05925926","28.65608466","24.65185185","35.21693122","8.296296296","11.85185185","32.94814815","47.06878307","50.8","10.3","6.40273","81.8127136","2.0501847","1.3997564","181.5501709","122.2642212","50.5760918","5.4471664","8.9866562","17.1563206","1.0591173","20.27559055","3.373858268","4.998308545","7.140440778"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00008","","","","30","21","7.18","46","7.1","3.26","6","10.36","17.54","0.154347826","2.19047619","1.533333333","0.493333333","0.345333333","0.341904762","0.239333333","59.0649943","70","10.51851852","15.02645503","15.34814815","21.92592593","10.63703704","15.1957672","25.98518519","37.12169312","51.5","11.2","5.5769024","62.6231079","2.176506","1.284142","243.9475708","161.7548828","49.6101608","4.9122162","8.1279163","17.2068005","0.9919338","21.74757282","2.253048544","3.337849694","4.768356706"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00032","","","","30","24","19.32","83","13.22","2.5","5","15.72","35.04","0.159277108","3.458333333","2.766666667","0.655","0.524","0.805","0.644","44.8630137","80","19.58518519","24.48148148","23.28888889","29.11111111","28.62222222","35.77777778","51.91111111","64.88888889","51","12.5","4.6404858","42.0380249","1.5977702","1.0425725","184.074585","107.8005219","60.5667305","6.3205156","9.644083","6.4086037","0.6612225","24.50980392","3.852941176","5.708061002","7.135076253"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00056","","","","30","23","15","53","6.5","4.12","5","10.62","25.62","0.122641509","2.304347826","1.766666667","0.46173913","0.354","0.652173913","0.5","41.45199063","76.66666667","9.62962963","12.56038647","15.73333333","20.52173913","22.22222222","28.98550725","37.95555556","49.50724638","50.3","11.7","5.7597065","73.4462891","2.2907107","1.3587074","294.8863525","154.9322815","48.7490616","3.490963","5.833405","18.1044312","0.8908892","23.26043738","2.470258449","3.659642147","4.773446279"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00080","","","","30","21","6.55","29","5.28","0.8","6","6.08","12.63","0.182068966","1.380952381","0.966666667","0.28952381","0.202666667","0.311904762","0.218333333","48.13935075","70","7.822222222","11.17460317","9.007407407","12.86772487","9.703703704","13.86243386","18.71111111","26.73015873","51.5","13.7","6.4268398","51.2510986","1.8916073","1.3526664","185.0460205","122.2395782","59.2324371","1.3137255","3.2335892","18.214695","0.1765833","26.60194175","1.617398058","2.396145271","3.423064674"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00104","","","","30","18","5.86","48","8.4","1.5","5","9.9","15.76","0.175","2.666666667","1.6","0.55","0.33","0.325555556","0.195333333","62.81725888","60","12.44444444","20.74074074","14.66666667","24.44444444","8.681481481","14.4691358","23.34814815","38.91358025","50.7","13.3","5.3438683","60.9211731","1.8113866","1.1457915","180.1787109","111.0346069","59.260437","2.0084372","3.8289537","15.6758375","0.002593","26.23274162","2.59704142","3.847468771","6.412447951"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00128","","","","30","11","1.32","0","0","0.12","7","0.12","1.44","","0","0","0.010909091","0.004","0.12","0.044","8.333333333","36.66666667","0","0","0.177777778","0.484848485","1.955555556","5.333333333","2.133333333","5.818181818","","","","","","","","","","","","","","","","",""
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00152","","","","30","17","4.02","18","2.84","1.26","5","4.1","8.12","0.157777778","1.058823529","0.6","0.241176471","0.136666667","0.236470588","0.134","50.49261084","56.66666667","4.207407407","7.424836601","6.074074074","10.71895425","5.955555556","10.50980392","12.02962963","21.22875817","50.8","11.2","4.430336","67.4662781","1.7706647","1.1898837","194.6821899","116.1128693","49.0142212","4.6201296","7.1663556","18.7257881","0.7036715","22.04724409","0.903937008","1.339165938","2.363234008"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00176","","","","30","24","11.06","34","4.84","2.32","5","7.16","18.22","0.142352941","1.416666667","1.133333333","0.298333333","0.238666667","0.460833333","0.368666667","39.2974753","80","7.17037037","8.962962963","10.60740741","13.25925926","16.38518519","20.48148148","26.99259259","33.74074074","50.5","9.5","7.1735811","29.8493042","2.9657154","1.8049088","361.0317993","221.5744324","36.8465157","5.2195005","9.4141064","22.4955807","1.3136692","18.81188119","1.346930693","1.995452879","2.494316098"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00009","","","","30","27","10.82","94","15.46","3.58","5","19.04","29.86","0.164468085","3.481481481","3.133333333","0.705185185","0.634666667","0.400740741","0.360666667","63.76423309","90","22.9037037","25.44855967","28.20740741","31.34156379","16.02962963","17.81069959","44.23703704","49.15226337","50.6","9.6","6.6113977","85.1065979","2.170959","1.4147563","164.7821045","118.5256805","36.505867","7.37959","11.8028078","24.0460548","0.9482851","18.97233202","3.612332016","5.351602986","5.94622554"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00033","","","","30","20","3.26","9","0.9","0.9","6","1.8","5.06","0.1","0.45","0.3","0.09","0.06","0.163","0.108666667","35.57312253","66.66666667","1.333333333","2","2.666666667","4","4.82962963","7.244444444","7.496296296","11.24444444","50.9","11.5","7.8778715","74.8249207","2.2086515","1.3511095","131.7113037","108.1461792","55.8936424","3.5471096","6.3846183","13.0690279","0.4940825","22.59332024","0.406679764","0.60248854","0.903732809"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00057","","","","30","18","3.32","17","2.56","1.64","5","4.2","7.52","0.150588235","0.944444444","0.566666667","0.233333333","0.14","0.184444444","0.110666667","55.85106383","60","3.792592593","6.320987654","6.222222222","10.37037037","4.918518519","8.197530864","11.14074074","18.56790123","50.4","12.8","5.0800591","50.0881653","1.5726013","0.9714236","143.6815186","86.2271881","55.8512039","6.4092054","9.7214146","9.1467628","0.2050343","25.3968254","1.066666667","1.580246914","2.633744856"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00081","","","","30","22","2.14","4","1.08","1.16","6","2.24","4.38","0.27","0.181818182","0.133333333","0.101818182","0.074666667","0.097272727","0.071333333","51.14155251","73.33333333","1.6","2.181818182","3.318518519","4.525252525","3.17037037","4.323232323","6.488888889","8.848484848","","","","","","","","","","","","","","","","",""
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00105","","","","30","21","4.82","63","11.44","1.96","3","13.4","18.22","0.181587302","3","2.1","0.638095238","0.446666667","0.22952381","0.160666667","73.54555434","70","16.94814815","24.21164021","19.85185185","28.35978836","7.140740741","10.2010582","26.99259259","38.56084656","51.1","10.9","7.3143368","83.0039368","2.0565667","1.3478951","177.1987305","111.3158875","51.5952454","5.1467953","8.5382147","16.0425529","0.6202793","21.33072407","2.858317025","4.234543741","6.049348202"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00129","","","","30","22","15.48","17","3.06","0.62","6","3.68","19.16","0.18","0.772727273","0.566666667","0.167272727","0.122666667","0.703636364","0.516","19.20668058","73.33333333","4.533333333","6.181818182","5.451851852","7.434343434","22.93333333","31.27272727","28.38518519","38.70707071","50.1","14.8","4.7532291","38.265625","1.4214945","1.0894942","87.6052246","90.1730652","65.4710159","1.9440498","3.7358079","13.3806343","0.3427315","29.54091816","1.087105788","1.610527094","2.19617331"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00153","","","","30","16","5.32","22","3.34","0.82","5","4.16","9.48","0.151818182","1.375","0.733333333","0.26","0.138666667","0.3325","0.177333333","43.88185654","53.33333333","4.948148148","9.277777778","6.162962963","11.55555556","7.881481481","14.77777778","14.04444444","26.33333333","49.9","11.7","4.1887112","38.6524963","1.6310701","1.1588106","190.4336548","112.8020325","59.3862953","3.9427376","6.5446649","13.1214762","0.7013187","23.44689379","0.975390782","1.44502338","2.709418838"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00177","","","","30","15","3.56","33","6.5","1.78","2","8.28","11.84","0.196969697","2.2","1.1","0.552","0.276","0.237333333","0.118666667","69.93243243","50","9.62962963","19.25925926","12.26666667","24.53333333","5.274074074","10.54814815","17.54074074","35.08148148","51.2","12.4","5.000349","74.5726318","1.6740789","1.1862335","204.5255737","116.4807129","47.6544533","3.0006781","5.6575518","26.1163712","0.6925116","24.21875","2.0053125","2.970833333","5.941666667"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00010","","","","30","21","10.78","28","3.48","0.87","6","4.35","15.13","0.124285714","1.333333333","0.933333333","0.207142857","0.145","0.513333333","0.359333333","28.75082617","70","5.155555556","7.365079365","6.444444444","9.206349206","15.97037037","22.81481481","22.41481481","32.02116402","51.8","10.7","6.7026958","68.192749","2.3134646","1.5463476","182.5395508","145.4933167","48.8774109","3.7518721","7.1653142","19.4987659","0.9029179","20.65637066","0.898552124","1.331188331","1.901697616"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00034","","","","30","24","2.88","21","2.64","0.8","6","3.44","6.32","0.125714286","0.875","0.7","0.143333333","0.114666667","0.12","0.096","54.43037975","80","3.911111111","4.888888889","5.096296296","6.37037037","4.266666667","5.333333333","9.362962963","11.7037037","50.7","13.2","4.4904442","37.4727478","1.4229054","0.8658442","153.6368408","92.5633698","58.2051888","6.7444735","10.140233","7.8934641","0.381669","26.03550296","0.895621302","1.326846373","1.658557966"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00058","","","","30","23","3.34","39","7.06","1.9","4","8.96","12.3","0.181025641","1.695652174","1.3","0.389565217","0.298666667","0.145217391","0.111333333","72.84552846","76.66666667","10.45925926","13.64251208","13.27407407","17.31400966","4.948148148","6.45410628","18.22222222","23.76811594","50.6","11.3","5.1634865","67.2568054","1.8198323","1.2776628","151.0180664","116.1195831","56.9676933","2.7021914","5.2323008","17.9587574","0.0455065","22.33201581","2.000948617","2.964368321","3.866567375"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00082","","","","30","12","3.88","16","2.38","0.84","5","3.22","7.1","0.14875","1.333333333","0.533333333","0.268333333","0.107333333","0.323333333","0.129333333","45.35211268","40","3.525925926","8.814814815","4.77037037","11.92592593","5.748148148","14.37037037","10.51851852","26.2962963","51.4","11.4","4.4316158","79.3259888","1.8417902","1.167686","148.6464844","106.5709534","41.4808121","5.5598869","8.7097073","24.8997631","1.0520296","22.17898833","0.714163424","1.058019888","2.645049719"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00106","","","","30","18","5.08","41","5.3","2.22","5","7.52","12.6","0.129268293","2.277777778","1.366666667","0.417777778","0.250666667","0.282222222","0.169333333","59.68253968","60","7.851851852","13.08641975","11.14074074","18.56790123","7.525925926","12.54320988","18.66666667","31.11111111","50.7","10.3","5.8968353","66.1070557","2.0653205","1.4911208","175.1225586","127.3670197","46.5142517","2.4934273","4.6431417","24.0580082","0.3742046","20.31558185","1.527731755","2.263306304","3.772177174"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00130","","","","30","21","3.94","20","2.56","0.64","5","3.2","7.14","0.128","0.952380952","0.666666667","0.152380952","0.106666667","0.187619048","0.131333333","44.81792717","70","3.792592593","5.417989418","4.740740741","6.772486772","5.837037037","8.338624339","10.57777778","15.11111111","51.6","13.5","5.5241508","77.8618469","1.8064737","1.2219558","197.7188721","108.9652863","57.478241","2.5059528","4.685729","15.2472601","0.278326","26.1627907","0.837209302","1.240310078","1.771871539"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00154","","","","30","22","8.74","86","13.18","2.8","6","15.98","24.72","0.153255814","3.909090909","2.866666667","0.726363636","0.532666667","0.397272727","0.291333333","64.64401294","73.33333333","19.52592593","26.62626263","23.67407407","32.28282828","12.94814815","17.65656566","36.62222222","49.93939394","50.5","11.1","6.1062775","59.7589111","2.2151418","1.4695668","231.7626343","150.2124329","48.6700668","4.5516529","7.5166287","17.0345535","0.4468422","21.98019802","3.512435644","5.203608361","7.095829583"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00178","","","","30","27","10.74","40","6.6","1.48","5","8.08","18.82","0.165","1.481481481","1.333333333","0.299259259","0.269333333","0.397777778","0.358","42.93304995","90","9.777777778","10.86419753","11.97037037","13.30041152","15.91111111","17.67901235","27.88148148","30.97942387","50","10.4","5.6972122","73.0124207","2.2261178","1.53901","272.883667","136.1020203","48.5271759","5.4266214","8.70473","15.125412","0.7609653","20.8","1.68064","2.489837037","2.766485597"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00011","","","","30","17","1.46","0","0","0.21","7","0.21","1.67","","0","0","0.012352941","0.007","0.085882353","0.048666667","12.5748503","56.66666667","0","0","0.311111111","0.549019608","2.162962963","3.816993464","2.474074074","4.366013072","","","","","","","","","","","","","","","","",""
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00035","","","","30","19","10.76","68","8.42","4.04","5","12.46","23.22","0.123823529","3.578947368","2.266666667","0.655789474","0.415333333","0.566315789","0.358666667","53.66063738","63.33333333","12.47407407","19.69590643","18.45925926","29.14619883","15.94074074","25.16959064","34.4","54.31578947","50.7","11.6","5.0824852","71.3233032","1.9349928","1.3078337","194.0637207","113.1150818","53.9647255","2.8168526","4.906496","19.0395508","0.8904915","22.87968442","2.850808679","4.223420264","6.668558312"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00059","","","","30","26","11.96","26","3.5","1.08","7","4.58","16.54","0.134615385","1","0.866666667","0.176153846","0.152666667","0.46","0.398666667","27.6904474","86.66666667","5.185185185","5.982905983","6.785185185","7.829059829","17.71851852","20.44444444","24.5037037","28.27350427","50","10.8","8.0470991","86.0160828","2.5505898","1.8100829","446.2832642","170.0097351","48.1292953","3.2304649","5.9107819","19.6768703","0.8191099","21.6","0.98928","1.4656","1.691076923"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00083","","","","30","21","4","35","5.62","1.02","5","6.64","10.64","0.160571429","1.666666667","1.166666667","0.316190476","0.221333333","0.19047619","0.133333333","62.40601504","70","8.325925926","11.89417989","9.837037037","14.05291005","5.925925926","8.465608466","15.76296296","22.51851852","51.8","13.9","5.3962498","44.3725586","1.7429795","1.1272278","106.1040039","86.5398254","58.6894035","5.2086143","8.1930943","8.8349123","0.5137844","26.83397683","1.781776062","2.63966824","3.770954628"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00107","","","","30","20","7.88","56","7.78","2.83","4","10.61","18.49","0.138928571","2.8","1.866666667","0.5305","0.353666667","0.394","0.262666667","57.38236885","66.66666667","11.52592593","17.28888889","15.71851852","23.57777778","11.67407407","17.51111111","27.39259259","41.08888889","50.8","12.5","5.0427189","65.9154968","1.8431444","1.3042145","169.6004639","106.5181732","58.134964","2.3362055","4.2385292","14.9119625","0.4250669","24.60629921","2.610728346","3.867745698","5.801618548"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00131","","","","30","17","6.1","29","4.86","0.96","5","5.82","11.92","0.167586207","1.705882353","0.966666667","0.342352941","0.194","0.358823529","0.203333333","48.82550336","56.66666667","7.2","12.70588235","8.622222222","15.21568627","9.037037037","15.94771242","17.65925926","31.16339869","50.7","11.9","4.9482708","84.852478","1.7829819","1.2702894","166.4671631","108.6188049","45.9839096","3.7129097","6.4209409","26.3609581","1.024786","23.47140039","1.366035503","2.023756301","3.571334648"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00155","","","","30","26","5.58","24","3.56","1.08","5","4.64","10.22","0.148333333","0.923076923","0.8","0.178461538","0.154666667","0.214615385","0.186","45.40117417","86.66666667","5.274074074","6.085470085","6.874074074","7.931623932","8.266666667","9.538461538","15.14074074","17.47008547","51.9","11.5","6.5091944","81.0430298","2.3423626","1.5281024","309.3886108","169.578949","43.5171509","4.6446848","8.2314396","21.359129","0.7741499","22.15799615","1.028131021","1.523157068","1.757488925"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00179","","","","30","21","4.78","70","10.12","2.16","5","12.28","17.06","0.144571429","3.333333333","2.333333333","0.584761905","0.409333333","0.227619048","0.159333333","71.98124267","70","14.99259259","21.41798942","18.19259259","25.98941799","7.081481481","10.11640212","25.27407407","36.10582011","50.9","10","7.3270407","41.3540649","2.3406682","1.4273353","198.1990356","156.7861176","44.8052673","6.043643","10.0875502","19.3722668","0.7116804","19.64636542","2.412573674","3.574183221","5.105976029"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00012","","","","30","24","14.06","14","1.2","2.1","7","3.3","17.36","0.085714286","0.583333333","0.466666667","0.1375","0.11","0.585833333","0.468666667","19.00921659","80","1.777777778","2.222222222","4.888888889","6.111111111","20.82962963","26.03703704","25.71851852","32.14814815","50.4","12.7","5.9944725","81.4760132","1.9825516","1.3482041","288.013916","130.0213013","55.2912598","3.2219391","5.4962964","14.6143322","0.9017601","25.1984127","0.831547619","1.231922399","1.539902998"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00036","","","","30","19","7.74","19","2.3","2.08","6","4.38","12.12","0.121052632","1","0.633333333","0.230526316","0.146","0.407368421","0.258","36.13861386","63.33333333","3.407407407","5.380116959","6.488888889","10.24561404","11.46666667","18.10526316","17.95555556","28.35087719","50.4","13.4","5.1823788","51.4306641","1.9505033","1.3065877","333.1113892","155.8497314","49.7614594","3.0678062","5.7062821","21.4998417","0.8686962","26.58730159","1.16452381","1.725220459","2.724032303"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00060","","","","30","16","4.92","18","2.98","1.46","5","4.44","9.36","0.165555556","1.125","0.6","0.2775","0.148","0.3075","0.164","47.43589744","53.33333333","4.414814815","8.277777778","6.577777778","12.33333333","7.288888889","13.66666667","13.86666667","26","50.4","12.6","6.1572723","24.4161682","2.3172579","1.471417","207.2915649","161.5900726","57.9939995","2.799839","5.4907293","13.3153963","0.5089769","25","1.11","1.644444444","3.083333333"
"","","PEP2019HUA-PT01","","","","","","","","","PEP2019HUA-PT01-00084","","","","30","23","2.74","16","1.74","2.29","5","4.03","6.77","0.10875","0.695652174","0.533333333","0.175217391","0.134333333","0.119130435","0.091333333","59.52732644","76.66666667","2.577777778","3.362318841","5.97037037","7.787439614","4.059259259","5.29468599","10.02962963","13.0821256","51","10.9","7.8130999","58.4577332","2.5023973","1.6601081","278.2085571","166.9796906","46.1805801","2.4725103","5.1893187","23.201355","0.4818182","21.37254902","0.861313725","1.276020334","1.664374349"
