"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Biomass yield in tons per ha|CO_331:0001003 "
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02573","","","","3","3","5.06","5","3","0.96","0.08","5","9.3299484","0","2.3108964","1.8435254","186.1806641","144.8405762","57.6062584","2.0423594","3.748775","16.9015446","0.8719273","38.5","10.6","1.04","6.1","8","0.192","0.026666667","0.13","2.666666667","1.666666667","0.346666667","1.686666667","62.5","17.04918033","27.53246753","0.286337662","14.22222222","15.40740741","74.96296296","4.242039442","90.37037037","2.666666667","1.666666667","0.346666667","1.686666667","100","14.22222222","15.40740741","74.96296296","4.242039442","90.37037037"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02574","","","","3","2","0.88","5","3","0.8","0.11","5","8.0315971","1.8805542","2.0744615","1.7448897","163.6374512","118.720047","57.1375999","2.098505","4.0019703","16.3137817","0.8460627","40.1","10.1","0.91","1.79","8","0.16","0.036666667","0.11375","4","2.5","0.455","0.44","62.5","50.83798883","25.18703242","0.229201995","17.77777778","20.22222222","19.55555556","5.093377667","39.77777778","2.666666667","1.666666667","0.303333333","0.293333333","66.66666667","11.85185185","13.48148148","13.03703704","3.395585111","26.51851852"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02575","","","","3","3","3.91","7","5","0.92","0.11","4","9.1870813","","2.0248008","1.6623373","268.4537964","157.0393372","45.1684265","2.0209675","4.5296617","27.4303665","0.8159466","40.7","10.9","1.03","4.94","12","0.131428571","0.022","0.085833333","4","2.333333333","0.343333333","1.303333333","58.33333333","20.85020243","26.78132678","0.275847666","13.62962963","15.25925926","57.92592593","4.086632087","73.18518519","4","2.333333333","0.343333333","1.303333333","100","13.62962963","15.25925926","57.92592593","4.086632087","73.18518519"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02576","","","","3","3","4.42","5","9","0.88","0.24","6","8.92379","","2.292207","1.8571634","299.8537598","152.2463074","48.6889","1.5125046","4.0328064","23.571743","0.8072205","40.4","11.3","1.12","5.54","14","0.176","0.026666667","0.08","4.666666667","1.666666667","0.373333333","1.473333333","35.71428571","20.2166065","27.97029703","0.313267327","13.03703704","16.59259259","65.48148148","4.640997433","82.07407407","4.666666667","1.666666667","0.373333333","1.473333333","100","13.03703704","16.59259259","65.48148148","4.640997433","82.07407407"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02577","","","","3","3","3.19","10","8","2.23","0.28","9","9.3440971","52.0601654","2.222904","1.8020816","333.5375977","128.7457733","47.3384476","3.1163425","5.3827648","22.9842854","0.6627817","40.8","10.2","2.51","5.7","18","0.223","0.035","0.139444444","6","3.333333333","0.836666667","1.063333333","55.55555556","44.03508772","25","0.6275","33.03703704","37.18518519","47.25925926","9.296296296","84.44444444","6","3.333333333","0.836666667","1.063333333","100","33.03703704","37.18518519","47.25925926","9.296296296","84.44444444"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02578","","","","3","3","1.99","6","10","1.28","0.31","5","8.8651533","51.8214111","2.1917117","1.9312468","306.4559326","131.1143646","46.2386703","2.0340528","4.1231732","25.2083244","0.7478838","40.1","9.9","1.59","3.58","16","0.213333333","0.031","0.099375","5.333333333","2","0.53","0.663333333","37.5","44.41340782","24.6882793","0.392543641","18.96296296","23.55555556","29.48148148","5.815461347","53.03703704","5.333333333","2","0.53","0.663333333","100","18.96296296","23.55555556","29.48148148","5.815461347","53.03703704"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02579","","","","3","3","2.67","0","5","0","0.17","7","","","","","","","","","","","","","","0.17","2.84","5","","0.034","0.034","1.666666667","0","0.056666667","0.89","0","5.985915493","","","0","2.518518519","39.55555556","","42.07407407","1.666666667","0","0.056666667","0.89","100","0","2.518518519","39.55555556","","42.07407407"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02580","","","","3","3","4.07","1","6","0.28","0.12","7","7.0992374","6.9868011","1.662353","1.3342314","146.8811035","91.7348938","70.7366333","0.9456272","2.4708171","6.2097492","0.1508121","40","15.4","0.4","4.47","7","0.28","0.02","0.057142857","2.333333333","0.333333333","0.133333333","1.356666667","14.28571429","8.948545861","38.5","0.154","4.148148148","5.925925926","60.2962963","2.281481481","66.22222222","2.333333333","0.333333333","0.133333333","1.356666667","100","4.148148148","5.925925926","60.2962963","2.281481481","66.22222222"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02581","","","","3","3","3.45","0","3","0","0.11","5","","","","","","","","","","","","","","0.11","3.56","3","","0.036666667","0.036666667","1","0","0.036666667","1.15","0","3.08988764","","","0","1.62962963","51.11111111","","52.74074074","1","0","0.036666667","1.15","100","0","1.62962963","51.11111111","","52.74074074"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02582","","","","3","3","2.09","0","0","0","0","9","","","","","","","","","","","","","","0","2.09","0","","","","0","0","0","0.696666667","","0","","","0","0","30.96296296","","30.96296296","0","0","0","0.696666667","100","0","0","30.96296296","","30.96296296"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02583","","","","3","3","3.71","8","12","1.4","0.35","5","7.5126572","37.4783325","2.0910845","1.6925697","137.9238281","98.6977539","58.7336082","1.0549164","2.7874742","14.5646839","0.4213228","40.2","12.7","1.75","5.46","20","0.175","0.029166667","0.0875","6.666666667","2.666666667","0.583333333","1.236666667","40","32.05128205","31.5920398","0.552860697","20.74074074","25.92592593","54.96296296","8.190528837","80.88888889","6.666666667","2.666666667","0.583333333","1.236666667","100","20.74074074","25.92592593","54.96296296","8.190528837","80.88888889"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02584","","","","3","3","2.93","7","11","1.87","0.49","5","6.8448839","45.1586609","1.9089651","1.4053569","173.6740723","95.8789825","55.2634583","4.7303944","7.6399531","12.0493498","0.7084227","40.8","12.2","2.36","5.29","18","0.267142857","0.044545455","0.131111111","6","2.333333333","0.786666667","0.976666667","38.88888889","44.61247637","29.90196078","0.705686275","27.7037037","34.96296296","43.40740741","10.45461147","78.37037037","6","2.333333333","0.786666667","0.976666667","100","27.7037037","34.96296296","43.40740741","10.45461147","78.37037037"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02585","","","","3","3","2.56","1","9","0.26","0.18","7","8.461216","11.6183624","2.0202045","1.4824853","196.8026733","118.9985962","61.9474525","1.0691814","2.7059903","12.1220427","0.5598421","40.8","14.3","0.44","3","10","0.26","0.02","0.044","3.333333333","0.333333333","0.146666667","0.853333333","10","14.66666667","35.04901961","0.154215686","3.851851852","6.518518519","37.92592593","2.284676834","44.44444444","3.333333333","0.333333333","0.146666667","0.853333333","100","3.851851852","6.518518519","37.92592593","2.284676834","44.44444444"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02586","","","","3","3","3.69","0","4","0","0.13","7","","","","","","","","","","","","","","0.13","3.82","4","","0.0325","0.0325","1.333333333","0","0.043333333","1.23","0","3.403141361","","","0","1.925925926","54.66666667","","56.59259259","1.333333333","0","0.043333333","1.23","100","0","1.925925926","54.66666667","","56.59259259"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02587","","","","3","3","3.89","3","3","0.27","0.14","7","12.2189322","","2.7572379","1.9142008","269.2745361","127.1421967","49.9009438","1.4751892","3.1289587","19.060564","0.3560314","40.1","11.1","0.41","4.3","6","0.09","0.046666667","0.068333333","2","1","0.136666667","1.296666667","50","9.534883721","27.680798","0.113491272","4","6.074074074","57.62962963","1.681352175","63.7037037","2","1","0.136666667","1.296666667","100","4","6.074074074","57.62962963","1.681352175","63.7037037"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02588","","","","3","3","3.06","3","2","0.52","0.09","5","10.814414","27.4021759","2.3702278","1.5833516","216.6428833","122.503418","56.2622833","1.3059578","3.3533664","17.2413979","0.0486431","40.6","12.1","0.61","3.67","5","0.173333333","0.045","0.122","1.666666667","1","0.203333333","1.02","60","16.62125341","29.80295567","0.18179803","7.703703704","9.037037037","45.33333333","2.693304142","54.37037037","1.666666667","1","0.203333333","1.02","100","7.703703704","9.037037037","45.33333333","2.693304142","54.37037037"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02589","","","","3","3","1.44","0","0","0","0","9","","","","","","","","","","","","","","0","1.44","0","","","","0","0","0","0.48","","0","","","0","0","21.33333333","","21.33333333","0","0","0","0.48","100","0","0","21.33333333","","21.33333333"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02590","","","","3","3","2.26","0","0","0","0","9","","","","","","","","","","","","","","0","2.26","0","","","","0","0","0","0.753333333","","0","","","0","0","33.48148148","","33.48148148","0","0","0","0.753333333","100","0","0","33.48148148","","33.48148148"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02591","","","","3","3","3.43","0","0","0","0","9","","","","","","","","","","","","","","0","3.43","0","","","","0","0","0","1.143333333","","0","","","0","0","50.81481481","","50.81481481","0","0","0","1.143333333","100","0","0","50.81481481","","50.81481481"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02592","","","","3","3","3.92","0","0","0","0","9","","","","","","","","","","","","","","0","3.92","0","","","","0","0","0","1.306666667","","0","","","0","0","58.07407407","","58.07407407","0","0","0","1.306666667","100","0","0","58.07407407","","58.07407407"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02593","","","","3","3","0.43","1","10","0.21","0.14","7","","","","","","","","","","","","","","0.35","0.78","11","0.21","0.014","0.031818182","3.666666667","0.333333333","0.116666667","0.143333333","9.090909091","44.87179487","","","3.111111111","5.185185185","6.37037037","","11.55555556","3.666666667","0.333333333","0.116666667","0.143333333","100","3.111111111","5.185185185","6.37037037","","11.55555556"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02594","","","","3","3","0.68","5","1","0.75","0.07","5","6.0626793","16.1435242","1.5150523","1.5122299","149.9570313","113.4048004","70.4115753","1.4193659","3.1964087","8.2816973","0.0292768","40.4","13.5","0.82","1.5","6","0.15","0.07","0.136666667","2","1.666666667","0.273333333","0.226666667","83.33333333","54.66666667","33.41584158","0.274009901","11.11111111","12.14814815","10.07407407","4.059405941","22.22222222","2","1.666666667","0.273333333","0.226666667","100","11.11111111","12.14814815","10.07407407","4.059405941","22.22222222"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02595","","","","3","3","2","3","10","0.47","0.28","5","7.1821175","3.5847778","1.7853994","1.4813437","280.5361328","146.5847015","65.7952576","1.1349344","2.842824","12.1217852","0.2723837","40.4","14.4","0.75","2.75","13","0.156666667","0.028","0.057692308","4.333333333","1","0.25","0.666666667","23.07692308","27.27272727","35.64356436","0.267326733","6.962962963","11.11111111","29.62962963","3.96039604","40.74074074","4.333333333","1","0.25","0.666666667","100","6.962962963","11.11111111","29.62962963","3.96039604","40.74074074"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02596","","","","3","2","2.41","0","0","0","0","9","7.0023804","7.0039825","1.6601086","1.5750742","212.0513306","119.1969299","63.924942","1.4944944","2.9419179","11.7078657","0.528285","38.6","11.1","0","2.41","0","","","","0","0","0","1.205","","0","28.75647668","0","0","0","53.55555556","0","53.55555556","0","0","0","0.803333333","66.66666667","0","0","35.7037037","0","35.7037037"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02597","","","","3","3","0.19","4","3","1.77","0.11","4","9.346777","34.5754623","2.20926","1.7476611","194.2086792","103.6193695","48.2130737","1.3397303","2.3762851","24.0220623","1.0545301","40.3","11.5","1.88","2.07","7","0.4425","0.036666667","0.268571429","2.333333333","1.333333333","0.626666667","0.063333333","57.14285714","90.82125604","28.53598015","0.536476427","26.22222222","27.85185185","2.814814815","7.947798916","30.66666667","2.333333333","1.333333333","0.626666667","0.063333333","100","26.22222222","27.85185185","2.814814815","7.947798916","30.66666667"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02598","","","","3","2","2.32","0","0","0","0","9","","","","","","","","","","","","","","0","2.32","0","","","","0","0","0","1.16","","0","","","0","0","51.55555556","","51.55555556","0","0","0","0.773333333","66.66666667","0","0","34.37037037","","34.37037037"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02599","","","","3","3","3.83","1","1","0.32","0.07","5","8.2817478","27.8787994","2.1597819","1.7991014","80.2302246","78.4753876","65.8561935","0.6269512","1.8656443","7.8072863","0.7199316","40.9","14.9","0.39","4.22","2","0.32","0.07","0.195","0.666666667","0.333333333","0.13","1.276666667","50","9.241706161","36.43031785","0.14207824","4.740740741","5.777777778","56.74074074","2.104862809","62.51851852","0.666666667","0.333333333","0.13","1.276666667","100","4.740740741","5.777777778","56.74074074","2.104862809","62.51851852"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02600","","","","3","2","1.01","0","0","0","0","9","","","","","","","","","","","","","","0","1.01","0","","","","0","0","0","0.505","","0","","","0","0","22.44444444","","22.44444444","0","0","0","0.336666667","66.66666667","0","0","14.96296296","","14.96296296"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02601","","","","3","3","3.25","1","0","0.23","0","6","8.0641289","7.6775208","2.0726404","1.5754099","93.807373","93.9145203","56.9133873","3.1087246","4.8628311","14.8064671","0.704834","40.6","10.8","0.23","3.48","1","0.23","","0.23","0.333333333","0.333333333","0.076666667","1.083333333","100","6.609195402","26.60098522","0.061182266","3.407407407","3.407407407","48.14814815","0.906403941","51.55555556","0.333333333","0.333333333","0.076666667","1.083333333","100","3.407407407","3.407407407","48.14814815","0.906403941","51.55555556"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02602","","","","3","1","0.96","0","0","0","0","9","","","","","","","","","","","","","","0","0.96","0","","","","0","0","0","0.96","","0","","","0","0","42.66666667","","42.66666667","0","0","0","0.32","33.33333333","0","0","14.22222222","","14.22222222"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02603","","","","3","3","3.38","0","0","0","0","9","","","","","","","","","","","","","","0","3.38","0","","","","0","0","0","1.126666667","","0","","","0","0","50.07407407","","50.07407407","0","0","0","1.126666667","100","0","0","50.07407407","","50.07407407"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02604","","","","3","3","0.86","0","0","0","0","9","","","","","","","","","","","","","","0","0.86","0","","","","0","0","0","0.286666667","","0","","","0","0","12.74074074","","12.74074074","0","0","0","0.286666667","100","0","0","12.74074074","","12.74074074"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02605","","","","3","2","1.76","0","1","0","0.1","9","","","","","","","","","","","","","","0.1","1.86","1","","0.1","0.1","0.5","0","0.05","0.88","0","5.376344086","","","0","2.222222222","39.11111111","","41.33333333","0.333333333","0","0.033333333","0.586666667","66.66666667","0","1.481481481","26.07407407","","27.55555556"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02606","","","","3","3","1.01","0","0","0","0","9","","","","","","","","","","","","","","0","1.01","0","","","","0","0","0","0.336666667","","0","","","0","0","14.96296296","","14.96296296","0","0","0","0.336666667","100","0","0","14.96296296","","14.96296296"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02607","","","","3","3","2.94","4","13","0.67","0.53","5","6.5433445","0","1.5978141","1.4807739","302.1057129","146.8681946","54.5394669","1.9321375","3.8380642","22.6693535","0.5462046","40.6","10.4","1.2","4.14","17","0.1675","0.040769231","0.070588235","5.666666667","1.333333333","0.4","0.98","23.52941176","28.98550725","25.61576355","0.307389163","9.925925926","17.77777778","43.55555556","4.553913519","61.33333333","5.666666667","1.333333333","0.4","0.98","100","9.925925926","17.77777778","43.55555556","4.553913519","61.33333333"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02608","","","","3","3","1.37","2","5","0.23","0.14","7","5.1377449","4.6979218","1.7911119","2.3939304","909.3519897","318.0447083","31.88764","5.2578411","10.5080986","43.6858788","0.0358601","40.3","5","0.37","1.74","7","0.115","0.028","0.052857143","2.333333333","0.666666667","0.123333333","0.456666667","28.57142857","21.26436782","12.40694789","0.045905707","3.407407407","5.481481481","20.2962963","0.680084551","25.77777778","2.333333333","0.666666667","0.123333333","0.456666667","100","3.407407407","5.481481481","20.2962963","0.680084551","25.77777778"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02609","","","","3","2","0.26","0","0","0","0","9","","","","","","","","","","","","","","0","0.26","0","","","","0","0","0","0.13","","0","","","0","0","5.777777778","","5.777777778","0","0","0","0.086666667","66.66666667","0","0","3.851851852","","3.851851852"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02610","","","","3","3","0.81","0","7","0","0.18","7","","","","","","","","","","","","","","0.18","0.99","7","","0.025714286","0.025714286","2.333333333","0","0.06","0.27","0","18.18181818","","","0","2.666666667","12","","14.66666667","2.333333333","0","0.06","0.27","100","0","2.666666667","12","","14.66666667"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02611","","","","3","3","0.55","0","0","0","0","9","","","","","","","","","","","","","","0","0.55","0","","","","0","0","0","0.183333333","","0","","","0","0","8.148148148","","8.148148148","0","0","0","0.183333333","100","0","0","8.148148148","","8.148148148"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02612","","","","3","3","1.77","2","7","0.76","0.22","5","6.7462177","43.4698639","1.9370012","1.5459466","138.0256348","91.7611847","57.0053864","1.059103","2.6595302","19.9594402","0.3593702","40.2","13.1","0.98","2.75","9","0.38","0.031428571","0.108888889","3","0.666666667","0.326666667","0.59","22.22222222","35.63636364","32.58706468","0.319353234","11.25925926","14.51851852","26.22222222","4.73115902","40.74074074","3","0.666666667","0.326666667","0.59","100","11.25925926","14.51851852","26.22222222","4.73115902","40.74074074"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02613","","","","3","3","1.53","0","0","0","0","9","","","","","","","","","","","","","","0","1.53","0","","","","0","0","0","0.51","","0","","","0","0","22.66666667","","22.66666667","0","0","0","0.51","100","0","0","22.66666667","","22.66666667"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02614","","","","3","3","2.87","6","4","0.92","0.25","5","9.526906","56.4655533","2.3250754","2.0224061","484.4269409","173.7768707","49.0424309","1.5126543","4.220366","24.5157337","0.6398582","40.5","10.1","1.17","4.04","10","0.153333333","0.0625","0.117","3.333333333","2","0.39","0.956666667","60","28.96039604","24.9382716","0.291777778","13.62962963","17.33333333","42.51851852","4.322633745","59.85185185","3.333333333","2","0.39","0.956666667","100","13.62962963","17.33333333","42.51851852","4.322633745","59.85185185"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02615","","","","3","1","0.16","0","0","0","0","9","","","","","","","","","","","","","","0","0.16","0","","","","0","0","0","0.16","","0","","","0","0","7.111111111","","7.111111111","0","0","0","0.053333333","33.33333333","0","0","2.37037037","","2.37037037"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02616","","","","3","3","1.84","2","6","0.44","0.08","7","8.9720621","31.2699738","2.1708689","1.7245154","342.2769775","142.3694763","54.277298","3.5159492","6.6737561","15.7987108","0.3316622","40.5","11.1","0.52","2.36","8","0.22","0.013333333","0.065","2.666666667","0.666666667","0.173333333","0.613333333","25","22.03389831","27.40740741","0.142518519","6.518518519","7.703703704","27.25925926","2.11138546","34.96296296","2.666666667","0.666666667","0.173333333","0.613333333","100","6.518518519","7.703703704","27.25925926","2.11138546","34.96296296"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02617","","","","3","3","1.71","0","1","0","0.05","9","","","","","","","","","","","","","","0.05","1.76","1","","0.05","0.05","0.333333333","0","0.016666667","0.57","0","2.840909091","","","0","0.740740741","25.33333333","","26.07407407","0.333333333","0","0.016666667","0.57","100","0","0.740740741","25.33333333","","26.07407407"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02618","","","","3","3","4.36","0","0","0","0","9","","","","","","","","","","","","","","0","4.36","0","","","","0","0","0","1.453333333","","0","","","0","0","64.59259259","","64.59259259","0","0","0","1.453333333","100","0","0","64.59259259","","64.59259259"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02619","","","","3","3","0.65","0","1","0","0.08","9","","","","","","","","","","","","","","0.08","0.73","1","","0.08","0.08","0.333333333","0","0.026666667","0.216666667","0","10.95890411","","","0","1.185185185","9.62962963","","10.81481481","0.333333333","0","0.026666667","0.216666667","100","0","1.185185185","9.62962963","","10.81481481"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02620","","","","3","3","1.66","2","7","0.19","0.41","6","7.4679337","0","2.2459395","1.5012751","267.178772","184.6291504","60.7805901","2.9530497","4.6912022","15.5412626","0.4424257","40.4","13.1","0.6","2.26","9","0.095","0.058571429","0.066666667","3","0.666666667","0.2","0.553333333","22.22222222","26.54867257","32.42574257","0.194554455","2.814814815","8.888888889","24.59259259","2.882288229","33.48148148","3","0.666666667","0.2","0.553333333","100","2.814814815","8.888888889","24.59259259","2.882288229","33.48148148"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02621","","","","3","2","1.19","0","0","0","0","9","","","","","","","","","","","","","","0","1.19","0","","","","0","0","0","0.595","","0","","","0","0","26.44444444","","26.44444444","0","0","0","0.396666667","66.66666667","0","0","17.62962963","","17.62962963"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02622","","","","3","2","3.07","2","0","0.3","0","7","7.2211094","11.480896","1.9037876","1.4658623","201.1602173","119.0641022","61.5556641","1.2851152","3.2133756","16.596571","0.2565117","40","12.9","0.3","3.37","2","0.15","","0.15","1","1","0.15","1.535","100","8.902077151","32.25","0.09675","6.666666667","6.666666667","68.22222222","2.15","74.88888889","0.666666667","0.666666667","0.1","1.023333333","66.66666667","4.444444444","4.444444444","45.48148148","1.433333333","49.92592593"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02623","","","","3","3","4.66","0","12","0","0.32","7","6.3390589","0","1.6373892","1.3933778","338.5457764","165.8435669","64.1323318","1.2057142","3.5535545","13.7388611","0","40","14.4","0.32","4.98","12","","0.026666667","0.026666667","4","0","0.106666667","1.553333333","0","6.425702811","36","0.1152","0","4.740740741","69.03703704","1.706666667","73.77777778","4","0","0.106666667","1.553333333","100","0","4.740740741","69.03703704","1.706666667","73.77777778"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02624","","","","3","2","2.2","0","2","0","0.08","9","","","","","","","","","","","","","","0.08","2.28","2","","0.04","0.04","1","0","0.04","1.1","0","3.50877193","","","0","1.777777778","48.88888889","","50.66666667","0.666666667","0","0.026666667","0.733333333","66.66666667","0","1.185185185","32.59259259","","33.77777778"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02625","","","","3","2","7.15","0","2","0","0.19","7","","","","","","","","","","","","","","0.19","7.34","2","","0.095","0.095","1","0","0.095","3.575","0","2.588555858","","","0","4.222222222","158.8888889","","163.1111111","0.666666667","0","0.063333333","2.383333333","66.66666667","0","2.814814815","105.9259259","","108.7407407"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02626","","","","3","3","2.37","3","3","0.2","0.08","7","8.3298664","19.355835","2.093986","1.6909833","428.519043","157.1472168","55.6193314","1.7687988","4.0948663","22.2175026","0.5976763","40.7","10","0.28","2.65","6","0.066666667","0.026666667","0.046666667","2","1","0.093333333","0.79","50","10.56603774","24.57002457","0.068796069","2.962962963","4.148148148","35.11111111","1.019201019","39.25925926","2","1","0.093333333","0.79","100","2.962962963","4.148148148","35.11111111","1.019201019","39.25925926"
"","","PEP2012CLM-ST01","","","","","","","","","PEP2012CLM-ST01-02627","","","","3","3","2.07","4","2","1.28","0.1","6","6.3453836","0","1.330255","1.3537407","245.5419922","108.3612823","63.8013496","0.8860302","2.3827271","14.1036625","0.2171001","40.2","13.1","1.38","3.45","6","0.32","0.05","0.23","2","1.333333333","0.46","0.69","66.66666667","40","32.58706468","0.449701493","18.96296296","20.44444444","30.66666667","6.662244334","51.11111111","2","1.333333333","0.46","0.69","100","18.96296296","20.44444444","30.66666667","6.662244334","51.11111111"
