"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Weight of vines per NET plot in kg|CO_331:0000227","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root dry matter content computing percent|CO_331:0000297","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00012","","","","20","2.05","11","27","18","3.64","0.72","3","28.76984127","6.5497379","2.056417","1.3480778","138.7495117","105.279068","28.8747406","57.0881081","3.2255707","5.6198149","14.3818874","0.8881092","4.36","6.41","45","0.134814815","0.04","0.096888889","4.090909091","2.25","2.454545455","1.35","0.396363636","0.218","0.186363636","0.1025","60","68.01872075","55","1.254365079","8.088888889","14.70707071","9.688888889","17.61616162","4.555555556","8.282828283","2.787477954","5.068141735","14.24444444","25.8989899"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00013","","","","20","1.08","6","6","8","0.74","0.2","5","33.203125","3.8752937","1.6404734","1.1506319","155.0515137","107.1766663","52.6148529","60.4568748","2.1260529","4.4177356","15.1863308","0","0.94","2.02","14","0.123333333","0.025","0.067142857","2.333333333","0.7","1","0.3","0.156666667","0.047","0.18","0.054","42.85714286","46.53465347","30","0.312109375","1.644444444","5.481481481","2.088888889","6.962962963","2.4","8","0.693576389","2.311921296","4.488888889","14.96296296"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00014","","","","20","1.25","15","15","12","1.45","0.35","5","33.53293413","6.5260105","2.2445767","1.4776783","246.4221191","159.0927734","65.3175278","58.2327118","1.3118191","3.5139699","15.2941542","0.7317724","1.8","3.05","27","0.096666667","0.029166667","0.066666667","1.8","1.35","1","0.75","0.12","0.09","0.083333333","0.0625","55.55555556","59.01639344","75","0.603592814","3.222222222","4.296296296","4","5.333333333","2.777777778","3.703703704","1.341317365","1.788423154","6.777777778","9.037037037"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00015","","","","20","5.26","10","10","5","0.98","0.16","5","38.77952756","4.1326237","1.3034945","0.9860845","159.4177246","96.7883606","27.9741516","69.612854","2.4535122","4.3625116","6.8061695","0.3432102","1.14","6.4","15","0.098","0.032","0.076","1.5","0.75","1","0.5","0.114","0.057","0.526","0.263","66.66666667","17.8125","50","0.442086614","2.177777778","4.355555556","2.533333333","5.066666667","11.68888889","23.37777778","0.982414698","1.964829396","14.22222222","28.44444444"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00016","","","","20","3.07","8","7","11","0.94","0.23","5","36.36363636","3.9155502","1.3835363","0.9480286","139.1337891","97.1311798","28.5398712","67.7040329","3.0206165","5.0619731","7.6343803","0.7233543","1.17","4.24","18","0.134285714","0.020909091","0.065","2.25","0.9","0.875","0.35","0.14625","0.0585","0.38375","0.1535","38.88888889","27.59433962","40","0.425454545","2.088888889","5.222222222","2.6","6.5","6.822222222","17.05555556","0.945454545","2.363636363","9.422222222","23.55555556"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00017","","","","20","2.16","5","9","6","1.16","0.2","5","31.82711198","6.1518803","1.977458","1.2050519","155.6315918","131.7756653","50.3874588","60.2561531","2.6373043","5.3325825","12.5023518","0.383852","1.36","3.52","15","0.128888889","0.033333333","0.090666667","3","0.75","1.8","0.45","0.272","0.068","0.432","0.108","60","38.63636364","25","0.432848723","2.577777778","10.31111111","3.022222222","12.08888889","4.8","19.2","0.961886051","3.847544204","7.822222222","31.28888889"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00018","","","","20","7.99","13","14","21","1.42","0.43","5","","","","","","","","","","","","","1.85","9.84","35","0.101428571","0.02047619","0.052857143","2.692307692","1.75","1.076923077","0.7","0.142307692","0.0925","0.614615385","0.3995","40","18.80081301","65","","3.155555556","4.854700855","4.111111111","6.324786325","17.75555556","27.31623932","","","21.86666667","33.64102564"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00019","","","","20","3.98","5","5","8","0.38","0.23","5","30.26052104","4.6622238","1.9870334","1.1567516","187.3051758","151.8800659","53.8017807","56.3141212","4.311717","7.4709125","12.3033657","0.4674139","0.61","4.59","13","0.076","0.02875","0.046923077","2.6","0.65","1","0.25","0.122","0.0305","0.796","0.199","38.46153846","13.28976035","25","0.184589178","0.844444444","3.377777778","1.355555556","5.422222222","8.844444444","35.37777778","0.410198174","1.640792696","10.2","40.8"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00020","","","","20","9.33","9","20","30","3.45","0.97","5","30.57199211","4.8950195","1.9646368","1.2532191","244.7072754","152.3954926","51.8096924","53.4250031","4.0375528","7.1562371","15.034955","0.5756149","4.42","13.75","50","0.1725","0.032333333","0.0884","5.555555556","2.5","2.222222222","1","0.491111111","0.221","1.036666667","0.4665","40","32.14545455","45","1.351282051","7.666666667","17.03703704","9.822222222","21.82716049","20.73333333","46.07407407","3.002849003","6.672997784","30.55555556","67.90123457"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00021","","","","20","1.02","13","18","27","2.21","0.92","5","31.94444444","4.6120701","1.5712028","1.0404091","114.579834","105.0157166","41.3616104","59.8403091","3.0505781","5.6160598","14.9452791","0.1866894","3.13","4.15","45","0.122777778","0.034074074","0.069555556","3.461538462","2.25","1.384615385","0.9","0.240769231","0.1565","0.078461538","0.051","40","75.42168675","65","0.999861111","4.911111111","7.555555556","6.955555556","10.7008547","2.266666667","3.487179487","2.22191358","3.418328585","9.222222222","14.18803419"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00022","","","","20","2.9","14","30","29","4.06","0.75","5","28.14371257","4.9647655","1.7742205","1.1509929","68.3406982","95.1412811","40.8771515","58.5722198","2.048974","4.0041475","17.812315","0.4669189","4.81","7.71","59","0.135333333","0.025862069","0.081525424","4.214285714","2.95","2.142857143","1.5","0.343571429","0.2405","0.207142857","0.145","50.84745763","62.38651102","70","1.353712575","9.022222222","12.88888889","10.68888889","15.26984127","6.444444444","9.206349206","3.008250166","4.297500237","17.13333333","24.47619048"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00023","","","","20","2.88","10","0","30","0","0.55","7","27.09163347","2.6713104","1.370564","0.949677","200.203064","121.2385406","32.5185547","59.5097847","7.4013834","10.9886122","6.5562429","0.8307457","0.55","3.43","30","","0.018333333","0.018333333","3","1.5","0","0","0.055","0.0275","0.288","0.144","0","16.03498542","50","0.149003984","0","0","1.222222222","2.444444444","6.4","12.8","0.331119965","0.662239929","7.622222222","15.24444444"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00024","","","","20","8.2","12","13","40","1.05","0.69","5","31.4","5.624712","1.8667984","1.3090811","203.5273438","124.6573486","32.9158478","58.2638321","5.1939325","8.464612","8.5240536","0.3875723","1.74","9.94","53","0.080769231","0.01725","0.032830189","4.416666667","2.65","1.083333333","0.65","0.145","0.087","0.683333333","0.41","24.52830189","17.50503018","60","0.54636","2.333333333","3.888888889","3.866666667","6.444444444","18.22222222","30.37037037","1.214133333","2.023555556","22.08888889","36.81481481"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00025","","","","20","0.62","10","13","10","1.35","0.6","5","35.31746032","4.8582859","1.5900636","1.021009","142.2266846","108.1592712","33.6952438","60.7873459","3.5556641","6.2326221","9.9319401","0","1.95","2.57","23","0.103846154","0.06","0.084782609","2.3","1.15","1.3","0.65","0.195","0.0975","0.062","0.031","56.52173913","75.87548638","50","0.688690476","3","6","4.333333333","8.666666667","1.377777778","2.755555556","1.530423281","3.060846561","5.711111111","11.42222222"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00026","","","","20","3.85","12","22","8","4.19","0.34","5","31.87250996","6.6309509","2.1590695","1.2608457","186.3167725","138.9926147","38.948555","53.9562263","4.0097752","7.0962586","12.745553","0.7281151","4.53","8.38","30","0.190454545","0.0425","0.151","2.5","1.5","1.833333333","1.1","0.3775","0.2265","0.320833333","0.1925","73.33333333","54.05727924","60","1.443824701","9.311111111","15.51851852","10.06666667","16.77777778","8.555555556","14.25925926","3.208499336","5.347498893","18.62222222","31.03703704"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00027","","","","20","1.06","15","10","47","1.5","1.31","5","34.97053045","3.2042236","1.3157363","0.8646016","125.1923828","89.5506134","39.5070038","60.6218872","3.8236761","6.3121619","13.535367","0.5219946","2.81","3.87","57","0.15","0.02787234","0.049298246","3.8","2.85","0.666666667","0.5","0.187333333","0.1405","0.070666667","0.053","17.54385965","72.60981912","75","0.982671906","3.333333333","4.444444444","6.244444444","8.325925926","2.355555556","3.140740741","2.183715346","2.911620461","8.6","11.46666667"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00028","","","","20","6.84","11","10","12","1.83","0.34","5","33.26693227","5.1879883","1.7991443","1.2088914","149.2655029","110.9983826","44.8106842","61.2254791","1.8127155","4.1888294","16.1969891","0.6662083","2.17","9.01","22","0.183","0.028333333","0.098636364","2","1.1","0.909090909","0.5","0.197272727","0.1085","0.621818182","0.342","45.45454545","24.08435072","55","0.72189243","4.066666667","7.393939394","4.822222222","8.767676768","15.2","27.63636364","1.604205401","2.916737092","20.02222222","36.4040404"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00029","","","","20","0.92","12","9","4","0.98","0.15","5","29.98027613","3.1000233","1.2330875","0.8170347","87.9036865","75.2909546","37.2610855","60.2301559","4.3361788","7.0864282","12.4134007","0.272027","1.13","2.05","13","0.108888889","0.0375","0.086923077","1.083333333","0.65","0.75","0.45","0.094166667","0.0565","0.076666667","0.046","69.23076923","55.12195122","60","0.33877712","2.177777778","3.62962963","2.511111111","4.185185185","2.044444444","3.407407407","0.752838045","1.254730075","4.555555556","7.592592593"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00030","","","","20","3","11","9","7","1.19","0.18","5","28.57142857","3.4175911","1.3015952","0.762394","77.3251953","85.5295105","31.5827179","58.0225487","5.6588087","8.7992516","11.4430685","0.6090813","1.37","4.37","16","0.132222222","0.025714286","0.085625","1.454545455","0.8","0.818181818","0.45","0.124545455","0.0685","0.272727273","0.15","56.25","31.35011442","55","0.391428571","2.644444444","4.808080808","3.044444444","5.535353535","6.666666667","12.12121212","0.86984127","1.581529581","9.711111111","17.65656566"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00031","","","","20","1.28","12","10","18","1.2","1.06","4","29.42345924","3.7879639","1.5559974","1.0713701","168.2340088","108.8361969","28.3123322","58.9257813","3.6751461","6.2490816","13.4197655","0.1726007","2.26","3.54","28","0.12","0.058888889","0.080714286","2.333333333","1.4","0.833333333","0.5","0.188333333","0.113","0.106666667","0.064","35.71428571","63.84180791","60","0.664970179","2.666666667","4.444444444","5.022222222","8.37037037","2.844444444","4.740740741","1.477711508","2.462852514","7.866666667","13.11111111"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00032","","","","20","7.5","16","26","23","5.62","0.68","3","29.9009901","5.6474075","1.8270283","1.1465483","93.7915039","95.9813385","28.4310913","57.8822975","3.1397524","5.5183659","14.9002619","0.6967268","6.3","13.8","49","0.216153846","0.029565217","0.128571429","3.0625","2.45","1.625","1.3","0.39375","0.315","0.46875","0.375","53.06122449","45.65217391","80","1.883762376","12.48888889","15.61111111","14","17.5","16.66666667","20.83333333","4.186138614","5.232673268","30.66666667","38.33333333"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00033","","","","20","2.89","7","10","22","0.84","0.36","5","30.21868787","3.4745369","1.4504938","1.0044332","172.9599609","111.900238","42.0497513","60.989109","3.2313509","5.8090115","14.8357477","0.5984306","1.2","4.09","32","0.084","0.016363636","0.0375","4.571428571","1.6","1.428571429","0.5","0.171428571","0.06","0.412857143","0.1445","31.25","29.3398533","35","0.362624254","1.866666667","5.333333333","2.666666667","7.619047619","6.422222222","18.34920635","0.805831677","2.302376219","9.088888889","25.96825397"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00034","","","","20","7.65","8","15","9","1.38","0.28","5","28.16326531","4.0016193","1.5602231","1.0079803","184.7547607","116.7083588","36.7379761","56.3478317","4.9502211","8.2050962","13.8891935","0.7987852","1.66","9.31","24","0.092","0.031111111","0.069166667","3","1.2","1.875","0.75","0.2075","0.083","0.95625","0.3825","62.5","17.83029001","40","0.467510204","3.066666667","7.666666667","3.688888889","9.222222222","17","42.5","1.038911565","2.597278912","20.68888889","51.72222222"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00035","","","","20","2","9","20","4","3.04","0.3","5","33.92857143","2.7643528","1.2491937","0.9672418","131.2160645","86.4779358","31.8907776","68.3877869","1.9381933","3.805932","10.6823397","0.5182629","3.34","5.34","24","0.152","0.075","0.139166667","2.666666667","1.2","2.222222222","1","0.371111111","0.167","0.222222222","0.1","83.33333333","62.54681648","45","1.133214286","6.755555556","15.01234568","7.422222222","16.49382716","4.444444444","9.87654321","2.518253968","5.59611993","11.86666667","26.37037037"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00036","","","","20","4.4","15","29","16","5.56","0.68","5","33.53057199","3.7735233","1.4618883","1.107276","155.3602295","103.5382385","27.0984497","67.1492691","1.6539764","3.8429952","10.9737597","0.2057934","6.24","10.64","45","0.191724138","0.0425","0.138666667","3","2.25","1.933333333","1.45","0.416","0.312","0.293333333","0.22","64.44444444","58.64661654","75","2.092307692","12.35555556","16.47407407","13.86666667","18.48888889","9.777777778","13.03703704","4.649572649","6.199430199","23.64444444","31.52592593"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00037","","","","20","2.46","8","11","25","1.31","0.56","5","32.66932271","4.0965614","1.5454364","1.0428843","123.5517578","97.6364746","21.8249054","63.7537308","2.2918911","4.2941289","12.4240313","0.5594549","1.87","4.33","36","0.119090909","0.0224","0.051944444","4.5","1.8","1.375","0.55","0.23375","0.0935","0.3075","0.123","30.55555556","43.18706697","40","0.610916335","2.911111111","7.277777778","4.155555556","10.38888889","5.466666667","13.66666667","1.357591855","3.393979637","9.622222222","24.05555556"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00038","","","","20","2.86","12","10","22","1.5","0.62","5","31.53692615","3.961483","1.4992599","1.1137514","151.4941406","95.3424225","20.0402222","59.5462303","2.6878223","5.0218239","16.3360233","0.2418299","2.12","4.98","32","0.15","0.028181818","0.06625","2.666666667","1.6","0.833333333","0.5","0.176666667","0.106","0.238333333","0.143","31.25","42.57028112","60","0.668582834","3.333333333","5.555555556","4.711111111","7.851851852","6.355555556","10.59259259","1.485739632","2.47623272","11.06666667","18.44444444"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00039","","","","20","1.36","6","8","4","1.13","0.21","5","34.65346535","3.4801197","1.3007379","0.9334068","142.1281738","82.9673309","18.5809174","67.9448776","3.5556479","5.833065","5.0059757","0.1016932","1.34","2.7","12","0.14125","0.0525","0.111666667","2","0.6","1.333333333","0.4","0.223333333","0.067","0.226666667","0.068","66.66666667","49.62962963","30","0.464356436","2.511111111","8.37037037","2.977777778","9.925925926","3.022222222","10.07407407","1.03190319","3.439677301","6","20"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00040","","","","20","2.75","8","12","13","1.98","0.39","5","33.4","5.7036934","1.6686287","1.0484185","115.9541016","88.3962402","23.9873199","63.689106","4.4353132","6.7836223","4.78265","0.1443834","2.37","5.12","25","0.165","0.03","0.0948","3.125","1.25","1.5","0.6","0.29625","0.1185","0.34375","0.1375","48","46.2890625","40","0.79158","4.4","11","5.266666667","13.16666667","6.111111111","15.27777778","1.759066667","4.397666667","11.37777778","28.44444444"
"","","PEP2013PIC-AT01","","","","","","","","","PEP2013PIC-AT01-00041","","","","20","1.47","7","8","13","0.72","0.44","5","27.66798419","3.6227093","1.6538944","1.0717072","150.737915","121.1206665","27.4284363","58.5823326","4.5335178","7.4405217","11.0053959","0.3574972","1.16","2.63","21","0.09","0.033846154","0.055238095","3","1.05","1.142857143","0.4","0.165714286","0.058","0.21","0.0735","38.0952381","44.10646388","35","0.320948617","1.6","4.571428571","2.577777778","7.365079365","3.266666667","9.333333333","0.713219148","2.037768994","5.844444444","16.6984127"
