"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root dry matter content computing percent|CO_331:0000297","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","treatment_dap120"
"","","PEP2016SAT-ST02","","","","","","","","","PEP2016SAT-ST02-00002","","","","120","106","64.01","228","215","78.27","10.06","31.82711198","4.5627689","27.9937744","1.5315537","1.0710287","106.3797607","84.8799133","68.0222549","1.5078592","3.3937488","10.0232382","0.1599045","88.33","152.34","443","0.343289474","0.046790698","0.199390519","4.179245283","3.691666667","2.150943396","1.9","0.833301887","0.736083333","0.603867925","0.533416667","51.46726862","57.9821452","88.33333333","28.11288801","28.98888889","32.81761006","32.71481481","37.03563941","23.70740741","26.83857442","10.41218075","11.78737443","56.42222222","63.87421384","1"
"","","PEP2016SAT-ST02","","","","","","","","","PEP2016SAT-ST02-00004","","","","120","106","58.5","180","190","53.71","7.2","28.76984127","5.1688709","22.4121704","1.6203771","1.1587849","97.1217041","91.2317047","66.3371735","1.5021439","3.4148593","11.5605135","0.1810713","60.91","119.41","370","0.298388889","0.037894737","0.164621622","3.490566038","3.083333333","1.698113208","1.5","0.574622642","0.507583333","0.551886792","0.4875","48.64864865","51.00912821","88.33333333","17.52371032","19.89259259","22.51991614","22.55925926","25.53878407","21.66666667","24.52830189","6.490263081","7.347467638","44.22592593","50.06708595","1"
"","","PEP2016SAT-ST02","","","","","","","","","PEP2016SAT-ST02-00006","","","","120","119","105.91","261","334","48.12","12.43","39.34108527","4.4865189","0","1.0811501","1.1662822","84.0550537","72.280304","72.9367371","0.9691401","2.5316043","5.4669981","0.1010666","60.55","166.46","595","0.184367816","0.037215569","0.101764706","5","4.958333333","2.193277311","2.175","0.508823529","0.504583333","0.89","0.882583333","43.86554622","36.37510513","99.16666667","23.82102713","17.82222222","17.9719888","22.42592593","22.61437908","39.22592593","39.55555556","8.822602641","8.896742159","61.65185185","62.16993464","1"
"","","PEP2016SAT-ST02","","","","","","","","","PEP2016SAT-ST02-00008","","","","120","115","96.48","219","327","39.14","12.3","36.48915187","6.6441269","0","1.6499248","1.3599935","65.6809082","96.7546844","69.5017395","0.3594837","2.1767921","7.8598175","0.1024475","51.44","147.92","546","0.178721461","0.037614679","0.094212454","4.747826087","4.55","1.904347826","1.825","0.447304348","0.428666667","0.838956522","0.804","40.10989011","34.77555435","95.83333333","18.77001972","14.4962963","15.12657005","19.05185185","19.88019324","35.73333333","37.28695652","6.951859156","7.254113902","54.78518519","57.16714976","1"
"","","PEP2016SAT-ST02","","","","","","","","","PEP2016SAT-ST02-00010","","","","120","114","113.59","159","227","53.97","9.07","35.45816733","5.103178","0","1.4328256","1.2687531","61.5089111","89.216629","73.1807175","0.8274021","2.5835533","6.5596933","0.4626007","63.04","176.63","386","0.339433962","0.039955947","0.163316062","3.385964912","3.216666667","1.394736842","1.325","0.552982456","0.525333333","0.996403509","0.946583333","41.19170984","35.69042631","95","22.35282868","19.98888889","21.04093567","23.34814815","24.57699805","42.07037037","44.28460039","8.278825439","8.714553094","65.41851852","68.86159844","1"
"","","PEP2016SAT-ST02","","","","","","","","","PEP2016SAT-ST02-00012","","","","120","110","80.88","134","228","41.97","9.29","31.81818182","5.8141708","0","1.7166009","1.3890371","42.6812744","78.1920319","69.0854111","0.7553186","2.4244499","9.5280237","0.525321","51.26","132.14","362","0.313208955","0.040745614","0.14160221","3.290909091","3.016666667","1.218181818","1.116666667","0.466","0.427166667","0.735272727","0.674","37.01657459","38.7921901","91.66666667","16.31","15.54444444","16.95757576","18.98518519","20.71111111","29.95555556","32.67878788","6.040740741","6.58989899","48.94074074","53.38989899","1"
"","","PEP2016SAT-ST02","","","","","","","","","PEP2016SAT-ST02-00014","","","","120","107","101.34","179","271","45.19","11.99","24.75247525","6.7948608","28.6947021","2.1856313","1.4717555","91.8349609","110.3382263","57.5113373","1.8430529","3.9565725","18.4455719","0.6984081","57.18","158.52","450","0.252458101","0.044243542","0.127066667","4.205607477","3.75","1.672897196","1.491666667","0.534392523","0.4765","0.947102804","0.8445","39.77777778","36.07115821","89.16666667","14.15346535","16.73703704","18.77050883","21.17777778","23.75077882","37.53333333","42.09345794","5.242024203","5.878905648","58.71111111","65.84423676","1"
"","","PEP2016SAT-ST02","","","","","","","","","PEP2016SAT-ST02-00016","","","","120","116","80.94","268","225","62.95","7.83","25.5859375","6.6677818","34.2724762","2.1063046","1.5101995","115.0872803","116.4837494","58.7857056","1.7944269","4.1521707","17.803112","0.8558292","70.78","151.72","493","0.23488806","0.0348","0.14356998","4.25","4.108333333","2.310344828","2.233333333","0.610172414","0.589833333","0.697758621","0.6745","54.36105477","46.65172687","96.66666667","18.10972656","23.31481481","24.11877395","26.21481481","27.11877395","29.97777778","31.01149425","6.707306134","6.938592553","56.19259259","58.1302682","1"
"","","PEP2016SAT-ST02","","","","","","","","","PEP2016SAT-ST02-00018","","","","120","105","105.34","131","214","28.79","6.55","37.74319066","4.2022896","","1.2744956","1.1214414","53.8356934","56.84552","75.4364395","0.6468248","2.183063","5.2193041","0.1642618","35.34","140.68","345","0.219770992","0.030607477","0.102434783","3.285714286","2.875","1.247619048","1.091666667","0.336571429","0.2945","1.003238095","0.877833333","37.97101449","25.12084163","87.5","13.33844358","10.66296296","12.18624339","13.08888889","14.95873016","39.01481481","44.58835979","4.940164289","5.645902044","52.1037037","59.54708995","1"
"","","PEP2016SAT-ST02","","","","","","","","","PEP2016SAT-ST02-00020","","","","120","104","53.07","125","135","32.94","6.08","34.26294821","5.602356","","1.5818982","1.2648306","52.5811768","73.001236","73.3209076","0.6716204","2.4088902","6.1303034","0.3032274","39.02","92.09","260","0.26352","0.045037037","0.150076923","2.5","2.166666667","1.201923077","1.041666667","0.375192308","0.325166667","0.510288462","0.44225","48.07692308","42.37159301","86.66666667","13.36940239","12.2","14.07692308","14.45185185","16.67521368","19.65555556","22.67948718","4.951630515","5.713419825","34.10740741","39.35470085","1"
"","","PEP2016SAT-ST02","","","","","","","","","PEP2016SAT-ST02-00022","","","","120","118","79.19","339","425","86.96","19.75","21.27236581","5.1321716","39.7108765","1.8154664","1.0986562","127.7167969","110.6397247","48.006546","6.4963942","10.5716152","18.3456764","0.6559172","106.71","185.9","764","0.256519174","0.046470588","0.139672775","6.474576271","6.366666667","2.872881356","2.825","0.904322034","0.88925","0.671101695","0.659916667","44.37172775","57.40182894","98.33333333","22.69974156","32.20740741","32.75329567","39.52222222","40.1920904","29.32962963","29.826742","8.407311687","8.549808496","68.85185185","70.01883239","1"
"","","PEP2016SAT-ST02","","","","","","","","","PEP2016SAT-ST02-00024","","","","120","117","71.88","431","349","112.45","11.87","21.8503937","5.7078018","38.6327667","1.9322767","1.2014322","118.4229736","116.644043","50.5154266","6.0580549","10.1586456","16.1487637","0.7464247","124.32","196.2","780","0.260904872","0.034011461","0.159384615","6.666666667","6.5","3.683760684","3.591666667","1.062564103","1.036","0.614358974","0.599","55.25641026","63.36391437","97.5","27.16440945","41.64814815","42.71604938","46.04444444","47.22507123","26.62222222","27.3048433","10.06089239","10.31886399","72.66666667","74.52991453","1"
"","","PEP2016SAT-ST02","","","","","","","","","PEP2016SAT-ST02-00026","","","","120","101","138.26","147","187","31.26","7.89","40.47151277","6.0120449","","1.4301","1.154726","58.3659668","78.7221985","76.1920624","0.2322292","1.8828365","5.5434208","0.3762074","39.15","177.41","334","0.212653061","0.042192513","0.117215569","3.306930693","2.783333333","1.455445545","1.225","0.387623762","0.32625","1.368910891","1.152166667","44.01197605","22.0675272","84.16666667","15.84459725","11.57777778","13.75577558","14.5","17.22772277","51.20740741","60.84048405","5.868369352","6.972320022","65.70740741","78.06820682","1"
"","","PEP2016SAT-ST02","","","","","","","","","PEP2016SAT-ST02-00028","","","","120","94","55.81","94","175","23.93","6.77","38.18897638","5.3175945","","1.3941545","1.1423969","49.0097656","67.8984375","74.786087","0.1647892","1.7857319","7.0958109","0.3881035","30.7","86.51","269","0.254574468","0.038685714","0.114126394","2.861702128","2.241666667","1","0.783333333","0.326595745","0.255833333","0.593723404","0.465083333","34.94423792","35.48722691","78.33333333","11.72401575","8.862962963","11.3144208","11.37037037","14.51536643","20.67037037","26.38770686","4.342228055","5.543269858","32.04074074","40.90307329","1"
"","","PEP2016SAT-ST02","","","","","","","","","PEP2016SAT-ST02-00030","","","","120","110","111.77","216","122","81.91","5.11","32.8125","3.7724171","","1.17415","1.1526575","89.0196533","83.1939087","73.8230896","0.5388393","2.1193843","7.3495312","0.2980223","87.02","198.79","338","0.379212963","0.041885246","0.257455621","3.072727273","2.816666667","1.963636364","1.8","0.791090909","0.725166667","1.016090909","0.931416667","63.90532544","43.77483777","91.66666667","28.5534375","30.33703704","33.09494949","32.22962963","35.15959596","41.3962963","45.15959596","10.57534722","11.53674242","73.62592593","80.31919192","1"
"","","PEP2016SAT-ST02","","","","","","","","","PEP2016SAT-ST02-00032","","","","120","113","118.89","243","185","91.07","6.57","33.4","3.8897305","","1.1008463","1.1118641","108.8353271","78.2844238","71.7808609","1.27353","3.1323781","8.736392","0.3508263","97.64","216.53","428","0.374773663","0.035513514","0.228130841","3.787610619","3.566666667","2.150442478","2.025","0.864070796","0.813666667","1.052123894","0.99075","56.77570093","45.0930587","94.16666667","32.61176","33.72962963","35.81907571","36.16296296","38.40314651","44.03333333","46.76106195","12.07842963","12.82665093","80.1962963","85.16420846","1"
"","","PEP2016SAT-ST02","","","","","","","","","PEP2016SAT-ST02-00034","","","","120","111","104.28","297","243","71.79","10.36","16.86507937","7.0940418","6.0514679","2.5387146","1.6108508","161.2513428","160.1636047","42.9257736","4.5445366","8.4194746","29.5069885","1.8140001","82.15","186.43","540","0.241717172","0.042633745","0.15212963","4.864864865","4.5","2.675675676","2.475","0.74009009","0.684583333","0.939459459","0.869","55","44.06479644","92.5","13.8546627","26.58888889","28.74474474","30.42592593","32.89289289","38.62222222","41.75375375","5.131356556","5.547412493","69.04814815","74.64664665","1"
"","","PEP2016SAT-ST02","","","","","","","","","PEP2016SAT-ST02-00036","","","","120","115","92.88","291","206","60.65","8.41","20.35928144","5.461338","3.0621796","1.9817457","1.2259188","133.8270264","139.3048706","46.9894485","5.3861418","9.3124561","24.0313148","1.3308229","69.06","161.94","497","0.208419244","0.040825243","0.138953722","4.32173913","4.141666667","2.530434783","2.425","0.600521739","0.5755","0.807652174","0.774","58.55130785","42.64542423","95.83333333","14.06011976","22.46296296","23.43961353","25.57777778","26.68985507","34.4","35.89565217","5.207451764","5.43386271","59.97777778","62.58550725","1"
"","","PEP2016SAT-ST02","","","","","","","","","PEP2016SAT-ST02-00038","","","","120","113","118.98","192","159","61.11","6.97","30.67729084","5.342123","0","1.5634036","1.1941848","76.4168701","98.8885651","70.230484","1.1759691","3.3949423","8.2258472","0.0882139","68.08","187.06","351","0.31828125","0.043836478","0.193960114","3.10619469","2.925","1.699115044","1.6","0.602477876","0.567333333","1.052920354","0.9915","54.7008547","36.39473966","94.16666667","20.8850996","22.63333333","24.03539823","25.21481481","26.77679449","44.06666667","46.79646018","7.735222076","8.214395124","69.28148148","73.57325467","1"
