"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","treatment_dap120"
"","","PEP2019ICA-ST04","","","","","","","","","PEP2019ICA-ST04-00041","","","","120","33","14.92","37","10.32","1.28","11.6","26.52","0.278918919","1.121212121","0.308333333","0.351515152","0.096666667","0.452121212","0.124333333","43.74057315","27.5","3.822222222","13.8989899","4.296296296","15.62289562","5.525925926","20.09427609","9.822222222","35.71717172","3.5181789","43.9112854","1.0998888","1.073966","198.8823242","80.122818","65.0406113","2.6540604","4.3801904","13.7152357","0.3330612","50.8","13.1","25.78740157","2.991338583","1.107903179","4.028738832","1"
"","","PEP2019ICA-ST04","","","","","","","","","PEP2019ICA-ST04-00042","","","","120","85","41.22","111","17.44","10.63","28.07","69.29","0.157117117","1.305882353","0.925","0.330235294","0.233916667","0.484941176","0.3435","40.51089623","70.83333333","6.459259259","9.118954248","10.3962963","14.67712418","15.26666667","21.55294118","25.66296296","36.23006536","3.9075546","43.4978638","1.1744695","1.1630964","198.4356689","87.2131958","63.7335625","2.7147789","4.68958","15.1337957","0.2457266","51.1","12.8","25.04892368","7.031232877","2.604160325","3.676461635","1"
"","","PEP2019ICA-ST04","","","","","","","","","PEP2019ICA-ST04-00043","","","","120","71","20.24","96","22.9","3.7","26.6","46.84","0.238541667","1.352112676","0.8","0.374647887","0.221666667","0.285070423","0.168666667","56.78906917","59.16666667","8.481481481","14.33489828","9.851851852","16.65101721","7.496296296","12.66979656","17.34814815","29.32081377","2.7723351","0","0.6571169","0.8956165","128.2600098","62.2129364","73.6614685","3.1263275","5.027647","4.278964","0.5061111","51.3","14.9","29.04483431","7.725925926","2.861454047","4.836260361","1"
"","","PEP2019ICA-ST04","","","","","","","","","PEP2019ICA-ST04-00044","","","","120","66","33.84","40","7.44","2.57","10.01","43.85","0.186","0.606060606","0.333333333","0.151666667","0.083416667","0.512727273","0.282","22.82782212","55","2.755555556","5.01010101","3.707407407","6.740740741","12.53333333","22.78787879","16.24074074","29.52861953","3.8392754","0","0.7171926","1.1605096","142.5838623","70.1695862","75.7398453","1.8886147","3.3607059","4.5745049","0.3608379","51","16.1","31.56862745","3.160019608","1.170377633","2.127959332","1"
"","","PEP2019ICA-ST04","","","","","","","","","PEP2019ICA-ST04-00045","","","","120","93","17.25","129","24.82","6.66","31.48","48.73","0.192403101","1.387096774","1.075","0.338494624","0.262333333","0.185483871","0.14375","64.60086189","77.5","9.192592593","11.8614098","11.65925926","15.0442055","6.388888889","8.243727599","18.04814815","23.28793309","2.9818821","0","0.9178534","1.0285463","163.3269043","95.4256592","72.8112335","2.0879154","3.8948255","7.3778563","0.293395","50.9","14","27.50491159","8.658546169","3.206868951","4.137895421","1"
"","","PEP2019ICA-ST04","","","","","","","","","PEP2019ICA-ST04-00046","","","","120","61","19.19","18","2.09","2.46","4.55","23.74","0.116111111","0.295081967","0.15","0.074590164","0.037916667","0.314590164","0.159916667","19.16596462","50.83333333","0.774074074","1.52276867","1.685185185","3.315118397","7.107407407","13.98178506","8.792592593","17.29690346","2.9103813","0","0.7501721","1.0392351","83.0841064","81.8426056","73.8965073","1.9636679","3.4998426","6.6240368","0.2763538","50.5","14.9","29.5049505","1.342475248","0.497213055","0.978124042","1"
"","","PEP2019ICA-ST04","","","","","","","","","PEP2019ICA-ST04-00047","","","","120","68","22.61","27","4.425","5.72","10.145","32.755","0.163888889","0.397058824","0.225","0.149191176","0.084541667","0.3325","0.188416667","30.97237063","56.66666667","1.638888889","2.892156863","3.757407407","6.630718954","8.374074074","14.77777778","12.13148148","21.40849673","4.9354916","58.3602295","1.4821191","1.2084908","153.6905518","83.0796814","60.9416275","3.212369","5.232491","15.9352484","0.2952547","50.2","10.8","21.51394422","2.182589641","0.808366534","1.426529177","1"
"","","PEP2019ICA-ST04","","","","","","","","","PEP2019ICA-ST04-00048","","","","120","88","34.85","166","27.86","11.76","39.62","74.47","0.167831325","1.886363636","1.383333333","0.450227273","0.330166667","0.396022727","0.290416667","53.20263193","73.33333333","10.31851852","14.07070707","14.67407407","20.01010101","12.90740741","17.6010101","27.58148148","37.61111111","4.4368229","58.5586548","1.3440943","1.1765347","146.8242188","80.8152618","59.5763702","3.298625","5.2141256","17.6532841","0.3017511","51","10.7","20.98039216","8.312431373","3.078678286","4.198197663","1"
"","","PEP2019ICA-ST04","","","","","","","","","PEP2019ICA-ST04-00049","","","","120","56","18.52","46","9.54","4.29","13.83","32.35","0.207391304","0.821428571","0.383333333","0.246964286","0.11525","0.330714286","0.154333333","42.7511592","46.66666667","3.533333333","7.571428571","5.122222222","10.97619048","6.859259259","14.6984127","11.98148148","25.67460317","2.5817375","0","0.4754663","0.885479","99.7630615","51.5036926","75.0917358","1.5922918","2.9989777","7.4171209","0","50.2","15.2","30.27888446","4.187569721","1.550951749","3.323468033","1"
"","","PEP2019ICA-ST04","","","","","","","","","PEP2019ICA-ST04-00050","","","","120","45","7.2","19","2.47","0.58","3.05","10.25","0.13","0.422222222","0.158333333","0.067777778","0.025416667","0.16","0.06","29.75609756","37.5","0.914814815","2.439506173","1.12962963","3.012345679","2.666666667","7.111111111","3.796296296","10.12345679","3.006855","0","0.5654407","0.9526887","80.4549561","51.3346405","74.1093903","1.6269798","3.0303655","8.590992","0.1535816","50.6","15.2","30.03952569","0.916205534","0.339335383","0.904894354","1"
