"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root dry matter content computing percent|CO_331:0000297","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00031","","","","20","15","4.9","12","52","2","1.3","24.65","4.6","2.07","1.21","59.22","82.23","26.25","54.59","3.49","5.27","14.22","0.34","3.3","8.2","64","0.166666667","0.025","0.0515625","4.266666667","3.2","0.8","0.6","0.22","0.165","0.326666667","0.245","18.75","40.24390244","75","0.81345","4.444444444","5.925925926","7.333333333","9.777777778","10.88888889","14.51851852","1.807666667","2.410222222","18.22222222","24.2962963"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00032","","","","20","10","5","13","16","1.6","0.4","23.06","6.98","2.38","1.43","136.21","102.28","30.35","51","2.38","4.01","19.71","0.29","2","7","29","0.123076923","0.025","0.068965517","2.9","1.45","1.3","0.65","0.2","0.1","0.5","0.25","44.82758621","28.57142857","50","0.4612","3.555555556","7.111111111","4.444444444","8.888888889","11.11111111","22.22222222","1.024888889","2.049777778","15.55555556","31.11111111"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00033","","","","20","14","6.4","22","34","3.8","1.3","26.34","4.77","1.96","1.24","54.69","76.38","21.44","61.73","1.9","3.07","10.92","0.47","5.1","11.5","56","0.172727273","0.038235294","0.091071429","4","2.8","1.571428571","1.1","0.364285714","0.255","0.457142857","0.32","39.28571429","44.34782609","70","1.34334","8.444444444","12.06349206","11.33333333","16.19047619","14.22222222","20.31746032","2.9852","4.264571429","25.55555556","36.50793651"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00034","","","","20","11","4.8","18","40","3.4","1.2","28.57","2.29","1.37","0.77","93.31","77.14","23.17","61.9","4.48","6.32","7.66","0.25","4.6","9.4","58","0.188888889","0.03","0.079310345","5.272727273","2.9","1.636363636","0.9","0.418181818","0.23","0.436363636","0.24","31.03448276","48.93617021","55","1.31422","7.555555556","13.73737374","10.22222222","18.58585859","10.66666667","19.39393939","2.920488889","5.309979798","20.88888889","37.97979798"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00035","","","","20","17","12","26","96","7.2","3.6","32.14","4.9","1.75","1.14","81.02","70.44","37.73","61.71","0.95","1.75","14.35","0.38","10.8","22.8","122","0.276923077","0.0375","0.08852459","7.176470588","6.1","1.529411765","1.3","0.635294118","0.54","0.705882353","0.6","21.31147541","47.36842105","85","3.47112","16","18.82352941","24","28.23529412","26.66666667","31.37254902","7.7136","9.074823529","50.66666667","59.60784314"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00036","","","","20","18","7.8","32","58","5.6","1.6","30.89","3.9","1.6","1.07","130.46","77.34","39.6","62.05","1.04","1.93","14.06","0","7.2","15","90","0.175","0.027586207","0.08","5","4.5","1.777777778","1.6","0.4","0.36","0.433333333","0.39","35.55555556","48","90","2.22408","12.44444444","13.82716049","16","17.77777778","17.33333333","19.25925926","4.9424","5.491555556","33.33333333","37.03703704"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00037","","","","20","13","6.2","16","48","2.6","1.4","30.3","3.84","1.78","1.01","78.6","89.59","28.46","59.25","3.17","4.76","12.35","0.33","4","10.2","64","0.1625","0.029166667","0.0625","4.923076923","3.2","1.230769231","0.8","0.307692308","0.2","0.476923077","0.31","25","39.21568627","65","1.212","5.777777778","8.888888889","8.888888889","13.67521368","13.77777778","21.1965812","2.693333333","4.143589744","22.66666667","34.87179487"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00038","","","","20","4","2.9","0","9","0","0.1","","","","","","","","","","","","","0.1","3","9","","0.011111111","0.011111111","2.25","0.45","0","0","0.025","0.005","0.725","0.145","0","3.333333333","20","","0","0","0.222222222","1.111111111","6.444444444","32.22222222","","","6.666666667","33.33333333"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00039","","","","20","16","11.3","29","66","3.7","1.9","28.43","4.6","2.11","1.25","132.67","94.74","54.42","56.38","1.54","2.42","14.44","0.56","5.6","16.9","95","0.127586207","0.028787879","0.058947368","5.9375","4.75","1.8125","1.45","0.35","0.28","0.70625","0.565","30.52631579","33.13609467","80","1.59208","8.222222222","10.27777778","12.44444444","15.55555556","25.11111111","31.38888889","3.537955556","4.422444444","37.55555556","46.94444444"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00040","","","","20","12","3.5","8","48","0.9","0.9","29.42","3.29","1.79","1.09","163.61","107.03","46.85","57.18","2.42","3.86","14.1","0.24","1.8","5.3","56","0.1125","0.01875","0.032142857","4.666666667","2.8","0.666666667","0.4","0.15","0.09","0.291666667","0.175","14.28571429","33.96226415","60","0.52956","2","3.333333333","4","6.666666667","7.777777778","12.96296296","1.1768","1.961333333","11.77777778","19.62962963"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00041","","","","20","16","12.5","20","52","3.75","2.1","29.05","3.92","1.94","1.1","60.72","93.77","6.09","60.32","2.85","4.42","8.83","0.46","5.85","18.35","72","0.1875","0.040384615","0.08125","4.5","3.6","1.25","1","0.365625","0.2925","0.78125","0.625","27.77777778","31.88010899","80","1.699425","8.333333333","10.41666667","13","16.25","27.77777778","34.72222222","3.7765","4.720625","40.77777778","50.97222222"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00042","","","","20","17","3.1","10","25","0.8","0.5","32.6","4.75","2.07","1.06","193.89","129.61","8.63","60.02","3.57","5.75","7.55","0.86","1.3","4.4","35","0.08","0.02","0.037142857","2.058823529","1.75","0.588235294","0.5","0.076470588","0.065","0.182352941","0.155","28.57142857","29.54545455","85","0.4238","1.777777778","2.091503268","2.888888889","3.39869281","6.888888889","8.104575163","0.941777778","1.107973856","9.777777778","11.50326797"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00043","","","","20","18","12.4","19","30","2.4","1.2","27.69","4.46","2.03","1.16","167.76","117.47","14.7","63.06","2.9","4.69","6.77","0","3.6","16","49","0.126315789","0.04","0.073469388","2.722222222","2.45","1.055555556","0.95","0.2","0.18","0.688888889","0.62","38.7755102","22.5","90","0.99684","5.333333333","5.925925926","8","8.888888889","27.55555556","30.61728395","2.2152","2.461333333","35.55555556","39.50617284"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00044","","","","20","14","6","16","44","2.9","1.7","26.19","5.51","2.17","1.24","131.38","108.44","21.73","61.2","2.26","4.02","9.38","0","4.6","10.6","60","0.18125","0.038636364","0.076666667","4.285714286","3","1.142857143","0.8","0.328571429","0.23","0.428571429","0.3","26.66666667","43.39622642","70","1.20474","6.444444444","9.206349206","10.22222222","14.6031746","13.33333333","19.04761905","2.6772","3.824571429","23.55555556","33.65079365"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00045","","","","20","14","8.2","16","70","2.5","3.4","31.03","3.25","1.42","0.87","59.51","73.98","7.28","64.37","3.18","4.8","8.27","0.19","5.9","14.1","86","0.15625","0.048571429","0.068604651","6.142857143","4.3","1.142857143","0.8","0.421428571","0.295","0.585714286","0.41","18.60465116","41.84397163","70","1.83077","5.555555556","7.936507937","13.11111111","18.73015873","18.22222222","26.03174603","4.068377778","5.811968254","31.33333333","44.76190476"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00046","","","","20","14","5","28","42","2.9","1.1","35.64","2.82","1.28","0.75","81.14","83.29","7.24","68.1","2.31","3.61","6.33","0.1","4","9","70","0.103571429","0.026190476","0.057142857","5","3.5","2","1.4","0.285714286","0.2","0.357142857","0.25","40","44.44444444","70","1.4256","6.444444444","9.206349206","8.888888889","12.6984127","11.11111111","15.87301587","3.168","4.525714286","20","28.57142857"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00047","","","","20","18","12","36","70","5","1.9","34.53","4.91","1.75","1.04","103.15","87.87","19.99","66.18","1.78","2.99","7.92","0.09","6.9","18.9","106","0.138888889","0.027142857","0.06509434","5.888888889","5.3","2","1.8","0.383333333","0.345","0.666666667","0.6","33.96226415","36.50793651","90","2.38257","11.11111111","12.34567901","15.33333333","17.03703704","26.66666667","29.62962963","5.2946","5.882888889","42","46.66666667"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00048","","","","20","17","5.2","28","39","4.2","1.3","36.51","3.16","1.47","0.85","101.05","78.46","20.27","68.89","2.72","4.12","4.45","0","5.5","10.7","67","0.15","0.033333333","0.082089552","3.941176471","3.35","1.647058824","1.4","0.323529412","0.275","0.305882353","0.26","41.79104478","51.40186916","85","2.00805","9.333333333","10.98039216","12.22222222","14.37908497","11.55555556","13.59477124","4.462333333","5.249803922","23.77777778","27.97385621"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00049","","","","20","9","4","28","27","7","1.1","27.67","4.89","1.99","1.2","180.03","102.85","31.58","57.7","3.78","5.56","11.34","0.26","8.1","12.1","55","0.25","0.040740741","0.147272727","6.111111111","2.75","3.111111111","1.4","0.9","0.405","0.444444444","0.2","50.90909091","66.94214876","45","2.24127","15.55555556","34.56790123","18","40","8.888888889","19.75308642","4.9806","11.068","26.88888889","59.75308642"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00050","","","","20","8","4.3","18","20","1.9","0.5","26.38","3.91","1.84","1","159.46","87.31","23","55.97","5.68","7.96","8.85","0.34","2.4","6.7","38","0.105555556","0.025","0.063157895","4.75","1.9","2.25","0.9","0.3","0.12","0.5375","0.215","47.36842105","35.82089552","40","0.63312","4.222222222","10.55555556","5.333333333","13.33333333","9.555555556","23.88888889","1.406933333","3.517333333","14.88888889","37.22222222"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00051","","","","20","17","6.8","25","71","3.3","2.5","30.16","5.45","2.23","1.25","147.48","125.79","39.24","58.09","1.88","3.55","12.13","0.29","5.8","12.6","96","0.132","0.035211268","0.060416667","5.647058824","4.8","1.470588235","1.25","0.341176471","0.29","0.4","0.34","26.04166667","46.03174603","85","1.74928","7.333333333","8.62745098","12.88888889","15.16339869","15.11111111","17.77777778","3.887288889","4.573281046","28","32.94117647"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00052","","","","20","17","5.6","16","65","1.9","1.6","24.31","7.64","2.72","1.56","178.52","134.25","36.19","52.35","2.39","4.1","16.5","0.49","3.5","9.1","81","0.11875","0.024615385","0.043209877","4.764705882","4.05","0.941176471","0.8","0.205882353","0.175","0.329411765","0.28","19.75308642","38.46153846","85","0.85085","4.222222222","4.967320261","7.777777778","9.150326797","12.44444444","14.64052288","1.890777778","2.224444444","20.22222222","23.79084967"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00053","","","","20","12","4.4","17","48","3.05","1.5","32.35","4.59","1.95","1.03","150.24","110.91","9.62","60.57","2.68","4.01","9.53","0.26","4.55","8.95","65","0.179411765","0.03125","0.07","5.416666667","3.25","1.416666667","0.85","0.379166667","0.2275","0.366666667","0.22","26.15384615","50.83798883","60","1.471925","6.777777778","11.2962963","10.11111111","16.85185185","9.777777778","16.2962963","3.270944444","5.451574074","19.88888889","33.14814815"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00054","","","","20","4","1.9","5","15","0.5","0.3","29.39","5.19","2.11","1","134.83","120.47","8.52","55.26","3.84","5.6","12.68","0.13","0.8","2.7","20","0.1","0.02","0.04","5","1","1.25","0.25","0.2","0.04","0.475","0.095","25","29.62962963","20","0.23512","1.111111111","5.555555556","1.777777778","8.888888889","4.222222222","21.11111111","0.522488889","2.612444444","6","30"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00055","","","","20","15","5.1","17","70","1.5","1.3","25.35","6.03","2.44","1.56","197.89","131.2","29.48","54.07","3.54","5.95","11.9","0.58","2.8","7.9","87","0.088235294","0.018571429","0.032183908","5.8","4.35","1.133333333","0.85","0.186666667","0.14","0.34","0.255","19.54022989","35.44303797","75","0.7098","3.333333333","4.444444444","6.222222222","8.296296296","11.33333333","15.11111111","1.577333333","2.103111111","17.55555556","23.40740741"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00056","","","","20","13","4.9","8","75","1.2","1.7","25.45","4.47","2.03","1.32","180.29","118.53","28.68","58.45","2.74","4.54","11.3","0.43","2.9","7.8","83","0.15","0.022666667","0.034939759","6.384615385","4.15","0.615384615","0.4","0.223076923","0.145","0.376923077","0.245","9.638554217","37.17948718","65","0.73805","2.666666667","4.102564103","6.444444444","9.914529915","10.88888889","16.75213675","1.640111111","2.523247863","17.33333333","26.66666667"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00057","","","","20","17","11.5","26","58","5","2.5","41.11","3.1","1.5","0.88","87.85","100.86","1.65","71.08","1","2.19","5.07","0","7.5","19","84","0.192307692","0.043103448","0.089285714","4.941176471","4.2","1.529411765","1.3","0.441176471","0.375","0.676470588","0.575","30.95238095","39.47368421","85","3.08325","11.11111111","13.07189542","16.66666667","19.60784314","25.55555556","30.06535948","6.851666667","8.060784314","42.22222222","49.67320261"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00058","","","","20","19","8","33","50","6.3","1.5","37.97","3.59","1.57","0.93","129.37","97.17","3.88","70.33","1.49","2.87","4.02","0","7.8","15.8","83","0.190909091","0.03","0.093975904","4.368421053","4.15","1.736842105","1.65","0.410526316","0.39","0.421052632","0.4","39.75903614","49.36708861","95","2.96166","14","14.73684211","17.33333333","18.24561404","17.77777778","18.71345029","6.581466667","6.927859649","35.11111111","36.95906433"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00059","","","","20","15","8.6","13","48","1.4","1.3","29.25","2.66","1.61","0.83","122.43","95.34","19","55.9","5.75","8.13","9.49","0.53","2.7","11.3","61","0.107692308","0.027083333","0.044262295","4.066666667","3.05","0.866666667","0.65","0.18","0.135","0.573333333","0.43","21.31147541","23.89380531","75","0.78975","3.111111111","4.148148148","6","8","19.11111111","25.48148148","1.755","2.34","25.11111111","33.48148148"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00060","","","","20","9","3.8","8","15","0.6","0.3","26.68","3.5","1.95","1.08","151.12","105.11","26.01","56.11","4.47","6.79","9.57","0.13","0.9","4.7","23","0.075","0.02","0.039130435","2.555555556","1.15","0.888888889","0.4","0.1","0.045","0.422222222","0.19","34.7826087","19.14893617","45","0.24012","1.333333333","2.962962963","2","4.444444444","8.444444444","18.7654321","0.5336","1.185777778","10.44444444","23.20987654"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00061","","","","20","7","4.5","20","18","2.6","0.5","31.62","3.37","1.56","0.89","93.6","85.4","5.75","63.8","3.15","4.65","8.16","0.11","3.1","7.6","38","0.13","0.027777778","0.081578947","5.428571429","1.9","2.857142857","1","0.442857143","0.155","0.642857143","0.225","52.63157895","40.78947368","35","0.98022","5.777777778","16.50793651","6.888888889","19.68253968","10","28.57142857","2.178266667","6.223619048","16.88888889","48.25396825"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00062","","","","20","10","4.2","11","22","2.6","0.6","28.43","5.38","2.04","1.15","79.19","91.1","6.96","61.71","3.05","4.85","8.65","0.18","3.2","7.4","33","0.236363636","0.027272727","0.096969697","3.3","1.65","1.1","0.55","0.32","0.16","0.42","0.21","33.33333333","43.24324324","50","0.90976","5.777777778","11.55555556","7.111111111","14.22222222","9.333333333","18.66666667","2.021688889","4.043377778","16.44444444","32.88888889"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00063","","","","20","13","4.5","22","58","3.9","1.7","24.06","4.11","1.96","1.22","126.95","105.35","32.43","52.9","2.37","3.7","18.13","0.11","5.6","10.1","80","0.177272727","0.029310345","0.07","6.153846154","4","1.692307692","1.1","0.430769231","0.28","0.346153846","0.225","27.5","55.44554455","65","1.34736","8.666666667","13.33333333","12.44444444","19.14529915","10","15.38461538","2.994133333","4.606358974","22.44444444","34.52991453"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00064","","","","20","14","4","25","45","3.9","1.3","29.84","4.54","1.85","1.15","78.95","82.08","25.98","61.73","1.48","2.46","11.84","0.26","5.2","9.2","70","0.156","0.028888889","0.074285714","5","3.5","1.785714286","1.25","0.371428571","0.26","0.285714286","0.2","35.71428571","56.52173913","70","1.55168","8.666666667","12.38095238","11.55555556","16.50793651","8.888888889","12.6984127","3.448177778","4.925968254","20.44444444","29.20634921"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00065","","","","20","20","10","16","77","1.9","2.4","30.69","4.17","1.79","1.11","136.32","87.18","23.08","60.55","3.74","5.48","8.59","0.19","4.3","14.3","93","0.11875","0.031168831","0.046236559","4.65","4.65","0.8","0.8","0.215","0.215","0.5","0.5","17.20430108","30.06993007","100","1.31967","4.222222222","4.222222222","9.555555556","9.555555556","22.22222222","22.22222222","2.9326","2.9326","31.77777778","31.77777778"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00066","","","","20","12","4.5","29","46","2.7","0.9","29.82","2.91","1.61","0.97","141.38","94.21","26.35","59.78","4.84","7.05","8.1","0.47","3.6","8.1","75","0.093103448","0.019565217","0.048","6.25","3.75","2.416666667","1.45","0.3","0.18","0.375","0.225","38.66666667","44.44444444","60","1.07352","6","10","8","13.33333333","10","16.66666667","2.3856","3.976","18","30"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00067","","","","20","18","7.9","11","65","1.6","1.3","30.57","5.45","2.13","1.39","168.06","113.34","38.92","55.63","1.2","2.4","17.11","0.37","2.9","10.8","76","0.145454545","0.02","0.038157895","4.222222222","3.8","0.611111111","0.55","0.161111111","0.145","0.438888889","0.395","14.47368421","26.85185185","90","0.88653","3.555555556","3.950617284","6.444444444","7.160493827","17.55555556","19.50617284","1.970066667","2.188962963","24","26.66666667"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00068","","","","20","16","5.4","3","40","0.6","0.8","27.95","6.11","2.51","1.57","169.89","125.97","36.5","49.17","1.6","2.85","19.91","0.67","1.4","6.8","43","0.2","0.02","0.03255814","2.6875","2.15","0.1875","0.15","0.0875","0.07","0.3375","0.27","6.976744186","20.58823529","80","0.3913","1.333333333","1.666666667","3.111111111","3.888888889","12","15","0.869555556","1.086944444","15.11111111","18.88888889"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00069","","","","20","9","4.2","8","26","1.4","0.65","24.95","4.5","2.1","1.24","108.54","98.42","24.08","53.26","2.92","4.51","16.8","0.35","2.05","6.25","34","0.175","0.025","0.060294118","3.777777778","1.7","0.888888889","0.4","0.227777778","0.1025","0.466666667","0.21","23.52941176","32.8","45","0.511475","3.111111111","6.913580247","4.555555556","10.12345679","9.333333333","20.74074074","1.136611111","2.525802469","13.88888889","30.86419753"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00070","","","","20","10","4","13","24","1.7","0.5","19.41","7.21","2.69","1.7","163.19","124.25","43.2","43.17","2.5","4.35","25.3","0.66","2.2","6.2","37","0.130769231","0.020833333","0.059459459","3.7","1.85","1.3","0.65","0.22","0.11","0.4","0.2","35.13513514","35.48387097","50","0.42702","3.777777778","7.555555556","4.888888889","9.777777778","8.888888889","17.77777778","0.948933333","1.897866667","13.77777778","27.55555556"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00071","","","","20","16","6","3","35","0.25","0.3","28.46","4.45","2.51","1.52","253.77","157.9","48.02","43.67","1.62","2.94","23.77","1","0.55","6.55","38","0.083333333","0.008571429","0.014473684","2.375","1.9","0.1875","0.15","0.034375","0.0275","0.375","0.3","7.894736842","8.396946565","80","0.15653","0.555555556","0.694444444","1.222222222","1.527777778","13.33333333","16.66666667","0.347844444","0.434805556","14.55555556","18.19444444"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00072","","","","20","17","6.7","0","19","0","0.1","","","","","","","","","","","","","0.1","6.8","19","","0.005263158","0.005263158","1.117647059","0.95","0","0","0.005882353","0.005","0.394117647","0.335","0","1.470588235","85","","0","0","0.222222222","0.261437908","14.88888889","17.51633987","","","15.11111111","17.77777778"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00073","","","","20","9","4","8","10","0.9","0.4","29.11","7.09","2.63","1.58","331.23","171.04","33.1","50.58","1.76","3.36","17.03","0.51","1.3","5.3","18","0.1125","0.04","0.072222222","2","0.9","0.888888889","0.4","0.144444444","0.065","0.444444444","0.2","44.44444444","24.52830189","45","0.37843","2","4.444444444","2.888888889","6.419753086","8.888888889","19.75308642","0.840955556","1.868790123","11.77777778","26.17283951"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00074","","","","20","3","1","6","6","0.6","0.3","31.08","7.94","2.62","1.59","272.37","156.86","40.9","52.21","1.2","2.45","13.79","0.36","0.9","1.9","12","0.1","0.05","0.075","4","0.6","2","0.3","0.3","0.045","0.333333333","0.05","50","47.36842105","15","0.27972","1.333333333","8.888888889","2","13.33333333","2.222222222","14.81481481","0.6216","4.144","4.222222222","28.14814815"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00075","","","","20","12","5.5","8","24","0.9","0.7","31.41","6.79","2.77","1.52","228.55","150.83","13.36","51.18","2.18","3.67","19.17","0.74","1.6","7.1","32","0.1125","0.029166667","0.05","2.666666667","1.6","0.666666667","0.4","0.133333333","0.08","0.458333333","0.275","25","22.53521127","60","0.50256","2","3.333333333","3.555555556","5.925925926","12.22222222","20.37037037","1.1168","1.861333333","15.77777778","26.2962963"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00076","","","","20","1","0.8","0","2","0","0.03","","","","","","","","","","","","","0.03","0.83","2","","0.015","0.015","2","0.1","0","0","0.03","0.0015","0.8","0.04","0","3.614457831","5","","0","0","0.066666667","1.333333333","1.777777778","35.55555556","","","1.844444444","36.88888889"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00077","","","","20","7","3.8","0","7","0","0.2","27.47","5.75","2.41","1.28","159.12","116.43","9.69","52.62","2.61","4.1","16.17","0.38","0.2","4","7","","0.028571429","0.028571429","1","0.35","0","0","0.028571429","0.01","0.542857143","0.19","0","5","35","0.05494","0","0","0.444444444","1.26984127","8.444444444","24.12698413","0.122088889","0.348825397","8.888888889","25.3968254"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00078","","","","20","10","3.6","1","21","0.3","0.2","24.65","9.33","3.15","1.76","210.04","140.93","22.65","44.83","2.51","4.19","22.83","1.16","0.5","4.1","22","0.3","0.00952381","0.022727273","2.2","1.1","0.1","0.05","0.05","0.025","0.36","0.18","4.545454545","12.19512195","50","0.12325","0.666666667","1.333333333","1.111111111","2.222222222","8","16","0.273888889","0.547777778","9.111111111","18.22222222"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00079","","","","20","14","13","20","54","3.9","1.2","33.33","3.8","1.67","1.1","126.92","96.32","25.42","65.07","0.88","2.05","12.22","0.18","5.1","18.1","74","0.195","0.022222222","0.068918919","5.285714286","3.7","1.428571429","1","0.364285714","0.255","0.928571429","0.65","27.02702703","28.17679558","70","1.69983","8.666666667","12.38095238","11.33333333","16.19047619","28.88888889","41.26984127","3.7774","5.396285714","40.22222222","57.46031746"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00080","","","","20","16","4","16","35","1.7","0.7","31.16","3.45","1.68","1.01","107.98","88.64","31.87","60.8","1.28","2.25","15.02","0.07","2.4","6.4","51","0.10625","0.02","0.047058824","3.1875","2.55","1","0.8","0.15","0.12","0.25","0.2","31.37254902","37.5","80","0.74784","3.777777778","4.722222222","5.333333333","6.666666667","8.888888889","11.11111111","1.661866667","2.077333333","14.22222222","17.77777778"
"","","PEP2008CSR-AT01","","","","","","","","","PEP2008CSR-AT01-00081","","","","20","13","5.1","25","30","6.2","1.2","23.06","6.26","2.5","1.44","212.21","132.42","28.44","51.74","4.88","7.76","11.55","0.53","7.4","12.5","55","0.248","0.04","0.134545455","4.230769231","2.75","1.923076923","1.25","0.569230769","0.37","0.392307692","0.255","45.45454545","59.2","65","1.70644","13.77777778","21.1965812","16.44444444","25.2991453","11.33333333","17.43589744","3.792088889","5.833982906","27.77777778","42.73504274"
