"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of total carotenoids in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000290","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00038","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00039","","","","26","14","1","1","6","14","11","12","35","2.1","1.2","15","7","5","1","50.9","13.4","1","1","5","3","3.44","2.01","1.29","95.49","82.07","25.56","7.76","50.32","7.77","10.96","7.81","0.47","3.3","18.3","47","0.175","0.034285714","0.070212766","3.357142857","1.807692308","0.857142857","0.461538462","0.235714286","0.126923077","1.071428571","0.576923077","25.53191489","18.03278689","53.84615385","26.32612967","0.868762279","2.991452991","5.555555556","4.700854701","8.73015873","21.36752137","39.68253968","1.237553104","2.298312907","26.06837607","48.41269841"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00040","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00041","","","","26","26","1","1","8","14","13","53","48","22","9","24","9","7","1","45.2","9.9","7","7","9","1","3.6","2.12","1.47","75.43","117.23","35.27","14.37","42.06","4.96","7.68","23.18","0.75","31","55","101","0.41509434","0.1875","0.306930693","7.214285714","3.884615385","3.785714286","2.038461538","2.214285714","1.192307692","1.714285714","0.923076923","52.47524752","56.36363636","53.84615385","21.90265487","6.789823009","31.33903134","58.2010582","44.15954416","82.01058201","34.18803419","63.49206349","9.672112548","17.96249473","78.34757835","145.5026455"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00042","","","","26","25","1","1","8","12","12","50","40","11","3.5","21","1","1","3","","","1","7","3","3","","","","","","","12.39","","","","","","14.5","35.5","90","0.22","0.0875","0.161111111","7.5","3.461538462","4.166666667","1.923076923","1.208333333","0.557692308","1.75","0.807692308","55.55555556","40.84507042","46.15384615","","","15.66951567","33.95061728","20.65527066","44.75308642","29.91452991","64.81481481","","","50.56980057","109.5679012"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00043","","","","26","20","1","1","7","10","5","7","19","3","19","15","1","1","1","50.2","14.2","9","1","3","3","3.44","1.78","1.07","24.95","86.29","31.72","12.39","49.32","6.65","9.75","13.14","1.2","22","37","26","0.428571429","1","0.846153846","2.6","1","0.7","0.269230769","2.2","0.846153846","1.5","0.576923077","26.92307692","59.45945946","38.46153846","28.28685259","6.22310757","4.273504274","11.11111111","31.33903134","81.48148148","21.36752137","55.55555556","8.864825598","23.04854655","52.70655271","137.037037"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00044","","","","26","26","1","1","7","12","12","32","80","13","9","13","7","7","7","50","11.2","1","5","3","3","2.94","2.08","1.15","95.7","133.88","19.45","3.76","43.51","10.9","15.2","6.69","0.94","22","35","112","0.40625","0.1125","0.196428571","9.333333333","4.307692308","2.666666667","1.230769231","1.833333333","0.846153846","1.083333333","0.5","28.57142857","62.85714286","46.15384615","22.4","4.928","18.51851852","40.12345679","31.33903134","67.90123457","18.51851852","40.12345679","7.01994302","15.20987654","49.85754986","108.0246914"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00045","","","","26","5","1","1","4","3","3","5","12","1.8","2","5.7","1","1","1","40.2","12.2","1","3","5","5","3.44","2.08","1.39","33.21","106.47","31.79","7.76","45.82","3.33","5.88","24.89","0.48","3.8","9.5","17","0.36","0.166666667","0.223529412","5.666666667","0.653846154","1.666666667","0.192307692","1.266666667","0.146153846","1.9","0.219230769","29.41176471","40","11.53846154","30.34825871","1.153233831","2.564102564","22.22222222","5.413105413","46.91358025","8.11965812","70.37037037","1.642783235","14.2374547","13.53276353","117.2839506"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00046","","","","26","20","1","1","7","15","12","30","42","6.5","2","30","1","1","1","50.6","10.7","1","3","5","5","3.97","2.6","1.64","163.97","165.29","58.51","14.37","29.84","7.57","11.38","27.43","0.89","8.5","38.5","72","0.216666667","0.047619048","0.118055556","4.8","2.769230769","2","1.153846154","0.566666667","0.326923077","2","1.153846154","41.66666667","22.07792208","57.69230769","21.14624506","1.79743083","9.259259259","16.04938272","12.10826211","20.98765432","42.73504274","74.07407407","2.560442778","4.438100815","54.84330484","95.0617284"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00047","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00048","","","","26","21","1","1","8","13","13","42","7","19","3.2","15","9","7","1","32.7","7.2","5","7","1","3","","","","","","","12.39","","","","","","22.2","37.2","49","0.452380952","0.457142857","0.453061224","3.769230769","1.884615385","3.230769231","1.615384615","1.707692308","0.853846154","1.153846154","0.576923077","85.71428571","59.67741935","50","22.01834862","4.888073394","27.06552707","54.13105413","31.62393162","63.24786325","21.36752137","42.73504274","6.963067514","13.92613503","52.99145299","105.982906"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00049","","","","26","3","4","1","2","2","2","2","3","1","0.1","1","1","1","1","50.8","15","1","1","1","5","3.01","1.76","1.23","97.93","84.74","16.72","12.39","55.3","3.23","5.2","14.49","0.43","1.1","2.1","5","0.5","0.033333333","0.22","2.5","0.192307692","1","0.076923077","0.55","0.042307692","0.5","0.038461538","40","52.38095238","7.692307692","29.52755906","0.32480315","1.424501425","18.51851852","1.566951567","20.37037037","1.424501425","18.51851852","0.462682549","6.014873141","2.991452991","38.88888889"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00050","","","","26","24","1","1","6","16","16","27","48","8","6.2","8","3","7","5","50.2","13.5","7","3","7","5","3.79","2.03","1.4","39.59","99.17","40.64","6.12","50.2","3.71","5.63","17.48","1.13","14.2","22.2","75","0.296296296","0.129166667","0.189333333","4.6875","2.884615385","1.6875","1.038461538","0.8875","0.546153846","0.5","0.307692308","36","63.96396396","61.53846154","26.89243028","3.8187251","11.3960114","18.51851852","20.22792023","32.87037037","11.3960114","18.51851852","5.439779344","8.839641434","31.62393162","51.38888889"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00051","","","","26","23","1","1","7","17","17","97","90","12.5","4.2","16","1","3","1","50.7","13.8","3","3","5","5","4.33","2.29","1.42","110.8","147.36","37.94","14.37","47.73","3.77","6.37","18.17","0.76","16.7","32.7","187","0.128865979","0.046666667","0.089304813","11","7.192307692","5.705882353","3.730769231","0.982352941","0.642307692","0.941176471","0.615384615","51.87165775","51.07033639","65.38461538","27.21893491","4.54556213","17.80626781","27.23311547","23.78917379","36.38344227","22.79202279","34.8583878","6.47515973","9.903185469","46.58119658","71.24183007"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00052","","","","26","22","1","1","8","20","20","23","24","4","1.3","23","3","3","1","50.8","14.2","5","5","5","5","2.42","1.67","1.12","43.4","83.2","24.13","14.37","49.8","4.64","6.92","17.79","0.44","5.3","28.3","47","0.173913043","0.054166667","0.112765957","2.35","1.807692308","1.15","0.884615385","0.265","0.203846154","1.15","0.884615385","48.93617021","18.72791519","76.92307692","27.95275591","1.481496063","5.698005698","7.407407407","7.54985755","9.814814815","32.76353276","42.59259259","2.110393252","2.743511228","40.31339031","52.40740741"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00053","","","","26","22","4","1","5","12","10","24","32","49","1.2","7","1","1","3","50.2","14.6","3","3","3","5","2.8","1.6","1.08","","65.67","29.51","6.12","48.59","6.88","9.83","15.17","0.9","50.2","57.2","56","2.041666667","0.0375","0.896428571","4.666666667","2.153846154","2","0.923076923","4.183333333","1.930769231","0.583333333","0.269230769","42.85714286","87.76223776","46.15384615","29.08366534","14.6","69.8005698","151.2345679","71.50997151","154.9382716","9.971509972","21.60493827","20.7977208","45.0617284","81.48148148","176.5432099"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00054","","","","26","26","1","1","8","17","17","48","24","14","1","17.5","7","7","1","50.7","12","5","1","9","7","2.66","1.77","1.19","47.17","94.91","33.01","12.39","41.64","7.63","11.46","19.93","0.81","15","32.5","72","0.291666667","0.041666667","0.208333333","4.235294118","2.769230769","2.823529412","1.846153846","0.882352941","0.576923077","1.029411765","0.673076923","66.66666667","46.15384615","65.38461538","23.66863905","3.550295858","19.94301994","30.50108932","21.36752137","32.67973856","24.92877493","38.12636166","5.057401507","7.734849364","46.2962963","70.80610022"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00055","","","","26","22","1","1","6","10","10","9","24","2.2","1.3","4","5","9","3","50.2","14","1","5","5","3","2.38","1.44","0.91","","35.53","24.41","12.39","59.56","3.58","5.18","12.52","0.37","3.5","7.5","33","0.244444444","0.054166667","0.106060606","3.3","1.269230769","0.9","0.346153846","0.35","0.134615385","0.4","0.153846154","27.27272727","46.66666667","38.46153846","27.88844622","0.976095618","3.133903134","8.148148148","4.985754986","12.96296296","5.698005698","14.81481481","1.390449598","3.615168954","10.68376068","27.77777778"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00056","","","","26","24","1","1","6","14","13","68","24","14","1.4","9.5","1","1","3","40.3","16.9","1","1","5","5","2.88","1.45","1.04","95.97","60.83","22.82","7.76","67.68","2.17","3.95","7.71","0.09","15.4","24.9","92","0.205882353","0.058333333","0.167391304","6.571428571","3.538461538","4.857142857","2.615384615","1.1","0.592307692","0.678571429","0.365384615","73.91304348","61.84738956","53.84615385","41.93548387","6.458064516","19.94301994","37.03703704","21.93732194","40.74074074","13.53276353","25.13227513","9.199522103","17.08482676","35.47008547","65.87301587"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00057","","","","26","18","1","1","7","14","14","18","12","3.8","0.9","6","1","1","1","50.4","12.9","7","9","3","1","2.45","1.87","1.1","54.83","100.64","30.94","7.23","40.01","9.49","13.54","17.89","0.58","4.7","10.7","30","0.211111111","0.075","0.156666667","2.142857143","1.153846154","1.285714286","0.692307692","0.335714286","0.180769231","0.428571429","0.230769231","60","43.92523364","53.84615385","25.5952381","1.20297619","5.413105413","10.05291005","6.695156695","12.43386243","8.547008547","15.87301587","1.713641297","3.182476694","15.24216524","28.30687831"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00058","","","","26","24","1","1","7","16","16","60","24","11","1.7","8","3","3","1","50.2","12.6","5","1","3","5","2.71","1.73","1.13","40.18","91.59","24.24","12.39","47.09","5.77","7.99","17.5","0.86","12.7","20.7","84","0.183333333","0.070833333","0.151190476","5.25","3.230769231","3.75","2.307692308","0.79375","0.488461538","0.5","0.307692308","71.42857143","61.352657","61.53846154","25.09960159","3.187649402","15.66951567","25.46296296","18.09116809","29.39814815","11.3960114","18.51851852","4.540811115","7.378818061","29.48717949","47.91666667"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00059","","","","26","20","1","1","6","13","13","20","21","5.2","1.1","4.4","3","7","1","24.9","7","3","5","3","3","2.42","1.75","1.06","78.95","102.98","25.01","7.76","46.28","10.7","15.04","9.96","0.37","6.3","10.7","41","0.26","0.052380952","0.153658537","3.153846154","1.576923077","1.538461538","0.769230769","0.484615385","0.242307692","0.338461538","0.169230769","48.7804878","58.87850467","50","28.1124498","1.771084337","7.407407407","14.81481481","8.974358974","17.94871795","6.267806268","12.53561254","2.522912161","5.045824323","15.24216524","30.48433048"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00060","","","","26","19","1","1","7","12","12","30","30","10.5","3.2","11","1","3","1","","","7","3","1","3","","","","","","","14.37","","","","","","13.7","24.7","60","0.35","0.106666667","0.228333333","5","2.307692308","2.5","1.153846154","1.141666667","0.526923077","0.916666667","0.423076923","50","55.46558704","46.15384615","","","14.95726496","32.40740741","19.51566952","42.28395062","15.66951567","33.95061728","","","35.18518519","76.2345679"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00061","","","","26","25","4","1","6","14","14","20","40","3.4","4.2","3","7","3","1","50.2","14.8","3","3","1","5","2.71","1.76","1.28","119.21","107.71","25.31","5.49","58.67","3.96","6.12","9.18","0.55","7.6","10.6","60","0.17","0.105","0.126666667","4.285714286","2.307692308","1.428571429","0.769230769","0.542857143","0.292307692","0.214285714","0.115384615","33.33333333","71.69811321","53.84615385","29.48207171","2.24063745","4.843304843","8.994708995","10.82621083","20.10582011","4.273504274","7.936507937","3.19179124","5.927612302","15.0997151","28.04232804"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00062","","","","26","6","1","1","4","4","4","7","13","2.4","1.6","1","3","7","1","","","1","1","1","5","","","","","","","14.37","","","","","","4","5","20","0.342857143","0.123076923","0.2","5","0.769230769","1.75","0.269230769","1","0.153846154","0.25","0.038461538","35","80","15.38461538","","","3.418803419","22.22222222","5.698005698","37.03703704","1.424501425","9.259259259","","","7.122507123","46.2962963"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00063","","","","26","23","1","1","7","12","9","11","18","2.2","0.7","12","3","3","1","34.5","10","1","5","1","3","2.42","1.62","1.14","44.13","61.35","20.55","5.49","56.81","3.46","4.98","12.5","0.44","2.9","14.9","29","0.2","0.038888889","0.1","2.416666667","1.115384615","0.916666667","0.423076923","0.241666667","0.111538462","1","0.461538462","37.93103448","19.46308725","46.15384615","28.98550725","0.84057971","3.133903134","6.790123457","4.131054131","8.950617284","17.09401709","37.03703704","1.197406995","2.594381821","21.22507123","45.98765432"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00064","","","","26","26","1","1","9","18","18","80","77","12","7","18","9","7","7","31","9.7","7","3","1","3","3.34","1.77","1.27","64.17","78.8","26.76","14.37","55.28","4.03","6.17","12.24","0.33","19","37","157","0.15","0.090909091","0.121019108","8.722222222","6.038461538","4.444444444","3.076923077","1.055555556","0.730769231","1","0.692307692","50.95541401","51.35135135","69.23076923","31.29032258","5.94516129","17.09401709","24.69135802","27.06552707","39.09465021","25.64102564","37.03703704","8.468890727","12.23284216","52.70655271","76.13168724"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00065","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00066","","","","26","23","1","1","6","9","9","21","29","6","1.3","4","5","5","3","33.7","10.4","1","1","5","5","4.52","2.11","1.37","65.57","87.01","33.47","14.37","57.78","3.26","5.51","10.69","0.36","7.3","11.3","50","0.285714286","0.044827586","0.146","5.555555556","1.923076923","2.333333333","0.807692308","0.811111111","0.280769231","0.444444444","0.153846154","42","64.60176991","34.61538462","30.86053412","2.252818991","8.547008547","24.69135802","10.3988604","30.04115226","5.698005698","16.46090535","3.209143862","9.270860046","16.0968661","46.50205761"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00067","","","","26","14","1","1","5","14","8","12","10","3.4","1.2","9","3","3","1","50.5","12.3","1","3","9","5","3.26","1.87","1.19","59.52","106.41","36.42","14.37","46.6","5.75","8.56","19.04","1.03","4.6","13.6","22","0.283333333","0.12","0.209090909","1.571428571","0.846153846","0.857142857","0.461538462","0.328571429","0.176923077","0.642857143","0.346153846","54.54545455","33.82352941","53.84615385","24.35643564","1.12039604","4.843304843","8.994708995","6.552706553","12.16931217","12.82051282","23.80952381","1.596005754","2.964010687","19.37321937","35.97883598"
"","","MZP2013UMB-AT04","","","","","","","","","MZP2013UMB-AT04-00068","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
