"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Weight of vines per NET plot in kg|CO_331:0000227","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Total storage root weight per NET plot in kg|CO_331:0000237","Total storage roots yield computation tons per ha|CO_331:0000296","Commercial storage root yield tons per ha|CO_331:0000809","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in kg per plot|CO_331:0000683","Harvest index computing percent|CO_331:0000302","Storage root dry matter content computing percent|CO_331:0000297","Survival index computing percent|CO_331:0000301","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Percentage of commercial storage root|CO_331:0000682","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00053","","","","23","23","1","1","8","13","23","16","3","1.2","6","1.1","1","1","3","11.03","4","2.3","3.703703704","1.93236715","20.93397746","15.3","15.03267974","26","100","9","0.4","0.183333333","0.255555556","0.391304348","0.391304348","0.130434783","0.130434783","0.1","0.1","33.33333333","0.598","1.93236715","3.703703704","0.962962963","0.962962963","24.63768116","0.565217391","0.565217391","20.93397746","24.63768116"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00054","","","","23","23","1","1","8","7","18","15","33","3","35","1.2","1","1","2","4.61","4","4.2","6.763285024","4.830917874","11.27214171","11.2","37.5","26","78.26086957","68","0.090909091","0.034285714","0.061764706","3.777777778","2.956521739","1.833333333","1.434782609","0.233333333","0.182608696","48.52941176","1.092","6.172839506","8.641975309","1.758454106","2.24691358","18.03542673","0.388888889","0.304347826","14.40329218","23.04526749"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00055","","","","23","23","1","1","8","7.2","22","14","24","3.1","17","1","3","3","4","12.39","3","4.1","6.602254428","4.99194847","11.5942029","11.3","36.28318584","24","95.65217391","41","0.129166667","0.058823529","0.1","1.863636364","1.782608696","1.090909091","1.043478261","0.186363636","0.17826087","58.53658537","0.984","5.218855219","6.902356902","1.584541063","1.656565657","18.19645733","0.327272727","0.313043478","12.12121212","19.02356902"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00056","","","","23","23","1","1","7","16","18","14","61","3.1","95","1.6","3","4","5","10.5","4","4.7","7.568438003","4.99194847","25.76489533","20.7","22.70531401","24","78.26086957","156","0.050819672","0.016842105","0.030128205","8.666666667","6.782608696","3.388888889","2.652173913","0.261111111","0.204347826","39.1025641","1.128","6.378600823","9.670781893","1.816425121","2.320987654","33.33333333","0.888888889","0.695652174","32.9218107","42.59259259"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00057","","","","23","23","3","1","8","0.5","20","16","15","1.4","16","0.3","3","1","5","12.39","3","1.7","2.737520129","2.254428341","0.805152979","2.2","77.27272727","22","86.95652174","31","0.093333333","0.01875","0.05483871","1.55","1.347826087","0.75","0.652173913","0.085","0.073913043","48.38709677","0.374","2.592592593","3.148148148","0.602254428","0.692592593","3.542673108","0.025","0.02173913","0.925925926","4.074074074"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00058","","","","23","23","1","1","9","18","21","9","13","1","15","0.4","2","4","4","3.76","4","1.4","2.254428341","1.610305958","28.98550725","19.4","7.216494845","32","91.30434783","28","0.076923077","0.026666667","0.05","1.333333333","1.217391304","0.619047619","0.565217391","0.066666667","0.060869565","46.42857143","0.448","1.76366843","2.469135802","0.721417069","0.790123457","31.23993559","0.857142857","0.782608696","31.74603175","34.21516755"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00059","","","","23","23","1","1","7","7.2","23","4","7","0.2","7","0.1","2","4","5","3.76","3","0.3","0.483091787","0.322061192","11.5942029","7.5","4","30","100","14","0.028571429","0.014285714","0.021428571","0.608695652","0.608695652","0.304347826","0.304347826","0.013043478","0.013043478","50","0.09","0.322061192","0.483091787","0.144927536","0.144927536","12.07729469","0.313043478","0.313043478","11.5942029","12.07729469"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00060","","","","23","23","1","1","9","12.4","15","15","16","1.2","24","0.3","3","3","5","14.37","4","1.5","2.415458937","1.93236715","19.96779388","13.9","10.79136691","20.83","65.2173913","40","0.075","0.0125","0.0375","2.666666667","1.739130435","1.066666667","0.695652174","0.1","0.065217391","40","0.31245","2.962962963","3.703703704","0.503140097","0.771481481","22.38325282","0.826666667","0.539130435","30.61728395","34.32098765"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00061","","","","23","23","1","1","5","2.5","19","15","32","1","27","2","3","3","2","1.38","3","3","4.830917874","1.610305958","4.025764895","5.5","54.54545455","29.27","82.60869565","59","0.03125","0.074074074","0.050847458","3.105263158","2.565217391","1.684210526","1.391304348","0.157894737","0.130434783","54.23728814","0.8781","1.949317739","5.847953216","1.414009662","1.711695906","8.85668277","0.131578947","0.108695652","4.873294347","10.72124756"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00062","","","","23","23","1","1","8","6","23","8","14","0.4","11","0.4","3","5","5","7.23","4","0.8","1.288244767","0.644122383","9.661835749","6.8","11.76470588","22.58","100","25","0.028571429","0.036363636","0.032","1.086956522","1.086956522","0.608695652","0.608695652","0.034782609","0.034782609","56","0.18064","0.644122383","1.288244767","0.290885668","0.290885668","10.95008052","0.260869565","0.260869565","9.661835749","10.95008052"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00063","","","","23","23","1","1","8","15.5","21","20","16","20.4","16","4.3","4","4","4","4.61","4","24.7","39.77455717","32.85024155","24.95974235","40.2","61.44278607","36","91.30434783","32","1.275","0.26875","0.771875","1.523809524","1.391304348","0.761904762","0.695652174","1.176190476","1.073913043","50","8.892","35.97883598","43.56261023","14.31884058","15.68253968","64.73429952","0.738095238","0.673913043","27.33686067","70.8994709"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00064","","","","23","23","1","1","7","5.2","19","6","6","0.2","6","0.2","4","4","4","1.38","4","0.4","0.644122383","0.322061192","8.373590982","5.6","7.142857143","27.27","82.60869565","12","0.033333333","0.033333333","0.033333333","0.631578947","0.52173913","0.315789474","0.260869565","0.021052632","0.017391304","50","0.10908","0.389863548","0.779727096","0.175652174","0.212631579","9.017713366","0.273684211","0.226086957","10.13645224","10.91617934"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00065","","","","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00066","","","","23","23","1","1","6","22","10","9","43","8.5","39","2.3","3","4","5","0.15","3","10.8","17.39130435","13.68760064","35.42673108","32.8","32.92682927","28","43.47826087","82","0.197674419","0.058974359","0.131707317","8.2","3.565217391","4.3","1.869565217","1.08","0.469565217","52.43902439","3.024","31.48148148","40","4.869565217","11.2","52.81803543","2.2","0.956521739","81.48148148","121.4814815"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00067","","","","23","23","1","1","5","2","12","9","14","1.2","24","0.9","2","4","5","5.49","4","2.1","3.381642512","1.93236715","3.220611916","4.1","51.2195122","32","52.17391304","38","0.085714286","0.0375","0.055263158","3.166666667","1.652173913","1.166666667","0.608695652","0.175","0.091304348","36.84210526","0.672","3.703703704","6.481481481","1.082125604","2.074074074","6.602254428","0.166666667","0.086956522","6.172839506","12.65432099"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00068","","","","23","23","1","1","8","10","21","15","15","5.2","10","1.3","3","4","4","3.76","4","6.5","10.46698873","8.373590982","16.10305958","16.5","39.39393939","32","91.30434783","25","0.346666667","0.13","0.26","1.19047619","1.086956522","0.714285714","0.652173913","0.30952381","0.282608696","60","2.08","9.171075838","11.4638448","3.349436393","3.668430335","26.57004831","0.476190476","0.434782609","17.6366843","29.1005291"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00069","","","","23","20","1","1","3","1","3","3","6","1.9","7","0.9","2","3","4","4.61","4","2.8","4.508856683","3.05958132","1.610305958","3.8","73.68421053","30","13.04347826","13","0.316666667","0.128571429","0.215384615","4.333333333","0.565217391","2","0.260869565","0.933333333","0.12173913","46.15384615","0.84","23.45679012","34.56790123","1.352657005","10.37037037","6.119162641","0.333333333","0.043478261","12.34567901","46.91358025"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00070","","","","23","23","1","1","7","20","12","9","15","1.2","26","0.8","2","4","2","1.38","4","2","3.220611916","1.93236715","32.20611916","22","9.090909091","32","52.17391304","41","0.08","0.030769231","0.048780488","3.416666667","1.782608696","1.25","0.652173913","0.166666667","0.086956522","36.58536585","0.64","3.703703704","6.172839506","1.030595813","1.975308642","35.42673108","1.666666667","0.869565217","61.72839506","67.90123457"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00071","","","","23","23","1","1","8","15","12","3","5","1.2","6","0.4","4","2","3","0.12","2","1.6","2.576489533","1.93236715","24.15458937","16.6","9.638554217","34","52.17391304","11","0.24","0.066666667","0.145454545","0.916666667","0.47826087","0.416666667","0.217391304","0.133333333","0.069565217","45.45454545","0.544","3.703703704","4.938271605","0.876006441","1.679012346","26.7310789","1.25","0.652173913","46.2962963","51.2345679"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00072","","","","23","23","1","1","8","15","12","11","75","4.2","89","3","2","4","5","0.15","5","7.2","11.5942029","6.763285024","24.15458937","22.2","32.43243243","32","52.17391304","164","0.056","0.033707865","0.043902439","13.66666667","7.130434783","6.25","3.260869565","0.6","0.313043478","45.73170732","2.304","12.96296296","22.22222222","3.710144928","7.111111111","35.74879227","1.25","0.652173913","46.2962963","68.51851852"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00073","","","","23","23","1","1","9","14","16","8","10","1.2","11","0.5","4","3","4","4.61","4","1.7","2.737520129","1.93236715","22.54428341","15.7","10.82802548","26","69.56521739","21","0.12","0.045454545","0.080952381","1.3125","0.913043478","0.625","0.434782609","0.10625","0.073913043","47.61904762","0.442","2.777777778","3.935185185","0.711755233","1.023148148","25.28180354","0.875","0.608695652","32.40740741","36.34259259"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00074","","","","23","23","3","1","8","20","18","10","14","1","11","1.4","3","4","5","5.49","4","2.4","3.8647343","1.610305958","32.20611916","22.4","10.71428571","34","78.26086957","25","0.071428571","0.127272727","0.096","1.388888889","1.086956522","0.777777778","0.608695652","0.133333333","0.104347826","56","0.816","2.057613169","4.938271605","1.314009662","1.679012346","36.07085346","1.111111111","0.869565217","41.15226337","46.09053498"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00075","","","","23","23","1","1","8","9","17","15","26","2.7","2","0.4","3","3","5","4.92","4","3.1","4.99194847","4.347826087","14.49275362","12.1","25.61983471","30","73.91304348","28","0.103846154","0.2","0.110714286","1.647058824","1.217391304","1.529411765","1.130434783","0.182352941","0.134782609","92.85714286","0.93","5.882352941","6.753812636","1.497584541","2.026143791","19.48470209","0.529411765","0.391304348","19.60784314","26.36165577"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00076","","","","23","23","7","1","9","14","16","16","62","10.9","90","5.4","4","4","3","7.76","3","16.3","26.24798712","17.55233494","22.54428341","30.3","53.79537954","28","69.56521739","152","0.175806452","0.06","0.107236842","9.5","6.608695652","3.875","2.695652174","1.01875","0.708695652","40.78947368","4.564","25.23148148","37.73148148","7.349436393","10.56481481","48.79227053","0.875","0.608695652","32.40740741","70.13888889"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00077","","","","23","23","1","1","8","10","21","21","100","14.4","50","1.3","4","4","5","4.61","4","15.7","25.28180354","23.1884058","16.10305958","25.7","61.08949416","20","91.30434783","150","0.144","0.026","0.104666667","7.142857143","6.52173913","4.761904762","4.347826087","0.747619048","0.682608696","66.66666667","3.14","25.3968254","27.68959436","5.056360709","5.537918871","41.38486312","0.476190476","0.434782609","17.6366843","45.32627866"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00078","","","","23","23","1","1","6","5","10","9","11","2.3","17","0.8","3","4","3","3.03","4","3.1","4.99194847","3.703703704","8.051529791","8.1","38.27160494","26","43.47826087","28","0.209090909","0.047058824","0.110714286","2.8","1.217391304","1.1","0.47826087","0.31","0.134782609","39.28571429","0.806","8.518518519","11.48148148","1.297906602","2.985185185","13.04347826","0.5","0.217391304","18.51851852","30"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00079","","","","23","23","1","1","6","2","13","3","0","0","5","0.3","1","4","2","1.17","4","0.3","0.483091787","0","3.220611916","2.3","13.04347826","37.5","56.52173913","5","","0.06","0.06","0.384615385","0.217391304","0","0","0.023076923","0.013043478","0","0.1125","0","0.854700855","0.18115942","0.320512821","3.703703704","0.153846154","0.086956522","5.698005698","6.552706553"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00080","","","","23","23","1","1","9","9","22","19","51","4.8","37","0.8","3","3","5","11.03","4","5.6","9.017713366","7.729468599","14.49275362","14.6","38.35616438","28","95.65217391","88","0.094117647","0.021621622","0.063636364","4","3.826086957","2.318181818","2.217391304","0.254545455","0.243478261","57.95454545","1.568","8.080808081","9.427609428","2.524959742","2.63973064","23.51046699","0.409090909","0.391304348","15.15151515","24.57912458"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00081","","","","23","23","7","1","8","16","20","18","66","10.9","45","1.1","3","5","5","12.39","4","12","19.3236715","17.55233494","25.76489533","28","42.85714286","24","86.95652174","111","0.165151515","0.024444444","0.108108108","5.55","4.826086957","3.3","2.869565217","0.6","0.52173913","59.45945946","2.88","20.18518519","22.22222222","4.637681159","5.333333333","45.08856683","0.8","0.695652174","29.62962963","51.85185185"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00082","","","","23","23","1","1","7","12","18","10","14","2","8","1","4","3","5","1.38","5","3","4.830917874","3.220611916","19.3236715","15","20","28.21","78.26086957","22","0.142857143","0.125","0.136363636","1.222222222","0.956521739","0.777777778","0.608695652","0.166666667","0.130434783","63.63636364","0.8463","4.115226337","6.172839506","1.362801932","1.741358025","24.15458937","0.666666667","0.52173913","24.69135802","30.86419753"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00083","","","","23","23","1","1","6","7","13","12","60","5.1","32","1.1","4","3","5","","3","6.2","9.98389694","8.212560386","11.27214171","13.2","46.96969697","30","56.52173913","92","0.085","0.034375","0.067391304","7.076923077","4","4.615384615","2.608695652","0.476923077","0.269565217","65.2173913","1.86","14.52991453","17.66381766","2.995169082","5.299145299","21.25603865","0.538461538","0.304347826","19.94301994","37.60683761"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00084","","","","23","23","1","1","8","14","16","16","76","10.3","110","3.2","3","3","5","3.03","3","13.5","21.73913043","16.58615137","22.54428341","27.5","49.09090909","30","69.56521739","186","0.135526316","0.029090909","0.072580645","11.625","8.086956522","4.75","3.304347826","0.84375","0.586956522","40.86021505","4.05","23.84259259","31.25","6.52173913","9.375","44.28341385","0.875","0.608695652","32.40740741","63.65740741"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00085","","","","23","23","1","1","8","14","13","11","35","6.4","20","2.2","3","3","4","5.49","4","8.6","13.84863124","10.30595813","22.54428341","22.6","38.05309735","28","56.52173913","55","0.182857143","0.11","0.156363636","4.230769231","2.391304348","2.692307692","1.52173913","0.661538462","0.373913043","63.63636364","2.408","18.23361823","24.5014245","3.877616747","6.86039886","36.39291465","1.076923077","0.608695652","39.88603989","64.38746439"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00086","","","","23","23","1","1","7","4.5","16","11","15","3.2","27","1.7","3","4","5","4.41","5","4.9","7.890499195","5.152979066","7.246376812","9.4","52.12765957","30","69.56521739","42","0.213333333","0.062962963","0.116666667","2.625","1.826086957","0.9375","0.652173913","0.30625","0.213043478","35.71428571","1.47","7.407407407","11.34259259","2.367149758","3.402777778","15.13687601","0.28125","0.195652174","10.41666667","21.75925926"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00087","","","","23","23","6","1","7","7","21","7","15","1.9","10","0.3","4","4","4","7.76","5","2.2","3.542673108","3.05958132","11.27214171","9.2","23.91304348","20","91.30434783","25","0.126666667","0.03","0.088","1.19047619","1.086956522","0.714285714","0.652173913","0.104761905","0.095652174","60","0.44","3.350970018","3.880070547","0.708534622","0.776014109","14.81481481","0.333333333","0.304347826","12.34567901","16.22574956"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00088","","","","23","23","1","1","8","14","10","10","22","4.2","17","0.8","4","4","5","12.39","5","5","8.051529791","6.763285024","22.54428341","19","26.31578947","24","43.47826087","39","0.190909091","0.047058824","0.128205128","3.9","1.695652174","2.2","0.956521739","0.5","0.217391304","56.41025641","1.2","15.55555556","18.51851852","1.93236715","4.444444444","30.5958132","1.4","0.608695652","51.85185185","70.37037037"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00089","","","","23","23","1","1","6","0","4","3","5","0.3","7","0.2","5","5","4","4.61","4","0.5","0.805152979","0.483091787","0","0.5","100","20","17.39130435","12","0.06","0.028571429","0.041666667","3","0.52173913","1.25","0.217391304","0.125","0.02173913","41.66666667","0.1","2.777777778","4.62962963","0.161030596","0.925925926","0.805152979","0","0","0","4.62962963"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00090","","","","23","23","1","3","8","11","16","9","7","1.4","12","0.1","3","2","1","5.49","4","1.5","2.415458937","2.254428341","17.71336554","12.5","12","20","69.56521739","19","0.2","0.008333333","0.078947368","1.1875","0.826086957","0.4375","0.304347826","0.09375","0.065217391","36.84210526","0.3","3.240740741","3.472222222","0.483091787","0.694444444","20.12882448","0.6875","0.47826087","25.46296296","28.93518519"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00091","","","","23","23","1","4","7","3","21","6","17","0.4","10","0.3","4","3","5","4.61","5","0.7","1.127214171","0.644122383","4.830917874","3.7","18.91891892","30.23","91.30434783","27","0.023529412","0.03","0.025925926","1.285714286","1.173913043","0.80952381","0.739130435","0.033333333","0.030434783","62.96296296","0.21161","0.705467372","1.234567901","0.340756844","0.373209877","5.958132045","0.142857143","0.130434783","5.291005291","6.525573192"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00092","","","","23","23","1","1","5","11","5","5","33","2.1","18","0.3","4","4","5","4.61","4","2.4","3.8647343","3.381642512","17.71336554","13.4","17.91044776","30","21.73913043","51","0.063636364","0.016666667","0.047058824","10.2","2.217391304","6.6","1.434782609","0.48","0.104347826","64.70588235","0.72","15.55555556","17.77777778","1.15942029","5.333333333","21.57809984","2.2","0.47826087","81.48148148","99.25925926"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00093","","","","23","23","1","1","6","1","15","7","10","1.3","15","1.4","3","4","2","5.49","4","2.7","4.347826087","2.093397746","1.610305958","3.7","72.97297297","24","65.2173913","25","0.13","0.093333333","0.108","1.666666667","1.086956522","0.666666667","0.434782609","0.18","0.117391304","40","0.648","3.209876543","6.666666667","1.043478261","1.6","5.958132045","0.066666667","0.043478261","2.469135802","9.135802469"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00094","","","","23","23","1","1","8","7","20","10","25","1.6","12","0.9","3","4","4","4.61","3","2.5","4.025764895","2.576489533","11.27214171","9.5","26.31578947","28","86.95652174","37","0.064","0.075","0.067567568","1.85","1.608695652","1.25","1.086956522","0.125","0.108695652","67.56756757","0.7","2.962962963","4.62962963","1.127214171","1.296296296","15.2979066","0.35","0.304347826","12.96296296","17.59259259"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00095","","","","23","23","1","1","8","15","21","10","13","2.3","12","0.4","4","3","3","3.76","4","2.7","4.347826087","3.703703704","24.15458937","17.7","15.25423729","24","91.30434783","25","0.176923077","0.033333333","0.108","1.19047619","1.086956522","0.619047619","0.565217391","0.128571429","0.117391304","52","0.648","4.05643739","4.761904762","1.043478261","1.142857143","28.50241546","0.714285714","0.652173913","26.45502646","31.21693122"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00096","","","","23","23","1","1","5","2","16","6","10","1","7","0.3","4","4","4","7.76","4","1.3","2.093397746","1.610305958","3.220611916","3.3","39.39393939","20","69.56521739","17","0.1","0.042857143","0.076470588","1.0625","0.739130435","0.625","0.434782609","0.08125","0.056521739","58.82352941","0.26","2.314814815","3.009259259","0.418679549","0.601851852","5.314009662","0.125","0.086956522","4.62962963","7.638888889"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00097","","","","23","23","1","1","8","8","16","10","15","2.3","5","1.1","4","3","5","3.96","4","3.4","5.475040258","3.703703704","12.88244767","11.4","29.8245614","34","69.56521739","20","0.153333333","0.22","0.17","1.25","0.869565217","0.9375","0.652173913","0.2125","0.147826087","75","1.156","5.324074074","7.87037037","1.861513688","2.675925926","18.35748792","0.5","0.347826087","18.51851852","26.38888889"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00098","","","","23","23","1","1","7","8","13","11","19","2.3","11","0.9","3","4","3","10.5","3","3.2","5.152979066","3.703703704","12.88244767","11.2","28.57142857","24","56.52173913","30","0.121052632","0.081818182","0.106666667","2.307692308","1.304347826","1.461538462","0.826086957","0.246153846","0.139130435","63.33333333","0.768","6.552706553","9.116809117","1.236714976","2.188034188","18.03542673","0.615384615","0.347826087","22.79202279","31.90883191"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00099","","","","23","23","1","1","8","15","18","13","37","4.9","62","2","4","4","3","7.76","4","6.9","11.11111111","7.890499195","24.15458937","21.9","31.50684932","20","78.26086957","99","0.132432432","0.032258065","0.06969697","5.5","4.304347826","2.055555556","1.608695652","0.383333333","0.3","37.37373737","1.38","10.08230453","14.19753086","2.222222222","2.839506173","35.26570048","0.833333333","0.652173913","30.86419753","45.0617284"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00100","","","","23","23","1","3","5","3","7","7","6","1.9","8","0.6","3","3","4","4.41","5","2.5","4.025764895","3.05958132","4.830917874","5.5","45.45454545","26","30.43478261","14","0.316666667","0.075","0.178571429","2","0.608695652","0.857142857","0.260869565","0.357142857","0.108695652","42.85714286","0.65","10.05291005","13.22751323","1.046698873","3.439153439","8.85668277","0.428571429","0.130434783","15.87301587","29.1005291"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00101","","","","23","23","1","2","6","5","17","11","22","3","26","0.4","4","4","5","0.12","4","3.4","5.475040258","4.830917874","8.051529791","8.4","40.47619048","34","73.91304348","48","0.136363636","0.015384615","0.070833333","2.823529412","2.086956522","1.294117647","0.956521739","0.2","0.147826087","45.83333333","1.156","6.535947712","7.407407407","1.861513688","2.518518519","13.52657005","0.294117647","0.217391304","10.89324619","18.30065359"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00102","","","","23","23","1","1","8","11","13","9","8","1","10","1","4","4","1","11.03","4","2","3.220611916","1.610305958","17.71336554","13","15.38461538","20","56.52173913","18","0.125","0.1","0.111111111","1.384615385","0.782608696","0.615384615","0.347826087","0.153846154","0.086956522","44.44444444","0.4","2.849002849","5.698005698","0.644122383","1.13960114","20.93397746","0.846153846","0.47826087","31.33903134","37.03703704"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00103","","","","23","23","1","1","7","10","12","10","11","2.4","15","1.6","3","3","5","0.12","4","4","6.441223833","3.8647343","16.10305958","14","28.57142857","33.33","52.17391304","26","0.218181818","0.106666667","0.153846154","2.166666667","1.130434783","0.916666667","0.47826087","0.333333333","0.173913043","42.30769231","1.3332","7.407407407","12.34567901","2.146859903","4.114814815","22.54428341","0.833333333","0.434782609","30.86419753","43.20987654"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00104","","","","23","23","1","2","8","25","22","12","37","2.2","25","0.4","4","3","5","5.49","4","2.6","4.186795491","3.542673108","40.25764895","27.6","9.420289855","34","95.65217391","62","0.059459459","0.016","0.041935484","2.818181818","2.695652174","1.681818182","1.608695652","0.118181818","0.113043478","59.67741935","0.884","3.703703704","4.377104377","1.423510467","1.488215488","44.44444444","1.136363636","1.086956522","42.08754209","46.46464646"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00105","","","","23","23","1","1","7","9","15","15","55","7.2","93","5.5","3","3","3","7.76","4","12.7","20.45088567","11.5942029","14.49275362","21.7","58.52534562","22","65.2173913","148","0.130909091","0.059139785","0.085810811","9.866666667","6.434782609","3.666666667","2.391304348","0.846666667","0.552173913","37.16216216","2.794","17.77777778","31.35802469","4.499194847","6.898765432","34.94363929","0.6","0.391304348","22.22222222","53.58024691"
"","","MZP2009CKE-MT01","","","","","","","","","MZP2009CKE-MT01-00106","","","","23","18","1","1","6","3","15","15","40","6.4","71","2.3","2","3","5","5.49","4","8.7","14.00966184","10.30595813","4.830917874","11.7","74.35897436","26","65.2173913","111","0.16","0.032394366","0.078378378","7.4","4.826086957","2.666666667","1.739130435","0.58","0.37826087","36.03603604","2.262","15.80246914","21.48148148","3.642512077","5.585185185","18.84057971","0.2","0.130434783","7.407407407","28.88888889"
