"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2010GUR-AT09","","","","","","","","","MZP2010GUR-AT09-00001","","","","39","31","4","5","4","23","9","4","5","2","0.4","5","3","3","3","5","3","4","5","3.03","2.4","7.4","9","0.5","0.08","0.266666667","0.391304348","0.230769231","0.173913043","0.102564103","0.104347826","0.061538462","0.217391304","0.128205128","44.44444444","32.43243243","58.97435897","1.899335233","3.220611916","2.279202279","3.8647343","4.748338082","8.051529791","7.027540361","11.91626409"
"","","MZP2010GUR-AT09","","","","","","","","","MZP2010GUR-AT09-00002","","","","39","24","6","7","4","24","7","0","7","0","0.4","3","2","2","4","4","3","4","5","0.03","0.4","3.4","7","","0.057142857","0.057142857","0.291666667","0.179487179","0","0","0.016666667","0.01025641","0.125","0.076923077","0","11.76470588","61.53846154","0","0","0.379867047","0.617283951","2.849002849","4.62962963","3.228869896","5.24691358"
"","","MZP2010GUR-AT09","","","","","","","","","MZP2010GUR-AT09-00003","","","","39","33","6","8","4","31","8","4","5","1","0.3","9","2","2","5","5","3","4","5","12.39","1.3","10.3","9","0.25","0.06","0.144444444","0.290322581","0.230769231","0.129032258","0.102564103","0.041935484","0.033333333","0.290322581","0.230769231","44.44444444","12.62135922","79.48717949","0.949667616","1.19474313","1.234567901","1.553166069","8.547008547","10.75268817","9.781576448","12.30585424"
"","","MZP2010GUR-AT09","","","","","","","","","MZP2010GUR-AT09-00004","","","","39","20","4","5","6","20","20","20","13","9","1.5","12.6","4","2","4","5","3","3","3","11.03","10.5","23.1","33","0.45","0.115384615","0.318181818","1.65","0.846153846","1","0.512820513","0.525","0.269230769","0.63","0.323076923","60.60606061","45.45454545","51.28205128","8.547008547","16.66666667","9.971509972","19.44444444","11.96581197","23.33333333","21.93732194","42.77777778"
"","","MZP2010GUR-AT09","","","","","","","","","MZP2010GUR-AT09-00005","","","","39","34","4","5","8","34","34","29","17","6.5","2","27.3","4","4","4","5","3","4","5","12.39","8.5","35.8","46","0.224137931","0.117647059","0.184782609","1.352941176","1.179487179","0.852941176","0.743589744","0.25","0.217948718","0.802941176","0.7","63.04347826","23.74301676","87.17948718","6.172839506","7.080610022","8.072174739","9.259259259","25.92592593","29.73856209","33.99810066","38.99782135"
"","","MZP2010GUR-AT09","","","","","","","","","MZP2010GUR-AT09-00006","","","","39","34","8","9","5","34","6","0","7","0","1","14.5","1","1","5","4","3","4","5","3.03","1","15.5","7","","0.142857143","0.142857143","0.205882353","0.179487179","0","0","0.029411765","0.025641026","0.426470588","0.371794872","0","6.451612903","87.17948718","0","0","0.949667616","1.089324619","13.77018044","15.79520697","14.71984805","16.88453159"
"","","MZP2010GUR-AT09","","","","","","","","","MZP2010GUR-AT09-00007","","","","39","36","8","9","5","32","0","0","0","0","0","29.6","","","","","","","","","0","29.6","0","","","","0","0","0","0","0","0","0.925","0.758974359","","0","82.05128205","0","0","0","0","28.11016144","34.25925926","28.11016144","34.25925926"
"","","MZP2010GUR-AT09","","","","","","","","","MZP2010GUR-AT09-00008","","","","39","35","9","9","4","14","0","0","0","0","0","3","","","","","","","","","0","3","0","","","","0","0","0","0","0","0","0.214285714","0.076923077","","0","35.8974359","0","0","0","0","2.849002849","7.936507937","2.849002849","7.936507937"
"","","MZP2010GUR-AT09","","","","","","","","","MZP2010GUR-AT09-00009","","","","39","33","7","9","4","19","11","5","7","1","1.2","12","3","4","5","5","3","3","5","12.39","2.2","14.2","12","0.2","0.171428571","0.183333333","0.631578947","0.307692308","0.263157895","0.128205128","0.115789474","0.056410256","0.631578947","0.307692308","41.66666667","15.49295775","48.71794872","0.949667616","1.949317739","2.089268756","4.288499025","11.3960114","23.39181287","13.48528015","27.68031189"
"","","MZP2010GUR-AT09","","","","","","","","","MZP2010GUR-AT09-00010","","","","39","28","7","9","4","16","4","0","4","0","0.6","5.9","1","1","5","4","3","4","5","4.61","0.6","6.5","4","","0.15","0.15","0.25","0.102564103","0","0","0.0375","0.015384615","0.36875","0.151282051","0","9.230769231","41.02564103","0","0","0.56980057","1.388888889","5.603038936","13.65740741","6.172839506","15.0462963"
"","","MZP2010GUR-AT09","","","","","","","","","MZP2010GUR-AT09-00011","","","","39","34","3","4","6","34","34","29","34","4","2","21.7","3","3","5","4","3","4","5","7.76","6","27.7","63","0.137931034","0.058823529","0.095238095","1.852941176","1.615384615","0.852941176","0.743589744","0.176470588","0.153846154","0.638235294","0.556410256","46.03174603","21.66064982","87.17948718","3.798670465","4.357298475","5.698005698","6.535947712","20.60778727","23.63834423","26.30579297","30.17429194"
"","","MZP2010GUR-AT09","","","","","","","","","MZP2010GUR-AT09-00012","","","","39","27","5","5","6","13","6","6","0","1","0","7.4","3","3","5","5","3","4","5","10.5","1","8.4","6","0.166666667","","0.166666667","0.461538462","0.153846154","0.461538462","0.153846154","0.076923077","0.025641026","0.569230769","0.18974359","100","11.9047619","33.33333333","0.949667616","2.849002849","0.949667616","2.849002849","7.027540361","21.08262108","7.977207977","23.93162393"
"","","MZP2010GUR-AT09","","","","","","","","","MZP2010GUR-AT09-00013","","","","39","35","7","9","5","35","35","17","24","4","2.5","17.6","4","4","5","5","3","4","5","1.04","6.5","24.1","41","0.235294118","0.104166667","0.158536585","1.171428571","1.051282051","0.485714286","0.435897436","0.185714286","0.166666667","0.502857143","0.451282051","41.46341463","26.97095436","89.74358974","3.798670465","4.232804233","6.172839506","6.878306878","16.71415005","18.62433862","22.88698955","25.5026455"
"","","MZP2010GUR-AT09","","","","","","","","","MZP2010GUR-AT09-00014","","","","39","25","3","5","5","21","21","15","15","5","1.2","23","4","3","5","4","3","4","5","5.49","6.2","29.2","30","0.333333333","0.08","0.206666667","1.428571429","0.769230769","0.714285714","0.384615385","0.295238095","0.158974359","1.095238095","0.58974359","50","21.23287671","53.84615385","4.748338082","8.818342152","5.887939221","10.93474427","21.84235518","40.5643739","27.7302944","51.49911817"
"","","MZP2010GUR-AT09","","","","","","","","","MZP2010GUR-AT09-00015","","","","39","34","6","9","5","5","4","4","0","1","0","2","3","2","5","5","3","4","5","7.23","1","3","4","0.25","","0.25","0.8","0.102564103","0.8","0.102564103","0.2","0.025641026","0.4","0.051282051","100","33.33333333","12.82051282","0.949667616","7.407407407","0.949667616","7.407407407","1.899335233","14.81481481","2.849002849","22.22222222"
