"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00011","","","","39","30","3","5","7","30","19","37","5","7.5","10.5","9","3","3","3","12.5","23","56","0.263157895","0.202702703","0.223214286","1.866666667","1.435897436","0.633333333","0.487179487","0.416666667","0.320512821","0.35","0.269230769","33.92857143","54.34782609","76.92307692","4.748338082","6.172839506","11.8708452","15.43209877","9.971509972","12.96296296","21.84235518","28.39506173"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00012","","","","39","35","1","5","5","32","21","40","5.5","9","11.2","9","3","3","5","14.5","25.7","61","0.261904762","0.225","0.237704918","1.90625","1.564102564","0.65625","0.538461538","0.453125","0.371794872","0.35","0.287179487","34.42622951","56.42023346","82.05128205","5.22317189","6.365740741","13.77018044","16.78240741","10.6362773","12.96296296","24.40645774","29.74537037"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00013","","","","39","30","1","1","5","28","18","35","4.9","7.5","8.5","6","5","5","5","12.4","20.9","53","0.272222222","0.214285714","0.233962264","1.892857143","1.358974359","0.642857143","0.461538462","0.442857143","0.317948718","0.303571429","0.217948718","33.96226415","59.33014354","71.79487179","4.65337132","6.481481481","11.77587844","16.4021164","8.072174739","11.24338624","19.84805318","27.64550265"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00014","","","","39","32","1","1","5","24","16","26","4.5","6.7","5.5","9","5","5","3","11.2","16.7","42","0.28125","0.257692308","0.266666667","1.75","1.076923077","0.666666667","0.41025641","0.466666667","0.287179487","0.229166667","0.141025641","38.0952381","67.06586826","61.53846154","4.273504274","6.944444444","10.6362773","17.28395062","5.22317189","8.487654321","15.85944919","25.77160494"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00015","","","","39","30","3","5","5","23","15","25","4.1","6.5","6.5","9","7","7","3","10.6","17.1","40","0.273333333","0.26","0.265","1.739130435","1.025641026","0.652173913","0.384615385","0.460869565","0.271794872","0.282608696","0.166666667","37.5","61.98830409","58.97435897","3.893637227","6.602254428","10.06647673","17.06924316","6.172839506","10.46698873","16.23931624","27.53623188"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00016","","","","39","29","1","1","5","21","12","29","3.4","5.7","7.5","9","7","7","7","9.1","16.6","41","0.283333333","0.196551724","0.22195122","1.952380952","1.051282051","0.571428571","0.307692308","0.433333333","0.233333333","0.357142857","0.192307692","29.26829268","54.81927711","53.84615385","3.228869896","5.996472663","8.641975309","16.04938272","7.122507123","13.22751323","15.76448243","29.27689594"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00017","","","","39","30","1","3","7","23","17","37","4.7","8","8.5","9","3","3","5","12.7","21.2","54","0.276470588","0.216216216","0.235185185","2.347826087","1.384615385","0.739130435","0.435897436","0.552173913","0.325641026","0.369565217","0.217948718","31.48148148","59.90566038","58.97435897","4.463437797","7.568438003","12.06077873","20.45088567","8.072174739","13.68760064","20.13295347","34.13848631"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00018","","","","39","29","1","1","5","27","20","39","5","7.8","7.5","6","5","5","3","12.8","20.3","59","0.25","0.2","0.216949153","2.185185185","1.512820513","0.740740741","0.512820513","0.474074074","0.328205128","0.277777778","0.192307692","33.89830508","63.05418719","69.23076923","4.748338082","6.858710562","12.15574549","17.55829904","7.122507123","10.28806584","19.27825261","27.84636488"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00019","","","","39","31","1","1","5","30","17","28","5","6.7","6.5","8","3","3","5","11.7","18.2","45","0.294117647","0.239285714","0.26","1.5","1.153846154","0.566666667","0.435897436","0.39","0.3","0.216666667","0.166666667","37.77777778","64.28571429","76.92307692","4.748338082","6.172839506","11.11111111","14.44444444","6.172839506","8.024691358","17.28395062","22.4691358"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00020","","","","39","30","1","1","5","22","16","27","4.4","6.2","7","9","5","5","3","10.6","17.6","43","0.275","0.22962963","0.246511628","1.954545455","1.102564103","0.727272727","0.41025641","0.481818182","0.271794872","0.318181818","0.179487179","37.20930233","60.22727273","56.41025641","4.178537512","7.407407407","10.06647673","17.84511785","6.647673314","11.78451178","16.71415005","29.62962963"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00021","","","","39","30","1","1","5","24","17","31","5","6.7","7.5","9","5","5","3","11.7","19.2","48","0.294117647","0.216129032","0.24375","2","1.230769231","0.708333333","0.435897436","0.4875","0.3","0.3125","0.192307692","35.41666667","60.9375","61.53846154","4.748338082","7.716049383","11.11111111","18.05555556","7.122507123","11.57407407","18.23361823","29.62962963"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00022","","","","39","23","1","1","5","22","14","28","3.9","6","5.5","9","7","7","5","9.9","15.4","42","0.278571429","0.214285714","0.235714286","1.909090909","1.076923077","0.636363636","0.358974359","0.45","0.253846154","0.25","0.141025641","33.33333333","64.28571429","56.41025641","3.703703704","6.565656566","9.401709402","16.66666667","5.22317189","9.259259259","14.62488129","25.92592593"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00023","","","","39","32","1","1","5","30","19","37","5","8.5","8.5","1","3","3","3","13.5","22","56","0.263157895","0.22972973","0.241071429","1.866666667","1.435897436","0.633333333","0.487179487","0.45","0.346153846","0.283333333","0.217948718","33.92857143","61.36363636","76.92307692","4.748338082","6.172839506","12.82051282","16.66666667","8.072174739","10.49382716","20.89268756","27.16049383"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00024","","","","39","21","1","7","5","19","12","23","3.5","4.9","6","4","9","9","5","8.4","14.4","35","0.291666667","0.213043478","0.24","1.842105263","0.897435897","0.631578947","0.307692308","0.442105263","0.215384615","0.315789474","0.153846154","34.28571429","58.33333333","48.71794872","3.323836657","6.822612086","7.977207977","16.37426901","5.698005698","11.69590643","13.67521368","28.07017544"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00025","","","","39","23","1","1","5","20","14","25","4.5","5.5","4.9","4","9","9","7","10","14.9","39","0.321428571","0.22","0.256410256","1.95","1","0.7","0.358974359","0.5","0.256410256","0.245","0.125641026","35.8974359","67.11409396","51.28205128","4.273504274","8.333333333","9.496676163","18.51851852","4.65337132","9.074074074","14.15004748","27.59259259"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00026","","","","39","20","1","1","5","19","13","24","4","5","6.5","2","7","7","3","9","15.5","37","0.307692308","0.208333333","0.243243243","1.947368421","0.948717949","0.684210526","0.333333333","0.473684211","0.230769231","0.342105263","0.166666667","35.13513514","58.06451613","48.71794872","3.798670465","7.797270955","8.547008547","17.54385965","6.172839506","12.6705653","14.71984805","30.21442495"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00027","","","","39","27","1","1","5","25","15","27","4.5","6.5","7","9","5","5","5","11","18","42","0.3","0.240740741","0.261904762","1.68","1.076923077","0.6","0.384615385","0.44","0.282051282","0.28","0.179487179","35.71428571","61.11111111","64.1025641","4.273504274","6.666666667","10.44634378","16.2962963","6.647673314","10.37037037","17.09401709","26.66666667"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00028","","","","39","29","1","1","7","24","16","25","4","5.9","8.5","9","7","5","5","9.9","18.4","41","0.25","0.236","0.241463415","1.708333333","1.051282051","0.666666667","0.41025641","0.4125","0.253846154","0.354166667","0.217948718","39.02439024","53.80434783","61.53846154","3.798670465","6.172839506","9.401709402","15.27777778","8.072174739","13.11728395","17.47388414","28.39506173"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00029","","","","39","27","1","1","5","22","14","27","4.2","6.5","6.5","6","5","5","5","10.7","17.2","41","0.3","0.240740741","0.26097561","1.863636364","1.051282051","0.636363636","0.358974359","0.486363636","0.274358974","0.295454545","0.166666667","34.14634146","62.20930233","56.41025641","3.988603989","7.070707071","10.16144349","18.01346801","6.172839506","10.94276094","16.334283","28.95622896"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00030","","","","39","22","1","1","5","19","13","21","3.7","5","6.1","8","7","7","5","8.7","14.8","34","0.284615385","0.238095238","0.255882353","1.789473684","0.871794872","0.684210526","0.333333333","0.457894737","0.223076923","0.321052632","0.156410256","38.23529412","58.78378378","48.71794872","3.51377018","7.212475634","8.262108262","16.95906433","5.79297246","11.89083821","14.05508072","28.84990253"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00031","","","","39","31","1","1","7","25","14","22","3.8","6.5","7.5","8","5","5","5","10.3","17.8","36","0.271428571","0.295454545","0.286111111","1.44","0.923076923","0.56","0.358974359","0.412","0.264102564","0.3","0.192307692","38.88888889","57.86516854","64.1025641","3.608736942","5.62962963","9.781576448","15.25925926","7.122507123","11.11111111","16.90408357","26.37037037"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00032","","","","39","21","1","1","5","20","13","24","3.7","5.8","8.8","8","5","5","3","9.5","18.3","37","0.284615385","0.241666667","0.256756757","1.85","0.948717949","0.65","0.333333333","0.475","0.243589744","0.44","0.225641026","35.13513514","51.91256831","51.28205128","3.51377018","6.851851852","9.021842355","17.59259259","8.357075024","16.2962963","17.37891738","33.88888889"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00033","","","","39","30","1","3","7","26","12","29","3.5","6.5","7.5","8","7","5","5","10","17.5","41","0.291666667","0.224137931","0.243902439","1.576923077","1.051282051","0.461538462","0.307692308","0.384615385","0.256410256","0.288461538","0.192307692","29.26829268","57.14285714","66.66666667","3.323836657","4.985754986","9.496676163","14.24501425","7.122507123","10.68376068","16.61918329","24.92877493"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00034","","","","39","27","1","5","5","23","14","28","4","6.7","5.5","6","5","5","3","10.7","16.2","42","0.285714286","0.239285714","0.254761905","1.826086957","1.076923077","0.608695652","0.358974359","0.465217391","0.274358974","0.239130435","0.141025641","33.33333333","66.04938272","58.97435897","3.798670465","6.441223833","10.16144349","17.23027375","5.22317189","8.85668277","15.38461538","26.08695652"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00035","","","","39","21","1","3","5","18","12","24","3.5","5.5","7.5","8","7","7","3","9","16.5","36","0.291666667","0.229166667","0.25","2","0.923076923","0.666666667","0.307692308","0.5","0.230769231","0.416666667","0.192307692","33.33333333","54.54545455","46.15384615","3.323836657","7.201646091","8.547008547","18.51851852","7.122507123","15.43209877","15.66951567","33.95061728"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00036","","","","39","27","1","1","5","25","16","27","4","6.5","7.5","8","5","5","5","10.5","18","43","0.25","0.240740741","0.244186047","1.72","1.102564103","0.64","0.41025641","0.42","0.269230769","0.3","0.192307692","37.20930233","58.33333333","64.1025641","3.798670465","5.925925926","9.971509972","15.55555556","7.122507123","11.11111111","17.09401709","26.66666667"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00037","","","","39","28","1","1","7","24","14","28","3.7","6.6","8","7","5","5","5","10.3","18.3","42","0.264285714","0.235714286","0.245238095","1.75","1.076923077","0.583333333","0.358974359","0.429166667","0.264102564","0.333333333","0.205128205","33.33333333","56.28415301","61.53846154","3.51377018","5.709876543","9.781576448","15.89506173","7.597340931","12.34567901","17.37891738","28.24074074"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00038","","","","39","20","1","1","5","17","11","22","3","4.7","6","9","7","7","7","7.7","13.7","33","0.272727273","0.213636364","0.233333333","1.941176471","0.846153846","0.647058824","0.282051282","0.452941176","0.197435897","0.352941176","0.153846154","33.33333333","56.20437956","43.58974359","2.849002849","6.535947712","7.312440646","16.77559913","5.698005698","13.07189542","13.01044634","29.84749455"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00039","","","","39","29","1","1","5","29","19","37","5","7.8","8.5","9","3","3","5","12.8","21.3","56","0.263157895","0.210810811","0.228571429","1.931034483","1.435897436","0.655172414","0.487179487","0.44137931","0.328205128","0.293103448","0.217948718","33.92857143","60.09389671","74.35897436","4.748338082","6.385696041","12.15574549","16.34738186","8.072174739","10.85568327","20.22792023","27.20306513"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00040","","","","39","30","1","1","5","24","13","27","4","6.5","7.5","4","5","5","3","10.5","18","40","0.307692308","0.240740741","0.2625","1.666666667","1.025641026","0.541666667","0.333333333","0.4375","0.269230769","0.3125","0.192307692","32.5","58.33333333","61.53846154","3.798670465","6.172839506","9.971509972","16.2037037","7.122507123","11.57407407","17.09401709","27.77777778"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00041","","","","39","32","1","1","5","30","14","32","4","6","6.5","8","5","5","5","10","16.5","46","0.285714286","0.1875","0.217391304","1.533333333","1.179487179","0.466666667","0.358974359","0.333333333","0.256410256","0.216666667","0.166666667","30.43478261","60.60606061","76.92307692","3.798670465","4.938271605","9.496676163","12.34567901","6.172839506","8.024691358","15.66951567","20.37037037"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00042","","","","39","35","1","1","7","34","20","39","5","7.5","10.5","9","3","3","5","12.5","23","59","0.25","0.192307692","0.211864407","1.735294118","1.512820513","0.588235294","0.512820513","0.367647059","0.320512821","0.308823529","0.269230769","33.89830508","54.34782609","87.17948718","4.748338082","5.446623094","11.8708452","13.61655773","9.971509972","11.4379085","21.84235518","25.05446623"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00043","","","","39","30","1","1","5","24","12","21","3.3","4.5","6","9","7","7","5","7.8","13.8","33","0.275","0.214285714","0.236363636","1.375","0.846153846","0.5","0.307692308","0.325","0.2","0.25","0.153846154","36.36363636","56.52173913","61.53846154","3.133903134","5.092592593","7.407407407","12.03703704","5.698005698","9.259259259","13.10541311","21.2962963"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00044","","","","39","32","1","1","7","32","29","42","6.5","10.5","11.5","9","5","3","5","17","28.5","71","0.224137931","0.25","0.23943662","2.21875","1.820512821","0.90625","0.743589744","0.53125","0.435897436","0.359375","0.294871795","40.84507042","59.64912281","82.05128205","6.172839506","7.523148148","16.14434948","19.67592593","10.92117759","13.31018519","27.06552707","32.98611111"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00045","","","","39","35","1","1","5","35","28","41","6.4","9.5","10.5","1","3","3","3","15.9","26.4","69","0.228571429","0.231707317","0.230434783","1.971428571","1.769230769","0.8","0.717948718","0.454285714","0.407692308","0.3","0.269230769","40.57971014","60.22727273","89.74358974","6.077872745","6.772486772","15.0997151","16.82539683","9.971509972","11.11111111","25.07122507","27.93650794"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00046","","","","39","37","1","1","7","37","32","51","8","11.5","8.5","9","3","3","1","19.5","28","83","0.25","0.225490196","0.234939759","2.243243243","2.128205128","0.864864865","0.820512821","0.527027027","0.5","0.22972973","0.217948718","38.55421687","69.64285714","94.87179487","7.597340931","8.008008008","18.51851852","19.51951952","8.072174739","8.508508509","26.59069326","28.02802803"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00047","","","","39","20","1","1","5","19","14","21","4.5","4.8","6.5","4","5","5","3","9.3","15.8","35","0.321428571","0.228571429","0.265714286","1.842105263","0.897435897","0.736842105","0.358974359","0.489473684","0.238461538","0.342105263","0.166666667","40","58.86075949","48.71794872","4.273504274","8.771929825","8.831908832","18.12865497","6.172839506","12.6705653","15.00474834","30.79922027"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00048","","","","39","32","1","3","7","31","19","41","5","8.5","13.5","8","3","3","3","13.5","27","60","0.263157895","0.207317073","0.225","1.935483871","1.538461538","0.612903226","0.487179487","0.435483871","0.346153846","0.435483871","0.346153846","31.66666667","50","79.48717949","4.748338082","5.973715651","12.82051282","16.12903226","12.82051282","16.12903226","25.64102564","32.25806452"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00049","","","","39","29","1","1","5","28","17","32","4.5","6.5","7.5","8","5","5","3","11","18.5","49","0.264705882","0.203125","0.224489796","1.75","1.256410256","0.607142857","0.435897436","0.392857143","0.282051282","0.267857143","0.192307692","34.69387755","59.45945946","71.79487179","4.273504274","5.952380952","10.44634378","14.55026455","7.122507123","9.920634921","17.5688509","24.47089947"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00050","","","","39","30","1","1","5","27","18","38","4.7","8.5","6","2","5","5","3","13.2","19.2","56","0.261111111","0.223684211","0.235714286","2.074074074","1.435897436","0.666666667","0.461538462","0.488888889","0.338461538","0.222222222","0.153846154","32.14285714","68.75","69.23076923","4.463437797","6.447187929","12.53561254","18.10699588","5.698005698","8.230452675","18.23361823","26.33744856"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00051","","","","39","35","1","1","5","34","21","43","5.2","8.9","7.5","9","3","3","5","14.1","21.6","64","0.247619048","0.206976744","0.2203125","1.882352941","1.641025641","0.617647059","0.538461538","0.414705882","0.361538462","0.220588235","0.192307692","32.8125","65.27777778","87.17948718","4.938271605","5.664488017","13.39031339","15.35947712","7.122507123","8.169934641","20.51282051","23.52941176"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00052","","","","39","33","3","5","7","30","24","45","6","9.5","10.2","6","3","1","3","15.5","25.7","69","0.25","0.211111111","0.224637681","2.3","1.769230769","0.8","0.615384615","0.516666667","0.397435897","0.34","0.261538462","34.7826087","60.31128405","76.92307692","5.698005698","7.407407407","14.71984805","19.13580247","9.686609687","12.59259259","24.40645774","31.72839506"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00053","","","","39","29","1","1","5","28","19","37","5","7.5","7.5","9","3","3","1","12.5","20","56","0.263157895","0.202702703","0.223214286","2","1.435897436","0.678571429","0.487179487","0.446428571","0.320512821","0.267857143","0.192307692","33.92857143","62.5","71.79487179","4.748338082","6.613756614","11.8708452","16.53439153","7.122507123","9.920634921","18.99335233","26.45502646"
"","","MZP2018GUR-AT03","","","","","","","","","MZP2018GUR-AT03-00054","","","","39","27","1","3","5","26","17","29","5","6.7","11.5","1","3","3","3","11.7","23.2","46","0.294117647","0.231034483","0.254347826","1.769230769","1.179487179","0.653846154","0.435897436","0.45","0.3","0.442307692","0.294871795","36.95652174","50.43103448","66.66666667","4.748338082","7.122507123","11.11111111","16.66666667","10.92117759","16.38176638","22.0322887","33.04843305"
