"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00011","","","","26","17","1","5","5","17","12","0","14","0","1","2","1","1","7","7","0","1","3","14","","0.071428571","0.071428571","0.823529412","0.538461538","0","0","0.058823529","0.038461538","0.117647059","0.076923077","0","33.33333333","65.38461538","0","0","1.424501425","2.178649237","2.849002849","4.357298475","4.273504274","6.535947712"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00012","","","","26","19","1","1","7","19","13","0","16","0","4.6","5","6","5","5","9","0.12","4.6","9.6","16","","0.2875","0.2875","0.842105263","0.615384615","0","0","0.242105263","0.176923077","0.263157895","0.192307692","0","47.91666667","73.07692308","0","0","6.552706553","8.966861598","7.122507123","9.746588694","13.67521368","18.71345029"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00013","","","","26","18","1","1","5","9","9","6","13","2.5","3","4.2","6","9","9","7","11.03","5.5","9.7","19","0.416666667","0.230769231","0.289473684","2.111111111","0.730769231","0.666666667","0.230769231","0.611111111","0.211538462","0.466666667","0.161538462","31.57894737","56.70103093","34.61538462","3.561253561","10.28806584","7.834757835","22.63374486","5.982905983","17.28395062","13.81766382","39.91769547"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00014","","","","26","26","1","1","7","18","18","14","24","5","5.5","28","4","9","9","5","0","10.5","38.5","38","0.357142857","0.229166667","0.276315789","2.111111111","1.461538462","0.777777778","0.538461538","0.583333333","0.403846154","1.555555556","1.076923077","36.84210526","27.27272727","69.23076923","7.122507123","10.28806584","14.95726496","21.60493827","39.88603989","57.61316872","54.84330484","79.218107"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00015","","","","26","25","1","1","9","20","20","18","43","6","10","17.2","4","7","7","7","0","16","33.2","61","0.333333333","0.23255814","0.262295082","3.05","2.346153846","0.9","0.692307692","0.8","0.615384615","0.86","0.661538462","29.50819672","48.19277108","76.92307692","8.547008547","11.11111111","22.79202279","29.62962963","24.5014245","31.85185185","47.29344729","61.48148148"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00016","","","","26","26","1","1","9","18","13","6","13","2","6","27","2","5","5","7","0.03","8","35","19","0.333333333","0.461538462","0.421052632","1.055555556","0.730769231","0.333333333","0.230769231","0.444444444","0.307692308","1.5","1.038461538","31.57894737","22.85714286","69.23076923","2.849002849","4.115226337","11.3960114","16.46090535","38.46153846","55.55555556","49.85754986","72.01646091"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00017","","","","26","26","1","1","7","19","19","8","40","3","16","11","2","5","7","9","0","19","30","48","0.375","0.4","0.395833333","2.526315789","1.846153846","0.421052632","0.307692308","1","0.730769231","0.578947368","0.423076923","16.66666667","63.33333333","73.07692308","4.273504274","5.847953216","27.06552707","37.03703704","15.66951567","21.44249513","42.73504274","58.47953216"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00018","","","","26","24","1","1","7","23","23","13","35","6","15.7","9.9","1","7","1","3","0.03","21.7","31.6","48","0.461538462","0.448571429","0.452083333","2.086956522","1.846153846","0.565217391","0.5","0.943478261","0.834615385","0.430434783","0.380769231","27.08333333","68.67088608","88.46153846","8.547008547","9.661835749","30.91168091","34.94363929","14.1025641","15.94202899","45.01424501","50.88566828"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00019","","","","26","21","1","1","4","17","15","0","30","0","5","7.5","4","1","5","9","7.76","5","12.5","30","","0.166666667","0.166666667","1.764705882","1.153846154","0","0","0.294117647","0.192307692","0.441176471","0.288461538","0","40","65.38461538","0","0","7.122507123","10.89324619","10.68376068","16.33986928","17.80626781","27.23311547"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00020","","","","26","24","1","1","7","24","24","12","40","4.2","7.6","18.5","6","5","5","7","0.12","11.8","30.3","52","0.35","0.19","0.226923077","2.166666667","2","0.5","0.461538462","0.491666667","0.453846154","0.770833333","0.711538462","23.07692308","38.94389439","92.30769231","5.982905983","6.481481481","16.80911681","18.20987654","26.35327635","28.54938272","43.16239316","46.75925926"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00021","","","","26","20","1","1","5","18","10","3","12","1.2","4.1","9.5","4","5","5","9","5.49","5.3","14.8","15","0.4","0.341666667","0.353333333","0.833333333","0.576923077","0.166666667","0.115384615","0.294444444","0.203846154","0.527777778","0.365384615","20","35.81081081","69.23076923","1.709401709","2.469135802","7.54985755","10.90534979","13.53276353","19.5473251","21.08262108","30.4526749"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00022","","","","26","18","1","1","5","18","18","0","30","0","6.9","2","2","5","1","9","7.76","6.9","8.9","30","","0.23","0.23","1.666666667","1.153846154","0","0","0.383333333","0.265384615","0.111111111","0.076923077","0","77.52808989","69.23076923","0","0","9.829059829","14.19753086","2.849002849","4.115226337","12.67806268","18.3127572"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00023","","","","26","19","1","1","5","19","19","14","27","4","4.5","9","6","5","7","9","0.12","8.5","17.5","41","0.285714286","0.166666667","0.207317073","2.157894737","1.576923077","0.736842105","0.538461538","0.447368421","0.326923077","0.473684211","0.346153846","34.14634146","48.57142857","73.07692308","5.698005698","7.797270955","12.10826211","16.56920078","12.82051282","17.54385965","24.92877493","34.11306043"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00024","","","","26","11","1","3","4","6","3","0","5","0","0.9","2","6","5","3","9","11.03","0.9","2.9","5","","0.18","0.18","0.833333333","0.192307692","0","0","0.15","0.034615385","0.333333333","0.076923077","0","31.03448276","23.07692308","0","0","1.282051282","5.555555556","2.849002849","12.34567901","4.131054131","17.90123457"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00025","","","","26","26","1","1","9","21","0","0","0","0","0","23","","","","","","0","23","0","","","","0","0","0","0","0","0","1.095238095","0.884615385","","0","80.76923077","0","0","0","0","32.76353276","40.5643739","32.76353276","40.5643739"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00026","","","","26","26","1","1","7","23","23","8","48","3.1","14","10.4","1","7","9","9","0.12","17.1","27.5","56","0.3875","0.291666667","0.305357143","2.434782609","2.153846154","0.347826087","0.307692308","0.743478261","0.657692308","0.452173913","0.4","14.28571429","62.18181818","88.46153846","4.415954416","4.99194847","24.35897436","27.53623188","14.81481481","16.74718196","39.17378917","44.28341385"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00027","","","","26","20","1","1","7","20","14","0","18","0","3.2","1.8","6","5","5","9","0","3.2","5","18","","0.177777778","0.177777778","0.9","0.692307692","0","0","0.16","0.123076923","0.09","0.069230769","0","64","76.92307692","0","0","4.558404558","5.925925926","2.564102564","3.333333333","7.122507123","9.259259259"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00028","","","","26","18","1","1","6","18","11","0","14","0","4.4","1.5","4","5","5","9","11.03","4.4","5.9","14","","0.314285714","0.314285714","0.777777778","0.538461538","0","0","0.244444444","0.169230769","0.083333333","0.057692308","0","74.57627119","69.23076923","0","0","6.267806268","9.053497942","2.136752137","3.086419753","8.404558405","12.1399177"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00029","","","","26","26","1","1","7","25","20","0","33","0","9","17.2","2","5","5","9","1.74","9","26.2","33","","0.272727273","0.272727273","1.32","1.269230769","0","0","0.36","0.346153846","0.688","0.661538462","0","34.35114504","96.15384615","0","0","12.82051282","13.33333333","24.5014245","25.48148148","37.32193732","38.81481481"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00030","","","","26","24","1","1","7","17","17","0","38","0","14.5","13","6","7","7","9","0","14.5","27.5","38","","0.381578947","0.381578947","2.235294118","1.461538462","0","0","0.852941176","0.557692308","0.764705882","0.5","0","52.72727273","65.38461538","0","0","20.65527066","31.59041394","18.51851852","28.32244009","39.17378917","59.91285403"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00031","","","","26","20","1","1","5","14","14","0","37","0","9","4.4","3","5","3","7","1.32","9","13.4","37","","0.243243243","0.243243243","2.642857143","1.423076923","0","0","0.642857143","0.346153846","0.314285714","0.169230769","0","67.1641791","53.84615385","0","0","12.82051282","23.80952381","6.267806268","11.64021164","19.08831909","35.44973545"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00032","","","","26","21","1","1","5","13","12","0","20","0","9.2","8","2","5","5","5","1.04","9.2","17.2","20","","0.46","0.46","1.538461538","0.769230769","0","0","0.707692308","0.353846154","0.615384615","0.307692308","0","53.48837209","50","0","0","13.10541311","26.21082621","11.3960114","22.79202279","24.5014245","49.002849"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00033","","","","26","20","1","1","5","15","15","0","58","0","17.4","2","6","7","5","9","0.03","17.4","19.4","58","","0.3","0.3","3.866666667","2.230769231","0","0","1.16","0.669230769","0.133333333","0.076923077","0","89.69072165","57.69230769","0","0","24.78632479","42.96296296","2.849002849","4.938271605","27.63532764","47.90123457"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00034","","","","26","24","1","1","7","19","10","0","14","0","6.4","24","4","5","7","9","1.04","6.4","30.4","14","","0.457142857","0.457142857","0.736842105","0.538461538","0","0","0.336842105","0.246153846","1.263157895","0.923076923","0","21.05263158","73.07692308","0","0","9.116809117","12.47563353","34.18803419","46.78362573","43.3048433","59.25925926"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00035","","","","26","23","1","1","7","15","15","0","16","0","13","10","2","7","5","9","0.12","13","23","16","","0.8125","0.8125","1.066666667","0.615384615","0","0","0.866666667","0.5","0.666666667","0.384615385","0","56.52173913","57.69230769","0","0","18.51851852","32.09876543","14.24501425","24.69135802","32.76353276","56.79012346"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00036","","","","26","26","1","1","7","22","13","2","20","0.3","8","37","1","5","3","5","0.69","8.3","45.3","22","0.15","0.4","0.377272727","1","0.846153846","0.090909091","0.076923077","0.377272727","0.319230769","1.681818182","1.423076923","9.090909091","18.32229581","84.61538462","0.427350427","0.505050505","11.82336182","13.97306397","52.70655271","62.28956229","64.52991453","76.26262626"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00037","","","","26","25","1","1","7","9","9","0","14","0","3","5","4","5","5","3","12.39","3","8","14","","0.214285714","0.214285714","1.555555556","0.538461538","0","0","0.333333333","0.115384615","0.555555556","0.192307692","0","37.5","34.61538462","0","0","4.273504274","12.34567901","7.122507123","20.57613169","11.3960114","32.9218107"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00038","","","","26","26","1","1","6","22","22","5","72","1","17","16","3","7","5","7","1.32","18","34","77","0.2","0.236111111","0.233766234","3.5","2.961538462","0.227272727","0.192307692","0.818181818","0.692307692","0.727272727","0.615384615","6.493506494","52.94117647","84.61538462","1.424501425","1.683501684","25.64102564","30.3030303","22.79202279","26.93602694","48.43304843","57.23905724"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00039","","","","26","24","1","1","8","22","22","0","41","0","12.1","17.2","2","7","5","5","0.03","12.1","29.3","41","","0.295121951","0.295121951","1.863636364","1.576923077","0","0","0.55","0.465384615","0.781818182","0.661538462","0","41.29692833","84.61538462","0","0","17.23646724","20.37037037","24.5014245","28.95622896","41.73789174","49.32659933"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00040","","","","26","21","1","1","5","21","21","0","38","0","7","11.1","4","3","3","9","11.03","7","18.1","38","","0.184210526","0.184210526","1.80952381","1.461538462","0","0","0.333333333","0.269230769","0.528571429","0.426923077","0","38.67403315","80.76923077","0","0","9.971509972","12.34567901","15.81196581","19.57671958","25.78347578","31.92239859"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00041","","","","26","23","1","1","5","23","23","0","54","0","22","6","2","5","1","9","7.23","22","28","54","","0.407407407","0.407407407","2.347826087","2.076923077","0","0","0.956521739","0.846153846","0.260869565","0.230769231","0","78.57142857","88.46153846","0","0","31.33903134","35.42673108","8.547008547","9.661835749","39.88603989","45.08856683"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00042","","","","26","20","1","1","9","20","20","14","31","7.2","10.1","24.2","1","5","3","5","0.03","17.3","41.5","45","0.514285714","0.325806452","0.384444444","2.25","1.730769231","0.7","0.538461538","0.865","0.665384615","1.21","0.930769231","31.11111111","41.68674699","76.92307692","10.25641026","13.33333333","24.64387464","32.03703704","34.47293447","44.81481481","59.11680912","76.85185185"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00043","","","","26","19","1","1","7","19","19","0","50","0","11","8","3","5","5","9","1.04","11","19","50","","0.22","0.22","2.631578947","1.923076923","0","0","0.578947368","0.423076923","0.421052632","0.307692308","0","57.89473684","73.07692308","0","0","15.66951567","21.44249513","11.3960114","15.59454191","27.06552707","37.03703704"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00044","","","","26","18","1","1","8","17","17","10","74","5","15","12","2","7","7","7","0","20","32","84","0.5","0.202702703","0.238095238","4.941176471","3.230769231","0.588235294","0.384615385","1.176470588","0.769230769","0.705882353","0.461538462","11.9047619","62.5","65.38461538","7.122507123","10.89324619","28.49002849","43.57298475","17.09401709","26.14379085","45.58404558","69.7167756"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00045","","","","26","20","1","1","7","20","20","0","30","0","2","1.5","6","3","5","5","0.12","2","3.5","30","","0.066666667","0.066666667","1.5","1.153846154","0","0","0.1","0.076923077","0.075","0.057692308","0","57.14285714","76.92307692","0","0","2.849002849","3.703703704","2.136752137","2.777777778","4.985754986","6.481481481"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00046","","","","26","20","1","1","8","20","20","0","29","0","7.5","35.5","6","5","5","7","0.12","7.5","43","29","","0.25862069","0.25862069","1.45","1.115384615","0","0","0.375","0.288461538","1.775","1.365384615","0","17.44186047","76.92307692","0","0","10.68376068","13.88888889","50.56980057","65.74074074","61.25356125","79.62962963"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00047","","","","26","21","1","1","7","20","20","0","50","0","12","13","6","5","5","7","0.03","12","25","50","","0.24","0.24","2.5","1.923076923","0","0","0.6","0.461538462","0.65","0.5","0","48","76.92307692","0","0","17.09401709","22.22222222","18.51851852","24.07407407","35.61253561","46.2962963"
"","","MZP2011GUR-AT02","","","","","","","","","MZP2011GUR-AT02-00048","","","","26","20","1","1","7","15","0","0","0","0","0","27.2","","","","","","0","27.2","0","","","","0","0","0","0","0","0","1.813333333","1.046153846","","0","57.69230769","0","0","0","0","38.74643875","67.16049383","38.74643875","67.16049383"
