"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root dry matter content computing percent|CO_331:0000297","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Biomass yield in tons per ha|CO_331:0001003","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00011","","","","39","39","39","39","40","98","10.5","16.5","41.5","1","3","3","33.62","6.81","32.58","2.95","1.78","50.83","0.23","2.28","19.71","27","68.5","138","0.2625","0.168367347","0.195652174","3.538461538","1.025641026","0.692307692","1.064102564","28.98550725","39.41605839","9.0774","9.971509972","25.64102564","39.41120608","8.620512821","65.05223172","3.538461538","1.025641026","0.692307692","1.064102564","100","9.971509972","25.64102564","39.41120608","8.620512821","65.05223172"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00012","","","","39","34","34","33","18","38","5","8.7","55.6","1","3","5","28.26","3.15","28.19","2.32","1.26","49.9","3.27","6.02","20.87","13.7","69.3","56","0.277777778","0.228947368","0.244642857","1.647058824","0.529411765","0.402941176","1.635294118","32.14285714","19.76911977","3.87162","4.748338082","13.01044634","52.80151947","3.676752137","65.81196581","1.435897436","0.461538462","0.351282051","1.425641026","87.17948718","5.446623094","14.92374728","60.5664488","4.21745098","75.49019608"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00013","","","","39","39","39","39","59","110","12.5","18.3","71.4","5","1","1","33.04","6.22","25.81","2.68","1.49","57.89","0.92","2.57","14.01","30.8","102.2","169","0.211864407","0.166363636","0.182248521","4.333333333","1.512820513","0.78974359","1.830769231","34.9112426","30.1369863","10.17632","11.8708452","29.24976258","67.80626781","9.664121557","97.05603039","4.333333333","1.512820513","0.78974359","1.830769231","100","11.8708452","29.24976258","67.80626781","9.664121557","97.05603039"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00014","","","","39","35","35","30","21","44","5.5","7.9","56.7","3","1","3","33.16","3.08","19.32","1.65","0.91","58.75","3.41","5.14","14.42","13.4","70.1","65","0.261904762","0.179545455","0.206153846","1.857142857","0.6","0.382857143","1.62","32.30769231","19.11554922","4.44344","5.22317189","12.72554606","53.84615385","4.219791073","66.57169991","1.666666667","0.538461538","0.343589744","1.453846154","89.74358974","5.82010582","14.17989418","60","4.70205291","74.17989418"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00015","","","","39","30","30","28","18","29","4.7","6.7","11.3","1","3","3","27.05","3.65","33.52","2.58","1.28","52.36","3.94","5.69","15.93","11.4","22.7","47","0.261111111","0.231034483","0.242553191","1.566666667","0.6","0.38","0.376666667","38.29787234","50.22026432","3.0837","4.463437797","10.82621083","10.73124406","2.928490028","21.55745489","1.205128205","0.461538462","0.292307692","0.28974359","76.92307692","5.802469136","14.07407407","13.95061728","3.807037037","28.02469136"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00016","","","","39","35","35","34","19","26","5","7.5","17.5","1","5","3","27.82","3","40.4","2.43","1.36","45.99","1.81","3.54","25.71","12.5","30","45","0.263157895","0.288461538","0.277777778","1.285714286","0.542857143","0.357142857","0.5","42.22222222","41.66666667","3.4775","4.748338082","11.8708452","16.61918329","3.302469136","28.49002849","1.153846154","0.487179487","0.320512821","0.448717949","89.74358974","5.291005291","13.22751323","18.51851852","3.67989418","31.74603175"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00017","","","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00018","","","","39","31","31","31","15","40","4.2","9.5","27.5","1","3","5","30.8","5.01","33.53","2.61","1.41","54.02","0.91","2.47","20.69","13.7","41.2","55","0.28","0.2375","0.249090909","1.774193548","0.483870968","0.441935484","0.887096774","27.27272727","33.25242718","4.2196","3.988603989","13.01044634","26.11585945","4.007217474","39.12630579","1.41025641","0.384615385","0.351282051","0.705128205","79.48717949","5.017921147","16.36798088","32.85543608","5.041338112","49.22341697"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00019","","","","39","30","30","25","4","42","1","10.1","20.1","3","3","3","36","3.27","18.89","1.83","1","58.79","2.37","3.91","16.89","11.1","31.2","46","0.25","0.24047619","0.241304348","1.533333333","0.133333333","0.37","0.67","8.695652174","35.57692308","3.996","0.949667616","10.54131054","19.08831909","3.794871795","29.62962963","1.179487179","0.102564103","0.284615385","0.515384615","76.92307692","1.234567901","13.7037037","24.81481481","4.933333333","38.51851852"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00020","","","","39","25","25","20","10","32","3","8.3","28.5","3","5","5","29.87","6.2","31.27","2.84","1.73","56.33","1.07","2.96","14.16","11.3","39.8","42","0.3","0.259375","0.269047619","1.68","0.4","0.452","1.14","23.80952381","28.3919598","3.37531","2.849002849","10.73124406","27.06552707","3.205422602","37.79677113","1.076923077","0.256410256","0.28974359","0.730769231","64.1025641","4.444444444","16.74074074","42.22222222","5.000459259","58.96296296"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00021","","","","39","34","34","33","9","29","3","7.3","15.1","1","5","5","30.2","4.86","32.22","2.62","1.51","51.72","2.79","4.92","17.79","10.3","25.4","38","0.333333333","0.251724138","0.271052632","1.117647059","0.264705882","0.302941176","0.444117647","23.68421053","40.5511811","3.1106","2.849002849","9.781576448","14.33998101","2.954036087","24.12155745","0.974358974","0.230769231","0.264102564","0.387179487","87.17948718","3.267973856","11.22004357","16.44880174","3.388453159","27.66884532"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00022","","","","39","39","39","37","10","52","3","12","7.5","1","3","5","27.72","4.63","31.1","2.7","1.58","42.27","4.23","7.12","23.09","15","22.5","62","0.3","0.230769231","0.241935484","1.58974359","0.256410256","0.384615385","0.192307692","16.12903226","66.66666667","4.158","2.849002849","14.24501425","7.122507123","3.948717949","21.36752137","1.58974359","0.256410256","0.384615385","0.192307692","100","2.849002849","14.24501425","7.122507123","3.948717949","21.36752137"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00023","","","","39","37","37","21","6","24","1.1","6.5","23.5","1","7","7","33.66","2.78","15.54","1.74","0.92","59.36","2.42","4.01","15.68","7.6","31.1","30","0.183333333","0.270833333","0.253333333","0.810810811","0.162162162","0.205405405","0.635135135","20","24.43729904","2.55816","1.044634378","7.217473884","22.31718898","2.429401709","29.53466287","0.769230769","0.153846154","0.194871795","0.602564103","94.87179487","1.101101101","7.607607608","23.52352352","2.560720721","31.13113113"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00024","","","","39","35","35","35","12","33","3.5","7.9","11.5","5","3","3","33.19","4.87","31.16","2.51","1.55","52.19","0.41","1.84","22.25","11.4","22.9","45","0.291666667","0.239393939","0.253333333","1.285714286","0.342857143","0.325714286","0.328571429","26.66666667","49.78165939","3.78366","3.323836657","10.82621083","10.92117759","3.593219373","21.74738841","1.153846154","0.307692308","0.292307692","0.294871795","89.74358974","3.703703704","12.06349206","12.16931217","4.003873016","24.23280423"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00025","","","","39","39","39","39","37","77","8.5","13.5","35.2","1","1","1","27.82","4.47","0","2.3","1.33","55.55","3","5.02","15.23","22","57.2","114","0.22972973","0.175324675","0.192982456","2.923076923","0.948717949","0.564102564","0.902564103","32.45614035","38.46153846","6.1204","8.072174739","20.89268756","33.42830009","5.812345679","54.32098765","2.923076923","0.948717949","0.564102564","0.902564103","100","8.072174739","20.89268756","33.42830009","5.812345679","54.32098765"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00026","","","","39","35","35","30","0","36","0","8.7","12.5","5","5","5","","","","","","","","","","8.7","21.2","36","","0.241666667","0.241666667","1.028571429","0","0.248571429","0.357142857","0","41.03773585","","0","8.262108262","11.8708452","","20.13295347","0.923076923","0","0.223076923","0.320512821","89.74358974","0","9.206349206","13.22751323","","22.43386243"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00027","","","","39","39","39","38","52","101","13","14.2","30.5","3","1","1","33.29","4.24","30.97","2.44","1.31","59.43","0.99","2.23","13.99","27.2","57.7","153","0.25","0.140594059","0.177777778","3.923076923","1.333333333","0.697435897","0.782051282","33.9869281","47.14038128","9.05488","12.34567901","25.83095916","28.9648623","8.599126306","54.79582146","3.923076923","1.333333333","0.697435897","0.782051282","100","12.34567901","25.83095916","28.9648623","8.599126306","54.79582146"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00028","","","","39","20","20","18","0","17","0","5","19.2","1","9","9","","","","","","","","","","5","24.2","17","","0.294117647","0.294117647","0.85","0","0.25","0.96","0","20.66115702","","0","4.748338082","18.23361823","","22.98195632","0.435897436","0","0.128205128","0.492307692","51.28205128","0","9.259259259","35.55555556","","44.81481481"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00029","","","","39","39","39","39","22","79","5.2","14.1","13.5","1","3","3","33.02","4.7","34.83","2.58","1.48","58.14","1.71","3.36","12.65","19.3","32.8","101","0.236363636","0.178481013","0.191089109","2.58974359","0.564102564","0.494871795","0.346153846","21.78217822","58.84146341","6.37286","4.938271605","18.328585","12.82051282","6.052098765","31.14909782","2.58974359","0.564102564","0.494871795","0.346153846","100","4.938271605","18.328585","12.82051282","6.052098765","31.14909782"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00030","","","","39","35","35","34","7","32","1.3","7.9","7.5","1","5","5","33.83","3.82","8.32","2.16","1.32","60.33","1.03","2.57","15.55","9.2","16.7","39","0.185714286","0.246875","0.235897436","1.114285714","0.2","0.262857143","0.214285714","17.94871795","55.08982036","3.11236","1.234567901","8.73694207","7.122507123","2.955707502","15.85944919","1","0.179487179","0.235897436","0.192307692","89.74358974","1.375661376","9.735449735","7.936507937","3.293502646","17.67195767"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00031","","","","39","37","37","36","15","39","4.9","9.7","20.1","3","5","5","32.44","5.27","26.77","2.57","1.41","56.17","2.03","4.09","14.87","14.6","34.7","54","0.326666667","0.248717949","0.27037037","1.459459459","0.405405405","0.394594595","0.543243243","27.77777778","42.07492795","4.73624","4.65337132","13.8651472","19.08831909","4.497853751","32.95346629","1.384615385","0.384615385","0.374358974","0.515384615","94.87179487","4.904904905","14.61461461","20.12012012","4.740980981","34.73473473"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00032","","","","39","36","36","34","10","41","3","9.5","21.5","3","5","5","36.74","3.54","29.5","2.24","1.29","62.61","0.66","1.7","13.71","12.5","34","51","0.3","0.231707317","0.245098039","1.416666667","0.277777778","0.347222222","0.597222222","19.60784314","36.76470588","4.5925","2.849002849","11.8708452","20.41785375","4.361348528","32.28869896","1.307692308","0.256410256","0.320512821","0.551282051","92.30769231","3.086419753","12.8600823","22.11934156","4.724794239","34.97942387"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00033","","","","39","37","37","37","21","62","5","12.7","39.2","1","5","5","28.04","3.7","35.75","2.37","1.43","48.1","3.85","5.92","20.81","17.7","56.9","83","0.238095238","0.20483871","0.213253012","2.243243243","0.567567568","0.478378378","1.059459459","25.30120482","31.10720562","4.96308","4.748338082","16.80911681","37.22697056","4.713276353","54.03608737","2.128205128","0.538461538","0.453846154","1.005128205","94.87179487","5.005005005","17.71771772","39.23923924","4.968048048","56.95695696"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00034","","","","39","36","36","30","15","57","4","11.5","21.5","3","3","3","31.67","3.36","41.22","2.54","1.38","51.08","1.5","3.05","24.35","15.5","37","72","0.266666667","0.201754386","0.215277778","2","0.416666667","0.430555556","0.597222222","20.83333333","41.89189189","4.90885","3.798670465","14.71984805","20.41785375","4.661775878","35.1377018","1.846153846","0.384615385","0.397435897","0.551282051","92.30769231","4.115226337","15.94650206","22.11934156","5.050257202","38.06584362"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00035","","","","39","21","21","16","0","18","0","6","12.7","3","9","9","","","","","","","","","","6","18.7","18","","0.333333333","0.333333333","0.857142857","0","0.285714286","0.604761905","0","32.0855615","","0","5.698005698","12.06077873","","17.75878443","0.461538462","0","0.153846154","0.325641026","53.84615385","0","10.58201058","22.39858907","","32.98059965"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00036","","","","39","31","31","30","14","47","4.1","11.5","50.2","5","5","5","31.99","4.63","0","1.99","1.15","58.05","2","3.11","16.1","15.6","65.8","61","0.292857143","0.244680851","0.255737705","1.967741935","0.451612903","0.503225806","1.619354839","22.95081967","23.70820669","4.99044","3.893637227","14.81481481","47.67331434","4.739259259","62.48812915","1.564102564","0.358974359","0.4","1.287179487","79.48717949","4.898446834","18.63799283","59.97610514","5.962293907","78.61409797"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00037","","","","39","36","36","36","15","38","4.5","18.7","24.4","5","5","5","39.92","5.06","33.13","2.76","1.38","64.13","0.8","2.31","14.41","23.2","47.6","53","0.3","0.492105263","0.437735849","1.472222222","0.416666667","0.644444444","0.677777778","28.30188679","48.7394958","9.26144","4.273504274","22.0322887","23.17188984","8.795289649","45.20417854","1.358974359","0.384615385","0.594871795","0.625641026","92.30769231","4.62962963","23.86831276","25.10288066","9.528230453","48.97119342"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00038","","","","39","35","35","35","25","52","6.2","13.5","19.7","1","3","3","27.35","4.11","53.11","2.38","1.38","49.23","3.49","5.69","18.69","19.7","39.4","77","0.248","0.259615385","0.255844156","2.2","0.714285714","0.562857143","0.562857143","32.46753247","50","5.38795","5.887939221","18.70845204","18.70845204","5.116761633","37.41690408","1.974358974","0.641025641","0.505128205","0.505128205","89.74358974","6.560846561","20.84656085","20.84656085","5.701534392","41.69312169"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00039","","","","39","39","39","39","37","97","7.5","18.5","40.1","3","3","3","28.08","5.44","31.77","2.77","1.66","48.03","1.83","3.67","21.8","26","66.1","134","0.202702703","0.190721649","0.194029851","3.435897436","0.948717949","0.666666667","1.028205128","27.6119403","39.33434191","7.3008","7.122507123","24.69135802","38.08167142","6.933333333","62.77302944","3.435897436","0.948717949","0.666666667","1.028205128","100","7.122507123","24.69135802","38.08167142","6.933333333","62.77302944"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00040","","","","39","39","39","38","30","62","7.1","12.2","44.3","5","5","5","32.36","5.94","31.55","2.77","1.65","49.4","1.21","3.24","23.45","19.3","63.6","92","0.236666667","0.196774194","0.209782609","2.358974359","0.769230769","0.494871795","1.135897436","32.60869565","30.34591195","6.24548","6.742640076","18.328585","42.0702754","5.931130104","60.3988604","2.358974359","0.769230769","0.494871795","1.135897436","100","6.742640076","18.328585","42.0702754","5.931130104","60.3988604"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00041","","","","39","34","34","34","12","45","3.2","10.9","40","3","5","7","31","4.47","38.13","2.59","1.47","53.58","2.58","5.32","21.74","14.1","54.1","57","0.266666667","0.242222222","0.247368421","1.676470588","0.352941176","0.414705882","1.176470588","21.05263158","26.06284658","4.371","3.038936372","13.39031339","37.98670465","4.150997151","51.37701804","1.461538462","0.307692308","0.361538462","1.025641026","87.17948718","3.48583878","15.35947712","43.57298475","4.761437908","58.93246187"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00042","","","","39","36","36","34","14","41","3.5","9.5","23.5","1","5","5","","","","","","","","","","13","36.5","55","0.25","0.231707317","0.236363636","1.527777778","0.388888889","0.361111111","0.652777778","25.45454545","35.61643836","","3.323836657","12.34567901","22.31718898","","34.662868","1.41025641","0.358974359","0.333333333","0.602564103","92.30769231","3.600823045","13.3744856","24.17695473","","37.55144033"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00043","","","","39","25","25","21","6","19","1.1","4.7","10.2","1","9","9","28.06","2.9","30.4","1.89","0.98","48.93","5.06","7.79","19.84","5.8","16","25","0.183333333","0.247368421","0.232","1","0.24","0.232","0.408","24","36.25","1.62748","1.044634378","5.508072175","9.686609687","1.545565052","15.19468186","0.641025641","0.153846154","0.148717949","0.261538462","64.1025641","1.62962963","8.592592593","15.11111111","2.411081481","23.7037037"
"","","MZP2018GUR-MT03","","","","","","","","","MZP2018GUR-MT03-00044","","","","39","37","37","35","24","48","6","10.7","71.1","3","3","3","","","","","","","","","","16.7","87.8","72","0.25","0.222916667","0.231944444","1.945945946","0.648648649","0.451351351","1.921621622","33.33333333","19.02050114","","5.698005698","15.85944919","67.52136752","","83.38081671","1.846153846","0.615384615","0.428205128","1.823076923","94.87179487","6.006006006","16.71671672","71.17117117","","87.88788789"
