"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227"," Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184"," Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207"," Dry weight of storage root samples measuring g|CO_331:0000247","Fiber content in raw storage roots estimating 1-9|CO_331:0001038","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00041","","","","14","14","3","4","4","14","5","34","1","2","3","6","3","3","2","21.6","5","3","3","3","3","6","39","0.2","0.058823529","0.076923077","2.785714286","2.785714286","0.357142857","0.357142857","0.214285714","0.214285714","0.214285714","0.214285714","12.82051282","50","100","2.645502646","2.645502646","7.936507937","7.936507937","7.936507937","7.936507937","15.87301587","15.87301587"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00042","","","","14","12","1","2","4","12","8","14","1.2","1.9","1.9","2","3","3","3","16.8","5","2","2","2","3.1","5","22","0.15","0.135714286","0.140909091","1.833333333","1.571428571","0.666666667","0.571428571","0.258333333","0.221428571","0.158333333","0.135714286","36.36363636","62","85.71428571","3.174603175","3.703703704","8.201058201","9.567901235","5.026455026","5.864197531","13.22751323","15.43209877"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00043","","","","14","13","1","2","5","13","5","25","1","6","3","6","3","3","3","18","5","3","4","4","7","10","30","0.2","0.24","0.233333333","2.307692308","2.142857143","0.384615385","0.357142857","0.538461538","0.5","0.230769231","0.214285714","16.66666667","70","92.85714286","2.645502646","2.849002849","18.51851852","19.94301994","7.936507937","8.547008547","26.45502646","28.49002849"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00044","","","","14","10","3","4","7","10","6","14","4.5","1","7","1","3","3","4","21","5","3","5","4","5.5","12.5","20","0.75","0.071428571","0.275","2","1.428571429","0.6","0.428571429","0.55","0.392857143","0.7","0.5","30","44","71.42857143","11.9047619","16.66666667","14.55026455","20.37037037","18.51851852","25.92592593","33.06878307","46.2962963"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00045","","","","14","12","1","3","4","12","7","32","2","4","1.9","2","4","4","4","22.1","5","3","4","4","6","7.9","39","0.285714286","0.125","0.153846154","3.25","2.785714286","0.583333333","0.5","0.5","0.428571429","0.158333333","0.135714286","17.94871795","75.94936709","85.71428571","5.291005291","6.172839506","15.87301587","18.51851852","5.026455026","5.864197531","20.8994709","24.38271605"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00046","","","","14","11","2","2","6","11","10","37","2","4.2","3.5","2","3","3","3","17.5","5","3","4","3","6.2","9.7","47","0.2","0.113513514","0.131914894","4.272727273","3.357142857","0.909090909","0.714285714","0.563636364","0.442857143","0.318181818","0.25","21.27659574","63.91752577","78.57142857","5.291005291","6.734006734","16.4021164","20.87542088","9.259259259","11.78451178","25.66137566","32.65993266"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00047","","","","14","14","3","4","5","14","10","24","2.2","3.5","4","2","3","3","3","17.8","5","3","4","3","5.7","9.7","34","0.22","0.145833333","0.167647059","2.428571429","2.428571429","0.714285714","0.714285714","0.407142857","0.407142857","0.285714286","0.285714286","29.41176471","58.7628866","100","5.82010582","5.82010582","15.07936508","15.07936508","10.58201058","10.58201058","25.66137566","25.66137566"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00048","","","","14","14","4","5","4","14","8","42","1.6","1.5","2.1","6","3","3","4","18.7","5","2","2","3","3.1","5.2","50","0.2","0.035714286","0.062","3.571428571","3.571428571","0.571428571","0.571428571","0.221428571","0.221428571","0.15","0.15","16","59.61538462","100","4.232804233","4.232804233","8.201058201","8.201058201","5.555555556","5.555555556","13.75661376","13.75661376"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00049","","","","14","14","2","3","5","14","5","21","1.5","4.7","7.5","3","2","3","3","23.3","5","3","4","4","6.2","13.7","26","0.3","0.223809524","0.238461538","1.857142857","1.857142857","0.357142857","0.357142857","0.442857143","0.442857143","0.535714286","0.535714286","19.23076923","45.25547445","100","3.968253968","3.968253968","16.4021164","16.4021164","19.84126984","19.84126984","36.24338624","36.24338624"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00050","","","","14","13","6","6","5","13","0","27","0","2.9","5.5","2","3","3","1","22.2","5","3","3","3","2.9","8.4","27","","0.107407407","0.107407407","2.076923077","1.928571429","0","0","0.223076923","0.207142857","0.423076923","0.392857143","0","34.52380952","92.85714286","0","0","7.671957672","8.262108262","14.55026455","15.66951567","22.22222222","23.93162393"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00051","","","","14","13","1","3","5","13","9","48","2","6.3","3","6","4","3","4","20.2","5","3","4","4","8.3","11.3","57","0.222222222","0.13125","0.145614035","4.384615385","4.071428571","0.692307692","0.642857143","0.638461538","0.592857143","0.230769231","0.214285714","15.78947368","73.45132743","92.85714286","5.291005291","5.698005698","21.95767196","23.64672365","7.936507937","8.547008547","29.89417989","32.19373219"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00052","","","","14","14","1","3","5","14","9","26","2.1","3.1","4.9","6","3","3","4","18.6","5","3","4","4","5.2","10.1","35","0.233333333","0.119230769","0.148571429","2.5","2.5","0.642857143","0.642857143","0.371428571","0.371428571","0.35","0.35","25.71428571","51.48514851","100","5.555555556","5.555555556","13.75661376","13.75661376","12.96296296","12.96296296","26.71957672","26.71957672"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00053","","","","14","13","3","3","4","13","4","43","2.5","2.9","4","2","2","2","3","20.8","5","3","3","3","5.4","9.4","47","0.625","0.06744186","0.114893617","3.615384615","3.357142857","0.307692308","0.285714286","0.415384615","0.385714286","0.307692308","0.285714286","8.510638298","57.44680851","92.85714286","6.613756614","7.122507123","14.28571429","15.38461538","10.58201058","11.3960114","24.86772487","26.78062678"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00054","","","","14","12","2","2","4","12","6","23","2","2.5","2.2","2","3","3","4","20.9","5","3","4","4","4.5","6.7","29","0.333333333","0.108695652","0.155172414","2.416666667","2.071428571","0.5","0.428571429","0.375","0.321428571","0.183333333","0.157142857","20.68965517","67.1641791","85.71428571","5.291005291","6.172839506","11.9047619","13.88888889","5.82010582","6.790123457","17.72486772","20.67901235"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00055","","","","14","13","2","3","4","13","6","45","3.1","6.1","6","5","4","3","4","23.4","5","3","4","4","9.2","15.2","51","0.516666667","0.135555556","0.180392157","3.923076923","3.642857143","0.461538462","0.428571429","0.707692308","0.657142857","0.461538462","0.428571429","11.76470588","60.52631579","92.85714286","8.201058201","8.831908832","24.33862434","26.21082621","15.87301587","17.09401709","40.21164021","43.3048433"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00056","","","","14","12","3","3","3","12","7","22","2.2","3.1","2.4","5","3","3","4","16.9","5","3","4","3","5.3","7.7","29","0.314285714","0.140909091","0.182758621","2.416666667","2.071428571","0.583333333","0.5","0.441666667","0.378571429","0.2","0.171428571","24.13793103","68.83116883","85.71428571","5.82010582","6.790123457","14.02116402","16.35802469","6.349206349","7.407407407","20.37037037","23.7654321"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00057","","","","14","14","1","3","4","14","8","35","1","2","5","2","3","3","4","20.4","5","3","4","3","3","8","43","0.125","0.057142857","0.069767442","3.071428571","3.071428571","0.571428571","0.571428571","0.214285714","0.214285714","0.357142857","0.357142857","18.60465116","37.5","100","2.645502646","2.645502646","7.936507937","7.936507937","13.22751323","13.22751323","21.16402116","21.16402116"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00058","","","","14","13","4","5","3","13","8","18","0.9","1.3","1.6","6","2","2","4","20.1","5","3","3","3","2.2","3.8","26","0.1125","0.072222222","0.084615385","2","1.857142857","0.615384615","0.571428571","0.169230769","0.157142857","0.123076923","0.114285714","30.76923077","57.89473684","92.85714286","2.380952381","2.564102564","5.82010582","6.267806268","4.232804233","4.558404558","10.05291005","10.82621083"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00059","","","","14","13","2","3","7","13","4","6","1.4","0.9","3.9","2","2","3","4","16.5","5","3","4","3","2.3","6.2","10","0.35","0.15","0.23","0.769230769","0.714285714","0.307692308","0.285714286","0.176923077","0.164285714","0.3","0.278571429","40","37.09677419","92.85714286","3.703703704","3.988603989","6.084656085","6.552706553","10.31746032","11.11111111","16.4021164","17.66381766"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00060","","","","14","14","3","3","3","14","0","8","0","0.3","2","6","1","1","4","21.7","5","3","3","3","0.3","2.3","8","","0.0375","0.0375","0.571428571","0.571428571","0","0","0.021428571","0.021428571","0.142857143","0.142857143","0","13.04347826","100","0","0","0.793650794","0.793650794","5.291005291","5.291005291","6.084656085","6.084656085"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00061","","","","14","14","1","3","3","14","6","41","1","2","4.8","4","2","3","4","20.4","5","3","2","3","3","7.8","47","0.166666667","0.048780488","0.063829787","3.357142857","3.357142857","0.428571429","0.428571429","0.214285714","0.214285714","0.342857143","0.342857143","12.76595745","38.46153846","100","2.645502646","2.645502646","7.936507937","7.936507937","12.6984127","12.6984127","20.63492063","20.63492063"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00062","","","","14","14","2","3","5","14","5","23","1","2","3.4","2","3","3","4","21.1","5","3","4","3","3","6.4","28","0.2","0.086956522","0.107142857","2","2","0.357142857","0.357142857","0.214285714","0.214285714","0.242857143","0.242857143","17.85714286","46.875","100","2.645502646","2.645502646","7.936507937","7.936507937","8.994708995","8.994708995","16.93121693","16.93121693"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00063","","","","14","10","3","5","3","10","14","14","3.1","2","1.9","1","3","3","4","18.6","5","3","4","4","5.1","7","28","0.221428571","0.142857143","0.182142857","2.8","2","1.4","1","0.51","0.364285714","0.19","0.135714286","50","72.85714286","71.42857143","8.201058201","11.48148148","13.49206349","18.88888889","5.026455026","7.037037037","18.51851852","25.92592593"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00064","","","","14","7","5","6","3","7","0","27","0","1.4","0.6","2","3","3","4","17.6","5","3","3","3","1.4","2","27","","0.051851852","0.051851852","3.857142857","1.928571429","0","0","0.2","0.1","0.085714286","0.042857143","0","70","50","0","0","3.703703704","7.407407407","1.587301587","3.174603175","5.291005291","10.58201058"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00065","","","","14","14","2","4","3","14","20","18","3","1","2","5","3","3","4","25.5","5","3","2","2","4","6","38","0.15","0.055555556","0.105263158","2.714285714","2.714285714","1.428571429","1.428571429","0.285714286","0.285714286","0.142857143","0.142857143","52.63157895","66.66666667","100","7.936507937","7.936507937","10.58201058","10.58201058","5.291005291","5.291005291","15.87301587","15.87301587"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00066","","","","14","14","1","3","4","14","7","12","2","1.9","2","2","3","3","4","18.5","5","3","5","5","3.9","5.9","19","0.285714286","0.158333333","0.205263158","1.357142857","1.357142857","0.5","0.5","0.278571429","0.278571429","0.142857143","0.142857143","36.84210526","66.10169492","100","5.291005291","5.291005291","10.31746032","10.31746032","5.291005291","5.291005291","15.60846561","15.60846561"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00067","","","","14","12","4","5","3","12","9","44","2.6","1.6","3","6","4","3","4","17.3","5","3","5","5","4.2","7.2","53","0.288888889","0.036363636","0.079245283","4.416666667","3.785714286","0.75","0.642857143","0.35","0.3","0.25","0.214285714","16.98113208","58.33333333","85.71428571","6.878306878","8.024691358","11.11111111","12.96296296","7.936507937","9.259259259","19.04761905","22.22222222"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00068","","","","14","14","2","3","4","14","10","11","2.5","3.2","2.6","2","4","3","4","26.1","5","3","4","3","5.7","8.3","21","0.25","0.290909091","0.271428571","1.5","1.5","0.714285714","0.714285714","0.407142857","0.407142857","0.185714286","0.185714286","47.61904762","68.6746988","100","6.613756614","6.613756614","15.07936508","15.07936508","6.878306878","6.878306878","21.95767196","21.95767196"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00069","","","","14","14","2","3","4","14","4","12","1","0.9","2.1","2","1","1","4","16.5","5","2","3","3","1.9","4","16","0.25","0.075","0.11875","1.142857143","1.142857143","0.285714286","0.285714286","0.135714286","0.135714286","0.15","0.15","25","47.5","100","2.645502646","2.645502646","5.026455026","5.026455026","5.555555556","5.555555556","10.58201058","10.58201058"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00070","","","","14","12","4","6","3","12","10","8","1.5","0.9","1","1","2","3","4","20.8","5","3","4","4","2.4","3.4","18","0.15","0.1125","0.133333333","1.5","1.285714286","0.833333333","0.714285714","0.2","0.171428571","0.083333333","0.071428571","55.55555556","70.58823529","85.71428571","3.968253968","4.62962963","6.349206349","7.407407407","2.645502646","3.086419753","8.994708995","10.49382716"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00071","","","","14","13","1","3","5","13","4","27","0.6","2.4","3.2","5","3","3","4","21.6","5","3","3","3","3","6.2","31","0.15","0.088888889","0.096774194","2.384615385","2.214285714","0.307692308","0.285714286","0.230769231","0.214285714","0.246153846","0.228571429","12.90322581","48.38709677","92.85714286","1.587301587","1.709401709","7.936507937","8.547008547","8.465608466","9.116809117","16.4021164","17.66381766"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00072","","","","14","14","2","3","4","14","11","62","2.3","1.9","1.5","5","3","3","4","18","5","3","4","4","4.2","5.7","73","0.209090909","0.030645161","0.057534247","5.214285714","5.214285714","0.785714286","0.785714286","0.3","0.3","0.107142857","0.107142857","15.06849315","73.68421053","100","6.084656085","6.084656085","11.11111111","11.11111111","3.968253968","3.968253968","15.07936508","15.07936508"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00073","","","","14","14","2","4","4","14","4","34","0.3","3","2.8","5","3","3","4","16.6","5","3","4","3","3.3","6.1","38","0.075","0.088235294","0.086842105","2.714285714","2.714285714","0.285714286","0.285714286","0.235714286","0.235714286","0.2","0.2","10.52631579","54.09836066","100","0.793650794","0.793650794","8.73015873","8.73015873","7.407407407","7.407407407","16.13756614","16.13756614"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00074","","","","14","14","3","3","3","14","5","30","0.8","1","1.8","5","1","2","4","16.6","5","3","3","3","1.8","3.6","35","0.16","0.033333333","0.051428571","2.5","2.5","0.357142857","0.357142857","0.128571429","0.128571429","0.128571429","0.128571429","14.28571429","50","100","2.116402116","2.116402116","4.761904762","4.761904762","4.761904762","4.761904762","9.523809524","9.523809524"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00075","","","","14","14","1","4","4","14","18","39","3","2","2","4","3","3","4","18.6","5","3","4","3","5","7","57","0.166666667","0.051282051","0.087719298","4.071428571","4.071428571","1.285714286","1.285714286","0.357142857","0.357142857","0.142857143","0.142857143","31.57894737","71.42857143","100","7.936507937","7.936507937","13.22751323","13.22751323","5.291005291","5.291005291","18.51851852","18.51851852"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00076","","","","14","14","3","3","5","14","9","16","5","6","4","5","5","4","4","28.7","5","3","4","5","11","15","25","0.555555556","0.375","0.44","1.785714286","1.785714286","0.642857143","0.642857143","0.785714286","0.785714286","0.285714286","0.285714286","36","73.33333333","100","13.22751323","13.22751323","29.1005291","29.1005291","10.58201058","10.58201058","39.68253968","39.68253968"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00077","","","","14","5","6","3","4","5","7","4","1.6","1.2","2.2","1","3","3","4","23.3","5","3","4","3","2.8","5","11","0.228571429","0.3","0.254545455","2.2","0.785714286","1.4","0.5","0.56","0.2","0.44","0.157142857","63.63636364","56","35.71428571","4.232804233","11.85185185","7.407407407","20.74074074","5.82010582","16.2962963","13.22751323","37.03703704"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00078","","","","14","14","2","2","5","14","20","7","8","2","5.2","2","5","5","5","20.7","5","3","5","5","10","15.2","27","0.4","0.285714286","0.37037037","1.928571429","1.928571429","1.428571429","1.428571429","0.714285714","0.714285714","0.371428571","0.371428571","74.07407407","65.78947368","100","21.16402116","21.16402116","26.45502646","26.45502646","13.75661376","13.75661376","40.21164021","40.21164021"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00079","","","","14","9","4","6","5","9","3","8","1.5","2","1.5","1","3","3","4","22.3","5","3","4","4","3.5","5","11","0.5","0.25","0.318181818","1.222222222","0.785714286","0.333333333","0.214285714","0.388888889","0.25","0.166666667","0.107142857","27.27272727","70","64.28571429","3.968253968","6.172839506","9.259259259","14.40329218","3.968253968","6.172839506","13.22751323","20.57613169"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00080","","","","14","14","1","3","4","14","10","19","1.9","1.8","5.1","2","2","1","4","23.7","5","3","3","3","3.7","8.8","29","0.19","0.094736842","0.127586207","2.071428571","2.071428571","0.714285714","0.714285714","0.264285714","0.264285714","0.364285714","0.364285714","34.48275862","42.04545455","100","5.026455026","5.026455026","9.788359788","9.788359788","13.49206349","13.49206349","23.28042328","23.28042328"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00081","","","","14","14","1","3","4","14","8","40","1.6","1.5","2.9","6","3","3","4","17.9","5","3","2","3","3.1","6","48","0.2","0.0375","0.064583333","3.428571429","3.428571429","0.571428571","0.571428571","0.221428571","0.221428571","0.207142857","0.207142857","16.66666667","51.66666667","100","4.232804233","4.232804233","8.201058201","8.201058201","7.671957672","7.671957672","15.87301587","15.87301587"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00082","","","","14","14","2","4","4","14","21","40","3.5","2.7","2.5","6","3","3","4","17.8","5","3","3","3","6.2","8.7","61","0.166666667","0.0675","0.101639344","4.357142857","4.357142857","1.5","1.5","0.442857143","0.442857143","0.178571429","0.178571429","34.42622951","71.26436782","100","9.259259259","9.259259259","16.4021164","16.4021164","6.613756614","6.613756614","23.01587302","23.01587302"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00083","","","","14","13","4","6","4","13","12","11","1.2","1.8","2","6","4","3","4","16.7","5","2","2","2","3","5","23","0.1","0.163636364","0.130434783","1.769230769","1.642857143","0.923076923","0.857142857","0.230769231","0.214285714","0.153846154","0.142857143","52.17391304","60","92.85714286","3.174603175","3.418803419","7.936507937","8.547008547","5.291005291","5.698005698","13.22751323","14.24501425"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00084","","","","14","14","2","3","4","14","22","21","5.5","1","5","2","3","3","4","19.1","4","3","5","5","6.5","11.5","43","0.25","0.047619048","0.151162791","3.071428571","3.071428571","1.571428571","1.571428571","0.464285714","0.464285714","0.357142857","0.357142857","51.1627907","56.52173913","100","14.55026455","14.55026455","17.1957672","17.1957672","13.22751323","13.22751323","30.42328042","30.42328042"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00085","","","","14","13","1","3","3","13","9","19","0.9","1.8","1.9","2","2","3","4","16.8","5","2","2","3","2.7","4.6","28","0.1","0.094736842","0.096428571","2.153846154","2","0.692307692","0.642857143","0.207692308","0.192857143","0.146153846","0.135714286","32.14285714","58.69565217","92.85714286","2.380952381","2.564102564","7.142857143","7.692307692","5.026455026","5.413105413","12.16931217","13.10541311"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00086","","","","14","13","4","4","4","13","4","20","2","2.2","2.6","2","3","4","4","20.5","5","2","3","3","4.2","6.8","24","0.5","0.11","0.175","1.846153846","1.714285714","0.307692308","0.285714286","0.323076923","0.3","0.2","0.185714286","16.66666667","61.76470588","92.85714286","5.291005291","5.698005698","11.11111111","11.96581197","6.878306878","7.407407407","17.98941799","19.37321937"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00087","","","","14","14","3","4","3","14","5","30","1.5","1","2","2","3","2","4","17.9","5","3","4","4","2.5","4.5","35","0.3","0.033333333","0.071428571","2.5","2.5","0.357142857","0.357142857","0.178571429","0.178571429","0.142857143","0.142857143","14.28571429","55.55555556","100","3.968253968","3.968253968","6.613756614","6.613756614","5.291005291","5.291005291","11.9047619","11.9047619"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00088","","","","14","14","3","5","3","14","6","34","1.2","2.5","1.9","2","3","3","4","17.7","5","3","4","3","3.7","5.6","40","0.2","0.073529412","0.0925","2.857142857","2.857142857","0.428571429","0.428571429","0.264285714","0.264285714","0.135714286","0.135714286","15","66.07142857","100","3.174603175","3.174603175","9.788359788","9.788359788","5.026455026","5.026455026","14.81481481","14.81481481"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00089","","","","14","14","3","3","4","14","5","14","0.3","1.9","2","6","2","3","4","18.4","5","3","3","3","2.2","4.2","19","0.06","0.135714286","0.115789474","1.357142857","1.357142857","0.357142857","0.357142857","0.157142857","0.157142857","0.142857143","0.142857143","26.31578947","52.38095238","100","0.793650794","0.793650794","5.82010582","5.82010582","5.291005291","5.291005291","11.11111111","11.11111111"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00090","","","","14","4","2","3","3","4","8","12","1","2","1.7","2","3","3","4","22.1","5","3","3","3","3","4.7","20","0.125","0.166666667","0.15","5","1.428571429","2","0.571428571","0.75","0.214285714","0.425","0.121428571","40","63.82978723","28.57142857","2.645502646","9.259259259","7.936507937","27.77777778","4.497354497","15.74074074","12.43386243","43.51851852"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00091","","","","14","14","1","4","4","14","11","29","2.9","2","3","2","3","3","4","24.4","5","3","4","4","4.9","7.9","40","0.263636364","0.068965517","0.1225","2.857142857","2.857142857","0.785714286","0.785714286","0.35","0.35","0.214285714","0.214285714","27.5","62.02531646","100","7.671957672","7.671957672","12.96296296","12.96296296","7.936507937","7.936507937","20.8994709","20.8994709"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00092","","","","14","14","6","8","3","14","0","17","0","1.9","2","2","2","2","3","17.6","5","3","3","3","1.9","3.9","17","","0.111764706","0.111764706","1.214285714","1.214285714","0","0","0.135714286","0.135714286","0.142857143","0.142857143","0","48.71794872","100","0","0","5.026455026","5.026455026","5.291005291","5.291005291","10.31746032","10.31746032"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00093","","","","14","14","1","3","4","14","9","26","1.1","2.6","1.5","4","2","2","4","17.1","5","3","3","4","3.7","5.2","35","0.122222222","0.1","0.105714286","2.5","2.5","0.642857143","0.642857143","0.264285714","0.264285714","0.107142857","0.107142857","25.71428571","71.15384615","100","2.91005291","2.91005291","9.788359788","9.788359788","3.968253968","3.968253968","13.75661376","13.75661376"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00094","","","","14","14","1","2","5","14","7","23","1.2","2.5","4.6","6","3","2","4","17.6","5","3","3","3","3.7","8.3","30","0.171428571","0.108695652","0.123333333","2.142857143","2.142857143","0.5","0.5","0.264285714","0.264285714","0.328571429","0.328571429","23.33333333","44.57831325","100","3.174603175","3.174603175","9.788359788","9.788359788","12.16931217","12.16931217","21.95767196","21.95767196"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00095","","","","14","13","3","3","4","13","8","33","1","2.6","2","2","2","3","4","17.2","5","3","4","3","3.6","5.6","41","0.125","0.078787879","0.087804878","3.153846154","2.928571429","0.615384615","0.571428571","0.276923077","0.257142857","0.153846154","0.142857143","19.51219512","64.28571429","92.85714286","2.645502646","2.849002849","9.523809524","10.25641026","5.291005291","5.698005698","14.81481481","15.95441595"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00096","","","","14","13","2","3","3","13","9","18","1.5","2.5","1.5","5","2","2","4","20.4","5","3","4","3","4","5.5","27","0.166666667","0.138888889","0.148148148","2.076923077","1.928571429","0.692307692","0.642857143","0.307692308","0.285714286","0.115384615","0.107142857","33.33333333","72.72727273","92.85714286","3.968253968","4.273504274","10.58201058","11.3960114","3.968253968","4.273504274","14.55026455","15.66951567"
"","","MZP2009GUR-PT01","","","","","","","","","MZP2009GUR-PT01-00097","","","","14","11","3","3","3","11","0","10","0","1.2","1","5","1","1","4","17.5","5","3","3","3","1.2","2.2","10","","0.12","0.12","0.909090909","0.714285714","0","0","0.109090909","0.085714286","0.090909091","0.071428571","0","54.54545455","78.57142857","0","0","3.174603175","4.04040404","2.645502646","3.367003367","5.82010582","7.407407407"
