"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of total carotenoids in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000290","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00038","","","","26","22","1","1","6","9","9","19","10","6","2","3.4","1","3","5","50.6","13.5","4","5","9","5","2.86","1.38","0.55","75.4422302","3.03","49.6","13.03","17.79","2.37","8","11.4","29","0.315789474","0.2","0.275862069","3.222222222","1.115384615","2.111111111","0.730769231","0.888888889","0.307692308","0.377777778","0.130769231","65.51724138","70.1754386","34.61538462","26.6798419","2.134387352","8.547008547","24.69135802","11.3960114","32.9218107","4.843304843","13.99176955","3.040437823","8.783487044","16.23931624","46.91358025"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00039","","","","26","23","1","1","7","13","13","31","38","8.2","4.1","20.1","5","7","6","50.3","12.6","1","5","9","5","2.44","1.39","0.77","24.971983","12.39","50.79","8.48","11.86","12.63","12.3","32.4","69","0.264516129","0.107894737","0.17826087","5.307692308","2.653846154","2.384615385","1.192307692","0.946153846","0.473076923","1.546153846","0.773076923","44.92753623","37.96296296","50","25.04970179","3.08111332","11.68091168","23.36182336","17.52136752","35.04273504","28.63247863","57.26495726","4.389050314","8.778100627","46.15384615","92.30769231"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00040","","","","26","18","1","1","6","13","13","26","67","10","3.1","11.2","5","5","5","50.8","11.5","1","7","6","1","2.07","1.45","0.63","20.9951706","12.39","49.99","13.95","19.64","1.58","13.1","24.3","93","0.384615385","0.046268657","0.140860215","7.153846154","3.576923077","2","1","1.007692308","0.503846154","0.861538462","0.430769231","27.95698925","53.90946502","50","22.63779528","2.965551181","14.24501425","28.49002849","18.66096866","37.32193732","15.95441595","31.90883191","4.224431882","8.448863764","34.61538462","69.23076923"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00041","","","","26","12","1","2","5","5","5","5","14","2","0.4","4.2","5","5","3","50.5","13.2","1","7","7","3","2.23","1.52","0.94","21.7618523","14.37","61.49","8.07","10.74","0.7","2.4","6.6","19","0.4","0.028571429","0.126315789","3.8","0.730769231","1","0.192307692","0.48","0.092307692","0.84","0.161538462","26.31578947","36.36363636","19.23076923","26.13861386","0.627326733","2.849002849","14.81481481","3.418803419","17.77777778","5.982905983","31.11111111","0.893627824","4.646864686","9.401709402","48.88888889"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00042","","","","26","17","1","2","5","11","11","54","32","6.2","1.2","5.2","3","3","5","50.1","15.3","3","7","5","3","1.96","1.21","0.64","9.054945","14.37","55.2","10.31","14.28","4.97","7.4","12.6","86","0.114814815","0.0375","0.086046512","7.818181818","3.307692308","4.909090909","2.076923077","0.672727273","0.284615385","0.472727273","0.2","62.79069767","58.73015873","42.30769231","30.53892216","2.25988024","8.831908832","20.87542088","10.54131054","24.91582492","7.407407407","17.50841751","3.21920262","7.609024375","17.94871795","42.42424242"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00043","","","","26","18","1","2","6","8","8","23","8","4.1","0.2","14.3","4","3","3","50.2","11","1","3","5","5","2.83","1.7","1.03","42.3343582","14.37","52.2","8.84","12.51","8.35","4.3","18.6","31","0.17826087","0.025","0.138709677","3.875","1.192307692","2.875","0.884615385","0.5375","0.165384615","1.7875","0.55","74.19354839","23.11827957","30.76923077","21.9123506","0.942231076","5.84045584","18.98148148","6.125356125","19.90740741","20.37037037","66.2037037","1.34220951","4.362180906","26.4957265","86.11111111"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00044","","","","26","13","2","1","4","8","8","13","12","3.9","0.3","4","5","5","4","50.6","15","1","3","8","6","2.14","1.55","0.83","32.14888","0.12","52.48","9.17","12.44","9.34","4.2","8.2","25","0.3","0.025","0.168","3.125","0.961538462","1.625","0.5","0.525","0.161538462","0.5","0.153846154","52","51.2195122","30.76923077","29.64426877","1.245059289","5.555555556","18.05555556","5.982905983","19.44444444","5.698005698","18.51851852","1.77358873","5.764163373","11.68091168","37.96296296"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00045","","","","26","22","1","1","5","4","4","6","8","0.3","0.8","1.3","3","3","1","50.7","15.8","1","7","7","1","2.86","1.42","0.66","41.5326576","0.02","57.43","7.06","9.77","12.29","1.1","2.4","14","0.05","0.1","0.078571429","3.5","0.538461538","1.5","0.230769231","0.275","0.042307692","0.325","0.05","42.85714286","45.83333333","15.38461538","31.16370809","0.342800789","0.427350427","2.777777778","1.566951567","10.18518519","1.851851852","12.03703704","0.488320212","3.174081379","3.418803419","22.22222222"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00046","","","","26","21","1","2","6","10","10","20","23","8","2.3","4.2","1","3","2","50.8","11.2","1","7","3","3","2.46","1.58","0.63","26.1668892","4.47","51.78","13.14","17.61","4.15","10.3","14.5","43","0.4","0.1","0.239534884","4.3","1.653846154","2","0.769230769","1.03","0.396153846","0.42","0.161538462","46.51162791","71.03448276","38.46153846","22.04724409","2.270866142","11.3960114","29.62962963","14.67236467","38.14814815","5.982905983","15.55555556","3.234852054","8.41061534","20.65527066","53.7037037"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00047","","","","26","16","1","1","6","12","12","25","39","8","5","22.2","1","3","2","50.6","12.5","1","7","7","3","2.55","1.73","0.91","29.2035046","","50.35","11.84","16.08","1.25","13","35.2","64","0.32","0.128205128","0.203125","5.333333333","2.461538462","2.083333333","0.961538462","1.083333333","0.5","1.85","0.853846154","39.0625","36.93181818","46.15384615","24.70355731","3.211462451","11.3960114","24.69135802","18.51851852","40.12345679","31.62393162","68.51851852","4.574732836","9.911921144","50.14245014","108.6419753"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00048","","","","26","18","1","1","7","11","11","38","22","12","2.8","11.2","3","3","5","50.9","11.4","1","5","7","5","2.36","1.5","0.78","20.3928852","11.03","52.66","9.59","13.02","8.42","14.8","26","60","0.315789474","0.127272727","0.246666667","5.454545455","2.307692308","3.454545455","1.461538462","1.345454545","0.569230769","1.018181818","0.430769231","63.33333333","56.92307692","42.30769231","22.39685658","3.314734774","17.09401709","40.4040404","21.08262108","49.83164983","15.95441595","37.71043771","4.721844408","11.16072315","37.03703704","87.54208754"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00049","","","","26","12","1","1","5","8","8","9","3","2","0.4","8.5","3","5","2","","","1","6","5","1","","","","","14.37","","","","","2.4","10.9","12","0.222222222","0.133333333","0.2","1.5","0.461538462","1.125","0.346153846","0.3","0.092307692","1.0625","0.326923077","75","22.01834862","30.76923077","","","2.849002849","9.259259259","3.418803419","11.11111111","12.10826211","39.35185185","","","15.52706553","50.46296296"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00050","","","","26","11","1","1","5","4","4","24","13","6","0.1","1.2","1","3","7","50.9","15.5","1","7","6","1","3.68","1.54","0.94","131.5332794","6.12","57.73","5.31","7.59","11.6","6.1","7.3","37","0.25","0.007692308","0.164864865","9.25","1.423076923","6","0.923076923","1.525","0.234615385","0.3","0.046153846","64.86486486","83.56164384","15.38461538","30.4518664","1.857563851","8.547008547","55.55555556","8.689458689","56.48148148","1.709401709","11.11111111","2.646102351","17.19966528","10.3988604","67.59259259"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00051","","","","26","23","1","1","8","20","20","68","65","17","5","10.2","3","5","2","50.3","10.3","1","8","6","1","2.42","1.69","1.05","35.5586472","14.37","48.04","10.8","15.13","8.2","22","32.2","133","0.25","0.076923077","0.165413534","6.65","5.115384615","3.4","2.615384615","1.1","0.846153846","0.51","0.392307692","51.12781955","68.32298137","76.92307692","20.47713718","4.504970179","24.21652422","31.48148148","31.33903134","40.74074074","14.52991453","18.88888889","6.417336437","8.342537368","45.86894587","59.62962963"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00052","","","","26","10","1","1","5","3","3","6","10","3","0.3","4.2","5","5","3","44.6","11.3","1","7","8","1","2.07","1.55","0.77","55.6115074","12.39","48.69","10.68","14.26","5.58","3.3","7.5","16","0.5","0.03","0.20625","5.333333333","0.615384615","2","0.230769231","1.1","0.126923077","1.4","0.161538462","37.5","44","11.53846154","25.33632287","0.836098655","4.273504274","37.03703704","4.700854701","40.74074074","5.982905983","51.85185185","1.191023725","10.32220561","10.68376068","92.59259259"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00053","","","","26","23","2","1","7","16","16","31","23","8","4","13.1","3","5","5","50.7","13.1","1","8","5","1","2.35","1.38","0.79","16.263649","12.39","50.81","7.21","9.7","14.29","12","25.1","54","0.258064516","0.173913043","0.222222222","3.375","2.076923077","1.9375","1.192307692","0.75","0.461538462","0.81875","0.503846154","57.40740741","47.80876494","61.53846154","25.8382643","3.100591716","11.3960114","18.51851852","17.09401709","27.77777778","18.66096866","30.32407407","4.416797316","7.177295639","35.75498575","58.10185185"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00054","","","","26","17","1","2","5","9","9","29","2","6.8","0.3","10.1","1","3","1","50","13.9","1","7","7","5","1.65","0.89","0.63","73.394516","0","62.27","7.52","10.29","4","7.1","17.2","31","0.234482759","0.15","0.229032258","3.444444444","1.192307692","3.222222222","1.115384615","0.788888889","0.273076923","1.122222222","0.388461538","93.5483871","41.27906977","34.61538462","27.8","1.9738","9.686609687","27.98353909","10.11396011","29.218107","14.38746439","41.56378601","2.811680912","8.122633745","24.5014245","70.781893"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00055","","","","26","16","1","3","6","9","9","11","28","2.2","2","4.2","5","3","5","50.5","10.4","1","9","3","1","2.22","1.83","1.15","37.0368881","14.37","45.16","8.17","11.22","15.13","4.2","8.4","39","0.2","0.071428571","0.107692308","4.333333333","1.5","1.222222222","0.423076923","0.466666667","0.161538462","0.466666667","0.161538462","28.20512821","50","34.61538462","20.59405941","0.864950495","3.133903134","9.053497942","5.982905983","17.28395062","5.982905983","17.28395062","1.232123212","3.559467058","11.96581197","34.56790123"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00056","","","","26","22","1","1","6","14","14","20","23","2.5","1.9","8.2","5","5","6","50.4","14.1","1","5","5","5","2.13","1.26","0.62","32.0271149","12.39","46.93","8.95","12.29","16.5","4.4","12.6","43","0.125","0.082608696","0.102325581","3.071428571","1.653846154","1.428571429","0.769230769","0.314285714","0.169230769","0.585714286","0.315384615","46.51162791","34.92063492","53.84615385","27.97619048","1.230952381","3.561253561","6.613756614","6.267806268","11.64021164","11.68091168","21.69312169","1.75349342","3.25648778","17.94871795","33.33333333"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00057","","","","26","18","1","1","4","9","9","5","20","1.8","2","1.2","5","6","6","49.9","12","3","5","6","5","2.04","1.18","0.81","18.5792942","14.37","55.46","7.08","9.25","12.39","3.8","5","25","0.36","0.1","0.152","2.777777778","0.961538462","0.555555556","0.192307692","0.422222222","0.146153846","0.133333333","0.046153846","20","76","34.61538462","24.04809619","0.913827655","2.564102564","7.407407407","5.413105413","15.63786008","1.709401709","4.938271605","1.301748797","3.760607635","7.122507123","20.57613169"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00058","","","","26","16","1","1","4","7","7","25","19","4.2","1","0.4","3","3","1","50.7","11.4","1","9","5","3","1.73","1.41","0.78","10.7915373","11.03","55.43","8.15","10.63","8.33","5.2","5.6","44","0.168","0.052631579","0.118181818","6.285714286","1.692307692","3.571428571","0.961538462","0.742857143","0.2","0.057142857","0.015384615","56.81818182","92.85714286","26.92307692","22.4852071","1.169230769","5.982905983","22.22222222","7.407407407","27.51322751","0.56980057","2.116402116","1.665570896","6.186406186","7.977207977","29.62962963"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00059","","","","26","23","1","1","6","11","10","30","17","4.9","0.9","10.2","3","3","2","50.3","15.2","1","5","9","3","2.49","1.33","0.7","25.5733871","0","60.45","5.91","8.27","10.89","5.8","16","47","0.163333333","0.052941176","0.123404255","4.272727273","1.807692308","2.727272727","1.153846154","0.527272727","0.223076923","0.927272727","0.392307692","63.82978723","36.25","42.30769231","30.21868787","1.752683897","6.98005698","16.4983165","8.262108262","19.52861953","14.52991453","34.34343434","2.496700707","5.901292581","22.79202279","53.87205387"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00060","","","","26","18","1","1","6","14","14","44","50","13","4.2","9.2","7","7","5","50.4","10.7","1","7","6","1","3.1","1.57","0.92","36.4742851","11.03","46.19","10.27","14.65","12.31","17.2","26.4","94","0.295454545","0.084","0.182978723","6.714285714","3.615384615","3.142857143","1.692307692","1.228571429","0.661538462","0.657142857","0.353846154","46.80851064","65.15151515","53.84615385","21.23015873","3.651587302","18.51851852","34.39153439","24.5014245","45.5026455","13.10541311","24.33862434","5.201691313","9.660283867","37.60683761","69.84126984"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00061","","","","26","7","1","3","3","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00062","","","","26","19","1","1","8","18","17","75","62","16","6","24.2","1","3","3","50.9","15.8","1","5","9","5","3.33","1.68","1.03","30.5939827","0.02","57.72","5.81","8.2","10.97","22","46.2","137","0.213333333","0.096774194","0.160583942","7.611111111","5.269230769","4.166666667","2.884615385","1.222222222","0.846153846","1.344444444","0.930769231","54.74452555","47.61904762","69.23076923","31.04125737","6.829076621","22.79202279","32.9218107","31.33903134","45.26748971","34.47293447","49.79423868","9.728029374","14.05159799","65.81196581","95.0617284"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00063","","","","26","23","1","1","8","11","11","27","25","8","2","18.1","3","5","4","50.6","14.9","3","7","9","1","2.09","1.26","0.82","27.8941498","1.38","55.65","7.88","10.73","11.8","10","28.1","52","0.296296296","0.08","0.192307692","4.727272727","2","2.454545455","1.038461538","0.909090909","0.384615385","1.645454545","0.696153846","51.92307692","35.58718861","42.30769231","29.44664032","2.944664032","11.3960114","26.93602694","14.24501425","33.67003367","25.78347578","60.94276094","4.194678108","9.914693709","40.02849003","94.61279461"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00064","","","","26","22","1","1","7","15","15","62","30","4.1","3","16.4","3","4","4","50.8","11.6","1","5","7","1","2.52","1.65","1.05","32.6553688","14.37","48.08","9.34","12.91","11.48","7.1","23.5","92","0.066129032","0.1","0.077173913","6.133333333","3.538461538","4.133333333","2.384615385","0.473333333","0.273076923","1.093333333","0.630769231","67.39130435","30.21276596","57.69230769","22.83464567","1.621259843","5.84045584","10.12345679","10.11396011","17.5308642","23.36182336","40.49382716","2.309486955","4.003110722","33.47578348","58.02469136"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00065","","","","26","19","1","1","6","10","10","41","15","10","0.2","5.6","3","4","1","50.1","15","1","5","5","5","4.15","1.91","0.94","38.2062836","14.37","61.22","5.11","7.38","9.41","10.2","15.8","56","0.243902439","0.013333333","0.182142857","5.6","2.153846154","4.1","1.576923077","1.02","0.392307692","0.56","0.215384615","73.21428571","64.55696203","38.46153846","29.94011976","3.053892216","14.24501425","37.03703704","14.52991453","37.77777778","7.977207977","20.74074074","4.350273811","11.31071191","22.50712251","58.51851852"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00066","","","","26","20","1","1","7","16","16","98","100","18","4","23.4","3","5","3","50.2","13.2","1","5","5","3","2.29","1.38","0.79","8.3462162","5.46","57.8","6.1","8.68","10.65","22","45.4","198","0.183673469","0.04","0.111111111","12.375","7.615384615","6.125","3.769230769","1.375","0.846153846","1.4625","0.9","49.49494949","48.45814978","61.53846154","26.29482072","5.784860558","25.64102564","41.66666667","31.33903134","50.92592593","33.33333333","54.16666667","8.240542105","13.39088092","64.67236467","105.0925926"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00067","","","","26","16","1","1","5","10","10","26","50","4.2","2.9","7.3","5","5","2","50.6","11.5","1","7","7","1","1.91","1.49","0.98","22.9833908","14.39","60.58","4.03","5.76","8.85","7.1","14.4","76","0.161538462","0.058","0.093421053","7.6","2.923076923","2.6","1","0.71","0.273076923","0.73","0.280769231","34.21052632","49.30555556","38.46153846","22.72727273","1.613636364","5.982905983","15.55555556","10.11396011","26.2962963","10.3988604","27.03703704","2.298627299","5.976430976","20.51282051","53.33333333"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00068","","","","26","17","1","1","5","11","11","36","39","8","4","11.3","3","5","1","50.7","15.9","3","7","7","3","2.77","1.18","0.7","9.8165922","6.12","61.47","7.65","10.73","4.15","12","23.3","75","0.222222222","0.102564103","0.16","6.818181818","2.884615385","3.272727273","1.384615385","1.090909091","0.461538462","1.027272727","0.434615385","48","51.50214592","42.30769231","31.36094675","3.763313609","11.3960114","26.93602694","17.09401709","40.4040404","16.0968661","38.04713805","5.360845598","12.67108959","33.19088319","78.45117845"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00069","","","","26","19","1","1","6","13","13","58","40","22","3","20","3","5","3","49.7","10.9","1","5","5","5","2.78","1.68","0.97","35.9945793","14.37","51.86","7.94","11.08","10.17","25","45","98","0.379310345","0.075","0.255102041","7.538461538","3.769230769","4.461538462","2.230769231","1.923076923","0.961538462","1.538461538","0.769230769","59.18367347","55.55555556","50","21.93158954","5.482897384","31.33903134","62.67806268","35.61253561","71.22507123","28.49002849","56.98005698","7.810395134","15.62079027","64.1025641","128.2051282"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00070","","","","26","16","1","1","6","11","11","30","36","14","3.2","19.4","5","5","3","50.6","12.9","1","7","6","1","2.05","1.54","0.77","53.891571","14.37","48.7","10.67","14.19","5.46","17.2","36.6","66","0.466666667","0.088888889","0.260606061","6","2.538461538","2.727272727","1.153846154","1.563636364","0.661538462","1.763636364","0.746153846","45.45454545","46.99453552","42.30769231","25.49407115","4.384980237","19.94301994","47.13804714","24.5014245","57.91245791","27.63532764","65.31986532","6.246410594","14.76424322","52.13675214","123.2323232"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00071","","","","26","12","2","2","6","7","7","14","25","6","2.9","13.2","3","3","2","50.5","11.7","1","7","7","1","3.03","1.92","0.98","45.1223946","14.37","48.36","7.98","10.75","11.12","8.9","22.1","39","0.428571429","0.116","0.228205128","5.571428571","1.5","2","0.538461538","1.271428571","0.342307692","1.885714286","0.507692308","35.8974359","40.27149321","26.92307692","23.16831683","2.061980198","8.547008547","31.74603175","12.67806268","47.08994709","18.8034188","69.84126984","2.937293729","10.90994814","31.48148148","116.9312169"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00072","","","","26","25","2","1","6","14","14","48","55","14","3.2","14.2","5","5","3","33","10","3","5","9","5","3.91","2.02","1.42","28.9679241","1.74","60.15","3.43","5.87","10.79","17.2","31.4","103","0.291666667","0.058181818","0.166990291","7.357142857","3.961538462","3.428571429","1.846153846","1.228571429","0.661538462","1.014285714","0.546153846","46.60194175","54.77707006","53.84615385","30.3030303","5.212121212","19.94301994","37.03703704","24.5014245","45.5026455","20.22792023","37.56613757","7.424674091","13.78868046","44.72934473","83.06878307"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00073","","","","26","16","1","2","7","16","16","53","43","17","3.4","18.2","3","7","1","50.7","9.3","1","7","6","1","4.53","2.09","1.17","44.9878464","14.37","45.47","10.64","14.61","9.34","20.4","38.6","96","0.320754717","0.079069767","0.2125","6","3.692307692","3.3125","2.038461538","1.275","0.784615385","1.1375","0.7","55.20833333","52.84974093","61.53846154","18.34319527","3.742011834","24.21652422","39.35185185","29.05982906","47.22222222","25.92592593","42.12962963","5.330501188","8.662064431","54.98575499","89.35185185"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00074","","","","26","21","1","1","8","13","13","83","36","24","6","32","5","3","2","50.9","13","1","5","5","5","1.89","1.41","0.9","13.4701366","7.23","60.72","5.86","7.89","5.97","30","62","119","0.289156627","0.166666667","0.25210084","9.153846154","4.576923077","6.384615385","3.192307692","2.307692308","1.153846154","2.461538462","1.230769231","69.74789916","48.38709677","50","25.54027505","7.662082515","34.18803419","68.37606838","42.73504274","85.47008547","45.58404558","91.16809117","10.91464746","21.82929491","88.31908832","176.6381766"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00075","","","","26","22","1","3","6","13","13","53","38","19","2.9","14","1","1","1","50.6","17.4","1","5","7","5","3.15","1.56","0.84","18.192091","1.74","59.53","9.34","13.15","","21.9","35.9","91","0.358490566","0.076315789","0.240659341","7","3.5","4.076923077","2.038461538","1.684615385","0.842307692","1.076923077","0.538461538","58.24175824","61.00278552","50","34.38735178","7.53083004","27.06552707","54.13105413","31.1965812","62.39316239","19.94301994","39.88603989","10.72767812","21.45535624","51.13960114","102.2792023"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00076","","","","26","19","1","1","7","17","17","55","78","12","5.4","5.7","3","3","1","50.3","12","1","9","5","1","2.13","1.62","0.68","31.8720894","14.37","43.92","14.56","20.08","3.79","17.4","23.1","133","0.218181818","0.069230769","0.130827068","7.823529412","5.115384615","3.235294118","2.115384615","1.023529412","0.669230769","0.335294118","0.219230769","41.35338346","75.32467532","65.38461538","23.85685885","4.151093439","17.09401709","26.14379085","24.78632479","37.90849673","8.11965812","12.41830065","5.913238518","9.043776556","32.90598291","50.32679739"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00077","","","","26","18","1","1","4","5","4","7","4","1.2","0.2","2.7","1","3","3","50.9","17.5","1","7","9","1","3.52","1.37","0.99","17.7198753","0.02","65.98","4.09","6.49","5.17","1.4","4.1","11","0.171428571","0.05","0.127272727","2.2","0.423076923","1.4","0.269230769","0.28","0.053846154","0.54","0.103846154","63.63636364","34.14634146","19.23076923","34.38113949","0.481335953","1.709401709","8.888888889","1.994301994","10.37037037","3.846153846","20","0.68566375","3.565451503","5.84045584","30.37037037"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00078","","","","26","16","1","2","5","6","5","1","27","0.1","2.1","16.1","5","5","6","50.3","11.9","1","9","6","1","4.34","2.03","1.25","41.66362","14.37","47.66","8.64","12.58","13.61","2.2","18.3","28","0.1","0.077777778","0.078571429","4.666666667","1.076923077","0.166666667","0.038461538","0.366666667","0.084615385","2.683333333","0.619230769","3.571428571","12.02185792","23.07692308","23.65805169","0.520477137","0.142450142","0.617283951","3.133903134","13.58024691","22.93447293","99.38271605","0.741420423","3.212821834","26.06837607","112.962963"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00079","","","","26","19","1","1","5","9","9","14","20","4","8","11.2","7","5","5","50.2","12.9","1","5","7","3","3.28","1.5","0.59","109.0762711","3.03","48.7","13.33","17.98","2.51","12","23.2","34","0.285714286","0.4","0.352941176","3.777777778","1.307692308","1.555555556","0.538461538","1.333333333","0.461538462","1.244444444","0.430769231","41.17647059","51.72413793","34.61538462","25.69721116","3.083665339","5.698005698","16.46090535","17.09401709","49.38271605","15.95441595","46.09053498","4.392685668","12.68998082","33.04843305","95.47325103"
"","","MZP2013UMB-AT01","","","","","","","","","MZP2013UMB-AT01-00080","","","","26","15","1","1","4","7","6","11","11","3","0.4","0.6","3","3","1","50.4","10.9","1","5","5","5","2.77","1.72","0.89","25.780899","14.37","52.03","11.51","15.29","1.06","3.4","4","22","0.272727273","0.036363636","0.154545455","3.142857143","0.846153846","1.571428571","0.423076923","0.485714286","0.130769231","0.085714286","0.023076923","50","85","26.92307692","21.62698413","0.73531746","4.273504274","15.87301587","4.843304843","17.98941799","0.854700855","3.174603175","1.04746077","3.890568573","5.698005698","21.16402116"
