"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Weight of vines per NET plot in kg|CO_331:0000227","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00032","","","","39","38","1","1","9","13","21","16","35","76","3.5","1.5","3","3","4","14.37","5","3","3","3","22.67","5","18","111","0.1","0.019736842","0.045045045","5.285714286","2.846153846","1.666666667","0.897435897","0.238095238","0.128205128","0.619047619","0.333333333","31.53153153","27.77777778","53.84615385","1.1335","3.323836657","6.172839506","4.748338082","8.818342152","12.34567901","22.92768959","1.076448243","1.999118166","17.09401709","31.74603175"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00033","","","","39","36","1","1","9","15","21","16","15","26","4","5","4","3","3","3.76","2","2","4","4","30.11","9","24","41","0.266666667","0.192307692","0.219512195","1.952380952","1.051282051","0.714285714","0.384615385","0.428571429","0.230769231","0.714285714","0.384615385","36.58536585","37.5","53.84615385","2.7099","3.798670465","7.054673721","8.547008547","15.87301587","14.24501425","26.45502646","2.573504274","4.779365079","22.79202279","42.32804233"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00034","","","","39","32","1","1","8","8","14","11","10","26","1.1","0.6","3","3","4","7.23","5","2","3","4","","1.7","9.7","36","0.11","0.023076923","0.047222222","2.571428571","0.923076923","0.714285714","0.256410256","0.121428571","0.043589744","0.571428571","0.205128205","27.77777778","17.5257732","35.8974359","","1.044634378","2.91005291","1.614434948","4.497354497","7.597340931","21.16402116","","","9.211775878","25.66137566"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00035","","","","39","37","1","1","8","11.2","18","11","10","10","1","5","3","3","4","7.76","5","2","2","4","21.91","6","17.2","20","0.1","0.5","0.3","1.111111111","0.512820513","0.555555556","0.256410256","0.333333333","0.153846154","0.622222222","0.287179487","50","34.88372093","46.15384615","1.3146","0.949667616","2.057613169","5.698005698","12.34567901","10.6362773","23.04526749","1.248433048","2.704938272","16.334283","35.3909465"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00036","","","","39","37","2","6","9","14","19","5","4","14","0.2","0.2","1","1","4","3.76","4","2","3","4","30.44","0.4","14.4","18","0.05","0.014285714","0.022222222","0.947368421","0.461538462","0.210526316","0.102564103","0.021052632","0.01025641","0.736842105","0.358974359","22.22222222","2.777777778","48.71794872","0.12176","0.189933523","0.389863548","0.379867047","0.779727096","13.29534663","27.29044834","0.115631529","0.237348928","13.67521368","28.07017544"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00037","","","","39","35","2","4","8","123","22","10","9","10","2","0.5","3","3","4","6.12","5","2","4","4","26.78","2.5","125.5","19","0.222222222","0.05","0.131578947","0.863636364","0.487179487","0.409090909","0.230769231","0.113636364","0.064102564","5.590909091","3.153846154","47.36842105","1.992031873","56.41025641","0.6695","1.899335233","3.367003367","2.374169041","4.208754209","116.8091168","207.0707071","0.635802469","1.127104377","119.1832858","211.2794613"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00038","","","","39","38","1","1","8","11","26","6","0","7","0","0.2","1","2","3","12.39","4","3","3","3","","0.2","11.2","7","","0.028571429","0.028571429","0.269230769","0.179487179","0","0","0.007692308","0.005128205","0.423076923","0.282051282","0","1.785714286","66.66666667","","0","0","0.189933523","0.284900285","10.44634378","15.66951567","","","10.6362773","15.95441595"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00039","","","","39","36","1","1","8","7","16","7","8","16","15","0.8","3","3","3","0.02","5","4","3","2","36.46","15.8","22.8","24","1.875","0.05","0.658333333","1.5","0.615384615","0.5","0.205128205","0.9875","0.405128205","0.4375","0.179487179","33.33333333","69.29824561","41.02564103","5.76068","14.24501425","34.72222222","15.00474834","36.57407407","6.647673314","16.2037037","5.470731244","13.33490741","21.65242165","52.77777778"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00040","","","","39","39","1","1","9","11","30","20","22","43","3","4","4","5","4","14.37","5","2","2","5","22.52","7","18","65","0.136363636","0.093023256","0.107692308","2.166666667","1.666666667","0.733333333","0.564102564","0.233333333","0.179487179","0.366666667","0.282051282","33.84615385","38.88888889","76.92307692","1.5764","2.849002849","3.703703704","6.647673314","8.641975309","10.44634378","13.58024691","1.49705603","1.94617284","17.09401709","22.22222222"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00041","","","","39","36","3","4","7","5.1","17","11","16","48","2","1.9","3","3","3","1.74","5","2","4","4","31","3.9","9","64","0.125","0.039583333","0.0609375","3.764705882","1.641025641","0.941176471","0.41025641","0.229411765","0.1","0.3","0.130769231","25","43.33333333","43.58974359","1.209","1.899335233","4.357298475","3.703703704","8.496732026","4.843304843","11.11111111","1.148148148","2.633986928","8.547008547","19.60784314"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00042","","","","39","38","2","1","8","23","24","7","5","16","1","1","3","2","3","1.17","5","4","4","2","30.67","2","25","21","0.2","0.0625","0.095238095","0.875","0.538461538","0.208333333","0.128205128","0.083333333","0.051282051","0.958333333","0.58974359","23.80952381","8","61.53846154","0.6134","0.949667616","1.543209877","1.899335233","3.086419753","21.84235518","35.49382716","0.582526116","0.946604938","23.74169041","38.58024691"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00043","","","","39","39","1","1","8","22","27","14","13","45","2.5","2.9","4","5","4","14.37","5","3","3","3","24.57","5.4","27.4","58","0.192307692","0.064444444","0.093103448","2.148148148","1.487179487","0.481481481","0.333333333","0.2","0.138461538","0.814814815","0.564102564","22.4137931","19.7080292","69.23076923","1.32678","2.374169041","3.429355281","5.128205128","7.407407407","20.89268756","30.17832647","1.26","1.82","26.02089269","37.58573388"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00044","","","","39","39","1","1","9","27.5","29","10","15","25","5","2.5","4","3","4","12.39","4","3","2","3","25.92","7.5","35","40","0.333333333","0.1","0.1875","1.379310345","1.025641026","0.517241379","0.384615385","0.25862069","0.192307692","0.948275862","0.705128205","37.5","21.42857143","74.35897436","1.944","4.748338082","6.385696041","7.122507123","9.578544061","26.11585945","35.12132822","1.846153846","2.482758621","33.23836657","44.69987229"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00045","","","","39","38","1","1","8","12.1","33","18","44","31","7.5","1.5","5","5","4","11.03","5","2","3","4","24.76","9","21.1","75","0.170454545","0.048387097","0.12","2.272727273","1.923076923","1.333333333","1.128205128","0.272727273","0.230769231","0.366666667","0.31025641","58.66666667","42.65402844","84.61538462","2.2284","7.122507123","8.417508418","8.547008547","10.1010101","11.49097816","13.58024691","2.116239316","2.501010101","20.0379867","23.68125701"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00046","","","","39","38","2","1","8","11","31","13","9","50","1.9","4.9","3","3","4","7.23","5","4","3","3","20.96","6.8","17.8","59","0.211111111","0.098","0.115254237","1.903225806","1.512820513","0.290322581","0.230769231","0.219354839","0.174358974","0.35483871","0.282051282","15.25423729","38.20224719","79.48717949","1.42528","1.804368471","2.270011947","6.457739791","8.124253286","10.44634378","13.14217443","1.35354226","1.702843489","16.90408357","21.26642772"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00047","","","","39","36","1","4","7","10.3","29","4","0","9","0","0.2","1","1","4","6.12","4","2","2","4","","0.2","10.5","9","","0.022222222","0.022222222","0.310344828","0.230769231","0","0","0.006896552","0.005128205","0.355172414","0.264102564","0","1.904761905","74.35897436","","0","0","0.189933523","0.255427842","9.781576448","13.15453384","","","9.971509972","13.40996169"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00048","","","","39","32","1","1","7","10","32","18","23","19","2.9","1","3","4","4","7.23","5","2","3","4","31.85","3.9","13.9","42","0.126086957","0.052631579","0.092857143","1.3125","1.076923077","0.71875","0.58974359","0.121875","0.1","0.3125","0.256410256","54.76190476","28.05755396","82.05128205","1.24215","2.754036087","3.356481481","3.703703704","4.513888889","9.496676163","11.57407407","1.17962963","1.437673611","13.20037987","16.08796296"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00049","","","","39","36","1","1","8","12","29","5","8","10","1","0.9","3","3","3","14.37","5","2","3","4","25.34","1.9","13.9","18","0.125","0.09","0.105555556","0.620689655","0.461538462","0.275862069","0.205128205","0.065517241","0.048717949","0.413793103","0.307692308","44.44444444","13.66906475","74.35897436","0.48146","0.949667616","1.277139208","1.804368471","2.426564496","11.3960114","15.3256705","0.457226971","0.614891443","13.20037987","17.75223499"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00050","","","","39","34","3","5","7","11","34","4","0","9","0","1","3","3","4","10.5","4","4","2","3","28.37","1","12","9","","0.111111111","0.111111111","0.264705882","0.230769231","0","0","0.029411765","0.025641026","0.323529412","0.282051282","0","8.333333333","87.17948718","0.2837","0","0","0.949667616","1.089324619","10.44634378","11.98257081","0.269420703","0.309041394","11.3960114","13.07189542"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00051","","","","39","30","4","5","8","71","27","11","0","17","0","0.5","1","2","3","0.02","5","2","4","4","38.28","0.5","71.5","17","","0.029411765","0.029411765","0.62962963","0.435897436","0","0","0.018518519","0.012820513","2.62962963","1.820512821","0","0.699300699","69.23076923","0.1914","0","0","0.474833808","0.685871056","67.42640076","97.39368999","0.181766382","0.26255144","67.90123457","98.07956104"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00052","","","","39","36","1","1","9","12","32","6","5","22","0.5","0.5","3","3","4","1.5","2","4","3","3","32.1","1","13","27","0.1","0.022727273","0.037037037","0.84375","0.692307692","0.15625","0.128205128","0.03125","0.025641026","0.375","0.307692308","18.51851852","7.692307692","82.05128205","0.321","0.474833808","0.578703704","0.949667616","1.157407407","11.3960114","13.88888889","0.304843305","0.371527778","12.34567901","15.0462963"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00053","","","","39","39","1","1","9","15.9","17","17","39","35","8.5","1.5","5","5","4","3.76","5","3","3","3","26.94","10","25.9","74","0.217948718","0.042857143","0.135135135","4.352941176","1.897435897","2.294117647","1","0.588235294","0.256410256","0.935294118","0.407692308","52.7027027","38.61003861","43.58974359","2.694","8.072174739","18.51851852","9.496676163","21.78649237","15.0997151","34.64052288","2.558404558","5.869281046","24.59639126","56.42701525"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00054","","","","39","39","1","1","9","17.6","20","18","35","34","10","1.5","5","5","3","14.37","5","1","3","4","18.81","11.5","29.1","69","0.285714286","0.044117647","0.166666667","3.45","1.769230769","1.75","0.897435897","0.575","0.294871795","0.88","0.451282051","50.72463768","39.51890034","51.28205128","2.16315","9.496676163","18.51851852","10.92117759","21.2962963","16.71415005","32.59259259","2.054273504","4.005833333","27.63532764","53.88888889"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00055","","","","39","35","2","1","9","9.4","19","15","19","14","2.5","1","3","3","4","4.92","5","2","4","4","33.88","3.5","12.9","33","0.131578947","0.071428571","0.106060606","1.736842105","0.846153846","1","0.487179487","0.184210526","0.08974359","0.494736842","0.241025641","57.57575758","27.13178295","48.71794872","1.1858","2.374169041","4.873294347","3.323836657","6.822612086","8.926875594","18.32358674","1.126115859","2.311500975","12.25071225","25.14619883"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00056","","","","39","39","1","1","8","23.5","16","15","20","24","4.5","1.3","4","5","4","14.37","5","2","2","4","28.21","5.8","29.3","44","0.225","0.054166667","0.131818182","2.75","1.128205128","1.25","0.512820513","0.3625","0.148717949","1.46875","0.602564103","45.45454545","19.79522184","41.02564103","1.63618","4.273504274","10.41666667","5.508072175","13.42592593","22.31718898","54.39814815","1.55382716","3.787453704","27.82526116","67.82407407"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00057","","","","39","38","1","1","9","31.2","26","16","16","18","5","1","3","3","3","0.02","5","2","4","4","34.51","6","37.2","34","0.3125","0.055555556","0.176470588","1.307692308","0.871794872","0.615384615","0.41025641","0.230769231","0.153846154","1.2","0.8","47.05882353","16.12903226","66.66666667","2.0706","4.748338082","7.122507123","5.698005698","8.547008547","29.62962963","44.44444444","1.966381766","2.94957265","35.32763533","52.99145299"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00058","","","","39","38","3","3","9","14.2","18","16","36","59","11","3.5","4","4","4","14.37","5","3","2","3","19.42","14.5","28.7","95","0.305555556","0.059322034","0.152631579","5.277777778","2.435897436","2","0.923076923","0.805555556","0.371794872","0.788888889","0.364102564","37.89473684","50.52264808","46.15384615","2.8159","10.44634378","22.63374486","13.77018044","29.83539095","13.48528015","29.218107","2.674169041","5.794032922","27.25546059","59.05349794"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00059","","","","39","36","3","5","9","12","18","18","32","36","4","15","3","4","4","1.74","3","3","2","3","28.54","19","31","68","0.125","0.416666667","0.279411765","3.777777778","1.743589744","1.777777778","0.820512821","1.055555556","0.487179487","0.666666667","0.307692308","47.05882353","61.29032258","46.15384615","5.4226","3.798670465","8.230452675","18.04368471","39.09465021","11.3960114","24.69135802","5.149667616","11.15761317","29.43969611","63.78600823"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00060","","","","39","39","1","1","9","14","18","15","24","26","4.5","1","3","3","4","12.39","4","2","3","4","23.88","5.5","19.5","50","0.1875","0.038461538","0.11","2.777777778","1.282051282","1.333333333","0.615384615","0.305555556","0.141025641","0.777777778","0.358974359","48","28.20512821","46.15384615","1.3134","4.273504274","9.259259259","5.22317189","11.31687243","13.29534663","28.80658436","1.247293447","2.702469136","18.51851852","40.12345679"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00061","","","","39","30","1","1","6","2.1","11","10","12","23","1.5","1","3","3","3","1.5","2","3","4","3","33.76","2.5","4.6","35","0.125","0.043478261","0.071428571","3.181818182","0.897435897","1.090909091","0.307692308","0.227272727","0.064102564","0.190909091","0.053846154","34.28571429","54.34782609","28.20512821","0.844","1.424501425","5.050505051","2.374169041","8.417508418","1.994301994","7.070707071","0.801519468","2.841750842","4.368471035","15.48821549"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00062","","","","39","36","1","1","7","10","16","7","12","16","1.5","0.5","3","3","4","12.39","5","2","4","4","35.78","2","12","28","0.125","0.03125","0.071428571","1.75","0.717948718","0.75","0.307692308","0.125","0.051282051","0.625","0.256410256","42.85714286","16.66666667","41.02564103","0.7156","1.424501425","3.472222222","1.899335233","4.62962963","9.496676163","23.14814815","0.679582146","1.656481481","11.3960114","27.77777778"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00063","","","","39","36","1","1","9","21","19","17","19","31","4","1","3","3","3","6.12","5","2","4","4","26.54","5","26","50","0.210526316","0.032258065","0.1","2.631578947","1.282051282","1","0.487179487","0.263157895","0.128205128","1.105263158","0.538461538","38","19.23076923","48.71794872","1.327","3.798670465","7.797270955","4.748338082","9.746588694","19.94301994","40.93567251","1.260208927","2.586744639","24.69135802","50.68226121"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00064","","","","39","38","1","1","8","13","18","17","10","54","1.5","3.5","3","4","3","1.74","5","3","2","3","30.53","5","18","64","0.15","0.064814815","0.078125","3.555555556","1.641025641","0.555555556","0.256410256","0.277777778","0.128205128","0.722222222","0.333333333","15.625","27.77777778","46.15384615","1.5265","1.424501425","3.086419753","4.748338082","10.28806584","12.34567901","26.74897119","1.449667616","3.140946502","17.09401709","37.03703704"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00065","","","","39","35","1","1","9","12.3","11","9","26","15","5","2.5","4","3","4","12.39","5","3","3","3","25.71","7.5","19.8","41","0.192307692","0.166666667","0.182926829","3.727272727","1.051282051","2.363636364","0.666666667","0.681818182","0.192307692","1.118181818","0.315384615","63.41463415","37.87878788","28.20512821","1.92825","4.748338082","16.83501684","7.122507123","25.25252525","11.68091168","41.41414141","1.831196581","6.492424242","18.8034188","66.66666667"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00066","","","","39","38","1","1","9","20.2","18","8","24","20","6.5","2","3","3","4","4.92","4","2","3","4","28.11","8.5","28.7","44","0.270833333","0.1","0.193181818","2.444444444","1.128205128","1.333333333","0.615384615","0.472222222","0.217948718","1.122222222","0.517948718","54.54545455","29.61672474","46.15384615","2.38935","6.172839506","13.3744856","8.072174739","17.48971193","19.18328585","41.56378601","2.269088319","4.916358025","27.25546059","59.05349794"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00067","","","","39","30","2","1","8","5","11","9","8","4","1","0.1","1","1","3","1.74","5","2","4","4","","1.1","6.1","12","0.125","0.025","0.091666667","1.090909091","0.307692308","0.727272727","0.205128205","0.1","0.028205128","0.454545455","0.128205128","66.66666667","18.03278689","28.20512821","","0.949667616","3.367003367","1.044634378","3.703703704","4.748338082","16.83501684","","","5.79297246","20.53872054"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00068","","","","39","39","1","1","8","19.2","11","7","16","32","4","5","3","4","3","11.03","4","3","3","3","26.22","9","28.2","48","0.25","0.15625","0.1875","4.363636364","1.230769231","1.454545455","0.41025641","0.818181818","0.230769231","1.745454545","0.492307692","33.33333333","31.91489362","28.20512821","2.3598","3.798670465","13.46801347","8.547008547","30.3030303","18.23361823","64.64646465","2.241025641","7.945454545","26.78062678","94.94949495"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00069","","","","39","38","1","1","9","23.1","20","12","15","88","2.5","5.5","3","3","4","14.37","5","4","1","3","24.46","8","31.1","103","0.166666667","0.0625","0.077669903","5.15","2.641025641","0.75","0.384615385","0.4","0.205128205","1.155","0.592307692","14.5631068","25.72347267","51.28205128","1.9568","2.374169041","4.62962963","7.597340931","14.81481481","21.93732194","42.77777778","1.858309592","3.623703704","29.53466287","57.59259259"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00070","","","","39","38","1","1","7","10.2","8","8","27","15","8","1","4","4","3","11.03","5","2","4","5","","9","19.2","42","0.296296296","0.066666667","0.214285714","5.25","1.076923077","3.375","0.692307692","1.125","0.230769231","1.275","0.261538462","64.28571429","46.875","20.51282051","","7.597340931","37.03703704","8.547008547","41.66666667","9.686609687","47.22222222","","","18.23361823","88.88888889"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00071","","","","39","36","3","2","8","15","18","11","49","57","6","1.9","4","3","4","1.76","5","3","2","3","29.01","7.9","22.9","106","0.12244898","0.033333333","0.074528302","5.888888889","2.717948718","2.722222222","1.256410256","0.438888889","0.202564103","0.833333333","0.384615385","46.22641509","34.49781659","46.15384615","2.29179","5.698005698","12.34567901","7.502374169","16.25514403","14.24501425","30.86419753","2.176438746","4.715617284","21.74738841","47.11934156"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00072","","","","39","38","1","1","9","26.2","8","8","8","36","1.5","6.5","4","3","3","3.76","2","2","4","4","24.03","8","34.2","44","0.1875","0.180555556","0.181818182","5.5","1.128205128","1","0.205128205","1","0.205128205","3.275","0.671794872","18.18181818","23.39181287","20.51282051","1.9224","1.424501425","6.944444444","7.597340931","37.03703704","24.88129155","121.2962963","1.825641026","8.9","32.47863248","158.3333333"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00073","","","","39","36","5","7","7","11","10","10","6","15","1","8.5","3","3","4","12.39","5","4","3","3","23.94","9.5","20.5","21","0.166666667","0.566666667","0.452380952","2.1","0.538461538","0.6","0.153846154","0.95","0.243589744","1.1","0.282051282","28.57142857","46.34146341","25.64102564","2.2743","0.949667616","3.703703704","9.021842355","35.18518519","10.44634378","40.74074074","2.15982906","8.423333333","19.46818613","75.92592593"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00074","","","","39","38","1","4","9","21","12","5","6","5","1","0.2","3","3","3","12.39","5","4","3","3","34.05","1.2","22.2","11","0.166666667","0.04","0.109090909","0.916666667","0.282051282","0.5","0.153846154","0.1","0.030769231","1.75","0.538461538","54.54545455","5.405405405","30.76923077","0.4086","0.949667616","3.086419753","1.13960114","3.703703704","19.94301994","64.81481481","0.388034188","1.261111111","21.08262108","68.51851852"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00075","","","","39","39","1","1","9","31.5","25","6","4","18","0.8","1","3","3","4","7.23","5","4","4","3","26.07","1.8","33.3","22","0.2","0.055555556","0.081818182","0.88","0.564102564","0.16","0.102564103","0.072","0.046153846","1.26","0.807692308","18.18181818","5.405405405","64.1025641","0.46926","0.759734093","1.185185185","1.709401709","2.666666667","29.91452991","46.66666667","0.445641026","0.6952","31.62393162","49.33333333"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00076","","","","39","21","1","1","2","0.3","3","2","4","6","0.3","0.2","1","2","4","12.39","4","3","3","3","","0.5","0.8","10","0.075","0.033333333","0.05","3.333333333","0.256410256","1.333333333","0.102564103","0.166666667","0.012820513","0.1","0.007692308","40","62.5","7.692307692","","0.284900285","3.703703704","0.474833808","6.172839506","0.284900285","3.703703704","","","0.759734093","9.87654321"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00077","","","","39","36","1","1","8","12.2","12","12","3","19","0.4","1","3","3","3","14.37","5","2","3","4","25.38","1.4","13.6","22","0.133333333","0.052631579","0.063636364","1.833333333","0.564102564","0.25","0.076923077","0.116666667","0.035897436","1.016666667","0.312820513","13.63636364","10.29411765","30.76923077","0.35532","0.379867047","1.234567901","1.329534663","4.320987654","11.58594492","37.65432099","0.337435897","1.096666667","12.91547958","41.97530864"
"","","MZP2010UMB-AT10","","","","","","","","","MZP2010UMB-AT10-00078","","","","39","32","1","1","9","15.1","24","22","94","50","18","2","4","5","4","14.37","5","3","3","3","23.16","20","35.1","144","0.191489362","0.04","0.138888889","6","3.692307692","3.916666667","2.41025641","0.833333333","0.512820513","0.629166667","0.387179487","65.27777778","56.98005698","61.53846154","4.632","17.09401709","27.77777778","18.99335233","30.86419753","14.33998101","23.30246914","4.398860399","7.148148148","33.33333333","54.16666667"
