"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2015GUR-MT08","","","","","","","","","MZP2015GUR-MT08-00001","","","","39","31","1","1","5","12","12","9","15","2","4.5","1","2","5","5","1","1","5","5","3","6.12","6.5","7.5","24","0.222222222","0.3","0.270833333","2","0.615384615","0.75","0.230769231","0.541666667","0.166666667","0.083333333","0.025641026","37.5","86.66666667","30.76923077","1.899335233","6.172839506","6.172839506","20.0617284","0.949667616","3.086419753","7.122507123","23.14814815"
"","","MZP2015GUR-MT08","","","","","","","","","MZP2015GUR-MT08-00002","","","","39","27","1","1","7","25","0","0","0","0","0","2.1","","","","","","","","","","0","2.1","0","","","","0","0","0","0","0","0","0.084","0.053846154","","0","64.1025641","0","0","0","0","1.994301994","3.111111111","1.994301994","3.111111111"
"","","MZP2015GUR-MT08","","","","","","","","","MZP2015GUR-MT08-00003","","","","39","30","1","1","7","23","23","17","25","4.5","6.7","1.5","8","3","3","1","1","1","7","1","","11.2","12.7","42","0.264705882","0.268","0.266666667","1.826086957","1.076923077","0.739130435","0.435897436","0.486956522","0.287179487","0.065217391","0.038461538","40.47619048","88.18897638","58.97435897","4.273504274","7.246376812","10.6362773","18.03542673","1.424501425","2.415458937","12.06077873","20.45088567"
"","","MZP2015GUR-MT08","","","","","","","","","MZP2015GUR-MT08-00004","","","","39","18","1","3","5","15","10","0","14","0","5","1","4","7","7","1","1","5","5","3","7.76","5","6","14","","0.357142857","0.357142857","0.933333333","0.358974359","0","0","0.333333333","0.128205128","0.066666667","0.025641026","0","83.33333333","38.46153846","0","0","4.748338082","12.34567901","0.949667616","2.469135802","5.698005698","14.81481481"
"","","MZP2015GUR-MT08","","","","","","","","","MZP2015GUR-MT08-00005","","","","39","21","1","1","5","21","21","15","29","4.5","6.5","1","5","5","5","3","1","5","5","3","7.23","11","12","44","0.3","0.224137931","0.25","2.095238095","1.128205128","0.714285714","0.384615385","0.523809524","0.282051282","0.047619048","0.025641026","34.09090909","91.66666667","53.84615385","4.273504274","7.936507937","10.44634378","19.40035273","0.949667616","1.76366843","11.3960114","21.16402116"
"","","MZP2015GUR-MT08","","","","","","","","","MZP2015GUR-MT08-00006","","","","39","30","1","1","7","23","0","0","0","0","0","16","","","","","","","","","","0","16","0","","","","0","0","0","0","0","0","0.695652174","0.41025641","","0","58.97435897","0","0","0","0","15.19468186","25.76489533","15.19468186","25.76489533"
"","","MZP2015GUR-MT08","","","","","","","","","MZP2015GUR-MT08-00007","","","","39","17","1","1","5","4","4","10","16","3","5","1","1","3","3","3","1","3","7","3","4.41","8","9","26","0.3","0.3125","0.307692308","6.5","0.666666667","2.5","0.256410256","2","0.205128205","0.25","0.025641026","38.46153846","88.88888889","10.25641026","2.849002849","27.77777778","7.597340931","74.07407407","0.949667616","9.259259259","8.547008547","83.33333333"
"","","MZP2015GUR-MT08","","","","","","","","","MZP2015GUR-MT08-00008","","","","39","20","1","1","5","20","20","19","29","5","7","7","6","3","3","1","1","3","7","1","3.03","12","19","48","0.263157895","0.24137931","0.25","2.4","1.230769231","0.95","0.487179487","0.6","0.307692308","0.35","0.179487179","39.58333333","63.15789474","51.28205128","4.748338082","9.259259259","11.3960114","22.22222222","6.647673314","12.96296296","18.04368471","35.18518519"
"","","MZP2015GUR-MT08","","","","","","","","","MZP2015GUR-MT08-00009","","","","39","18","1","1","5","14","10","8","12","1.5","3.5","0.7","6","5","5","1","1","3","7","3","4.41","5","5.7","20","0.1875","0.291666667","0.25","1.428571429","0.512820513","0.571428571","0.205128205","0.357142857","0.128205128","0.05","0.017948718","40","87.71929825","35.8974359","1.424501425","3.968253968","4.748338082","13.22751323","0.664767331","1.851851852","5.413105413","15.07936508"
"","","MZP2015GUR-MT08","","","","","","","","","MZP2015GUR-MT08-00010","","","","39","22","1","1","7","22","20","15","22","4.5","6","10","1","3","3","1","3","3","9","1","0.02","10.5","20.5","37","0.3","0.272727273","0.283783784","1.681818182","0.948717949","0.681818182","0.384615385","0.477272727","0.269230769","0.454545455","0.256410256","40.54054054","51.2195122","56.41025641","4.273504274","7.575757576","9.971509972","17.67676768","9.496676163","16.83501684","19.46818613","34.51178451"
