"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00037","","","","39","28","1","1","7","28","28","17","16","5","2.7","11.4","3","5","5","3","50.9","11.3","1","7","7","5","7.66","3.05","2.15","60.39","14.37","40.96","2.8","5.61","22.87","1.5","7.7","19.1","33","0.294117647","0.16875","0.233333333","1.178571429","0.846153846","0.607142857","0.435897436","0.275","0.197435897","0.407142857","0.292307692","51.51515152","40.31413613","71.79487179","22.20039293","1.709430255","4.748338082","6.613756614","7.312440646","10.18518519","10.82621083","15.07936508","1.623390556","2.261151131","18.13865147","25.26455026"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00038","","","","39","20","1","5","5","18","18","15","11","6.5","2","17.8","2","3","3","3","50.9","16.3","5","1","1","1","3.98","1.64","1.44","0","1.76","64.91","2.25","4.09","4.81","0.15","8.5","26.3","26","0.433333333","0.181818182","0.326923077","1.444444444","0.666666667","0.833333333","0.384615385","0.472222222","0.217948718","0.988888889","0.456410256","57.69230769","32.31939163","46.15384615","32.02357564","2.722003929","6.172839506","13.3744856","8.072174739","17.48971193","16.90408357","36.6255144","2.584998983","5.60083113","24.97625831","54.11522634"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00039","","","","39","30","1","3","5","21","16","6","15","1.7","2.5","8.9","4","5","5","3","32.1","5.2","1","7","5","5","9.24","3.56","2.3","60.9","12.39","25.73","5.29","8.7","30.02","1.34","4.2","13.1","21","0.283333333","0.166666667","0.2","1","0.538461538","0.285714286","0.153846154","0.2","0.107692308","0.423809524","0.228205128","28.57142857","32.0610687","53.84615385","16.19937695","0.680373832","1.614434948","2.998236332","3.988603989","7.407407407","8.452041785","15.69664903","0.646128995","1.199953848","12.44064577","23.10405644"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00040","","","","39","15","1","3","7","15","3","0","4","0","1","28.1","8","5","5","3","50.4","15.5","7","5","1","1","4.86","2.02","1.41","101.22","","48.89","3.25","5.31","19.93","1.32","1","29.1","4","","0.25","0.25","0.266666667","0.102564103","0","0","0.066666667","0.025641026","1.873333333","0.720512821","0","3.436426117","38.46153846","30.75396825","0.307539683","0","0","0.949667616","2.469135802","26.68566002","69.38271605","0.292060477","0.759357241","27.63532764","71.85185185"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00041","","","","39","14","1","3","5","1","1","1","0","0.3","0","3","2","5","5","1","50.1","9.2","1","7","5","5","5.31","2.39","1.6","39.82","10.5","41.61","8.92","12.88","14.56","0.93","0.3","3.3","1","0.3","","0.3","1","0.025641026","1","0.025641026","0.3","0.007692308","3","0.076923077","100","9.090909091","2.564102564","18.36327345","0.05508982","0.284900285","11.11111111","0.284900285","11.11111111","2.849002849","111.1111111","0.052317018","2.040363717","3.133903134","122.2222222"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00042","","","","39","22","1","3","7","21","6","4","5","1","1","46.2","8","5","5","3","50.3","15.7","5","1","1","1","4.84","1.75","1.22","138.15","","60.67","2.42","4.24","8.65","0.55","2","48.2","9","0.25","0.2","0.222222222","0.428571429","0.230769231","0.19047619","0.102564103","0.095238095","0.051282051","2.2","1.184615385","44.44444444","4.149377593","53.84615385","31.21272366","0.624254473","0.949667616","1.76366843","1.899335233","3.527336861","43.87464387","81.48148148","0.592834258","1.100977907","45.77397911","85.00881834"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00043","","","","39","20","1","3","5","20","15","10","9","4","2","14.6","4","1","1","1","50.2","13.2","1","5","5","3","4.07","1.95","1.37","26.86","11.03","55.47","5.64","8.09","6.2","0.32","6","20.6","19","0.4","0.222222222","0.315789474","0.95","0.487179487","0.5","0.256410256","0.3","0.153846154","0.73","0.374358974","52.63157895","29.12621359","51.28205128","26.29482072","1.577689243","3.798670465","7.407407407","5.698005698","11.11111111","13.8651472","27.03703704","1.498280383","2.921646746","19.5631529","38.14814815"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00044","","","","39","28","1","1","5","19","19","16","14","4","1.6","9","4","3","3","3","50.3","14","7","1","1","1","5.11","1.61","1.24","0","0.15","63.79","2.09","3.63","7.5","0.09","5.6","14.6","30","0.25","0.114285714","0.186666667","1.578947368","0.769230769","0.842105263","0.41025641","0.294736842","0.143589744","0.473684211","0.230769231","53.33333333","38.35616438","48.71794872","27.83300199","1.558648111","3.798670465","7.797270955","5.318138651","10.91617934","8.547008547","17.54385965","1.480197637","3.038300412","13.8651472","28.46003899"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00045","","","","39","20","1","5","5","17","17","9","21","2","3","9.9","4","5","5","3","50.7","11.1","1","7","7","5","9.97","3.29","2.31","56.95","14.37","40.14","3.01","5.67","19.3","1.49","5","14.9","30","0.222222222","0.142857143","0.166666667","1.764705882","0.769230769","0.529411765","0.230769231","0.294117647","0.128205128","0.582352941","0.253846154","30","33.55704698","43.58974359","21.89349112","1.094674556","1.899335233","4.357298475","4.748338082","10.89324619","9.401709402","21.56862745","1.039576976","2.384911887","14.15004748","32.46187364"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00046","","","","39","22","1","3","5","20","1","0","1","0","0.2","11","4","7","7","1","27.1","5.4","1","5","5","3","8.16","3.39","2.25","62.24","11.03","22.35","7.06","11.43","31.47","2.44","0.2","11.2","1","","0.2","0.2","0.05","0.025641026","0","0","0.01","0.005128205","0.55","0.282051282","0","1.785714286","51.28205128","19.92619926","0.039852399","0","0","0.189933523","0.37037037","10.44634378","20.37037037","0.037846532","0.073800738","10.6362773","20.74074074"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00047","","","","39","20","1","3","7","11","11","8","11","2","1.5","7.3","6","5","5","3","50.2","13.9","7","1","1","1","5.71","2.06","1.56","0","0.69","57.69","3.12","5.33","10.05","0.15","3.5","10.8","19","0.25","0.136363636","0.184210526","1.727272727","0.487179487","0.727272727","0.205128205","0.318181818","0.08974359","0.663636364","0.187179487","42.10526316","32.40740741","28.20512821","27.68924303","0.969123506","1.899335233","6.734006734","3.323836657","11.78451178","6.932573599","24.57912458","0.92034521","3.263042108","10.25641026","36.36363636"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00048","","","","39","18","1","1","5","12","10","4","7","1","1","5.4","2","5","5","3","50.5","18","7","1","1","1","5.54","1.68","1.46","0","0","65.03","1.54","3.27","4.27","0","2","7.4","11","0.25","0.142857143","0.181818182","0.916666667","0.282051282","0.333333333","0.102564103","0.166666667","0.051282051","0.45","0.138461538","36.36363636","27.02702703","30.76923077","35.64356436","0.712871287","0.949667616","3.086419753","1.899335233","6.172839506","5.128205128","16.66666667","0.676990776","2.200220022","7.027540361","22.83950617"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00049","","","","39","20","1","1","7","13","8","0","10","0","2.5","3.8","2","5","5","5","50.5","12.1","1","3","5","3","8.48","2.73","1.79","40.31","7.76","55.92","2.13","4.15","11.55","0.44","2.5","6.3","10","","0.25","0.25","0.769230769","0.256410256","0","0","0.192307692","0.064102564","0.292307692","0.097435897","0","39.68253968","33.33333333","23.96039604","0.599009901","0","0","2.374169041","7.122507123","3.608736942","10.82621083","0.568860305","1.706580915","5.982905983","17.94871795"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00050","","","","39","22","1","1","7","21","21","15","24","3.5","5","10","6","5","3","3","50.6","18.3","1","3","3","1","5.93","2","1.41","4.07","4.41","66.11","1.46","3.36","4.53","0.12","8.5","18.5","39","0.233333333","0.208333333","0.217948718","1.857142857","1","0.714285714","0.384615385","0.404761905","0.217948718","0.476190476","0.256410256","38.46153846","45.94594595","53.84615385","36.16600791","3.074110672","3.323836657","6.172839506","8.072174739","14.99118166","9.496676163","17.6366843","2.919383354","5.421711943","17.5688509","32.62786596"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00051","","","","39","20","1","3","5","15","7","6","3","1.5","0.9","6.4","5","5","5","3","50.8","11.4","1","5","3","3","6.9","2.8","2.08","40.27","7.76","49.4","3.9","6.76","11.55","0.91","2.4","8.8","9","0.25","0.3","0.266666667","0.6","0.230769231","0.4","0.153846154","0.16","0.061538462","0.426666667","0.164102564","66.66666667","27.27272727","38.46153846","22.44094488","0.538582677","1.424501425","3.703703704","2.279202279","5.925925926","6.077872745","15.80246914","0.511474527","1.329833771","8.357075024","21.72839506"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00052","","","","39","24","1","3","5","20","20","5","19","1.4","3","11.2","4","5","5","3","50.1","11.2","1","5","5","5","8.27","2.77","1.92","34.97","12.39","41.8","5.35","8.18","16.46","0.71","4.4","15.6","24","0.28","0.157894737","0.183333333","1.2","0.615384615","0.25","0.128205128","0.22","0.112820513","0.56","0.287179487","20.83333333","28.20512821","51.28205128","22.35528942","0.983632735","1.329534663","2.592592593","4.178537512","8.148148148","10.6362773","20.74074074","0.934124154","1.821542101","14.81481481","28.88888889"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00053","","","","39","14","3","5","7","14","14","11","17","2.5","2","11","6","5","3","3","50.5","12.9","7","1","1","1","4.05","1.8","1.37","6.03","1.04","58.02","2.73","4.57","12.4","0.43","4.5","15.5","28","0.227272727","0.117647059","0.160714286","2","0.717948718","0.785714286","0.282051282","0.321428571","0.115384615","0.785714286","0.282051282","39.28571429","29.03225806","35.8974359","25.54455446","1.14950495","2.374169041","6.613756614","4.273504274","11.9047619","10.44634378","29.1005291","1.091647626","3.041018388","14.71984805","41.00529101"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00054","","","","39","20","1","1","7","20","8","0","10","0","2.8","9.5","2","5","5","1","50.7","13.2","1","5","3","3","5.28","2.23","1.63","27.82","7.23","56.94","3.12","4.98","7.91","0.38","2.8","12.3","10","","0.28","0.28","0.5","0.256410256","0","0","0.14","0.071794872","0.475","0.243589744","0","22.76422764","51.28205128","26.03550296","0.728994083","0","0","2.659069326","5.185185185","9.021842355","17.59259259","0.692302073","1.349989042","11.68091168","22.77777778"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00055","","","","39","20","1","1","5","20","20","13","12","5","4","13.3","5","5","5","3","50.5","17","1","5","3","3","3.9","1.72","1.28","6.37","6.12","66.31","2.46","4.36","2.57","0.12","9","22.3","25","0.384615385","0.333333333","0.36","1.25","0.641025641","0.65","0.333333333","0.45","0.230769231","0.665","0.341025641","52","40.35874439","51.28205128","33.66336634","3.02970297","4.748338082","9.259259259","8.547008547","16.66666667","12.6305793","24.62962963","2.877210798","5.610561056","21.17758784","41.2962963"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00056","","","","39","15","1","5","5","15","15","12","11","5","4.1","7.5","2","3","7","3","50.5","11.1","1","7","3","3","5.06","1.98","1.3","6.24","7.23","54.06","4.32","6.82","11.96","0.42","9.1","16.6","23","0.416666667","0.372727273","0.395652174","1.533333333","0.58974359","0.8","0.307692308","0.606666667","0.233333333","0.5","0.192307692","52.17391304","54.81927711","38.46153846","21.98019802","2.00019802","4.748338082","12.34567901","8.641975309","22.4691358","7.122507123","18.51851852","1.899523286","4.938760543","15.76448243","40.98765432"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00057","","","","39","20","1","3","7","20","7","0","8","0","2","25.6","8","5","5","1","43.6","13.1","5","3","1","1","5.4","1.93","1.36","65.8","","54.01","3.42","5.7","14.04","1.11","2","27.6","8","","0.25","0.25","0.4","0.205128205","0","0","0.1","0.051282051","1.28","0.656410256","0","7.246376812","51.28205128","30.04587156","0.600917431","0","0","1.899335233","3.703703704","24.31149098","47.40740741","0.570671824","1.112810058","26.21082621","51.11111111"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00058","","","","39","20","1","3","5","17","15","7","11","2","2","7.8","4","5","5","3","50.8","12.5","1","5","5","5","10.58","3.09","2.33","17.89","10.5","54.5","2.03","3.2","9.87","0.84","4","11.8","18","0.285714286","0.181818182","0.222222222","1.058823529","0.461538462","0.411764706","0.179487179","0.235294118","0.102564103","0.458823529","0.2","38.88888889","33.89830508","43.58974359","24.60629921","0.984251969","1.899335233","4.357298475","3.798670465","8.71459695","7.407407407","16.99346405","0.934712221","2.144339801","11.20607787","25.708061"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00059","","","","39","20","1","1","7","20","15","5","12","1.2","2.5","14.9","2","5","5","1","50.9","16.6","1","5","3","3","5.47","1.87","1.4","4.16","6.12","61.17","1.99","3.62","9.44","0.36","3.7","18.6","17","0.24","0.208333333","0.217647059","0.85","0.435897436","0.25","0.128205128","0.185","0.094871795","0.745","0.382051282","29.41176471","19.89247312","51.28205128","32.6129666","1.206679764","1.13960114","2.222222222","3.51377018","6.851851852","14.15004748","27.59259259","1.145944695","2.234592156","17.66381766","34.44444444"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00060","","","","39","18","1","1","5","8","8","5","5","1.1","1","6.7","5","5","7","3","50.9","13","1","5","5","3","6.64","2.44","1.74","20.16","7.23","55.45","3.17","5.5","10.19","0.61","2.1","8.8","10","0.22","0.2","0.21","1.25","0.256410256","0.625","0.128205128","0.2625","0.053846154","0.8375","0.171794872","50","23.86363636","20.51282051","25.54027505","0.536345776","1.044634378","5.092592593","1.994301994","9.722222222","6.362773029","31.01851852","0.509350215","2.483082296","8.357075024","40.74074074"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00061","","","","39","20","1","3","5","20","10","6","7","1","0.6","14.1","2","7","7","1","50.8","16.3","5","1","1","1","5.6","1.81","1.58","10.06","0.15","61.15","2.37","4.77","8.67","0.38","1.6","15.7","13","0.166666667","0.085714286","0.123076923","0.65","0.333333333","0.3","0.153846154","0.08","0.041025641","0.705","0.361538462","46.15384615","10.1910828","51.28205128","32.08661417","0.513385827","0.949667616","1.851851852","1.519468186","2.962962963","13.39031339","26.11111111","0.487545894","0.950714494","14.90978158","29.07407407"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00062","","","","39","19","1","3","5","12","12","11","25","2.6","4","8.2","7","3","3","1","51","11.1","1","5","5","3","4.84","2.27","1.61","37.14","12.39","48.09","7.76","11.27","7.34","1.02","6.6","14.8","36","0.236363636","0.16","0.183333333","3","0.923076923","0.916666667","0.282051282","0.55","0.169230769","0.683333333","0.21025641","30.55555556","44.59459459","30.76923077","21.76470588","1.436470588","2.469135802","8.024691358","6.267806268","20.37037037","7.787274454","25.30864198","1.364169599","4.433551198","14.05508072","45.67901235"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00063","","","","39","20","1","5","5","19","17","4","16","1","2.6","18","6","3","1","3","50.3","14.9","1","7","5","3","4.39","1.96","1.44","25.46","11.03","57.75","2.59","4.31","8.7","0.51","3.6","21.6","20","0.25","0.1625","0.18","1.052631579","0.512820513","0.210526316","0.102564103","0.189473684","0.092307692","0.947368421","0.461538462","20","16.66666667","48.71794872","29.6222664","1.06640159","0.949667616","1.949317739","3.418803419","7.01754386","17.09401709","35.0877193","1.012727056","2.078755537","20.51282051","42.10526316"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00064","","","","39","19","1","3","5","19","19","17","11","2.5","1.2","17.2","2","5","5","3","50.5","15.9","7","1","1","1","4.69","1.64","1.4","0","0.15","63.25","2.11","4.02","7.34","0.18","3.7","20.9","28","0.147058824","0.109090909","0.132142857","1.473684211","0.717948718","0.894736842","0.435897436","0.194736842","0.094871795","0.905263158","0.441025641","60.71428571","17.70334928","48.71794872","31.48514851","1.164950495","2.374169041","4.873294347","3.51377018","7.212475634","16.334283","33.52826511","1.10631576","2.270858665","19.84805318","40.74074074"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00065","","","","39","13","1","3","7","9","9","0","13","0","3","5.4","4","5","5","5","50.4","8.9","1","7","7","5","11.39","3.59","2.69","68.47","14.37","32.82","3.71","6.76","27.43","2.81","3","8.4","13","","0.230769231","0.230769231","1.444444444","0.333333333","0","0","0.333333333","0.076923077","0.6","0.138461538","0","35.71428571","23.07692308","17.65873016","0.529761905","0","0","2.849002849","12.34567901","5.128205128","22.22222222","0.503097725","2.180090143","7.977207977","34.56790123"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00066","","","","39","18","3","5","5","12","5","0","8","0","1.7","11.5","5","5","7","3","37.2","11.1","5","3","3","3","5.68","2.12","1.32","24.03","3.03","54.02","4.16","6.73","11.37","0.42","1.7","13.2","8","","0.2125","0.2125","0.666666667","0.205128205","0","0","0.141666667","0.043589744","0.958333333","0.294871795","0","12.87878788","30.76923077","29.83870968","0.507258065","0","0","1.614434948","5.24691358","10.92117759","35.49382716","0.481726557","1.56561131","12.53561254","40.74074074"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00067","","","","39","22","1","1","7","17","17","5","16","1.2","2.7","23.3","8","5","5","1","50.4","17.2","7","1","1","3","5.45","1.71","1.32","42.79","","58.81","2.88","4.85","10.38","0.24","3.9","27.2","21","0.24","0.16875","0.185714286","1.235294118","0.538461538","0.294117647","0.128205128","0.229411765","0.1","1.370588235","0.597435897","23.80952381","14.33823529","43.58974359","34.12698413","1.330952381","1.13960114","2.614379085","3.703703704","8.496732026","22.12725546","50.76252723","1.263962375","2.89967839","25.83095916","59.25925926"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00068","","","","39","21","1","3","7","21","18","7","14","2","4","8.1","5","5","5","5","49.1","13","1","5","5","3","6.78","2.35","1.74","16.35","6.12","56.54","3.12","5.29","7.89","0.34","6","14.1","21","0.285714286","0.285714286","0.285714286","1","0.538461538","0.333333333","0.179487179","0.285714286","0.153846154","0.385714286","0.207692308","33.33333333","42.55319149","53.84615385","26.47657841","1.588594705","1.899335233","3.527336861","5.698005698","10.58201058","7.692307692","14.28571429","1.508636947","2.801754329","13.39031339","24.86772487"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00069","","","","39","20","1","1","7","20","5","0","6","0","1.6","29","8","7","7","1","50.5","15.9","5","1","1","3","5.35","1.76","1.23","98.82","","61.7","2.81","4.83","8.18","0.6","1.6","30.6","6","","0.266666667","0.266666667","0.3","0.153846154","0","0","0.08","0.041025641","1.45","0.743589744","0","5.22875817","51.28205128","31.48514851","0.503762376","0","0","1.519468186","2.962962963","27.54036087","53.7037037","0.478406815","0.932893289","29.05982906","56.66666667"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00070","","","","39","22","1","1","7","18","15","12","7","2.6","1.2","15.7","1","5","5","3","51","17.1","7","1","1","3","6.67","1.92","1.56","0.32","0.02","65.38","1.69","3.25","4.37","0.14","3.8","19.5","19","0.216666667","0.171428571","0.2","1.055555556","0.487179487","0.666666667","0.307692308","0.211111111","0.097435897","0.872222222","0.402564103","63.15789474","19.48717949","46.15384615","33.52941176","1.274117647","2.469135802","5.349794239","3.608736942","7.818930041","14.90978158","32.30452675","1.209988269","2.621641249","18.51851852","40.12345679"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00071","","","","39","18","1","1","5","8","8","0","10","0","2.5","4","4","5","5","5","48.9","9.2","1","7","7","5","8.77","3.33","2.22","76.78","14.37","38.97","4.05","7.51","22.08","2.05","2.5","6.5","10","","0.25","0.25","1.25","0.256410256","0","0","0.3125","0.064102564","0.5","0.102564103","0","38.46153846","20.51282051","18.81390593","0.470347648","0","0","2.374169041","11.57407407","3.798670465","18.51851852","0.44667393","2.177535409","6.172839506","30.09259259"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00072","","","","39","20","1","1","7","17","1","0","2","0","0.3","12.4","8","7","7","1","50.3","17.2","5","1","1","1","6.1","2","1.37","88.48","","62.37","2.27","4.24","7.66","0.21","0.3","12.7","2","","0.15","0.15","0.117647059","0.051282051","0","0","0.017647059","0.007692308","0.729411765","0.317948718","0","2.362204724","43.58974359","34.19483101","0.102584493","0","0","0.284900285","0.653594771","11.77587844","27.01525054","0.097421171","0.223495628","12.06077873","27.66884532"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00073","","","","39","17","1","5","5","17","17","19","11","5","1.9","7.5","2","5","7","5","50.7","11.8","1","5","3","3","5.05","1.87","1.36","7.39","6.12","55.69","4.84","7.64","9.61","0.5","6.9","14.4","30","0.263157895","0.172727273","0.23","1.764705882","0.769230769","1.117647059","0.487179487","0.405882353","0.176923077","0.441176471","0.192307692","63.33333333","47.91666667","43.58974359","23.27416174","1.60591716","4.748338082","10.89324619","6.552706553","15.03267974","7.122507123","16.33986928","1.525087521","3.498730196","13.67521368","31.37254902"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00074","","","","39","20","1","3","5","15","15","6","20","1.2","3.2","14.2","5","5","5","3","50.8","11.4","1","5","3","3","6.9","2.8","2.08","40.27","11.03","49.4","3.9","6.76","11.55","0.91","4.4","18.6","26","0.2","0.16","0.169230769","1.733333333","0.666666667","0.4","0.153846154","0.293333333","0.112820513","0.946666667","0.364102564","23.07692308","23.65591398","38.46153846","22.44094488","0.987401575","1.13960114","2.962962963","4.178537512","10.86419753","13.48528015","35.0617284","0.9377033","2.43802858","17.66381766","45.92592593"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00075","","","","39","20","1","1","5","20","20","30","35","5","2","12","6","1","3","3","50.7","13.5","7","1","1","1","6.12","1.77","1.42","0","0.15","57.33","2.5","3.93","11.5","0.26","7","19","65","0.166666667","0.057142857","0.107692308","3.25","1.666666667","1.5","0.769230769","0.35","0.179487179","0.6","0.307692308","46.15384615","36.84210526","51.28205128","26.62721893","1.863905325","4.748338082","9.259259259","6.647673314","12.96296296","11.3960114","22.22222222","1.770090527","3.451676529","18.04368471","35.18518519"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00076","","","","39","14","1","3","7","14","14","14","8","5","1.7","12.6","2","5","5","3","50.4","12.9","1","7","5","5","5.26","2.22","1.52","36.78","12.39","62.74","2.64","5.03","6.34","0.15","6.7","19.3","22","0.357142857","0.2125","0.304545455","1.571428571","0.564102564","1","0.358974359","0.478571429","0.171794872","0.9","0.323076923","63.63636364","34.71502591","35.8974359","25.5952381","1.714880952","4.748338082","13.22751323","6.362773029","17.72486772","11.96581197","33.33333333","1.628566906","4.536722096","18.328585","51.05820106"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00077","","","","39","20","1","3","5","20","20","6","20","1.3","2","12.4","2","5","5","5","50.5","15.9","5","1","1","1","4.69","1.64","1.4","0","1.04","63.25","2.11","4.02","7.34","0.18","3.3","15.7","26","0.216666667","0.1","0.126923077","1.3","0.666666667","0.3","0.153846154","0.165","0.084615385","0.62","0.317948718","23.07692308","21.01910828","51.28205128","31.48514851","1.039009901","1.234567901","2.407407407","3.133903134","6.111111111","11.77587844","22.96296296","0.986714056","1.924092409","14.90978158","29.07407407"
"","","MZP2012GUR-AT16","","","","","","","","","MZP2012GUR-AT16-00078","","","","39","20","1","1","7","20","12","10","8","2.1","1.1","14.1","5","7","5","1","50.7","13.2","1","5","3","3","5.28","2.23","1.63","27.82","7.76","56.94","3.12","4.98","7.91","0.38","3.2","17.3","18","0.21","0.1375","0.177777778","0.9","0.461538462","0.5","0.256410256","0.16","0.082051282","0.705","0.361538462","55.55555556","18.49710983","51.28205128","26.03550296","0.833136095","1.994301994","3.888888889","3.038936372","5.925925926","13.39031339","26.11111111","0.791202369","1.54284462","16.42924976","32.03703704"
