"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2014GUR-AT01","","","","","","","","","MZP2014GUR-AT01-00042","","","","39","32","1","1","7","24","24","13","27","4","7.5","17.6","4","3","3","3","1","7","5","5","11.5","29.1","40","0.307692308","0.277777778","0.2875","1.666666667","1.025641026","0.541666667","0.333333333","0.479166667","0.294871795","0.733333333","0.451282051","32.5","39.51890034","61.53846154","3.798670465","6.172839506","10.92117759","17.74691358","16.71415005","27.16049383","27.63532764","44.90740741"
"","","MZP2014GUR-AT01","","","","","","","","","MZP2014GUR-AT01-00043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2014GUR-AT01","","","","","","","","","MZP2014GUR-AT01-00044","","","","39","36","1","1","7","36","36","12","25","3.3","7.5","25","4","3","3","3","1","7","3","5","10.8","35.8","37","0.275","0.3","0.291891892","1.027777778","0.948717949","0.333333333","0.307692308","0.3","0.276923077","0.694444444","0.641025641","32.43243243","30.16759777","92.30769231","3.133903134","3.395061728","10.25641026","11.11111111","23.74169041","25.72016461","33.99810066","36.83127572"
"","","MZP2014GUR-AT01","","","","","","","","","MZP2014GUR-AT01-00045","","","","39","33","1","1","5","15","15","13","21","3.7","7.5","17","2","3","3","3","1","5","7","3","11.2","28.2","34","0.284615385","0.357142857","0.329411765","2.266666667","0.871794872","0.866666667","0.333333333","0.746666667","0.287179487","1.133333333","0.435897436","38.23529412","39.71631206","38.46153846","3.51377018","9.135802469","10.6362773","27.65432099","16.14434948","41.97530864","26.78062678","69.62962963"
"","","MZP2014GUR-AT01","","","","","","","","","MZP2014GUR-AT01-00046","","","","39","36","1","1","7","23","23","17","29","5","7","13","2","3","3","3","1","3","7","1","12","25","46","0.294117647","0.24137931","0.260869565","2","1.179487179","0.739130435","0.435897436","0.52173913","0.307692308","0.565217391","0.333333333","36.95652174","48","58.97435897","4.748338082","8.051529791","11.3960114","19.3236715","12.34567901","20.93397746","23.74169041","40.25764895"
"","","MZP2014GUR-AT01","","","","","","","","","MZP2014GUR-AT01-00047","","","","39","31","1","1","5","23","23","18","30","5.1","8.9","14.4","4","3","3","3","1","5","5","3","14","28.4","48","0.283333333","0.296666667","0.291666667","2.086956522","1.230769231","0.782608696","0.461538462","0.608695652","0.358974359","0.626086957","0.369230769","37.5","49.29577465","58.97435897","4.843304843","8.212560386","13.29534663","22.54428341","13.67521368","23.1884058","26.9705603","45.73268921"
"","","MZP2014GUR-AT01","","","","","","","","","MZP2014GUR-AT01-00048","","","","39","32","1","1","5","25","25","21","39","6.5","8.5","17","4","3","5","5","1","7","3","5","15","32","60","0.30952381","0.217948718","0.25","2.4","1.538461538","0.84","0.538461538","0.6","0.384615385","0.68","0.435897436","35","46.875","64.1025641","6.172839506","9.62962963","14.24501425","22.22222222","16.14434948","25.18518519","30.38936372","47.40740741"
"","","MZP2014GUR-AT01","","","","","","","","","MZP2014GUR-AT01-00049","","","","39","30","1","1","5","22","22","18","25","6","7.5","16","4","3","5","3","1","7","3","5","13.5","29.5","43","0.333333333","0.3","0.313953488","1.954545455","1.102564103","0.818181818","0.461538462","0.613636364","0.346153846","0.727272727","0.41025641","41.86046512","45.76271186","56.41025641","5.698005698","10.1010101","12.82051282","22.72727273","15.19468186","26.93602694","28.01519468","49.66329966"
"","","MZP2014GUR-AT01","","","","","","","","","MZP2014GUR-AT01-00050","","","","39","28","1","1","5","25","25","19","35","6.5","8","17","4","3","3","5","1","7","3","5","14.5","31.5","54","0.342105263","0.228571429","0.268518519","2.16","1.384615385","0.76","0.487179487","0.58","0.371794872","0.68","0.435897436","35.18518519","46.03174603","64.1025641","6.172839506","9.62962963","13.77018044","21.48148148","16.14434948","25.18518519","29.91452991","46.66666667"
"","","MZP2014GUR-AT01","","","","","","","","","MZP2014GUR-AT01-00051","","","","39","29","1","1","7","12","12","20","17","7","5","18","4","3","5","3","1","7","3","5","12","30","37","0.35","0.294117647","0.324324324","3.083333333","0.948717949","1.666666667","0.512820513","1","0.307692308","1.5","0.461538462","54.05405405","40","30.76923077","6.647673314","21.60493827","11.3960114","37.03703704","17.09401709","55.55555556","28.49002849","92.59259259"
"","","MZP2014GUR-AT01","","","","","","","","","MZP2014GUR-AT01-00052","","","","39","30","3","5","9","19","19","15","27","3.7","7","20.5","2","3","3","5","1","7","5","3","10.7","31.2","42","0.246666667","0.259259259","0.254761905","2.210526316","1.076923077","0.789473684","0.384615385","0.563157895","0.274358974","1.078947368","0.525641026","35.71428571","34.29487179","48.71794872","3.51377018","7.212475634","10.16144349","20.85769981","19.46818613","39.96101365","29.62962963","60.81871345"
"","","MZP2014GUR-AT01","","","","","","","","","MZP2014GUR-AT01-00053","","","","39","30","1","1","5","22","10","9","12","2.5","3","17","4","5","5","3","1","5","5","3","5.5","22.5","21","0.277777778","0.25","0.261904762","0.954545455","0.538461538","0.409090909","0.230769231","0.25","0.141025641","0.772727273","0.435897436","42.85714286","24.44444444","56.41025641","2.374169041","4.208754209","5.22317189","9.259259259","16.14434948","28.61952862","21.36752137","37.87878788"
"","","MZP2014GUR-AT01","","","","","","","","","MZP2014GUR-AT01-00054","","","","39","33","1","1","5","14","14","23","37","7.8","10","22.5","2","3","3","3","1","7","5","3","17.8","40.3","60","0.339130435","0.27027027","0.296666667","4.285714286","1.538461538","1.642857143","0.58974359","1.271428571","0.456410256","1.607142857","0.576923077","38.33333333","44.16873449","35.8974359","7.407407407","20.63492063","16.90408357","47.08994709","21.36752137","59.52380952","38.27160494","106.6137566"
"","","MZP2014GUR-AT01","","","","","","","","","MZP2014GUR-AT01-00055","","","","39","35","1","1","5","35","35","33","50","11","15.7","27.9","2","1","1","3","1","7","3","5","26.7","54.6","83","0.333333333","0.314","0.321686747","2.371428571","2.128205128","0.942857143","0.846153846","0.762857143","0.684615385","0.797142857","0.715384615","39.75903614","48.9010989","89.74358974","10.44634378","11.64021164","25.35612536","28.25396825","26.4957265","29.52380952","51.85185185","57.77777778"
"","","MZP2014GUR-AT01","","","","","","","","","MZP2014GUR-AT01-00056","","","","39","34","1","1","5","27","27","18","29","6","8.9","18.7","3","3","3","3","1","7","3","5","14.9","33.6","47","0.333333333","0.306896552","0.317021277","1.740740741","1.205128205","0.666666667","0.461538462","0.551851852","0.382051282","0.692592593","0.479487179","38.29787234","44.3452381","69.23076923","5.698005698","8.230452675","14.15004748","20.43895748","17.75878443","25.6515775","31.90883191","46.09053498"
"","","MZP2014GUR-AT01","","","","","","","","","MZP2014GUR-AT01-00057","","","","39","31","1","1","5","27","27","19","23","6.7","7.9","20.5","2","3","3","3","1","5","7","3","14.6","35.1","42","0.352631579","0.343478261","0.347619048","1.555555556","1.076923077","0.703703704","0.487179487","0.540740741","0.374358974","0.759259259","0.525641026","45.23809524","41.5954416","69.23076923","6.362773029","9.190672154","13.8651472","20.02743484","19.46818613","28.12071331","33.33333333","48.14814815"
"","","MZP2014GUR-AT01","","","","","","","","","MZP2014GUR-AT01-00058","","","","39","30","1","1","9","11","11","20","27","7.5","8.9","17.8","6","3","3","3","1","5","7","3","16.4","34.2","47","0.375","0.32962963","0.34893617","4.272727273","1.205128205","1.818181818","0.512820513","1.490909091","0.420512821","1.618181818","0.456410256","42.55319149","47.95321637","28.20512821","7.122507123","25.25252525","15.57454891","55.21885522","16.90408357","59.93265993","32.47863248","115.1515152"
"","","MZP2014GUR-AT01","","","","","","","","","MZP2014GUR-AT01-00059","","","","39","29","1","1","5","24","24","17","28","5.5","7.5","19","2","5","5","7","1","3","5","3","13","32","45","0.323529412","0.267857143","0.288888889","1.875","1.153846154","0.708333333","0.435897436","0.541666667","0.333333333","0.791666667","0.487179487","37.77777778","40.625","61.53846154","5.22317189","8.487654321","12.34567901","20.0617284","18.04368471","29.32098765","30.38936372","49.38271605"
"","","MZP2014GUR-AT01","","","","","","","","","MZP2014GUR-AT01-00060","","","","39","30","1","1","5","18","18","20","43","7","10","10.5","4","3","3","3","1","7","5","5","17","27.5","63","0.35","0.23255814","0.26984127","3.5","1.615384615","1.111111111","0.512820513","0.944444444","0.435897436","0.583333333","0.269230769","31.74603175","61.81818182","46.15384615","6.647673314","14.40329218","16.14434948","34.97942387","9.971509972","21.60493827","26.11585945","56.58436214"
