"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","treatment_irrigation","treatment_non_irrigation"
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00011","","","","26","23","1","1","7","23","17","11","13","3.1","3","5","5","7","3","1","5","3","3","3.07","1.55","1.06","0","33.43","0","65.57","1.17","2.23","8.76","6.1","11.1","24","0.281818182","0.230769231","0.254166667","1.043478261","0.923076923","0.47826087","0.423076923","0.265217391","0.234615385","0.217391304","0.192307692","45.83333333","54.95495495","88.46153846","4.415954416","4.99194847","8.689458689","9.822866345","7.122507123","8.051529791","15.81196581","17.87439614","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00012","","","","26","22","1","1","5","22","22","10","17","3","4.5","7","5","5","3","1","5","5","3","4.64","2.35","1.48","0","78.53","49.36","39.52","2.77","4.97","28.39","7.5","14.5","27","0.3","0.264705882","0.277777778","1.227272727","1.038461538","0.454545455","0.384615385","0.340909091","0.288461538","0.318181818","0.269230769","37.03703704","51.72413793","84.61538462","4.273504274","5.050505051","10.68376068","12.62626263","9.971509972","11.78451178","20.65527066","24.41077441","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00013","","","","26","26","1","3","7","26","26","10","19","3","6.5","8","1","1","3","3","5","1","1","5.09","1.86","1.17","0","36.24","55.17","65.64","1.5","2.35","6.07","9.5","17.5","29","0.3","0.342105263","0.327586207","1.115384615","1.115384615","0.384615385","0.384615385","0.365384615","0.365384615","0.307692308","0.307692308","34.48275862","54.28571429","100","4.273504274","4.273504274","13.53276353","13.53276353","11.3960114","11.3960114","24.92877493","24.92877493","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00014","","","","26","25","1","1","7","25","17","9","17","2.3","4.5","7","5","5","3","3","3","3","1","4.66","1.65","1.23","16.14","53.08","0","70.11","1.66","2.8","2.94","6.8","13.8","26","0.255555556","0.264705882","0.261538462","1.04","1","0.36","0.346153846","0.272","0.261538462","0.28","0.269230769","34.61538462","49.27536232","96.15384615","3.276353276","3.407407407","9.686609687","10.07407407","9.971509972","10.37037037","19.65811966","20.44444444","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00015","","","","26","20","3","5","5","20","12","8","13","2","4","4.5","3","5","3","1","5","5","5","4.47","2.39","1.39","28.65","108.6","47.88","35.31","5.05","8.35","28.57","6","10.5","21","0.25","0.307692308","0.285714286","1.05","0.807692308","0.4","0.307692308","0.3","0.230769231","0.225","0.173076923","38.0952381","57.14285714","76.92307692","2.849002849","3.703703704","8.547008547","11.11111111","6.41025641","8.333333333","14.95726496","19.44444444","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00016","","","","26","26","1","3","5","26","15","8","13","2","4.2","8","5","5","5","3","1","1","3","2.81","2.05","0.92","0","39.54","","67.62","1.31","2.81","10.9","6.2","14.2","21","0.25","0.323076923","0.295238095","0.807692308","0.807692308","0.307692308","0.307692308","0.238461538","0.238461538","0.307692308","0.307692308","38.0952381","43.66197183","100","2.849002849","2.849002849","8.831908832","8.831908832","11.3960114","11.3960114","20.22792023","20.22792023","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00017","","","","26","26","1","3","7","26","26","10","40","3","11.5","7","3","3","5","1","7","5","5","4.94","2.18","1.28","14.05","67.4","32.94","58.5","2.19","3.89","11","14.5","21.5","50","0.3","0.2875","0.29","1.923076923","1.923076923","0.384615385","0.384615385","0.557692308","0.557692308","0.269230769","0.269230769","20","67.44186047","100","4.273504274","4.273504274","20.65527066","20.65527066","9.971509972","9.971509972","30.62678063","30.62678063","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00018","","","","26","26","1","1","9","26","21","10","24","3","9","6","3","3","5","3","3","1","3","3.14","1.46","0.93","0","25.89","0","63","2.52","3.78","10.68","12","18","34","0.3","0.375","0.352941176","1.307692308","1.307692308","0.384615385","0.384615385","0.461538462","0.461538462","0.230769231","0.230769231","29.41176471","66.66666667","100","4.273504274","4.273504274","17.09401709","17.09401709","8.547008547","8.547008547","25.64102564","25.64102564","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00019","","","","26","26","1","3","7","26","17","18","17","6.5","4.5","3.5","5","3","3","1","3","3","1","4","2.09","1.11","36.55","57.36","20.73","62.7","2.22","3.43","9.48","11","14.5","35","0.361111111","0.264705882","0.314285714","1.346153846","1.346153846","0.692307692","0.692307692","0.423076923","0.423076923","0.134615385","0.134615385","51.42857143","75.86206897","100","9.259259259","9.259259259","15.66951567","15.66951567","4.985754986","4.985754986","20.65527066","20.65527066","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00020","","","","26","26","1","3","7","26","26","12","27","4","7.5","6.5","3","3","9","1","3","3","1","2.66","1.26","0.99","0","8.84","0","70.08","1.76","3.11","5.31","11.5","18","39","0.333333333","0.277777778","0.294871795","1.5","1.5","0.461538462","0.461538462","0.442307692","0.442307692","0.25","0.25","30.76923077","63.88888889","100","5.698005698","5.698005698","16.38176638","16.38176638","9.259259259","9.259259259","25.64102564","25.64102564","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00021","","","","26","26","1","3","7","26","26","13","30","4.5","11.3","7.5","1","1","5","1","3","5","1","3.36","1.67","0.95","39.07","47.91","9.75","69.77","1.08","2.45","6.91","15.8","23.3","43","0.346153846","0.376666667","0.36744186","1.653846154","1.653846154","0.5","0.5","0.607692308","0.607692308","0.288461538","0.288461538","30.23255814","67.8111588","100","6.41025641","6.41025641","22.50712251","22.50712251","10.68376068","10.68376068","33.19088319","33.19088319","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00022","","","","26","26","1","3","7","26","18","9","19","2","7.5","6.5","3","3","5","3","3","1","1","3.94","1.19","0.93","0","19.35","0","71.57","1.36","2.74","3.88","9.5","16","28","0.222222222","0.394736842","0.339285714","1.076923077","1.076923077","0.346153846","0.346153846","0.365384615","0.365384615","0.25","0.25","32.14285714","59.375","100","2.849002849","2.849002849","13.53276353","13.53276353","9.259259259","9.259259259","22.79202279","22.79202279","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00023","","","","26","24","1","3","5","24","5","0","9","0","2","3.5","7","7","5","1","3","3","1","6.25","2.27","1.6","206.52","86.98","4","63.85","1.06","3.03","8.4","2","5.5","9","","0.222222222","0.222222222","0.375","0.346153846","0","0","0.083333333","0.076923077","0.145833333","0.134615385","0","36.36363636","92.30769231","0","0","2.849002849","3.086419753","4.985754986","5.401234568","7.834757835","8.487654321","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00024","","","","26","23","1","3","5","23","23","23","18","13.5","6.7","14.5","1","1","5","1","7","5","3","3.2","2.12","1.22","50.42","72.73","43.02","52.48","4.06","5.87","14.09","20.2","34.7","41","0.586956522","0.372222222","0.492682927","1.782608696","1.576923077","1","0.884615385","0.87826087","0.776923077","0.630434783","0.557692308","56.09756098","58.21325648","88.46153846","19.23076923","21.73913043","28.77492877","32.52818035","20.65527066","23.34943639","49.43019943","55.87761675","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00025","","","","26","26","1","3","5","26","20","13","17","4","3.5","7","3","7","3","1","7","5","3","4.34","2.31","1.52","36.36","71.89","39.99","53.9","1.81","3.28","14.88","7.5","14.5","30","0.307692308","0.205882353","0.25","1.153846154","1.153846154","0.5","0.5","0.288461538","0.288461538","0.269230769","0.269230769","43.33333333","51.72413793","100","5.698005698","5.698005698","10.68376068","10.68376068","9.971509972","9.971509972","20.65527066","20.65527066","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00026","","","","26","26","1","3","5","26","26","9","43","2.1","5.9","7.5","7","7","1","1","7","5","5","6.47","2.78","1.64","57.64","107.75","44.71","45.59","1.49","3.65","22.66","8","15.5","52","0.233333333","0.137209302","0.153846154","2","2","0.346153846","0.346153846","0.307692308","0.307692308","0.288461538","0.288461538","17.30769231","51.61290323","100","2.991452991","2.991452991","11.3960114","11.3960114","10.68376068","10.68376068","22.07977208","22.07977208","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00027","","","","26","24","1","3","5","24","24","33","39","10.5","5.7","6.5","3","3","3","1","5","5","3","4.57","2.14","1.24","0","45.08","28.51","53.02","3.85","5.63","13.34","16.2","22.7","72","0.318181818","0.146153846","0.225","3","2.769230769","1.375","1.269230769","0.675","0.623076923","0.270833333","0.25","45.83333333","71.36563877","92.30769231","14.95726496","16.2037037","23.07692308","25","9.259259259","10.0308642","32.33618234","35.0308642","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00028","","","","26","14","1","3","5","8","8","8","9","2.1","2.5","3.5","5","7","5","1","5","3","3","6.57","2.45","1.56","0","66.32","13.45","46.33","2.95","4.96","20.12","4.6","8.1","17","0.2625","0.277777778","0.270588235","2.125","0.653846154","1","0.307692308","0.575","0.176923077","0.4375","0.134615385","47.05882353","56.79012346","30.76923077","2.991452991","9.722222222","6.552706553","21.2962963","4.985754986","16.2037037","11.53846154","37.5","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00029","","","","26","12","1","5","5","7","7","9","27","2.2","7.9","7","3","3","5","1","7","5","5","6.94","3.02","1.88","71.65","80.68","31.88","48.18","1.45","4.15","21.07","10.1","17.1","36","0.244444444","0.292592593","0.280555556","5.142857143","1.384615385","1.285714286","0.346153846","1.442857143","0.388461538","1","0.269230769","25","59.06432749","26.92307692","3.133903134","11.64021164","14.38746439","53.43915344","9.971509972","37.03703704","24.35897436","90.47619048","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00030","","","","26","26","1","5","5","26","20","8","18","2.1","4.5","6.6","7","7","3","3","3","3","1","4.21","1.69","1.23","47.58","56.42","0","71.31","1.33","2.75","1.69","6.6","13.2","26","0.2625","0.25","0.253846154","1","1","0.307692308","0.307692308","0.253846154","0.253846154","0.253846154","0.253846154","30.76923077","50","100","2.991452991","2.991452991","9.401709402","9.401709402","9.401709402","9.401709402","18.8034188","18.8034188","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00031","","","","26","26","1","3","7","26","15","8","14","2","4.3","4.5","5","5","3","1","5","5","3","6.35","2.43","1.37","18.12","79.59","8.69","56.42","1.93","3.43","11.85","6.3","10.8","22","0.25","0.307142857","0.286363636","0.846153846","0.846153846","0.307692308","0.307692308","0.242307692","0.242307692","0.173076923","0.173076923","36.36363636","58.33333333","100","2.849002849","2.849002849","8.974358974","8.974358974","6.41025641","6.41025641","15.38461538","15.38461538","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00032","","","","26","15","3","9","5","15","10","4","8","1.1","2.3","5","5","5","7","1","5","5","3","5.59","2.15","1.49","32.86","65.75","34.72","59.27","1.56","3.12","10.84","3.4","8.4","12","0.275","0.2875","0.283333333","0.8","0.461538462","0.266666667","0.153846154","0.226666667","0.130769231","0.333333333","0.192307692","33.33333333","40.47619048","57.69230769","1.566951567","2.716049383","4.843304843","8.395061728","7.122507123","12.34567901","11.96581197","20.74074074","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00033","","","","26","25","1","3","5","25","10","14","8","5.5","2","3.5","3","5","3","1","3","3","1","5.2","2.25","1.31","22.3","72.89","6.7","59.52","1.62","2.83","11.07","7.5","11","22","0.392857143","0.25","0.340909091","0.88","0.846153846","0.56","0.538461538","0.3","0.288461538","0.14","0.134615385","63.63636364","68.18181818","96.15384615","7.834757835","8.148148148","10.68376068","11.11111111","4.985754986","5.185185185","15.66951567","16.2962963","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00034","","","","26","26","1","1","5","26","26","12","36","4.5","9.5","7.5","3","5","3","1","7","5","5","6.65","2.79","1.73","38.3","111.22","49.12","40.77","1.34","3.8","27.8","14","21.5","48","0.375","0.263888889","0.291666667","1.846153846","1.846153846","0.461538462","0.461538462","0.538461538","0.538461538","0.288461538","0.288461538","25","65.11627907","100","6.41025641","6.41025641","19.94301994","19.94301994","10.68376068","10.68376068","30.62678063","30.62678063","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00035","","","","26","24","3","5","7","24","20","11","22","3.5","7.5","6.6","3","3","3","3","3","3","1","7.06","1.86","1.35","0","35.16","0","64.61","1.37","2.42","7.01","11","17.6","33","0.318181818","0.340909091","0.333333333","1.375","1.269230769","0.458333333","0.423076923","0.458333333","0.423076923","0.275","0.253846154","33.33333333","62.5","92.30769231","4.985754986","5.401234568","15.66951567","16.97530864","9.401709402","10.18518519","25.07122507","27.16049383","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00036","","","","26","22","1","1","5","22","22","38","36","14","6.1","8.5","5","5","3","1","5","5","3","5.45","2.36","1.35","0","51.14","26.57","56.46","3.09","4.99","11.01","20.1","28.6","74","0.368421053","0.169444444","0.271621622","3.363636364","2.846153846","1.727272727","1.461538462","0.913636364","0.773076923","0.386363636","0.326923077","51.35135135","70.27972028","84.61538462","19.94301994","23.56902357","28.63247863","33.83838384","12.10826211","14.30976431","40.74074074","48.14814815","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00037","","","","26","21","1","1","5","21","21","12","20","4.5","8.5","7.5","5","5","3","1","5","3","3","5.01","1.95","1.14","0","50","5.37","66.29","1.18","2.54","7.46","13","20.5","32","0.375","0.425","0.40625","1.523809524","1.230769231","0.571428571","0.461538462","0.619047619","0.5","0.357142857","0.288461538","37.5","63.41463415","80.76923077","6.41025641","7.936507937","18.51851852","22.92768959","10.68376068","13.22751323","29.2022792","36.15520282","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00038","","","","26","21","1","1","5","21","17","8","17","2","5.5","7.5","5","5","3","1","9","7","5","7.03","2.88","1.92","23.58","107.45","53.16","34.42","2.11","4.71","29.65","7.5","15","25","0.25","0.323529412","0.3","1.19047619","0.961538462","0.380952381","0.307692308","0.357142857","0.288461538","0.357142857","0.288461538","32","50","80.76923077","2.849002849","3.527336861","10.68376068","13.22751323","10.68376068","13.22751323","21.36752137","26.45502646","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00039","","","","26","18","1","3","5","18","9","0","12","0","3.5","4.1","7","7","3","1","5","5","5","5.08","2.38","1.36","32.19","75.69","26.51","54.35","5.05","7.48","7.44","3.5","7.6","12","","0.291666667","0.291666667","0.666666667","0.461538462","0","0","0.194444444","0.134615385","0.227777778","0.157692308","0","46.05263158","69.23076923","0","0","4.985754986","7.201646091","5.84045584","8.436213992","10.82621083","15.63786008","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00040","","","","26","17","1","3","5","16","5","0","6","0","1.2","3.5","7","9","5","1","7","5","5","6.86","2.88","1.78","178.04","111.82","53.65","45.93","2.9","4.76","19.06","1.2","4.7","6","","0.2","0.2","0.375","0.230769231","0","0","0.075","0.046153846","0.21875","0.134615385","0","25.53191489","61.53846154","0","0","1.709401709","2.777777778","4.985754986","8.101851852","6.695156695","10.87962963","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00041","","","","26","19","1","3","5","6","4","0","7","0","1.7","3","7","7","7","1","7","5","5","","","","","","","","","","","1.7","4.7","7","","0.242857143","0.242857143","1.166666667","0.269230769","0","0","0.283333333","0.065384615","0.5","0.115384615","0","36.17021277","23.07692308","0","0","2.421652422","10.49382716","4.273504274","18.51851852","6.695156695","29.01234568","1",""
"","","MZP2013GUR-ST01","","","","","","","","","MZP2013GUR-ST01-00042","","","","26","26","1","5","5","26","26","12","25","4.5","8.5","8.5","3","3","3","3","3","1","1","4.86","1.68","1.08","0","55.72","106.52","65.46","1.29","2.61","6.74","13","21.5","37","0.375","0.34","0.351351351","1.423076923","1.423076923","0.461538462","0.461538462","0.5","0.5","0.326923077","0.326923077","32.43243243","60.46511628","100","6.41025641","6.41025641","18.51851852","18.51851852","12.10826211","12.10826211","30.62678063","30.62678063","1",""
