"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00011","","","","39","32","1","5","5","30","19","33","5","7","14","2","5","3","3","12","26","52","0.263157895","0.212121212","0.230769231","1.733333333","1.333333333","0.633333333","0.487179487","0.4","0.307692308","0.466666667","0.358974359","36.53846154","46.15384615","76.92307692","4.748338082","6.172839506","11.3960114","14.81481481","13.29534663","17.28395062","24.69135802","32.09876543"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00012","","","","39","36","1","5","7","35","0","13","0","5","18.5","5","7","7","1","5","23.5","13","","0.384615385","0.384615385","0.371428571","0.333333333","0","0","0.142857143","0.128205128","0.528571429","0.474358974","0","21.27659574","89.74358974","0","0","4.748338082","5.291005291","17.5688509","19.57671958","22.31718898","24.86772487"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00013","","","","39","32","1","1","7","31","10","19","3.2","5","12","5","5","5","5","8.2","20.2","29","0.32","0.263157895","0.282758621","0.935483871","0.743589744","0.322580645","0.256410256","0.264516129","0.21025641","0.387096774","0.307692308","34.48275862","40.59405941","79.48717949","3.038936372","3.823178017","7.787274454","9.796893668","11.3960114","14.33691756","19.18328585","24.13381123"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00014","","","","39","30","1","1","5","30","11","37","5","8.5","16","7","3","3","1","13.5","29.5","48","0.454545455","0.22972973","0.28125","1.6","1.230769231","0.366666667","0.282051282","0.45","0.346153846","0.533333333","0.41025641","22.91666667","45.76271186","76.92307692","4.748338082","6.172839506","12.82051282","16.66666667","15.19468186","19.75308642","28.01519468","36.41975309"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00015","","","","39","36","1","1","7","35","17","33","5","8.1","14","2","3","3","1","13.1","27.1","50","0.294117647","0.245454545","0.262","1.428571429","1.282051282","0.485714286","0.435897436","0.374285714","0.335897436","0.4","0.358974359","34","48.33948339","89.74358974","4.748338082","5.291005291","12.44064577","13.86243386","13.29534663","14.81481481","25.7359924","28.67724868"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00016","","","","39","35","1","1","5","34","12","24","3.5","5.7","12","7","5","5","3","9.2","21.2","36","0.291666667","0.2375","0.255555556","1.058823529","0.923076923","0.352941176","0.307692308","0.270588235","0.235897436","0.352941176","0.307692308","33.33333333","43.39622642","87.17948718","3.323836657","3.812636166","8.73694207","10.02178649","11.3960114","13.07189542","20.13295347","23.09368192"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00017","","","","39","30","1","1","7","29","29","48","8","12","11.5","7","3","3","1","20","31.5","77","0.275862069","0.25","0.25974026","2.655172414","1.974358974","1","0.743589744","0.689655172","0.512820513","0.396551724","0.294871795","37.66233766","63.49206349","74.35897436","7.597340931","10.21711367","18.99335233","25.54278416","10.92117759","14.68710089","29.91452991","40.22988506"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00018","","","","39","34","1","1","5","34","20","39","6.5","8.5","16","7","3","3","3","15","31","59","0.325","0.217948718","0.254237288","1.735294118","1.512820513","0.588235294","0.512820513","0.441176471","0.384615385","0.470588235","0.41025641","33.89830508","48.38709677","87.17948718","6.172839506","7.080610022","14.24501425","16.33986928","15.19468186","17.4291939","29.43969611","33.76906318"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00019","","","","39","36","1","1","5","33","21","38","6.4","7.5","18.5","5","3","3","3","13.9","32.4","59","0.304761905","0.197368421","0.23559322","1.787878788","1.512820513","0.636363636","0.538461538","0.421212121","0.356410256","0.560606061","0.474358974","35.59322034","42.90123457","84.61538462","6.077872745","7.182940516","13.20037987","15.60044893","17.5688509","20.76318743","30.76923077","36.36363636"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00020","","","","39","32","1","1","7","32","20","41","6","10.5","19.5","7","3","3","1","16.5","36","61","0.3","0.256097561","0.270491803","1.90625","1.564102564","0.625","0.512820513","0.515625","0.423076923","0.609375","0.5","32.78688525","45.83333333","82.05128205","5.698005698","6.944444444","15.66951567","19.09722222","18.51851852","22.56944444","34.18803419","41.66666667"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00021","","","","39","30","1","1","5","30","10","17","3","5","17","6","7","7","1","8","25","27","0.3","0.294117647","0.296296296","0.9","0.692307692","0.333333333","0.256410256","0.266666667","0.205128205","0.566666667","0.435897436","37.03703704","32","76.92307692","2.849002849","3.703703704","7.597340931","9.87654321","16.14434948","20.98765432","23.74169041","30.86419753"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00022","","","","39","29","1","5","5","28","13","22","4","7.5","15","7","5","5","3","11.5","26.5","35","0.307692308","0.340909091","0.328571429","1.25","0.897435897","0.464285714","0.333333333","0.410714286","0.294871795","0.535714286","0.384615385","37.14285714","43.39622642","71.79487179","3.798670465","5.291005291","10.92117759","15.21164021","14.24501425","19.84126984","25.16619183","35.05291005"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00023","","","","39","32","1","1","5","31","15","27","5","7","21.5","8","3","3","3","12","33.5","42","0.333333333","0.259259259","0.285714286","1.35483871","1.076923077","0.483870968","0.384615385","0.387096774","0.307692308","0.693548387","0.551282051","35.71428571","35.82089552","79.48717949","4.748338082","5.973715651","11.3960114","14.33691756","20.41785375","25.6869773","31.81386515","40.02389486"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00024","","","","39","16","3","7","5","14","12","25","3.7","6.7","10.5","7","5","5","3","10.4","20.9","37","0.308333333","0.268","0.281081081","2.642857143","0.948717949","0.857142857","0.307692308","0.742857143","0.266666667","0.75","0.269230769","32.43243243","49.76076555","35.8974359","3.51377018","9.788359788","9.87654321","27.51322751","9.971509972","27.77777778","19.84805318","55.29100529"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00025","","","","39","30","1","1","5","30","18","28","5","8","16.5","6","3","3","3","13","29.5","46","0.277777778","0.285714286","0.282608696","1.533333333","1.179487179","0.6","0.461538462","0.433333333","0.333333333","0.55","0.423076923","39.13043478","44.06779661","76.92307692","4.748338082","6.172839506","12.34567901","16.04938272","15.66951567","20.37037037","28.01519468","36.41975309"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00026","","","","39","32","1","1","5","30","12","32","4","7.5","14.1","9","5","5","3","11.5","25.6","44","0.333333333","0.234375","0.261363636","1.466666667","1.128205128","0.4","0.307692308","0.383333333","0.294871795","0.47","0.361538462","27.27272727","44.921875","76.92307692","3.798670465","4.938271605","10.92117759","14.19753086","13.39031339","17.40740741","24.31149098","31.60493827"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00027","","","","39","32","1","1","5","32","15","37","5","8","12.5","7","3","3","3","13","25.5","52","0.333333333","0.216216216","0.25","1.625","1.333333333","0.46875","0.384615385","0.40625","0.333333333","0.390625","0.320512821","28.84615385","50.98039216","82.05128205","4.748338082","5.787037037","12.34567901","15.0462963","11.8708452","14.46759259","24.21652422","29.51388889"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00028","","","","39","30","1","1","5","30","13","24","4","6.7","13.5","8","5","5","3","10.7","24.2","37","0.307692308","0.279166667","0.289189189","1.233333333","0.948717949","0.433333333","0.333333333","0.356666667","0.274358974","0.45","0.346153846","35.13513514","44.21487603","76.92307692","3.798670465","4.938271605","10.16144349","13.20987654","12.82051282","16.66666667","22.98195632","29.87654321"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00029","","","","39","33","1","1","5","32","23","41","5","9.2","11.5","7","3","3","3","14.2","25.7","64","0.217391304","0.224390244","0.221875","2","1.641025641","0.71875","0.58974359","0.44375","0.364102564","0.359375","0.294871795","35.9375","55.25291829","82.05128205","4.748338082","5.787037037","13.48528015","16.43518519","10.92117759","13.31018519","24.40645774","29.74537037"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00030","","","","39","35","1","1","5","34","11","19","3","5","9.7","6","5","5","1","8","17.7","30","0.272727273","0.263157895","0.266666667","0.882352941","0.769230769","0.323529412","0.282051282","0.235294118","0.205128205","0.285294118","0.248717949","36.66666667","45.19774011","87.17948718","2.849002849","3.267973856","7.597340931","8.71459695","9.211775878","10.5664488","16.80911681","19.28104575"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00031","","","","39","38","1","1","9","37","19","39","5","8.3","23.5","9","5","3","3","13.3","36.8","58","0.263157895","0.212820513","0.229310345","1.567567568","1.487179487","0.513513514","0.487179487","0.359459459","0.341025641","0.635135135","0.602564103","32.75862069","36.14130435","94.87179487","4.748338082","5.005005005","12.6305793","13.31331331","22.31718898","23.52352352","34.94776828","36.83683684"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00032","","","","39","27","1","1","5","26","15","29","4.5","7","13.5","6","5","5","3","11.5","25","44","0.3","0.24137931","0.261363636","1.692307692","1.128205128","0.576923077","0.384615385","0.442307692","0.294871795","0.519230769","0.346153846","34.09090909","46","66.66666667","4.273504274","6.41025641","10.92117759","16.38176638","12.82051282","19.23076923","23.74169041","35.61253561"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00033","","","","39","29","1","3","5","28","14","30","4.7","8.7","20.5","6","5","3","1","13.4","33.9","44","0.335714286","0.29","0.304545455","1.571428571","1.128205128","0.5","0.358974359","0.478571429","0.343589744","0.732142857","0.525641026","31.81818182","39.5280236","71.79487179","4.463437797","6.216931217","12.72554606","17.72486772","19.46818613","27.11640212","32.19373219","44.84126984"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00034","","","","39","30","1","1","7","30","12","27","4","6.7","17.5","1","3","3","1","10.7","28.2","39","0.333333333","0.248148148","0.274358974","1.3","1","0.4","0.307692308","0.356666667","0.274358974","0.583333333","0.448717949","30.76923077","37.94326241","76.92307692","3.798670465","4.938271605","10.16144349","13.20987654","16.61918329","21.60493827","26.78062678","34.81481481"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00035","","","","39","19","1","1","5","17","0","13","0","4.5","7.5","4","7","7","1","4.5","12","13","","0.346153846","0.346153846","0.764705882","0.333333333","0","0","0.264705882","0.115384615","0.441176471","0.192307692","0","37.5","43.58974359","0","0","4.273504274","9.803921569","7.122507123","16.33986928","11.3960114","26.14379085"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00036","","","","39","29","1","1","1","29","25","48","7","12.7","20.1","6","3","5","1","19.7","39.8","73","0.28","0.264583333","0.269863014","2.517241379","1.871794872","0.862068966","0.641025641","0.679310345","0.505128205","0.693103448","0.515384615","34.24657534","49.49748744","74.35897436","6.647673314","8.939974457","18.70845204","25.1596424","19.08831909","25.67049808","37.79677113","50.83014049"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00037","","","","39","18","1","1","5","17","8","17","2","4","6.5","2","7","7","1","6","12.5","25","0.25","0.235294118","0.24","1.470588235","0.641025641","0.470588235","0.205128205","0.352941176","0.153846154","0.382352941","0.166666667","32","48","43.58974359","1.899335233","4.357298475","5.698005698","13.07189542","6.172839506","14.16122004","11.8708452","27.23311547"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00038","","","","39","20","1","1","5","20","17","33","5","8.1","14","2","3","3","1","13.1","27.1","50","0.294117647","0.245454545","0.262","2.5","1.282051282","0.85","0.435897436","0.655","0.335897436","0.7","0.358974359","34","48.33948339","51.28205128","4.748338082","9.259259259","12.44064577","24.25925926","13.29534663","25.92592593","25.7359924","50.18518519"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00039","","","","39","28","1","1","5","28","15","37","5","6.2","12.5","7","3","3","3","11.2","23.7","52","0.333333333","0.167567568","0.215384615","1.857142857","1.333333333","0.535714286","0.384615385","0.4","0.287179487","0.446428571","0.320512821","28.84615385","47.25738397","71.79487179","4.748338082","6.613756614","10.6362773","14.81481481","11.8708452","16.53439153","22.50712251","31.34920635"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00040","","","","39","35","1","1","5","34","33","57","10.1","18.8","14.7","5","1","1","3","28.9","43.6","90","0.306060606","0.329824561","0.321111111","2.647058824","2.307692308","0.970588235","0.846153846","0.85","0.741025641","0.432352941","0.376923077","36.66666667","66.28440367","87.17948718","9.591642925","11.00217865","27.44539411","31.48148148","13.96011396","16.0130719","41.40550807","47.49455338"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00041","","","","39","30","1","1","7","30","16","27","4.3","6.5","17.3","8","3","3","3","10.8","28.1","43","0.26875","0.240740741","0.251162791","1.433333333","1.102564103","0.533333333","0.41025641","0.36","0.276923077","0.576666667","0.443589744","37.20930233","38.4341637","76.92307692","4.08357075","5.308641975","10.25641026","13.33333333","16.42924976","21.35802469","26.68566002","34.69135802"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00042","","","","39","30","1","1","5","30","0","13","0","5","18.5","5","7","7","1","5","23.5","13","","0.384615385","0.384615385","0.433333333","0.333333333","0","0","0.166666667","0.128205128","0.616666667","0.474358974","0","21.27659574","76.92307692","0","0","4.748338082","6.172839506","17.5688509","22.83950617","22.31718898","29.01234568"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00043","","","","39","32","1","1","5","31","20","41","6","10.5","19.5","7","3","3","1","16.5","36","61","0.3","0.256097561","0.270491803","1.967741935","1.564102564","0.64516129","0.512820513","0.532258065","0.423076923","0.629032258","0.5","32.78688525","45.83333333","79.48717949","5.698005698","7.168458781","15.66951567","19.71326165","18.51851852","23.29749104","34.18803419","43.01075269"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00044","","","","39","33","1","1","5","32","13","24","4","6.7","10.2","7","7","5","3","10.7","20.9","37","0.307692308","0.279166667","0.289189189","1.15625","0.948717949","0.40625","0.333333333","0.334375","0.274358974","0.31875","0.261538462","35.13513514","51.19617225","82.05128205","3.798670465","4.62962963","10.16144349","12.38425926","9.686609687","11.80555556","19.84805318","24.18981481"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00045","","","","39","29","1","1","5","29","23","42","5.5","10.5","14.5","6","3","3","3","16","30.5","65","0.239130435","0.25","0.246153846","2.24137931","1.666666667","0.793103448","0.58974359","0.551724138","0.41025641","0.5","0.371794872","35.38461538","52.45901639","74.35897436","5.22317189","7.024265645","15.19468186","20.43422733","13.77018044","18.51851852","28.9648623","38.95274585"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00046","","","","39","25","1","1","5","25","12","24","3.5","5.7","12","7","5","5","3","9.2","21.2","36","0.291666667","0.2375","0.255555556","1.44","0.923076923","0.48","0.307692308","0.368","0.235897436","0.48","0.307692308","33.33333333","43.39622642","64.1025641","3.323836657","5.185185185","8.73694207","13.62962963","11.3960114","17.77777778","20.13295347","31.40740741"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00047","","","","39","30","1","1","7","30","12","32","4","6.7","18.3","1","3","3","3","10.7","29","44","0.333333333","0.209375","0.243181818","1.466666667","1.128205128","0.4","0.307692308","0.356666667","0.274358974","0.61","0.469230769","27.27272727","36.89655172","76.92307692","3.798670465","4.938271605","10.16144349","13.20987654","17.37891738","22.59259259","27.54036087","35.80246914"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00048","","","","39","31","1","1","5","30","27","48","7.5","12.7","11.5","4","1","1","1","20.2","31.7","75","0.277777778","0.264583333","0.269333333","2.5","1.923076923","0.9","0.692307692","0.673333333","0.517948718","0.383333333","0.294871795","36","63.72239748","76.92307692","7.122507123","9.259259259","19.18328585","24.9382716","10.92117759","14.19753086","30.10446344","39.13580247"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00049","","","","39","30","1","1","5","30","17","30","4","7.5","13.5","9","5","5","3","11.5","25","47","0.235294118","0.25","0.244680851","1.566666667","1.205128205","0.566666667","0.435897436","0.383333333","0.294871795","0.45","0.346153846","36.17021277","46","76.92307692","3.798670465","4.938271605","10.92117759","14.19753086","12.82051282","16.66666667","23.74169041","30.86419753"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00050","","","","39","29","1","1","5","29","19","33","5","7","14","2","5","3","3","12","26","52","0.263157895","0.212121212","0.230769231","1.793103448","1.333333333","0.655172414","0.487179487","0.413793103","0.307692308","0.482758621","0.358974359","36.53846154","46.15384615","74.35897436","4.748338082","6.385696041","11.3960114","15.3256705","13.29534663","17.87994891","24.69135802","33.20561941"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00051","","","","39","31","1","1","5","30","14","30","4","8.7","20.5","6","7","3","1","12.7","33.2","44","0.285714286","0.29","0.288636364","1.466666667","1.128205128","0.466666667","0.358974359","0.423333333","0.325641026","0.683333333","0.525641026","31.81818182","38.25301205","76.92307692","3.798670465","4.938271605","12.06077873","15.67901235","19.46818613","25.30864198","31.52896486","40.98765432"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00052","","","","39","29","1","1","5","29","19","30","4.5","7","12","4","3","3","3","11.5","23.5","49","0.236842105","0.233333333","0.234693878","1.689655172","1.256410256","0.655172414","0.487179487","0.396551724","0.294871795","0.413793103","0.307692308","38.7755102","48.93617021","74.35897436","4.273504274","5.747126437","10.92117759","14.68710089","11.3960114","15.3256705","22.31718898","30.01277139"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00053","","","","39","30","1","1","5","30","20","39","6.5","8.5","16","7","3","3","3","15","31","59","0.325","0.217948718","0.254237288","1.966666667","1.512820513","0.666666667","0.512820513","0.5","0.384615385","0.533333333","0.41025641","33.89830508","48.38709677","76.92307692","6.172839506","8.024691358","14.24501425","18.51851852","15.19468186","19.75308642","29.43969611","38.27160494"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00054","","","","39","35","1","1","9","35","19","39","5","8.3","19.3","9","5","5","3","13.3","32.6","58","0.263157895","0.212820513","0.229310345","1.657142857","1.487179487","0.542857143","0.487179487","0.38","0.341025641","0.551428571","0.494871795","32.75862069","40.79754601","89.74358974","4.748338082","5.291005291","12.6305793","14.07407407","18.328585","20.42328042","30.95916429","34.4973545"
"","","MZP2018GUR-MT01","","","","","","","","","MZP2018GUR-MT01-00055","","","","39","36","1","1","5","35","25","47","7","11.7","17.5","6","1","1","1","18.7","36.2","72","0.28","0.24893617","0.259722222","2.057142857","1.846153846","0.714285714","0.641025641","0.534285714","0.479487179","0.5","0.448717949","34.72222222","51.65745856","89.74358974","6.647673314","7.407407407","17.75878443","19.78835979","16.61918329","18.51851852","34.37796771","38.30687831"
