"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00300","","","","26","10","1","1","3","10","8","0","10","0","1.2","2","3","5","5","9","50.6","12.2","5.31","2.28","1.35","36.079","50.26","2.59","4.14","19.4","1.2","3.2","10","","0.12","0.12","1","0.384615385","0","0","0.12","0.046153846","0.2","0.076923077","0","37.5","38.46153846","24.11067194","0.289328063","0","0","1.709401709","4.444444444","2.849002849","7.407407407","0.412148238","1.071585419","4.558404558","11.85185185"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00301","","","","26","9","1","1","5","9","2","0","3","0","0.5","2","6","7","7","9","37.2","8.6","5.57","2.29","1.28","51.607","56.43","1.64","2.51","15.22","0.5","2.5","3","","0.166666667","0.166666667","0.333333333","0.115384615","0","0","0.055555556","0.019230769","0.222222222","0.076923077","0","20","34.61538462","23.11827957","0.115591398","0","0","0.712250712","2.057613169","2.849002849","8.230452675","0.164660111","0.475684765","3.561253561","10.28806584"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00302","","","","26","4","1","1","5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.38461538","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00303","","","","26","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00304","","","","26","12","1","1","5","12","5","0","7","0","0.5","2","9","7","7","3","50.1","17.7","4.82","1.61","1.14","100.229","66.21","1.47","3.14","5.33","0.5","2.5","7","","0.071428571","0.071428571","0.583333333","0.269230769","0","0","0.041666667","0.019230769","0.166666667","0.076923077","0","20","46.15384615","35.32934132","0.176646707","0","0","0.712250712","1.543209877","2.849002849","6.172839506","0.251633485","0.545205885","3.561253561","7.716049383"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00305","","","","26","11","1","1","5","11","0","0","0","0","0","2","","","","","","","","","","","","","","","0","2","0","","","","0","0","0","0","0","0","0.181818182","0.076923077","","0","42.30769231","","","0","0","0","0","2.849002849","6.734006734","","","2.849002849","6.734006734"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00306","","","","26","14","1","1","3","14","5","0","8","0","1.2","3","8","5","5","7","50.3","14.6","6.02","2.26","1.38","38.811","58.63","1.59","3.03","11.79","1.2","4.2","8","","0.15","0.15","0.571428571","0.307692308","0","0","0.085714286","0.046153846","0.214285714","0.115384615","0","28.57142857","53.84615385","29.02584493","0.348310139","0","0","1.709401709","3.174603175","4.273504274","7.936507937","0.496168289","0.921455395","5.982905983","11.11111111"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00307","","","","26","18","1","1","5","18","18","0","26","0","2.5","2","3","5","5","9","25.8","7","5.17","2.26","1.29","41.358","51.24","2.44","4","19.1","2.5","4.5","26","","0.096153846","0.096153846","1.444444444","1","0","0","0.138888889","0.096153846","0.111111111","0.076923077","0","55.55555556","69.23076923","27.13178295","0.678294574","0","0","3.561253561","5.144032922","2.849002849","4.115226337","0.966231586","1.395667847","6.41025641","9.259259259"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00308","","","","26","11","1","1","5","11","10","0","15","0","1.1","3","6","5","7","7","","","","","","","","","","","1.1","4.1","15","","0.073333333","0.073333333","1.363636364","0.576923077","0","0","0.1","0.042307692","0.272727273","0.115384615","0","26.82926829","42.30769231","","","0","0","1.566951567","3.703703704","4.273504274","10.1010101","","","5.84045584","13.8047138"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00309","","","","26","3","1","1","5","3","3","0","29","0","3","3","3","5","5","9","50.4","11","5.33","2.17","1.45","35.432","36.47","3.93","6.16","30.21","3","6","29","","0.103448276","0.103448276","9.666666667","1.115384615","0","0","1","0.115384615","1","0.115384615","0","50","11.53846154","21.82539683","0.654761905","0","0","4.273504274","37.03703704","4.273504274","37.03703704","0.932709266","8.083480306","8.547008547","74.07407407"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00310","","","","26","18","1","1","5","18","10","0","23","0","2","3","8","5","5","9","","","","","","","","","","","2","5","23","","0.086956522","0.086956522","1.277777778","0.884615385","0","0","0.111111111","0.076923077","0.166666667","0.115384615","0","40","69.23076923","","","0","0","2.849002849","4.115226337","4.273504274","6.172839506","","","7.122507123","10.28806584"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00311","","","","26","17","1","1","7","17","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.38461538","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00312","","","","26","15","1","1","5","15","10","0","11","0","1.5","3","8","5","5","7","","","","","","","","","","","1.5","4.5","11","","0.136363636","0.136363636","0.733333333","0.423076923","0","0","0.1","0.057692308","0.2","0.115384615","0","33.33333333","57.69230769","","","0","0","2.136752137","3.703703704","4.273504274","7.407407407","","","6.41025641","11.11111111"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00313","","","","26","19","1","1","3","19","10","0","25","0","4","3","8","5","5","9","28.1","5.1","4.82","2.65","1.5","45.063","38.08","5.68","7.87","22.83","4","7","25","","0.16","0.16","1.315789474","0.961538462","0","0","0.210526316","0.153846154","0.157894737","0.115384615","0","57.14285714","73.07692308","18.14946619","0.725978648","0","0","5.698005698","7.797270955","4.273504274","5.847953216","1.034157618","1.415163056","9.971509972","13.64522417"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00314","","","","26","6","1","1","3","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.07692308","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00315","","","","26","16","1","1","3","16","10","0","21","0","3","2","4","5","5","9","50.9","11.8","6.24","2.62","1.55","39.881","40.21","2.58","4.47","27.57","3","5","21","","0.142857143","0.142857143","1.3125","0.807692308","0","0","0.1875","0.115384615","0.125","0.076923077","0","60","61.53846154","23.1827112","0.695481336","0","0","4.273504274","6.944444444","2.849002849","4.62962963","0.990714154","1.6099105","7.122507123","11.57407407"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00316","","","","26","23","1","3","7","23","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.46153846","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00317","","","","26","20","1","1","5","20","20","4","20","2","3","3","5","3","3","7","51","15","3.8","1.53","1.12","7.352","54.18","3.99","5.73","13.95","5","8","24","0.5","0.15","0.208333333","1.2","0.923076923","0.2","0.153846154","0.25","0.192307692","0.15","0.115384615","16.66666667","62.5","76.92307692","29.41176471","1.470588235","2.849002849","3.703703704","7.122507123","9.259259259","4.273504274","5.555555556","2.094855036","2.723311547","11.3960114","14.81481481"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00318","","","","26","26","1","1","7","26","26","0","60","0","7.5","3.5","9","5","5","9","50.4","12.6","6.45","2.55","1.54","66.17","51.16","3.22","5","15.85","7.5","11","60","","0.125","0.125","2.307692308","2.307692308","0","0","0.288461538","0.288461538","0.134615385","0.134615385","0","68.18181818","100","25","1.875","0","0","10.68376068","10.68376068","4.985754986","4.985754986","2.670940171","2.670940171","15.66951567","15.66951567"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00319","","","","26","15","1","1","5","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.69230769","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00320","","","","26","17","1","1","5","17","17","0","16","0","2.1","4","9","5","5","9","50.3","14.1","6.75","2.58","1.53","42.311","54.23","1.8","2.89","13.27","2.1","6.1","16","","0.13125","0.13125","0.941176471","0.615384615","0","0","0.123529412","0.080769231","0.235294118","0.153846154","0","34.42622951","65.38461538","28.03180915","0.588667992","0","0","2.991452991","4.575163399","5.698005698","8.71459695","0.838558393","1.282501072","8.689458689","13.28976035"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00321","","","","26","24","1","1","5","24","20","0","20","0","3","5","9","5","5","7","50.6","13.1","4.67","1.72","1.01","101.338","67.39","1.43","2.41","3.84","3","8","20","","0.15","0.15","0.833333333","0.769230769","0","0","0.125","0.115384615","0.208333333","0.192307692","0","37.5","92.30769231","25.88932806","0.776679842","0","0","4.273504274","4.62962963","7.122507123","7.716049383","1.106381541","1.198580003","11.3960114","12.34567901"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00322","","","","26","23","1","1","5","23","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.46153846","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00323","","","","26","23","1","1","7","23","23","0","45","0","6.5","5","4","3","3","5","43.2","10","4.65","2.24","1.53","35.528","51.05","3.33","5.26","15.19","6.5","11.5","45","","0.144444444","0.144444444","1.956521739","1.730769231","0","0","0.282608696","0.25","0.217391304","0.192307692","0","56.52173913","88.46153846","23.14814815","1.50462963","0","0","9.259259259","10.46698873","7.122507123","8.051529791","2.143347051","2.422914057","16.38176638","18.51851852"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00324","","","","26","19","1","1","7","19","2","0","3","0","0.3","5","8","9","9","1","","","","","","","","","","","0.3","5.3","3","","0.1","0.1","0.157894737","0.115384615","0","0","0.015789474","0.011538462","0.263157895","0.192307692","0","5.660377358","73.07692308","","","0","0","0.427350427","0.584795322","7.122507123","9.746588694","","","7.54985755","10.33138402"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00325","","","","26","20","1","1","7","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.92307692","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00326","","","","26","5","1","1","3","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.23076923","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00327","","","","26","22","1","1","5","22","3","0","4","0","0.6","5","8","5","7","1","37.6","11.2","4.85","1.9","1.14","151.601","63.15","2.35","4.02","6.51","0.6","5.6","4","","0.15","0.15","0.181818182","0.153846154","0","0","0.027272727","0.023076923","0.227272727","0.192307692","0","10.71428571","84.61538462","29.78723404","0.178723404","0","0","0.854700855","1.01010101","7.122507123","8.417508418","0.254591744","0.300881152","7.977207977","9.427609428"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00328","","","","26","22","1","1","5","22","5","0","6","0","1.5","5","5","5","9","9","42.9","11.4","5.26","2.48","1.46","49.62","55.26","2.78","4.6","9.93","1.5","6.5","6","","0.25","0.25","0.272727273","0.230769231","0","0","0.068181818","0.057692308","0.227272727","0.192307692","0","23.07692308","84.61538462","26.57342657","0.398601399","0","0","2.136752137","2.525252525","7.122507123","8.417508418","0.56780826","0.671046126","9.259259259","10.94276094"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00329","","","","26","21","1","1","5","21","15","0","19","0","2","5","9","5","5","3","40.4","11.9","5.47","1.7","1.22","111.141","64.31","1.83","3.14","5.11","2","7","19","","0.105263158","0.105263158","0.904761905","0.730769231","0","0","0.095238095","0.076923077","0.238095238","0.192307692","0","28.57142857","80.76923077","29.45544554","0.589108911","0","0","2.849002849","3.527336861","7.122507123","8.818342152","0.839186483","1.038992788","9.971509972","12.34567901"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00330","","","","26","16","1","1","5","16","9","0","10","0","1.5","4.5","9","5","5","3","50.3","17.1","4.64","1.61","1.05","114.342","66.91","1.77","3.12","4.03","1.5","6","10","","0.15","0.15","0.625","0.384615385","0","0","0.09375","0.057692308","0.28125","0.173076923","0","25","61.53846154","33.99602386","0.509940358","0","0","2.136752137","3.472222222","6.41025641","10.41666667","0.726410766","1.180417495","8.547008547","13.88888889"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00331","","","","26","15","1","1","7","15","4","0","5","0","0.8","5","1","5","7","3","","","","","","","","","","","0.8","5.8","5","","0.16","0.16","0.333333333","0.192307692","0","0","0.053333333","0.030769231","0.333333333","0.192307692","0","13.79310345","57.69230769","","","0","0","1.13960114","1.975308642","7.122507123","12.34567901","","","8.262108262","14.32098765"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00332","","","","26","14","1","1","5","14","10","8","15","2","2.2","4","6","3","3","3","49.6","14.2","4.09","1.94","1.35","33.815","60.14","3.13","4.8","5.97","4.2","8.2","23","0.25","0.146666667","0.182608696","1.642857143","0.884615385","0.571428571","0.307692308","0.3","0.161538462","0.285714286","0.153846154","34.7826087","51.2195122","53.84615385","28.62903226","1.202419355","2.849002849","5.291005291","5.982905983","11.11111111","5.698005698","10.58201058","1.712848084","3.181003584","11.68091168","21.69312169"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00333","","","","26","6","1","1","5","6","0","0","0","0","0","2","","","","","","","","","","","","","","","0","2","0","","","","0","0","0","0","0","0","0.333333333","0.076923077","","0","23.07692308","","","0","0","0","0","2.849002849","12.34567901","","","2.849002849","12.34567901"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00334","","","","26","20","1","1","5","20","12","4","11","1.1","2","5.5","5","5","9","9","50.8","14.6","6.61","2.42","1.41","28.095","60.25","2.27","3.11","6.2","3.1","8.6","15","0.275","0.181818182","0.206666667","0.75","0.576923077","0.2","0.153846154","0.155","0.119230769","0.275","0.211538462","26.66666667","36.04651163","76.92307692","28.74015748","0.890944882","1.566951567","2.037037037","4.415954416","5.740740741","7.834757835","10.18518519","1.269152253","1.649897929","12.25071225","15.92592593"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00335","","","","26","13","1","3","5","13","10","0","12","0","2","4","6","5","7","5","50.5","18.5","5.71","2.04","1.34","34.034","67.57","1.36","2.59","2.45","2","6","12","","0.166666667","0.166666667","0.923076923","0.461538462","0","0","0.153846154","0.076923077","0.307692308","0.153846154","0","33.33333333","50","36.63366337","0.732673267","0","0","2.849002849","5.698005698","5.698005698","11.3960114","1.043694113","2.087388226","8.547008547","17.09401709"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00336","","","","26","4","1","1","5","4","0","0","0","0","0","3","","","","","","","","","","","","","","","0","3","0","","","","0","0","0","0","0","0","0.75","0.115384615","","0","15.38461538","","","0","0","0","0","4.273504274","27.77777778","","","4.273504274","27.77777778"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00337","","","","26","12","1","1","5","12","1","0","2","0","0.2","2","8","7","5","1","","","","","","","","","","","0.2","2.2","2","","0.1","0.1","0.166666667","0.076923077","0","0","0.016666667","0.007692308","0.166666667","0.076923077","0","9.090909091","46.15384615","","","0","0","0.284900285","0.617283951","2.849002849","6.172839506","","","3.133903134","6.790123457"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00338","","","","26","15","1","1","7","15","0","0","0","0","0","5","","","","","","","","","","","","","","","0","5","0","","","","0","0","0","0","0","0","0.333333333","0.192307692","","0","57.69230769","","","0","0","0","0","7.122507123","12.34567901","","","7.122507123","12.34567901"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00339","","","","26","11","1","1","3","11","10","0","18","0","3","4","4","5","5","9","","","","","","","","","","","3","7","18","","0.166666667","0.166666667","1.636363636","0.692307692","0","0","0.272727273","0.115384615","0.363636364","0.153846154","0","42.85714286","42.30769231","","","0","0","4.273504274","10.1010101","5.698005698","13.46801347","","","9.971509972","23.56902357"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00340","","","","26","14","1","1","3","14","10","0","12","0","1.5","3","9","5","5","9","50.2","20","4.7","1.74","1.2","152.436","66.33","1.43","2.85","4.64","1.5","4.5","12","","0.125","0.125","0.857142857","0.461538462","0","0","0.107142857","0.057692308","0.214285714","0.115384615","0","33.33333333","53.84615385","39.84063745","0.597609562","0","0","2.136752137","3.968253968","4.273504274","7.936507937","0.851295672","1.580977677","6.41025641","11.9047619"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00341","","","","26","11","1","3","3","11","5","0","7","0","1","4","8","5","7","9","38.9","15.6","4.41","1.8","1.1","91.871","69.26","1.15","2.65","6.6","1","5","7","","0.142857143","0.142857143","0.636363636","0.269230769","0","0","0.090909091","0.038461538","0.363636364","0.153846154","0","20","42.30769231","40.10282776","0.401028278","0","0","1.424501425","3.367003367","5.698005698","13.46801347","0.571265353","1.350263561","7.122507123","16.83501684"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00342","","","","26","9","1","1","3","9","5","0","6","0","1","3","8","5","5","9","","","","","","","","","","","1","4","6","","0.166666667","0.166666667","0.666666667","0.230769231","0","0","0.111111111","0.038461538","0.333333333","0.115384615","0","25","34.61538462","","","0","0","1.424501425","4.115226337","4.273504274","12.34567901","","","5.698005698","16.46090535"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00343","","","","26","17","1","1","3","17","10","0","13","0","1.2","3","8","5","5","7","","","","","","","","","","","1.2","4.2","13","","0.092307692","0.092307692","0.764705882","0.5","0","0","0.070588235","0.046153846","0.176470588","0.115384615","0","28.57142857","65.38461538","","","0","0","1.709401709","2.614379085","4.273504274","6.535947712","","","5.982905983","9.150326797"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00344","","","","26","21","1","1","5","21","5","0","6","0","1","3","6","5","7","5","15.7","5.1","5.92","2.11","1.18","111.719","56.46","2.28","3.28","12.02","1","4","6","","0.166666667","0.166666667","0.285714286","0.230769231","0","0","0.047619048","0.038461538","0.142857143","0.115384615","0","25","80.76923077","32.48407643","0.324840764","0","0","1.424501425","1.76366843","4.273504274","5.291005291","0.462736132","0.572911401","5.698005698","7.054673721"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00345","","","","26","20","1","1","5","20","2","0","3","0","0.4","3","9","7","7","9","39.5","17.4","6.38","2.05","1.11","104.174","66.09","0.98","2.43","8.3","0.4","3.4","3","","0.133333333","0.133333333","0.15","0.115384615","0","0","0.02","0.015384615","0.15","0.115384615","0","11.76470588","76.92307692","44.05063291","0.176202532","0","0","0.56980057","0.740740741","4.273504274","5.555555556","0.251000757","0.326300985","4.843304843","6.296296296"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00346","","","","26","15","1","1","5","15","15","10","50","2.5","7","6.9","2","5","5","9","50.4","15.9","3.82","1.57","0.98","9.996","64.64","2.15","3.29","8.18","9.5","16.4","60","0.25","0.14","0.158333333","4","2.307692308","0.666666667","0.384615385","0.633333333","0.365384615","0.46","0.265384615","16.66666667","57.92682927","57.69230769","31.54761905","2.99702381","3.561253561","6.172839506","13.53276353","23.45679012","9.829059829","17.03703704","4.269264686","7.400058789","23.36182336","40.49382716"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00347","","","","26","20","1","3","5","20","8","0","9","0","1.1","5","9","5","5","9","","","","","","","","","","","1.1","6.1","9","","0.122222222","0.122222222","0.45","0.346153846","0","0","0.055","0.042307692","0.25","0.192307692","0","18.03278689","76.92307692","","","0","0","1.566951567","2.037037037","7.122507123","9.259259259","","","8.689458689","11.2962963"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00348","","","","26","6","1","1","5","6","6","8","17","2","3.5","4.5","9","3","3","9","50.1","17.1","4.56","1.53","0.83","126.581","68.96","1.98","2.9","2.99","5.5","10","25","0.25","0.205882353","0.22","4.166666667","0.961538462","1.333333333","0.307692308","0.916666667","0.211538462","0.75","0.173076923","32","55","23.07692308","34.13173653","1.877245509","2.849002849","12.34567901","7.834757835","33.95061728","6.41025641","27.77777778","2.674138902","11.58793524","14.24501425","61.72839506"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00349","","","","26","7","1","3","7","7","2","0","3","0","0.4","2","9","5","7","9","32","11.1","4.3","1.78","1.29","96.623","61.62","2.18","3.34","7.59","0.4","2.4","3","","0.133333333","0.133333333","0.428571429","0.115384615","0","0","0.057142857","0.015384615","0.285714286","0.076923077","0","16.66666667","26.92307692","34.6875","0.13875","0","0","0.56980057","2.116402116","2.849002849","10.58201058","0.197649573","0.734126984","3.418803419","12.6984127"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00350","","","","26","3","1","3","5","3","3","0","5","0","1.2","2.5","9","5","5","7","50.2","21","5.32","1.87","1.28","141.895","64.67","1.2","2.83","4.27","1.2","3.7","5","","0.24","0.24","1.666666667","0.192307692","0","0","0.4","0.046153846","0.833333333","0.096153846","0","32.43243243","11.53846154","41.83266932","0.501992032","0","0","1.709401709","14.81481481","3.561253561","30.86419753","0.715088364","6.197432492","5.270655271","45.67901235"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00351","","","","26","13","1","1","3","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00352","","","","26","16","1","1","3","16","16","4","15","1.1","2","3.5","9","3","3","3","49.6","17.5","3.31","1.55","0.72","166.645","65.12","2.01","2.82","4.45","3.1","6.6","19","0.275","0.133333333","0.163157895","1.1875","0.730769231","0.25","0.153846154","0.19375","0.119230769","0.21875","0.134615385","21.05263158","46.96969697","61.53846154","35.28225806","1.09375","1.566951567","2.546296296","4.415954416","7.175925926","4.985754986","8.101851852","1.558048433","2.531828704","9.401709402","15.27777778"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00353","","","","26","4","1","1","5","4","3","0","4","0","1","5","9","7","7","1","33.7","12.8","3.86","1.6","0.92","173.11","63.7","2.43","4.22","6.73","1","6","4","","0.25","0.25","1","0.153846154","0","0","0.25","0.038461538","1.25","0.192307692","0","16.66666667","15.38461538","37.98219585","0.379821958","0","0","1.424501425","9.259259259","7.122507123","46.2962963","0.541056921","3.516869986","8.547008547","55.55555556"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00354","","","","26","22","1","1","3","22","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.61538462","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00355","","","","26","2","1","3","7","2","2","0","25","0","6","7.5","8","5","3","7","35.7","11.4","3.72","1.48","1.06","142.767","64.54","3.57","5.23","6.99","6","13.5","25","","0.24","0.24","12.5","0.961538462","0","0","3","0.230769231","3.75","0.288461538","0","44.44444444","7.692307692","31.93277311","1.915966387","0","0","8.547008547","111.1111111","10.68376068","138.8888889","2.729296847","35.48085901","19.23076923","250"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00356","","","","26","10","1","1","5","10","1","0","3","0","0.3","2","9","9","9","1","14.6","5.1","6.44","2.21","1.29","107.357","60.93","1.62","3.05","10.53","0.3","2.3","3","","0.1","0.1","0.3","0.115384615","0","0","0.03","0.011538462","0.2","0.076923077","0","13.04347826","38.46153846","34.93150685","0.104794521","0","0","0.427350427","1.111111111","2.849002849","7.407407407","0.149279944","0.388127854","3.276353276","8.518518519"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00357","","","","26","8","1","1","5","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.76923077","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00358","","","","26","23","3","9","5","23","20","8","28","2","3","10.5","9","3","3","1","50.3","20.8","5.41","1.66","1.22","93.519","70.71","0.95","2.6","2.03","5","15.5","36","0.25","0.107142857","0.138888889","1.565217391","1.384615385","0.347826087","0.307692308","0.217391304","0.192307692","0.456521739","0.403846154","22.22222222","32.25806452","88.46153846","41.35188867","2.067594433","2.849002849","3.220611916","7.122507123","8.051529791","14.95726496","16.90821256","2.945291216","3.329459635","22.07977208","24.95974235"
