"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00040","","","","39","25","1","1","9","24","24","78","24","24.5","1.1","34","7","7","1","","","","","","","","","","","","","25.6","59.6","102","0.314102564","0.045833333","0.250980392","4.25","2.615384615","3.25","2","1.066666667","0.656410256","1.416666667","0.871794872","76.47058824","42.95302013","61.53846154","","","23.2668566","37.80864198","24.31149098","39.50617284","32.28869896","52.4691358","","","56.60018993","91.97530864"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00041","","","","39","20","1","2","7","19","19","66","87","17","2.5","17","6","4","2","50.4","10.9","2.86","1.39","0.99","69.6","69.12","11.3","52.91","6.43","9.93","13.11","19.5","36.5","153","0.257575758","0.028735632","0.12745098","8.052631579","3.923076923","3.473684211","1.692307692","1.026315789","0.5","0.894736842","0.435897436","43.1372549","53.42465753","48.71794872","21.62698413","4.217261905","16.14434948","33.13840156","18.51851852","38.01169591","16.14434948","33.13840156","4.004997061","8.22078344","34.662868","71.15009747"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00042","","","","39","20","1","1","8","20","20","64","35","22.5","1.6","35","7","6","4","50.2","12.5","5.45","2.04","1.81","215.42","132.26","23.8","59.09","2.99","5.69","9.73","24.1","59.1","99","0.3515625","0.045714286","0.243434343","4.95","2.538461538","3.2","1.641025641","1.205","0.617948718","1.75","0.897435897","64.64646465","40.77834179","51.28205128","24.90039841","6.000996016","21.36752137","41.66666667","22.88698955","44.62962963","33.23836657","64.81481481","5.698951582","11.11295559","56.12535613","109.4444444"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00043","","","","39","19","2","1","8","11","10","19","11","3.2","0.4","16","6","6","2","50.7","13.4","6.64","2.19","1.83","135.57","99.35","23.2","63.35","2.27","4.7","4.05","3.6","19.6","30","0.168421053","0.036363636","0.12","2.727272727","0.769230769","1.727272727","0.487179487","0.327272727","0.092307692","1.454545455","0.41025641","63.33333333","18.36734694","28.20512821","26.42998028","0.95147929","3.038936372","10.77441077","3.418803419","12.12121212","15.19468186","53.87205387","0.903589069","3.203633973","18.61348528","65.99326599"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00044","","","","39","29","1","2","9","29","15","15","22","3","2","38","6","5","1","41.3","12.9","3.03","1.46","1.22","109.61","75.82","14.5","59.39","5.29","8.36","4.99","5","43","37","0.2","0.090909091","0.135135135","1.275862069","0.948717949","0.517241379","0.384615385","0.172413793","0.128205128","1.310344828","0.974358974","40.54054054","11.62790698","74.35897436","31.23486683","1.561743341","2.849002849","3.831417625","4.748338082","6.385696041","36.08736942","48.53128991","1.483137076","1.994563654","40.8357075","54.91698595"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00045","","","","39","27","3","2","9","27","3","0","13","0","0.5","47","4","3","1","50.5","17.3","4.46","1.47","1.41","111.12","67.95","133.8","67.51","2.05","3.89","4.53","0.5","47.5","13","","0.038461538","0.038461538","0.481481481","0.333333333","0","0","0.018518519","0.012820513","1.740740741","1.205128205","0","1.052631579","69.23076923","34.25742574","0.171287129","0","0","0.474833808","0.685871056","44.63437797","64.47187929","0.162665839","0.234961768","45.10921178","65.15775034"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00046","","","","39","24","1","1","9","24","24","66","17","23","1.4","34","7","7","2","50.8","16.2","3.17","0.86","1.16","69.98","68.42","82.4","64.72","3.71","6.43","5.95","24.4","58.4","83","0.348484848","0.082352941","0.293975904","3.458333333","2.128205128","2.75","1.692307692","1.016666667","0.625641026","1.416666667","0.871794872","79.51807229","41.78082192","61.53846154","31.88976378","7.781102362","21.84235518","35.49382716","23.17188984","37.65432099","32.28869896","52.4691358","7.389460933","12.00787402","55.46058879","90.12345679"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00047","","","","39","21","4","1","8","18","9","20","8","4","0.6","26","5","5","3","50.7","10.2","6.22","2.58","2.06","159.17","145.11","47","44.98","5.63","9.62","15.02","4.6","30.6","28","0.2","0.075","0.164285714","1.555555556","0.717948718","1.111111111","0.512820513","0.255555556","0.117948718","1.444444444","0.666666667","71.42857143","15.03267974","46.15384615","20.1183432","0.925443787","3.798670465","8.230452675","4.368471035","9.465020576","24.69135802","53.49794239","0.878863995","1.904205323","29.05982906","62.96296296"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00048","","","","39","28","1","2","8","18","2","3","0","0.7","0","40","5","3","1","50.8","12.9","4.31","1.8","1.52","105.56","84.89","24.3","62.62","3.14","5.48","6.52","0.7","40.7","3","0.233333333","","0.233333333","0.166666667","0.076923077","0.166666667","0.076923077","0.038888889","0.017948718","2.222222222","1.025641026","100","1.71990172","46.15384615","25.39370079","0.177755906","0.664767331","1.440329218","0.664767331","1.440329218","37.98670465","82.30452675","0.168809027","0.365752892","38.65147198","83.74485597"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00049","","","","39","22","1","1","7","22","22","47","57","16","2.7","14","6","4","4","50.9","10.6","4.53","2.27","1.73","185.88","157.79","62.6","45.91","4.05","7.52","22.16","18.7","32.7","104","0.340425532","0.047368421","0.179807692","4.727272727","2.666666667","2.136363636","1.205128205","0.85","0.479487179","0.636363636","0.358974359","45.19230769","57.18654434","56.41025641","20.82514735","3.894302554","15.19468186","26.93602694","17.75878443","31.48148148","13.29534663","23.56902357","3.698293024","6.556064906","31.05413105","55.05050505"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00050","","","","39","26","8","3","6","17","17","28","17","4.9","0.8","9","6","6","1","50.6","12.2","4.21","1.69","1.36","116.48","87.9","31.4","60.13","3.5","5.74","10.08","5.7","14.7","45","0.175","0.047058824","0.126666667","2.647058824","1.153846154","1.647058824","0.717948718","0.335294118","0.146153846","0.529411765","0.230769231","62.22222222","38.7755102","43.58974359","24.11067194","1.3743083","4.65337132","10.67538126","5.413105413","12.41830065","8.547008547","19.60784314","1.305136088","2.994135731","13.96011396","32.02614379"
"","","MZP2010UMB-AT06","","","","","","","","","MZP2010UMB-AT06-00051","","","","39","18","4","2","5","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.58974359","","","","","","","","","","","",""
