"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00043","","","","26","19","1","1","2","16","16","42","25","10.2","3.9","11","3","3","3","3","3","3","3","2.81","2.09","1.36","18.91","45.86","7.98","11.2","11.62","0.43","14.1","25.1","67","0.242857143","0.156","0.210447761","4.1875","2.576923077","2.625","1.615384615","0.88125","0.542307692","0.6875","0.423076923","62.68656716","56.1752988","61.53846154","14.52991453","23.61111111","20.08547009","32.63888889","15.66951567","25.46296296","35.75498575","58.10185185"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00044","","","","26","11","3","4","4","7","7","12","14","4.8","2","9.9","5","7","3","1","1","5","3","3.96","2.15","1.4","55.42","47.31","3.48","5.81","19.95","0.57","6.8","16.7","26","0.4","0.142857143","0.261538462","3.714285714","1","1.714285714","0.461538462","0.971428571","0.261538462","1.414285714","0.380769231","46.15384615","40.71856287","26.92307692","6.837606838","25.3968254","9.686609687","35.97883598","14.1025641","52.38095238","23.78917379","88.35978836"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00045","","","","26","10","4","6","3","3","2","13","8","1.2","1.9","3.1","3","5","3","3","5","3","3","7.28","2.72","1.7","29.98","49.4","2.64","4.32","15.66","0.3","3.1","6.2","21","0.092307692","0.2375","0.147619048","7","0.807692308","4.333333333","0.5","1.033333333","0.119230769","1.033333333","0.119230769","61.9047619","50","11.53846154","1.709401709","14.81481481","4.415954416","38.27160494","4.415954416","38.27160494","8.831908832","76.54320988"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00046","","","","26","15","3","1","2","12","12","42","39","9.4","2.9","8","3","3","7","1","1","7","5","3.65","1.92","1.21","13.43","55.47","6.21","9.14","8.03","0.22","12.3","20.3","81","0.223809524","0.074358974","0.151851852","6.75","3.115384615","3.5","1.615384615","1.025","0.473076923","0.666666667","0.307692308","51.85185185","60.591133","46.15384615","13.39031339","29.01234568","17.52136752","37.96296296","11.3960114","24.69135802","28.91737892","62.65432099"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00047","","","","26","20","3","4","3","16","16","74","88","13.5","4.9","3.1","1","1","5","1","5","3","3","5.22","2.13","1.51","15.15","59.17","2.29","3.79","6.49","0","18.4","21.5","162","0.182432432","0.055681818","0.113580247","10.125","6.230769231","4.625","2.846153846","1.15","0.707692308","0.19375","0.119230769","45.67901235","85.58139535","61.53846154","19.23076923","31.25","26.21082621","42.59259259","4.415954416","7.175925926","30.62678063","49.76851852"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00048","","","","26","12","5","8","7","9","8","16","23","1.9","1.2","9","7","1","5","7","3","3","3","5.95","2.56","1.69","50.71","52.78","2.65","4.76","13.23","0.92","3.1","12.1","39","0.11875","0.052173913","0.079487179","4.333333333","1.5","1.777777778","0.615384615","0.344444444","0.119230769","1","0.346153846","41.02564103","25.61983471","34.61538462","2.706552707","7.818930041","4.415954416","12.75720165","12.82051282","37.03703704","17.23646724","49.79423868"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00049","","","","26","10","1","1","6","9","6","7","11","1.5","2","1","5","5","5","3","1","3","5","4.77","1.92","1.26","6.25","53.39","3.81","6.16","14.49","0.3","3.5","4.5","18","0.214285714","0.181818182","0.194444444","2","0.692307692","0.777777778","0.269230769","0.388888889","0.134615385","0.111111111","0.038461538","38.88888889","77.77777778","34.61538462","2.136752137","6.172839506","4.985754986","14.40329218","1.424501425","4.115226337","6.41025641","18.51851852"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00050","","","","26","13","2","1","3","9","9","11","11","2.1","1.1","9","7","5","3","1","1","7","5","3.67","1.82","1.37","24.65","64.12","2.86","4.3","4.2","0","3.2","12.2","22","0.190909091","0.1","0.145454545","2.444444444","0.846153846","1.222222222","0.423076923","0.355555556","0.123076923","1","0.346153846","50","26.2295082","34.61538462","2.991452991","8.641975309","4.558404558","13.16872428","12.82051282","37.03703704","17.37891738","50.20576132"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00051","","","","26","11","6","7","3","9","6","10","17","3.8","2","3","1","3","5","7","3","1","3","3.48","1.94","1.28","35.65","48.77","4.16","6.34","19.76","0.57","5.8","8.8","27","0.38","0.117647059","0.214814815","3","1.038461538","1.111111111","0.384615385","0.644444444","0.223076923","0.333333333","0.115384615","37.03703704","65.90909091","34.61538462","5.413105413","15.63786008","8.262108262","23.86831276","4.273504274","12.34567901","12.53561254","36.21399177"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00052","","","","26","12","3","4","4","6","6","25","19","4.5","1.6","10","3","3","5","3","3","3","3","5.05","2.16","1.46","30.33","51.84","2.96","4.91","16.33","0.26","6.1","16.1","44","0.18","0.084210526","0.138636364","7.333333333","1.692307692","4.166666667","0.961538462","1.016666667","0.234615385","1.666666667","0.384615385","56.81818182","37.88819876","23.07692308","6.41025641","27.77777778","8.689458689","37.65432099","14.24501425","61.72839506","22.93447293","99.38271605"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00053","","","","26","16","4","5","3","10","10","12","47","1.9","2","9","9","1","3","1","7","3","1","5.53","2.31","1.53","46.19","43.55","2.71","4.91","24.73","0.36","3.9","12.9","59","0.158333333","0.042553191","0.066101695","5.9","2.269230769","1.2","0.461538462","0.39","0.15","0.9","0.346153846","20.33898305","30.23255814","38.46153846","2.706552707","7.037037037","5.555555556","14.44444444","12.82051282","33.33333333","18.37606838","47.77777778"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00054","","","","26","19","3","4","5","13","13","18","18","5.1","2","2","3","3","7","1","1","1","3","3.04","1.44","1.04","120","65.58","2.78","4.22","6.84","0.48","7.1","9.1","36","0.283333333","0.111111111","0.197222222","2.769230769","1.384615385","1.384615385","0.692307692","0.546153846","0.273076923","0.153846154","0.076923077","50","78.02197802","50","7.264957265","14.52991453","10.11396011","20.22792023","2.849002849","5.698005698","12.96296296","25.92592593"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00055","","","","26","15","1","1","1","15","15","59","68","14","10.9","27","3","3","3","1","5","1","3","5.26","2.26","1.51","38.34","47.67","4.43","6.94","15.86","","24.9","51.9","127","0.237288136","0.160294118","0.196062992","8.466666667","4.884615385","3.933333333","2.269230769","1.66","0.957692308","1.8","1.038461538","46.45669291","47.97687861","57.69230769","19.94301994","34.56790123","35.47008547","61.48148148","38.46153846","66.66666667","73.93162393","128.1481481"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00056","","","","26","15","1","1","2","12","12","40","42","9.8","2.5","12","3","3","3","5","1","5","7","5.47","2.31","1.65","28.79","54.76","2.3","3.93","10.71","","12.3","24.3","82","0.245","0.05952381","0.15","6.833333333","3.153846154","3.333333333","1.538461538","1.025","0.473076923","1","0.461538462","48.7804878","50.61728395","46.15384615","13.96011396","30.24691358","17.52136752","37.96296296","17.09401709","37.03703704","34.61538462","75"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00057","","","","26","16","1","3","1","5","3","3","8","2","1.2","21","5","3","1","1","3","5","7","3.33","1.5","1.18","12.17","63.66","2.88","4.63","7.46","","3.2","24.2","11","0.666666667","0.15","0.290909091","2.2","0.423076923","0.6","0.115384615","0.64","0.123076923","4.2","0.807692308","27.27272727","13.2231405","19.23076923","2.849002849","14.81481481","4.558404558","23.7037037","29.91452991","155.5555556","34.47293447","179.2592593"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00058","","","","26","19","1","1","1","12","11","20","21","6.9","3.5","21","3","7","3","1","5","3","3","3.51","1.81","1.36","43.81","60.05","2.44","4.01","8.37","","10.4","31.4","41","0.345","0.166666667","0.253658537","3.416666667","1.576923077","1.666666667","0.769230769","0.866666667","0.4","1.75","0.807692308","48.7804878","33.12101911","46.15384615","9.829059829","21.2962963","14.81481481","32.09876543","29.91452991","64.81481481","44.72934473","96.91358025"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00059","","","","26","13","3","4","3","10","10","25","30","6.2","5","3.9","3","5","1","1","1","5","3","","","","","","","","","","11.2","15.1","55","0.248","0.166666667","0.203636364","5.5","2.115384615","2.5","0.961538462","1.12","0.430769231","0.39","0.15","45.45454545","74.17218543","38.46153846","8.831908832","22.96296296","15.95441595","41.48148148","5.555555556","14.44444444","21.50997151","55.92592593"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00060","","","","26","13","1","1","2","10","10","22","18","16","3.2","16.8","7","5","3","1","3","3","7","3.06","1.58","1.13","18.15","54.89","2.73","4.15","17.33","","19.2","36","40","0.727272727","0.177777778","0.48","4","1.538461538","2.2","0.846153846","1.92","0.738461538","1.68","0.646153846","55","53.33333333","38.46153846","22.79202279","59.25925926","27.35042735","71.11111111","23.93162393","62.22222222","51.28205128","133.3333333"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00061","","","","26","24","6","7","4","11","9","25","12","2.5","1.6","5.8","5","5","1","1","3","5","3","2.37","1.61","0.93","8.72","57.51","9.79","12.9","0","","4.1","9.9","37","0.1","0.133333333","0.110810811","3.363636364","1.423076923","2.272727273","0.961538462","0.372727273","0.157692308","0.527272727","0.223076923","67.56756757","41.41414141","42.30769231","3.561253561","8.417508418","5.84045584","13.8047138","8.262108262","19.52861953","14.1025641","33.33333333"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00062","","","","26","12","1","1","2","12","12","19","32","3.1","2.2","12.5","7","5","3","7","5","3","3","2.81","1.57","1.21","14.2","62.39","2.15","3.71","9.31","","5.3","17.8","51","0.163157895","0.06875","0.103921569","4.25","1.961538462","1.583333333","0.730769231","0.441666667","0.203846154","1.041666667","0.480769231","37.25490196","29.7752809","46.15384615","4.415954416","9.567901235","7.54985755","16.35802469","17.80626781","38.58024691","25.35612536","54.9382716"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00063","","","","26","17","1","1","1","8","6","25","16","3.9","0.9","25","5","5","3","7","3","5","5","5.62","2.28","1.53","25.45","57.74","2.71","4.8","7.8","","4.8","29.8","41","0.156","0.05625","0.117073171","5.125","1.576923077","3.125","0.961538462","0.6","0.184615385","3.125","0.961538462","60.97560976","16.10738255","30.76923077","5.555555556","18.05555556","6.837606838","22.22222222","35.61253561","115.7407407","42.45014245","137.962963"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00064","","","","26","13","1","4","3","13","13","27","28","7.2","8.1","6.2","5","7","5","1","3","3","5","4.06","1.96","1.34","31.44","47.11","3.67","5.52","22.18","","15.3","21.5","55","0.266666667","0.289285714","0.278181818","4.230769231","2.115384615","2.076923077","1.038461538","1.176923077","0.588461538","0.476923077","0.238461538","49.09090909","71.1627907","50","10.25641026","20.51282051","21.79487179","43.58974359","8.831908832","17.66381766","30.62678063","61.25356125"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00065","","","","26","22","2","3","3","15","15","40","35","12.2","3.2","12","5","3","1","7","3","3","3","3.1","1.89","1.32","27.88","55.29","2.77","4.47","14.46","","15.4","27.4","75","0.305","0.091428571","0.205333333","5","2.884615385","2.666666667","1.538461538","1.026666667","0.592307692","0.8","0.461538462","53.33333333","56.20437956","57.69230769","17.37891738","30.12345679","21.93732194","38.02469136","17.09401709","29.62962963","39.03133903","67.65432099"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00066","","","","26","13","3","4","2","13","13","23","72","2.5","3","8","7","5","3","1","3","5","3","","","","","","","","","","5.5","13.5","95","0.108695652","0.041666667","0.057894737","7.307692308","3.653846154","1.769230769","0.884615385","0.423076923","0.211538462","0.615384615","0.307692308","24.21052632","40.74074074","50","3.561253561","7.122507123","7.834757835","15.66951567","11.3960114","22.79202279","19.23076923","38.46153846"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00067","","","","26","11","4","3","4","9","4","6","10","2","0.4","5.5","3","5","1","7","3","7","1","","","","","","","","","","2.4","7.9","16","0.333333333","0.04","0.15","1.777777778","0.615384615","0.666666667","0.230769231","0.266666667","0.092307692","0.611111111","0.211538462","37.5","30.37974684","34.61538462","2.849002849","8.230452675","3.418803419","9.87654321","7.834757835","22.63374486","11.25356125","32.51028807"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00068","","","","26","11","1","1","2","11","11","15","17","3.6","2.9","12","5","5","3","1","1","5","7","4.55","2.22","1.48","42.98","47.1","3.19","5.34","20.95","","6.5","18.5","32","0.24","0.170588235","0.203125","2.909090909","1.230769231","1.363636364","0.576923077","0.590909091","0.25","1.090909091","0.461538462","46.875","35.13513514","42.30769231","5.128205128","12.12121212","9.259259259","21.88552189","17.09401709","40.4040404","26.35327635","62.28956229"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00069","","","","26","16","3","5","4","9","6","","18","","1.9","10","7","5","1","1","5","5","3","4.1","1.97","1.07","37.33","53.2","6.82","9.55","7.91","","","","","","0.105555556","","","","","","","","1.111111111","0.384615385","","","34.61538462","","","","","14.24501425","41.15226337","",""
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00070","","","","26","14","1","1","1","14","13","12","54","3","6.5","13","5","5","3","1","5","3","3","1.94","1","0.5","0","66.54","5.2","6.89","4.72","","9.5","22.5","66","0.25","0.12037037","0.143939394","4.714285714","2.538461538","0.857142857","0.461538462","0.678571429","0.365384615","0.928571429","0.5","18.18181818","42.22222222","53.84615385","4.273504274","7.936507937","13.53276353","25.13227513","18.51851852","34.39153439","32.05128205","59.52380952"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00071","","","","26","15","1","1","1","14","14","20","23","6.5","3","40","5","5","1","1","1","7","5","2.58","1.78","1.21","30.96","57.86","2.8","4.74","12.43","","9.5","49.5","43","0.325","0.130434783","0.220930233","3.071428571","1.653846154","1.428571429","0.769230769","0.678571429","0.365384615","2.857142857","1.538461538","46.51162791","19.19191919","53.84615385","9.259259259","17.1957672","13.53276353","25.13227513","56.98005698","105.8201058","70.51282051","130.952381"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00072","","","","26","13","2","4","2","10","10","9","32","2.9","5","17","5","3","1","1","3","3","3","3.94","2.09","1.47","42.47","43.41","4.09","6.18","21.6","","7.9","24.9","41","0.322222222","0.15625","0.192682927","4.1","1.576923077","0.9","0.346153846","0.79","0.303846154","1.7","0.653846154","21.95121951","31.72690763","38.46153846","4.131054131","10.74074074","11.25356125","29.25925926","24.21652422","62.96296296","35.47008547","92.22222222"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00073","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00074","","","","26","7","1","1","5","7","5","","14","","3.2","3.5","5","5","5","1","1","3","1","2.23","1.23","0.69","0","58.34","9.39","12.21","2.26","","","","","","0.228571429","","","","","","","","0.5","0.134615385","","","26.92307692","","","","","4.985754986","18.51851852","",""
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00075","","","","26","8","2","4","3","8","8","14","10","5.9","1.1","7.9","5","3","3","7","5","7","3","4.19","1.81","1.12","27.62","58.6","7.31","10.1","3.74","","7","14.9","24","0.421428571","0.11","0.291666667","3","0.923076923","1.75","0.538461538","0.875","0.269230769","0.9875","0.303846154","58.33333333","46.97986577","30.76923077","8.404558405","27.31481481","9.971509972","32.40740741","11.25356125","36.57407407","21.22507123","68.98148148"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00076","","","","26","16","3","4","2","13","13","35","35","8","4.2","11.8","5","3","5","7","3","5","5","4.39","2.17","1.4","34.16","49.25","3.88","6.73","17.68","","12.2","24","70","0.228571429","0.12","0.174285714","5.384615385","2.692307692","2.692307692","1.346153846","0.938461538","0.469230769","0.907692308","0.453846154","50","50.83333333","50","11.3960114","22.79202279","17.37891738","34.75783476","16.80911681","33.61823362","34.18803419","68.37606838"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00077","","","","26","3","1","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00078","","","","26","7","3","4","5","7","3","2","7","1","1","1.8","5","1","1","1","3","2","3","","","","","","","","","","2","3.8","9","0.5","0.142857143","0.222222222","1.285714286","0.346153846","0.285714286","0.076923077","0.285714286","0.076923077","0.257142857","0.069230769","22.22222222","52.63157895","26.92307692","1.424501425","5.291005291","2.849002849","10.58201058","2.564102564","9.523809524","5.413105413","20.10582011"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00079","","","","26","17","1","1","4","7","7","3","14","1","2","6.5","9","7","1","7","5","5","7","2.8","1.76","0.84","42.22","45.62","14.39","19.38","1.45","","3","9.5","17","0.333333333","0.142857143","0.176470588","2.428571429","0.653846154","0.428571429","0.115384615","0.428571429","0.115384615","0.928571429","0.25","17.64705882","31.57894737","26.92307692","1.424501425","5.291005291","4.273504274","15.87301587","9.259259259","34.39153439","13.53276353","50.26455026"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00080","","","","26","15","2","4","4","9","3","3","11","0.4","0.5","8.5","7","5","3","5","3","5","7","2.82","1.76","1.32","26.09","61.53","2.76","4.17","7.09","","0.9","9.4","14","0.133333333","0.045454545","0.064285714","1.555555556","0.538461538","0.333333333","0.115384615","0.1","0.034615385","0.944444444","0.326923077","21.42857143","9.574468085","34.61538462","0.56980057","1.646090535","1.282051282","3.703703704","12.10826211","34.97942387","13.39031339","38.68312757"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00081","","","","26","17","3","4","3","13","13","14","80","2.5","9.5","8","5","5","3","7","3","3","3","","","","","","","","","","12","20","94","0.178571429","0.11875","0.127659574","7.230769231","3.615384615","1.076923077","0.538461538","0.923076923","0.461538462","0.615384615","0.307692308","14.89361702","60","50","3.561253561","7.122507123","17.09401709","34.18803419","11.3960114","22.79202279","28.49002849","56.98005698"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00082","","","","26","19","2","1","3","13","12","27","25","6.1","3.1","5","5","3","3","1","7","5","3","","","","","","","","","","9.2","14.2","52","0.225925926","0.124","0.176923077","4","2","2.076923077","1.038461538","0.707692308","0.353846154","0.384615385","0.192307692","51.92307692","64.78873239","50","8.689458689","17.37891738","13.10541311","26.21082621","7.122507123","14.24501425","20.22792023","40.45584046"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00083","","","","26","18","2","4","2","12","12","29","26","5.1","2.3","8.2","7","5","3","5","3","1","3","3.62","1.56","0.82","18.7","52.67","9.55","12.72","5.79","","7.4","15.6","55","0.175862069","0.088461538","0.134545455","4.583333333","2.115384615","2.416666667","1.115384615","0.616666667","0.284615385","0.683333333","0.315384615","52.72727273","47.43589744","46.15384615","7.264957265","15.74074074","10.54131054","22.83950617","11.68091168","25.30864198","22.22222222","48.14814815"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00084","","","","26","22","3","5","3","8","8","28","21","2.1","8","2.2","7","5","3","1","3","7","3","7","2.48","1.48","36.05","49.23","8.23","12.07","6.98","","10.1","12.3","49","0.075","0.380952381","0.206122449","6.125","1.884615385","3.5","1.076923077","1.2625","0.388461538","0.275","0.084615385","57.14285714","82.11382114","30.76923077","2.991452991","9.722222222","14.38746439","46.75925926","3.133903134","10.18518519","17.52136752","56.94444444"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00085","","","","26","21","4","5","2","15","12","12","52","6","3.4","7","5","3","1","1","3","9","3","4.01","1.82","0.98","15.15","51.73","10.02","13.65","2.22","","9.4","16.4","64","0.5","0.065384615","0.146875","4.266666667","2.461538462","0.8","0.461538462","0.626666667","0.361538462","0.466666667","0.269230769","18.75","57.31707317","57.69230769","8.547008547","14.81481481","13.39031339","23.20987654","9.971509972","17.28395062","23.36182336","40.49382716"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00086","","","","26","22","1","1","1","21","21","89","80","11.2","7.1","7.8","5","3","1","1","3","7","3","3.55","1.77","1.02","31.39","50.38","11.08","15.07","2.45","","18.3","26.1","169","0.125842697","0.08875","0.108284024","8.047619048","6.5","4.238095238","3.423076923","0.871428571","0.703846154","0.371428571","0.3","52.66272189","70.11494253","80.76923077","15.95441595","19.75308642","26.06837607","32.27513228","11.11111111","13.75661376","37.17948718","46.03174603"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00087","","","","26","26","1","1","2","15","15","22","41","9","8.1","5.2","5","5","3","1","1","7","3","3.4","1.6","0.91","19.98","59.04","6.83","9.25","3.27","","17.1","22.3","63","0.409090909","0.197560976","0.271428571","4.2","2.423076923","1.466666667","0.846153846","1.14","0.657692308","0.346666667","0.2","34.92063492","76.68161435","57.69230769","12.82051282","22.22222222","24.35897436","42.22222222","7.407407407","12.83950617","31.76638177","55.0617284"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00088","","","","26","24","2","4","3","17","10","5","10","0.1","1.2","9","7","7","5","5","1","5","3","3.18","1.78","1.03","26.81","54.27","6.68","9.3","8.17","","1.3","10.3","15","0.02","0.12","0.086666667","0.882352941","0.576923077","0.294117647","0.192307692","0.076470588","0.05","0.529411765","0.346153846","33.33333333","12.62135922","65.38461538","0.142450142","0.217864924","1.851851852","2.832244009","12.82051282","19.60784314","14.67236467","22.44008715"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00089","","","","26","22","7","8","4","16","16","32","30","6","3.2","1.2","5","5","5","5","1","5","3","5.55","3.02","1.94","52.02","34.81","4.84","8.57","28.23","","9.2","10.4","62","0.1875","0.106666667","0.148387097","3.875","2.384615385","2","1.230769231","0.575","0.353846154","0.075","0.046153846","51.61290323","88.46153846","61.53846154","8.547008547","13.88888889","13.10541311","21.2962963","1.709401709","2.777777778","14.81481481","24.07407407"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00090","","","","26","24","3","4","3","16","16","6","60","1.1","11.2","5.2","5","7","5","1","1","7","7","2.85","1.5","0.84","27.4","57.83","7.59","10.06","5.31","","12.3","17.5","66","0.183333333","0.186666667","0.186363636","4.125","2.538461538","0.375","0.230769231","0.76875","0.473076923","0.325","0.2","9.090909091","70.28571429","61.53846154","1.566951567","2.546296296","17.52136752","28.47222222","7.407407407","12.03703704","24.92877493","40.50925926"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00091","","","","26","19","2","3","5","16","14","4","57","0.1","7.1","4","5","5","3","1","1","7","3","4.13","2.05","1.32","33.36","58.23","2.78","4.19","11.42","","7.2","11.2","61","0.025","0.124561404","0.118032787","3.8125","2.346153846","0.25","0.153846154","0.45","0.276923077","0.25","0.153846154","6.557377049","64.28571429","61.53846154","0.142450142","0.231481481","10.25641026","16.66666667","5.698005698","9.259259259","15.95441595","25.92592593"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00092","","","","26","20","1","1","1","20","20","29","58","6.2","7.1","8.2","5","7","3","1","9","9","1","4.5","2.14","1.45","48.87","49.24","3.32","5.2","20.33","","13.3","21.5","87","0.213793103","0.122413793","0.152873563","4.35","3.346153846","1.45","1.115384615","0.665","0.511538462","0.41","0.315384615","33.33333333","61.86046512","76.92307692","8.831908832","11.48148148","18.94586895","24.62962963","11.68091168","15.18518519","30.62678063","39.81481481"
"","","MZP2012UMB-AT02","","","","","","","","","MZP2012UMB-AT02-00093","","","","26","21","1","1","1","14","11","14","50","2.1","7","3","5","5","3","1","1","9","7","","","","","","","","","","9.1","12.1","64","0.15","0.14","0.1421875","4.571428571","2.461538462","1","0.538461538","0.65","0.35","0.214285714","0.115384615","21.875","75.20661157","53.84615385","2.991452991","5.555555556","12.96296296","24.07407407","4.273504274","7.936507937","17.23646724","32.01058201"
