"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00011","","","","26","10","1","3","5","8","8","9","15","2.6","4.9","5","4","5","3","5","11.03","7.5","12.5","24","0.288888889","0.326666667","0.3125","3","0.923076923","1.125","0.346153846","0.9375","0.288461538","0.625","0.192307692","37.5","60","30.76923077","3.703703704","12.03703704","10.68376068","34.72222222","7.122507123","23.14814815","17.80626781","57.87037037"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00012","","","","26","10","1","3","5","7","7","14","25","5","9.5","7","5","3","3","3","14.37","14.5","21.5","39","0.357142857","0.38","0.371794872","5.571428571","1.5","2","0.538461538","2.071428571","0.557692308","1","0.269230769","35.8974359","67.44186047","26.92307692","7.122507123","26.45502646","20.65527066","76.71957672","9.971509972","37.03703704","30.62678063","113.7566138"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00013","","","","26","19","1","3","5","19","19","15","20","5.5","8.5","17","4","3","1","3","11.03","14","31","35","0.366666667","0.425","0.4","1.842105263","1.346153846","0.789473684","0.576923077","0.736842105","0.538461538","0.894736842","0.653846154","42.85714286","45.16129032","73.07692308","7.834757835","10.72124756","19.94301994","27.29044834","24.21652422","33.13840156","44.15954416","60.4288499"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00014","","","","26","18","1","3","5","18","15","8","17","2","6.5","14.5","2","3","7","5","7.23","8.5","23","25","0.25","0.382352941","0.34","1.388888889","0.961538462","0.444444444","0.307692308","0.472222222","0.326923077","0.805555556","0.557692308","32","36.95652174","69.23076923","2.849002849","4.115226337","12.10826211","17.48971193","20.65527066","29.83539095","32.76353276","47.32510288"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00015","","","","26","20","1","1","5","20","20","18","19","7","10.5","11","5","3","3","3","7.76","17.5","28.5","37","0.388888889","0.552631579","0.472972973","1.85","1.423076923","0.9","0.692307692","0.875","0.673076923","0.55","0.423076923","48.64864865","61.40350877","76.92307692","9.971509972","12.96296296","24.92877493","32.40740741","15.66951567","20.37037037","40.5982906","52.77777778"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00016","","","","26","14","1","3","5","14","14","17","24","6.8","9.5","10.1","6","3","3","3","7.76","16.3","26.4","41","0.4","0.395833333","0.397560976","2.928571429","1.576923077","1.214285714","0.653846154","1.164285714","0.626923077","0.721428571","0.388461538","41.46341463","61.74242424","53.84615385","9.686609687","17.98941799","23.21937322","43.12169312","14.38746439","26.71957672","37.60683761","69.84126984"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00017","","","","26","13","1","3","5","12","12","20","17","8.5","6","8.7","4","1","1","3","12.39","14.5","23.2","37","0.425","0.352941176","0.391891892","3.083333333","1.423076923","1.666666667","0.769230769","1.208333333","0.557692308","0.725","0.334615385","54.05405405","62.5","46.15384615","12.10826211","26.2345679","20.65527066","44.75308642","12.39316239","26.85185185","33.04843305","71.60493827"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00018","","","","26","16","1","3","5","16","12","9","12","2","2.1","2.5","2","5","5","5","3.03","4.1","6.6","21","0.222222222","0.175","0.195238095","1.3125","0.807692308","0.5625","0.346153846","0.25625","0.157692308","0.15625","0.096153846","42.85714286","62.12121212","61.53846154","2.849002849","4.62962963","5.84045584","9.490740741","3.561253561","5.787037037","9.401709402","15.27777778"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00019","","","","26","10","1","3","5","8","8","7","10","2","2","1.5","5","5","","5","7.23","4","5.5","17","0.285714286","0.2","0.235294118","2.125","0.653846154","0.875","0.269230769","0.5","0.153846154","0.1875","0.057692308","41.17647059","72.72727273","30.76923077","2.849002849","9.259259259","5.698005698","18.51851852","2.136752137","6.944444444","7.834757835","25.46296296"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00020","","","","26","17","1","3","5","17","15","10","13","3","3.7","4.5","2","5","5","5","1.74","6.7","11.2","23","0.3","0.284615385","0.291304348","1.352941176","0.884615385","0.588235294","0.384615385","0.394117647","0.257692308","0.264705882","0.173076923","43.47826087","59.82142857","65.38461538","4.273504274","6.535947712","9.544159544","14.59694989","6.41025641","9.803921569","15.95441595","24.40087146"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00021","","","","26","4","1","3","3","4","4","7","10","1.7","2","1.3","2","5","5","5","6.12","3.7","5","17","0.242857143","0.2","0.217647059","4.25","0.653846154","1.75","0.269230769","0.925","0.142307692","0.325","0.05","41.17647059","74","15.38461538","2.421652422","15.74074074","5.270655271","34.25925926","1.851851852","12.03703704","7.122507123","46.2962963"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00022","","","","26","6","1","3","5","6","6","0","13","0","3.5","2","2","7","5","5","5.49","3.5","5.5","13","","0.269230769","0.269230769","2.166666667","0.5","0","0","0.583333333","0.134615385","0.333333333","0.076923077","0","63.63636364","23.07692308","0","0","4.985754986","21.60493827","2.849002849","12.34567901","7.834757835","33.95061728"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00023","","","","26","20","1","5","5","20","20","12","15","3.5","5.6","7.5","6","3","3","3","7.23","9.1","16.6","27","0.291666667","0.373333333","0.337037037","1.35","1.038461538","0.6","0.461538462","0.455","0.35","0.375","0.288461538","44.44444444","54.81927711","76.92307692","4.985754986","6.481481481","12.96296296","16.85185185","10.68376068","13.88888889","23.64672365","30.74074074"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00024","","","","26","6","1","7","3","6","6","13","16","3.5","4","1.5","5","5","3","3","0.12","7.5","9","29","0.269230769","0.25","0.25862069","4.833333333","1.115384615","2.166666667","0.5","1.25","0.288461538","0.25","0.057692308","44.82758621","83.33333333","23.07692308","4.985754986","21.60493827","10.68376068","46.2962963","2.136752137","9.259259259","12.82051282","55.55555556"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00025","","","","26","4","3","7","5","4","4","0","13","0","3.3","1.4","6","5","5","3","7.23","3.3","4.7","13","","0.253846154","0.253846154","3.25","0.5","0","0","0.825","0.126923077","0.35","0.053846154","0","70.21276596","15.38461538","0","0","4.700854701","30.55555556","1.994301994","12.96296296","6.695156695","43.51851852"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00026","","","","26","11","1","3","5","11","5","0","5","0","1.4","2","6","5","5","3","7.23","1.4","3.4","5","","0.28","0.28","0.454545455","0.192307692","0","0","0.127272727","0.053846154","0.181818182","0.076923077","0","41.17647059","42.30769231","0","0","1.994301994","4.713804714","2.849002849","6.734006734","4.843304843","11.44781145"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00027","","","","26","6","1","5","5","6","6","10","11","3.5","2","1.7","4","5","5","7","7.23","5.5","7.2","21","0.35","0.181818182","0.261904762","3.5","0.807692308","1.666666667","0.384615385","0.916666667","0.211538462","0.283333333","0.065384615","47.61904762","76.38888889","23.07692308","4.985754986","21.60493827","7.834757835","33.95061728","2.421652422","10.49382716","10.25641026","44.44444444"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00028","","","","26","7","1","5","5","7","5","10","14","3.6","5","7","4","3","3","3","14.37","8.6","15.6","24","0.36","0.357142857","0.358333333","3.428571429","0.923076923","1.428571429","0.384615385","1.228571429","0.330769231","1","0.269230769","41.66666667","55.12820513","26.92307692","5.128205128","19.04761905","12.25071225","45.5026455","9.971509972","37.03703704","22.22222222","82.53968254"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00029","","","","26","8","1","3","5","8","4","0","9","0","2","3","5","3","5","7","7.76","2","5","9","","0.222222222","0.222222222","1.125","0.346153846","0","0","0.25","0.076923077","0.375","0.115384615","0","40","30.76923077","0","0","2.849002849","9.259259259","4.273504274","13.88888889","7.122507123","23.14814815"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00030","","","","26","5","1","3","5","5","5","0","16","0","4","1.7","4","5","5","7","7.76","4","5.7","16","","0.25","0.25","3.2","0.615384615","0","0","0.8","0.153846154","0.34","0.065384615","0","70.1754386","19.23076923","0","0","5.698005698","29.62962963","2.421652422","12.59259259","8.11965812","42.22222222"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00031","","","","26","2","1","5","3","2","2","0","7","0","2","1","5","7","9","9","","2","3","7","","0.285714286","0.285714286","3.5","0.269230769","0","0","1","0.076923077","0.5","0.038461538","0","66.66666667","7.692307692","0","0","2.849002849","37.03703704","1.424501425","18.51851852","4.273504274","55.55555556"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00032","","","","26","10","1","5","3","10","10","13","18","3.5","6.6","7.1","6","5","5","5","7.23","10.1","17.2","31","0.269230769","0.366666667","0.325806452","3.1","1.192307692","1.3","0.5","1.01","0.388461538","0.71","0.273076923","41.93548387","58.72093023","38.46153846","4.985754986","12.96296296","14.38746439","37.40740741","10.11396011","26.2962963","24.5014245","63.7037037"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00033","","","","26","7","3","5","5","7","7","9","11","2","2","1.8","5","5","5","3","3.03","4","5.8","20","0.222222222","0.181818182","0.2","2.857142857","0.769230769","1.285714286","0.346153846","0.571428571","0.153846154","0.257142857","0.069230769","45","68.96551724","26.92307692","2.849002849","10.58201058","5.698005698","21.16402116","2.564102564","9.523809524","8.262108262","30.68783069"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00034","","","","26","8","1","3","5","8","8","0","12","0","2.5","1.5","5","5","5","7","7.23","2.5","4","12","","0.208333333","0.208333333","1.5","0.461538462","0","0","0.3125","0.096153846","0.1875","0.057692308","0","62.5","30.76923077","0","0","3.561253561","11.57407407","2.136752137","6.944444444","5.698005698","18.51851852"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00035","","","","26","4","1","5","5","4","4","0","15","0","3","1.3","7","7","7","7","10.5","3","4.3","15","","0.2","0.2","3.75","0.576923077","0","0","0.75","0.115384615","0.325","0.05","0","69.76744186","15.38461538","0","0","4.273504274","27.77777778","1.851851852","12.03703704","6.125356125","39.81481481"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00036","","","","26","4","1","5","5","4","4","4","10","1","2","2","5","7","7","5","7.23","3","5","14","0.25","0.2","0.214285714","3.5","0.538461538","1","0.153846154","0.75","0.115384615","0.5","0.076923077","28.57142857","60","15.38461538","1.424501425","9.259259259","4.273504274","27.77777778","2.849002849","18.51851852","7.122507123","46.2962963"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00037","","","","26","2","1","3","5","2","2","0","4","0","1","1.5","8","5","7","5","","1","2.5","4","","0.25","0.25","2","0.153846154","0","0","0.5","0.038461538","0.75","0.057692308","0","40","7.692307692","0","0","1.424501425","18.51851852","2.136752137","27.77777778","3.561253561","46.2962963"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00038","","","","26","2","1","3","3","2","2","0","5","0","1.2","1.8","8","7","7","7","7.23","1.2","3","5","","0.24","0.24","2.5","0.192307692","0","0","0.6","0.046153846","0.9","0.069230769","0","40","7.692307692","0","0","1.709401709","22.22222222","2.564102564","33.33333333","4.273504274","55.55555556"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00039","","","","26","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00040","","","","26","5","1","3","5","5","5","0","7","0","1.8","1.9","8","7","7","5","7.23","1.8","3.7","7","","0.257142857","0.257142857","1.4","0.269230769","0","0","0.36","0.069230769","0.38","0.073076923","0","48.64864865","19.23076923","0","0","2.564102564","13.33333333","2.706552707","14.07407407","5.270655271","27.40740741"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00041","","","","26","2","1","3","5","2","2","0","8","0","1.5","1.5","5","5","7","7","3.03","1.5","3","8","","0.1875","0.1875","4","0.307692308","0","0","0.75","0.057692308","0.75","0.057692308","0","50","7.692307692","0","0","2.136752137","27.77777778","2.136752137","27.77777778","4.273504274","55.55555556"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00042","","","","26","2","1","3","3","2","2","0","5","0","1","1","5","7","7","9","6.12","1","2","5","","0.2","0.2","2.5","0.192307692","0","0","0.5","0.038461538","0.5","0.038461538","0","50","7.692307692","0","0","1.424501425","18.51851852","1.424501425","18.51851852","2.849002849","37.03703704"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00043","","","","26","2","1","3","3","2","2","3","7","1","1.5","1.3","7","7","7","5","7.23","2.5","3.8","10","0.333333333","0.214285714","0.25","5","0.384615385","1.5","0.115384615","1.25","0.096153846","0.65","0.05","30","65.78947368","7.692307692","1.424501425","18.51851852","3.561253561","46.2962963","1.851851852","24.07407407","5.413105413","70.37037037"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00044","","","","26","4","1","3","3","4","4","4","8","1.1","1.6","1.7","9","5","7","5","","2.7","4.4","12","0.275","0.2","0.225","3","0.461538462","1","0.153846154","0.675","0.103846154","0.425","0.065384615","33.33333333","61.36363636","15.38461538","1.566951567","10.18518519","3.846153846","25","2.421652422","15.74074074","6.267806268","40.74074074"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00045","","","","26","4","1","3","5","4","4","0","5","0","1","1","3","9","9","7","7.23","1","2","5","","0.2","0.2","1.25","0.192307692","0","0","0.25","0.038461538","0.25","0.038461538","0","50","15.38461538","0","0","1.424501425","9.259259259","1.424501425","9.259259259","2.849002849","18.51851852"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00046","","","","26","14","1","3","5","14","10","5","7","1.1","1.3","1.7","2","5","5","5","7.23","2.4","4.1","12","0.22","0.185714286","0.2","0.857142857","0.461538462","0.357142857","0.192307692","0.171428571","0.092307692","0.121428571","0.065384615","41.66666667","58.53658537","53.84615385","1.566951567","2.91005291","3.418803419","6.349206349","2.421652422","4.497354497","5.84045584","10.84656085"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00047","","","","26","15","1","3","5","15","10","6","8","1.5","1.8","2.5","4","5","7","5","7.23","3.3","5.8","14","0.25","0.225","0.235714286","0.933333333","0.538461538","0.4","0.230769231","0.22","0.126923077","0.166666667","0.096153846","42.85714286","56.89655172","57.69230769","2.136752137","3.703703704","4.700854701","8.148148148","3.561253561","6.172839506","8.262108262","14.32098765"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00048","","","","26","8","1","3","5","8","8","10","15","3.5","6","5.7","6","3","3","5","14.37","9.5","15.2","25","0.35","0.4","0.38","3.125","0.961538462","1.25","0.384615385","1.1875","0.365384615","0.7125","0.219230769","40","62.5","30.76923077","4.985754986","16.2037037","13.53276353","43.98148148","8.11965812","26.38888889","21.65242165","70.37037037"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00049","","","","26","5","1","3","5","5","5","8","11","2","3","1.5","6","3","3","7","7.23","5","6.5","19","0.25","0.272727273","0.263157895","3.8","0.730769231","1.6","0.307692308","1","0.192307692","0.3","0.057692308","42.10526316","76.92307692","19.23076923","2.849002849","14.81481481","7.122507123","37.03703704","2.136752137","11.11111111","9.259259259","48.14814815"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00050","","","","26","14","1","3","5","14","14","9","14","2.3","5.7","6.6","6","5","5","5","6.12","8","14.6","23","0.255555556","0.407142857","0.347826087","1.642857143","0.884615385","0.642857143","0.346153846","0.571428571","0.307692308","0.471428571","0.253846154","39.13043478","54.79452055","53.84615385","3.276353276","6.084656085","11.3960114","21.16402116","9.401709402","17.46031746","20.7977208","38.62433862"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00051","","","","26","21","3","5","5","21","13","9","12","2.1","3.8","14.5","9","5","5","3","","5.9","20.4","21","0.233333333","0.316666667","0.280952381","1","0.807692308","0.428571429","0.346153846","0.280952381","0.226923077","0.69047619","0.557692308","42.85714286","28.92156863","80.76923077","2.991452991","3.703703704","8.404558405","10.40564374","20.65527066","25.57319224","29.05982906","35.97883598"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00052","","","","26","10","1","3","5","10","10","0","14","0","4","1.9","5","7","7","3","","4","5.9","14","","0.285714286","0.285714286","1.4","0.538461538","0","0","0.4","0.153846154","0.19","0.073076923","0","67.79661017","38.46153846","0","0","5.698005698","14.81481481","2.706552707","7.037037037","8.404558405","21.85185185"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00053","","","","26","15","1","3","5","15","15","17","27","5","8.9","15","8","3","3","3","","13.9","28.9","44","0.294117647","0.32962963","0.315909091","2.933333333","1.692307692","1.133333333","0.653846154","0.926666667","0.534615385","1","0.576923077","38.63636364","48.09688581","57.69230769","7.122507123","12.34567901","19.8005698","34.32098765","21.36752137","37.03703704","41.16809117","71.35802469"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00054","","","","26","16","1","1","7","16","2","3","2","1.5","0.6","3.5","8","5","5","3","","2.1","5.6","5","0.5","0.3","0.42","0.3125","0.192307692","0.1875","0.115384615","0.13125","0.080769231","0.21875","0.134615385","60","37.5","61.53846154","2.136752137","3.472222222","2.991452991","4.861111111","4.985754986","8.101851852","7.977207977","12.96296296"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00055","","","","26","12","1","1","7","12","4","0","7","0","1.3","2","5","7","7","7","","1.3","3.3","7","","0.185714286","0.185714286","0.583333333","0.269230769","0","0","0.108333333","0.05","0.166666667","0.076923077","0","39.39393939","46.15384615","0","0","1.851851852","4.012345679","2.849002849","6.172839506","4.700854701","10.18518519"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00056","","","","26","10","3","5","7","10","10","4","10","1","1.5","1.5","2","7","7","5","3.03","2.5","4","14","0.25","0.15","0.178571429","1.4","0.538461538","0.4","0.153846154","0.25","0.096153846","0.15","0.057692308","28.57142857","62.5","38.46153846","1.424501425","3.703703704","3.561253561","9.259259259","2.136752137","5.555555556","5.698005698","14.81481481"
"","","MZP2013GUR-PT01","","","","","","","","","MZP2013GUR-PT01-00057","","","","26","11","1","3","9","11","4","0","8","0","2","3","2","5","9","5","6.12","2","5","8","","0.25","0.25","0.727272727","0.307692308","0","0","0.181818182","0.076923077","0.272727273","0.115384615","0","40","42.30769231","0","0","2.849002849","6.734006734","4.273504274","10.1010101","7.122507123","16.83501684"
