"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root dry matter content computing percent|CO_331:0000297","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00052","","","","90","32","32","53","66","13.2","8","49.9","3","3","","","","","","21.2","71.1","119","0.249056604","0.121212121","0.178151261","3.71875","1.322222222","1.65625","0.588888889","0.6625","0.235555556","1.559375","0.554444444","44.53781513","29.81715893","35.55555556","","5.432098765","15.27777778","8.724279835","24.53703704","20.53497942","57.75462963","","","29.25925926","82.29166667"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00009","","","","90","44","44","102","138","31","11.1","52.7","1","3","27.82","1.43","58.24","0.78","12.7","42.1","94.8","240","0.303921569","0.080434783","0.175416667","5.454545455","2.666666667","2.318181818","1.133333333","0.956818182","0.467777778","1.197727273","0.585555556","42.5","44.4092827","48.88888889","11.71222","12.75720165","26.09427609","17.32510288","35.43771044","21.6872428","44.36026936","4.819843621","9.858771044","39.01234568","79.7979798"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00043","","","","90","47","47","150","208","42.4","14.2","59.8","1","1","25.22","1.44","59.19","0.83","13.93","56.6","116.4","358","0.282666667","0.068269231","0.158100559","7.617021277","3.977777778","3.191489362","1.666666667","1.204255319","0.628888889","1.272340426","0.664444444","41.89944134","48.62542955","52.22222222","14.27452","17.44855967","33.41213554","23.29218107","44.60204886","24.6090535","47.12371946","5.874288066","11.24863672","47.90123457","91.72576832"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00026","","","","90","38","38","87","89","16.9","7.1","46.4","3","3","","","","","","24","70.4","176","0.194252874","0.079775281","0.136363636","4.631578947","1.955555556","2.289473684","0.966666667","0.631578947","0.266666667","1.221052632","0.515555556","49.43181818","34.09090909","42.22222222","","6.95473251","16.47173489","9.87654321","23.39181287","19.09465021","45.22417154","","","28.97119342","68.61598441"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00060","","","","90","27","27","37","63","8.3","3.5","18.8","3","3","35.57","1.93","66.04","1.22","10.89","11.8","30.6","100","0.224324324","0.055555556","0.118","3.703703704","1.111111111","1.37037037","0.411111111","0.437037037","0.131111111","0.696296296","0.208888889","37","38.5620915","30","4.19726","3.41563786","11.38545953","4.855967078","16.18655693","7.736625514","25.78875171","1.72726749","5.757558299","12.59259259","41.97530864"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00010","","","","90","38","38","60","52","21.7","4.2","44.9","3","3","29.46","1.42","61.35","0.87","10.77","25.9","70.8","112","0.361666667","0.080769231","0.23125","2.947368421","1.244444444","1.578947368","0.666666667","0.681578947","0.287777778","1.181578947","0.498888889","53.57142857","36.5819209","42.22222222","7.63014","8.930041152","21.15009747","10.65843621","25.24366472","18.47736626","43.76218324","3.139975309","7.436783626","29.13580247","69.00584795"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00044","","","","90","32","32","75","123","21.9","9.3","44.1","1","3","27.12","1.43","62.87","0.98","10.16","31.2","75.3","198","0.292","0.075609756","0.157575758","6.1875","2.2","2.34375","0.833333333","0.975","0.346666667","1.378125","0.49","37.87878788","41.43426295","35.55555556","8.46144","9.012345679","25.34722222","12.83950617","36.11111111","18.14814815","51.04166667","3.482074074","9.793333333","30.98765432","87.15277778"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00001","","","","90","45","45","20","28","6.3","7.2","65.1","3","5","25.81","1.44","48.59","0.74","12.43","13.5","78.6","48","0.315","0.257142857","0.28125","1.066666667","0.533333333","0.444444444","0.222222222","0.3","0.15","1.446666667","0.723333333","41.66666667","17.17557252","50","3.48435","2.592592593","5.185185185","5.555555556","11.11111111","26.79012346","53.58024691","1.433888889","2.867777778","32.34567901","64.69135802"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00036","","","","90","49","49","62","81","45.4","13.8","43.2","3","3","27.75","1.4","54.98","0.87","15.76","59.2","102.4","143","0.732258065","0.17037037","0.413986014","2.918367347","1.588888889","1.265306122","0.688888889","1.208163265","0.657777778","0.881632653","0.48","43.35664336","57.8125","54.44444444","16.428","18.68312757","34.3159486","24.36213992","44.7467876","17.77777778","32.65306122","6.760493827","12.41723356","42.1399177","77.39984883"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00017","","","","90","66","66","58","97","25.5","20.3","22.5","3","3","25.51","1.67","47.88","0.89","9.71","45.8","68.3","155","0.439655172","0.209278351","0.295483871","2.348484848","1.722222222","0.878787879","0.644444444","0.693939394","0.508888889","0.340909091","0.25","37.41935484","67.05710102","73.33333333","11.68358","10.49382716","14.30976431","18.84773663","25.70145903","9.259259259","12.62626263","4.808057613","6.5564422","28.10699588","38.32772166"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00051","","","","90","32","32","40","51","12.5","2.6","30.7","1","3","26.27","1.72","57.75","1.07","6.61","15.1","45.8","91","0.3125","0.050980392","0.165934066","2.84375","1.011111111","1.25","0.444444444","0.471875","0.167777778","0.959375","0.341111111","43.95604396","32.96943231","35.55555556","3.96677","5.144032922","14.46759259","6.21399177","17.47685185","12.63374486","35.53240741","1.632415638","4.591168981","18.84773663","53.00925926"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00025","","","","90","62","62","140","118","50.8","13.1","78.9","3","5","28.06","1.51","59.78","0.88","8.21","63.9","142.8","258","0.362857143","0.111016949","0.247674419","4.161290323","2.866666667","2.258064516","1.555555556","1.030645161","0.71","1.272580645","0.876666667","54.26356589","44.74789916","68.88888889","17.93034","20.90534979","30.34647551","26.2962963","38.17204301","32.4691358","47.13261649","7.378740741","10.71107527","58.7654321","85.3046595"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00059","","","","90","18","16","13","30","2.8","1.7","14.5","1","5","","","","","","4.5","19","43","0.215384615","0.056666667","0.104651163","2.388888889","0.477777778","0.722222222","0.144444444","0.25","0.05","0.805555556","0.161111111","30.23255814","23.68421053","20","","1.152263374","5.761316872","1.851851852","9.259259259","5.967078189","29.83539095","","","7.818930041","39.09465021"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00028","","","","90","50","50","75","52","32.3","8.4","64.2","1","1","24.97","1.58","52.77","1.11","2.56","40.7","104.9","127","0.430666667","0.161538462","0.320472441","2.54","1.411111111","1.5","0.833333333","0.814","0.452222222","1.284","0.713333333","59.05511811","38.79885605","55.55555556","10.16279","13.29218107","23.92592593","16.74897119","30.14814815","26.41975309","47.55555556","4.182218107","7.527992593","43.16872428","77.7037037"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00040","","","","90","28","28","41","35","2","14.4","24.5","5","5","27.02","1.58","60.66","1.05","4.83","16.4","40.9","76","0.048780488","0.411428571","0.215789474","2.714285714","0.844444444","1.464285714","0.455555556","0.585714286","0.182222222","0.875","0.272222222","53.94736842","40.09779951","31.11111111","4.43128","0.823045267","2.645502646","6.748971193","21.69312169","10.08230453","32.40740741","1.823572016","5.861481481","16.83127572","54.1005291"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00012","","","","90","24","23","16","73","2.8","3.9","32.3","1","5","36.72","1.42","60.91","0.87","11.36","6.7","39","89","0.175","0.053424658","0.075280899","3.708333333","0.988888889","0.666666667","0.177777778","0.279166667","0.074444444","1.345833333","0.358888889","17.97752809","17.17948718","26.66666667","2.46024","1.152263374","4.320987654","2.757201646","10.33950617","13.29218107","49.84567901","1.012444444","3.796666667","16.04938272","60.18518519"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00045","","","","90","37","37","36","100","7.7","11.1","41.1","1","7","36.98","1.32","69.97","0.91","12.46","18.8","59.9","136","0.213888889","0.111","0.138235294","3.675675676","1.511111111","0.972972973","0.4","0.508108108","0.208888889","1.110810811","0.456666667","26.47058824","31.38564274","41.11111111","6.95224","3.16872428","7.707707708","7.736625514","18.81881882","16.91358025","41.14114114","2.861004115","6.959199199","24.65020576","59.95995996"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00031","","","","90","35","35","40","70","6.2","4.1","31.4","1","3","30.36","1.47","64.23","0.83","10.25","10.3","41.7","110","0.155","0.058571429","0.093636364","3.142857143","1.222222222","1.142857143","0.444444444","0.294285714","0.114444444","0.897142857","0.348888889","36.36363636","24.70023981","38.88888889","3.12708","2.551440329","6.560846561","4.238683128","10.8994709","12.9218107","33.22751323","1.286864198","3.309079365","17.16049383","44.12698413"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00066","","","","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00032","","","","90","33","33","40","58","6.5","4","26.6","1","3","32.46","1.7","56.19","0.99","15.24","10.5","37.1","98","0.1625","0.068965517","0.107142857","2.96969697","1.088888889","1.212121212","0.444444444","0.318181818","0.116666667","0.806060606","0.295555556","40.81632653","28.30188679","36.66666667","3.4083","2.674897119","7.295173962","4.320987654","11.78451178","10.94650206","29.85409652","1.402592593","3.825252525","15.26748971","41.63860831"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00047","","","","90","31","31","49","71","8.2","3.9","18.9","3","3","31.36","1.55","61.43","0.93","15.38","12.1","31","120","0.167346939","0.054929577","0.100833333","3.870967742","1.333333333","1.580645161","0.544444444","0.390322581","0.134444444","0.609677419","0.21","40.83333333","39.03225806","34.44444444","3.79456","3.374485597","9.796893668","4.979423868","14.45639188","7.777777778","22.58064516","1.561547325","4.533524492","12.75720165","37.03703704"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00030","","","","90","61","61","174","146","69.9","24.9","79","1","1","27.26","1.87","55.89","0.99","24.17","94.8","173.8","320","0.401724138","0.170547945","0.29625","5.245901639","3.555555556","2.852459016","1.933333333","1.554098361","1.053333333","1.295081967","0.877777778","54.375","54.54545455","67.77777778","25.84248","28.7654321","42.44080146","39.01234568","57.55919854","32.51028807","47.96599879","10.63476543","15.69063752","71.52263374","105.5251973"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00039","","","","90","37","37","50","48","27.8","9.5","49.9","1","3","22.35","1.66","50.98","0.86","16.12","37.3","87.2","98","0.556","0.197916667","0.380612245","2.648648649","1.088888889","1.351351351","0.555555556","1.008108108","0.414444444","1.348648649","0.554444444","51.02040816","42.77522936","41.11111111","8.33655","11.44032922","27.82782783","15.34979424","37.33733734","20.53497942","49.94994995","3.430679012","8.344894895","35.88477366","87.28728729"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00002","","","","90","41","40","52","58","11.4","5.3","28.9","1","3","29.54","1.56","59.61","1","19.29","16.7","45.6","110","0.219230769","0.09137931","0.151818182","2.682926829","1.222222222","1.268292683","0.577777778","0.407317073","0.185555556","0.704878049","0.321111111","47.27272727","36.62280702","45.55555556","4.93318","4.691358025","10.29810298","6.872427984","15.08581752","11.89300412","26.1065944","2.030115226","4.456350497","18.7654321","41.19241192"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00063","","","","90","20","20","43","143","3.8","4.3","10.1","1","1","28.88","1.59","62.66","1.11","22.3","8.1","18.2","186","0.088372093","0.03006993","0.043548387","9.3","2.066666667","2.15","0.477777778","0.405","0.09","0.505","0.112222222","23.11827957","44.50549451","22.22222222","2.33928","1.563786008","7.037037037","3.333333333","15","4.156378601","18.7037037","0.962666667","4.332","7.489711934","33.7037037"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00015","","","","90","35","35","6","4","1","0.3","45.1","1","5","33.29","1.56","61.92","0.94","8.18","1.3","46.4","10","0.166666667","0.075","0.13","0.285714286","0.111111111","0.171428571","0.066666667","0.037142857","0.014444444","1.288571429","0.501111111","60","2.801724138","38.88888889","0.43277","0.411522634","1.058201058","0.534979424","1.375661376","18.55967078","47.72486772","0.17809465","0.457957672","19.09465021","49.1005291"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00049","","","","90","24","4","6","7","0.1","0.3","35.9","1","7","","","","","","0.4","36.3","13","0.016666667","0.042857143","0.030769231","0.541666667","0.144444444","0.25","0.066666667","0.016666667","0.004444444","1.495833333","0.398888889","46.15384615","1.101928375","26.66666667","","0.041152263","0.154320988","0.164609053","0.617283951","14.77366255","55.40123457","","","14.9382716","56.01851852"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00005","","","","90","25","25","43","41","6.8","2.3","22","3","3","28.67","1.75","56.96","1","30.15","9.1","31.1","84","0.158139535","0.056097561","0.108333333","3.36","0.933333333","1.72","0.477777778","0.364","0.101111111","0.88","0.244444444","51.19047619","29.26045016","27.77777778","2.60897","2.798353909","10.07407407","3.744855967","13.48148148","9.053497942","32.59259259","1.073650206","3.865140741","12.79835391","46.07407407"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00038","","","","90","16","16","18","38","1.1","1.3","17.4","3","3","","","","","","2.4","19.8","56","0.061111111","0.034210526","0.042857143","3.5","0.622222222","1.125","0.2","0.15","0.026666667","1.0875","0.193333333","32.14285714","12.12121212","17.77777778","","0.452674897","2.546296296","0.987654321","5.555555556","7.160493827","40.27777778","","","8.148148148","45.83333333"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00019","","","","90","49","49","43","150","8.5","11.8","37.7","1","3","25.61","2.02","53.49","1.33","33.2","20.3","58","193","0.197674419","0.078666667","0.105181347","3.93877551","2.144444444","0.87755102","0.477777778","0.414285714","0.225555556","0.769387755","0.418888889","22.27979275","35","54.44444444","5.19883","3.497942387","6.424792139","8.353909465","15.34391534","15.51440329","28.49584278","2.139436214","3.92957672","23.86831276","43.83975813"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00053","","","","90","40","40","43","22","5.6","14.3","24","1","1","26.74","1.92","57.42","1.41","34.76","19.9","43.9","65","0.130232558","0.65","0.306153846","1.625","0.722222222","1.075","0.477777778","0.4975","0.221111111","0.6","0.266666667","66.15384615","45.33029613","44.44444444","5.32126","2.304526749","5.185185185","8.189300412","18.42592593","9.87654321","22.22222222","2.18981893","4.927092593","18.06584362","40.64814815"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00007","","","","90","41","41","96","77","38.2","8.2","49","3","3","32.76","1.23","70.42","0.9","0","46.4","95.4","173","0.397916667","0.106493506","0.268208092","4.219512195","1.922222222","2.341463415","1.066666667","1.131707317","0.515555556","1.195121951","0.544444444","55.49132948","48.63731656","45.55555556","15.20064","15.72016461","34.50767841","19.09465021","41.91508582","20.16460905","44.26377597","6.255407407","13.73138211","39.25925926","86.17886179"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00062","","","","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00006","","","","90","41","41","53","60","9","4","44.3","1","3","33.1","0.93","65.54","0.71","0","13","57.3","113","0.169811321","0.066666667","0.115044248","2.756097561","1.255555556","1.292682927","0.588888889","0.317073171","0.144444444","1.080487805","0.492222222","46.90265487","22.68760908","45.55555556","4.303","3.703703704","8.130081301","5.349794239","11.74345077","18.23045267","40.01806685","1.770781893","3.887082204","23.58024691","51.76151762"
"","","MZP2016UMB-ST01","","","","","","","","","MZP2016UMB-ST01-00034","","","","90","22","22","88","50","2.1","7.5","26.2","1","3","32.35","0.99","69.9","0.86","0","9.6","35.8","138","0.023863636","0.15","0.069565217","6.272727273","1.533333333","4","0.977777778","0.436363636","0.106666667","1.190909091","0.291111111","63.76811594","26.81564246","24.44444444","3.1056","0.864197531","3.535353535","3.950617284","16.16161616","10.781893","44.10774411","1.278024691","5.228282828","14.73251029","60.26936027"
