"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots after harvest per NET plot|CO_331:0000233","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Percentage of commercial storage root|CO_331:0000682","treatment_late_season_drought"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00105","","","","75","47","1","1","31","26","130","150","29.34","9.72","32.4","1","3","7","39.06","71.46","0.225692308","4.193548387","1.733333333","1.26","0.5208","1.04516129","0.432","54.65994962","41.33333333","14.48888889","35.05376344","19.28888889","46.66666667","16","38.70967742","35.28888889","85.37634409","280","0.0648","0.1395","9.032258065","3.733333333","46.42857143","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00106","","","","75","32","1","1","21","12","15","6","4.38","2.42","43","1","5","5","6.8","49.8","0.292","0.714285714","0.2","0.323809524","0.090666667","2.047619048","0.573333333","13.65461847","28","2.162962963","7.724867725","3.358024691","11.99294533","21.2345679","75.8377425","24.59259259","87.83068783","21","0.403333333","0.323809524","1","0.28","71.42857143","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00107","","","","75","40","5","1","33","30","38","43","6.42","1.82","14.8","3","7","7","8.24","23.04","0.168947368","1.151515152","0.506666667","0.24969697","0.109866667","0.448484848","0.197333333","35.76388889","44","3.17037037","7.205387205","4.069135802","9.248035915","7.308641975","16.61054994","11.37777778","25.85858586","81","0.042325581","0.101728395","2.454545455","1.08","46.91358025","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00108","","","","75","68","3","1","53","51","86","75","15.34","9.88","32.4","3","3","3","25.22","57.62","0.178372093","1.622641509","1.146666667","0.475849057","0.336266667","0.611320755","0.432","43.76952447","70.66666667","7.575308642","10.71977638","12.45432099","17.62403913","16","22.64150943","28.45432099","40.26554857","161","0.131733333","0.156645963","3.037735849","2.146666667","53.41614907","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00109","","","","75","32","5","1","19","17","41","22","8.18","1.02","36.2","1","3","5","9.2","45.4","0.199512195","2.157894737","0.546666667","0.484210526","0.122666667","1.905263158","0.482666667","20.26431718","25.33333333","4.039506173","15.9454191","4.543209877","17.9337232","17.87654321","70.56530214","22.41975309","88.49902534","63","0.046363636","0.146031746","3.315789474","0.84","65.07936508","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00110","","","","75","44","7","1","36","30","105","54","28.72","3.78","11","3","1","1","32.5","43.5","0.27352381","2.916666667","1.4","0.902777778","0.433333333","0.305555556","0.146666667","74.71264368","48","14.18271605","29.5473251","16.04938272","33.43621399","5.432098765","11.31687243","21.48148148","44.75308642","159","0.07","0.204402516","4.416666667","2.12","66.03773585","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00111","","","","75","54","3","1","40","31","69","17","21.04","2.66","21","1","3","3","23.7","44.7","0.304927536","1.725","0.92","0.5925","0.316","0.525","0.28","53.02013423","53.33333333","10.39012346","19.48148148","11.7037037","21.94444444","10.37037037","19.44444444","22.07407407","41.38888889","86","0.156470588","0.275581395","2.15","1.146666667","80.23255814","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00112","","","","75","37","5","1","28","20","28","45","4.54","1.68","16.8","1","5","3","6.22","23.02","0.162142857","1","0.373333333","0.222142857","0.082933333","0.6","0.224","27.01998262","37.33333333","2.241975309","6.005291005","3.071604938","8.227513228","8.296296296","22.22222222","11.36790123","30.44973545","73","0.037333333","0.085205479","2.607142857","0.973333333","38.35616438","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00113","","","","75","41","3","1","34","15","139","82","17.8","3.2","11.6","7","3","5","21","32.6","0.128057554","4.088235294","1.853333333","0.617647059","0.28","0.341176471","0.154666667","64.41717791","45.33333333","8.790123457","19.38997821","10.37037037","22.87581699","5.728395062","12.63616558","16.09876543","35.51198257","221","0.03902439","0.095022624","6.5","2.946666667","62.8959276","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00114","","","","75","64","5","1","49","22","105","99","14.2","3.4","11.2","5","3","3","17.6","28.8","0.135238095","2.142857143","1.4","0.359183673","0.234666667","0.228571429","0.149333333","61.11111111","65.33333333","7.012345679","10.73318216","8.691358025","13.30309902","5.530864198","8.465608466","14.22222222","21.76870748","204","0.034343434","0.08627451","4.163265306","2.72","51.47058824","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00115","","","","75","60","3","1","46","43","38","82","3.6","2.6","13","5","7","5","6.2","19.2","0.094736842","0.826086957","0.506666667","0.134782609","0.082666667","0.282608696","0.173333333","32.29166667","61.33333333","1.777777778","2.898550725","3.061728395","4.99194847","6.419753086","10.46698873","9.481481481","15.4589372","120","0.031707317","0.051666667","2.608695652","1.6","31.66666667","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00116","","","","75","52","5","1","40","28","77","96","28.4","3.8","24.2","3","3","3","32.2","56.4","0.368831169","1.925","1.026666667","0.805","0.429333333","0.605","0.322666667","57.09219858","53.33333333","14.02469136","26.2962963","15.90123457","29.81481481","11.95061728","22.40740741","27.85185185","52.22222222","173","0.039583333","0.186127168","4.325","2.306666667","44.50867052","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00117","","","","75","49","3","1","49","49","200","82","50.4","5.4","32","3","1","1","55.8","87.8","0.252","4.081632653","2.666666667","1.13877551","0.744","0.653061224","0.426666667","63.55353075","65.33333333","24.88888889","38.0952381","27.55555556","42.17687075","15.80246914","24.18745276","43.35802469","66.36432351","282","0.065853659","0.19787234","5.755102041","3.76","70.92198582","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00118","","","","75","53","5","1","43","39","82","11","21.4","0.8","16","3","3","3","22.2","38.2","0.26097561","1.906976744","1.093333333","0.51627907","0.296","0.372093023","0.213333333","58.11518325","57.33333333","10.56790123","18.43238587","10.96296296","19.12144703","7.901234568","13.78122308","18.86419753","32.90267011","93","0.072727273","0.238709677","2.162790698","1.24","88.17204301","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00119","","","","75","45","1","1","32","17","33","15","10.2","2","52","3","5","7","12.2","64.2","0.309090909","1.03125","0.44","0.38125","0.162666667","1.625","0.693333333","19.00311526","42.66666667","5.037037037","11.80555556","6.024691358","14.12037037","25.67901235","60.18518519","31.7037037","74.30555556","48","0.133333333","0.254166667","1.5","0.64","68.75","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00120","","","","75","44","3","1","33","31","88","44","16.4","3","19","7","3","1","19.4","38.4","0.186363636","2.666666667","1.173333333","0.587878788","0.258666667","0.575757576","0.253333333","50.52083333","44","8.098765432","18.40628507","9.580246914","21.77328844","9.382716049","21.32435466","18.96296296","43.0976431","132","0.068181818","0.146969697","4","1.76","66.66666667","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00121","","","","75","47","5","1","35","26","42","60","5.4","2.8","24.2","3","5","3","8.2","32.4","0.128571429","1.2","0.56","0.234285714","0.109333333","0.691428571","0.322666667","25.30864198","46.66666667","2.666666667","5.714285714","4.049382716","8.677248677","11.95061728","25.60846561","16","34.28571429","102","0.046666667","0.080392157","2.914285714","1.36","41.17647059","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00122","","","","75","42","5","1","33","21","18","19","6.2","1.8","19.6","3","3","3","8","27.6","0.344444444","0.545454545","0.24","0.242424242","0.106666667","0.593939394","0.261333333","28.98550725","44","3.061728395","6.958473625","3.950617284","8.978675645","9.679012346","21.99775533","13.62962963","30.97643098","37","0.094736842","0.216216216","1.121212121","0.493333333","48.64864865","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00123","","","","75","20","7","1","17","7","28","10","5.8","1","10.6","1","3","3","6.8","17.4","0.207142857","1.647058824","0.373333333","0.4","0.090666667","0.623529412","0.141333333","39.08045977","22.66666667","2.864197531","12.63616558","3.358024691","14.81481481","5.234567901","23.09368192","8.592592593","37.90849673","38","0.1","0.178947368","2.235294118","0.506666667","73.68421053","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00124","","","","75","55","3","1","41","40","67","130","7","4.8","35.6","1","3","7","11.8","47.4","0.104477612","1.634146341","0.893333333","0.287804878","0.157333333","0.868292683","0.474666667","24.89451477","54.66666667","3.456790123","6.323396567","5.827160494","10.65943993","17.58024691","32.15898826","23.40740741","42.81842818","197","0.036923077","0.059898477","4.804878049","2.626666667","34.01015228","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00125","","","","75","45","1","1","27","7","43","45","11.8","2.8","32.4","3","3","3","14.6","47","0.274418605","1.592592593","0.573333333","0.540740741","0.194666667","1.2","0.432","31.06382979","36","5.827160494","16.18655693","7.209876543","20.02743484","16","44.44444444","23.20987654","64.47187929","88","0.062222222","0.165909091","3.259259259","1.173333333","48.86363636","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00126","","","","75","46","3","1","35","26","37","7","13","1","26.8","3","3","5","14","40.8","0.351351351","1.057142857","0.493333333","0.4","0.186666667","0.765714286","0.357333333","34.31372549","46.66666667","6.419753086","13.75661376","6.913580247","14.81481481","13.2345679","28.35978836","20.14814815","43.17460317","44","0.142857143","0.318181818","1.257142857","0.586666667","84.09090909","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00127","","","","75","57","5","1","47","38","46","30","8.2","2.4","23","3","3","1","10.6","33.6","0.17826087","0.978723404","0.613333333","0.225531915","0.141333333","0.489361702","0.306666667","31.54761905","62.66666667","4.049382716","6.46178093","5.234567901","8.353033885","11.35802469","18.12450749","16.59259259","26.47754137","76","0.08","0.139473684","1.617021277","1.013333333","60.52631579","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00128","","","","75","67","1","1","53","45","145","107","36","6.4","30.4","1","1","9","42.4","72.8","0.248275862","2.735849057","1.933333333","0.8","0.565333333","0.573584906","0.405333333","58.24175824","70.66666667","17.77777778","25.1572327","20.9382716","29.62962963","15.01234568","21.24388539","35.95061728","50.87351502","252","0.059813084","0.168253968","4.754716981","3.36","57.53968254","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00129","","","","75","60","1","1","45","32","35","28","3.7","1.2","11.8","3","5","3","4.9","16.7","0.105714286","0.777777778","0.466666667","0.108888889","0.065333333","0.262222222","0.157333333","29.34131737","60","1.827160494","3.04526749","2.419753086","4.032921811","5.827160494","9.711934156","8.24691358","13.74485597","63","0.042857143","0.077777778","1.4","0.84","55.55555556","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00130","","","","75","54","5","1","41","22","30","36","3.4","1.4","9.6","5","7","7","4.8","14.4","0.113333333","0.731707317","0.4","0.117073171","0.064","0.234146341","0.128","33.33333333","54.66666667","1.679012346","3.071364047","2.37037037","4.33604336","4.740740741","8.672086721","7.111111111","13.00813008","66","0.038888889","0.072727273","1.609756098","0.88","45.45454545","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00131","","","","75","50","3","1","44","44","89","70","19.6","4.6","14.4","5","3","1","24.2","38.6","0.220224719","2.022727273","1.186666667","0.55","0.322666667","0.327272727","0.192","62.69430052","58.66666667","9.679012346","16.4983165","11.95061728","20.37037037","7.111111111","12.12121212","19.0617284","32.49158249","159","0.065714286","0.152201258","3.613636364","2.12","55.97484277","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00132","","","","75","21","7","1","13","12","17","28","5.2","6","12.6","3","3","7","11.2","23.8","0.305882353","1.307692308","0.226666667","0.861538462","0.149333333","0.969230769","0.168","47.05882353","17.33333333","2.567901235","14.81481481","5.530864198","31.90883191","6.222222222","35.8974359","11.75308642","67.80626781","45","0.214285714","0.248888889","3.461538462","0.6","37.77777778","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00133","","","","75","50","3","1","36","36","63","33","22.2","3","29.6","5","3","7","25.2","54.8","0.352380952","1.75","0.84","0.7","0.336","0.822222222","0.394666667","45.98540146","48","10.96296296","22.83950617","12.44444444","25.92592593","14.61728395","30.4526749","27.0617284","56.37860082","96","0.090909091","0.2625","2.666666667","1.28","65.625","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00134","","","","75","52","1","1","34","34","70","48","17.2","2","37.8","5","5","7","19.2","57","0.245714286","2.058823529","0.933333333","0.564705882","0.256","1.111764706","0.504","33.68421053","45.33333333","8.49382716","18.73638344","9.481481481","20.91503268","18.66666667","41.17647059","28.14814815","62.09150327","118","0.041666667","0.162711864","3.470588235","1.573333333","59.3220339","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00135","","","","75","54","1","1","39","39","100","126","28.2","6.4","48.4","5","3","3","34.6","83","0.282","2.564102564","1.333333333","0.887179487","0.461333333","1.241025641","0.645333333","41.68674699","52","13.92592593","26.78062678","17.08641975","32.85849953","23.90123457","45.96391263","40.98765432","78.82241216","226","0.050793651","0.153097345","5.794871795","3.013333333","44.24778761","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00136","","","","75","59","5","1","49","41","93","60","23.6","2.6","11.6","3","3","5","26.2","37.8","0.253763441","1.897959184","1.24","0.534693878","0.349333333","0.236734694","0.154666667","69.31216931","65.33333333","11.65432099","17.83824641","12.9382716","19.80347695","5.728395062","8.767951625","18.66666667","28.57142857","153","0.043333333","0.17124183","3.12244898","2.04","60.78431373","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00137","","","","75","42","3","1","32","30","44","16","15.8","4","18.8","3","1","1","19.8","38.6","0.359090909","1.375","0.586666667","0.61875","0.264","0.5875","0.250666667","51.29533679","42.66666667","7.802469136","18.28703704","9.777777778","22.91666667","9.283950617","21.75925926","19.0617284","44.67592593","60","0.25","0.33","1.875","0.8","73.33333333","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00138","","","","75","45","5","1","36","34","99","50","22.2","5.8","9.2","3","3","3","28","37.2","0.224242424","2.75","1.32","0.777777778","0.373333333","0.255555556","0.122666667","75.2688172","48","10.96296296","22.83950617","13.82716049","28.80658436","4.543209877","9.465020576","18.37037037","38.27160494","149","0.116","0.187919463","4.138888889","1.986666667","66.44295302","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00139","","","","75","29","7","1","15","11","21","5","7.2","3.2","5.2","1","3","3","10.4","15.6","0.342857143","1.4","0.28","0.693333333","0.138666667","0.346666667","0.069333333","66.66666667","20","3.555555556","17.77777778","5.135802469","25.67901235","2.567901235","12.83950617","7.703703704","38.51851852","26","0.64","0.4","1.733333333","0.346666667","80.76923077","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00140","","","","75","54","3","1","42","42","123","163","25.8","8.2","27","1","1","3","34","61","0.209756098","2.928571429","1.64","0.80952381","0.453333333","0.642857143","0.36","55.73770492","56","12.74074074","22.75132275","16.79012346","29.98236332","13.33333333","23.80952381","30.12345679","53.79188713","286","0.050306748","0.118881119","6.80952381","3.813333333","43.00699301","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00141","","","","75","49","3","1","37","27","72","32","12.8","2.4","19.8","3","3","3","15.2","35","0.177777778","1.945945946","0.96","0.410810811","0.202666667","0.535135135","0.264","43.42857143","49.33333333","6.320987654","12.81281281","7.50617284","15.21521522","9.777777778","19.81981982","17.28395062","35.03503504","104","0.075","0.146153846","2.810810811","1.386666667","69.23076923","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00142","","","","75","68","5","1","54","42","85","45","15","2.6","16.8","1","3","3","17.6","34.4","0.176470588","1.574074074","1.133333333","0.325925926","0.234666667","0.311111111","0.224","51.1627907","72","7.407407407","10.28806584","8.691358025","12.07133059","8.296296296","11.52263374","16.98765432","23.59396433","130","0.057777778","0.135384615","2.407407407","1.733333333","65.38461538","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00143","","","","75","58","3","1","40","34","11","10","2.2","1","33","1","3","5","3.2","36.2","0.2","0.275","0.146666667","0.08","0.042666667","0.825","0.44","8.839779006","53.33333333","1.086419753","2.037037037","1.580246914","2.962962963","16.2962963","30.55555556","17.87654321","33.51851852","21","0.1","0.152380952","0.525","0.28","52.38095238","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00144","","","","75","47","3","1","27","10","24","2","5.4","0.1","22.4","1","5","1","5.5","27.9","0.225","0.888888889","0.32","0.203703704","0.073333333","0.82962963","0.298666667","19.71326165","36","2.666666667","7.407407407","2.716049383","7.544581619","11.0617284","30.72702332","13.77777778","38.27160494","26","0.05","0.211538462","0.962962963","0.346666667","92.30769231","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00145","","","","75","36","5","1","28","13","24","2","5.4","0.1","6.4","7","5","5","5.5","11.9","0.225","0.857142857","0.32","0.196428571","0.073333333","0.228571429","0.085333333","46.21848739","37.33333333","2.666666667","7.142857143","2.716049383","7.275132275","3.160493827","8.465608466","5.87654321","15.74074074","26","0.05","0.211538462","0.928571429","0.346666667","92.30769231","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00146","","","","75","72","3","1","57","36","147","70","24.8","3.8","25.8","3","3","3","28.6","54.4","0.168707483","2.578947368","1.96","0.501754386","0.381333333","0.452631579","0.344","52.57352941","76","12.24691358","16.11435997","14.12345679","18.58349578","12.74074074","16.76413255","26.86419753","35.34762833","217","0.054285714","0.131797235","3.807017544","2.893333333","67.74193548","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00147","","","","75","52","5","1","42","30","76","78","7.2","1.8","11.4","3","5","5","9","20.4","0.094736842","1.80952381","1.013333333","0.214285714","0.12","0.271428571","0.152","44.11764706","56","3.555555556","6.349206349","4.444444444","7.936507937","5.62962963","10.05291005","10.07407407","17.98941799","154","0.023076923","0.058441558","3.666666667","2.053333333","49.35064935","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00148","","","","75","51","1","1","39","29","50","102","13.8","5.8","33","3","1","1","19.6","52.6","0.276","1.282051282","0.666666667","0.502564103","0.261333333","0.846153846","0.44","37.26235741","52","6.814814815","13.10541311","9.679012346","18.61348528","16.2962963","31.33903134","25.97530864","49.95251662","152","0.056862745","0.128947368","3.897435897","2.026666667","32.89473684","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00149","","","","75","45","3","1","31","11","5","8","1.2","0.2","29.8","5","5","1","1.4","31.2","0.24","0.161290323","0.066666667","0.04516129","0.018666667","0.961290323","0.397333333","4.487179487","41.33333333","0.592592593","1.433691756","0.691358025","1.672640382","14.71604938","35.60334528","15.40740741","37.27598566","13","0.025","0.107692308","0.419354839","0.173333333","38.46153846","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00150","","","","75","47","7","1","40","34","100","48","18.8","5.6","11","5","3","3","24.4","35.4","0.188","2.5","1.333333333","0.61","0.325333333","0.275","0.146666667","68.92655367","53.33333333","9.283950617","17.40740741","12.04938272","22.59259259","5.432098765","10.18518519","17.48148148","32.77777778","148","0.116666667","0.164864865","3.7","1.973333333","67.56756757","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00151","","","","75","63","3","1","50","48","193","65","39.52","6.6","37.4","1","1","1","46.12","83.52","0.204766839","3.86","2.573333333","0.9224","0.614933333","0.748","0.498666667","55.22030651","66.66666667","19.51604938","29.27407407","22.77530864","34.16296296","18.4691358","27.7037037","41.24444444","61.86666667","258","0.101538462","0.17875969","5.16","3.44","74.80620155","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00152","","","","75","67","3","1","52","52","219","110","43.46","3.5","34.2","3","1","3","46.96","81.16","0.198447489","4.211538462","2.92","0.903076923","0.626133333","0.657692308","0.456","57.86101528","69.33333333","21.4617284","30.95441595","23.19012346","33.44729345","16.88888889","24.35897436","40.07901235","57.80626781","329","0.031818182","0.142735562","6.326923077","4.386666667","66.56534954","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00153","","","","75","43","3","1","33","33","100","135","23.38","7.96","33.6","3","3","9","31.34","64.94","0.2338","3.03030303","1.333333333","0.94969697","0.417866667","1.018181818","0.448","48.25993225","44","11.54567901","26.24017957","15.47654321","35.17396184","16.59259259","37.71043771","32.0691358","72.88439955","235","0.058962963","0.133361702","7.121212121","3.133333333","42.55319149","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00154","","","","75","51","3","1","40","38","124","62","21.7","4.92","30.8","3","1","1","26.62","57.42","0.175","3.1","1.653333333","0.6655","0.354933333","0.77","0.410666667","46.36015326","53.33333333","10.71604938","20.09259259","13.14567901","24.64814815","15.20987654","28.51851852","28.35555556","53.16666667","186","0.079354839","0.14311828","4.65","2.48","66.66666667","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00155","","","","75","39","3","1","25","25","17","19","1.56","0.8","26.8","3","9","7","2.36","29.16","0.091764706","0.68","0.226666667","0.0944","0.031466667","1.072","0.357333333","8.093278464","33.33333333","0.77037037","2.311111111","1.165432099","3.496296296","13.2345679","39.7037037","14.4","43.2","36","0.042105263","0.065555556","1.44","0.48","47.22222222","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00156","","","","75","60","3","1","45","39","180","280","8.7","6.6","46","3","1","1","15.3","61.3","0.048333333","4","2.4","0.34","0.204","1.022222222","0.613333333","24.95921697","60","4.296296296","7.160493827","7.555555556","12.59259259","22.71604938","37.8600823","30.27160494","50.4526749","460","0.023571429","0.03326087","10.22222222","6.133333333","39.13043478","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00157","","","","75","41","3","1","29","28","50","77","9.7","3.88","41.6","1","1","1","13.58","55.18","0.194","1.724137931","0.666666667","0.468275862","0.181066667","1.434482759","0.554666667","24.61036607","38.66666667","4.790123457","12.38825032","6.70617284","17.34355045","20.54320988","53.12899106","27.24938272","70.47254151","127","0.05038961","0.106929134","4.379310345","1.693333333","39.37007874","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00158","","","","75","43","5","1","36","30","64","70","11.06","4.66","19.8","1","1","1","15.72","35.52","0.1728125","1.777777778","0.853333333","0.436666667","0.2096","0.55","0.264","44.25675676","48","5.461728395","11.37860082","7.762962963","16.17283951","9.777777778","20.37037037","17.54074074","36.54320988","134","0.066571429","0.117313433","3.722222222","1.786666667","47.76119403","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00159","","","","75","53","3","1","40","40","60","43","10.52","1.9","36.2","3","3","5","12.42","48.62","0.175333333","1.5","0.8","0.3105","0.1656","0.905","0.482666667","25.54504319","53.33333333","5.195061728","9.740740741","6.133333333","11.5","17.87654321","33.51851852","24.00987654","45.01851852","103","0.044186047","0.120582524","2.575","1.373333333","58.25242718","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00160","","","","75","63","1","1","48","43","57","42","16.78","2.06","44.4","1","3","3","18.84","63.24","0.294385965","1.1875","0.76","0.3925","0.2512","0.925","0.592","29.79127135","64","8.286419753","12.94753086","9.303703704","14.53703704","21.92592593","34.25925926","31.22962963","48.7962963","99","0.049047619","0.19030303","2.0625","1.32","57.57575758","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00161","","","","75","43","7","1","35","35","70","48","14.8","3","11","5","3","1","17.8","28.8","0.211428571","2","0.933333333","0.508571429","0.237333333","0.314285714","0.146666667","61.80555556","46.66666667","7.308641975","15.66137566","8.790123457","18.83597884","5.432098765","11.64021164","14.22222222","30.47619048","118","0.0625","0.150847458","3.371428571","1.573333333","59.3220339","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00162","","","","75","49","3","1","35","24","39","23","8.4","1.6","28.6","5","3","7","10","38.6","0.215384615","1.114285714","0.52","0.285714286","0.133333333","0.817142857","0.381333333","25.90673575","46.66666667","4.148148148","8.888888889","4.938271605","10.58201058","14.12345679","30.26455026","19.0617284","40.84656085","62","0.069565217","0.161290323","1.771428571","0.826666667","62.90322581","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00163","","","","75","44","5","1","32","32","60","46","13.6","1.4","15","3","3","7","15","30","0.226666667","1.875","0.8","0.46875","0.2","0.46875","0.2","50","42.66666667","6.716049383","15.74074074","7.407407407","17.36111111","7.407407407","17.36111111","14.81481481","34.72222222","106","0.030434783","0.141509434","3.3125","1.413333333","56.60377358","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00164","","","","75","45","5","1","32","31","69","19","16.6","0.4","28.4","3","3","3","17","45.4","0.24057971","2.15625","0.92","0.53125","0.226666667","0.8875","0.378666667","37.44493392","42.66666667","8.197530864","19.21296296","8.395061728","19.67592593","14.02469136","32.87037037","22.41975309","52.5462963","88","0.021052632","0.193181818","2.75","1.173333333","78.40909091","1"
