"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots after harvest per NET plot|CO_331:0000233","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Percentage of commercial storage root|CO_331:0000682","treatment_late_season_drought"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00045","","","","75","40","5","1","20","11","24","13","6.8","3.4","41","1","3","5","10.2","51.2","0.283333333","1.2","0.32","0.51","0.136","2.05","0.546666667","19.921875","26.66666667","3.358024691","12.59259259","5.037037037","18.88888889","20.24691358","75.92592593","25.28395062","94.81481481","37","0.261538462","0.275675676","1.85","0.493333333","64.86486486","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00046","","","","75","67","3","1","51","40","46","83","16.6","8.9","33.6","1","1","1","25.5","59.1","0.360869565","0.901960784","0.613333333","0.5","0.34","0.658823529","0.448","43.14720812","68","8.197530864","12.05519245","12.59259259","18.51851852","16.59259259","24.40087146","29.18518519","42.91938998","129","0.107228916","0.197674419","2.529411765","1.72","35.65891473","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00047","","","","75","67","5","1","46","42","57","38","14.6","7.6","23.2","1","1","1","22.2","45.4","0.256140351","1.239130435","0.76","0.482608696","0.296","0.504347826","0.309333333","48.89867841","61.33333333","7.209876543","11.75523349","10.96296296","17.87439614","11.45679012","18.67954911","22.41975309","36.55394525","95","0.2","0.233684211","2.065217391","1.266666667","60","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00048","","","","75","53","5","1","38","36","52","38","12","2.4","21.2","1","1","1","14.4","35.6","0.230769231","1.368421053","0.693333333","0.378947368","0.192","0.557894737","0.282666667","40.4494382","50.66666667","5.925925926","11.69590643","7.111111111","14.03508772","10.4691358","20.66276803","17.58024691","34.69785575","90","0.063157895","0.16","2.368421053","1.2","57.77777778","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00049","","","","75","61","5","1","46","32","50","70","11.58","3.74","49.8","3","5","5","15.32","65.12","0.2316","1.086956522","0.666666667","0.333043478","0.204266667","1.082608696","0.664","23.52579853","61.33333333","5.718518519","9.323671498","7.565432099","12.33494364","24.59259259","40.09661836","32.15802469","52.431562","120","0.053428571","0.127666667","2.608695652","1.6","41.66666667","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00050","","","","75","60","3","1","44","35","176","150","26.6","5.28","15.4","1","5","7","31.88","47.28","0.151136364","4","2.346666667","0.724545455","0.425066667","0.35","0.205333333","67.42808799","58.66666667","13.13580247","22.39057239","15.74320988","26.83501684","7.604938272","12.96296296","23.34814815","39.7979798","326","0.0352","0.097791411","7.409090909","4.346666667","53.98773006","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00051","","","","75","62","5","1","48","46","125","120","28.48","5.12","36.4","1","1","5","33.6","70","0.22784","2.604166667","1.666666667","0.7","0.448","0.758333333","0.485333333","48","64","14.06419753","21.97530864","16.59259259","25.92592593","17.97530864","28.08641975","34.56790123","54.01234568","245","0.042666667","0.137142857","5.104166667","3.266666667","51.02040816","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00052","","","","75","55","3","1","40","39","107","184","24.48","10.36","41.2","5","1","3","34.84","76.04","0.228785047","2.675","1.426666667","0.871","0.464533333","1.03","0.549333333","45.81799053","53.33333333","12.08888889","22.66666667","17.20493827","32.25925926","20.34567901","38.14814815","37.55061728","70.40740741","291","0.056304348","0.119725086","7.275","3.88","36.76975945","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00053","","","","75","43","3","1","25","22","60","57","7.4","3.24","49.2","1","3","3","10.64","59.84","0.123333333","2.4","0.8","0.4256","0.141866667","1.968","0.656","17.78074866","33.33333333","3.654320988","10.96296296","5.254320988","15.76296296","24.2962963","72.88888889","29.55061728","88.65185185","117","0.056842105","0.090940171","4.68","1.56","51.28205128","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00054","","","","75","65","1","1","52","48","105","210","8.36","5.68","66.5","3","7","5","14.04","80.54","0.079619048","2.019230769","1.4","0.27","0.1872","1.278846154","0.886666667","17.43233176","69.33333333","4.128395062","5.954415954","6.933333333","10","32.83950617","47.36467236","39.77283951","57.36467236","315","0.027047619","0.044571429","6.057692308","4.2","33.33333333","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00055","","","","75","56","5","1","48","24","64","37","15.6","1.8","23.2","3","3","3","17.4","40.6","0.24375","1.333333333","0.853333333","0.3625","0.232","0.483333333","0.309333333","42.85714286","64","7.703703704","12.03703704","8.592592593","13.42592593","11.45679012","17.90123457","20.04938272","31.32716049","101","0.048648649","0.172277228","2.104166667","1.346666667","63.36633663","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00056","","","","75","54","3","1","38","34","80","86","19.6","5","31.8","3","3","3","24.6","56.4","0.245","2.105263158","1.066666667","0.647368421","0.328","0.836842105","0.424","43.61702128","50.66666667","9.679012346","19.10331384","12.14814815","23.97660819","15.7037037","30.99415205","27.85185185","54.97076023","166","0.058139535","0.148192771","4.368421053","2.213333333","48.19277108","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00057","","","","75","68","1","1","52","37","120","100","32.8","13.4","52.8","3","3","5","46.2","99","0.273333333","2.307692308","1.6","0.888461538","0.616","1.015384615","0.704","46.66666667","69.33333333","16.19753086","23.36182336","22.81481481","32.90598291","26.07407407","37.60683761","48.88888889","70.51282051","220","0.134","0.21","4.230769231","2.933333333","54.54545455","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00058","","","","75","57","3","1","41","36","74","56","18.8","2.6","53.6","3","3","3","21.4","75","0.254054054","1.804878049","0.986666667","0.52195122","0.285333333","1.307317073","0.714666667","28.53333333","54.66666667","9.283950617","16.9828365","10.56790123","19.33152665","26.4691358","48.41915086","37.03703704","67.75067751","130","0.046428571","0.164615385","3.170731707","1.733333333","56.92307692","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00059","","","","75","60","1","1","45","42","96","66","19.4","3.2","124.8","1","3","7","22.6","147.4","0.202083333","2.133333333","1.28","0.502222222","0.301333333","2.773333333","1.664","15.33242877","60","9.580246914","15.96707819","11.16049383","18.60082305","61.62962963","102.7160494","72.79012346","121.3168724","162","0.048484848","0.139506173","3.6","2.16","59.25925926","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00060","","","","75","58","1","1","51","41","80","174","16.2","12.8","71.7","3","3","3","29","100.7","0.2025","1.568627451","1.066666667","0.568627451","0.386666667","1.405882353","0.956","28.79841112","68","8","11.76470588","14.32098765","21.06027596","35.40740741","52.06971678","49.72839506","73.12999274","254","0.073563218","0.114173228","4.980392157","3.386666667","31.49606299","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00061","","","","75","55","1","1","40","34","62","74","15.6","3.6","53.6","1","3","3","19.2","72.8","0.251612903","1.55","0.826666667","0.48","0.256","1.34","0.714666667","26.37362637","53.33333333","7.703703704","14.44444444","9.481481481","17.77777778","26.4691358","49.62962963","35.95061728","67.40740741","136","0.048648649","0.141176471","3.4","1.813333333","45.58823529","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00062","","","","75","59","3","1","42","33","56","182","6.2","5","51.4","1","7","3","11.2","62.6","0.110714286","1.333333333","0.746666667","0.266666667","0.149333333","1.223809524","0.685333333","17.8913738","56","3.061728395","5.467372134","5.530864198","9.87654321","25.38271605","45.32627866","30.91358025","55.20282187","238","0.027472527","0.047058824","5.666666667","3.173333333","23.52941176","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00063","","","","75","60","3","1","42","35","90","100","17.8","5.4","26.4","1","1","3","23.2","49.6","0.197777778","2.142857143","1.2","0.552380952","0.309333333","0.628571429","0.352","46.77419355","56","8.790123457","15.69664903","11.45679012","20.45855379","13.03703704","23.28042328","24.49382716","43.73897707","190","0.054","0.122105263","4.523809524","2.533333333","47.36842105","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00064","","","","75","45","5","1","27","19","25","21","7","1","19.6","1","1","3","8","27.6","0.28","0.925925926","0.333333333","0.296296296","0.106666667","0.725925926","0.261333333","28.98550725","36","3.456790123","9.602194787","3.950617284","10.9739369","9.679012346","26.8861454","13.62962963","37.8600823","46","0.047619048","0.173913043","1.703703704","0.613333333","54.34782609","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00065","","","","75","45","5","1","36","35","125","99","21.84","6.84","25.4","3","3","3","28.68","54.08","0.17472","3.472222222","1.666666667","0.796666667","0.3824","0.705555556","0.338666667","53.03254438","48","10.78518519","22.4691358","14.16296296","29.50617284","12.54320988","26.13168724","26.70617284","55.63786008","224","0.069090909","0.128035714","6.222222222","2.986666667","55.80357143","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00066","","","","75","52","5","1","45","45","150","78","33.82","2.42","24.4","3","1","5","36.24","60.64","0.225466667","3.333333333","2","0.805333333","0.4832","0.542222222","0.325333333","59.76253298","60","16.70123457","27.83539095","17.8962963","29.82716049","12.04938272","20.08230453","29.94567901","49.90946502","228","0.031025641","0.158947368","5.066666667","3.04","65.78947368","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00067","","","","75","75","1","1","57","53","285","130","34.6","2.14","53.4","3","1","1","36.74","90.14","0.121403509","5","3.8","0.644561404","0.489866667","0.936842105","0.712","40.75881961","76","17.08641975","22.48213125","18.14320988","23.87264457","26.37037037","34.69785575","44.51358025","58.57050032","415","0.016461538","0.08853012","7.280701754","5.533333333","68.6746988","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00068","","","","75","65","5","1","54","50","100","145","13.56","6.74","35.2","3","5","5","20.3","55.5","0.1356","1.851851852","1.333333333","0.375925926","0.270666667","0.651851852","0.469333333","36.57657658","72","6.696296296","9.300411523","10.02469136","13.92318244","17.38271605","24.14266118","27.40740741","38.06584362","245","0.046482759","0.082857143","4.537037037","3.266666667","40.81632653","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00069","","","","75","55","5","1","38","37","85","90","19.56","13.14","22.4","3","3","1","32.7","55.1","0.230117647","2.236842105","1.133333333","0.860526316","0.436","0.589473684","0.298666667","59.34664247","50.66666667","9.659259259","19.06432749","16.14814815","31.87134503","11.0617284","21.83235867","27.20987654","53.7037037","175","0.146","0.186857143","4.605263158","2.333333333","48.57142857","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00070","","","","75","70","3","1","53","45","130","198","15.84","5.66","51.2","3","3","1","21.5","72.7","0.121846154","2.452830189","1.733333333","0.405660377","0.286666667","0.966037736","0.682666667","29.5735901","70.66666667","7.822222222","11.06918239","10.61728395","15.02445842","25.28395062","35.7791754","35.90123457","50.80363382","328","0.028585859","0.06554878","6.188679245","4.373333333","39.63414634","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00071","","","","75","72","5","1","57","44","102","115","23.2","7.8","54.8","1","3","5","31","85.8","0.22745098","1.789473684","1.36","0.543859649","0.413333333","0.961403509","0.730666667","36.13053613","76","11.45679012","15.07472385","15.30864198","20.14294997","27.0617284","35.60753736","42.37037037","55.75048733","217","0.067826087","0.142857143","3.807017544","2.893333333","47.00460829","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00072","","","","75","74","7","1","57","56","118","114","17","5.6","16.6","5","3","5","22.6","39.2","0.144067797","2.070175439","1.573333333","0.396491228","0.301333333","0.29122807","0.221333333","57.65306122","76","8.395061728","11.04613385","11.16049383","14.6848603","8.197530864","10.78622482","19.35802469","25.47108512","232","0.049122807","0.097413793","4.070175439","3.093333333","50.86206897","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00073","","","","75","33","7","1","23","19","70","18","16.2","0.8","24.4","3","5","5","17","41.4","0.231428571","3.043478261","0.933333333","0.739130435","0.226666667","1.060869565","0.325333333","41.06280193","30.66666667","8","26.08695652","8.395061728","27.37520129","12.04938272","39.29146538","20.44444444","66.66666667","88","0.044444444","0.193181818","3.826086957","1.173333333","79.54545455","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00074","","","","75","54","5","1","40","40","67","46","14","3.8","51.2","5","3","3","17.8","69","0.208955224","1.675","0.893333333","0.445","0.237333333","1.28","0.682666667","25.79710145","53.33333333","6.913580247","12.96296296","8.790123457","16.48148148","25.28395062","47.40740741","34.07407407","63.88888889","113","0.082608696","0.157522124","2.825","1.506666667","59.2920354","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00075","","","","75","57","3","1","41","41","89","74","27.2","3.4","55.2","3","3","3","30.6","85.8","0.305617978","2.170731707","1.186666667","0.746341463","0.408","1.346341463","0.736","35.66433566","54.66666667","13.43209877","24.57091238","15.11111111","27.64227642","27.25925926","49.86449864","42.37037037","77.50677507","163","0.045945946","0.187730061","3.975609756","2.173333333","54.60122699","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00076","","","","75","64","3","1","50","37","40","87","5.6","3.6","49.2","1","5","3","9.2","58.4","0.14","0.8","0.533333333","0.184","0.122666667","0.984","0.656","15.75342466","66.66666667","2.765432099","4.148148148","4.543209877","6.814814815","24.2962963","36.44444444","28.83950617","43.25925926","127","0.04137931","0.072440945","2.54","1.693333333","31.49606299","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00077","","","","75","65","5","1","50","34","80","74","26.8","1.4","40.2","3","3","7","28.2","68.4","0.335","1.6","1.066666667","0.564","0.376","0.804","0.536","41.22807018","66.66666667","13.2345679","19.85185185","13.92592593","20.88888889","19.85185185","29.77777778","33.77777778","50.66666667","154","0.018918919","0.183116883","3.08","2.053333333","51.94805195","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00078","","","","75","49","7","1","32","32","79","32","26.2","1.6","13.2","5","3","3","27.8","41","0.33164557","2.46875","1.053333333","0.86875","0.370666667","0.4125","0.176","67.80487805","42.66666667","12.9382716","30.32407407","13.72839506","32.17592593","6.518518519","15.27777778","20.24691358","47.4537037","111","0.05","0.25045045","3.46875","1.48","71.17117117","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00079","","","","75","70","7","1","55","39","32","109","3","2.4","19.6","1","7","7","5.4","25","0.09375","0.581818182","0.426666667","0.098181818","0.072","0.356363636","0.261333333","21.6","73.33333333","1.481481481","2.02020202","2.666666667","3.636363636","9.679012346","13.1986532","12.34567901","16.83501684","141","0.022018349","0.038297872","2.563636364","1.88","22.69503546","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00080","","","","75","46","5","1","32","32","40","68","12.4","6.4","32.6","1","3","3","18.8","51.4","0.31","1.25","0.533333333","0.5875","0.250666667","1.01875","0.434666667","36.57587549","42.66666667","6.12345679","14.35185185","9.283950617","21.75925926","16.09876543","37.73148148","25.38271605","59.49074074","108","0.094117647","0.174074074","3.375","1.44","37.03703704","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00081","","","","75","52","5","1","41","27","33","32","3.26","0.96","14.8","3","5","5","4.22","19.02","0.098787879","0.804878049","0.44","0.102926829","0.056266667","0.36097561","0.197333333","22.1871714","54.66666667","1.609876543","2.944896116","2.083950617","3.812104788","7.308641975","13.36946703","9.392592593","17.18157182","65","0.03","0.064923077","1.585365854","0.866666667","50.76923077","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00082","","","","75","70","5","1","53","32","129","50","20.98","2.66","31.4","5","3","3","23.64","55.04","0.162635659","2.433962264","1.72","0.446037736","0.3152","0.59245283","0.418666667","42.9505814","70.66666667","10.36049383","14.66107617","11.67407407","16.51991614","15.50617284","21.94269741","27.18024691","38.46261356","179","0.0532","0.132067039","3.377358491","2.386666667","72.06703911","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00083","","","","75","59","3","1","42","42","112","55","44.2","14.24","41","5","5","5","58.44","99.44","0.394642857","2.666666667","1.493333333","1.391428571","0.7792","0.976190476","0.546666667","58.769107","56","21.82716049","38.97707231","28.85925926","51.53439153","20.24691358","36.15520282","49.10617284","87.68959436","167","0.258909091","0.34994012","3.976190476","2.226666667","67.06586826","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00084","","","","75","45","3","1","35","35","114","96","25.96","5.9","45.2","3","1","1","31.86","77.06","0.227719298","3.257142857","1.52","0.910285714","0.4248","1.291428571","0.602666667","41.34440696","46.66666667","12.81975309","27.47089947","15.73333333","33.71428571","22.32098765","47.83068783","38.05432099","81.54497354","210","0.061458333","0.151714286","6","2.8","54.28571429","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00085","","","","75","52","3","1","42","42","144","115","19.52","3.38","25.2","5","1","1","22.9","48.1","0.135555556","3.428571429","1.92","0.545238095","0.305333333","0.6","0.336","47.60914761","56","9.639506173","17.21340388","11.30864198","20.19400353","12.44444444","22.22222222","23.75308642","42.41622575","259","0.029391304","0.088416988","6.166666667","3.453333333","55.5984556","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00086","","","","75","60","3","1","48","35","107","65","21.74","3","51.4","3","3","3","24.74","76.14","0.20317757","2.229166667","1.426666667","0.515416667","0.329866667","1.070833333","0.685333333","32.49277646","64","10.73580247","16.77469136","12.21728395","19.08950617","25.38271605","39.66049383","37.6","58.75","172","0.046153846","0.143837209","3.583333333","2.293333333","62.20930233","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00087","","","","75","47","5","1","39","35","137","123","29.48","11.24","15.8","1","3","3","40.72","56.52","0.215182482","3.512820513","1.826666667","1.044102564","0.542933333","0.405128205","0.210666667","72.0452937","52","14.55802469","27.99620133","20.10864198","38.67046534","7.802469136","15.00474834","27.91111111","53.67521368","260","0.091382114","0.156615385","6.666666667","3.466666667","52.69230769","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00088","","","","75","48","5","1","40","39","114","134","15.66","5.72","22.6","1","5","5","21.38","43.98","0.137368421","2.85","1.52","0.5345","0.285066667","0.565","0.301333333","48.61300591","53.33333333","7.733333333","14.5","10.55802469","19.7962963","11.16049383","20.92592593","21.71851852","40.72222222","248","0.042686567","0.086209677","6.2","3.306666667","45.96774194","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00089","","","","75","46","3","1","34","24","40","82","5.94","3.62","34.2","1","7","7","9.56","43.76","0.1485","1.176470588","0.533333333","0.281176471","0.127466667","1.005882353","0.456","21.8464351","45.33333333","2.933333333","6.470588235","4.720987654","10.41394336","16.88888889","37.25490196","21.60987654","47.66884532","122","0.044146341","0.078360656","3.588235294","1.626666667","32.78688525","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00090","","","","75","50","5","1","36","24","29","47","8.96","2.04","19.4","3","5","5","11","30.4","0.308965517","0.805555556","0.386666667","0.305555556","0.146666667","0.538888889","0.258666667","36.18421053","48","4.424691358","9.218106996","5.432098765","11.31687243","9.580246914","19.95884774","15.01234568","31.27572016","76","0.043404255","0.144736842","2.111111111","1.013333333","38.15789474","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00091","","","","75","25","7","1","18","7","1","11","0.24","0.36","8.6","1","7","7","0.6","9.2","0.24","0.055555556","0.013333333","0.033333333","0.008","0.477777778","0.114666667","6.52173913","24","0.118518519","0.49382716","0.296296296","1.234567901","4.24691358","17.69547325","4.543209877","18.93004115","12","0.032727273","0.05","0.666666667","0.16","8.333333333","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00092","","","","75","63","3","1","47","44","63","81","10.46","7.02","25.6","1","5","7","17.48","43.08","0.166031746","1.340425532","0.84","0.371914894","0.233066667","0.544680851","0.341333333","40.57567317","62.66666667","5.165432099","8.242710796","8.632098765","13.77462569","12.64197531","20.17336485","21.27407407","33.94799054","144","0.086666667","0.121388889","3.063829787","1.92","43.75","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00093","","","","75","56","5","1","40","37","45","35","15.8","8.76","46.2","1","5","3","24.56","70.76","0.351111111","1.125","0.6","0.614","0.327466667","1.155","0.616","34.70887507","53.33333333","7.802469136","14.62962963","12.12839506","22.74074074","22.81481481","42.77777778","34.94320988","65.51851852","80","0.250285714","0.307","2","1.066666667","56.25","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00094","","","","75","56","5","1","46","39","91","50","21.82","7.54","21.4","3","3","3","29.36","50.76","0.23978022","1.97826087","1.213333333","0.63826087","0.391466667","0.465217391","0.285333333","57.84081954","61.33333333","10.77530864","17.568438","14.49876543","23.63929147","10.56790123","17.23027375","25.06666667","40.86956522","141","0.1508","0.20822695","3.065217391","1.88","64.53900709","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00095","","","","75","3","9","1","3","2","1","2","0.22","0.16","3.4","1","5","3","0.38","3.78","0.22","0.333333333","0.013333333","0.126666667","0.005066667","1.133333333","0.045333333","10.05291005","4","0.108641975","2.716049383","0.187654321","4.691358025","1.679012346","41.97530864","1.866666667","46.66666667","3","0.08","0.126666667","1","0.04","33.33333333","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00096","","","","75","13","9","1","9","6","4","3","1","0.12","5","1","5","5","1.12","6.12","0.25","0.444444444","0.053333333","0.124444444","0.014933333","0.555555556","0.066666667","18.30065359","12","0.49382716","4.115226337","0.55308642","4.609053498","2.469135802","20.57613169","3.022222222","25.18518519","7","0.04","0.16","0.777777778","0.093333333","57.14285714","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00097","","","","75","43","7","1","35","16","35","28","3.28","0.92","15","3","7","7","4.2","19.2","0.093714286","1","0.466666667","0.12","0.056","0.428571429","0.2","21.875","46.66666667","1.619753086","3.470899471","2.074074074","4.444444444","7.407407407","15.87301587","9.481481481","20.31746032","63","0.032857143","0.066666667","1.8","0.84","55.55555556","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00098","","","","75","47","7","1","37","18","80","26","18.92","0.92","17.6","3","3","5","19.84","37.44","0.2365","2.162162162","1.066666667","0.536216216","0.264533333","0.475675676","0.234666667","52.99145299","49.33333333","9.343209877","18.93893894","9.797530864","19.85985986","8.691358025","17.61761762","18.48888889","37.47747748","106","0.035384615","0.187169811","2.864864865","1.413333333","75.47169811","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00099","","","","75","62","5","1","52","36","100","125","17.16","6.86","24.8","1","3","3","24.02","48.82","0.1716","1.923076923","1.333333333","0.461923077","0.320266667","0.476923077","0.330666667","49.20114707","69.33333333","8.474074074","12.22222222","11.8617284","17.10826211","12.24691358","17.66381766","24.10864198","34.77207977","225","0.05488","0.106755556","4.326923077","3","44.44444444","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00100","","","","75","37","3","1","23","5","7","7","0.9","0.36","29.4","1","5","3","1.26","30.66","0.128571429","0.304347826","0.093333333","0.054782609","0.0168","1.27826087","0.392","4.109589041","30.66666667","0.444444444","1.449275362","0.622222222","2.028985507","14.51851852","47.34299517","15.14074074","49.37198068","14","0.051428571","0.09","0.608695652","0.186666667","50","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00101","","","","75","65","5","1","53","50","97","115","29.8","5.44","28.2","1","1","5","35.24","63.44","0.307216495","1.830188679","1.293333333","0.66490566","0.469866667","0.532075472","0.376","55.54854981","70.66666667","14.71604938","20.82459818","17.40246914","24.62613557","13.92592593","19.70649895","31.32839506","44.33263452","212","0.047304348","0.166226415","4","2.826666667","45.75471698","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00102","","","","75","67","5","1","55","55","199","115","20.9","4.4","13.6","1","3","1","25.3","38.9","0.105025126","3.618181818","2.653333333","0.46","0.337333333","0.247272727","0.181333333","65.03856041","73.33333333","10.32098765","14.07407407","12.49382716","17.03703704","6.716049383","9.158249158","19.20987654","26.1952862","314","0.03826087","0.080573248","5.709090909","4.186666667","63.37579618","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00103","","","","75","68","3","1","52","34","48","52","9.1","2.22","51.2","1","5","7","11.32","62.52","0.189583333","0.923076923","0.64","0.217692308","0.150933333","0.984615385","0.682666667","18.10620601","69.33333333","4.49382716","6.481481481","5.590123457","8.062678063","25.28395062","36.46723647","30.87407407","44.52991453","100","0.042692308","0.1132","1.923076923","1.333333333","48","1"
"","","MZP2019UMB-ST07","","","","","","","","","MZP2019UMB-ST07-00104","","","","75","59","5","1","44","36","43","50","8.4","3.98","28.4","1","3","3","12.38","40.78","0.195348837","0.977272727","0.573333333","0.281363636","0.165066667","0.645454545","0.378666667","30.35801864","58.66666667","4.148148148","7.070707071","6.113580247","10.42087542","14.02469136","23.90572391","20.1382716","34.32659933","93","0.0796","0.13311828","2.113636364","1.24","46.23655914","1"
